ZINC01174928	O=Cc1ccc(OCc2ccc(C(=O)[O-])cc2)c(I)c1
ZINC30828697	O=C(NC(=S)Nc1ccccc1-c1ccccc1)c1ccccc1Br
ZINC32666128	O=C1NC(c2ccc(OCc3ccccc3)c(Br)c2)Nc2ccccc21
ZINC37320468	CNS(=O)(=O)c1ccccc1NC(C)c1ccc(I)cc1
ZINC37368626	NS(=O)(=O)c1cc(Br)cc(Cl)c1OCc1cccc(Br)c1
ZINC01036466	Cc1ccccc1-n1cc(-c2ccc(Br)cc2)nc1SCC(N)=O
ZINC37907035	CC(Nc1c(Br)cc(Br)cc1Br)c1cc[nH]n1
ZINC39531265	ClC1CN(C(CNBr)c2ccc(Cc3ccccc3)cc2)CCN1
ZINC39533057	CCCc1ccc(C(CNBr)N2CCNC(Br)C2)cc1
ZINC39533474	CC(C)Cc1ccc(C(CNI)N2CCNC(Cl)C2)cc1
ZINC40309785	O=C(Cn1ccc2ccc(Br)cc21)NCCc1c[nH]c2ccc(Cl)cc12
ZINC44085474	NC(=O)CSc1ncc(-c2ccc(Br)cc2)n1Cc1ccccc1
ZINC15055957	Cc1ccccc1COc1ccc(Br)cc1/C=C1\SC(=N)NC1=O
ZINC50745884	CNc1cc(C(=O)Nc2c(Cl)cc(Br)cc2Cl)cc(Cl)n1
ZINC50790335	CNc1ccc(Cl)cc1C(=O)Nc1ccc(Br)cc1Br
ZINC55334637	Nc1ccc(Br)cc1-c1nc(Cc2ccccc2Br)no1
ZINC57477208	CSc1ccc(CNC(=O)c2cc(-c3ccc(Br)cc3)[nH]n2)cc1
ZINC58083297	COc1cccc(C2CC(c3ccc(Br)cc3)=NC(c3cccs3)N2)c1O
ZINC53364381	COc1ccc(C2=NC(c3cccc(F)c3)NC(c3cc(Cl)ccc3O)C2)cc1
ZINC58203096	O=C(CCc1ccc(Cl)cc1Cl)NNC(=O)c1cc(Cl)ccc1Cl
ZINC59074077	CCNC(=O)/C(=C\c1ccccc1)NC(=O)c1ccccc1I
ZINC17088756	Cc1cc(C)cc(C(=O)NC(=S)Nc2ccc(I)cn2)c1
ZINC60343905	Cc1[nH]ncc1CCCNC(=O)c1ccc(Cl)c(I)c1
ZINC13110682	O=C1NC(c2ccccc2)=C(c2nc3ccccc3s2)C(c2ccc(F)cc2)N1
ZINC62826729	Nc1c(Br)cccc1-c1nc(Cc2ccc(Br)cc2)no1
ZINC63217595	O=C(NC(CO)Cc1ccccc1)c1cc(Br)c(Br)s1
ZINC67601738	Cc1[nH]c2ccccc2c(=O)c1CNc1nc(C23CC4CC(CC(C4)C2)C3)cs1
ZINC03345518	CCN(CC)S(=O)(=O)c1cccc(-c2nnc(SCC(=O)NCc3cccs3)n2N)c1
ZINC08819272	O=C(CCN1C(=O)/C(=C/c2ccccc2F)SC1=S)NNC(=O)CSc1nc2ccccc2[nH]1
ZINC08911487	O=C(CCCN1C(=O)/C(=C\c2ccccc2Cl)SC1=S)NNC(=O)c1cccc(O)c1
ZINC09079753	CN(C)c1ccc(C(CNC(=O)C(=O)NNC(=O)c2ccccc2)S(=O)(=O)c2cccs2)cc1
ZINC09249979	COc1cc(C2CC(=O)Nc3c2c(=O)nc(SCc2ccc(F)cc2)n3C)ccc1OCC(N)=O
ZINC09254265	Cc1ccc(N2C(=O)CC(C(=O)NCc3ccc(S(N)(=O)=O)cc3)C2c2cccs2)cc1
ZINC09255083	Cc1ccc(-c2csc3ncn(CC(=O)Nc4ccccc4SCC(N)=O)c(=O)c23)s1
ZINC03334447	COC(=O)c1c(NC(=O)COC(=O)C(Cc2c[nH]c3ccccc23)NC(C)=O)sc(C)c1C
ZINC03291392	NC(=O)c1ccsc1NC(=O)CSc1nnc(-c2ccncc2)n1-c1ccc(Cl)cc1
ZINC09912518	CCOc1ccc(S(=O)(=O)NCCC(=O)NNC(=O)c2ccc(Br)s2)cc1
ZINC10063077	C=CCn1cc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)c2nn(-c3ccccc3)c(=O)c-2c1
ZINC10213058	CNC(=O)NC(=O)C(C)OC(=O)c1ccc(CNS(=O)(=O)c2ccc(F)c(F)c2F)cc1
ZINC10349864	COCCn1c(N)c(C(=O)CSc2ncc(-c3ccccc3)n2-c2ccccc2)c(=O)[nH]c1=O
ZINC01746952	COc1ccc(/C=C2/SC(=S)N(CC(=O)Nc3sc4c(c3C(N)=O)CCCC4)C2=O)cc1OC
ZINC12054111	CC(=O)NCc1ccc(-c2csc(NC(=O)CCNS(=O)(=O)c3ccc(F)c(F)c3)n2)o1
ZINC13149871	COc1ccc(CC(=O)Nc2sc3c(c2C(N)=O)CCC3)cc1S(=O)(=O)N1CCOCC1
ZINC14531504	O=C(NCc1ccccn1)c1cc(NCc2nc3ccccc3[nH]2)cc(S(=O)(=O)N2CCCC2)c1
ZINC14699574	CCCCn1c(N)c(N(Cc2ccccc2OC)C(=O)c2cccnc2SC)c(=O)[nH]c1=O
ZINC14721430	COCCN(C(=O)/C=C/c1cc(Br)ccc1F)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC14994660	O=C(NCCc1nc2cc(Cl)ccc2[nH]1)c1cn(C2CC2)cc(C(=O)NCc2ccccc2)c1=O
ZINC16254856	CCn1c(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)nc2sc3c(c2c1=O)CCCC3
ZINC13100612	CC(=O)NC12CC3CC(C1)CC(C(=O)OCC(=O)NCC(=O)Nc1c(C)cc(C)cc1C)(C3)C2
ZINC22302688	CCSc1nnc(SCC(=O)N(CC)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)s1
ZINC22402232	Cc1cccc(N2CC(C(=O)N(CC(C)C)c3c(N)n(CC(C)C)c(=O)[nH]c3=O)CC2=O)c1C
ZINC22558616	CC(Sc1nc2ccccc2c(=O)n1CCc1ccc(S(N)(=O)=O)cc1)C(=O)NC1CC1
ZINC22632761	O=C(CCNC(=O)c1ccsc1)NNC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12
ZINC23139617	Cc1[nH]c2ccccc2c1C(=O)C(=O)Nc1c2c(nn1CC(=O)NCc1ccc(F)cc1)CSC2
ZINC23151024	CC(=O)NCc1ccc(-c2nc(NC(=O)c3cc(S(=O)(=O)NC(C)C)cn3C)sc2C)s1
ZINC23365789	CC(C)C(NC(=O)CSc1nnc(C2CC2)n1CCC(N)=O)c1ccc2c(c1)OCCCO2
ZINC23576401	Cc1cc(C)c(NC(=O)CNC(=O)COC(=O)c2ccc(NC(=O)c3ccco3)s2)c(C)c1
ZINC23890214	CCn1c2ccccc2c2nnc(SCC(=O)NCCc3ccc(S(N)(=O)=O)cc3)nc21
ZINC25261616	CC(NC(=O)c1ccccc1)C(=O)NNC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12
ZINC26663336	CC(C)Cn1c(SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)nnc1N1CCOCC1
ZINC32967481	CSCCC(NC(=O)c1ccccc1Br)C(=O)NNC(=O)C1COc2ccccc2O1
ZINC35296264	NC(=O)c1c(NC(=O)CN2CCN(S(=O)(=O)/C=C/c3ccccc3)CC2)sc2c1CCC2
ZINC38827750	NC(=O)c1c(NC(=O)CCCS(=O)(=O)c2ccc(F)cc2)sc2c1CCN(Cc1ccccc1)C2
ZINC14721438	COCCN(C(=O)C(C)Oc1ccc(Br)cc1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC39482872	COC1CN(c2cc(S(=O)(=O)C(C)C)ccc2NS(=O)(=O)c2ccccc2O)CCN1
ZINC39545686	CC(C)S(=O)(=O)C1=C2Nc3ccccc3C[NH+]2C(C(=O)N(c2ccccc2O)S(=O)(=O)C(C)C)C1
ZINC39552261	CC1OC(c2ccccc2NC(=O)C2CCC2)N=C1CNC(=O)CCn1c(=O)[nH]c2ccccc21
ZINC39658219	CC(C)C(Oc1ccccc1)C(=O)N1CC(C(=O)NC2CCC(C(=O)[O-])CC2)C2(CC[NH2+]CC2)C1
ZINC39752468	Cc1csc(NC(=O)CSc2nnc(C(CO)NC(=O)c3ccccc3F)n2-c2ccccc2)n1
ZINC40031763	NC(=O)COc1ccc(C2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2CCCO)cc1
ZINC44589195	COc1ccc(C2c3[nH+]c[nH]c3CC(C(=O)[O-])N2C(=S)Nc2ccc(Cl)cc2)cc1OC
ZINC45914320	CSc1nc(-c2ccco2)nc(C)c1C(=O)OCC(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC52603785	O=C(CN1C(=O)C(NCC(F)(F)c2ccccn2)N=CC1Cl)NCc1ccccc1-c1ncc[nH]1
ZINC58873595	O=C(COc1ccc(/C=N/NC(=O)C(=O)NCc2ccc(Cl)cc2)cc1)NCC1CCCO1
ZINC63708596	CC1=CC(NC(=O)CSC2Nc3ccccc3C(=O)N2CCCC(=O)NCc2ccccc2)N=N1
ZINC64773401	CCOc1cc(C2CC(=O)NC3=NC(SCc4ccccc4F)=NC(=O)C32)ccc1OCC(N)=O
ZINC64774010	NC(=O)COc1ccc(C2CC(=O)NC3=NC(SCc4cccc(Cl)c4)=NC(=O)C32)cc1
ZINC02578500	Nc1nn(Cc2ccccc2F)cc1Br
ZINC02566023	O=Cc1cc(O)c(O)c(Br)c1Br
ZINC01409791	CC1(C)CC(=O)C(Cc2c[nH]c3ccccc23)=C(O)C1
ZINC06480316	S=c1[nH]nc(/C=C/c2ccc(Cl)cc2Cl)[nH]1
ZINC08329223	OC1(C(Cl)(Cl)Cl)NCCN1c1ccccc1
ZINC12428481	O=C1NC(=S)N/C1=C\c1ccc(Cl)cc1Cl
ZINC19805663	CC1Cc2ccccc2N1c1ccc(C(N)=S)cn1
ZINC19805668	CC1Cc2ccccc2N1c1cc(C(N)=S)ccn1
ZINC20351873	Nc1ccccc1-n1nc(C(F)(F)F)c2c1CCC2
ZINC22216059	CC(N)(C#N)c1cc2cc(Br)ccc2o1
ZINC06574899	O/N=C1\C=C(c2ccccc2)C(O)(c2ccccc2)C1
ZINC31899396	Nc1ccc2oc(-c3ccc(F)c(F)c3F)nc2c1
ZINC34976134	Cc1c(-c2ccc(Br)cc2)nn(C)c1N
ZINC35060649	Cc1csc(Sc2ccc3cc(N)ccc3n2)n1
ZINC35308657	Nc1ccc(F)cc1CN1C(=O)CCCc2ccccc21
ZINC35782622	CC1CN(Cc2c(N)cccc2Br)C(C)CO1
ZINC36285978	Cn1c(C(Cl)(Cl)Cl)nc2c(N)cccc21
ZINC36290530	CCc1c(C)sc2nc(-c3cccs3)c(N)n12
ZINC36899125	Nc1nc2cc(Br)ccc2n1CC(F)(F)F
ZINC37205198	Nc1nc(Cc2nc3cc(F)ccc3s2)cs1
ZINC37288971	Cc1ccc2nc(C3Cc4ccccc4CN3)[nH]c2c1
ZINC02601607	Cc1ccc(C2NC(=S)NC3=C2C(=O)CCC3)cc1
ZINC38054318	NC(=S)c1ccccc1-n1cc(Br)cn1
ZINC40305464	Nc1ccsc1C(=O)N1CCCC2CCCCC21
ZINC40337413	Cc1c(N)cccc1C(=O)N1CCc2sccc2C1C
ZINC40337516	Cc1sc(C(=O)N2CCc3sccc3C2C)cc1N
ZINC41652242	Nc1cc(-c2noc3ccc(F)cc23)ccc1Cl
ZINC42189277	Cc1ccccc1C(=O)NC1c2ccccc2CC1O
ZINC43512404	O=C(Nc1ccccc1F)C1NCCc2ccccc21
ZINC43665957	CCC1CCC(n2ncc(Br)c2N)CC1
ZINC43668085	Cc1nn(C2CCC(C)CC2)c(N)c1Br
ZINC44678033	Nc1nc2c(F)cccc2n1C1CC1c1ccccc1
ZINC49007616	CC1CCCC(N(C)C(=O)c2ccc(N)cc2Cl)C1
ZINC43601775	Cc1nn(-c2ccc(N)cc2Br)c(C)c1C
ZINC50225792	Cc1ccc(Cn2c(N)cc3ccccc3c2=O)s1
ZINC50396722	O=C1NCCCC1Nc1c(F)c(F)c(F)c(F)c1F
ZINC50525921	NC(=S)c1ccc(-n2ncc3ccccc32)c(F)c1
ZINC50957665	CC1CCCC(NC(=O)c2cccc3c2NCCC3)C1
ZINC51596696	Cc1ccc(C(N)=S)c(N2CC(C)OCC2C)c1
ZINC51734262	Cc1ccc(C(N)=S)c(N2CCC(C)CC2C)n1
ZINC51993046	O=C(NC1CCCCC1O)c1csc2c1CCCC2
ZINC52293562	CC1CC1n1c(N)nc2cc(Br)ccc21
ZINC52842899	CC(C)c1nc2cc(N)ccc2n1-c1ccc(F)cc1
ZINC53167932	Nc1ccc(F)c(F)c1-n1ccc(C(F)(F)F)n1
ZINC54081639	Cc1nn(C(C)C2CCCC2)c(N)c1Br
ZINC54205097	CC1Cc2ccccc2N1C(=O)c1cccc(F)c1N
ZINC55334331	Nc1onc(C2CC2)c1-c1ccccc1Br
ZINC00203693	COc1c(F)c(F)c(-c2csc(N)n2)c(F)c1F
ZINC52212011	Nc1nc2cc(Br)ccc2n1C1CCC1
ZINC61916737	CC1CN(c2ccc(Br)cc2N)CCCO1
ZINC04148558	CNc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O
ZINC00816652	O=C(NN=C1C2CC3CC(C2)CC1C3)c1sc2ccccc2c1Cl
ZINC01671983	OC(CBr)c1cc(-c2ccccc2)nc2c(Cl)cccc12
ZINC01035319	Cc1ccc2cc(NC(=O)c3sc4ccccc4c3Cl)ccc2n1
ZINC00699946	O=C(Nc1c(Cl)cccc1Cl)N1CCSC1c1cccs1
ZINC04959577	COc1ccc(Br)cc1C1Nc2ccccc2C2C=CCC21
ZINC05338838	OC12C(=NN(c3ccccc3)C1c1ccccc1)c1cccc3cccc2c13
ZINC05377174	Cc1ccc2c(c1)C(C)(C)C1(/C=C/c3ccc(Cl)cc3)NC(=O)CN21
ZINC05421439	Cn1cc(C2Cc3ccccc3NC3=C2C(=O)CC(C)(C)C3)c2ccccc21
ZINC00755221	O=C1/C(=C/c2cc(Cl)cc(Br)c2O)Sc2ccccc21
ZINC13680770	CC(C(=O)N1CCSCC1)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
ZINC15317529	CC1CCCCC1NC(=O)c1nc(Cl)c(Cl)c(Cl)c1Cl
ZINC01234433	Cc1ccc(/N=C/c2cc(Br)ccc2O)cc1I
ZINC17367910	CC1CCc2nc(NC(=O)c3cc(F)c(Cl)cc3Cl)sc2C1
ZINC29488627	CCc1ccc(C(=O)Nc2ccc(I)cc2)s1
ZINC32031392	CC1CCCC(NC(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)C1
ZINC32039053	CC(NC(=O)c1ccccc1I)c1ccc(Cl)s1
ZINC33168611	O=C1/C(=C\c2c[nH]c3ccc(Br)cc23)Sc2ccccc21
ZINC20594234	CC(Cl)c1nc2scc(-c3ccc(Cl)cc3Cl)c2c(=O)[nH]1
ZINC36922827	Cc1cc(Cl)c(NCc2cc(Br)cs2)c2cccnc12
ZINC36923449	Clc1ccc2scnc2c1NCc1csc(Br)c1
ZINC37206423	Clc1ccccc1CNc1nc2cc(Br)ccc2s1
ZINC37279214	CSc1ccccc1NC1CCCOc2cc(Br)ccc21
ZINC37314833	Cc1ncsc1C(C)Nc1cc(Br)ccc1Br
ZINC37605035	Clc1cccc(NCc2nc3cc(Br)ccc3s2)c1
ZINC37938549	N#CC(Nc1ccccc1Br)c1ccccc1Br
ZINC39521709	CON1C(c2ccccc2O)CCCC12CCCC(Br)C2
ZINC39529166	CCCc1cc(I)ccc1N1CCNC(Br)C1
ZINC39540774	Oc1ccccc1-n1cc(I)c(Cc2ccccc2)c1
ZINC33324051	O=C1N=C([N-]c2ccccc2)S/C1=C/c1ccc(Br)cc1
ZINC40241937	COc1c(Br)cc(Cl)cc1C(O)c1ccc(C)c(F)c1
ZINC40242037	COc1c(Br)cc(Cl)cc1C(O)c1cccc(Br)c1
ZINC40261993	CC1Cc2cc(C(O)c3cc(Br)ccc3Cl)ccc2O1
ZINC40262061	CC1Cc2cc(C(O)c3ccc(Br)cc3Cl)ccc2O1
ZINC40283157	O=C1CCc2cc(C(Br)Cc3ccc(Br)cc3)ccc2N1
ZINC41677565	N#CC(Nc1ccccc1Br)c1cc(Br)cs1
ZINC42353840	O=C(NCc1ccccc1Br)c1cc(Cl)ccc1Cl
ZINC48069189	O=C(NCC12CC3CC(CC(C3)C1)C2)c1sccc1Br
ZINC48389098	O=C(Nc1nccs1)c1sc2cc(Cl)cc(Cl)c2c1Cl
ZINC48607367	Cc1ccc(Br)cc1NC(=O)c1cc(Cl)c(Cl)n1C
ZINC50042256	O=C1CCc2cc(C(Cl)Cc3cccc(Br)c3)ccc2N1
ZINC50042279	O=C1CCc2cc(C(Br)Cc3cccc(Br)c3)ccc2N1
ZINC50358479	Cc1cc(C)cc(NCc2cc(Br)c(Br)o2)c1
ZINC53100503	CC1CCCC2(CS/C(=N\c3ccc(Br)cc3Br)N2)C1
ZINC54107546	CCC(O)c1ccc(-c2ccc(Br)cc2Br)o1
ZINC37442158	Oc1cc(Cl)ccc1-c1nc2cc(Br)ccc2n1C1CC1
ZINC12614956	CC1CCCC(NC(=O)CC23CC4CC(CC(Br)(C4)C2)C3)C1C
ZINC03196421	Cc1[nH]c2ccccc2c1/C=N/c1ccc(I)cc1
ZINC04817424	CC1(C)c2ccccc2N2CCC(O)=NC21/C=C/c1ccc(Cl)cc1
ZINC04817424	CC1(C)c2ccccc2N2CCC(=O)NC21/C=C/c1ccc(Cl)cc1
ZINC13658350	C/[NH+]=C(\[S-])N1N=C2c3ccccc3CCC2C1c1ccccc1Cl
ZINC13658350	CNC(=S)N1N=C2c3ccccc3CCC2C1c1ccccc1Cl
ZINC00105718	O=C(Nc1nc2c(s1)CCCC2)c1ccccc1Cl
ZINC01504310	CN1c2ccccc2N(C)C1c1ccc(Br)cc1O
ZINC00482089	OC1(c2ccccc2)c2ccccc2N=C2CCCCCN21
ZINC04600199	Brc1ccc(/C=N/N=C2/CCCCCN2)cc1
ZINC04698727	CC1=C(C)C(c2c(C)[nH]c3ccccc23)N(C(C)(C)C)C1=O
ZINC02872755	O=C(NC1=NCCS1)c1cc2c(s1)CCCCCC2
ZINC00484988	Cc1ccc2c(-c3cn4c(C)c(C)sc4n3)c(C)[nH]c2c1
ZINC05034261	O=C(Nc1cccc2ccccc12)C1=Cc2ccccc2OC1
ZINC10623420	Cc1cnc(NC(=O)c2cc3c(s2)CCCCC3)s1
ZINC11428770	Cc1ccc(C(=O)Nc2nc3c(s2)CC(C)CC3)s1
ZINC16266270	Cc1nn(-c2ccccc2)c2c1C(c1c[nH]c3ccccc13)S2
ZINC19368525	Oc1ccccc1C(C#Cc1ccccc1)N1CCOCC1
ZINC28840627	Cc1cc(C(=O)Nc2nc3c(C)cccc3s2)sc1C
ZINC31914554	Cc1ccn2c(CO)c(-c3ccc4c(c3)CCCC4)nc2c1
ZINC31919967	Cc1ccn2c(C(C)O)c(-c3ccc(Cl)c(C)c3)nc2c1
ZINC31920198	CC(O)c1c(C(C)(C)C)nc2ccc(Br)cn12
ZINC23702785	N#C/C(=C1/CCCCCN1)c1nc(-c2ccccc2)cs1
ZINC20369921	Cc1sc2nc(-c3c(F)cccc3F)[nH]c(=O)c2c1C
ZINC35055811	CC(Cl)c1nc2scc(C3CCCCC3)c2c(=O)[nH]1
ZINC20594244	CC(Cl)c1nc2sc3c(c2c(=O)[nH]1)CCCCCC3
ZINC05093167	CC1CCc2c(sc3nc(-c4cccs4)[nH]c(=O)c23)C1
ZINC37051512	Cn1ncc2c1CCCC2Nc1ccc(Cl)cc1Cl
ZINC37051548	Cn1ncc2c1CCCC2Nc1cc(Cl)cc(Cl)c1
ZINC37440654	CC(C)n1c(C2C=CC(=N)S2)nc2cc(Cl)ccc21
ZINC37845285	CC1CCN(C(=O)c2cc(Br)c[nH]2)C2CCCCC12
ZINC39521706	CON1C(c2ccccc2O)CCCC12CCCC(F)C2
ZINC40244969	OC(c1ccc2c(c1)OCCCO2)c1c(Cl)cccc1Cl
ZINC42415166	CCc1c(-c2n[nH]cc2Br)oc2ccccc12
ZINC47915294	Clc1cnc(NC2CCOc3ccccc32)c(Cl)c1
ZINC48391126	Cc1nc(NC(=O)C2C3CC4CC(C3)CC2C4)sc1C
ZINC48580508	Cc1ccc(-c2nc3ncc(Br)cc3[nH]2)s1
ZINC48771322	O=c1[nH]c(-c2ccc(Cl)cc2Cl)nc2c1CCCC2
ZINC48856628	CC1CCCC(NC(=O)N2CCc3sccc3C2C)C1
ZINC48974296	O=C(Nc1nc2c(s1)CCCCCC2)C1CC=CCC1
ZINC49340509	CC1CCCCN1C(=O)NC1CCc2c(Cl)cccc21
ZINC49340511	CC1CCCCN1C(=O)NC1CCc2c(Cl)cccc21
ZINC49459826	O=C(NCc1cccs1)N1CC2CC3CC(C2)CC1C3
ZINC50841460	CNc1nc(-c2cc(F)c(F)c(F)c2)nc2sccc12
ZINC50864091	CNc1nc(-c2ccc(Br)cc2)nc(C)c1C
ZINC01405194	O=c1[nH]cccc1-c1nc2cc(Cl)c(Cl)cc2s1
ZINC54911412	OC1CCCc2nc(N3CCCC4CCCCC43)sc21
ZINC54911476	CC1CCCN(c2nc3c(s2)C(O)CC(C)(C)C3)C1C
ZINC54911501	CC(C)(C)C1CCN(c2nc3c(s2)C(O)CCC3)CC1
ZINC57466304	Cc1ccsc1C(=O)N/N=C1/CC2CCC1(C)C2(C)C
ZINC59500737	CC(C)c1ccc(C2C(=N)C(=O)c3ccccc3C2=O)cc1
ZINC61823646	CC1(C)CCN(c2nc3c(s2)C(O)CC(C)(C)C3)CC1
ZINC62041301	Fc1cccc(F)c1Nc1ncnc2sc3c(c12)CCC3
ZINC62561157	CNc1nc2c(Cl)c(Br)c(Cl)cc2o1
ZINC62756883	O=C([O-])C1CCCCCC1[NH+]1CCC2(CCCCC2)CC1
ZINC62756889	CC1CCC(C(=O)[O-])C([NH+]2CCC3(CCCCC3)CC2)C1
ZINC04032952	Cc1ccc2cc(CCNC(=O)c3ccccc3Br)c(=O)[nH]c2c1C
ZINC03180407	CCC(CO)NC(=O)c1cc2cc(Br)cc(Br)c2o1
ZINC01005371	CN(C)c1ccc(NC(=S)NC(=O)c2ccccc2Br)cc1
ZINC03063965	O=C1Nc2cc(C(=O)NCc3cccs3)ccc2S/C1=C\c1ccccc1
ZINC02436206	O=C(CC1(O)C(=O)Nc2cc(Cl)cc(Cl)c21)c1ccc(Cl)s1
ZINC03334562	O=C(CNC(=O)c1cccs1)Nc1ccccc1I
ZINC09483070	O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1cncc(Br)c1
ZINC10232937	O=C1/C(=C/c2c[nH]c3ccccc23)SC(=S)N1CCc1ccc(O)cc1
ZINC13281528	O=C(NC/C(Br)=C/Br)Nc1cnc2ccccc2c1
ZINC13644439	CC(C)NC(=O)c1cccc2c1NC(c1ccc(N(C)C)cc1)C1CC=CC21
ZINC14385349	O=C(CNC(=O)C1Cc2ccccc2S1)Nc1ccccc1Br
ZINC15938573	O=C(NNC(=O)c1cc(Br)ccc1F)c1cc2c(s1)CCC2
ZINC16477710	O=C(Nc1cc(Br)c[nH]c1=O)C(c1ccccc1)c1ccccc1
ZINC20686748	CC(C)NC(=O)c1cccc2c1NC(c1ccc(N(C)C)cc1)C1CC=CC21
ZINC20695439	COCCNC(=O)c1cccc2c1NC(c1cccc(Cl)c1)C1CC=CC21
ZINC20699630	O=C(NCC1CCCO1)c1cccc2c1NC(c1ccc(Cl)cc1)C1CC=CC21
ZINC22170727	N=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)c(Br)c2)S1
ZINC34770115	Cc1sc(C2=C(N)N(c3ccc(C(C)C)cc3)CC2=O)nc1-c1ccccc1
ZINC35361231	CCN(Cc1ccc(N)cc1)S(=O)(=O)c1ccc(Br)s1
ZINC35634060	CC(O)c1cccc(S(=O)(=O)Nc2cccc(I)c2)c1
ZINC35634061	CC(O)c1cccc(S(=O)(=O)Nc2cccc(I)c2)c1
ZINC35644471	C[NH2+]C(C)c1cccc([N-]S(=O)(=O)c2ccc(Br)s2)c1
ZINC36743412	CN(Cc1cc(N)ccc1Cl)S(=O)(=O)c1cc(Cl)sc1Cl
ZINC37065917	Nc1cc2c(cc1COc1cccc(I)c1)OCCO2
ZINC37643190	Cc1nc(C)c(C(C)Nc2cc(Br)ccc2Br)c(=O)[nH]1
ZINC37885042	OC(CNc1cccc(I)c1)c1ccc2c(c1)OCCO2
ZINC40329680	Cc1cc(S(=O)(=O)N(C)Cc2cc(Br)cs2)cc(N)c1C
ZINC41068094	Nc1csc(S(=O)(=O)N(Cc2ccccc2Br)C2CC2)c1
ZINC41441230	Cc1ccc(CNC(=O)C(=O)Nc2cc(Cl)c(Cl)cc2Cl)s1
ZINC42402264	CN(Cc1cc(Br)cs1)S(=O)(=O)c1ccc(C(N)=S)cc1
ZINC42646397	Cc1ccc(NC(=O)C(=O)NCc2ccc(Cl)cc2)c(Br)c1
ZINC42849158	CCCNC(=O)C(C)NC(=O)c1cc(Cl)ccc1I
ZINC43317015	Cc1csc(CNC(=O)Nc2ccc(Br)cc2Br)n1
ZINC43458951	NS(=O)(=O)c1ccc(OCc2cc(F)ccc2F)c(Br)c1
ZINC49247379	Cc1nc(C)c(C(C)NC(=O)NCc2ccc(Br)s2)s1
ZINC49352273	CC(NC(=O)c1cc(Br)c(Br)s1)C(=O)NC(C)(C)C
ZINC49352277	CC(NC(=O)c1cc(Br)c(Br)s1)C(=O)NC(C)(C)C
ZINC49452045	CCC(C)NC(=O)C(C)NC(=O)c1ccc(Cl)cc1I
ZINC49452047	CCC(C)NC(=O)C(C)NC(=O)c1ccc(Cl)cc1I
ZINC49642664	O=S(=O)([N-]c1c(Cl)cc(Br)cc1Cl)C1CCC[NH2+]C1
ZINC50359836	CNC(=O)Cc1ccccc1NCc1cc(Br)c(Br)o1
ZINC04042688	Oc1c(Br)cc(Br)cc1/C=N/Nc1nccs1
ZINC54621059	Cc1cc(C)c(NC(c2ccncc2)c2ccc3ccc(C)nc3c2O)c(C)c1
ZINC55035922	CC1(C)Cc2nc(C(C)(C)C)ncc2C(NCc2cc(C#CCO)cs2)C1
ZINC58005217	Cc1ccccc1C(C)NC(=O)C(C)NC(=O)c1ccc(Br)s1
ZINC29482861	O=C(CC1Sc2ccccc2NC1=O)Nc1ccccc1SC(F)F
ZINC58410418	Nc1c(Br)cc(Br)cc1C(=O)OCC1CCOC1
ZINC49853209	Cc1nn(C(c2ccccc2)c2ccco2)c(N)c1I
ZINC12323191	O=C(CCSC1CCc2ccccc2N=C1O)NC1Cc2ccccc2C1
ZINC12323191	O=C(CCSC1CCc2ccccc2NC1=O)NC1Cc2ccccc2C1
ZINC67238891	CSC(C)c1cccc(NC(=O)C23CC4CC(CC(NC(C)=O)(C4)C2)C3)c1
ZINC00811068	CSc1ccc(C2Nc3ccccc3NC3=C2C(=O)CC(C)(C)C3)cc1
ZINC00641352	S=C(Nc1ccccc1)Nc1ccc(Br)c(Br)c1
ZINC01032144	N#CC1=C(N)OC2=C(CCC/C2=C/c2cccs2)C1c1cccs1
ZINC11802498	NC(=S)c1cc(Br)ccc1OCCCc1ccccc1
ZINC14456197	Cc1ccsc1C1Nc2ccc(C(=O)NC(C)(C)C)cc2C2C=CCC21
ZINC14457970	CCNC(=O)c1cccc2c1NC(c1c(C)cc(C)cc1C)C1CC=CC21
ZINC14549773	CC(C)(C)NC(=O)c1cccc2c1NC(c1ccc(F)cc1)C1CC=CC21
ZINC14549775	CC(C)(C)NC(=O)c1cccc2c1NC(c1ccc(F)cc1)C1CC=CC21
ZINC15975355	O=C(/C=C/c1ccccc1F)NNc1c(F)c(F)c(F)c(F)c1F
