ZINC00178939	NC(=O)c1c(NC(=O)c2cccnc2Cl)sc2c1CCCCC2
ZINC13988300	Cc1ccc(OCC(=O)NNC(=S)NC(=O)C(C)(C)C)c(C)c1
ZINC13988327	Cc1ccc(OCC(=O)NNC(=S)NC(=O)C(C)(C)C)cc1
ZINC15320765	CCCNC(=O)NC(=O)CNc1ccc(OC(F)F)c(Cl)c1
ZINC17054965	CCCCNC(=O)NNC(=O)C(C)Oc1ccc2c(c1)CCC2
ZINC19800660	CCCC[NH+](C)CC1C(=O)N(C(N)=S)N=C1c1ccccc1[O-]
ZINC22279333	CC(C)CC(=O)NNC(=O)C(NC(=O)C1CCCCC1)C(C)C
ZINC24956509	CCCCn1c(N)c(N(CC)Cc2ccccc2C)c(=O)[nH]c1=O
ZINC37742092	CCCn1cc(S(=O)(=O)NCCC2CCCCC2)c(N)n1
ZINC40757351	CCc1ccc(Oc2ncnc(NCCCOC)c2N)cc1
ZINC42905826	CC(C)CCNC(=O)NNC(=O)C(C)Oc1ccccc1F
ZINC42946481	CCCCN(CC)C(=O)NCCc1ccc(S(N)(=O)=O)cc1
ZINC42946492	C=C(C)CN(CC)C(=O)NCCc1ccc(S(N)(=O)=O)cc1
ZINC43429788	COC(=O)C(CC(C)C)NS(=O)(=O)c1ccc(Cl)cc1N
ZINC43429789	COC(=O)C(CC(C)C)NS(=O)(=O)c1ccc(Cl)cc1N
ZINC44421092	COC(=O)C(CC(C)C)Nc1ccc(S(N)(=O)=O)cc1
ZINC46578389	CC(C)OCCSCc1nc(N)nc(Nc2ccccc2)n1
ZINC47765914	CCCOc1cc(C)ccc1NC(=O)NCCNC(=O)C(C)C
ZINC47933458	CCCCC(CC)CNC(=O)c1ccc(S(N)(=O)=O)o1
ZINC50057295	C#CCNC(=O)CCNC(=O)Nc1cc(Cl)ccc1OCCC
ZINC55154525	CCNC(=O)NC(=O)C(C)Nc1ccccc1OCC(C)C
ZINC55327889	CCCN(C/C=C/c1ccccc1)C(=O)CSc1n[nH]c(N)n1
ZINC55878909	CCOc1cc(C)ccc1NCC(=O)NC(=O)NCC(C)C
ZINC55882118	CCCOc1ccc(NCC(=O)NC(=O)NCC)cc1Cl
ZINC55887616	CCOc1ccc(NCC(=O)NC(=O)NCC(C)C)c(C)c1
ZINC56157391	CCCC(C)NC(=O)C(C)Nc1cccc(N2CCNC2=O)c1
ZINC57530545	CCCCN(CCCC)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC42928774	CC(CCc1ccccc1)NC(=O)NCCNc1ncccc1C#N
ZINC60415210	CC(C)c1ccc(OCC(=O)NNC(=O)NCC(F)(F)F)cc1
ZINC46701595	CCCCn1c(N)c(N(CC(C)C)CC(C)C)c(=O)[nH]c1=O
ZINC30492992	CCOC(=O)C1=C(CNc2ccccc2CC)NC(=O)NC1
ZINC63311598	CCCCNC(=O)NC(=O)C(C)NC(C)c1cccc(OCC)c1
ZINC63638118	C=CCNC(=O)NC(=O)C(C)Nc1ccc(OCC)c(C)c1
ZINC64079389	CCCCc1cc(NC(=O)CCNC(=O)C2CCCC2)[nH]n1
ZINC65445307	Cc1ccc(CCNC(=O)NCCNc2ncccc2C#N)c(C)c1
ZINC66310877	CCCCNC(=O)NC1(C(=O)NC(C)COC)CCCCC1
ZINC66320827	CCCCNC(=O)NC1(C(=O)NCCOCC)CCCCC1
ZINC57478600	Cc1cccc(OCC(O)CNC(=O)NC(C)c2ccc(C)o2)c1
ZINC66334138	Cc1cccc(OCC(O)CNC(=O)NC(C)Cc2ccco2)c1
ZINC66622145	COC(=O)NC(C(=O)NCC(O)c1cccc(F)c1)C(C)C
ZINC66634071	CCOCCCNC(=O)NNC(=O)CC1CC(C)CC(C)(C)C1
ZINC67060982	CC(C)CCC(=O)NNC(=O)NCc1ccc(C2CC2C)o1
ZINC67080913	CC(CCC1CCCO1)NC(=O)NNC(=O)CC1CCCCC1
ZINC67325242	CCOc1ccc(F)cc1NC(=O)NC(C)C(=O)NC(C)CC
ZINC67530383	CC(C)(C)OC(=O)NCCNC(=O)NC(c1ccccc1)C1CC1
ZINC67590147	Cc1cccc(C)c1OCC(O)CNC(=O)NCCc1ccco1
ZINC31773319	CC(O)(C[NH2+]CC(C)(O)c1ccc(F)cc1)c1ccc(F)cc1
ZINC35679448	[NH3+]CCc1ccc(S(=O)(=O)NC2CCCCCC2)s1
ZINC36954892	Cc1ccc(C(C)[NH2+]C(C)c2ccc(S(N)(=O)=O)cc2)s1
ZINC36991671	CCC([NH2+]C(C)c1cc(O)ccc1O)c1ccc(Br)cc1
ZINC37294477	CCC1CCCCC1[NH2+]C(C)c1ccc(S(N)(=O)=O)cc1
ZINC37334707	NC(=[NH2+])c1cc(C(F)(F)F)ccc1OCC1CCCCO1
ZINC37338045	Cc1cccc(C(C)C)c1NS(=O)(=O)c1ccc(C[NH3+])s1
ZINC37759568	CN1CC[NH+](CCNc2ccc(N)c(C(F)(F)F)c2)CC1
ZINC37918410	Cc1ccc(NS(=O)(=O)Cc2cccc(C[NH3+])c2)c(C)c1
ZINC40462330	CC(C)(C)C([NH3+])C(=O)NC1CCCC(OCC(F)(F)F)C1
ZINC42438215	CC[NH2+]Cc1c(Cl)cccc1N1CC(C(N)=O)CCC1C
ZINC43093376	CC([NH3+])C(c1ccccc1Br)N(CCO)C1CCCC1
ZINC43259496	CCC([NH3+])C(c1ccc(Br)s1)N1CCC(CO)CC1
ZINC43260863	CCC([NH3+])C(c1ccc(Br)s1)N1CCCC(CO)C1
ZINC43265530	CC([NH3+])C(Oc1ccc(CO)cc1)c1ccc(Br)s1
ZINC43286227	CCC(N)C(c1cc(Br)cs1)[NH+](CC)CCO
ZINC43286608	CCC[NH+](CCO)C(c1cc(Br)cs1)C(C)N
ZINC43286856	CCCC[NH+](CCO)C(CN)c1cc(Br)cs1
ZINC43287461	NCC(c1cc(Br)cs1)[NH+](CCO)C1CCCC1
ZINC44398148	CCOC(=O)c1[nH]c2c(c1C)C(Cl)=C(CC[NH3+])C(C)(C)C2
ZINC44690418	CCOCC(C)Nc1c(N)c[nH+]c2ccc(Br)cc12
ZINC44988887	CC(CNc1ccc(N)cc1C(F)(F)F)[NH+]1CCCCC1
ZINC48878917	C[NH+](Cc1ccccc1Cl)Cc1ccccc1/C(N)=N/O
ZINC49123008	CCC1CCCCC1NS(=O)(=O)c1ccc(CC[NH3+])s1
ZINC49186065	NC(=S)c1c[nH+]c2ccccc2c1NCCc1ccsc1
ZINC51324506	C[NH+](Cc1csc(Br)c1)CC(O)c1ccc(N)cc1
ZINC52046618	CC(NC(=[NH2+])NC1CCCC1)c1ccc(Cl)cc1Cl
ZINC52047579	[NH2+]=C(NCc1ccc(Br)s1)NC1CCCC1
ZINC52094571	C[NH2+]C(CCC1CCCC1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52333481	CC([NH2+]C(C)C1CCCCC1)c1cccc(S(N)(=O)=O)c1
ZINC52756956	Nc1cccc(Br)c1C[NH+]1CCCC1CCCO
ZINC54134514	CC(C)[NH+](C)CCNc1ccc(C(F)(F)F)cc1C(N)=S
ZINC57633957	CCOc1ccccc1C(C[NH3+])Nc1ccc(Cl)cc1C
ZINC57897296	CC(C)[NH2+]CCCc1ccc(OCc2ccc(F)cc2)c(N)c1
ZINC38003208	CC([NH2+]C1CCN(CC(N)=O)CC1)c1ccc(Br)s1
ZINC32070492	CCOc1cc(C(C[NH3+])N2CCCCC2C)cc(Cl)c1O
ZINC42952378	CC([NH3+])C(c1ccc(Br)cc1)N1CCCCC1CCO
ZINC43091174	CCC([NH3+])C(c1ccccc1Br)N1CCC(CO)CC1
ZINC43262729	CCC([NH3+])C(c1ccc(Br)s1)N(CCO)C(C)C
ZINC43287374	CCC([NH3+])C(c1cc(Br)cs1)N(CCO)C(C)C
ZINC61697380	C[NH2+]C(C)c1ccc(N2CCC(CC(N)=O)CC2)c(Cl)c1
ZINC62014854	CC(c1cccc(Cl)c1)N(C)Cc1ccccc1C(N)=[NH2+]
ZINC62069836	CC(CNc1ncc(Br)cc1N)C[NH+]1CCCC1
ZINC62082903	CC(CNC(=O)c1cc(N)ccc1Br)C[NH+]1CCCC1
ZINC62788592	CC(CNc1cc(Cl)ccc1C(N)=S)C[NH+]1CCCC1
ZINC62794193	CC(C)N(Cc1cccs1)c1ccc(C(N)=[NH2+])cc1Cl
ZINC62796253	CC(CNc1ccc(C(N)=S)cc1Cl)C[NH+]1CCCC1
ZINC63147546	CC1CCC(CNS(=O)(=O)c2ccc(CC[NH3+])s2)CC1
ZINC66244207	CC(CN/C(N)=N/c1ccccc1)[NH+]1CCc2ccccc2C1
ZINC66244568	N/C(NCC1(c2cccc(Br)c2)CCC1)=[NH+]\C1CC1
ZINC03940886	COc1cc(CC2[NH2+]CCc3nc(N)sc32)cc(OC)c1OC
ZINC04821173	CCOc1cc(C[NH2+]C2CCCCC2C)c(Cl)cc1OCC(N)=O
ZINC02940773	Cc1cc(OCC(O)C[NH+](CCO)CCO)cc(C)c1Cl
ZINC06662387	O=C(CC1[NH2+]CCN(CCO)C1=O)Nc1cc(Cl)cc(Cl)c1
ZINC08253715	CCOc1cc(C[NH2+]CC(C)C)cc(Br)c1OCC(N)=O
ZINC20000683	CC[NH+]1CCCC1CNS(=O)(=O)c1ccc(Cl)c(N)c1
ZINC24905670	CC(Sc1ccc(Cl)cc1)C(=O)NC1CC[NH+](CC(N)=O)CC1
ZINC37053308	CC[NH+](CC)CCCNS(=O)(=O)c1ccc(N)cc1Br
ZINC37199400	CSCc1ccc(C[NH2+]Cc2ccc(S(N)(=O)=O)cc2)o1
ZINC37261790	CCCOc1ccc(Br)cc1C[NH2+]CCS(N)(=O)=O
ZINC37581064	COCC(C)NS(=O)(=O)c1c(Cl)cc(C#CC[NH3+])cc1Cl
ZINC37643572	CC[NH+]1CCC(CNS(=O)(=O)c2ccc(N)cc2Cl)C1
ZINC37643587	CC[NH+]1CCC(CNS(=O)(=O)c2cc(N)ccc2Cl)C1
ZINC37924162	CCc1ncc(C[NH2+]C(C)c2ccc(S(N)(=O)=O)cc2)s1
ZINC40723380	CCN(CC)c1ncnc(Nc2cccc3[nH+]c(C)ccc23)c1N
ZINC43217476	CCCC([NH3+])c1nc(C(=O)NCC2CCC3CC2C3(C)C)co1
ZINC44539115	C[NH+]1CCCC(CNS(=O)(=O)c2ccccc2C(N)=S)C1
ZINC44681608	COCCNC(=O)CCC12CCC(C)(O)CC1C(C)(C)CC2[NH2+]C(C)C
ZINC45666493	CC[NH+](CC)CC(C)NS(=O)(=O)c1cc(N)c(F)cc1F
ZINC48025913	CC(C(=O)NC1(C#N)CCCCC1)[NH+]1CCC(CC(N)=O)CC1
ZINC48026112	Cc1ccc(NC(=O)C(C)[NH+]2CCC(CC(N)=O)CC2)c(F)c1
ZINC49150508	CC(C[NH+]1CCCC1)NS(=O)(=O)c1ccc(N)cc1Br
ZINC49500737	CC(C[NH+]1CCCCC1)NS(=O)(=O)c1cc(Cl)ccc1N
ZINC51145659	Cc1nn(C)c(NN)c1C[NH+](C)Cc1ccccc1Br
ZINC51145844	C[NH+](Cc1csc(Br)c1)Cc1nc(NN)c2ccsc2n1
ZINC28976212	CCCCS/C(CCO)=C(/C)N(C=O)Cc1ccc(C)[nH+]c1N
ZINC47511380	Cc1cc(NCc2ccc(CN3CC(C)OC(C)C3)cc2)nc(N)[nH+]1
ZINC57663899	CCOc1ccc(C(=O)CC[NH+]2CCCCC2CCO)cc1N
ZINC54423383	NC(=O)c1c(NC(=O)CC[NH+]2CCCCC2)sc2c1CCCC2
ZINC61594324	CCn1c(SC(C[NH3+])c2ccc(Br)cc2)n[nH]c1=O
ZINC61594372	CCn1c(SC(c2ccc(Cl)s2)C(C)[NH3+])n[nH]c1=O
ZINC61594569	CC([NH3+])C(Sc1n[nH]c(=O)n1C1CC1)c1cc(Br)cs1
ZINC61594587	CC([NH3+])C(Sc1n[nH]c(=O)n1C1CC1)c1ccccc1Cl
ZINC61594589	CC([NH3+])C(Sc1n[nH]c(=O)n1C1CC1)c1ccccc1Cl
ZINC61594637	[NH3+]CC(Sc1n[nH]c(=O)n1C1CC1)c1ccc(Br)cc1
ZINC61594646	CC([NH3+])C(Sc1n[nH]c(=O)n1C1CC1)c1ccc(Br)cc1
ZINC61595175	CC(C)n1c(SC(C[NH3+])c2ccc(Br)cc2)n[nH]c1=O
ZINC61595239	CC(C)n1c(SC(C[NH3+])c2cc(Br)cs2)n[nH]c1=O
ZINC41171843	CNC(=O)C[NH+]1CCC(NC(=O)NCc2ccc(Cl)s2)CC1
ZINC62069689	CC(CNC(=O)c1cc(Br)cnc1N)C[NH+]1CCCC1
ZINC63175482	[NH3+]C1CCCC1NS(=O)(=O)c1ccccc1OC(F)(F)F
ZINC63175618	[NH3+]C1CCCC1NS(=O)(=O)c1cccc(OC(F)(F)F)c1
ZINC63175621	[NH3+]C1CCCC1NS(=O)(=O)c1cccc(OC(F)(F)F)c1
ZINC63878954	CSCCCNC(=S)NNC(=O)C1=c2ccccc2=[NH+]C1
ZINC45608397	CN(Cc1ccc(Cl)s1)C(=O)NC1CC[NH+](CC(N)=O)CC1
ZINC65382291	CCc1nc(C)sc1CNc1nc(CC[NH3+])nc2ccccc12
ZINC65403842	CCCCc1[nH]cc(C2CC(=O)Nc3cc(NC(C)=O)ccc32)[nH+]1
ZINC65443917	CC(NC(=O)NCC(C)[NH+]1CCCC1)c1ccc2c(c1)CCC(=O)N2
ZINC67010512	CNS(=O)(=O)c1cccc(C(C)[NH2+]Cc2cccc(O)c2)c1
ZINC67626285	CSc1ccc(C(C)NC(=O)NCC(O)C[NH+]2CCC(C)CC2)cc1
ZINC01187272	O=C1NN(c2ccc(Br)cc2)C(=O)/C1=C/c1ccc(-c2ccc3c(c2)C(=O)NC3=O)o1
ZINC01185804	CCOc1cc(/C=C2\C(=O)NC(=O)N(c3cccc(Br)c3)C2=O)cc(Cl)c1O
ZINC02227042	COC(=O)C1=C(N)Oc2cc(C)n(CC3CCCO3)c(=O)c2C1c1ccc(Cl)cc1Cl
ZINC10339256	CCOC(=O)C1=C(N)OC2=C(C(=O)CC(c3cccc(Cl)c3)C2)C12C(=O)N(C)c1ccccc12
ZINC12378579	CC(=O)c1ccc(OC2OC3COC(c4cccc(Br)c4)OC3C(O)C2O)cc1
ZINC12401669	CC(C)Sc1nnc(N2C(N)=C(C#N)C3(C(=O)N(C)c4ccccc43)C3=C2CC(C)(C)CC3=O)s1
ZINC12420849	COc1ccc(N2C(N)=C(C#N)C(c3cc4c(cc3Br)OCO4)C3=C2CCS3(=O)=O)cc1
ZINC12770558	COc1cc2c(cc1OC)C(c1cccs1)N(S(=O)(=O)c1ccc3[nH]c(=O)[nH]c3c1)CC2
ZINC13247809	C[NH+]1CCN(c2ccc(Br)cc2NS(=O)(=O)c2ccc(F)c(C(=O)[O-])c2)CC1
ZINC13567609	N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C12C(=O)N(Cc1ccccc1)c1ccccc12
ZINC15834939	COc1cc(C2CC(c3c(O)n(C)c(=S)n(C)c3=O)=Nc3ccccc3S2)cc(OC)c1O
ZINC19859279	Cc1cc2c(c(=O)n1CCN1CCOCC1)C(c1cccc(Cl)c1Cl)C(C#N)=C(N)O2
ZINC20607035	Cc1nn(-c2ccc(NC(=O)c3cnn4c3NC(C3CC3)CC4C(F)F)cc2)c(C)c1Cl
ZINC20898596	COc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2ccccc2NC3c2cccc(O)c2)cc1
ZINC21887869	Cc1ccc(NC(=O)C2CCCN2S(=O)(=O)c2ccc3c(c2)CCCC(=O)N3)cc1N(C)C
ZINC22666389	Cc1cccc(-n2c(SCC(=O)N3CCC(C(N)=O)CC3)nc3cc(Cl)ccc3c2=O)c1
ZINC24215119	Cc1nn(-c2ccccc2)c(C)c1C1C(=O)NCC[NH+]1Cc1nc([O-])c2ccc(Cl)cc2n1
ZINC12609236	CC1CCc2c(sc3nc(CCN4CCN(S(=O)(=O)c5ccccc5)CC4)nc(N)c23)C1
ZINC35374509	Cc1cccn2c(=O)c(/C=C3/SC(=S)N(C4CCCC4)C3=O)c(N3CCC(C(N)=O)CC3)nc12
ZINC33252799	CC(CC(=O)N1CCN(c2ccc(Cl)cc2)CC1)CC1=NS(=O)(=O)c2ccccc2N1
ZINC38676834	CC(=O)NCCC1=c2ccccc2=[NH+]C1/C=C1\C(=O)N(c2ccc(Cl)cc2)C(=S)N=C1[O-]
ZINC39405596	O=C(NCC1Cc2cc(Cl)cc(C3=CC4=CC=NC4C=C3)c2O1)c1cccc(N2CCNC2=O)c1
ZINC39449440	O=C1CC(c2ccccc2O)Nc2c1n(Cl)c(=O)c1cc(S(=O)(=O)c3ccccc3)cnc21
ZINC39458589	Cc1c(S(=O)(=O)Oc2ccccc2)c2c(n1-c1ccccc1O)-c1[nH]ccc(=O)c1C(=O)CC2
ZINC39465872	O=P1(S(=O)(=O)Oc2ccccc2)NN2CCc3cc(-c4ccccc4O)c(Cl)cc3C2CO1
ZINC39466335	CCOc1cc2c(cc1-c1ccccc1O)C1COP(=O)(S(=O)(=O)C(C)C)NN1CC2
ZINC39469751	O=P1(S(=O)(=O)Oc2ccccc2)NN2CC3C=C(O)C(Br)=CC3CC2CO1
ZINC39469837	CC(C)S(=O)(=O)P1(=O)NN2CC3C=C(Br)C(c4ccccc4O)=CC3CC2CO1
ZINC39543385	CN(Br)C(=O)C1CC(S(=O)(=O)Oc2ccccc2)=C2Nc3ccccc3C[NH+]21
ZINC39545255	O=C(C1CC(S(=O)(=O)Oc2ccccc2)=C2Nc3ccccc3C[NH+]21)N(F)c1ccccc1
ZINC39545933	CC(C)S(=O)(=O)N([O-])C(=O)C1CC(I)=C2Nc3ccccc3C[NH+]21
ZINC40031552	COc1cc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2CCCO)cc(Br)c1O
ZINC24107802	CC1CCc2c(sc3nc(SCC(=O)N(C4CC4)C4CCS(=O)(=O)C4)nc(N)c23)C1
ZINC38701986	CSc1ccc(C2c3c(-c4cc(C)ccc4O)n[nH]c3C(=O)N2C2CCS(=O)(=O)C2)cc1
ZINC40548717	Cc1cc(O)c(-c2n[nH]c3c2C(c2cccc(Br)c2)N(C2CCS(=O)(=O)C2)C3=O)cc1C
ZINC43736892	CC12CCC3C(CCC4C/C(=N\NC(=O)c5ccncc5)CCC43C)C1CC/C2=N\NC(=O)c1ccncc1
ZINC47145566	CCOc1cc(C2c3sc(=O)[nH]c3SC3C(=O)N(c4ccc(Cl)cc4)C(=O)C32)ccc1O
ZINC08455445	O=C(c1cnn2c1NC(c1ccccc1)CC2C(F)F)N1N=C(C(F)F)CC1(O)C(F)F
ZINC02787429	CC1CC(C(F)(F)F)n2ncc(CNC(=O)c3c(I)cnn3C)c2N1
ZINC00647313	Cc1nn(C)c(C)c1CNC(=O)c1nn2c(c1Br)NC(c1cccs1)CC2C(F)(F)F
ZINC16249360	Cc1nn(-c2ccccc2)c(O)c1/C=C1/C(=O)NN(c2ccc(I)cc2)C1=O
ZINC16160954	CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)/C1=C\c1ccc(-c2cccc(C(F)(F)F)c2)o1
ZINC33632982	Cc1cc(/C=c2\c(=O)nc3s/c(=C/C(=O)N4CCCCC4)[nH]n-3c2=N)c(C)n1-c1ccccc1
ZINC59248479	N#C/C(=C\c1cc(Br)c(N2CCOCC2)o1)C1=NN(c2ccccc2)C(N)C1C#N
ZINC59248485	N#C/C(=C\c1cc(Br)c(N2CCOCC2)o1)C1=NN(c2ccccc2)C(N)C1C#N
ZINC59292959	CCOC(=O)N1C(=O)C2(C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)c2cc(Br)ccc21
ZINC12580453	NS(=O)(=O)c1ccc(N2C(=O)CC(N3C(=O)/C(=C\c4cccs4)SC3=S)C2=O)cc1
ZINC34688604	Cc1cccc(-n2c(C)cc(/C=c3\c(=O)nc4s/c(=C/C(=O)N5CCCCC5)[nH]n-4c3=N)c2C)c1
ZINC39964186	CSc1nc(N2C=CC3C(=CN=C4C(c5ccc(Br)cc5)=C(C)NN43)C2=O)n[nH]1
ZINC47147314	COc1cc(C2c3sc(=O)[nH]c3SC3C(=O)N(c4ccc(F)cc4)C(=O)C32)cc(OC)c1O
ZINC03840891	CC(C(=O)N1CCSCC1)C1CCC2(C)Cc3sc(NC(=O)c4cnccn4)nc3C(C)C2C1O
ZINC01638616	CC(NNC(=O)CC(=O)N(C(=O)c1ccccc1)c1ccc(Cl)cc1)c1cc2ccccc2oc1=O
ZINC08743566	CC12CCC(OC(=O)c3cccnc3)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O
ZINC08888930	Cc1nc(NC(=O)COC(=O)CCc2nc3sc4c(c3c(=O)[nH]2)CCCC4)c(Cl)cc1Cl
ZINC09030135	O=C(CCN1C(=O)/C(=C/c2cccc(Br)c2)SC1=S)NNc1ccc([N+](=O)[O-])cc1
ZINC09106310	Cc1ccc(C)c(S(=O)(=O)C(CNS(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c2cccs2)c1
ZINC09125777	CC1(NC(=O)c2ccc(Cl)c(S(=O)(=O)NC3CCCc4ccccc43)c2)CCS(=O)(=O)C1
ZINC09671344	CC(NC(=O)c1ccc(Cl)c(NS(=O)(=O)c2ccc(F)cc2)c1)c1ccc(-n2ccnc2)cc1
ZINC00714784	COc1cc(C2C(C#N)=C(N)N(c3sc4c(c3C#N)CCCC4)C3=C2C(=O)CCC3)cc(OC)c1OC
ZINC12400644	Cc1cc(/C=C(\C#N)C(=O)OC(C)C(=O)NC(=O)NC2CC2)c(C)n1-c1ccc(Br)cc1
ZINC12660859	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC(=O)NC3CCCCNC3=O)CCC12
ZINC09490805	CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)NC(=O)C(CSCc2ccccc2Cl)N3)CC1
ZINC13678431	C=CCNC(=O)c1ccccc1NC(=O)C1CCCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)C1
ZINC14274430	O=C(NC(=S)Nc1c(F)cc(F)cc1Br)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1
ZINC14583140	Cc1sc2nc(CSC(C)C(=O)Nc3ccc(-c4cn5ccsc5n4)cc3)[nH]c(=O)c2c1C
ZINC16742618	COc1ccc(CN2C(=O)c3oc4ccc(Cl)cc4c(=O)c3C2c2ccc(OCC(N)=O)cc2)cc1
ZINC16753544	NS(=O)(=O)c1ccc2c(c1)CCN2C(=O)COC(=O)COc1cc(Cl)c(Cl)cc1Cl
ZINC16827136	Cc1ccc(S(=O)(=O)N2CC(O)CC2C(=O)OC(C)C(=O)Nc2cc(Cl)ccc2C)cc1C
ZINC17831821	NS(=O)(=O)c1ccc(CCC(=O)OCC(=O)N2c3ccccc3SCC2c2ccccc2)cc1
ZINC20860998	COc1ccc(S(=O)(=O)c2cnc(SCC(=O)Nc3c(C)cc(C)cc3C)[nH]c2=O)cc1Cl
ZINC21689715	O=C(Nc1nc(CCC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cs1)c1ccc[nH]c1=O
ZINC22756322	COC(=O)C1=C(C)NC2S/C(=C\c3cccc(O)c3)C(=O)N2C1c1ccc(OC(C)C)c(OC)c1
ZINC33263540	CCc1ccccc1NC(=O)C1CCCN(C(=O)c2nnc(C(=O)Nc3ccc(Cl)cc3)s2)C1
ZINC33290320	O=C1Nc2cc(S(=O)(=O)NCc3ccccc3Cl)ccc2SCC1CC(=O)N1CCCC1
ZINC33421948	CCC(C)C1(C(=O)[O-])[NH2+]C(c2cc(Br)ccc2OC)C2C(=O)N(C3CCCCC3)C(=O)C21
ZINC33437835	CCCCCN1C(=O)/C(=C\c2c(N3CCC(C(N)=O)CC3)nc3ccc(C)cn3c2=O)SC1=S
ZINC33604786	Cc1ccccc1N1C(=O)C2C(c3ccc4c(c3)OCCO4)[NH2+]C(CC3CCCCC3)(C(=O)[O-])C2C1=O
ZINC33730892	CSc1cccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(C(C)C)C4C(=O)NC2CCCC(C)C2C)c1
ZINC34387388	COc1ccc(Br)cc1C1[NH2+]C(CC(C)C)(C(=O)[O-])C2C(=O)N(c3ccccc3)C(=O)C12
ZINC35292369	CCOC(=O)C1=C(C)N(CC(=O)NC2CCCCNC2=O)C(=O)CC1c1ccc(Cl)c(Cl)c1
ZINC35292371	CCOC(=O)C1=C(C)N(CC(=O)NC2CCCCNC2=O)C(=O)CC1c1ccc(Cl)c(Cl)c1
ZINC21640542	Cc1ccc(C(CN2CCOCC2)NC(=O)CSCc2nc3sc4c(c3c(=O)[nH]2)CCC4)cc1
ZINC36727245	CN(CC(=O)Nc1c(Cl)cccc1Cl)C(=O)CN1C(=O)NC2(CCC(C(C)(C)C)CC2)C1=O
ZINC38704607	N#C/C(=C/c1ccc(N2CCCCC2)o1)C(=O)Nc1sc2c(c1C(=O)NCC1CCCO1)CCCC2
ZINC38856017	CC(NC(=O)c1ccccc1NC(=O)C1CN(S(C)(=O)=O)c2cc(Cl)ccc2O1)c1ccccc1
ZINC39201064	CC(C)CC(C(=O)Nc1ccccc1C(C)C)N1CCC2(CCCN2C(=O)c2ccc[nH]c2=O)C1=O
ZINC39359313	COc1ccc(C2CC(=O)C3=C(C2)NC2N=NC(O)=C2C3c2cccc(Br)c2)cc1OC
ZINC39426017	CCSc1nnc(N2C(N)=C(C#N)C(c3ccc(OC)c(OC)c3)C3=C2CC(C)(C)CC3=O)s1
ZINC39449353	CSn1c2c(c3ncc(S(=O)(=O)c4ccccc4)cc3c1=O)NC(c1ccccc1O)CC2=O
ZINC39545043	CC(C)CN(C(=O)C1CC(Br)=C2Nc3ccccc3C[NH+]21)S(=O)(=O)Oc1ccccc1
ZINC39836256	CC1CCc2c(sc(NC(=O)COc3ccccc3Cl)c2C(=O)NC2CCS(=O)(=O)C2)C1
ZINC39918740	COCCn1c(C)cc2c(c1=O)C1(C(=O)N(Cc3ccc(Cl)cc3)c3ccccc31)C(C#N)=C(N)O2
ZINC40548573	C=CCOc1cccc(C2c3c(-c4cc(C)cc(C)c4O)n[nH]c3C(=O)N2C2CCS(=O)(=O)C2)c1
ZINC38702240	CCCOc1ccc(C2c3c(-c4cc(C)c(C)cc4O)n[nH]c3C(=O)N2C2CCS(=O)(=O)C2)cc1
ZINC38702245	C=CCOc1ccc(C2c3c(-c4cc(C)c(C)cc4O)n[nH]c3C(=O)N2C2CCS(=O)(=O)C2)cc1
ZINC33900012	COc1ccccc1C1[NH2+]C(CC2CCCCC2)(C(=O)[O-])C2C(=O)N(c3ccc(C)c(Cl)c3)C(=O)C12
ZINC13575019	COc1ccc(CCN2C(=O)C3C(C(C)C)NC4(C(=O)Nc5ccc(Cl)cc54)C3C2=O)cc1OC
ZINC39837457	CC1CCN(S(=O)(=O)c2cccc(-c3nn(-c4ccccc4)cc3/C=C3\SC(=N)NC3=O)c2)CC1
ZINC22821201	O=C(NC(=S)Nc1ccc(Br)cc1Cl)c1cc([N+](=O)[O-])ccc1N1CCOCC1
ZINC59186084	CCN1C(=O)/C(=C\c2cc(C)n(-c3sc(C)c(C)c3C(=O)OC)c2C)c2cc(S(N)(=O)=O)ccc21
ZINC04222284	C#CCN(C)C(=O)CC1c2nc(NC(=O)N3CCOCC3)sc2CC2C(C)(CO)C(O)CCC12C
ZINC05496134	COC(=O)C(C)NC(=O)c1c2nc3c(C(=O)NC(C)C(=O)OC)ccc(C)c3oc-2c(C)c(=O)c1N
