ZINC06680090	CCNC(=O)c1cc(S(=O)(=O)NCC(=O)[O-])c(C)s1
ZINC22159304	CCNS(=O)(=O)c1cc(C(=O)NN)n(C)c1
ZINC22160927	C#CCNS(=O)(=O)c1cc(C(=O)NN)n(C)c1
ZINC35179758	CC(C)NC(=O)CNc1n[nH]c(=O)[nH]c1=O
ZINC36278515	O=C(NCCN1CC[NH2+]CC1)c1cc(=O)[nH]c([O-])n1
ZINC36746103	NS(=O)(=O)CCNC(=O)c1ccc(=O)[nH]c1
ZINC36753780	[NH3+]C1CCN(S(=O)(=O)c2cnc([O-])[nH]c2=O)CC1
ZINC38006890	O=C(Cc1cc(=O)[nH]c(=O)[nH]1)NCc1cn[nH]c1
ZINC38011768	Cc1n[nH]cc1CNC(=O)Cc1cc(=O)[nH]c(=O)[nH]1
ZINC39599818	CC1NN(C)C=C1C(=O)Nc1c[nH]c(=O)[nH]c1=O
ZINC40327847	COCC(=O)N1CCN(C(=O)c2ccc(N)cc2N)CC1
ZINC40524782	C[NH+]1CCN(C(=O)NC(CC(N)=O)C(=O)[O-])CC1
ZINC42163591	NC(=O)NC(=O)C[NH+]1CCCC1CC(=O)[O-]
ZINC42872155	CNC(=S)NNC(=O)NC1CCS(=O)(=O)C1
ZINC43592640	Nc1ccc(S(=O)(=O)NCc2nc[nH]n2)c(F)c1
ZINC44216186	Cc1[nH]c2ccc([N+](=O)[O-])cc2c1C([NH3+])CC(=O)[O-]
ZINC44977230	CC(NC(=O)c1cncc(C#CC[NH3+])c1)c1nnn[n-]1
ZINC44977407	[NH3+]CC#Cc1ccccc1S(=O)(=O)NCc1nnn[n-]1
ZINC45112345	CC(C)(NC(=O)N1CC[NH+](CC(=O)[O-])CC1)C(N)=O
ZINC48721669	CNC(=O)C(=O)Nc1cc(C(N)=O)ccc1OC
ZINC48941951	CC(NC(N)=O)C(=O)N1CCC(C(=O)NC2CC2)CC1
ZINC48952932	O=C(NNC(=O)c1cc[nH]n1)NC1CCS(=O)(=O)C1
ZINC49150934	O=C(Cn1ccc(=O)[nH]c1=O)NNC(=O)NC1CC1
ZINC49356457	NC(=O)NCC(=O)N1CCC(N2CCNC2=O)CC1
ZINC49468537	CC(C)NC(=O)NNC(=O)Cn1ccc(=O)[nH]c1=O
ZINC50244597	[NH3+]C1CCN(C(=O)Nc2cnn(CC(=O)[O-])c2)C1
ZINC50251323	[NH3+]CC1CCN(C(=O)Nc2cnn(CC(=O)[O-])c2)C1
ZINC50467413	Nc1ccn(CC(=O)N2CCC3(CC2)NC(=O)NC3=O)n1
ZINC51088950	NNc1ccc(C(=O)NC2CCS(=O)(=O)C2)nn1
ZINC51093789	NNc1ccc(C(=O)NCC2CCS(=O)(=O)C2)nn1
ZINC51131015	CCNC(=O)NC(=O)C(C)N1CCOC(C(N)=O)C1
ZINC51661438	CC(NC(=O)N1CC[NH+](C(C)C(=O)[O-])CC1)C(N)=O
ZINC52125743	NC(=O)CN1C(=O)c2ccc(N)cc2S1(=O)=O
ZINC00054797	CC(=O)NNC(=O)c1ccc(C(=O)NNC(C)=O)cc1
ZINC50674473	CNC(=O)C(C)[N-]S(=O)(=O)c1cc[nH+]c(N)c1
ZINC49347079	O=C(NC1CCCc2[nH]c(=O)ccc21)c1n[nH]c(=O)[nH]1
ZINC57292339	CNC(=O)NNC(=O)CNC(=O)c1cc(C)oc1C
ZINC57306052	CNC(=O)NNC(=O)CN1C(=O)NC(C)(C)C1=O
ZINC58231670	[NH3+]CCc1nnc(NC(=O)c2ccc([O-])nn2)s1
ZINC05942732	Cc1ccc(C(=O)NNC(=O)C(N)=O)cc1[N+](=O)[O-]
ZINC06780579	C/C=N/NC(=O)CN1C(=O)NC2NC(=O)NC21
ZINC06780583	C/C=N/NC(=O)CN1C(=O)NC2NC(=O)NC21
ZINC61091315	Nc1ccc(=O)n(CC(=O)NCc2cn[nH]c2)c1
ZINC62870479	CC1(C(=O)[O-])CCCN(C(=O)CNC(=O)C[NH3+])C1
ZINC00351018	O=C1c2ccccc2C2(O)Nc3[nH]c(=O)[nH]c(=O)c3C12O
ZINC65140387	O=C(CCC1NC(=O)NC1=O)NC1CCCNC1=O
ZINC66451116	NC(=O)CN1CCCC(NC(=O)c2ccc[nH]c2=O)C1
ZINC01467775	CC(NC(=O)c1cccc([N+](=O)[O-])c1)C(=O)NN
ZINC04615397	CCNC(=O)NC1C(NC(=O)NCC)N(C)C(=O)N1C
ZINC03090896	COc1ccccc1NNC=C1C(=O)NC(=O)NC1=O
ZINC03361173	NC(=O)C(=O)NNS(=O)(=O)c1ccc2ccccc2c1
ZINC11991016	NS(=O)(=O)c1ccc(CNc2cn[nH]c(=O)n2)cc1
ZINC12505413	CC(=O)N/C(=C/c1ccccc1[N+](=O)[O-])C(=O)NN
ZINC12672590	NC(=O)c1cccc(NC(=O)Cn2ccc(=O)[nH]c2=O)c1
ZINC15012698	NC(=O)COc1ccc(/C=C2\NC(=O)NC2=O)cc1
ZINC03647776	CCCNC(=O)CN1C(=O)NC2NC(=O)NC21
ZINC03647772	CCCNC(=O)CN1C(=O)NC2NC(=O)NC21
ZINC13151288	CCC(C)NC(=O)CN1C(=O)NC2NC(=O)NC21
ZINC13151289	CCC(C)NC(=O)CN1C(=O)NC2NC(=O)NC21
ZINC22158934	CNS(=O)(=O)c1cc(C(=O)NN)n(C)c1
ZINC24378110	CN(C)C(=O)CNC(=O)c1cccc(NC(N)=O)c1
ZINC25199747	CNC(=O)CNC(=O)c1ccc(N)c([N+](=O)[O-])c1
ZINC26478821	COC(=O)Nc1ccc(S(=O)(=O)[N-][NH3+])cc1
ZINC20023667	Cc1cc(NS(=O)(=O)c2ccc(NN)nc2)n(C)n1
ZINC03954392	CC(=O)Nc1nc(NC(C)=O)c2[nH]c(CO)nc2n1
ZINC38008980	Cc1cc([N-]S(=O)(=O)c2cc[nH+]c(NN)c2)n(C)n1
ZINC04270024	CCC(C)NC(=O)CN1C(=O)NC2NC(=O)NC21
ZINC40521024	C[NH+]1CCCN(C(=O)NC(CC(N)=O)C(=O)[O-])CC1
ZINC40736664	O=c1[nH]nc(NCCc2ccc(O)cc2)c(=O)[nH]1
ZINC42811525	Cc1occc1C(=O)NNC(=O)CC1NC(=O)NC1=O
ZINC43823948	CCNC(=O)C(C)NC(=O)NC1CCCCNC1=O
ZINC45601871	CNC(=O)CNC(=O)c1cc(S(N)(=O)=O)ccc1C
ZINC48444090	NC(=O)c1ccc(Cl)cc1NCC(=O)N1CCNC1=O
ZINC48798632	Cc1[nH]c(=O)[nH]c(=O)c1CCC(=O)Nc1cc[nH]n1
ZINC48854764	CNC(=O)C(C)NC(=O)NNc1nc(C)cc(C)n1
ZINC48949823	CNC(=O)NNC(=O)c1ccc(NS(C)(=O)=O)cc1
ZINC48950135	CNC(=O)NNC(=O)c1sccc1NS(C)(=O)=O
ZINC48950679	CNC(=O)NNC(=O)c1ccc(S(=O)(=O)NC)o1
ZINC48961946	CNC(=O)NNS(=O)(=O)c1cccc(NC(C)=O)c1
ZINC49162766	O=C(NCc1ccco1)NNC(=O)c1ccc(=O)[nH]c1
ZINC49182763	Cc1cc(C(=O)NNC(=O)NCc2ccco2)[nH]n1
ZINC49211003	Cc1csc(NC(=O)Nc2ccn(CC(N)=O)n2)n1
ZINC50324319	Cc1noc(CNC(=O)c2[nH]nc(C3CC3)c2N)n1
ZINC51120396	Cc1noc(CNC(=O)c2cc(Cl)nc(NN)c2)n1
ZINC51147719	CCC1(C)NC(=O)N(Cc2c(C)nn(C)c2NN)C1=O
ZINC51147791	NNc1ccc([N+](=O)[O-])cc1Cn1ccc(=O)[nH]c1=O
ZINC51953108	Cc1n[nH]c(C)c1S(=O)(=O)[N-]c1ccc(C[NH3+])cn1
ZINC56371560	CNC(=O)NNC(=O)C(NC(C)=O)C(C)C
ZINC06514411	O=C1NC(=O)C(=CNC(=S)Nc2ccccc2)C(=O)N1
ZINC45956817	O=[N+]([O-])/N=c1/nc(CNC2CCC[NH2+]C2)cc([O-])[nH]1
ZINC05943899	NC(=O)C(=O)NNC(=O)c1ccc(Cl)cc1[N+](=O)[O-]
ZINC50212473	CNC(=O)C(C)NC(=O)c1cc([N+](=O)[O-])ccc1N
ZINC50655805	Nc1ccc(S(=O)(=O)Nc2cn[nH]c2)c([N+](=O)[O-])c1
ZINC62851119	CC(C)CC(NC(N)=O)C(=O)N1CCNC(=O)C1
ZINC65191102	CCNC(=O)NNC(=O)CN1C(=O)NC2(CCCC2)C1=O
ZINC65310474	O=C(CNC(=O)c1ccc2[nH]cnc2c1)Nc1cn[nH]c1
ZINC65370152	Nc1nc(NCc2nnn[n-]2)cc(N2CCCC2)[nH+]1
ZINC05957709	CC(NC(=O)C1CCC(=O)N1)C(=O)N1CCCC1C(N)=O
ZINC12113433	COc1cc(C2NC(=O)NC3=C2C(=O)N(CCO)C3)ccc1O
ZINC12323473	O=C(Nc1c[nH]c(=O)[nH]c1=O)C(=O)NC1Cc2ccccc2C1
ZINC16713487	Cc1ccc(S(=O)(=O)NC(=O)C(=O)NN)cc1
ZINC05957711	CC(NC(=O)C1CCC(=O)N1)C(=O)N1CCCC1C(N)=O
ZINC19899370	O=C1NC(=S)NC(=O)C1=CNCCc1cnc[nH]1
ZINC08515276	O=C1NC(=O)C(=CNc2ccccc2C(=O)NC2CC2)C(=O)N1
ZINC09332581	NS(=O)(=O)c1ccc(NC(=O)/C=C2/SC(=O)NC2=O)cc1
ZINC35611321	CC(O)CNS(=O)(=O)c1c[nH]c(=O)[nH]c1=O
ZINC36166282	NS(=O)(=O)CCNC(=O)C1=NNC(=O)CC1
ZINC36722801	CC([NH2+]CC(=O)[O-])c1ccc2[nH]c(=O)[nH]c2c1
ZINC37549601	O=C(Nc1ncc(C#CCCO)s1)c1cc(=O)[nH]c(=O)[nH]1
ZINC37791680	Cc1c(NC(=O)C2=NNC(=O)CC2)cccc1S(N)(=O)=O
ZINC40219124	NS(=O)(=O)c1ccc(CNC(=O)C2CSC(=O)N2)cc1
ZINC40223187	NS(=O)(=O)c1ccc(CNC(=O)c2c[nH]c(=O)cn2)s1
ZINC40348065	Nc1ccc(S(=O)(=O)N2CCN(S(N)(=O)=O)CC2)cc1
ZINC40378368	NS(=O)(=O)NCC1CCCN(C(=O)C2CCC(=O)N2)C1
ZINC40378370	NS(=O)(=O)NCC1CCCN(C(=O)C2CCC(=O)N2)C1
ZINC40378371	NS(=O)(=O)NCC1CCCN(C(=O)C2CCC(=O)N2)C1
ZINC40381678	NS(=O)(=O)c1ccc(F)cc1NC(=O)C1CCC(=O)N1
ZINC40531256	NC(=O)CNC(=O)N1CCC([NH+]2CCCC2C(=O)[O-])CC1
ZINC40834400	NS(=O)(=O)c1ccc(Cl)c(NC(=O)C2=NNC(=O)CC2)c1
ZINC40860793	NC(=O)NCC1CCCN(S(=O)(=O)N2CCNCC2)C1
ZINC41068524	Nc1csc(S(=O)(=O)N2CCN(S(N)(=O)=O)CC2)c1
ZINC42430351	CCCC(NC(=O)N1CCCC([NH3+])C1)C(=O)[O-]
ZINC43823954	CCNC(=O)C(C)NC(=O)NC1CCCCNC1=O
ZINC44771135	Cn1cc(S(=O)(=O)N2CCCC2C(N)=O)cc1C(N)=O
ZINC44785388	N/C(=N/O)C1(C(=O)N2CCN(CCO)CC2)CCOCC1
ZINC44785428	N/C(=N/O)C1(C(=O)NC2CCS(=O)(=O)CC2)CCOCC1
ZINC44883068	CC(NS(=O)(=O)c1ccccc1C#CC[NH3+])c1nnn[n-]1
ZINC44934380	CC1(NS(=O)(=O)c2ccc(NN)nc2)CCS(=O)(=O)C1
ZINC48673878	CNC(=O)C(C)NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1
ZINC48731740	O=C(NCC(F)(F)F)NNC(=O)NC1CCS(=O)(=O)C1
ZINC48812446	CNC(=O)C(C)NC(=O)c1c(C)oc(C)c1S(N)(=O)=O
ZINC48834814	[NH3+]CCNC(=O)N1Cc2ccccc2CC1C(=O)[O-]
ZINC50306226	Cc1[nH]nc(C(=O)N2CCCC(CNS(C)(=O)=O)C2)c1N
ZINC19972640	O=C(NCCN1CC[NH2+]CC1)c1c([O-])[nH]c2ccccc2c1=O
ZINC51092695	CS(=O)(=O)c1ccc(NC(=O)c2ccc(NN)nn2)cc1
ZINC51130032	CC(C(=O)NC(=O)NC1CCCC1)N1CCOC(C(N)=O)C1
ZINC51662086	CC(C(=O)[O-])[NH+]1CCN(C(=O)NC(C)(C)C(N)=O)CC1
ZINC52536822	CNC(=O)c1ccccc1NC=C1C(=O)NC(=S)NC1=O
ZINC53109048	CC1CCCC(CO)(NS(=O)(=O)c2c[nH]c(=O)[nH]c2=O)C1
ZINC54299770	NC(=O)NC(=O)C[NH+]1CCCC(CC(=O)[O-])C1
ZINC57292300	CNC(=O)NNC(=O)CNC(=O)c1ccc(Br)o1
ZINC61886721	NC(=S)C1CCCC1NS(=O)(=O)c1cn[nH]c1
ZINC62101356	N/C(=N/O)c1ccc(C(=O)N2CCNC(=O)CC2)cc1
ZINC62811462	CS(=O)(=O)NCC1CCCCN1C(=O)c1n[nH]cc1N
ZINC62943257	NC(=O)CC(NC(=O)N1CCC[NH+]2CCCC2C1)C(=O)[O-]
ZINC63213267	[NH3+]C1CCCCCC1NS(=O)(=O)CC(=O)[O-]
ZINC66451118	NC(=O)CN1CCCC(NC(=O)c2ccc[nH]c2=O)C1
ZINC05002965	Nc1cccc2c1C(=O)c1ccc(S(=O)(=O)[O-])cc1C2=O
ZINC02040482	CC1(O)Cc2oc3cc(O)c(O)c(C(=O)[O-])c3c(=O)c2CO1
ZINC05497413	CC1=C(C)CC(C(=O)[O-])(C(=O)NC(N)=O)CC1
ZINC22159445	O=C1CN(S(=O)(=O)c2c[nH]c(C(=O)[O-])c2)CCN1
ZINC32598902	Cc1n[nH]c(Sc2n[nH]c(=O)nc2[O-])n1
ZINC32604000	[NH-][NH2+][N-]C1CCc2c1[nH]c(=O)n(C1CCCCC1)c2=O
ZINC02570464	Cn1c(=O)c2c(=O)c(N)c([O-])n(-c3ccccc3)c2n(C)c1=O
ZINC34959314	CS(=O)(=O)[N-]c1ccc(S(N)(=O)=O)cc1F
ZINC36332267	O=C([O-])/C=C/C(=O)NC(=O)NC1CCS(=O)(=O)CC1
ZINC36721964	CS(=O)(=O)[N-]c1c(F)cc(S(N)(=O)=O)cc1F
ZINC36730106	NC(=O)C1CCCN1C(=O)N1CCCC(C(=O)[O-])C1
ZINC36829047	O=c1ccc(S(=O)(=O)[N-]c2cn[nH]c2)c[nH]1
ZINC37257076	CC1CCCC(NC(=O)NC(=O)/C=C/C(=O)[O-])C1
ZINC37366981	O=C1NC(C(=O)NC2(C(=O)[O-])CCCCCC2)CS1
ZINC37433150	CC(NC(N)=O)C(=O)N1CCC(C(=O)[O-])CC1
ZINC37437859	NC(=O)N1CCCC(C(=O)N2CCCCC2C(=O)[O-])C1
ZINC37457169	O=C1CCC(C(=O)NC2(C(=O)[O-])CCCCCC2)=NN1
ZINC37587578	O=C1NC(C(=O)Nc2ccc(F)c(C(=O)[O-])c2)CS1
ZINC37652846	NC(=O)C1CCCCN1C(=O)C1CC1C(=O)[O-]
ZINC06781165	CC(=O)Nc1ccc2nc3c(=O)[nH]c([O-])nc3nc2c1
ZINC03084426	O=C1NC(=O)C(=CNc2ccc(C(=O)[O-])cc2)C(=O)N1
ZINC37928322	Cc1cc([N-]S(=O)(=O)c2c(F)cc(N)cc2F)on1
ZINC38100316	NS(=O)(=O)N1CCN(C(=O)c2ccccc2C(=O)[O-])CC1
ZINC39783562	Cc1n[nH]c(N2NC(C(=O)[O-])=C3CCCCC32)nc1=O
ZINC40424041	NS(=O)(=O)c1ccccc1C#Cc1ccc(=O)n([O-])c1
ZINC40571801	CC1CCCC(NC(=O)N2CC(O)CC2C(=O)[O-])C1
ZINC40590966	CC(O)C(NC(=O)N1CCCC2CCCCC21)C(=O)[O-]
ZINC41037984	Cc1n[nH]c(C)c1C(=O)NC1(C(=O)[O-])CCCCC1C
ZINC42144767	NC(=O)N1CCCC(C(=O)N2CCCC2CC(=O)[O-])C1
ZINC42397415	CNC(=O)C1CCCN1C(=O)NC1(C(=O)[O-])CCCCC1
ZINC42439793	NC(=O)CC1CCN(C(=O)N2CCC(C(=O)[O-])CC2)CC1
ZINC42870590	CC1CCCCC1CNC(=O)N1CC(O)CC1C(=O)[O-]
ZINC43428670	CC(O)C(NC(=O)N1CCOC2CCCCC21)C(=O)[O-]
ZINC44934079	CC1(NC(=O)NC(=O)/C=C/C(=O)[O-])CCS(=O)(=O)C1
ZINC48533092	O=C1NCCCNC(=O)C2C1=C([O-])C(=O)N2C1CCCCC1
ZINC48858725	CC1CCC(NC(=O)N2CCCCC2CO)(C(=O)[O-])CC1
ZINC50292375	NC(=O)C1CCCCN1C(=O)C1(C(=O)[O-])CC1
ZINC50396531	O=C([O-])c1ccc2c(c1)[nH]c(=O)n2C1CCCNC1=O
ZINC50398190	O=C([O-])C1CCCN(C(=O)NC2CCCNC2=O)C1
ZINC50398428	O=C([O-])CC1CCCN1C(=O)NC1CCCNC1=O
ZINC54295437	NC(=O)N1CCCC(C(=O)N2CCCC(CC(=O)[O-])C2)C1
ZINC54303612	NC(=O)C1CCCN1C(=O)N1CCCC(CC(=O)[O-])C1
ZINC49548183	O=C([O-])/C=C/C(=O)NC(=O)Nc1nc2c(s1)CCC2
ZINC59371981	O=C1CC([O-])=NC(Nc2nc3ccccc3[nH]2)=N1
ZINC61937128	CC1CN(C(=O)NC(C(=O)[O-])C(C)O)CCCO1
ZINC62135224	CNC(=O)CNC(=O)N1CCC(C(=O)[O-])C1
ZINC62136528	CC(C)(NC(=O)N1CCC(C(=O)[O-])C1)C(N)=O
ZINC62925076	CN(CC(N)=O)C(=O)N1CCC(C)(C(=O)[O-])C1
ZINC62935144	CCC1(C(=O)[O-])CCN(C(=O)NC2CCCNC2=O)C1
ZINC62946801	O=C([O-])c1cncc(NC(=O)c2ccc3[nH]nnc3c2)c1
ZINC03897747	O=C1NC(=O)C(=Cc2cccc([N+](=O)[O-])c2[O-])C(=O)N1
ZINC01638549	O=CNC12C(=O)NC(=O)C1(C(=O)[O-])C21CCCCC1
ZINC05344233	O=C1NC(=O)C(=CNc2ccc(Cl)c(C(=O)[O-])c2)C(=O)N1
ZINC06184832	O=c1[nH]c(=S)[nH]c(O)c1/C=N/c1nn[n-]n1
ZINC05160870	CC(=O)Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1
ZINC00134676	COc1cc(/C=C2/NC(=S)NC2=O)cc([N+](=O)[O-])c1[O-]
ZINC00070097	NC(=O)C1CCN(C(=O)/C=C/C(=O)[O-])CC1
ZINC12651673	O=c1cc([O-])[nH+]c(Nc2ccc(S(=O)(=O)[O-])cc2)[nH]1
ZINC26438815	CC1(C)C2(C(=O)[O-])CCC1(C)C1(C2)NC(=O)NC1=O
ZINC31806753	CC(=O)NNc1nc(C2=C([O-])CCCC2=O)cs1
ZINC35133688	O=C([O-])/C=C/C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC36978725	NC(=O)N1CCCC(C(=O)NC2(C(=O)[O-])CCCCC2)C1
ZINC37434650	CC(NC(=O)c1cc2ccccc2c(=O)[nH]1)C(=O)[O-]
ZINC37516671	NC(=O)C1CCN(C(=O)C2CC2C(=O)[O-])CC1
ZINC37744347	Nc1ccc(F)c([N-]S(=O)(=O)c2cn[nH]c2)c1
ZINC39162246	O=c1[nH]cc(S(=O)(=O)[N-]C2=NC3=CCC=CC3=N2)c(=O)[nH]1
ZINC39329025	NC1=NC2N=C(Br)N=C2C([O-])=N1
ZINC39465317	O=P1([O-])NN2CCc3cc(O)c(F)cc3C2CO1
ZINC39465343	O=P1([O-])NN2CCc3cc(F)c(O)cc3C2CO1
ZINC40214750	NS(=O)(=O)c1cccc(NC(=O)c2cc(=O)[nH]c([O-])n2)c1
ZINC40348989	Cn1cc([N-]S(=O)(=O)c2c(F)cc(N)cc2F)ccc1=O
ZINC40532935	O=C(Nc1cccc(F)c1C(=O)[O-])NC1CCS(=O)(=O)C1
ZINC40547556	NC(=O)C1CCCN(C(=O)N2CCCCC2C(=O)[O-])C1
ZINC40558442	NC(=O)C1CCCN1C(=O)NC1(C(=O)[O-])CCCC1
ZINC40572398	CC1CCCC(NC(=O)N2CC(O)CC2C(=O)[O-])C1
ZINC41035902	CC1CCCC(NC(=O)N2CCNC(=O)C2)(C(=O)[O-])C1
ZINC42407325	CC(C)(NC(=O)N1CCCCC1C(N)=O)C(=O)[O-]
ZINC42414839	O=c1ccc(S(=O)(=O)[N-]c2cc[nH]n2)c[nH]1
ZINC43510279	O=C(NC1(C(=O)[O-])CCSC1)c1ccc2[nH]ncc2c1
ZINC43704690	CNC(=O)NC(=O)CN1CCOC(C(=O)[O-])C1
ZINC45112427	CC(C)(NC(=O)N1CCC(C(=O)[O-])CC1)C(N)=O
ZINC45166732	O=C1NC(=O)C(c2c[nH]c3ncccc23)=C1[O-]
ZINC47088061	CC(=O)Nc1cc(C(=O)Nc2nc(C#N)c(C#N)[n-]2)ccc1C
ZINC48843344	O=C([O-])C1CCCN(C(=O)NCC(=O)N2CCNCC2)C1
ZINC48967606	CC1CCC(NC(=O)N2CCCC(O)C2)(C(=O)[O-])CC1
ZINC18268287	CC1(C)CC(=O)C(C(=N)CC2CC(=O)NC(=O)C2)=C([O-])C1
ZINC50222600	O=C1CNC(/N=C(\[O-])c2ccccc2O)=N1
ZINC20235554	CN1C(=O)/C(=C\Nc2ccc(C(=O)[O-])cc2)C(=O)NC1=S
ZINC61685188	Nc1ccc(S(=O)(=O)[N-]c2cnoc2)cc1
ZINC62843866	CC1(C(=O)[O-])CCN(C(=O)NC(C)(C)C(N)=O)CC1
ZINC62876197	CC1(C(=O)[O-])CCCN(C(=O)NC(C)(C)C(N)=O)C1
ZINC62923418	CC1(C(=O)[O-])CCN(C(=O)Nc2ccc(C(N)=O)cc2)C1
ZINC62924987	CNC(=O)CNC(=O)N1CCC(C)(C(=O)[O-])C1
ZINC62935146	CCC1(C(=O)[O-])CCN(C(=O)NC2CCCNC2=O)C1
ZINC62946481	O=C([O-])c1cncc(NC(=O)c2ccc[nH]c2=O)c1
ZINC63008940	O=C([O-])c1ccc(NC(=O)c2c[nH]c(=O)[nH]2)c(F)c1
ZINC04857954	CN1C(=O)/C(=C/NNC(=O)c2ccccc2)C(=O)N=C1[O-]
ZINC04857954	CN1C(=O)N=C([O-])/C(=C\NNC(=O)c2ccccc2)C1=O
ZINC19973922	CC1=CC(=O)C(=c2ccnc3c2=C([O-])NC(=N)N3)C(=O)O1
ZINC19973922	CC1=CC(=O)C(=c2ccnc3c2=C([O-])NC(N)=N3)C(=O)O1
ZINC63810135	O=C(Nc1c[nH]ccc1=O)c1ccc2c(=O)[nH]c([S-])nc2c1
ZINC04136366	CC(C)C(c1c([O-])nc(=S)[nH]c1[O-])C(C#N)C#N
ZINC04538235	Cc1cccc(N2C(=O)NC(=O)/C(=C/Nc3nnn[n-]3)C2=O)c1
ZINC20259714	O=C1NC(C(=O)NC2(C(=O)[O-])CCCCC2)CS1
ZINC21122198	Cc1ccc(N2C(=O)NC(=O)/C(=C\Nc3nnn[n-]3)C2=O)cc1
ZINC22298858	C=CCNC(=O)c1c2[n-]c3ccccc3nc-2oc1=N
ZINC31738830	O=C1CN(c2ccc(NC(=O)c3ccc([O-])nn3)cn2)CCN1
ZINC32604880	O=C([O-])c1c2[nH]c(=O)[nH]c(=O)c2c2ccccn12
ZINC34959316	CS(=O)(=O)[N-]c1ccc(S(N)(=O)=O)cc1Cl
ZINC19866871	Cc1n[nH]c([O-])c1C(C)c1c(C)[nH][nH]c1=O
ZINC36736592	Cc1n[nH]c(C)c1NC(=O)N1CCC(C(=O)[O-])CC1
ZINC37302265	NS(=O)(=O)c1ccc(N2CCNC(=O)C2)c(C(=O)[O-])c1
ZINC37435895	CC(NC(N)=O)C(=O)N1CCCC(C(=O)[O-])C1
ZINC37516593	NC(=O)C1CCCN(C(=O)C2CC2C(=O)[O-])C1
ZINC37516670	NC(=O)C1CCN(C(=O)C2CC2C(=O)[O-])CC1
ZINC37587973	O=C([O-])c1ccc(NC(=O)C2CCS(=O)(=O)C2)c(O)c1
ZINC39783564	CC1C=C(C(=O)[O-])NN1c1nc(=O)cn[nH]1
ZINC40531703	O=C(Nc1cccnc1)NC1(C(=O)[O-])CCCCC1
ZINC40533020	O=C(Nc1ccc(C(=O)[O-])cc1O)NC1CCS(=O)(=O)C1
ZINC40571793	CC1CCCC(NC(=O)N2CC(O)CC2C(=O)[O-])C1
ZINC40582673	CC1CCC(NC(=O)N2CCCC(CO)C2)(C(=O)[O-])CC1
ZINC40590685	CC(O)C(NC(=O)N1CCC2CCCCC2C1)C(=O)[O-]
ZINC41583498	Cc1c(C(=O)[O-])sc2[nH]c(=O)[nH]c(=O)c12
ZINC42407014	NC(=O)C1CCCCN1C(=O)N1CCC(C(=O)[O-])CC1
ZINC42870592	CC1CCCCC1CNC(=O)N1CC(O)CC1C(=O)[O-]
ZINC43428671	CC(O)C(NC(=O)N1CCOC2CCCCC21)C(=O)[O-]
ZINC44344688	CC(NC(=O)c1cc(=O)[nH]c2ccccc12)c1nnn[n-]1
ZINC44348393	O=C(NCc1nnn[n-]1)Nc1ccc(F)cc1F
ZINC44749875	Cc1cc(NC(=O)C2CCC(=O)N2)ccc1C(=O)[O-]
ZINC45047472	CC1(NC(=O)N2CC(O)CC2C(=O)[O-])CCCCC1
ZINC45112422	CC(C)(NC(=O)N1CCCC(C(=O)[O-])C1)C(N)=O
ZINC45148072	Nc1cccc(F)c1S(=O)(=O)[N-]c1cc[nH]n1
ZINC48865782	CC1CCCC(NC(=O)N2CCCC2CO)(C(=O)[O-])C1
ZINC48988634	CNC(=O)C1CCN(C(=O)NC(C)(C)C(=O)[O-])CC1
ZINC50252865	Cn1cc(S(=O)(=O)[N-]c2ccc(N)cc2F)cn1
ZINC50290320	NC(=O)C1CCCN(C(=O)C2(C(=O)[O-])CC2)C1
ZINC50398429	O=C([O-])CC1CCCN1C(=O)NC1CCCNC1=O
ZINC12378588	O=C([O-])CC1S/C(=N/N=C2\CSC(=O)N2)NC1=O
ZINC52011743	O=C(NC1CCCCC1O)NC1(C(=O)[O-])CCCCC1
ZINC54302992	NC(=O)C1CCCN(C(=O)N2CCCC(CC(=O)[O-])C2)C1
ZINC50222791	CNc1ccc([N+](=O)[O-])cc1C(=O)/N=C1/N=C([O-])CN1
ZINC49175824	O=C(NC1=NCC([O-])=N1)c1[nH]nc(C2CC2)c1Br
ZINC20274610	N=C1NC(N2CCOCC2)=NC2(C(=O)[O-])CCC(=O)N12
ZINC44929192	O=C1Nc2c(F)cc(F)cc2C1NCc1nnn[n-]1
ZINC61844946	O=C1COc2ccc(S(=O)(=O)[N-]c3nnc[nH]3)cc2N1
ZINC61937129	CC1CN(C(=O)NC(C(=O)[O-])C(C)O)CCCO1
ZINC62100930	CC(CC(=O)[O-])NC(=O)N1CCNC(=O)CC1
ZINC62843099	CNC(=O)CNC(=O)N1CCC(C)(C(=O)[O-])CC1
ZINC62871607	CC1(C(=O)[O-])CCCN(C(=O)N2CCC(C(N)=O)CC2)C1
ZINC62876370	CC1(C(=O)[O-])CCCN(C(=O)NC2CCCNC2=O)C1
ZINC62923863	CCC1(C(=O)[O-])CCN(C(=O)N2CCCC(C(N)=O)C2)C1
ZINC09014217	O=C1N=C([O-])/C(=C\c2coc3ccc(O)cc3c2=O)C(=O)N1
ZINC09014217	O=C1N=C([O-])/C(=C/c2coc3ccc(O)cc3c2=O)C(=O)N1
ZINC01439584	O=C1NC(=O)C(=Cc2ccccc2C(=O)[O-])C(=O)N1
