ZINC00112261	Cc1cc(C)c(C(=O)Nc2nnc(C(C)C)s2)c(C)c1
ZINC14012483	CCOc1ccc(C(=O)NC(=S)Nc2ccc(-c3nc4ccc(C)cc4s3)cc2)cc1
ZINC15817020	Cc1cccc(Nc2nnc(SC(C)C(=O)Nc3c(F)cccc3F)s2)c1C
ZINC16611255	CCC(C)c1ccc2oc(-c3cccc(NC(=S)NC(=O)c4ccccc4F)c3)nc2c1
ZINC17092049	CCCOc1ccc(C(=O)NC(=S)Nc2nc3cc(Cl)c(C)cc3s2)cc1
ZINC20411346	CC(C)c1ccc(-c2nc3cc(NC(=S)NC(=O)c4ccccc4Cl)ccc3o2)cc1
ZINC20716563	O=C([O-])C(c1c[nH]c2ccc(OCc3ccccc3)cc12)[NH+]1CCC(Cc2ccccc2)CC1
ZINC20895013	CCCCC(=O)Nc1ccc2nc(SCC(=O)Nc3ccc(C)cc3C)sc2c1
ZINC23411002	CC(C)(C)c1ccc(OCC(=O)N/N=C/c2ccc(O)c(I)c2)cc1
ZINC27528821	O=[N+]([O-])c1ccccc1NCCc1ccc(NCc2ccccc2Br)cc1
ZINC28302754	CC(C)c1nnc(SCCOc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1N
ZINC28312808	CCN(CC)c1ccc(/C=C(/NC(=O)c2ccccc2Cl)C(=O)Nc2ccccc2)cc1
ZINC34716569	CCCCNC(=O)N1CC(C(=O)NCCc2ccccc2)CCC1c1ccc(F)c(C)c1
ZINC35814361	CCCCNC(=O)N1CC(C(=O)NCCc2ccccc2)CCC1c1cccc(C)c1
ZINC12704766	Cc1cccc(CCN(Cc2cc3cc(C)c(C)cc3[nH]c2=O)C(=O)NC2CCCCC2)c1
ZINC12706925	CCc1ccc2[nH]c(=O)c(CN(CCc3cccc(C)c3)C(=O)NC3CCCCC3)cc2c1
ZINC36528651	CC(c1ccccc1)C(C(=O)NC(C)(C)CC(C)(C)C)N(C)C(=O)c1ccccc1O
ZINC36580229	CC(C)(C)CC(C)(C)NC(=O)C(c1ccc(O)cc1)N(C(=O)C1CCCCC1)C(C)(C)C
ZINC36581424	CC1C(C(=O)N(C(C(=O)NC(C)(C)C)c2ccccc2O)C(C)(C)C)CC2CC1C2(C)C
ZINC00689728	COc1c(CC=C(C)C)cc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1CC=C(C)C
ZINC39867123	COc1ccccc1NC(=O)CCCc1c(-c2ccc3ccccc3n2)[nH]c2ccccc12
ZINC40476274	CCCCCSc1nc2c(c(=O)[nH]1)C(c1ccccc1)C1=C(CC(C)(C)CC1=O)N2
ZINC28502064	Cc1cc(C)c(NC(=O)C(C)Sc2nnc(NCCc3cccs3)s2)c(Cl)c1
ZINC02999297	O/N=C/c1ccc(OCC(O)Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1
ZINC57313015	Cc1cc(C)cc(OCC(=O)Nc2cccc3c(Cl)c(C(=O)NC(C)(C)C)sc23)c1
ZINC57313930	O=C(/C=C/c1ccc(-c2ccccc2)o1)NC(=S)/N=c1/[nH]c(-c2ccccc2)cs1
ZINC17093348	Cc1ccc(-c2ccc(/C=C/C(=O)Nc3ccc(NC(=O)C(C)C)cc3)o2)cc1Cl
ZINC17093349	CCCC(=O)Nc1cccc(NC(=O)/C=C/c2ccc(-c3ccc(C)c(Cl)c3)o2)c1
ZINC03302184	CCCC(CNC(=O)CSc1nc2ccccc2c(=O)[nH]1)c1ccc(Cl)cc1Cl
ZINC59310071	Cc1cccc(CSc2nnc(N/N=C/c3c4ccccc4cc4ccccc34)[nH]2)c1
ZINC59351783	Cc1cc(Br)c(O)c(C(=O)OCC(=O)Nc2ccccc2-c2ccccc2)c1
ZINC59716103	Cc1cc2nc(-c3ccc(C)c(NC(=S)NC(=O)/C=C/c4ccccc4)c3)oc2cc1C
ZINC39790261	CC1=C(CSc2nc(/C=C/c3ccc(F)cc3)n[nH]2)C(Cl)N(c2ccccc2)N1
ZINC03067372	COc1cc(Br)ccc1OCC(=O)N/N=C/c1c(C)[nH]c2ccccc12
ZINC04698916	O=C(Nc1ccccc1C(=O)NCc1ccco1)/C(=C/c1ccco1)c1ccccc1
ZINC04898270	CCOc1cc(/C=C(\C#N)c2nc(-c3ccc(C)cc3)c(NC(C)=O)s2)ccc1O
ZINC05028692	Cc1nc2ccc(S(=O)(=O)NC(C(=O)NC3CCCCC3C)C(C)C)cc2s1
ZINC00800453	CCOc1cc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)ccc1OCc1cccc(F)c1
ZINC07242328	CC(Nc1ccc2c(c1)CCC2)C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1
ZINC07605952	Cc1cc(Cl)ccc1OC(C)C(=O)Nc1ccc(S(=O)(=O)NC(C)C)cc1
ZINC08823240	Cc1ccccc1NC(=O)CSc1nnc(NC(=O)c2ccccc2Cl)s1
ZINC09074868	CCC(C)c1ccccc1NC(=O)C(C)OC(=O)c1ccc2c(c1)NC(=O)CS2
ZINC09226454	CC(CS(=O)(=O)c1ccc2c(c1)NC(=O)C(C)S2)C(=O)Nc1ccc(C(C)C)cc1
ZINC09254276	O=C(Nc1nc(-c2ccc3c(c2)CCC3)cs1)c1ccc(CSc2nnc[nH]2)cc1
ZINC09298164	COC(=O)NC(=O)c1c(NC(=O)CSc2ccc(F)cc2)sc2c1CCC(C)C2
ZINC01171296	C=CCc1cc(/C=C2\C(=O)NC(=S)N(c3cccc(C)c3C)C2=O)cc(OCC)c1O
ZINC10045977	Cc1cc(C)c2sc(NNC(=O)CCS(=O)(=O)c3ccc(Cl)cc3)nc2c1
ZINC10125640	Cc1nc2ccccc2n1CCNC(=O)c1cc2ccccc2cc1NC(=O)C1CC1
ZINC12492363	O=C(COc1ccc2ccccc2c1Br)NNS(=O)(=O)c1ccccc1
ZINC13510242	Cc1nc(NCCNS(=O)(=O)c2cccc3ccccc23)c2c(C)c(C)sc2n1
ZINC01360997	CCc1ccc2[nH]c(=O)c(CN(Cc3cccnc3)C(=O)Nc3ccc(C)cc3)cc2c1
ZINC14459709	CCN(CC)S(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc(OC)c1O)N2
ZINC12829407	O=C(CCNS(=O)(=O)c1ccc2ccccc2c1)Nc1nc2c(s1)CCCCC2
ZINC15728431	CCN(CC)c1ccc(NS(=O)(=O)c2ccc3c(c2)NC(=O)CCS3)c(C)c1
ZINC16330907	Cc1cc(C)c(NC(=O)CSc2nnc(NCC3CCCO3)s2)c(Cl)c1
ZINC20715379	COc1ccc(C2Nc3ccc(S(=O)(=O)NC(C)C)cc3C3C=CCC32)cc1OC
ZINC21722943	CCOCCCNC(=O)N1c2ccccc2NC2=C(C(=O)CCC2)C1c1cccs1
ZINC21722945	CCOCCCNC(=O)N1c2ccccc2NC2=C(C(=O)CCC2)C1c1cccs1
ZINC22616911	N#CCCN(C(=O)CSc1nc(N)c2c3c(sc2n1)CCCC3)c1ccccc1
ZINC23500424	Cc1nc(NC(=O)C(NC(=O)c2ccccc2Cl)C(C)C)sc1-c1ccccn1
ZINC23593222	Cc1cc(C)c(C(=O)COC(=O)c2cc(S(N)(=O)=O)ccc2Br)c(C)c1
ZINC23687424	CNC(=O)c1cccc(NC(=O)/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)c1
ZINC24782342	COc1ccc(-c2nc(NC(=O)C(C)NC(=O)c3ccccc3Cl)sc2C)cc1
ZINC24830830	Cc1ccc(S(=O)(=O)NC(C(=O)Nc2nc3c(s2)CC(C)CC3)C(C)C)cc1
ZINC25682004	C=CCn1c(Cc2csc(NC(=O)c3ccc4c(c3)CCCC4)n2)n[nH]c1=S
ZINC11289747	O=C(COC(=O)CC12CC3CC(CC(Br)(C3)C1)C2)NC(=O)NC1CCCC1
ZINC29751143	O=C(NCC(c1cccs1)c1c[nH]c2ccccc12)C1CCCN(c2cnccn2)C1
ZINC29502074	Cc1ccc(C(C)NC(=O)c2ccc(NS(=O)(=O)c3ccc(C)c(C)c3)cc2)o1
ZINC35210138	CCN(CC)C(=O)c1cc(NC(=O)Nc2ccccc2Br)ccc1N(C)C
ZINC38510137	O=C(CCc1csc(NC(=O)c2ccc(F)cc2)n1)Nc1nc2c(s1)CCCC2
ZINC38911168	CCCn1c(-c2nc(C(=O)Nc3ccc(NC(C)=O)cc3)cs2)cc2ccccc21
ZINC39535733	CC(=O)Nc1ccc(-c2csc(NC(=O)/C=C/c3ccc(N(C)C)cc3)n2)c(F)c1
ZINC39992538	Cc1ccc(/C=C(\C#N)C(=O)Nc2sc3c(c2C(=O)NCC2CCCO2)CCCC3)cc1
ZINC41307962	COCCNC(=O)c1c(NC(=O)c2cc3cc(C)ccc3o2)sc2c1CCCC2
ZINC46728849	Cc1nc(C(C)(C)C)nc2sc(C(=O)NCC(=O)NCc3ccccc3)c(C)c12
ZINC56953160	CC[NH+](CC)c1ccc(NC(=O)CC2CSc3nc4c(c(=O)n32)CCCC4)c(C)c1
ZINC57992603	Cc1csc(Nc2cccc(NC(=O)c3ccc(S(=O)(=O)C(C)C)cc3)c2)n1
ZINC58337494	CC1CCCC(NC(=O)C(C)N2CCN(C(C)C(=O)NC3CCCC(C)C3C)CC2)C1C
ZINC58648047	CNC(=O)c1ccc(/C=C/C(=O)NCC2(c3ccc4c(c3)OCCO4)CCCC2)cc1
ZINC20246307	O=C(N/N=C/c1ccccc1C(=O)[O-])c1ccc(C[NH+]2CCc3ccccc3C2)cc1
ZINC13059537	CC(Sc1ccccc1)C(=O)Nc1cccc(S(=O)(=O)/N=C2\CCCCCN2)c1
ZINC64794297	COCCn1c(SCc2ccc(C)cc2)nnc1-c1sc2ncccc2c1N
ZINC65077655	CC(CS(=O)(=O)c1ccc2c(c1)NC(=O)CCS2)C(=O)Nc1ccc(C(C)C)cc1
ZINC02315009	CCOC(=O)C1=C(NC(=S)NC(=O)c2ccccc2)c2ccccc2CC1(CC)CC
ZINC02985208	CC(C)Oc1cccc(C(=O)NC(=S)Nc2cccc(-c3nc4ccccc4s3)c2)c1
ZINC01178495	CCOC(=O)c1c(NC(=S)NC(=O)c2ccc(C(C)C)cc2)sc2c1CCCC2
ZINC10684323	CCC(C)NC(=O)c1ccccc1NC(=O)c1ccc(OCCC(C)C)c(Br)c1
ZINC11475647	CCCCCCn1c(SC(C(N)=O)c2ccccc2)nc2sc3c(c2c1=O)CCC3
ZINC12538932	CC(=O)c1c(C)[nH]c(C(=O)CSc2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)[nH]2)c1C
ZINC12657482	COc1ccc(/C=C/C(=O)N/C(=C\c2ccc(Cl)cc2)C(=O)NCc2ccccc2)cc1
ZINC12946792	CC(NC(=O)OCc1ccccc1)C(=O)NCCSc1ccc(Br)cc1
ZINC09126686	Cc1ccccc1NC(=O)Cc1nc(CSc2nc(Cc3ccccc3)c(C)[nH]2)cs1
ZINC09266897	CCOc1ccc(Br)cc1C(=O)NC(=S)Nc1ccc(OC(C)CC)cc1
ZINC09697407	C=C(C)COc1ccccc1NC(=S)NC(=O)c1ccc(OC(C)C)c(Br)c1
ZINC09697414	C=C(C)COc1ccccc1NC(=S)NC(=O)c1cc(Br)ccc1OC(C)C
ZINC13683963	CC(C)CNC(=O)c1ccccc1NC(=O)COc1ccc(C(C)(C)C)cc1Br
ZINC14041501	O=C(Nc1ccccc1C(=O)NCc1ccccc1)c1ccc(OCCc2ccccc2)cc1
ZINC14041578	O=C(NNC(=O)c1sc2ccccc2c1Cl)c1ccc(OCCc2ccccc2)cc1
ZINC03314631	O=C(CSc1nnc(Nc2ccccc2F)s1)Nc1ccccc1C(F)(F)F
ZINC14559177	CCCCCC(=O)Nc1cccc(NC(=O)COc2ccc(Br)cc2C)c1
ZINC14634108	CCC(C)Cc1c(C)sc2nc(SCC(=O)NC(C)c3cccs3)[nH]c(=O)c12
ZINC14647969	CCCCCCOc1ccc(Br)cc1C(=O)Nc1ccc(NC(C)=O)cc1
ZINC14832331	CCC(C)c1ccc(OCC(=O)NNC(=O)Cc2ccc(Cl)cc2)c(Br)c1
ZINC14836092	CCC(C)NC(=O)c1cccc(NC(=O)COc2ccc(C(C)CC)cc2Br)c1
ZINC16325571	Cc1ccc(Nc2nnc(SCC(=O)NCCc3cccs3)s2)cc1Cl
ZINC20176373	CCOc1ccc(C(C)[NH2+]C/C([O-])=N/c2nc(-c3ccc(Cl)cc3Cl)cs2)cc1
ZINC20696981	CCN(CC)c1ccc(C2Nc3ccc(S(=O)(=O)NC(C)(C)C)cc3C3C=CCC32)cc1
ZINC22133193	O=C(Nc1ccccc1)c1ccc(CSc2nnc(NCCc3cccs3)s2)cc1
ZINC22148763	N#CCSc1ccccc1NC(=O)CSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1
ZINC29711508	O=C(NC(c1ccccc1)c1ccccn1)c1ccc(CSc2nc3ccccc3[nH]2)cc1
ZINC30871597	CCC(Oc1cccc(C)c1C)C(=O)Nc1ccccc1C(=O)NCCc1ccccc1
ZINC32739613	Cc1sc2nc(SCC(=O)NCCc3ccc(F)cc3)[nH]c(=O)c2c1-c1ccccc1
ZINC34716103	CCCCNC(=O)N1CC(C(=O)NCc2cccc(F)c2)CCC1c1ccc(F)c(C)c1
ZINC36484416	CCCCNC(=O)C(c1ccc(O)cc1)N(C(=O)C#Cc1ccccc1)c1cccc(Cl)c1
ZINC36527248	CCC(C(=O)N(C)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc(O)cc1)c1ccccc1
ZINC36570354	CCCN(C(=O)C#Cc1ccccc1)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc(O)cc1
ZINC36577356	CCCN(C(=O)c1ccccc1Cl)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc(O)cc1
ZINC08589018	COc1ccc2c(C[NH2+]CCc3cccs3)c(C(=O)[O-])n(Cc3ccccc3C)c2c1
ZINC36660138	CCNC(=O)c1cccc(NC(=O)c2ccc(CSc3nc4ccccc4s3)cc2)c1
ZINC40038560	CCCCC1CCC(C(=O)Nc2sc3c(c2C(=O)NCC2CCCO2)CCCC3)CC1
ZINC45865845	CCCc1ccc(C(NC(=O)/C=C/c2ccc(S(=O)(=O)NC)cc2)c2cccs2)cc1
ZINC38899228	Cc1nc(SC(C)c2ccccc2)[nH]c(=O)c1CC(=O)NC(C)CCc1ccccc1
ZINC38899231	Cc1nc(SC(C)c2ccccc2)[nH]c(=O)c1CC(=O)NC(C)CCc1ccccc1
ZINC03058800	CCc1ccc(N/C(SCc2ccc(C)cc2C)=C(/C#N)C(=O)NCc2ccco2)cc1
ZINC29004159	Cc1ccccc1NS(=O)(=O)c1ccc(C)c(C(=O)NC(C)CCc2ccccc2)c1
ZINC58891166	O=C(CCC(O)c1ccccc1)N/N=C\c1ccc(-c2ccc(Br)c(Cl)c2)o1
ZINC58975602	O=C(CCCSc1nc(-c2cccs2)cc(C(F)(F)F)n1)Nc1cccc(O)c1
ZINC59073357	CCCCNC(=O)/C(=C\c1ccc(OC(C)C)cc1)NC(=O)c1ccc(Br)cc1
ZINC59301391	CCOc1cc(-c2ccccc2)sc1C(=O)Nc1cc(C(=O)NCC(F)(F)F)ccc1C
ZINC17102841	CCCC1=NN(c2ccc(F)cc2)C(=O)/C1=C(\C)NCCc1c[nH]c2ccc(Cl)cc12
ZINC60324242	Cc1ccc(CCC(=O)NCC(=O)Nc2ncc(Cc3ccc(C)c(F)c3)s2)cc1
ZINC66198724	CC(C)Cc1ccc(C(C)C(=O)Nc2ccc(S(=O)(=O)NCc3ccccc3)cc2)cc1
ZINC12027737	CC(C)Cc1ccc(C(C)C(=O)NNC(=O)c2ccc(OCc3ccccc3)cc2)cc1
ZINC06112638	Cc1cccc(C(C)C)c1NC(=O)C(C)Sc1ncnc2sc3c(c12)CCC3
ZINC06543574	Cc1[nH]c2ccccc2c1C(=O)C(C)Sc1nn(-c2ccccc2)c(=S)s1
ZINC08436826	CSc1nsc(SCC(=O)Nc2ccc(I)cc2)n1
ZINC08765620	O=C(CCN1C(=O)/C(=C/c2ccccc2F)SC1=S)Nc1ccccc1Cl
ZINC08765942	O=C(CCN1C(=O)/C(=C\c2ccc(F)cc2)SC1=S)NC12CC3CC(CC(C3)C1)C2
ZINC08854555	O=C(Cc1csc(SCc2ccc(Br)cc2)n1)NCc1ccccn1
ZINC09115623	Cc1ccccc1CNC(=O)c1ccc(CS(=O)c2ccc(Br)cc2)o1
ZINC09433532	O=C(NCc1cccs1)C1c2ccccc2C(=O)N(C2CCCC2)C1c1cccs1
ZINC09444577	Cc1cc(C)c(NC(=O)CCN2C(=O)/C(=C\c3ccccc3Cl)SC2=S)c(C)c1
ZINC09599341	Cc1ccc(NC(=O)CSC2=NC(C)(C)N=C2c2ccc(Br)cc2)cc1C
ZINC09599358	Cc1ccc(C2=NC(C)(C)N=C2SCC(=O)Nc2ccc(Br)c(C)c2)cc1
ZINC11965786	Cc1nc(CC(=O)NCC2Cc3cc(-c4ccc(C)c(F)c4)cc(F)c3O2)cs1
ZINC12375533	N=C1S/C(=C\c2ccc(OCc3ccccc3F)cc2)C(=O)N1c1ccc(F)cc1
ZINC03276120	CC1(C(=O)OCC(=O)Nc2ccc(I)cc2)CC1(Cl)Cl
ZINC12988994	O=C(c1ccccc1SCC1CCCO1)N1CC=C(c2c[nH]c3ccccc23)CC1
ZINC14462295	CCN(CC)c1ccc(C2Nc3ccc(C(=O)N4CCCC4)cc3C3C=CCC32)cc1
ZINC14470009	CN(C)C(=O)c1cccc2c1NC(c1ccc(OCc3ccccc3)cc1)C1CC=CC21
ZINC14476565	O=C(c1cccc2c1NC(c1ccccc1OCc1ccccc1)C1CC=CC21)N1CCCC1
ZINC15046458	CC(C(=O)Nc1ccccc1C(F)(F)F)N1C(=O)/C(=C/c2cccs2)SC1=S
ZINC15049007	CC(C(=O)NCc1ccccc1)N1C(=O)/C(=C/c2cccc(Cl)c2Cl)SC1=S
ZINC16322109	C/C(=N\NC(=O)C(C)Sc1ccccn1)c1ccc(I)cc1
ZINC16756533	Cc1nc(SCC(=O)Nc2ccccc2C(F)(F)F)c2c3c(sc2n1)CCC3
ZINC17333449	CN(C)c1ccc(CNS(=O)(=O)c2cc(Br)ccc2Br)cc1
ZINC20181176	O=C(CN1C(=O)/C(=C/c2ccccc2F)Sc2ccccc21)NCc1cccs1
ZINC20463945	CCc1sc(NC(=O)Cc2csc(C)n2)nc1-c1ccc(Br)cc1
ZINC23409332	S=c1sc(SCC2CNC(c3ccc(Cl)cc3)O2)nn1-c1ccccc1
ZINC24835831	O=C(COc1c(I)cc(Cl)c2cccnc12)NCC(F)(F)F
ZINC27165962	CSc1ccc(C(C)NC(=O)c2ccccc2SCc2c(C)noc2C)cc1
ZINC27525208	CS(=O)c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3cccnc3)[nH]2)cc1
ZINC32700296	O=C(CSC(=S)N1CCCCCC1)Nc1ccc(I)cn1
ZINC13015108	Cc1cccc2sc(C(=O)NCc3ccc(CN4CCOCC4)cc3)c(Cl)c12
ZINC34899083	CC(C)NC(=O)c1cn2c(n1)CCC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2
ZINC35703899	CC(C)CC1SCC(C(=O)NCCc2ccccc2)N1C(=O)c1ccccc1F
ZINC36052270	Cc1ccccc1C1CN(C(=O)c2ccccc2F)CC1C(=O)NCc1ccccc1
ZINC36393277	O=C(NCc1ccc(OCc2cccnc2)cc1)c1cc(Br)ccc1F
ZINC36821117	CSc1nnc(SCC(=O)Nc2cccc(I)c2)s1
ZINC36835690	O=C(COc1ccc(Cl)cc1Br)NCc1nc2ccccc2s1
ZINC08599308	O=C(NCC(c1cccs1)S(=O)(=O)c1cccs1)c1c(F)cccc1F
ZINC39703381	O=C(NCC(c1cccnc1)N1CCc2ccccc2C1)c1ccccc1Br
ZINC41013733	CC1(C)C(C=C(Cl)Cl)C1C(=O)NCc1csc(=S)n1Cc1ccco1
ZINC42516260	O=S(=O)(c1cc(Br)sc1Br)N(CCO)C1CCCCC1
ZINC43735068	O=C(NCc1ccccc1)c1nnc(/C(Cl)=C/c2cccc(Cl)c2Cl)s1
ZINC15614376	O=C(CC12CC3CC(CC(Br)(C3)C1)C2)NCc1ccc(N2CCCC2=O)cc1
ZINC45493680	Cc1cccc(C)c1NC(=O)C(C)Sc1nccn1-c1ccc(Br)cc1
ZINC49391500	O=C(/C=N/OCc1ccc(Br)s1)Nc1ccccc1Br
ZINC57780805	CC(Sc1nn(-c2ccc(Cl)cc2)c(=S)s1)C(=O)NCCc1cccs1
ZINC58819270	COc1cc(CNC(=O)c2cc(Cl)ccc2I)cc(OC)c1
ZINC59267971	CSc1nsc(SCC(=O)Nc2ccccc2I)n1
ZINC59327445	C#Cc1cccc(NC(=O)CN(C)C(=O)CC23CC4CC(CC(Br)(C4)C2)C3)c1
ZINC64820238	CSc1ccc(CNC(=O)c2c(-c3ccc(Br)s3)noc2C)cc1
ZINC04287821	CCNP(=O)(OC)SCc1c(Cl)sc2ccc(Cl)cc12
ZINC03088955	O=C(CSCc1ccccc1Br)N/N=C/c1ccccc1F
ZINC06928763	CSc1ccc(CNS(=O)(=O)c2ccc(Br)cc2)cc1
ZINC08939459	O=C(Cc1csc(SCc2ccccc2F)n1)NCc1cccs1
ZINC10120471	CCC(C)NC(=O)COc1c(C)cc(Br)cc1Br
ZINC11101592	CCc1cccc(CC)c1NC(=O)CSCc1nc2ccccc2s1
ZINC13673997	O=S(=O)(NCCCc1ccc(F)cc1)c1ccc(Br)s1
ZINC20479735	CCOc1ccc(CNc2ccccc2I)cc1OC
ZINC20792217	OC(c1ccc(Br)cc1)C(CN1CCOCC1)c1ccccc1
ZINC22907744	O=C(NCC(c1cccs1)N1CCc2ccccc2C1)c1ccccc1F
ZINC22907747	O=C(NCC(c1cccs1)N1CCc2ccccc2C1)c1ccccc1F
ZINC23685465	O=C(NC(c1ccccc1)c1ccccn1)c1ccc(C2SCCS2)cc1
ZINC25384225	Cc1ccc2c(c1)SC(C(=O)NCC(c1cccs1)N1CCCC1)C2
ZINC25384229	Cc1ccc2c(c1)SC(C(=O)NCC(c1cccs1)N1CCCC1)C2
ZINC25749968	CC1(C)C2CCC1(C)C(NC(=O)CSc1ccc(C(F)(F)F)cn1)C2
ZINC26978757	O=S(=O)(NCCSC1CCCC1)c1ccc(Br)s1
ZINC27467445	CSc1cccc(NC(=O)C(C)SC2=Nc3ccccc3CS2)c1
ZINC31675480	Cc1cccc(C(C)C)c1NC(=O)c1ccc(SCc2cccnc2)cc1
ZINC37086448	O=S(=O)(c1ccccc1NCc1ccc(Br)s1)C(F)F
ZINC37302215	N#Cc1ccc(NCc2ccc(CSC(F)F)o2)c(Br)c1
ZINC37304168	COC(=O)CC(NC(C)c1sccc1Br)c1cccs1
ZINC37500527	O=C(NC1CCCC(OCC(F)(F)F)C1)c1csc(Br)c1
ZINC37776594	Fc1cc(NCc2ccc(I)o2)ccc1OC(F)F
ZINC38039123	CCN(CC)c1ncc(CNCc2cc(F)ccc2Br)s1
ZINC39529180	CCCc1cc(I)ccc1N1CCNC(OCC)C1
ZINC40259235	CCOc1cc(Br)c(C(O)c2sccc2C)cc1OCC
ZINC45839872	CC(SC(=S)N1CCCC1)C(=O)NC(C)c1cccc2ccccc12
ZINC48444186	O=S(=O)(NCCSc1ccccc1)c1sccc1Br
ZINC48444923	CCc1ccc(S(=O)(=O)NCc2cc(Br)ccc2F)s1
ZINC48858836	CC(Cc1ccsc1)NC(=O)N(C)Cc1cc(Br)cs1
ZINC48942683	CCOc1ccccc1CNC(=O)c1cccc(I)c1
ZINC49064684	CCc1ccc(S(=O)(=O)NCCc2ccc(Br)s2)s1
ZINC49373470	CCC(C)(C)NC(=O)COc1c(Br)cccc1Br
ZINC49430306	Cc1cc2ccccc2n1CCCNC(=O)c1ccccc1Br
ZINC49475833	CC(Oc1ccc(Cl)cc1)C(=O)NCc1csc(Br)c1
ZINC49521051	O=S(=O)(NCC1(c2cccs2)CC1)c1ccc(Br)s1
ZINC51630385	O=S(=O)(NCCc1cc(F)cc(F)c1)c1ccc(Br)s1
ZINC07927595	N#Cc1c(NC(=O)CCSc2ccc(F)c(F)c2)sc2c1CCCC2
ZINC58014130	C#CCOc1ccc(CCNC(=O)c2ccc(C3SCCS3)cc2)cc1
ZINC45265129	Cc1cc(I)ccc1NC(=O)CCOCC(F)(F)F
ZINC59094827	Cc1ccc(NC(=S)N(Cc2cccnc2)Cc2ccccc2C)c(C)c1
ZINC61638393	CCNc1ccc(Cl)c(CN(C)Cc2cc(Br)cs2)n1
ZINC62125502	O=C(NCc1ncc(Cc2ccc(F)cc2)s1)c1ccc(F)c(F)c1F
ZINC62610313	Cc1nc(CNC(=O)Cc2ccc(F)cc2)sc1Cc1ccc(F)cc1
ZINC66293783	Cc1ccc(NC(=O)CS(=O)Cc2cc(C)ccc2C)c(Br)c1
ZINC66297425	Cc1cc(C)cc(CS(=O)C(C)C(=O)Nc2ccccc2Br)c1
ZINC66353372	O=C(NCc1cccc2cccnc12)C1(c2cccc(C(F)(F)F)c2)CC1
ZINC66801962	CC(CC#N)Sc1ccccc1NC(=O)c1ccc(Br)s1
ZINC67215287	CCc1nc(CNCC2(c3cccc(Br)c3)CCOCC2)cs1
ZINC67223325	Cc1cc(C)c(CS(=O)CCCC(=O)Nc2c(C)cc(C)cc2C)c(C)c1
ZINC08795662	CCOc1ccc(C2c3cccn3CCN2C(=S)Nc2c(CC)cccc2CC)cc1
ZINC08911607	CCOc1ccc(CNC(=O)c2ccc3c(c2)N(Cc2ccc(C)cc2)CCS3)cc1
ZINC02282476	CCc1ccc(/C=C2/SC(=S)N(CCCC(=O)Nc3ccccc3CC)C2=O)cc1
ZINC09606570	CC(OC(=O)c1ccc(Br)s1)C(=O)Nc1ccccc1-c1ccccc1
ZINC09763409	COc1ccc(S(=O)(=O)NCCSCc2ccc(C)cc2)c(Cl)c1Cl
ZINC09813036	C=C(C)COc1ccc(NC(=O)COc2ccc(Br)cc2Br)cc1
ZINC13502684	COc1ccc(CNC(=O)CSc2nc3ccccc3cc2Cc2ccccc2)cc1
ZINC14480037	C=CCN(CC=C)S(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc(C)c1)N2
ZINC14653850	CC(C)COc1ccc(C(=O)NC(=S)N(C)c2ccccc2)cc1Br
ZINC15418031	O=C(COc1ccc(OCc2ccccc2)cc1)Nc1ccccc1I
ZINC16843870	CC(Sc1ncc(-c2cccc(Br)c2)o1)C(=O)NCCc1ccccc1
ZINC18083064	O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1SCC1CCCO1
ZINC18547173	O=C(COc1ccc(Cl)cc1Br)NCCc1ccc(OC(F)F)cc1
ZINC22297521	CCSc1nnc(SC(C)C(=O)Nc2c(Cl)cc(Cl)cc2Cl)s1
ZINC22513762	CC(Sc1nn(-c2ccc(Cl)cc2)c(=S)s1)C(=O)NCC(C)c1ccccc1
ZINC12555632	COc1ccc(CNC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
ZINC25847198	Cc1c(C(=O)N(CCc2cccs2)Cc2cccs2)[nH]c2c1C(=O)CC(C)(C)C2
ZINC27562139	COC(=O)C(NC(=O)c1ccccc1)=C(Sc1ccccc1)Sc1ccccc1
ZINC27688218	Cc1ccc(S(=O)(=O)NC(C)CCC2CN(Cc3ccccc3)c3ccccc32)cc1
ZINC27691548	C=C(C)CN1CC(CC(C)NC(=O)/C=C\c2ccco2)c2cc(Br)ccc21
ZINC27691772	C=C(C)CN1CC(CC(C)NS(=O)(=O)c2ccccc2)c2cc(Br)ccc21
