ZINC06447457	Cn1c(=O)c2[nH]c(CC[NH3+])nc2n(C)c1=O
ZINC09125867	Cc1cc(-n2c(C)cc(C(=O)CSc3nnc(C(C)[NH+](C)C)n3-c3ccc(Cl)cc3)c2C)no1
ZINC12991302	COc1ccccc1-c1cc(CSc2nnc(C(C)[NH+]3CCCCC3)n2-c2ccc(F)cc2)on1
ZINC13796107	CC(C)(C)OC(=O)c1ncn2c1CN(C(=O)N1CCN(c3cccc[nH+]3)CC1)c1cc(Cl)ccc1-2
ZINC14744516	COc1ccc(CCN2C(=O)N(C)C(=O)C23CC[NH+](CC(C)Cc2ccc4c(c2)OCO4)CC3)cc1
ZINC14744517	COc1ccc(CCN2C(=O)N(C)C(=O)C23CC[NH+](CC(C)Cc2ccc4c(c2)OCO4)CC3)cc1
ZINC14888526	CCOC(=O)N1CCC([NH+]2CCOc3c(cc(-c4ccccc4C)cc3OCC3CCOC3)C2)CC1
ZINC14977935	CSc1ccc2cc(C[NH+](C)CCn3cccn3)c(=O)n(Cc3cc4c(cc3Cl)OCO4)c2c1
ZINC22819497	CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(N4CC[NH+](C)CC4)o3)c(=O)n2C1c1cccs1
ZINC24072378	CC(C(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1)[NH+]1CCN(C(=O)c2cccs2)CC1
ZINC25453088	COc1ccccc1Cn1c(=O)c2ccccc2n2c(=S)n(C[NH+](C)C3CCc4ccccc43)nc12
ZINC00695230	CCc1[nH+]c(C)nc(N2CCCN(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC2)c1Cc1ccccc1
ZINC34749975	CCCSc1nc(N2CC[NH+](CC(=O)N3CCCCC3)CC2)c2c3c(sc2n1)COC(C)(C)C3
ZINC34750050	CCCCSc1nc(N2CC[NH+](CC(=O)N3CCCC3)CC2)c2c3c(sc2n1)COC(C)(C)C3
ZINC34757008	Cc1cccc(S(=O)(=O)N2CCc3nc(N4CC[NH+](C)CC4)nc(Oc4ccccc4F)c3C2)c1
ZINC35486561	COc1cc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2CC[NH+](C)C)ccc1OCc1ccccc1
ZINC35863200	C[NH+]1CCN(C(=O)c2ccc(COc3ccc4c(c3)C(c3ccccc3)N(C(=O)C3CC3)CC4)o2)CC1
ZINC35920078	Cc1ccc(Oc2nc(N3CC[NH+](C)CC3)nc3c2CN(S(=O)(=O)c2ccc(C)cc2)CC3)cc1
ZINC35920443	COc1ccc(C(=O)N2CCc3nc(N4CC[NH+](C)CC4)nc(Oc4ccc(F)c(F)c4)c3C2)cc1
ZINC36342422	CCOC(=O)C1CCCC[NH+]1CC(=O)N1N=C(c2ccc(OC)cc2)CC1c1ccc2c(c1)OCO2
ZINC36612632	C[NH+](C)CCN1C(C(=O)c2ccccc2)=C(OC(=O)c2ccc(F)cc2)c2ccccc2S1(=O)=O
ZINC34676881	CCN(C)c1nc(N2CCN(c3ccccc3)CC2)[nH+]c2c1CN(S(=O)(=O)c1ccccc1)CC2
ZINC36704485	Cc1cc(C)c2nc(N(CC[NH+](C)C)C(=O)C3CCCN3S(=O)(=O)c3ccc(Cl)s3)sc2c1
ZINC38847419	Cc1ccc(S(=O)(=O)N2CCC(C(=O)N(CC[NH+](C)C)c3nc4c(C)cc(C)cc4s3)CC2)cc1
ZINC39325322	Cc1ccc2c(c1)=CC(CN(Cc1ccc3c(c1)OCO3)S(=O)(=O)c1ccc(Cl)cc1)C(=O)[NH+]=2
ZINC39325513	O=C1[NH+]=c2cc3c(cc2=CC1CN(Cc1ccccc1)S(=O)(=O)c1ccccc1Cl)OCCO3
ZINC39367626	CCCn1c(=O)c2ccccc2n2c(SC(C(=O)C3=c4ccccc4=[NH+]C3)c3ccccc3)nnc12
ZINC40151854	O=C(OCC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1)C1CCCN(c2cccc[nH+]2)C1
ZINC41148372	O=S(=O)(c1ccc(Br)s1)N1CCN(c2nc3ccccc3c(N3CCCC3)[nH+]2)CC1
ZINC62620554	CC[NH+]1CCC(N(C)C(=O)C2CC3CCCCC3N2S(=O)(=O)c2ccc(OC)c(OC)c2)CC1
ZINC63138114	COc1ccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(CCC4=CCCCC4)CC(=O)N32)c(OC)c1
ZINC63138257	COc1cccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(CCC4=CCCCC4)CC(=O)N32)c1OC
ZINC63138378	COc1ccc(OC)c(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(C(C)CCc4ccccc4)CC(=O)N32)c1
ZINC63140591	COc1ccc(CCN2CC(=O)N3C(CC4=c5ccccc5=[NH+]C4C3c3ccccc3OC)C2=O)cc1
ZINC63140593	COc1ccc(CCN2CC(=O)N3C(CC4=c5ccccc5=[NH+]C4C3c3ccccc3OC)C2=O)cc1
ZINC63140609	CCOc1ccccc1C1C2[NH+]=c3ccccc3=C2CC2C(=O)N(Cc3ccc(OC)cc3)CC(=O)N21
ZINC63141889	O=C1C2CC3=c4ccccc4=[NH+]C3C(c3cccc([N+](=O)[O-])c3)N2C(=O)CN1CCCc1ccccc1
ZINC63142111	COC(=O)c1ccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(C4CCCCCCC4)CC(=O)N32)cc1
ZINC39945142	O=C(OC(C(=O)C1=c2ccccc2=[NH+]C1)c1ccccc1)c1nn(-c2ccccc2)c(=O)c2ccccc12
ZINC63372649	CCCOc1ccc(C2CN3C(=O)CN(CC(C)C)C(=O)C3(C)C3[NH+]=c4ccccc4=C23)cc1OCC
ZINC63375863	CCOC(=O)c1ccc(N2C(=O)C3CC4=c5ccccc5=[NH+]C4C(c4ccc(OC)cc4)N3C2=O)cc1
ZINC63490881	COc1ccc2c(c1)C1=NC(=S)N(CCCCC(=O)N3CCC([NH+]4CCCCC4)CC3)C(=O)C1=N2
ZINC38636718	O=C1CC(C(=O)OCC(=O)N(/N=C/c2ccccc2)c2cccc(C(F)(F)F)c2)=c2ccccc2=[NH+]1
ZINC04235333	CN1/C(=C/C=C2/CCCC(/C=C/C3=[N+](C)c4ccc([N+](=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc([N+](=O)[O-])ccc21
ZINC00820745	Cc1ccc(S(=O)(=O)N2C[NH+]3CN(S(=O)(=O)c4ccc(C)cc4)CC(Br)(C2)C3)cc1
ZINC11968398	COc1ccc(OC)c2nc(-c3ccc(C)cc3)c(CN(CC[NH+](C)C)C(=O)c3ccc4c(c3)OCO4)cc12
ZINC08857510	CN(C)c1nc(Nc2ccc(OC(F)(F)Cl)cc2)nc(N2CC[NH+](C34CC5CC(CC(C5)C3)C4)CC2)n1
ZINC12450388	O=C(Cc1ccsc1)N(CCC1=CCCCC1)Cc1cc2cc3c(cc2[nH+]c1N1CCOCC1)OCO3
ZINC14971505	COc1ccccc1CCC(=O)N(Cc1cc2cc3c(cc2[nH+]c1N1CCOCC1)CCC3)CC1CCCO1
ZINC23452425	O=[N+]([O-])c1cccc(S(=O)(=O)N2CC[NH+](CCOC(c3ccccc3)c3ccc(F)c(F)c3)CC2)c1
ZINC33479057	CCn1c(N2CC[NH+](CC)CC2)c(/C=C2\SC(=S)N(Cc3ccc(C)cc3)C2=O)c(C)c(C#N)c1=O
ZINC34750193	CCN(CC)C(=O)CSc1nc(N2CC[NH+](CC(=O)N3CC3)CC2)c2c3c(sc2n1)COC(C)(C)C3
ZINC34757839	O=C(CSc1nc(N2CC[NH+](CC(=O)N3CCCCC3)CC2)c2c3c(sc2n1)CCC3)N1CCCC1
ZINC36637304	CCOc1ccc2nc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)sc2c1
ZINC36637305	CCOc1ccc2nc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCOCC4)cc3)sc2c1
ZINC36637442	CCOc1cccc2sc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)nc12
ZINC36638197	CC[NH+](CC)CCN(C(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1)c1nc2c(C)c(C)ccc2s1
ZINC13143734	COc1ccc(/C=N/NC(=O)c2ccccc2[N+](=O)[O-])cc1C[NH+]1CCc2cc(OC)c(OC)cc2C1C
ZINC08597561	Cc1ccc(-n2ncc(C(=O)N3CCN(c4cccc[nH+]4)CC3)c2C2CCN(C(=O)OC(C)(C)C)CC2)cc1
ZINC36643197	COc1ccc2nc(N(CCC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)sc2c1
ZINC36643428	COc1cccc2sc(N(CCC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)nc12
ZINC36643439	COc1cccc2sc(N(CCC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCCC(C)C4)cc3)nc12
ZINC36643678	Cc1cc(C)c2nc(N(CCC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)sc2c1
ZINC36660264	CC[NH+](CC)CCN(C(=O)C1CCCN1S(=O)(=O)c1ccc(C)cc1)c1nc2ccc(C)cc2s1
ZINC36660287	CCc1cccc2sc(N(CCC[NH+](C)C)C(=O)C3CCCN3S(=O)(=O)c3ccc(C)cc3)nc12
ZINC36660343	COc1ccc2nc(N(CCC[NH+](C)C)C(=O)C3CCCN3S(=O)(=O)c3ccc(F)cc3)sc2c1
ZINC36660413	CCc1cccc2sc(N(CC[NH+](C)C)C(=O)C3CCCN3S(=O)(=O)c3ccc(OC)cc3)nc12
ZINC36704265	CC[NH+](CC)CCN(C(=O)C1CCN(S(=O)(=O)c2cccs2)CC1)c1nc2ccc(C)cc2s1
ZINC36704394	CC[NH+](CC)CCN(C(=O)C1CCCN1S(=O)(=O)c1cccs1)c1nc2c(C)cc(C)cc2s1
ZINC36704414	CC[NH+](CC)CCN(C(=O)C1CCCN1S(=O)(=O)c1cccs1)c1nc2c(C)c(C)ccc2s1
ZINC38845348	CSc1ccc2nc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCOCC4)cc3)sc2c1
ZINC38847382	Cc1ccc2sc(N(CC[NH+](C)C)C(=O)C3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)nc2c1C
ZINC38847439	COc1ccc(S(=O)(=O)N2CCC(C(=O)N(CC[NH+](C)C)c3nc4c(C)ccc(C)c4s3)CC2)cc1
ZINC38850188	COc1ccc(Cl)c2sc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N(C)C4CC4)cc3)nc12
ZINC39710801	COCCn1nnnc1C(C1C=c2cccc(C)c2=[NH+]C1=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1
ZINC39710803	COCCn1nnnc1C(C1C=c2cccc(C)c2=[NH+]C1=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1
ZINC40409289	CCOC(=O)C1CCC[NH+](CC(=O)N2N=C(c3ccc(OC)cc3OC)CC2c2ccc3c(c2)OCO3)C1
ZINC40561479	COc1ccc2c(=O)c3c(oc2c1)C(=O)N(CC[NH+](C)C)C3c1ccc(OCc2ccc(Cl)cc2)cc1
ZINC63140221	COc1cc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(CCc4ccccc4)CC(=O)N32)cc(OC)c1OC
ZINC63140452	CCOc1ccccc1C1C2[NH+]=c3ccccc3=C2CC2C(=O)N(Cc3ccc(OC)c(OC)c3)CC(=O)N21
ZINC63141874	CCOc1ccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(Cc4ccccc4OC)CC(=O)N32)cc1OC
ZINC39945215	CC1[NH+]=c2ccccc2=C1C(=O)C(C)OC(=O)c1cc(S(=O)(=O)N(C)Cc2ccccc2)ccc1Cl
ZINC39945218	CC1[NH+]=c2ccccc2=C1C(=O)C(C)OC(=O)c1cc(S(=O)(=O)N(C)Cc2ccccc2)ccc1Cl
ZINC63351072	COC(=O)Cc1c(C)c2ccc(OCC(=O)N3CC4[NH+]=c5ccccc5=C4CC3C(=O)OC)cc2oc1=O
ZINC63363080	COc1ccc(CCN2CC(=O)N3CC(c4ccc(C)cc4)C4=c5ccccc5=[NH+]C4C3(C)C2=O)cc1OC
ZINC63372344	CCOc1c(OC)cccc1C1CN2C(=O)CN(CCCOC(C)C)C(=O)C2(C)C2[NH+]=c3ccccc3=C12
ZINC63373469	CCCOc1ccc(C2CN3C(=O)CN(Cc4ccco4)C(=O)C3(C)C3[NH+]=c4ccccc4=C23)cc1OCC
ZINC63374864	COc1cccc(C2CN3C(=O)CN(CCc4ccccc4F)C(=O)C3(C)C3[NH+]=c4ccccc4=C23)c1OC
ZINC63375039	COc1cc(C2CN3C(=O)CN(CCCOC(C)C)C(=O)C3(C)C3[NH+]=c4ccccc4=C23)ccc1OC(C)C
ZINC63503298	O=C(c1cc2cc(Br)ccc2o1)N1CCC2=c3ccccc3=[NH+]C2C1c1ccc([N+](=O)[O-])cc1
ZINC63526608	COc1ccc2c(c1)=C1CCN(C(=O)C34CC5CC(CC(C5)C3)C4)C(c3ccc(Cl)c([N+](=O)[O-])c3)C1[NH+]=2
ZINC63526610	COc1ccc2c(c1)=C1CCN(C(=O)C34CC5CC(CC(C5)C3)C4)C(c3ccc(Cl)c([N+](=O)[O-])c3)C1[NH+]=2
ZINC63526611	COc1ccc2c(c1)=C1CCN(C(=O)C34CC5CC(CC(C5)C3)C4)C(c3ccc(Cl)c([N+](=O)[O-])c3)C1[NH+]=2
ZINC00626542	OCC[NH+](CCO)CC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21
ZINC06658997	O=C(NC1CCCCC1)C1CCC(CNC(=O)C2Cc3ccccc3C[NH2+]2)CC1
ZINC06857339	COc1cc(C[NH2+]C(C)(C)CC(C)(C)C)cc(Br)c1OCC(N)=O
ZINC07685980	C[NH+](CCOc1ccccc1)CC(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC08253784	CCOc1cc(C[NH2+]C(C)C23CC4CC(CC(C4)C2)C3)cc(Cl)c1OCC(N)=O
ZINC08429799	CCc1ccc(C([NH2+]CC(=O)Nc2ccccc2C(=O)NC2CC2)C(C)C)cc1
ZINC09166334	COc1ccccc1CNC(=O)C(CC(C)C)NC(=O)C1Cc2ccccc2C[NH2+]1
ZINC09472929	CCC[NH+]1CCc2c(sc(NC(=O)CCCSc3ccc(C)cc3)c2C(N)=O)C1
ZINC20477682	CCOc1c(Br)cc(C[NH2+]CCNCCO)cc1Br
ZINC20477757	CCOc1c(Br)cc(C[NH2+]CCNCC(C)O)cc1Br
ZINC20873162	CC(C)(C)NC(=O)COc1ccc(Br)cc1C[NH2+]C(C)(C)CO
ZINC22074857	COc1c(Br)cc(Br)cc1CNCC[NH2+]CC(C)O
ZINC25382094	CC1CC[NH+](C(CNC(=O)c2ccc(OCC(N)=O)cc2)c2cccs2)CC1
ZINC06261882	S=C(NCC[NH+]1CCN(C(=S)NC2CCCCC2)CC1)NC1CCCCC1
ZINC32561827	O=C(NCCc1ccccc1F)C1CC(NCc2cccc(O)c2)C[NH+]1Cc1ccccc1
ZINC39631512	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2cccc(Cl)c2)CC12CC[NH2+]CC2
ZINC39655211	CCCC(C)C(=O)N1CC(C(=O)NCCNc2ccccc2)C2(CC[NH2+]CC2)C1
ZINC39655652	CCC(C)CC(=O)N1CC(C(=O)NCCNc2ccccc2)C2(CC[NH2+]CC2)C1
ZINC43222415	Cc1ccc(CCNC(=O)C2C[NH2+]CC2C(=O)NC(C)CCc2ccccc2)cc1
ZINC43222849	CC(NC(=O)C1C[NH2+]CC1C(=O)NCCCCc1ccccc1)C1CCCCC1
ZINC45804985	CCCC[NH+](CC(N)=O)CC(=O)Nc1ccccc1I
ZINC46253535	CC[NH+](CC)C(CNC(=O)NNC(=O)c1ccccc1Cl)c1ccsc1
ZINC48181303	CC[NH+](CC)C(CNC(=O)Nc1ccc(C(=O)NC)cc1C)c1ccsc1
ZINC48376504	CC[NH+](CC)C(C)CNC(=O)Nc1cc(C(=O)NCC(F)(F)F)ccc1C
ZINC51646942	Cc1cc(C(=O)NCC(C)C)ccc1NC(=O)NC1CC[NH+](CC(F)F)CC1
ZINC53124827	CC(c1ccccc1F)[NH+](C)CC(=O)NCCc1ccc(S(N)(=O)=O)cc1
ZINC54111676	CC(C)[NH+](C)CCNS(=O)(=O)c1c(Br)cc(N)cc1Br
ZINC55748998	CC1CC(C)C[NH+](CC(C)NC(=O)c2cc(S(N)(=O)=O)ccc2Cl)C1
ZINC57945334	Cc1ccc(C)c(OCC(O)C[NH+](C)C(C)c2ccc(S(N)(=O)=O)cc2)c1
ZINC58295805	CCCNC(=O)NC(C)(C)C(=O)NCc1ccccc1C[NH+]1CCCCC1C
ZINC46089650	C[NH+](CC(=O)Nc1ccccc1SCC(N)=O)Cc1csc2ccccc12
ZINC59119236	CC[NH+](CC)C(CNC(=O)NCC(O)c1ccc(F)c(F)c1)c1ccsc1
ZINC59537040	Cc1ccc(NC(=S)C[NH+]2CCC(CNC(=S)Nc3ccc(C)cc3)CC2)cc1
ZINC53404573	CC1CCC[NH+](C(C)(C)CNC(=O)CCCCC2SCC3NC(=O)NC32)C1
ZINC55749534	CC1CC(C)C[NH+](CC(C)NC(=O)CCCCC2SCC3NC(=O)NC32)C1
ZINC62066502	C[NH+](C)C(CNC(=O)CCc1sc(N)nc1-c1cccs1)c1ccco1
ZINC62389418	C[NH+](C)CCN(Cc1ccc(F)c(F)c1)C(=O)Nc1ccccc1CC(N)=O
ZINC62527063	CCC(C)NC(=O)C(C)NC(=O)NCC(c1cccs1)[NH+]1CCC(C)CC1
ZINC63582073	O=C(NNC(=S)Nc1cccc(C(F)(F)F)c1)C1[NH+]=c2ccccc2=C1c1ccccc1
ZINC63662059	CCCNC(=O)NC(C)(C)C(=O)NCC(c1cccs1)[NH+]1CCC(C)CC1
ZINC63704049	CC1CCC[NH+](C(C)(C)CNC(=O)CCCCC2SCC3NC(=O)NC32)C1
ZINC64256080	Cc1ccc(SCC(=O)NNC(=O)NC2CC[NH+](CC(F)F)CC2)cc1
ZINC50631521	O=C(CNC(=O)NCC1CCCC1)NCC1CCC[NH+](Cc2cccs2)C1
ZINC65827683	CC1CC(C)C[NH+](C(C)(C)CNC(=O)/C=C/c2ccc(OCC(N)=O)cc2)C1
ZINC66334946	Cc1cccc(OCC(O)CNC(=O)NCC(C)[NH+]2CCc3ccccc3C2)c1
ZINC66991820	C=CCOc1ccc(C[NH2+]Cc2ccc(C3(C)NC(=O)NC3=O)cc2)cc1Cl
ZINC67233020	CC1CC(C)C[NH+](CC(C)NC(=O)CCCCC2SCC3NC(=O)NC32)C1
ZINC67612884	CC1CCCC(CNC(=O)CCCCC2SCC3NC(=O)NC32)([NH+](C)C)C1
ZINC67612887	CC1CCCC(CNC(=O)CCCCC2SCC3NC(=O)NC32)([NH+](C)C)C1
ZINC67624903	CC1CC[NH+](CC(O)CNC(=O)NCc2ccc(Br)s2)CC1
ZINC03006931	CC(C)CN(CC(C)C)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC[NH+](C)C3)cc1
ZINC08868970	CC[NH+]1CCc2c(sc(NC(=O)C3CCCN3S(=O)(=O)c3ccc(OC)cc3)c2C(N)=O)C1
ZINC08920937	CC(=O)NNC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)sc2c1CC[NH+](C(C)C)C2
ZINC09466635	Cc1ccc(C2=NN(C(=O)C[NH2+]C(C)c3ccc(S(N)(=O)=O)cc3)C(c3cccs3)C2)o1
ZINC09584431	CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)[NH+]1CCN(S(=O)(=O)c2ccc(C#N)cc2)CC1
ZINC09683253	Cc1nn(C2CCS(=O)(=O)C2)c(C)c1C[NH+](C)CC(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC14023349	COc1ccc(S(=O)(=O)N2CCCC(C(=O)Nc3sc4c(c3C(N)=O)CC[NH+](C)C4)C2)cc1
ZINC15707884	CC(C)NC(=O)NC1CC2C(=O)NCC(CCC(=O)N3CCN(c4ccccc4)CC3)[NH+]2C1
ZINC15708434	C#CCNC(=O)CCC1CNC(=O)C2CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)C[NH+]12
ZINC20294931	Cc1c(C(N)=O)sc(NC(=O)C[NH+]2CCN(C(=O)c3ccco3)CC2)c1C(=O)OC(C)C
ZINC20442216	CSc1nc(NCC[NH3+])c2sc3nc(N4CCOCC4)c4c(c3c2n1)CC(C)(C)OC4
ZINC20758590	Cc1ccc(NC(=O)CSc2nc3n[nH]c(C)c3c(=[NH2+])n2-c2ccc(Br)cc2)cc1
ZINC21579684	CCC1(C)NC(=O)N(NC(=O)C[NH+](C)CC(=O)Nc2ccc(Br)cc2C)C1=O
ZINC23259802	COc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)C[NH+](C)C(C)c1ccc(S(N)(=O)=O)cc1
ZINC32768643	COc1cc(C(=O)N2CC[NH+](CC(=O)Nc3cccc(C)c3C)CC2)ccc1OCC(N)=O
ZINC36390073	CC(NC(=O)C[NH+]1CCCC1c1ccc2c(c1)OCCCO2)c1ccc(S(N)(=O)=O)cc1
ZINC24986272	COc1cc(C(=O)NC(C)C(=O)N2CCC3(CC2)NCCc2[nH+]c[nH]c23)cc(OC)c1OC
ZINC38688776	O=C1NC(=O)N(c2ccc(Br)cc2)C(=O)/C1=C/NCCC1=c2cc(O)ccc2=[NH+]C1
ZINC39605456	O=C(NCCCO)C1CN(C(=O)c2cccnc2Sc2ccccc2)CC12CC[NH2+]CC2
ZINC39631563	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)C(C)Oc2ccccc2)CC12CC[NH2+]CC2
ZINC39631849	Cc1ccc(Oc2ncccc2C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)cc1
ZINC39631880	Cc1cc(-c2onc(C)c2C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)no1
ZINC39655568	O=C(NCCNc1ccccc1)C1CN(C(=O)C2COc3ccccc3O2)CC12CC[NH2+]CC2
ZINC39693378	CC(=O)Oc1ccccc1C(=O)N1CC(C(=O)NCCNC(=O)OC(C)(C)C)C2(CC[NH2+]CC2)C1
ZINC39693490	CCSc1ncccc1C(=O)N1CC(C(=O)NCCNC(=O)OC(C)(C)C)C2(CC[NH2+]CC2)C1
ZINC39693491	CCSc1ncccc1C(=O)N1CC(C(=O)NCCNC(=O)OC(C)(C)C)C2(CC[NH2+]CC2)C1
ZINC39693523	CC(C)(C)OC(=O)NCCNC(=O)C1CN(C(=O)C2COc3ccccc3O2)CC12CC[NH2+]CC2
ZINC39142927	CCCCN1C(=O)C(C(=O)N/N=C(\C)C2C(=O)[NH+]=c3ccccc3=C2O)C(O)c2ccccc21
ZINC39709383	CCc1cccc2c1=[NH+]CC=2C(=O)CSC1NNC(c2ccc(F)cc2)[NH+]1CCC(=O)[O-]
ZINC39769477	O=C(CSC1NNC(c2ccncc2)N1c1ccccc1)N/N=C/C1=c2ccccc2=[NH+]C1
ZINC39972289	CCOC(=O)c1c(NC(=O)CN2CC[NH+](Cc3c(C)nn(C)c3C)CC2)sc(C(N)=O)c1C
ZINC44714110	CCn1nc(C)c(Br)c1C(=O)N1CC(C(=O)NC(C)c2c(C)n[nH]c2C)C2(CC[NH2+]CC2)C1
ZINC44714138	Cc1cc(C(=O)N2CC(C(=O)NC(C)c3c(C)n[nH]c3C)C3(CC[NH2+]CC3)C2)c(C(F)(F)F)o1
ZINC44714544	Cc1[nH]c2ccc(C#N)cc2c1CCNC(=O)C1CN(C(=O)c2cccn2C)CC12CC[NH2+]CC2
ZINC44737444	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4c(C)noc4-c4cc(C)on4)CC34CC[NH2+]CC4)[nH]c2c1
ZINC13489292	COC(=O)C(CSC1CCCCC1)n1c(=O)n2n(c1=O)C(C(=O)NCc1ccc(N)[nH+]c1C)C=CC2
ZINC13489294	COC(=O)C(CSC1CCCCC1)n1c(=O)n2n(c1=O)C(C(=O)NCc1ccc(N)[nH+]c1C)C=CC2
ZINC49539685	CCOc1ccc(NC(=O)CSc2nc3n[nH]c(C)c3c(N)[n+]2-c2ccc(CC)cc2)cc1
ZINC12468315	CC(O)c1cc2c(cc1NC(=O)C1=CNN3C1=[NH+]C(c1ccco1)CC3C(F)(F)F)OCO2
ZINC13570712	COc1cc(C(=O)NC(CCSC)C(=O)N2CCC3(CC2)NCCc2[nH+]c[nH]c23)cc(OC)c1OC
ZINC13570712	COc1cc(C(=O)NC(CCSC)C(=O)N2CCC3(CC2)NCCc2[nH]c[nH+]c23)cc(OC)c1OC
ZINC63473051	Cc1ccc(N2C(=O)C3C(c4ccccc4O)[NH2+]C(CC4=c5ccccc5=[NH+]C4)(C(=O)[O-])C3C2=O)cc1
ZINC63514058	COc1cccc(C2[NH2+]C(CC3=c4ccccc4=[NH+]C3)(C(=O)[O-])C3C(=O)N(c4ccccc4)C(=O)C23)c1O
ZINC63557631	CCOCCC1NNC(NC(=O)C2CC(=O)N(CCC3=c4cc(Cl)ccc4=[NH+]C3)C2)S1
ZINC63557995	COc1ccc2c(c1)=C(CCN1CC(C(=O)NC3NNC(Cc4ccccc4)S3)CC1=O)C[NH+]=2
ZINC64137227	Cc1ccccc1C(=O)NC1NC2=C(S1)C(=O)CC(C(=O)NCCC1=c3ccccc3=[NH+]C1)C2
ZINC64137228	Cc1ccccc1C(=O)NC1NC2=C(S1)C(=O)CC(C(=O)NCCC1=c3ccccc3=[NH+]C1)C2
ZINC64409712	COCCNC(=O)CSC1NNC(N2CCN(C(=O)CC3=c4ccccc4=[NH+]C3)CC2)S1
ZINC64480137	CC(NC(=O)Cc1n[nH]c(=O)c2ccccc12)C(=O)NCCC1=c2cc(Cl)ccc2=[NH+]C1
ZINC64674373	O=C(CCNS(=O)(=O)c1ccc2c(c1)OCCO2)NNC(=O)CC1=c2ccccc2=[NH+]C1
ZINC33673028	CCOc1ccc(NC(=O)CSc2nc3n[nH]c(C)c3c(N)[n+]2-c2ccc(Br)cc2)cc1
ZINC04533776	CC([NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)Nc1ccc([N+](=O)[O-])cc1
ZINC01733221	C[NH+]1C(NC(=O)C(C)(C)O)C(C)(C)C(C)(C)C1NC(=O)C(C)(C)O
ZINC05512914	COc1cc2c(c(OC)c1OC)-c1ccc(NCCO)c(=O)cc1C([NH3+])CC2
ZINC05605041	Nc1c(C(=[NH2+])N/N=C/C(Cl)(Cl)Cl)nc2ccccc2[n+]1[O-]
ZINC05017772	NC(=[NH2+])NS(=O)(=O)c1ccc(N/C=C/C(=O)c2cccs2)cc1
ZINC03345533	COc1ccccc1NC(=O)C(C)[NH2+]Cc1ccc(S(N)(=O)=O)cc1
ZINC08789211	CC(=O)Oc1ccc(N2C(=O)C3C(CCC(N)=O)[NH2+]C4(C(=O)Nc5ccccc54)C3C2=O)cc1
ZINC08855928	CS(=O)(=O)NC1CC[NH+](CC(=O)Nc2sccc2C(N)=O)CC1
ZINC08627147	O=C(CC1OC(C[NH2+]Cc2ccccn2)C(O)C1O)Nc1ccccc1
ZINC16589802	C[NH+](CC(=O)Nc1ccccc1Cl)CC(=O)Nc1sccc1C(N)=O
ZINC19323147	CC(C)C12CN3CC(C(C)C)(C[NH+](C1)C3C(O)C(O)C(O)CO)C2=O
