ZINC02780389	Cc1nn(C)cc1C(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC39708053	Cc1ccc2c(c1)=C1N=NC(SCC(=O)Nc3ccc(C)c(Cl)c3)=NC1[NH+]=2
ZINC39708106	Cc1cc(C)cc(NC(=O)CSC2=NC3[NH+]=c4ccc(F)cc4=C3N=N2)c1
ZINC39957834	c1ccc(C2SC3=NNC(C4CCCO4)N3N=C2C2=c3ccccc3=[NH+]C2)cc1
ZINC39981077	Cc1ccc(CNC(=O)CSC2=NC3[NH+]=c4ccc(C)cc4=C3N=N2)cc1
ZINC39981170	O=C(CSC1=NC2[NH+]=c3ccc(Br)cc3=C2N=N1)NC1CCCCC1
ZINC39981283	CCc1ccccc1NC(=O)CSC1=NC2[NH+]=c3ccc(F)cc3=C2N=N1
ZINC35851607	CCc1cccc2c1NC(=O)C21C2C(=O)N(c3cccc(Cl)c3)C(=O)C2C2CCC[NH+]21
ZINC44645911	Cc1ccc(N2N=NNC2SC(C)C(=O)C2=c3ccccc3=[NH+]C2)c(C)c1
ZINC44657929	c1csc(-c2nc(CSC3NN=C(C4=c5ccccc5=[NH+]C4)O3)co2)c1
ZINC46791327	CC1CN(c2ccc(CNC(=O)C3COc4ccc(Cl)cc4C3)c[nH+]2)CC(C)O1
ZINC47281022	CCNC(=O)C[NH+]1CCCN(S(=O)(=O)c2c(C)c(C)c(C)c(C)c2C)CC1
ZINC49765500	O=C(/N=c1\[nH]c2c(s1)C[NH+](Cc1ccccc1)CC2)c1cc2ccccc2oc1=O
ZINC13450473	CC1CCN(C(=O)C2=CC3=[NH+]C(c4ccco4)CC(C(F)(F)F)N3N2)C(C)C1
ZINC15675596	Clc1ccc(-c2noc(C3Cc4[nH]c[nH+]c4CN3Cc3ccccc3)n2)cc1
ZINC41430252	CCOc1ccccc1-c1cc(O)c2cc/c(=[NH+]\C(=O)C3CCCO3)cc-2o1
ZINC38898420	COc1ccc(C2N=[NH+]C(=S)N2/N=C/c2c(O)ccc3ccccc23)cc1
ZINC64151859	Cc1cccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)C2NOC3=C2CCCC3)n1
ZINC64201803	CC(OC(=O)c1ccc2c(c1)N=[NH+]C2)C(=O)Nc1cccc(Cl)c1Cl
ZINC64704779	O=C(CN1C(=O)NC(CC2=c3ccccc3=[NH+]C2)C1=O)c1cccc2ccccc12
ZINC65172213	Cc1ccc(-c2noc(C[NH+]3CCN(CC4(O)CCCCC4)CC3)n2)cc1
ZINC65182047	Cc1ccc2c(c1)=CC(C1NC(CCN(C)C(=O)c3ccc(C)c(C)c3)=NO1)[NH+]=2
ZINC65182581	CC1=c2cc(C)ccc2=[NH+]C1C1NC(CCN(C)C(=O)c2ccc(Cl)cc2)=NO1
ZINC65182586	CC1=c2cc(C)ccc2=[NH+]C1C1NC(CCN(C)C(=O)c2ccc(Cl)cc2)=NO1
ZINC65182693	CC1=c2cc(C)ccc2=[NH+]C1C1NC(CCN(C)C(=O)c2cccc(Cl)c2)=NO1
ZINC66175782	COc1ccc(C)cc1C(C)NC(=O)N(C)C1CC[NH+](C2CCOCC2)CC1
ZINC42912291	CC(C)C[NH+]1CCN(CN2C(=O)NC(C)(c3ccc4ccccc4c3)C2=O)CC1
ZINC04569227	Cc1cc(C)c(C2NC(=O)N(C)C3=C2C(=O)N(CCC[NH+]2CCCCC2C)C3)cc1C
ZINC09338145	CSC1=C(C#N)C2(CCCCC2)C(C#N)C(NC(=O)C[NH+](C)C2CCCCC2)=N1
ZINC11934187	Cc1cccc(N2CCN(C(=O)CC3C(=O)NCC[NH+]3Cc3ccccc3F)CC2)c1C
ZINC12497107	COC(=O)C1(c2ccccc2)[NH2+]C(c2cccs2)C2C(=O)N(c3ccccc3)C(=O)C21
ZINC12809438	CC(=O)c1cc2c(cc1NC(=O)C[NH+]1CCc3sccc3C1c1ccccc1)OCO2
ZINC12924710	O=C(C[NH+]1CCc2sccc2C1c1ccccc1)Nc1ccc([N+](=O)[O-])cc1Cl
ZINC12305896	C[NH+](Cc1cc(-c2ccccc2)no1)Cc1c[nH]nc1-c1cc2ccccc2o1
ZINC15672896	C[NH+](C)CCN1C(=O)c2cc3sccc3n2CC1(C)C(=O)NC1CCCCCCC1
ZINC35641649	CCOC(=O)C1=C(C[NH+]2CCCCC2)N(C)C(=O)NC1c1ccc(Cl)cc1
ZINC35641655	CCOC(=O)C1=C(C[NH+]2CCCCC2C)N(C)C(=O)NC1c1ccc(Cl)cc1
ZINC35641859	CCOC(=O)C1=C(C[NH+]2CCCCC2)N(C)C(=O)NC1c1ccc(C)cc1C
ZINC35991570	CCOC(=O)C1=C(C[NH+]2CCC(C)CC2)N(C)C(=O)NC1c1ccc(F)cc1
ZINC35991680	CCOC(=O)C1=C(C[NH+]2CCCCC2C)N(C)C(=O)NC1c1cccc(C)c1
ZINC15079519	O=C1NCC[NH+](Cc2cccc(Oc3ccccc3)c2)C1CC(=O)N1CCCCC1
ZINC38570381	O=C(NCCc1ccccc1F)C1=CC2=c3ccccc3=[NH+]C2C(c2ccc3c(c2)OCO3)=N1
ZINC38789390	O=C1[NH+]=c2cc3c(cc2=CC1CNc1ccc(OCc2ccccc2)cc1)OCO3
ZINC36685791	Cc1ccc2c(c1)c1c3n2CC[NH+](CC(=O)N/N=C\c2ccc(N(C)C)cc2)C3CCC1
ZINC39011895	COC(=O)C1[NH+]=c2cc(OC)ccc2=C1NC(=O)C12CC3CC(CC(Cl)(C3)C1)C2
ZINC39573661	COC(=O)C(C)SC1NN=C(C2=c3ccccc3=[NH+]C2)N1c1cccc(C)c1
ZINC39935159	C1=CC(C2Nc3ccccc3-c3nnc(SCc4ccccc4)nc3O2)[NH+]=C1
ZINC39981008	Cc1ccc2c(c1)=C1N=NC(SCC(=O)Nc3ccc(C(F)(F)F)cc3)=NC1[NH+]=2
ZINC40038433	CCOC(=O)c1c(NC(=O)c2oc3cc(C)cc(C)c3c2C)sc2c1CC[NH+](C)C2
ZINC41151289	Clc1cccc(N2CCN(c3nc(NCc4ccco4)c4ccccc4[nH+]3)CC2)c1
ZINC43746795	Cc1c(CC(=O)N2CCCC3=CC4CC(C[NH+]5CCCCC45)C32)c(=O)oc2cc(O)ccc12
ZINC45800739	Cc1ccn(C(=O)c2ccc(S(=O)(=O)NC(C)(C)C)cc2)/c(=[NH+]/C2CCCCC2)c1
ZINC08782372	COC(=O)c1ccc(C2C(C(=O)c3ccccc3)C(C)Nc3[nH+]c4ccccc4n32)cc1
ZINC56612839	CCN(C(=O)NCc1ccc(N2CCCC2)[nH+]c1)C(C)c1cc2ccccc2o1
ZINC59264637	O=C(NCC(c1cccs1)[NH+]1CCCC1)N1CCCC1c1ccc2c(c1)OCCO2
ZINC12848455	CCC1CCCCN1C(=O)C1=CNN2C1=[NH+]C(c1ccc(OC)cc1)CC2C(F)(F)F
ZINC14651162	CC[NH+](CC)CCn1/c(=N/C(=O)c2oc3ccccc3c2C)[nH]c2ccccc21
ZINC39980131	O=S(=O)(/N=C1\N=c2ccccc2=[NH+]C1Nc1ccc(Cl)cc1Cl)c1ccccc1
ZINC63375248	Cc1c(C)c2ccc(OCC(=O)NCCC3=c4ccccc4=[NH+]C3)c(C)c2oc1=O
ZINC63375382	Cc1coc2cc3c(cc12)C(C)C(CC(=O)NCCC1=c2ccccc2=[NH+]C1)C(=O)O3
ZINC18022571	Oc1c(/C=[NH+]/CC2CCCO2)c(-c2ccccc2)nn1-c1nc2ccccc2s1
ZINC63572004	COCCCNC(=O)N1CCC2=c3ccccc3=[NH+]C2C1c1ccc(OC)cc1
ZINC38966111	Cc1cccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2cc(C)ccc2C)c1
ZINC38966296	Cc1ccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2cccc(C)c2)cc1
ZINC18068097	CC1(C)CC(N/C=C2/C(=O)N(c3nc4ccccc4s3)N=C2C(F)(F)F)CC(C)(C)[NH2+]1
ZINC18068097	CC1(C)CC(/N=C/c2c(C(F)(F)F)[nH]n(-c3nc4ccccc4s3)c2=O)CC(C)(C)[NH2+]1
ZINC64002187	O=C(NCC1Cc2c(F)ccc(-c3ncccn3)c2O1)C1CCCC2=c3ccccc3=[NH+]C21
ZINC64414529	O=C(CN1CCN(c2ccc(Cl)cc2)C1=O)NCCC1=c2ccccc2=[NH+]C1
ZINC64567038	CCc1csc2[nH+]c(C)c(NC(=O)COc3ccc(C(C)C)cc3)c(=O)n12
ZINC64978335	COc1ccc2c(c1)=[NH+]C(C(=O)NCc1ccc3c(c1)CCN3C(=O)c1cccc(C)c1)C=2
ZINC64978336	COc1ccc2c(c1)=[NH+]C(C(=O)NCc1ccc3c(c1)CCN3C(=O)c1cccc(C)c1)C=2
ZINC65182115	Cc1ccc2c(c1)=CC(C1NC(CCN(C)C(=O)c3ccc(C(C)C)cc3)=NO1)[NH+]=2
ZINC65182570	CCC1=c2cc(C)ccc2=[NH+]C1C1NC(CCN(C)C(=O)c2ccc(C)cc2)=NO1
ZINC65182680	CC1=c2cc(C)ccc2=[NH+]C1C1NC(CCN(C)C(=O)CC2CCCCC2)=NO1
ZINC65182684	CC1=c2cc(C)ccc2=[NH+]C1C1NC(CCN(C)C(=O)CC2CCCCC2)=NO1
ZINC65182702	CC1=c2cc(C)ccc2=[NH+]C1C1NC(CCN(C)C(=O)c2cc(C)cc(C)c2)=NO1
ZINC66186959	Cc1c(C(C)NC(=O)N(C)C2CC[NH+](C3CCOCC3)CC2)oc2ccccc12
ZINC66986038	CC1CCC[NH+](C(C)(C)CNC(=O)N2CCN(C(=O)C3CCCCC3)CC2)C1
ZINC02651171	O=S(=O)(c1cc(C(F)(F)F)ccc1Cl)N1CC[NH+](CC(O)COc2cccc(Br)c2)CC1
ZINC06149032	CCC(C)(C)n1nnnc1C(c1cc2c(C)cc(C)cc2[nH]c1=O)[NH+](Cc1ccccc1)Cc1cccs1
ZINC06149113	CCC(C)(C)n1nnnc1C(c1cc2cc(C)cc(C)c2[nH]c1=O)[NH+](Cc1ccccc1)Cc1cccs1
ZINC06077575	CCOc1ccc2[nH]c(=O)c(C(c3nnnn3C(C)(C)CC)[NH+]3CCN(c4cc(C)ccc4C)CC3)cc2c1
ZINC06077754	CCOc1ccc2[nH]c(=O)c(C(c3nnnn3C(C)(C)CC)[NH+]3CCN(c4cc(C)ccc4C)CC3)cc2c1
ZINC00907470	Cc1ccc2[nH]c(=O)c(C(c3nnnn3C3CCCCC3)[NH+]3CCN(c4nc5ccccc5s4)CC3)cc2c1
ZINC09433320	CC(C)CN1C(=O)c2ccccc2C(C(=O)NCCC[NH+](Cc2ccco2)C2CCCC2)C1c1cccs1
ZINC09433322	CC(C)CN1C(=O)c2ccccc2C(C(=O)NCCC[NH+](Cc2ccco2)C2CCCC2)C1c1cccs1
ZINC02449566	CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)C[NH+]3CCn4c5c(c6cc(C)ccc64)CCCC53)c12
ZINC09831442	CC(C)[NH+](CCNC(=O)CCc1nnc2n(Cc3ccc(F)cc3)c(=O)c3ccccc3n12)Cc1ccco1
ZINC10315666	Cc1c(C[NH2+]CCSc2nnnn2-c2ccccc2)c2ccccc2n1Cc1ccc(Cl)cc1Cl
ZINC12498019	COC(=O)C1(c2ccccc2)[NH2+]C(c2ccc(N(C)C)cc2)C2C(=O)N(c3ccc4c(c3)OCCO4)C(=O)C21
ZINC12498021	COC(=O)C1(c2ccccc2)[NH2+]C(c2ccc(N(C)C)cc2)C2C(=O)N(c3ccc4c(c3)OCCO4)C(=O)C21
ZINC13065138	CCC(c1nnnn1CCc1ccccc1)[NH+](Cc1ccc(F)cc1)Cc1cc2ccc(C)c(C)c2[nH]c1=O
ZINC06410001	Cc1ccc2cc(C(c3nnnn3C3CCCCC3)[NH+](Cc3ccccc3)Cc3cccs3)c(=O)[nH]c2c1
ZINC13146152	CC(C)CCn1c(=O)c2ccccc2n2c(C[NH+]3CCC(C(O)(c4ccccc4)c4ccccc4)CC3)nnc12
ZINC13495845	CCC(c1nnnn1Cc1ccc(F)cc1)[NH+](CCc1ccccc1)Cc1cc2cc(C)cc(C)c2[nH]c1=O
ZINC06442868	Cc1cc(C)c2cc(C(c3nnnn3Cc3ccccc3)[NH+]3CCN(c4cccc(C)c4C)CC3)c(=O)[nH]c2c1
ZINC09311979	CC[NH+](CC)CCCN1C(=O)C(=O)/C(=C(/O)c2ccc3c(c2)CC(C)O3)C1c1ccc(Br)cc1
ZINC12497968	CCCC1(C(=O)OCC)[NH2+]C(c2ccc(OC)cc2OC)C2C(=O)N(c3ccc4c(c3)OCCO4)C(=O)C21
ZINC19955551	Cc1ccc(-c2ccc(C(=O)NCC3CC4C=CC3C43CC3)c(N3CCC([NH+]4CCC(O)CC4)CC3)n2)s1
ZINC21090373	Cc1ccc(/C=C/c2onc(C)c2S(=O)(=O)N2CCC(C(=O)NCC[NH+](C)C3CCCCC3)CC2)cc1
ZINC30828310	CCOC(=O)c1ccc(N2CC[NH+](CC)CC2)c(NC(=O)c2cc([N+](=O)[O-])ccc2N2CCC(C)CC2)c1
ZINC32960887	COc1ccc(C(CNC(=O)C2Cc3ccccc3CN2S(=O)(=O)c2ccc(Cl)cc2)[NH+](C)C)cc1
ZINC35097080	Cc1ccccc1C(=O)N1CC[NH+](CCN(CC2=CCC3CC2C3(C)C)C(=O)Nc2ccc(Cl)cc2)CC1
ZINC35591777	Cc1cccc(COC2(C(=O)NCC[NH+](C)C)CC(OCc3cccc(Cl)c3)C3OC(C)(C)OC3C2)c1
ZINC35642029	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)C(C)C)CC2)N(CC)C(=O)NC1c1ccc(Cl)c(Cl)c1
ZINC35642035	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)C3CC3)CC2)N(CC)C(=O)NC1c1ccc(Cl)c(Cl)c1
ZINC35646539	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)c3cccs3)CC2)N(CC)C(=O)NC1c1ccc(OC)cc1
ZINC35745398	COc1ccc(C(O)(c2ccc(OC)cc2)c2ccc(C[NH+](Cc3ccc(C)s3)CC3CCCO3)o2)cc1
ZINC35926300	O=C(c1ccccc1Cl)N1CCCN(c2nc(C[NH+]3CCN(c4ccccc4F)CC3)cc(=O)[nH]2)CC1
ZINC35926667	CCC(C(=O)N1CCN(c2nc(C[NH+]3CCN(Cc4ccc(F)cc4)CC3)cc(=O)[nH]2)CC1)c1ccccc1
ZINC36013832	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)C3CCCC3)CC2)N(CC)C(=O)NC1c1ccc(C(C)C)cc1
ZINC36013871	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)c3cccs3)CC2)N(CC)C(=O)NC1c1ccc(Cl)cc1
ZINC36122163	CC(C)NC(=O)N(CC[NH+]1CCCC1)CC(=O)N1CCc2sccc2C1COc1ccc(C(C)C)cc1
ZINC37264027	Cc1ccccc1-n1nc(C(C)(C)C)c2c1N(CC(=O)NCC[NH+](C)C)C(=O)CSC2c1ccsc1
ZINC01318672	CCOc1ccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(C4CC[NH+](Cc5ccccc5)CC4)CC(=O)N32)cc1OC
ZINC38596018	COc1cc(C(=O)NC(C)C(c2cccs2)N2CC[NH+](Cc3ccccc3)CC2)c([N+](=O)[O-])cc1OC
ZINC38596020	COc1cc(C(=O)NC(C)C(c2cccs2)N2CC[NH+](Cc3ccccc3)CC2)c([N+](=O)[O-])cc1OC
ZINC39609039	Cc1ccc(Cl)c(C(=O)N2CC(C(=O)NC3CCCC3OCc3ccccc3)C3(CC[NH2+]CC3)C2)c1F
ZINC40410690	Cc1ccccc1OCC(=O)c1ccc2c(c1)N(Cc1ccc(C(=O)NCC[NH+]3CCCCC3)o1)C(=O)CO2
ZINC36024455	CCC(C)C1[NH2+]C2(CCN(S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)N(Cc2ccc(F)cc2)C1=O
ZINC36028117	CCC(C)C1[NH2+]C2(CCN(S(=O)(=O)c3ccc(C)cc3)CC2)N(CCc2ccc(OC)c(OC)c2)C1=O
ZINC52636936	COc1cc2c(cc1CCOCCCc1cccc(C)n1)CC1=C(c3ccc(-c4ccc(O)cc4)cc3)N=[NH+]C12
ZINC01821179	COc1ccc(/C=N/n2cc(-c3ccccc3)[nH+]c2/N=C/c2cc(Br)cc(Br)c2O)cc1
ZINC41585982	CCCOC(=O)c1ccc(Oc2c(C)oc3c(CN4CCN(c5cccc[nH+]5)CC4)c(O)ccc3c2=O)cc1
ZINC63205565	COc1ccc(C(C(=O)NC2CCCCC2)N(Cc2ccco2)C(=O)CC2=c3ccccc3=[NH+]C2)cc1OC
ZINC63351383	CC(=O)C1CCC2C3CCC4=C/C(=N/OCC(=O)NCCC5C=c6ccccc6=[NH+]5)CCC4(C)C3CCC12C
ZINC63375837	CC(C)CCNC(=O)c1ccccc1N1C(=O)C2CC3=c4ccccc4=[NH+]C3C(c3ccc(F)cc3)N2C1=O
ZINC63426767	Cc1ccc(NC(=O)CSC2N=NC(C(CC3=c4ccccc4=[NH+]C3)NC(=O)OC(C)(C)C)O2)c(C)c1
ZINC03415934	Cc1ccc(Sc2ccc(NC(=O)Cn3nc(C(=O)[O-])c4ccccc4c3=O)cc2)c(C)c1
ZINC09260519	O=C([O-])c1ccc(COc2ccccc2/C=C2/NC(=O)N(Cc3ccc(F)cc3)C2=O)cc1
ZINC09856503	Cc1ccc(C2C3=C(CCCC3=O)Nc3nc(SCc4ccc(C(=O)[O-])cc4)nn32)cc1
ZINC02344096	Cc1cc(OC(C)C(=O)NCC2CCC(C(=O)[O-])CC2)c2c3c(c(=O)oc2c1)CCCC3
ZINC02631621	O=C([O-])COc1cccc(C2=CC(c3ccc(Cl)cc3)n3nc(C(F)(F)F)nc3N2)c1
ZINC13013732	Cc1c(C(=O)[O-])oc2ccc(CCC3(C)Nc4ccccc4C(=O)N3Cc3ccco3)cc12
ZINC13016283	C=CCn1c(SC(C)C(=O)Nc2cc(C)ccc2C)nc2cc(C(=O)[O-])ccc2c1=O
ZINC13020579	Cc1ccc(-c2nnc(SC(C)C(=O)Nc3cc(F)ccc3F)n2CC(=O)[O-])cc1
ZINC13048665	Cc1ccc(C)c(NC(=O)CSc2nc3cc(C(=O)[O-])ccc3c(=O)n2CC(C)C)c1
ZINC13048850	Cc1ccc(NC(=O)CSc2nc3cc(C(=O)[O-])ccc3c(=O)n2CC(C)C)c(F)c1
ZINC13052354	COc1ccc(Cl)cc1CSc1nc2cc(C(=O)[O-])ccc2c(=O)n1CC(C)O
ZINC13184367	CN(CC(=O)Nc1ccccc1C(=O)[O-])C(=O)c1ccccc1Sc1ccccc1C#N
ZINC13210731	COc1ccc(C2(C)Nc3ccccc3C(=O)N2c2ccccc2OC)cc1CC(=O)[O-]
ZINC13219975	Cn1c(SCC(=O)NC(c2ccccc2)c2cccs2)nc2cc(C(=O)[O-])ccc2c1=O
ZINC13231276	CC(C)CNC(=O)CSc1nc2cc(C(=O)[O-])ccc2c(=O)n1-c1ccccc1F
ZINC13241873	C=CCn1c(SCC(=O)Nc2cc(F)ccc2C(=O)[O-])nc2sc(C)c(C)c2c1=O
ZINC13241999	COc1cc(NC(=O)CSc2nc(C)nc3sc4c(c23)CCC4)c(Cl)cc1C(=O)[O-]
ZINC13242490	CC(C)Cn1c(SCC(=O)Nc2cc(F)ccc2C(=O)[O-])nc2ccccc2c1=O
ZINC13244606	CCn1c(SCC(=O)Nc2cc(F)ccc2C(=O)[O-])nc2cc3ccccc3cc2c1=O
ZINC13266583	CC(NC(=O)CSc1nc2cc(C(=O)[O-])ccc2c(=O)n1-c1ccccc1)c1cccs1
ZINC13444189	COc1cc(C(=O)[O-])c(NC(=O)/C=C/c2ccc(Br)s2)c(OC)c1OC
ZINC13444578	CC(C)C(NC(=O)CSc1nc2cc(C(=O)[O-])ccc2c(=O)n1C)c1cccs1
ZINC15446447	O=C(NC(CC1CCS(=O)(=O)CC1)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC08652569	COc1nc2nc(SC(CC(=O)[O-])C(=O)c3ccc(Cl)cc3)[nH]c2c2ccccc12
ZINC05955481	O=C([O-])c1cccc(S(=O)(=O)NN2C(=O)CSC2c2ccc(Cl)cc2Cl)c1
ZINC19796775	COC(=O)c1c(NC(=O)CSc2nc3c(c(=O)[nH]2)CCC3)sc2c1CCC(C)C2
ZINC20920491	CCOc1cc2c(cc1OCC)C(CC(=O)[O-])N(C(=O)Nc1ccc(F)c(Cl)c1)CC2
ZINC22574480	COC(=O)c1c([N-]S(=O)(=O)c2ccc(NC(C)=O)cc2)sc2c1CCC(C(C)(C)C)C2
ZINC26771628	CCC(C)C(NC(=O)Cc1c(C)c2cc3c(-c4ccccc4)coc3c(C)c2oc1=O)C(=O)[O-]
ZINC13567380	COc1ccc(C2CC(=O)Nc3nc(SCc4ccccc4F)nc([O-])c32)cc1OC
ZINC35694153	COC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3cccnc3)N2C1c1ccccc1F
ZINC35697586	COC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccccn3)N2C1c1ccc(C)cc1
ZINC09348333	COC(=O)C1C([O-])=NC(SCC(=O)Nc2ccccc2C)=C(C#N)C1c1ccccc1C
ZINC04199847	Cc1ccc(-c2c(C)sc(NC(=O)C3C4CCC(O4)C3C(=O)[O-])c2C(=O)OC(C)C)cc1
ZINC39457666	Cc1c(-c2ccccc2O)c2c(n1[O-])-c1nc3ccccc3c(S(=O)(=O)C(C)C)c1C(=O)CC2
ZINC13249472	O=C([O-])c1ccc(Cl)c(S(=O)(=O)/N=c2\ccc([NH+]3CCCCC3)c3cc[n-]cc2-3)c1
ZINC39928827	CCCOc1ccccc1C1(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])CCC1
ZINC44320912	O=C(NC(Cc1ccc2c(c1)OCCCO2)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC13014921	COC(=O)c1c(C)[nH]c(C(=O)COc2c(Cl)cc(Cl)c(Cl)c2C(=O)[O-])c1C
ZINC13255544	C=CCn1c(SCc2cc(=O)[nH]c3sc(C(=O)[O-])c(C)c23)nnc1C1CCCCC1
ZINC13255583	Cc1c(C(=O)[O-])sc2[nH]c(=O)cc(CSc3nnc(-c4ccc(Cl)cc4)n3C)c12
ZINC46642933	O=C(CC1OC(=O)c2ccccc21)Nc1cccc(S(=O)(=O)[N-]c2ccccc2Cl)c1
ZINC46815853	C=CCn1c([S-])nc2cc(C(=O)NC(C)c3cc(OC)c(OC)cc3C)ccc2c1=O
ZINC57380981	CNC(=O)c1cc(S(=O)(=O)[N-]c2cc(Cl)c(OC)cc2OC)c(Cl)cc1Cl
ZINC35167055	Cc1ccc(/N=C2\SC(C(=O)Nc3cccc(C(=O)[O-])c3)CC(=O)N2C)cc1Cl
ZINC14291491	O=S(=O)(Cc1ccc(Cl)cc1)Nc1ccc(S(=O)(=O)[N-]c2nccs2)cc1
ZINC02380145	Cc1ccc(N2C(=O)C([N-]S(=O)(=O)c3ccc(Cl)cc3)(C(F)(F)F)N=C2O)cc1
ZINC02380145	Cc1ccc(N2C(=O)C(NS(=O)(=O)c3ccc(Cl)cc3)(C(F)(F)F)N=C2[O-])cc1
ZINC39984402	CC1C=NC(NC(=O)c2ccc3nc([N-]S(=O)(=O)c4ccc(Cl)cc4)sc3c2)S1
ZINC13174498	N#CC1=C(SCC(=O)NCc2ccccc2)N=C2CCCC([O-])=C2C1c1ccc2c(c1)OCO2
ZINC13174498	N#CC1=C(SCC(=O)NCc2ccccc2)NC2=C(C(=O)CCC2)C1c1ccc2c(c1)OCO2
ZINC64982512	Cc1cc(C)cc(OC(C)C(=O)Nc2ccc(S(=O)(=O)[N-]c3nccs3)cc2)c1
ZINC06014932	COc1ccc2[nH]c(=O)c(C(c3nnnn3C(C)(C)C)[NH+](Cc3ccco3)Cc3cccs3)cc2c1
ZINC06135228	CCc1ccc2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)[NH+]3CCN(c4ccc(F)cc4)CC3)cc2c1
ZINC09045745	O=C1C(=O)N(CCC[NH+]2CCOCC2)C(c2cccc([N+](=O)[O-])c2)/C1=C(\O)c1ccco1
ZINC09324925	CC[NH+](CC)CCn1c2c(c(SCC(=O)Nc3ccccc3[N+](=O)[O-])nc1=O)CCC2
ZINC09118582	CC(C)NS(=O)(=O)c1ccc(N2CC[NH+](C(C)c3nc4ccccc4s3)CC2)c([N+](=O)[O-])c1
ZINC09516694	COCC(C)NS(=O)(=O)c1ccc(N2CCC[NH+](Cc3ccc(Cl)cc3)CC2)c([N+](=O)[O-])c1
ZINC09569154	COc1cc(C(=O)NCC(c2ccc(N(C)C)cc2)[NH+]2CCCC2)c([N+](=O)[O-])cc1OC
ZINC09796018	COCC[NH+](CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccco1)Cc1nc2ccccc2c(=O)[nH]1
ZINC09796874	COc1ccccc1-n1nnnc1SCC(=O)NCC1([NH+]2CCOCC2)CCCCC1
ZINC11787917	CC(C)CCC1(C2CCN(C(=O)c3noc4c3CCCC4)CC2)NC(=O)N(CC[NH+](C)C)C1=O
ZINC11840799	CN(Cc1nc(-c2cccnc2)no1)C(=O)CC1C(=O)NCC[NH+]1CCCc1ccccc1
ZINC12132248	COCc1ccc(C(=O)NC(CC(C)C)c2nnc3n2CC[NH+](Cc2ccc(OC)c(C)c2)CC3)o1
ZINC12244472	COc1ccccc1CCNC(=O)C1CC(n2cnnn2)C[NH+]1Cc1ccc(OCc2ccccc2)cc1
ZINC12371321	COc1ccc(CC[NH2+]CC2=NOC(Cc3cc4c(c(OC)c3OC)OCO4)C2)cc1OC
ZINC12498212	CCCC1(C(=O)OC)[NH2+]C(c2ccc(OC)c(OC)c2)C2C(=O)N(c3cccc(C(C)=O)c3)C(=O)C21
ZINC12712888	CCC(C)(C)n1nnnc1C(c1cc2cc(OC)c(OC)cc2[nH]c1=O)[NH+]1CCCC(C)C1
ZINC12717369	CCc1ccc2[nH]c(=O)c(C[NH+](Cc3ccc4c(c3)OCO4)Cc3nnnn3C(C)(C)C)cc2c1
ZINC13065531	Cc1cc(C)c2[nH]c(=O)c(C[NH+](Cc3ccc4c(c3)OCO4)Cc3nnnn3Cc3ccc(F)cc3)cc2c1
ZINC13500616	CCOC(=O)Cn1nnnc1C(C(C)C)[NH+](Cc1cc2cccc(C)c2[nH]c1=O)C1CCCC1
ZINC14993638	COc1cc(OC)c(C[NH+]2CCc3nnc(C(CC(C)C)NC(C)=O)n3CC2)c(OC)c1
ZINC14996733	COc1ccc(C[NH+]2CC(Sc3ccc(F)cc3)CC2C(=O)NCc2nonc2C)c(OC)c1OC
ZINC16042192	CC[NH+](CC)CCCN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2cccc([N+](=O)[O-])c2)C1=O
ZINC08920306	O=C1C(=O)N(CCC[NH+]2CCOCC2)C(c2ccc([N+](=O)[O-])cc2)/C1=C(\O)c1ccc(Cl)cc1
ZINC09241700	COc1ccc(/C(O)=C2\C(=O)C(=O)N(CC[NH+](C)C)C2c2ccc([N+](=O)[O-])cc2)cc1Cl
ZINC08586413	CCOc1ccc2nc(O)c(C(c3nnnn3Cc3ccco3)[NH+]3CCC(C)CC3)cc2c1
ZINC08586267	COc1ccc2cc(C[NH+](CCc3ccccc3)Cc3nnnn3Cc3ccco3)c(O)nc2c1
ZINC20876734	COc1cc(C[NH2+]CCSc2nnnn2C)cc(Br)c1OCc1ccc2c(c1)OCO2
