ZINC04219119	O=C([O-])c1c[nH]c2cc(Br)c(Br)cc12
ZINC43675590	O=C([O-])CCS(=O)(=O)Cc1sccc1Br
ZINC61150243	CN(C(=O)c1cc2c(s1)CCCCCC2)C(C)(C)C(=O)[O-]
ZINC61178930	CCN(C(=O)c1csc(Br)c1)C(C)CC(=O)[O-]
ZINC61215575	CCN(CC(C)C(=O)[O-])C(=O)c1csc2c1CCCC2
ZINC61364845	O=C([O-])CSc1nccn1C1CCCc2sccc21
ZINC61589184	O=C([O-])C1(Oc2cccc3cccnc23)CCCSC1
ZINC62118983	O=C([O-])C1CCN(C(=O)CSc2ccc(F)c(F)c2)C1
ZINC62913221	Cc1ccccc1SCC(=O)N1CCC(C)(C(=O)[O-])C1
ZINC62913274	Cc1ccc(SCC(=O)N2CCC(C)(C(=O)[O-])C2)cc1
ZINC62913988	CSc1ccc(C)c(C(=O)N2CCC(C)(C(=O)[O-])C2)c1
ZINC67215670	Cc1nc([S-])sc1CC(=O)N(Cc1ccncc1)C1CC1
ZINC06617313	CC1(C)C2CCC1(C)C(Sc1ncccc1C(=O)[O-])C2=O
ZINC12937128	O=C([O-])c1ccccc1SCC(=O)N1CCc2ccccc2C1
ZINC13170903	CC(Sc1ccc(Cl)cc1)C(=O)N1CCCC(C(=O)[O-])C1
ZINC13171032	O=C([O-])C1CCCN(C(=O)/C=C/c2ccc(Br)cc2)C1
ZINC19517461	Cc1cc([N-]S(=O)(=O)c2cccnc2)ccc1Br
ZINC20376341	CC1CCC2c3c(SCCCC(=O)[O-])ncnc3SC2C1
ZINC27925341	CC(=O)c1sc(/N=C(\[O-])C(Cl)(Cl)Cl)nc1C
ZINC37452636	CCc1ccc(C(=O)N2C(C(=O)[O-])CC3CCCCC32)s1
ZINC37586300	O=C([O-])CN(C(=O)c1cc2c(s1)CCCC2)C1CCCC1
ZINC37590539	CCC(C)N(CC(=O)[O-])C(=O)c1cc2c(s1)CCC(C)C2
ZINC37680818	C=C(Br)CSc1nc(CC)nc(C)c1C(=O)[O-]
ZINC37680820	C=C(Br)CSc1nc(C2CC2)nc(C)c1C(=O)[O-]
ZINC37827656	CC(C)C(C)(CC(=O)N1CCCC1c1cccs1)C(=O)[O-]
ZINC37832177	O=C([O-])C1CC=CCC1C(=O)N1CCCC1c1ccsc1
ZINC37832199	CC(C)C(C)(CC(=O)N1CCCC1c1ccsc1)C(=O)[O-]
ZINC37835321	Cc1ccc(C(C)N(C)C(=O)C2CC=CCC2C(=O)[O-])s1
ZINC17511188	C=CCO/C([O-])=C1\C(C)=NC(SC)=C(C#N)C1c1cccs1
ZINC41881859	CCC1COCCN1C(C)(C(=O)[O-])c1ccc(SC)cc1
ZINC41941644	CC1(C)Cc2cccc(OC3(C(=O)[O-])CCSCC3)c2O1
ZINC43687886	Cc1nn(Cc2cc(Br)cs2)c(C)c1C(=O)[O-]
ZINC44591823	CCc1ccc(C(=O)N2CCc3sccc3C2C(=O)[O-])s1
ZINC48619117	C/C(=C\C([O-])=N\S(=O)(=O)c1cccs1)c1ccccc1
ZINC48896209	O=C([O-])CC1(CC(=O)N2CCCSCC2)CCCCC1
ZINC48925999	CSc1ccc(C(C)(C(=O)[O-])N2CCOCC2(C)C)cc1
ZINC49417487	CC(C)S(=O)(=O)/N=C(\[O-])CSc1ccc2c(c1)CCC2
ZINC49417833	CC(C)S(=O)(=O)/N=C(\[O-])CSc1ccccc1Cl
ZINC49418063	CC(C)S(=O)(=O)/N=C(\[O-])CSc1ccc(Cl)cc1
ZINC49418072	CC(C)S(=O)(=O)/N=C(\[O-])c1cc(Cl)sc1Cl
ZINC49501692	Cc1cc(/C([O-])=N/S(=O)(=O)c2cc(C)sc2C)c(C)s1
ZINC49501768	Cc1cc(S(=O)(=O)/N=C(\[O-])c2cc(C)c(C)s2)c(C)s1
ZINC49594563	O=C([O-])/C=C/c1ccc(C(=O)N2CCc3sccc3C2)s1
ZINC50558678	Cc1nc(CN(C)c2ccc(/C=C/C(=O)[O-])cc2C)cs1
ZINC51394109	O=C([O-])C1CCC(CSc2ccc(C(F)(F)F)cn2)O1
ZINC54294936	Cc1ccccc1SCC(=O)N1CCCC(CC(=O)[O-])C1
ZINC55580045	C#Cc1cccc([N-]S(=O)(=O)c2ccc(Cl)c(C#N)c2)c1
ZINC16129259	O=S(=O)([N-]c1cccnc1Cl)c1ccc(F)c(F)c1
ZINC59881101	CC(C)CN(CC(=O)[O-])C(=O)c1cc2c(s1)CCC(C)C2
ZINC61179521	CCN(C(=O)c1csc2c1CCC(C)C2)C(C)CC(=O)[O-]
ZINC61589363	Cc1ccc2cccc(OC3(C(=O)[O-])CCCSC3)c2n1
ZINC62118639	O=C([O-])C1CCN(C(=O)C2(c3ccc(Br)cc3)CC2)C1
ZINC62118715	CC(Sc1ccc(Cl)cc1)C(=O)N1CCC(C(=O)[O-])C1
ZINC62844754	CCC1(C(=O)[O-])CCN(C(=O)/C=C/c2sccc2C)CC1
ZINC62869873	CCC1(C(=O)[O-])CCCN(C(=O)CSc2ccccc2)C1
ZINC62869967	CCC1(C(=O)[O-])CCCN(C(=O)/C=C/c2ccc(C)s2)C1
ZINC62913261	CC1(C(=O)[O-])CCN(C(=O)/C=C/c2ccc(Br)cc2)C1
ZINC62913732	Cc1ccc(SCCC(=O)N2CCC(C)(C(=O)[O-])C2)cc1
ZINC62913765	CC1(C(=O)[O-])CCN(C(=O)CSCc2ccc(Cl)s2)C1
ZINC63131697	CC1CCCCC1(Sc1ccc(S(C)(=O)=O)cc1)C(=O)[O-]
ZINC64243959	O=S(=O)([N-]c1nccs1)c1ccc(F)c(C(F)(F)F)c1
ZINC67001053	CSCC(C)/C([O-])=N/S(=O)(=O)c1ccc(C)cc1C
ZINC13205287	Cc1ccc(-c2nnc(SCC(=O)c3cc(C)n(CCC4=CCCCC4)c3C)n2CC(=O)[O-])cc1
ZINC13271520	CC(C)C(C(=O)[O-])n1c(SCC(=O)N(Cc2ccccc2)C(C)(C)C)nnc1-c1cccs1
ZINC13443931	CCOc1ccc(-c2nnc(SCCOC(c3ccccc3)c3ccccc3)n2CC(=O)[O-])cc1
ZINC09177660	CCCCOc1ccc(C(=O)C2=C([O-])C(=O)N(Cc3cccnc3)C2c2cccc([N+](=O)[O-])c2)cc1C
ZINC09312544	CCCCCOc1cccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCOC)c1
ZINC09373709	COCCN1C(=O)C([O-])=C(C(=O)c2ccc3c(c2)CC(C)O3)C1c1cccc(OCCC(C)C)c1
ZINC24116542	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCN3CCOCC3)C2c2ccc(C(C)C)cc2)cc1C
ZINC08934689	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCCn3ccnc3)C2c2ccc(C(C)(C)C)cc2)cc1
ZINC33437760	CCCCOc1cccc(C(=O)C2=C([O-])C(=O)N(Cc3ccco3)C2c2ccc(C(=O)OC)cc2)c1
ZINC33478368	CCCCOc1cccc(C(=O)C2=C([O-])C(=O)N(CCCn3ccnc3)C2c2ccc(CC)cc2)c1
ZINC33522856	CCCCCOc1cccc(C2C(C(=O)c3cc4cccc(OC)c4o3)=C([O-])C(=O)N2CCOC)c1
ZINC33522935	COCCCN1C(=O)C([O-])=C(C(=O)c2cc3cccc(OC)c3o2)C1c1cccc(OCCC(C)C)c1
ZINC33537742	CCCCCOc1cccc(C2C(C(=O)c3ccc(C)cc3)=C([O-])C(=O)N2c2nc(C)c(C(C)=O)s2)c1
ZINC33538748	Cc1ccc(C(=O)C2=C([O-])C(=O)N(CCCn3ccnc3)C2c2cccc(OCCC(C)C)c2)cc1
ZINC09308646	CCOc1cc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCOC)ccc1OCCC(C)C
ZINC16733256	C=CCOc1ccc(C2C(C(=O)c3ccc(OCC)c(Cl)c3)=C([O-])C(=O)N2CCCOC)cc1
ZINC33814326	CCCCCOc1ccc(C2C(C(=O)c3c(C)nc4ccccn34)=C([O-])C(=O)N2CCCOC)cc1OCC
ZINC34918326	C=CCOc1cccc(C2C(C(=O)c3ccc(OCC)cc3)=C([O-])C(=O)N2c2nc(C)c(C(C)=O)s2)c1
ZINC34921077	CCCCOc1ccc(C2C(C(=O)c3ccc(OCC)cc3)=C([O-])C(=O)N2Cc2ccco2)cc1OCC
ZINC34931922	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(Cc3ccco3)C2c2cccc(OCCC(C)C)c2)cc1
ZINC34953920	COc1cc(C2C(C(=O)c3cc(C)ccc3C)=C([O-])C(=O)N2Cc2cccnc2)ccc1OCCC(C)C
ZINC35420233	CCCCCOc1cccc(C2C(C(=O)c3c(C)nc4ccccn34)=C([O-])C(=O)N2Cc2ccco2)c1
ZINC35484180	CCCCCOc1cccc(C2C(C(=O)c3nc4c(C)cccn4c3C)=C([O-])C(=O)N2CCOC)c1
ZINC35484696	CCCCCCOc1ccc(C2C(C(=O)c3nc4c(C)cccn4c3C)=C([O-])C(=O)N2Cc2ccco2)cc1
ZINC35567692	CCCCCCOc1ccc(C2C(C(=O)c3sc(C)nc3C)=C([O-])C(=O)N2Cc2ccco2)cc1
ZINC35568496	CCCCCCOc1ccc(C2C(C(=O)c3sc(C)nc3C)=C([O-])C(=O)N2CC2CCCO2)cc1
ZINC35696565	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N(C)Cc3ccccc3)N2C1c1cccc(OC)c1
ZINC35922132	CCOC(=O)C1CCCN(C(=O)CCc2nnc(-c3ccc(OCc4cccc(F)c4)cc3)nc2[O-])C1
ZINC36242469	Cc1ccc(SC(C)(C)C2OCC(C/C=C\CCC(=O)[O-])C(c3cccnc3)O2)c([N+](=O)[O-])c1
ZINC13140459	CCCCCCSc1nc([O-])c(C2OC(=O)c3c2ccc(OC)c3OC)c(=O)n1-c1ccccc1
ZINC16734658	CCCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCOC)cc1
ZINC39997651	CCOc1ccc(/C=C(C#N)/C([O-])=N/c2nnc(SCc3ccccc3F)s2)cc1OCC
ZINC39999643	CCCCCCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C([O-])C(=O)N2c2nnc(SCC)s2)cc1
ZINC40000048	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SCC)s3)C2c2cccc(OCC)c2)cc1
ZINC40000057	CCCCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SCC)s3)C2c2ccccc2)cc1
ZINC40000058	CCCCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SCC)s3)C2c2ccc(C)cc2)cc1
ZINC40000162	CCOc1ccc(C2C(C(=O)c3ccc(OCC)c(C)c3)=C([O-])C(=O)N2c2nnc(SCC)s2)cc1
ZINC40003128	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SC)s3)C2c2ccc(OCCC)cc2)cc1
ZINC40003217	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SCCCC)s3)C2c2cccnc2)cc1
ZINC40004021	CCCCCCOc1ccc(C2C(C(=O)c3c(C)nc4c(C)cccn34)=C([O-])C(=O)N2Cc2ccco2)cc1
ZINC40027326	C=CCOc1ccc(C2C(C(=O)c3ccc(OCCC)c(C)c3)=C([O-])C(=O)N2CC=C)cc1OCC
ZINC40029279	C=CCN1C(=O)C([O-])=C(C(=O)c2cccc(OCC)c2)C1c1ccc(OCCCC)c(OCC)c1
ZINC40084585	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(OC(C)C)cc2C)C1c1ccc(OCCC)c(OCC)c1
ZINC40098387	C=CCOc1ccc(C2C(C(=O)c3cc4cccc(OC)c4o3)=C([O-])C(=O)N2CCCC)cc1OCC
ZINC40099635	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCCC)C2c2ccc(OCCC(C)C)c(OC)c2)cc1
ZINC40109201	CCCCN1C(=O)C([O-])=C(C(=O)c2cccc(OCc3ccc(C)cc3)c2)C1c1cccc([N+](=O)[O-])c1
ZINC52603553	CCCCC1N=C(c2cccc(C(=O)OC)n2)CN1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1
ZINC59104757	CCOc1ccc(OCC)c(N2C(=O)N=C([O-])/C(=C\c3cc(Cl)c(OC(C)C)c(OCC)c3)C2=O)c1
ZINC59461213	COc1cc([N-]S(=O)(=O)c2ccc(/N=C/c3ccc(OCc4ccccc4)cc3)cc2)nc(OC)n1
ZINC19632663	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
ZINC00112579	O=C([O-])C1CC(=O)N(c2ccc(OC(F)(F)F)cc2)C1
ZINC00112576	O=C([O-])C1CC(=O)N(c2ccc(OC(F)(F)F)cc2)C1
ZINC00123119	CC(=O)/C(Sc1nnc(C(F)(F)F)n1C)=C(/C)[O-]
ZINC21518400	CC(=O)c1ccc(S(=O)(=O)[N-]c2cccc(C)n2)cc1
ZINC34937319	CC(Sc1ncccc1C(=O)[O-])C(=O)N1CCCC1
ZINC35281948	CC(C)C1(C)CC(=O)N(c2sccc2C(=O)[O-])C1=O
ZINC35281956	CC(C)C1(C)CC(=O)N(c2ccsc2C(=O)[O-])C1=O
ZINC35699288	Cc1ccc(CN(C)C(=O)C2CC=CCC2C(=O)[O-])o1
ZINC35701931	CCCC(Sc1nc(C)cc(=O)n1C)C(=O)[O-]
ZINC37833134	COCC(C)N(C)C(=O)C1CCCCC1C(=O)[O-]
ZINC40552527	CCC(C)N(CC(=O)[O-])C(=O)N1CC(C)CC(C)C1
ZINC42355562	CC1CCCC(N(C)C(=O)c2ccc(C(=O)[O-])nc2)C1
ZINC42447564	CCC1CCN(C(=O)N(CC)CCC(=O)[O-])CC1
ZINC43413949	O=C([O-])CC1(CN2CCCS2(=O)=O)CCCCC1
ZINC43425315	CC(C)C(C)(CC(=O)N1CCOC2CCCC21)C(=O)[O-]
ZINC43586792	CCN(CC)C(=O)N1CCCC(CCC(=O)[O-])C1
ZINC44352700	O=C([O-])c1ccc(C(=O)N2CCCC2C2CCCC2)cn1
ZINC44593076	CCN(CC)C(=O)N1CCc2sccc2C1C(=O)[O-]
ZINC48529926	Cn1cc(/C=C/C([O-])=C(/C#N)C(=O)c2ccsc2)cn1
ZINC48761539	COC(C)/C([O-])=N/S(=O)(=O)c1cc(C)ccc1C
ZINC48869581	O=S(=O)(/N=C(\[O-])C1CC2CCC1C2)N1CCCC1
ZINC49135003	COC(C)/C([O-])=N/S(=O)(=O)c1ccc(C)cc1
ZINC49135063	COC(C)/C([O-])=N/S(=O)(=O)c1ccc(C)c(C)c1
ZINC49264126	CC1CN(/C([O-])=C(\C#N)C(=O)C2CC=CCC2)CC(C)O1
ZINC50568052	CC(CN(C)C(=O)N1CCCC(C)C1C)C(=O)[O-]
ZINC50927446	CCN(CC)C(=O)N1CCC(CCC(=O)[O-])CC1
ZINC51394886	O=C([O-])C1CCC(Cn2ccnc2-c2cccs2)O1
ZINC51395683	O=C([O-])C1CCC(CN2CCOC3CCCCC32)O1
ZINC51602637	COCC(C)CN1C(=O)CC(C)C(C(=O)[O-])C1C
ZINC51602641	COCC(C)CN1C(=O)CC(C)C(C(=O)[O-])C1C
ZINC35208109	CC(C)N1CCN(C(=O)c2ccc(C(=O)[O-])s2)CC1
ZINC48769741	Cc1occc1CN(C)C(=O)c1ccc(C(=O)[O-])s1
ZINC36854349	O=C([O-])c1ccc(SC2CC(=O)N(C3CC3)C2=O)cc1
ZINC61213424	CCN(C(=O)N(C)C1CCCC1)C(C)CC(=O)[O-]
ZINC61761679	CC(Sc1nccn(C(C)(C)C)c1=O)C(=O)[O-]
ZINC61863621	CC1CCCC(C)N1C(=O)c1ccc(/C=C/C(=O)[O-])cn1
ZINC61917482	O=C(CC1(C(=O)[O-])CCCCC1)N1CCCOCC1
ZINC62136372	O=C([O-])C1CCN(C(=O)N(CC(F)(F)F)C2CC2)C1
ZINC62705493	CCn1cc(C(=O)[O-])c(=O)c2cc(OC(C)C)cc(C)c21
ZINC62762917	CS(=O)(=O)c1ccc(OC2CCCC2C(=O)[O-])cc1
ZINC62762944	CS(=O)(=O)c1cccc(OC2CCCC2C(=O)[O-])c1
ZINC62843324	CN(CC(F)(F)F)C(=O)N1CCC(C)(C(=O)[O-])CC1
ZINC62845162	CCCC1(C(=O)[O-])CCN(C(=O)C2CCOC2)CC1
ZINC62869630	CCC1(C(=O)[O-])CCCN(C(=O)c2cccc(C#N)c2)C1
ZINC62872908	CC1(C(=O)[O-])CCCN(S(=O)(=O)c2ccccc2)C1
ZINC62872909	CC1(C(=O)[O-])CCCN(S(=O)(=O)c2ccccc2)C1
ZINC62874818	CCC1(C(=O)[O-])CCCN(c2nc(C)ccc2C#N)C1
ZINC62914123	CC(C)Oc1cccc(C(=O)N2CCC(C)(C(=O)[O-])C2)c1
ZINC62960439	CCCN(CC(=O)[O-])C(=O)N1CCC2(CCCC2)CC1
ZINC63155830	N#Cc1ccc([N-]S(=O)(=O)CC2CCCO2)cc1
ZINC04096054	O=C1CCCC(O)C1
ZINC01462461	CCCn1nnnc1N
ZINC05018864	CN/C(=C\[N+](=O)[O-])OC
ZINC05160326	CNNC(C)=O
ZINC01870004	CSNC(C)=O
ZINC05224543	OCC1OC(O)CC1O
ZINC05372216	C/N=C(/NN)SC
ZINC05734707	COC1C=NNC1
ZINC14986316	CC(CC#N)ON
ZINC01644845	Cc1ncc(N)cn1
ZINC02044241	CC(=O)NC(C)C(C)=O
ZINC02510253	C#CCNC(N)=O
ZINC02565141	ON1CNC(=S)NC1
ZINC03860564	OC1C=CC(O)CC1
ZINC03957139	O=P1(O)CSC1
ZINC08698312	NC(=O)C(F)Cl
ZINC16697986	O=C1CCC(O)CN1
ZINC18556069	Nc1cnc2ncnn2c1
ZINC17024968	Cc1nc(N)n(C)n1
ZINC16890072	Cn1nnnc1N
ZINC02382956	Nc1nc2cncnc2[nH]1
ZINC17748851	NNc1ncccn1
ZINC05819380	c1cn(-c2nc[nH]n2)cn1
ZINC16931802	Nc1nc(O)ns1
ZINC17024975	CN(C)c1n[nH]c(N)n1
ZINC17176641	N#CCc1nnc(N)o1
ZINC15442065	O=S(O)C1CC1
ZINC32183006	OC1CC2COC(C1)O2
ZINC34200260	OCC1CCOCO1
ZINC34474379	C=CC(=O)NNC(C)=O
ZINC34928959	N#CC1(CO)CC1
ZINC35116965	N#CCSCCO
ZINC37628730	C=C=C(OC)C(C)O
ZINC04692512	Nn1cnnc1
ZINC39052923	[NH2+]=C1N=CN=C2[N-]CN=C12
ZINC39053332	Cc1cnc(NN)nc1
ZINC39053584	N#Cc1cncnc1NN
ZINC39067245	CC(=O)/C(C=O)=N\N
ZINC39078107	C1=CN2C=NNC2=CC=N1
ZINC39095620	OC1C2COC1CNN2
ZINC39095957	C1NC2(CNNC2)CO1
ZINC39123481	OP(O)n1cncn1
ZINC39131955	OCCC1OC1CCO
ZINC39329740	NC1N=CN=N1
ZINC39947828	OCC1=CC(CO)N=N1
ZINC39957347	Cc1ncncc1CO
ZINC45325906	CC(C)OCC(N)C#N
ZINC52832373	N#CNCCCO
ZINC58517471	OCCc1cocn1
ZINC05784074	Nc1cn[nH]c1
ZINC05784074	NC1=CN=NC1
ZINC04529935	O=C1NC(=O)C(=CC(Cl)(Cl)Cl)C(=O)N1
ZINC15424378	CCc1nc(N)nc2c1C(=O)CC(c1ccco1)C2
ZINC04741320	Cc1nc(N)nc2c1C(=O)CC(c1ccco1)C2
ZINC12861607	Nc1nccnc1C(=O)N1CCCCCCC1
ZINC20086496	Cc1n[nH]c2c1C(c1ccsc1)C1=C(COC1=O)N2
ZINC20215693	Cn1cc(C(=O)N2CCCc3cc(N)ccc32)cn1
ZINC21367533	O=C1NC(c2cccs2)c2c(-c3ccco3)n[nH]c21
ZINC26456817	N#CC1(C(=O)N2CCC(C(N)=O)CC2)CCCC1
ZINC33358839	Nc1nccn2c(C3CCC3)nc(C#Cc3cccnc3)c12
ZINC35187387	CC(=O)Nc1ccc(C(=O)N2CCCC(O)C2)s1
ZINC36131821	CCC1COC(C)CN1c1c(N)c(C)nn1C
ZINC36809375	Nc1cnn(CC(=O)N2CCC3CCCCC3C2)c1
ZINC00071116	N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1ccncc1
ZINC13142440	O=C(Nc1nc2c(c(=O)[nH]1)CCCC2)C1CC1
ZINC38053305	Nc1cc2c(c(Cn3cc(Cl)cn3)c1)OCOC2
ZINC38548913	Cc1ccc(S(=O)(=O)N2CCN(N)CC2)cc1
ZINC39024622	CC1=C2C(N=N1)OC(N)=C(C#N)C2c1cccs1
ZINC39326375	NC(=O)C1N=NN=C1I
ZINC39955433	CC(C)(C)n1nc(C2CCCO2)c(C#N)c1N
ZINC40470247	O=C([O-])C1CCCN1C(=O)C1CC2CCCCC2[NH2+]1
ZINC40494234	CC(C)(C)NC(=O)c1cc2c([nH]c1=O)CCCC2=O
ZINC42410870	Cc1cc(C)nc(Oc2ccc(N)cc2C#N)n1
ZINC42420229	O=C([O-])C1CCCCC1C(=O)N1CCC[NH2+]CC1
ZINC42471561	O=S(=O)(c1ccc(O)cc1)N1CCCC(O)C1
ZINC42614827	CC(=O)N1CCCN(c2ccc3cc(N)ccc3n2)CC1
ZINC43423366	Cc1ncc(N)cc1C(=O)N1CCOC2CCCC21
ZINC44293447	N#CC1(C(=O)N2CCCCC2C(N)=O)CCCC1
ZINC44765314	N#CC1(C(=O)N2CCCC2C(N)=O)CCCCCC1
ZINC44765766	Cc1n[nH]c(C)c1NC(=O)C1(C#N)CCCCC1
ZINC45164042	CNC(=O)c1sc2nc(C)[nH]c(=O)c2c1C
ZINC45955407	Cc1nc2c(Cl)nc(N)nc2n1CC1CC1
ZINC48089286	CC(=O)NNC(=O)c1ccc2ncsc2c1
ZINC11639145	O=C(NC1CS(=O)(=O)CC1O)C1CCCCC1
ZINC50585736	Cc1nnc(-n2nc(C)c(Cl)c2C)c(CN)c1C
ZINC50706884	CC1c2ccsc2CCN1C(=O)c1ccc(N)nn1
ZINC51331103	Cc1ccnc(Sc2c(N)c(C)nn2C)n1
ZINC51728625	CC1CCN(C(=O)Cn2cc(N)cn2)C(C)C1
ZINC51989172	Cc1nn(C)c(C)c1C(=O)NC1CCCCC1O
ZINC54107638	Cc1c(C(=O)Nc2ccc3c(c2)CCCN3)cnn1C
ZINC54459869	Nc1nn(Cc2ncccn2)cc1Br
ZINC55175843	Cc1nc(N)sc1C(=O)N1CCOC2CCCC21
ZINC55490046	Cc1cc(C)nc(/N=C(\N)N2CCCCC2C)n1
ZINC58431097	Nc1ccc(N2CCN(c3ccncn3)CC2)cc1
ZINC44892965	Cc1n[nH]c2c1C(c1cccnc1)SCC(O)=N2
ZINC44892965	Cc1n[nH]c2c1C(c1cccnc1)SCC(=O)N2
ZINC62115632	O=C([O-])C1CC2CCCCC2N1C(=O)C1CC[NH2+]C1
ZINC62710310	Nc1nc(-c2cccnc2)cc(-c2ccco2)n1
ZINC62805589	O/N=C1\COc2cc(OC3CCCC3O)ccc21
ZINC20739551	N#Cc1ccc(C2SCC(O)=Nc3n[nH]cc32)cc1
ZINC20739551	N#Cc1ccc(C2SCC(=O)Nc3n[nH]cc32)cc1
ZINC20720472	OC1=Nc2n[nH]cc2C(c2cccnc2)SC1
ZINC20720472	O=C1CSC(c2cccnc2)c2c[nH]nc2N1
ZINC65375114	OC1CC2CCC(C1)N2c1ncnc2[nH]ccc12
ZINC04602286	CC1(C)OCC(C2OC3OC(C)(C)OC3C2(O)O)O1
ZINC02194381	CC(=O)NNC1=NC2CS(=O)(=O)CC2S1
ZINC04218888	O=C1NC(=S)NC(=O)C1C1CCS(=O)(=O)C1
ZINC10494747	Nc1cc(=O)n2c(n1)SC1CS(=O)(=O)CC12
ZINC12402496	CC1(C)OCC(C2OC3OC(C)(C)OC3C2(O)O)O1
ZINC23027328	O=C(NC1CCS(=O)(=O)C1)c1ccc[nH]c1=O
ZINC05224742	O=C(NC1C=CS(=O)(=O)C1)NC1C=CS(=O)(=O)C1
ZINC35611884	Cc1nc(C2CC2)[nH]c(=O)c1C(=O)N1CCCC(O)C1
ZINC35648443	CN(C)C(=O)N1CCCC(C(=O)NC2CCC(O)CC2)C1
ZINC33821698	N#CC12C(N)=NC3(OCCO3)C1(C#N)C2c1ccco1
ZINC00072388	CN(C)N1C(N)=C(C#N)C(c2cccnc2)C2=C1CCCC2=O
ZINC38095225	Cc1ncc(N)cc1C(=O)N1CCS(=O)(=O)CC1
ZINC39358993	O=C1CCCC2=C1C(C1N=CC=N1)C1=C(O)N=NC1N2
ZINC39468858	COC1=CC2CC3COP(=O)([O-])N[NH+]3CC2C=C1SC
ZINC39468889	COC1=CC2CC3COP(=O)([O-])N[NH+]3CC2CC1=O
ZINC39469423	CCOP1(=O)NN2CC3C=C(O)C(=O)CC3CC2CO1
ZINC40328362	Nc1ncn(CC(=O)N2CCOC3CCCCC32)n1
ZINC40380884	NS(=O)(=O)N1CCN(C(=O)C(F)(F)F)CC1
ZINC40415161	Cc1nn(C)c(C)c1NC(=O)C1=NNC(=O)CC1
ZINC40433404	Cn1ncc2c1CCCC2NC(=O)c1ccc(=O)[nH]c1
ZINC40551207	O=C([O-])C1CCCN1C(=O)NC1C[NH+]2CCC1CC2
ZINC40573594	C[NH+]1CCC(NC(=O)N2CSCC2C(=O)[O-])CC1
ZINC40716488	C[NH+]1CCCC(NC(=O)N2CSCC2C(=O)[O-])C1
ZINC40933049	CCn1c(C)c(N)c(=O)n1C1CCS(=O)(=O)C1
ZINC42372581	O=S(=O)(N1CCNCC1)N1CCCC(O)C1
ZINC44764481	N#CC1(C(=O)N2CCCC(C(N)=O)C2)CCOCC1
ZINC44764893	N#CC1(C(=O)N2CCC(C(N)=O)CC2)CCOCC1
ZINC48482715	Cc1nc(NC(=O)N2CCCC(CO)C2)nn1C
ZINC48630441	NS(=O)(=O)C1CCCN(C(=O)C2CCOC2)C1
ZINC48645342	CNC(=O)N1CCC(C(=O)NC2CCS(=O)(=O)C2)CC1
ZINC49499356	O=C(NC1CCCNC1=O)C1CCS(=O)(=O)C1
ZINC49571543	O=C([O-])C1CCCN1C(=O)NC1CC[NH+]2CCCC12
ZINC50103519	[O-]c1cc(C[NH+]2CCCC(O)C2)nc2ncnn12
ZINC50671834	Nc1ncc(S(=O)(=O)N2CCOC3CCCC32)cn1
ZINC50891825	NS(=O)(=O)C1CCCN(C(=O)c2cnccn2)C1
ZINC54493482	NC1CS(=O)(=O)CC1N1CCN(c2nccs2)CC1
ZINC60841802	CNC(=O)C1CCN(C(=O)c2cnc3[nH]nc(C)c3c2)CC1
ZINC61591213	O=c1[nH][nH]c(=S)n1C1CCS(=O)(=O)CC1
ZINC61705566	Cc1nc(C(C)C)[nH]c(=O)c1C(=O)N1CCC(O)C1
ZINC61705948	Cc1nc(C2CC2)[nH]c(=O)c1C(=O)N1CCC(O)C1
ZINC61842741	N#Cc1ncn(Cc2nc(N)c3ccsc3n2)n1
ZINC61844713	O=C(/N=c1\[nH]cn[nH]1)C1CCCN1C(=O)C1CC1
ZINC62084260	Cc1nn(C)c(N2CCN(S(C)(=O)=O)CC2)c1N
ZINC62098827	Cc1nc(C(C)C)[nH]c(=O)c1C(=O)N1CCNC(=O)CC1
ZINC62133245	O=C([O-])C1CC[NH+](C2CS(=O)(=O)CC2O)C1
ZINC62366748	CC1(n2ncc3c(N)ncnc32)CCS(=O)(=O)C1
ZINC62943342	CC(NC(=O)N1CCC[NH+]2CCCC2C1)C(=O)[O-]
