ZINC03897368	S=C1NCCOCCNC(=S)NCCOCCN1
ZINC22502902	CCC(=O)N1CCCc2ccc(NC(=O)Nc3cc(OC)cc(OC)c3)cc21
ZINC03232634	N#Cc1cccc(NC(=O)CSC2=NN/C(=C3/C=Nc4ccccc43)O2)c1
ZINC35183151	COC(=O)C1Cc2c([nH]c3ccccc23)C(c2cccc([N+](=O)[O-])c2)N1
ZINC36093507	COc1cc(/C=N\NC(=O)C2COc3ccc(C(C)(C)C)cc3O2)ccc1O
ZINC14479266	COc1ccc(C2Nc3c(O)ccc([N+](=O)[O-])c3C3C=CCC32)cc1OC
ZINC13914302	CCOc1cc(C2CC(=O)Nc3ccc4ccccc4c32)cc([N+](=O)[O-])c1O
ZINC36626994	Cc1cccc2sc(NC(=O)CN3C(=O)NC4(CCCCC4C)C3=O)nc12
ZINC37350124	Nc1onc(-c2ccc([N+](=O)[O-])o2)c1-c1ccc(Br)cc1
ZINC00642633	COC(=O)C1=C(C)N=C2SC(C#N)=C(N)N2C1c1cccc(OC)c1
ZINC06552777	CC(C)c1ccc(C2(C)NC(=O)N(CC(=O)NC3(C#N)CCCC3)C2=O)cc1
ZINC02616802	COc1ccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)cc1
ZINC38744980	Oc1ccccc1-c1nnc2n1NC(C1C=C(c3ccccc3)N=N1)S2
ZINC13986794	CC1CCC/C(=N\NC(=O)c2ccc(C(=O)N/N=C3\CCCC(C)C3)o2)C1
ZINC39327575	COc1cc(C2C(C#N)=C(N)OC3N=NC(C)=C32)ccc1OC1CCCC1
ZINC39353086	COc1cc(/C=N/NC(=O)C2C=C(C(C)(C)C)N=N2)cc(Cl)c1O
ZINC39444745	CC1=C(C(=O)N/N=C/C2C=NN=C2c2ccccc2)C(c2ccccc2)NO1
ZINC39590765	COc1ccc(C2=NN3C(NNC3C3C=C(c4ccccc4)N=N3)S2)cc1
ZINC47712020	COC(=O)Nc1cccc(NC(=O)N2CCCC2c2cccc(OC)c2)c1
ZINC48638206	O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)C(=O)NC1CCCCCCC1
ZINC49471336	Cc1cc(=O)[nH]c2cc(NC(=O)/C=C\c3ccc([N+](=O)[O-])cc3)ccc12
ZINC50062934	COc1ccc(C(NC(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)C2CC2)cc1
ZINC19320792	COc1ccc2nc(N=C3NCN(C4CCCCCC4)CN3)nc(C)c2c1
ZINC05263594	Nn1c(SCN2C(=O)c3ccccc3C2=O)nnc1-c1ccc(F)cc1
ZINC59104964	COc1ccc(NC(=O)N/N=C/c2cc(Br)c(N(C)C)o2)cc1
ZINC59856202	Cn1c(SCc2c(Cl)cccc2[N+](=O)[O-])nnc1-c1ccc(N)cc1
ZINC60102948	Cc1cc(C)c(COc2ccc(S(N)(=O)=O)cc2[N+](=O)[O-])c(C)c1
ZINC64374469	Cc1cc(=O)[nH]c(-c2ccc(NC(=O)/C=C/c3ccc4c(c3)OCO4)cc2)n1
ZINC64757278	COc1ccc(NC(=O)Nc2ccc3nnc(C(C)C)n3c2)cc1Cl
ZINC67028961	CCC1=C(C(=O)OC)C(c2cc([N+](=O)[O-])c(F)cc2F)NC(=S)N1
ZINC67029287	CC1=C(C(=O)OC(C)C)C(c2cc([N+](=O)[O-])c(F)cc2F)NC(=S)N1
ZINC04257538	CCc1cc2c(=O)c(-c3ccc4c(c3)OCO4)c(C)oc2cc1OC1OC(CO)C(O)C(O)C1O
ZINC04229169	Cc1ccc(NC(=O)c2ccccc2NC(=O)C(=O)N/N=C/c2cc3ccccc3[nH]c2=O)cc1
ZINC02520341	CCOC(=O)c1c(NC(=O)C(=O)N/N=C/c2ccc(O)cc2O)sc2c1CCC(C)C2
ZINC05371510	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)COC(C)C)CC3O
ZINC05371512	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)COC(C)C)CC3O
ZINC05437408	CC1NC(=O)C(NC(=O)OCc2ccccc2)COC(=O)C(C(C)C)NC(=O)CCCCNC1=O
ZINC02682661	NS(=O)(=O)c1ccc(NC(NC(=O)c2ccc([N+](=O)[O-])cc2)C(Cl)(Cl)Cl)cc1
ZINC03302136	Cc1cc(C)c(C)c(S(=O)(=O)NC(C)C(=O)OCC(=O)Nc2sc3c(c2C(N)=O)CCC3)c1C
ZINC00953434	CC(Nc1n[nH]c(=O)[nH]c1=O)C(=O)N/N=C/c1c(OCc2ccccc2)ccc2ccccc12
ZINC08831322	NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(-c3ccccc3[N+](=O)[O-])o2)cc1
ZINC06088854	Cc1cc(NS(=O)(=O)c2ccc(Nc3nc(-c4ccc(O)cc4O)cs3)cc2)no1
ZINC09703970	CCOC(=O)c1c(NC(=O)CN2C(=O)NC(CC)(c3ccccc3)C2=O)sc(C(N)=O)c1C
ZINC09876126	O=C(CNc1cccc(S(=O)(=O)N2CCCC2)c1)Nc1cc2[nH]c(=O)[nH]c2cc1Br
ZINC10114920	O=C(NCc1ccccc1OC(F)F)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1
ZINC14849421	CCCCn1c(N)c(N(Cc2ccccc2)C(=O)CCC2Cc3ccccc3NC2=O)c(=O)[nH]c1=O
ZINC16320850	CC(=O)NC(=S)Nc1ccc(NC(=S)NC(=O)/C=C/c2ccc(Cl)c([N+](=O)[O-])c2)cc1
ZINC19354560	CCC1(C)NC(=O)N(NC(=O)CSc2nnc(COc3ccc(C(C)C)cc3)n2N)C1=O
ZINC20214386	CCOC(=O)C1=C(CN2CCC(C(N)=O)CC2)NC(=O)NC1c1ccc(OC(C)C)cc1
ZINC20527456	COc1ccc(O)c(/C=N/Nc2nnc(SCC(=O)C3C4CC5CC(C4)CC3C5)n2N)c1
ZINC20527639	CN(C)c1ccc(/C=N/Nc2nnc(SCC(=O)Nc3c(F)cccc3F)n2N)cc1
ZINC20528091	N#Cc1c(NC(=O)CSc2nnc(N/N=C/c3ccc(F)cc3)n2N)sc2c1CCCC2
ZINC20832489	CC(C)Sc1nnc(NC(=O)CSc2n[nH]c(N/N=C/c3ccccc3O)n2)s1
ZINC20914325	COC(=O)c1ccc(/C=N/Nc2nnc(SCC(=O)Nc3cc(C)cc(C)c3)n2N)cc1
ZINC20918384	Cc1ccc(/C=N/Nc2nnc(SCCC(=O)Nc3nc4ccccc4s3)n2N)cc1
ZINC20920564	Cc1ccc(NC(=O)CSc2nnc(N/N=C/c3cnn(C(C)C)c3)n2N)c(Br)c1
ZINC20920663	CC(C)n1cc(/C=N/Nc2nnc(SCC(=O)NCc3ccc(Cl)c(Cl)c3)n2N)cn1
ZINC21080018	N#Cc1cccc(NC(=O)CSc2n[nH]c(N/N=C/c3cc(Br)ccc3O)n2)c1
ZINC21318392	C/C(=N\Nc1nnc(SCC(=O)Nc2c(F)cccc2F)n1N)c1ccc2c(c1)OCO2
ZINC23634932	CC1CCCCC1NC(=O)NC(=O)CSc1nnc(-c2ccc(OC(F)F)cc2)n1N
ZINC23634934	CC1CCCCC1NC(=O)NC(=O)CSc1nnc(-c2ccc(OC(F)F)cc2)n1N
ZINC24139646	CCC1(c2ccccc2)NC(=O)N(NC(=O)CSc2nc(-c3ccccc3)cn2N)C1=O
ZINC25758952	CC[C@@H](C)[C@@H](NC(=O)CCC(=O)[O-])C(=O)N[C@@H](C)C(=O)[NH+]=c1ccc2c(C)cc(O)oc-2c1
ZINC32971114	NC(=O)C1([NH+]2CCCCC2)CCN(c2ccc(C(=O)[O-])cc2NS(=O)(=O)c2cccs2)CC1
ZINC13724576	CC(=O)Nc1ccc(S(=O)(=O)/N=c2/[nH]c(CC(=O)Nc3ccc(O)cc3)cs2)cc1
ZINC39362275	COc1ccc(N2C(SCC(=O)Nc3ccccc3)=NNC2Cc2cc(=O)[nH]c(=O)[nH]2)cc1
ZINC39362336	COc1ccc(NC(=O)CSC2=NNC(Cc3cc(=O)[nH]c(=O)[nH]3)N2c2ccc(OC)cc2)cc1
ZINC39362774	O=C(CSC1=NNC(Cc2cc(=O)[nH]c(=O)[nH]2)N1c1ccc(F)cc1)Nc1ccc(F)cc1
ZINC39362859	O=C(CSC1=NNC(Cc2cc(=O)[nH]c(=O)[nH]2)N1c1ccc(F)cc1)NCCc1ccccc1
ZINC39665069	O=C([O-])c1ccc2c(=O)[nH]c(CSC3NNC(c4ccco4)[NH+]3C3CCCCC3)nc2c1
ZINC45442133	CCC1(C)NC(=O)N(NC(=O)CSc2nnc(-c3ccc(C(C)(C)C)cc3)n2N)C1=O
ZINC45601348	CCOC(=O)C1=C(COC(=O)c2ccc(C)c(S(N)(=O)=O)c2)NC(=O)NC1c1ccco1
ZINC20610613	COc1ccc(Cn2c(=O)[nH]c([O-])c(C3[NH2+]CCc4c3[nH]c3ccc(OC)cc43)c2=O)cc1
ZINC57316653	NC(=O)c1c(NC(=S)NC(=O)/C=C/c2ccc(N3CCOCC3)c([N+](=O)[O-])c2)sc2c1CCC2
ZINC58990169	Nn1c(SCC(=O)N/N=C/c2cc(Br)ccc2O)nnc1-c1cccc([N+](=O)[O-])c1
ZINC33726327	Nc1nc(SCC(=O)Nc2c(Br)cc(Br)cc2[N+](=O)[O-])n[nH]1
ZINC20292207	COc1ccc(NC(=O)CSc2nnc(N/N=C/c3cccc(Br)c3)n2N)cc1OC
ZINC59599119	COc1cc(/C=N/NC(=O)Nc2ccc(C)cc2)ccc1Oc1c(N)n(C)c(=O)n(C)c1=O
ZINC60319061	CC(C)Cn1ccc2cc(NC(=O)CCNc3ccc(S(N)(=O)=O)cc3[N+](=O)[O-])ccc21
ZINC64775484	COc1ccc(C2CC(=O)c3cc(C(=O)Nc4ccc(S(N)(=O)=O)cc4)c(=O)[nH]c3C2)cc1
ZINC67207052	COc1cc(C2NC(=S)NC(O)(C(F)(F)F)C2C(=O)c2ccccc2)cc([N+](=O)[O-])c1O
ZINC00801317	Cc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3cn2C(CO)(CO)CO)cc1
ZINC01088026	CCN1C(=O)C2(C(C#N)=C(N)Oc3c2oc(CO)cc3=O)c2ccccc21
ZINC05351826	NC(=O)C1CCN(C(=O)C(=O)NCC2COC3(CCCCC3)O2)CC1
ZINC05035786	O=C1CC(=O)Nc2cc(S(=O)(=O)NCc3ccco3)ccc2N1
ZINC04270187	Cc1c(S(=O)(=O)Nc2ccccc2C(N)=O)c(=O)n(C)c(=O)n1C
ZINC04270191	COc1ccccc1NS(=O)(=O)c1c(N)n(C)c(=O)n(C)c1=O
ZINC04530851	COC1OC(COS(=O)(=O)c2ccc(C)cc2)C(O)C(O)C1O
ZINC06757528	CC1(C)Cc2c(sc3c2c(=O)n(CCCO)c(=O)n3CC(N)=O)CO1
ZINC01921281	Cc1ccc(-n2c(NC(=O)CSC3=NC(=O)C(=O)N3)cc(=O)[nH]c2=O)cc1
ZINC09577855	CC(=O)c1c(C)[nH]c(C(=O)NN2C(=O)NC3(CCC(C)CC3)C2=O)c1C
ZINC09722378	CN(C)S(=O)(=O)c1ccc(=O)n(CC(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)c1
ZINC05976497	CN(C)c1ccc(C2[NH2+]C(CO)(C(=O)[O-])C3C(=O)N(C(C)(C)C)C(=O)C23)cc1
ZINC16450564	N#Cc1nn(-c2ccccc2-c2n[nH]c(=S)[nH]c2=O)c(=O)[nH]c1=O
ZINC19529617	CCOC(=O)C1(CO)NC(c2ccc(O)cc2)C2C(=O)N(C)C(=O)C21
ZINC31808252	Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCCC(C(=O)NCC(C)C)C1
ZINC32825619	Cn1cc(Br)cc1C(=O)NNC(=O)CSc1ncn[nH]1
ZINC32986122	CCC1(C)NC(=O)N(CC(=O)N2CC(C(N)=O)Oc3ccccc32)C1=O
ZINC34779502	CCn1c(=O)c2c(C)c(C(=O)NN)sc2n(CC(=O)N2CCOCC2)c1=O
ZINC35021845	O=C(CNc1cnc2sccn2c1=O)NNC(=O)c1cccs1
ZINC36964216	Nc1ccc(S(=O)(=O)NC2CCS(=O)(=O)C2)cc1[N+](=O)[O-]
ZINC02239017	CC(=O)Nc1ccc(S(=O)(=O)NNC(=O)c2sc(=S)n(C)c2C)cc1
ZINC05938264	NC(=O)NCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1
ZINC32910028	CCN(C(=O)CSc1nc(N)cc(=O)[nH]1)C1CCS(=O)(=O)C1
ZINC39210693	CCN1C(=O)C2(C(C#N)=C(N)OC3=NC(=O)NC(=O)C32)c2ccccc21
ZINC39450552	CC(C)S(=O)(=O)n1c2c(c3ncc(O)cc3c1=O)NC(O)CC2=O
ZINC40378693	NS(=O)(=O)c1ccc(NC(=O)Cn2cnnn2)c(Br)c1
ZINC41069849	N#CCN(CC#N)S(=O)(=O)c1cc(Br)cnc1NN
ZINC43715061	CN(C)C(=O)CNC(=O)NNC(=O)c1cc(Br)cn1C
ZINC45492961	Cc1ccc(S(N)(=O)=O)cc1C(=O)OC(C)C(=O)N1CCNC1=O
ZINC46095414	CC1(NNC(=O)NCc2cccnc2-n2cccn2)CCS(=O)(=O)C1
ZINC48597579	O=C(Cn1cc(Br)c(=O)[nH]c1=O)Nc1c[nH]ccc1=O
ZINC16022037	COCCCN1C(=O)C2C(C(C)O)NC3(C(=O)Nc4ccc(F)cc43)C2C1=O
ZINC50956442	CNS(=O)(=O)c1ccc(N2CCOC(C(N)=O)C2)c([N+](=O)[O-])c1
ZINC51837902	O=C(Nc1ccc(N2CCNC2=O)cc1)C(=O)N1CCCC(C(=O)NC2CC2)C1
ZINC52529188	CN1C(=O)C(=CNc2ccccc2SCC(N)=O)C(=O)N(C)C1=O
ZINC54503325	CCC(NCc1ccc(S(N)(=O)=O)cc1)=C1C(=O)N(C)C(=O)N(C)C1=O
ZINC20331597	N=c1/c(=C\c2ccc(O)cc2)c(=O)nc2s/c(=C/C(=O)N3CCCCC3)[nH]n1-2
ZINC01868321	CC(=O)NC1(C(F)(F)F)C(=O)Nc2c1c(=O)[nH]c(=O)n2-c1ccccc1
ZINC23742678	CNS(=O)(=O)c1cc(C(=O)NNC(=O)c2cc(C)oc2C)n(C)c1
ZINC60864016	COc1ccc(NC=C2C(=O)N(C)C(=O)N(C)C2=O)cc1S(N)(=O)=O
ZINC61088729	CC(C)NC(=O)C(=O)NNC(=O)CN1C(=O)N(C)C2(CCCCC2)C1=O
ZINC64890606	CCn1c(=O)c(=O)[nH]c2cc(C3=NOC(C(C)NC(=O)c4ccco4)N3)ccc21
ZINC66055515	NNC(=O)C1CC(=O)N(c2ccc(S(=O)(=O)N3CCCCC3)cc2)C1
ZINC66055522	CC1CCN(S(=O)(=O)c2ccc(N3CC(C(=O)NN)CC3=O)cc2)CC1
ZINC66448510	NC(=O)CN1CCCC(NC(=O)C2CC(=O)N(c3ccc4c(c3)OCO4)C2)C1
ZINC66625982	Cn1c(CNC(=O)CN2C(=O)NC3(CCCCC3)C2=O)n[nH]c1=S
ZINC66636238	CCn1c(CNC(=O)Cc2c(C)nc3c(c2C)c(=O)[nH]n3C)n[nH]c1=S
ZINC66819553	CC1CCC(N2CC(C(=O)NNC(=O)C(=O)NC3CC3)CC2=O)CC1
ZINC66860304	Nc1cncc(N2CCN(S(=O)(=O)c3ccc4c(c3)NC(=O)CO4)CC2)n1
ZINC67272825	CC1CCCN(C(=O)CCNC(=O)C2CCC3(CC2)NC(=O)NC3=O)C1
ZINC01452765	COc1ccc2c(c1OC)C(=O)OC2c1c(N)n(Cc2cccnc2)c(=O)[nH]c1=O
ZINC03380976	COc1ccc(C2=CC(c3ccco3)N(C(=O)CSc3nnc(C)c(=O)n3N)N2)cc1
ZINC05563171	C=CCNC(=O)/C(C#N)=C/c1c(N2CCC(C(N)=O)CC2)nc2c(C)cccn2c1=O
ZINC06881900	CC(NS(=O)(=O)c1ccc2c(c1)OCCCO2)c1ccc(S(N)(=O)=O)cc1
ZINC03641206	O=C(NC1(C(F)(F)F)C(=O)Nc2c1c(=O)[nH]c(=O)n2-c1ccccc1F)c1ccncc1
ZINC09259832	NC(=O)Cn1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccccc3)C2=O)c2ccccc21
ZINC10031200	CCC1(c2ccccc2)NC(=O)N(NC(=O)CN2C(=O)NC3(CCc4ccccc43)C2=O)C1=O
ZINC10747169	Cc1cc(NC(C)C(=O)c2c(N)n(C)c(=O)n(C)c2=O)ccc1N1CCCC1=O
ZINC11904517	NC(=O)c1ccc(NS(=O)(=O)c2ccc(N3C(=O)CCS3(=O)=O)cc2)cc1
ZINC12180155	COc1cccc(N2CC(NC(=O)Nc3ccc(S(=O)(=O)NC(C)=O)cc3)CC2=O)c1
ZINC12371925	CSc1nnc(N2C(N)=C(C#N)C3(C(=O)Nc4ccccc43)C3=C2CCCC3=O)s1
ZINC12445752	Cc1cc(C)cc(-n2nnn(C3C/C(=N/NC(N)=S)C4OCC3O4)c2=S)c1
ZINC12702582	Cc1nc(N2CCOCC2)sc1C(=O)NNC(=O)c1c[nH]c(=S)n1-c1ccccc1
ZINC12520132	COc1ccc(C(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)c2nccn2C)cc1
ZINC12931181	O=c1[nH]c2ccc(S(=O)(=O)Nc3ccc(F)c(S(=O)(=O)N4CCOCC4)c3)cc2[nH]1
ZINC12555028	NC(=O)C1CN(CC(=O)Nc2cccc(S(=O)(=O)N3CCCC3)c2)c2ccccc2O1
ZINC13425308	NS(=O)(=O)c1ccc(-n2cccc2/C=C2/C(=O)NN(c3ccccc3)C2=O)cc1
ZINC13807058	Cc1ccc(-c2cc(=O)n(CC(=O)Nc3ccc(S(N)(=O)=O)cc3)cn2)cc1
ZINC15306763	CCN(CC)c1ccc(C2[NH2+]C(C)(C(=O)[O-])C3C(=O)N(c4ccccc4)C(=O)C23)c(O)c1
ZINC17245420	CCc1cc2c(=O)n(NC(=O)CCc3c(C)nc4nc(N)nn4c3C)cnc2s1
ZINC18053671	Cc1nn(C2CCS(=O)(=O)C2)c(Cl)c1C1NC(N)=Nc2nc3ccccc3n21
ZINC09348033	COc1cc2[nH]c(=S)n(Cc3ccc(S(N)(=O)=O)cc3)c(=O)c2cc1OC
ZINC02469229	Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCCC(C(=O)NC2CCC(C)CC2)C1
ZINC20463765	Cn1c(=O)c2c(-c3ccccc3Br)n(C(CO)(CO)CO)cc2n(C)c1=O
ZINC21965160	CC(C)C(NC(=O)c1ccco1)C(=O)NNC(=O)c1cc(Br)cn1C
ZINC22742145	Cn1cc(Br)cc1C(=O)NNC(=O)CN1C(=O)NC(C)(C2CC2)C1=O
ZINC24177345	Cc1ccc(C(=O)NNC(=O)c2ccc(S(=O)(=O)NC3CCS(=O)(=O)C3)cc2)c(C)c1
ZINC24875279	Cn1c(N)c(C(=O)CN2C(=O)NC(C)(c3ccc(C(C)(C)C)cc3)C2=O)c(=O)n(C)c1=O
ZINC28631763	Cc1cc(O)oc2cc(=[NH+]C(=O)[C@@H]3CCCN3C(=O)CNC(=O)CCC(=O)[O-])ccc1-2
ZINC31157764	COC1OC(OC)C(O)(CCC2(O)C(C)CC3OC(=O)C4(C)CCCC2(C)C34)C1O
ZINC15303359	CC(C)CC1NC2(C(=O)NC(=O)NC2=O)C2C(=O)N(c3ccc(Cl)cc3)C(=O)C12
ZINC12853037	Cc1ccc(C2(C)NC(=O)N(CC(=O)NNC(=O)c3cc(C)oc3C)C2=O)cc1
ZINC06792518	CNS(=O)(=O)c1ccc(N/C=C2/C(=O)NC(=O)N(c3ccccc3)C2=O)cc1
ZINC16957745	COC(=O)C(/C(=N/O)C(=O)Nc1ccc(Br)cc1)c1nc2ccccc2[nH]c1=O
ZINC38828220	Cc1ccc(NC(=O)C2CC(=O)Nc3nc(N4CCOCC4)[nH]c(=O)c32)c(F)c1
ZINC40111161	CC(=O)N1C=Cc2ccccc2C1CC(=O)Nc1cccc(C2(C)NC(=O)NC2=O)c1
ZINC33375127	Cc1ccc(N2C(=O)C3C(c4ccc(N(C)C)cc4)[NH2+]C(CO)(C(=O)[O-])C3C2=O)cc1Cl
ZINC43221085	CC(O)C1(C(=O)[O-])[NH2+]C(c2ccc(Cl)s2)C2C(=O)N(c3cccc([N+](=O)[O-])c3)C(=O)C21
ZINC45486512	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)OC(C)C(=O)NC(=O)NC(C)C)C2=O
ZINC16025234	COc1ccc(CCN2C(=O)C3C(C(C)O)NC4(C(=O)Nc5ccccc54)C3C2=O)cc1OC
ZINC02237522	O=C(NC1(C(F)(F)F)C(=O)Nc2c1c(=O)[nH]c(=O)n2-c1ccc(F)cc1)c1ccco1
ZINC12492216	CC(C)C(C(=O)Nc1ccc(S(N)(=O)=O)cc1)N1C(=O)C2C3C=CC(C3)C2C1=O
ZINC52900177	CC(=O)Nc1cc(NC(C)=O)cc(C(=O)NCCc2cc(F)cc3c2OCOC3)c1
ZINC20745563	NC(=O)CN1C(=O)C2(CC(O)=Nc3c2cnn3-c2ccc(Cl)cc2)c2ccccc21
ZINC20745563	NC(=O)CN1C(=O)C2(CC(=O)Nc3c2cnn3-c2ccc(Cl)cc2)c2ccccc21
ZINC62164724	NS(=O)(=O)c1ccc(NC(=O)C2CCCN(c3ccc(-n4ccnc4)nn3)C2)cc1
ZINC63486163	Cc1ccc2c(c1)SC(NC(=O)C1CCCN(S(=O)(=O)c3c[nH]cn3)C1)N2
ZINC64139162	Cc1ccc(S(=O)(=O)NC(C)(C)C)cc1C(=O)NNC(=O)C1=NC=C(Br)C1
ZINC64788995	CC(=O)N1N/C(=C2/C(=O)NC(=O)N(Cc3ccccc3)C2=O)CC1c1ccc(O)cc1
ZINC65077191	CC(=O)Nc1ccc(NC(=O)CCS(=O)(=O)c2ccc3c(c2)NC(=O)CCS3)cc1
ZINC67220082	C#Cc1cccc(NC(=S)NNC(=O)c2cc3c(cc2[N+](=O)[O-])OCCO3)c1
ZINC00756253	CCOC(=O)C1=C(c2ccccc2)OC(N)=C(C#N)C12C(=O)Nc1ccc(C)c(Br)c12
ZINC01768143	CC(=O)C1=C(O)C2(C)c3c(O)c(C)c(O)c(C(C)=O)c3OC2(Sc2ccccc2)CC1=O
ZINC03371049	NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2cccc(I)c2)cc1
ZINC08790397	CCC(C)C(CO)NC(=O)C(C)NC(=O)C1N2C(=O)c3ccccc3C2SC1(C)C
ZINC01440067	NC(=O)CC1C(=O)N(c2ccc(Cl)cc2)C(=S)N1NC(=O)c1ccc(Cl)cc1
ZINC09502313	CCOc1cc2c(cc1CNC(=O)NCC(=O)Nc1c(C)cc(C)cc1C)OC(C)C2
ZINC09606726	CC(OC(=O)c1ccc(Br)s1)C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC10029216	COc1ccc(S(=O)(=O)CCC(=O)Nc2sc3c(c2C(N)=O)CCC(C)C3)cc1
ZINC10041404	CC(=O)Nc1ccc(NC(=O)C(C)NS(=O)(=O)c2ccc(Br)cc2)cc1
ZINC11668487	Nn1c(SCC(=O)Nc2cccc(I)c2)nnc1-c1ccco1
ZINC11882423	COc1ccc(CC2(CCC(=O)NC3CCCCNC3=O)CCC(=O)N2)c2ccccc12
ZINC12375346	O=C(NC1(C(F)(F)F)C(=O)Nc2c1c(=O)[nH]c(=S)n2-c1ccccc1F)c1ccccc1F
ZINC12658945	CC12CC/C(=N/OCC(=O)NC3CCCCNC3=O)C=C1CCC1C2CCC2(C)C(O)CCC12
ZINC13306904	COc1ccc(OC)c(C2NC(=O)NC(O)(C(F)(F)F)C2C(=O)c2cccs2)c1
ZINC13985314	Cc1cc(Br)cc(C)c1OCC(=O)NNC(=O)CNC(=O)C1CCCCC1
ZINC14252133	O=C(CC1Sc2ccccc2NC1=O)Nc1cccc(S(=O)(=O)Nc2ccccc2F)c1
ZINC14633269	Nc1c(N(Cc2ccccc2)C(=O)CC2C=CCC2)c(=O)[nH]c(=O)n1Cc1ccccc1
ZINC14655924	CCCCn1c(N)c(N(C)C(=O)/C=C/c2ccccc2Br)c(=O)[nH]c1=O
ZINC15774893	OCC(O)C(O)c1nn(-c2ccc(I)cc2)c2nc3ccccc3nc12
ZINC03521955	CC(Sc1nc2sc3c(c2c(=O)n1C1CCCC1)CCCC3)C(=O)NC(N)=O
ZINC19848860	CCCC1(C(=O)[O-])[NH2+]C(c2ccccc2O)C2C(=O)N(c3cccc4ccccc34)C(=O)C21
ZINC20070520	C=C(C)Cn1c2c(c(=O)[nH]c1=S)C(NC(=O)c1ccccc1)(C(F)(F)F)C(=O)N2
ZINC20610656	CCCCc1ccc(N2C(=O)C3C(C(C)O)NC4(C(=O)Nc5ccccc54)C3C2=O)cc1
ZINC03528616	CC(C)CN(C(=O)c1cccc(I)c1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC21535731	Cc1ccc(CNC(=O)C(NS(=O)(=O)c2ccc3c(c2)CCCC(=O)N3)C(C)C)cc1
ZINC21535777	CC(C)C(NS(=O)(=O)c1ccc2c(c1)CCCC(=O)N2)C(=O)NCc1cccs1
ZINC23050413	Cc1ccc(-n2ccnc2SC(C)C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1C
ZINC23179397	CS(=O)(=O)NCCc1ccc(C(=O)NNC(=O)c2cc3c(s2)CCCCC3)s1
ZINC26109210	CC(Sc1nnc(SCC(N)=O)s1)C(=O)/C(C#N)=C1\Nc2ccccc2S1
ZINC27331447	CNS(=O)(=O)c1cc(C(=O)NNC(=O)c2cc3c(s2)CCC(C)C3)cc(C)c1C
ZINC35325789	Nc1ccccc1Sc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccccc1
ZINC16480976	O=C(CN1CCN(c2ccccc2O)CC1)NNC(=O)c1ccccc1Br
ZINC39338115	N/C(=N\O)C1C(=O)N=C(c2ccc(Br)cc2)C=C1c1ccc2c(c1)OCO2
ZINC39353585	CSC1NNC(CCNC(=O)C2C=C(c3ccccc3)N=N2)N1c1ccc(F)cc1
ZINC39543687	CCN(C(=O)C1CC(S(=O)(=O)c2ccccc2)=C2Nc3ccccc3C[NH+]21)c1ccccc1O
ZINC40154700	CC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)N1CCOC(c2ccc(Cl)cc2)C1
ZINC43221765	CCC(C)C1(C(=O)[O-])[NH2+]C(c2cc(C)c(O)c(C)c2)C2C(=O)N(c3ccc(C)c(Cl)c3)C(=O)C21
ZINC09459094	CC(=O)Nc1cccc2cccc(N/C=C3\C(=O)NC(=S)N(c4ccc(Cl)cc4)C3=O)c12
ZINC16021914	CCCCN1C(=O)C2C(Cc3ccc(O)cc3)NC3(C(=O)Nc4ccc(F)cc43)C2C1=O
ZINC17027862	CC(C)(C)N1C(=O)C2C(Cc3ccc(O)cc3)NC3(C(=O)Nc4ccc(F)cc43)C2C1=O
ZINC19832585	Cc1cc(C)c(N2C(=O)NC(=O)/C(=C/NCC3(C)CC(O)CC(C)(C)C3)C2=O)c(C)c1
ZINC57391188	Cc1nc(CC(=O)NNC(=O)CNC(=O)c2sc3ccccc3c2Cl)cs1
ZINC33958664	NC(=O)Cn1cc(/C=N/NC(=O)COc2cccc(Br)c2)c2ccccc21
ZINC15229805	O=C1C2C(Cc3ccc(O)cc3)NC3(C(=O)Nc4ccccc43)C2C(=O)N1Cc1ccccc1
