ZINC01027075	Cc1nnc(CSc2nnc3n(N)cnn23)o1
ZINC67214135	Cc1ccc([N+](=O)[O-])cc1C(=O)Nc1nnc([N-]S(C)(=O)=O)s1
ZINC41820955	CCn1c([O-])c2ccc(C(=O)NCc3nnc4n3CCCCC4)cc2nc1=S
ZINC05344356	O=C([O-])CC(C(=O)[O-])N1C(=O)/C(=C/c2ccc(O)cc2)SC1=S
ZINC05344357	O=C([O-])CC(C(=O)[O-])N1C(=O)/C(=C/c2ccc(O)cc2)SC1=S
ZINC13261943	O=C([O-])c1cc(S(=O)(=O)N2CCC(C(=O)[O-])(c3ccccc3)CC2)ccc1F
ZINC19418762	CCn1c([O-])c(/C(C)=N/c2ccccc2S(=O)(=O)[O-])c(=O)c2ccccc21
ZINC09553903	O=c1[nH]cnc([O-])c1C(c1ccc(Cl)cc1)c1c([O-])nc[nH]c1=O
ZINC20552516	O=C([O-])/C=C/c1ccc(S(=O)(=O)[N-]c2nncs2)cc1
ZINC13799321	[O-]c1[nH]c(=S)nc2c1C(c1ccc(Cl)cc1)c1c(nc(=S)[nH]c1[O-])O2
ZINC32081588	O=C([O-])C1CC(=O)N(c2ccc(S(=O)(=O)[N-]c3cc(F)ccc3F)cc2)C1
ZINC32629778	O=C([O-])c1csc(S(=O)(=O)[N-]c2cc(N3CCCC3=O)ccc2Cl)c1
ZINC36367132	O=C([O-])Cn1cc(C(C(=O)[O-])N2CCOCC2)c2ccc(Br)cc21
ZINC36367134	O=C([O-])Cn1cc(C(C(=O)[O-])N2CCOCC2)c2ccc(Br)cc21
ZINC36369489	O=C([O-])C1Sc2nc([O-])sc2C2c3cc(O)ccc3OC(=O)C12
ZINC36621547	C=C(NNC(=O)c1cc(C)n(C)n1)c1c([O-])nc(=O)sc1[O-]
ZINC36863857	O=C([O-])c1cc(S(=O)(=O)[N-]c2nccs2)cn1C1CC1
ZINC37045670	COc1ncccc1[N-]S(=O)(=O)c1cc(C(=O)[O-])cs1
ZINC38058590	NC(=O)c1cccc([N-]S(=O)(=O)c2ccc(C(=O)[O-])s2)c1
ZINC13099493	c1cc(NNc2cccc(-c3nnn[n-]3)c2)cc(-c2nnn[n-]2)c1
ZINC38664412	O=c1[nH]c(=S)[nH]c([O-])c1C1c2ccccc2OC2=NC(=S)N=C([O-])C21
ZINC38664415	O=c1[nH]c(=S)[nH]c([O-])c1C1c2ccccc2OC2=NC(=S)N=C([O-])C21
ZINC40146695	Cc1ccc(S(=O)(=O)[N-]c2ccc(S(N)(=O)=O)cc2F)cc1C(=O)[O-]
ZINC44930046	CC(NS(=O)(=O)c1ccc([O-])c([N+](=O)[O-])c1)c1nnn[n-]1
ZINC49048998	CNC(=O)c1ccc(Cl)c([N-]S(=O)(=O)C(C)C(=O)[O-])c1
ZINC49544833	CC(O)c1ccccc1[N-]S(=O)(=O)c1c[nH]c(C(=O)[O-])c1
ZINC49593354	O=C([O-])/C=C/c1ccc([N-]S(=O)(=O)c2cn[nH]c2)c(F)c1
ZINC03596260	Cn1c([O-])c(C2=NS(=O)(=O)c3ccccc3[N-]2)c(=O)c2ccccc21
ZINC16694098	Cc1c(C#N)c([O-])nc([O-])c1/C=N/c1ccc(S(N)(=O)=O)cc1
ZINC15658883	Cc1ccc(C(c2c([O-])[nH]c(C)nc2=O)c2c([O-])nc(C)[nH]c2=O)cc1
ZINC55539476	N=c1ncn(Cc2ccccc2)c2nc(SCC(=O)[O-])[n-]c12
ZINC28465905	CO/C([O-])=C1/C(C)=Nc2nc(=S)[nH]c([O-])c2C1c1ccc(O)c(OC)c1
ZINC28465900	CO/C([O-])=C1/C(C)=Nc2nc(=S)[nH]c([O-])c2C1c1ccc(O)c(OC)c1
ZINC37462787	Cc1[nH]c(=O)sc1S(=O)(=O)[N-]c1ccc(C(=O)[O-])c(O)c1
ZINC58279185	CC1CCc2c(sc3ncnc(NC(CC(=O)[O-])C(=O)[O-])c23)C1
ZINC48847215	Cc1n[nH]c(C)c1S(=O)(=O)[N-]c1ccc(O)cc1C(=O)[O-]
ZINC58938069	Cn1cc(S(=O)(=O)[N-]c2ccc(I)cc2C(=O)[O-])cn1
ZINC47251725	O=c1n(-c2cccc(NS(=O)(=O)c3ccccc3F)c2)c([O-])c([O-])n1C1CC1
ZINC34892876	Cc1ccc(-c2noc(-c3cc(O)c(O)c([N+](=O)[O-])c3)n2)c(Br)[n+]1[O-]
ZINC60856713	Cc1c(F)cc(C(=O)[O-])cc1S(=O)(=O)[N-]c1ccccc1C(N)=O
ZINC60856733	CNC(=O)c1ccccc1[N-]S(=O)(=O)c1cc(C(=O)[O-])cc(F)c1C
ZINC13637596	CO/C([O-])=C1\C(C)=Nc2[nH]c(=S)[nH]c(=O)c2C1c1ccc(O)cc1
ZINC13637596	CO/C([O-])=C1/C(C)=Nc2nc(=S)[nH]c([O-])c2C1c1ccc(O)cc1
ZINC20841173	O=C([O-])c1n[nH]c(/N=C(\O)C(F)(F)C(F)(F)C(F)(F)F)n1
ZINC20841173	O=C([O-])c1nc(/N=C(\[O-])C(F)(F)C(F)(F)C(F)(F)F)n[nH]1
ZINC62824172	O=C([O-])c1cc(I)ccc1[N-]S(=O)(=O)c1cn[nH]c1
ZINC62828754	Cc1sc(NC(=O)NC(C)c2nnn[n-]2)c(C(=O)[O-])c1C
ZINC62913607	CSc1nc([O-])nc(C)c1C(=O)N1CCC(C)(C(=O)[O-])C1
ZINC62947217	O=C([O-])c1cncc([N-]S(=O)(=O)c2cncc(Br)c2)c1
ZINC63878168	Cc1ccc(C(N)=O)cc1[N-]S(=O)(=O)c1cc(C(=O)[O-])cs1
ZINC63878912	Cc1cc(F)cc(C(=O)[O-])c1[N-]S(=O)(=O)c1ccc(S(C)(=O)=O)cc1
ZINC66290428	Cc1cc([N-]S(=O)(=O)c2cc(C(N)=O)n(C)c2)ccc1C(=O)[O-]
ZINC66586314	Cc1ccc([N-]S(=O)(=O)c2cc(C(=O)[O-])c(F)cc2Cl)cc1C(N)=O
ZINC66587264	Cc1ccc([N-]S(=O)(=O)c2cc(C(=O)[O-])cs2)cc1C(N)=O
ZINC67124826	O=C([O-])C1CC(=O)N(c2ccc(S(=O)(=O)[N-]c3cccc(F)c3F)cc2)C1
ZINC13313635	Cc1ccc(S(=O)(=O)NC2CC(C)OC2=O)cc1C(=O)[O-]
ZINC21518217	O=C([O-])c1csc(S(=O)(=O)NC2CCS(=O)(=O)C2)c1
ZINC33443067	N#C/C(=C/c1ccc2c(c1)OCCO2)C(=O)NCC(=O)[O-]
ZINC35426176	CC(C(=O)Nc1ccc(C(=O)[O-])s1)n1cncn1
ZINC36969380	O=C(NC1(C(=O)[O-])CCCC1)c1ccc([N+](=O)[O-])s1
ZINC37329859	O=C(NC1(C(=O)[O-])CCCC1)c1ccc([N+](=O)[O-])cc1
ZINC37403380	CC(C(=O)Nc1cc(C(=O)[O-])c(F)cc1F)n1cncn1
ZINC37675723	Cc1nsc(NC(=O)CN2CSCC2=O)c1C(=O)[O-]
ZINC37730946	Cc1[nH]ncc1S(=O)(=O)[N-]c1ccc(S(C)(=O)=O)cc1
ZINC37791267	CCn1cc([N-]S(=O)(=O)c2cn[nH]c2)ccc1=O
ZINC37796263	CC(NC(=O)/C=C/C(=O)[O-])c1nnc2n1CCCCC2
ZINC39569675	CC1=C(S(=O)(=O)NC2(C(=O)[O-])CCCCC2)C(C)N=N1
ZINC40546409	O=C([O-])C1CSCN1C(=O)Nc1ccc2c(c1)OCCO2
ZINC40581695	O=C([O-])C(NC(=O)N1CCS(=O)(=O)CC1)C1CCCCC1
ZINC40581697	O=C([O-])C(NC(=O)N1CCS(=O)(=O)CC1)C1CCCCC1
ZINC40829468	Cc1n[nH]cc1S(=O)(=O)[N-]c1ccccc1C(=O)N(C)C
ZINC41033303	O=C([O-])C1(Nc2ccncc2[N+](=O)[O-])CCCCCC1
ZINC41034690	CC1CCCC(NC(=O)c2csc([N+](=O)[O-])c2)(C(=O)[O-])C1
ZINC42164674	O=C([O-])CC1CCCN1C(=O)NC1CCS(=O)(=O)C1
ZINC42165254	O=C([O-])CC1CCCN1C(=O)NCC1COCCO1
ZINC42425617	CCOC1CCCN(C(=O)NC(=O)/C=C/C(=O)[O-])C1
ZINC42709648	CNC(=O)C1CCN(C(=O)N(C)CC(C)C(=O)[O-])CC1
ZINC43508733	Cc1cccc([N+](=O)[O-])c1C(=O)NC1(C(=O)[O-])CCSC1
ZINC43703192	CNS(=O)(=O)c1ccc(N2CCOC(C(=O)[O-])C2)cc1
ZINC44245429	O=S(=O)([N-]c1ncccn1)c1cncc(C#CCO)c1
ZINC44511390	O=C([O-])C1CN(C(=O)NCCC2CCCO2)CCO1
ZINC44511391	O=C([O-])C1CN(C(=O)NCCC2CCCO2)CCO1
ZINC44887174	CC(NC(=O)c1cncn1-c1ccccc1)c1nnn[n-]1
ZINC44888599	Cc1nc(/C=C/C(=O)NC(C)c2nnn[n-]2)cs1
ZINC44931413	CC(Nc1ccc(S(C)(=O)=O)cc1)c1nnn[n-]1
ZINC47965237	Cc1ccc(C(C)NC(=O)/C([O-])=N/c2nnc(C)s2)o1
ZINC48720170	CC(NC(=O)/C([O-])=N/c1nncs1)c1cccnc1
ZINC48896457	O=C([O-])Cn1cc(NC(=O)N2CCCSCC2)cn1
ZINC49417768	CC(=O)Nc1nc(/C([O-])=N/S(=O)(=O)C(C)C)cs1
ZINC20735250	O=C1CC(/C([O-])=N/c2ncn[nH]2)CN1Cc1ccccc1
ZINC49864835	CC(NC(=O)C(C)(C)C)C(=O)N1CCOC(C(=O)[O-])C1
ZINC50376336	COC1CC(C(=O)[O-])N(C(=O)NC2CCCC2OC)C1
ZINC54336189	CC(CNC(=O)N(C)C1CCS(=O)(=O)C1)C(=O)[O-]
ZINC29388508	O=C1CSCN1C/C([O-])=N/c1nc(C(F)(F)F)n[nH]1
ZINC57315262	Cc1nn(C(F)F)c(C)c1C/C([O-])=N/C1=NC(=O)CN1
ZINC26259949	O=c1ccc(C(F)(F)F)cn1C/C([O-])=N/c1ncn[nH]1
ZINC61844809	CC(=O)c1ccc(S(=O)(=O)[N-]c2nnc[nH]2)cc1
ZINC62843846	CC1(NC(=O)N2CCC(C)(C(=O)[O-])CC2)CCS(=O)(=O)C1
ZINC62846672	CCC1(C(=O)[O-])CCN(C(=O)NCC(=O)N(C)C)CC1
ZINC62933829	CCNC(=O)CN(C)C(=O)N1CCC(C)(C(=O)[O-])C1
ZINC62934869	CCC1(C(=O)[O-])CCN(C(=O)NCc2cnn(C)c2)C1
ZINC62946876	O=C(CC1CCS(=O)(=O)C1)Nc1cncc(C(=O)[O-])c1
ZINC01022673	Cc1n[nH]c(SCC(=O)Nc2nnc(C)s2)n1
ZINC63215863	O=C(/C=C/c1cccnc1)Nc1nccnc1C(=O)[O-]
ZINC65434093	O=C1CC(/C([O-])=N/c2nc(C(F)(F)F)n[nH]2)CN1C1CC1
ZINC05071522	CC1(C)CC2(CCO1)OC(=O)CC2C(=O)Nc1ccc(Cl)cc1[N+](=O)[O-]
ZINC05071523	CC1(C)CC2(CCO1)OC(=O)CC2C(=O)Nc1ccc(Cl)cc1[N+](=O)[O-]
ZINC00515941	CC(=O)c1cc2c(cc1NC(=O)c1ccc([N+](=O)[O-])cc1)OCO2
ZINC00036828	Cc1cc(C)n2nc(S(=O)(=O)NC(C)(C#N)C(C)C)nc2n1
ZINC01741499	Cc1ccc(S(=O)(=O)NC(=O)N2CCN(c3nc(C)cc(C)n3)CC2)cc1
ZINC04148038	CC(=O)N1CCc2ccc(S(=O)(=O)Nc3cc4c(cc3C#N)OCO4)cc21
ZINC07985420	CC(=O)c1cc2c(cc1NC(=O)C1CN(C(C)=O)c3ccccc3O1)OCO2
ZINC09388608	CN1N=C(C(=O)Nc2nc(-c3ccc4c(c3)OCCO4)cs2)CCC1=O
ZINC12025554	Cc1cc(NC(=O)c2ccc(N3C(=O)C(C)CS3(=O)=O)cc2Cl)no1
ZINC13116452	COc1cc(C2C3C(C)N(C)C(=O)N(C)C3N(C)C(=O)N2C)ccc1O
ZINC15866151	CC(NC(=O)c1ccco1)c1nc(-c2ccc3c(c2)ncn3C)no1
ZINC16347347	Cc1ccc([N+](=O)[O-])cc1NC(=O)C1CCCN(S(C)(=O)=O)C1
ZINC19714748	Cc1noc2nc(C(C)C)cc(C(=O)NC3=NS(=O)(=O)c4ccccc43)c12
ZINC20101468	c1ccc(C2N=C3NCN(Cc4ccco4)CN3c3nc4ccccc4n32)nc1
ZINC08741342	CC(C)N1C(=O)C2(Cc3cc([N+](=O)[O-])ccc3N3CCCC32)C(=O)NC1=S
ZINC24416622	Cc1cc(CN2C(=O)NC(C)(c3ccc4c(c3)OCCO4)C2=O)on1
ZINC24989882	CN(C)c1ccc([N+](=O)[O-])cc1C(=O)NC1CCCc2c1cnn2C
ZINC30661522	O=C(c1ccc(O)cc1)N1CCN(C(=O)c2ccc([N+](=O)[O-])cc2Cl)CC1
ZINC01054837	CC(NC(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O)C1CCCO1
ZINC38970982	COc1cccc(/C=N/N2C(=S)N=NC2C2C=C(C)N=N2)c1O
ZINC15223449	O=C1C2C3C=CC(CC3)C2C(=O)N1/N=C/c1ccc(O)c([N+](=O)[O-])c1
ZINC39930543	Cc1ccc2nc(SC3=NC4C(C(=O)N(C)C(=O)N4C)N3C)[nH]c2c1C
ZINC48320200	O=C(c1cc2cccc([N+](=O)[O-])c2[nH]1)N1CCC2(CC1)OCCO2
ZINC49449652	Cc1nc(C)c(-c2nnc(NC(=O)c3cc4ccccc4oc3=O)o2)s1
ZINC52496028	O=C(Nc1nnc(-c2ccsc2)s1)N1CCN(C(=O)c2ccoc2)CC1
ZINC04884293	Cn1c(=O)oc2cc(S(=O)(=O)Nc3cccc4c3OCCO4)ccc21
ZINC55855870	Cc1ccc(-n2cnnn2)cc1NCc1cc(=O)n2ccccc2n1
ZINC55951370	O=C(Nc1cccc2c1OCCO2)C1=CN2CCS(=O)(=O)N=C2C=C1
ZINC56786531	O=C(Nc1ccc(-c2csnn2)cc1)N1CCN(C(=O)C2CCCO2)CC1
ZINC03894840	CSC1=NSC2=NC(=O)/C(=C\c3cccc([N+](=O)[O-])c3)C(=N)N12
ZINC32171807	Cc1cc(CN2C(=O)NC(C)(c3ccc4c(c3)OCCCO4)C2=O)on1
ZINC35373087	Cc1cc(C)nc(-n2nc(C)c3c2NC(=O)CC3c2ccc3c(c2)OCO3)n1
ZINC54448642	CC(C)C(Nc1ccc2nnnn2n1)c1ccc2c(c1)OCCO2
ZINC59055461	Cc1ccc(C(=O)N(C)C)cc1NC(=O)N1CCN(C(=O)c2ccco2)CC1
ZINC13637598	O=C1CC2C(=O)N(c3ccccc3)C=Nc3nc(N4CCCCC4)nc(c32)N1
ZINC60161444	Cc1nn(C)c(C)c1C(C)NC(=O)N1CCN(c2ncccn2)CC1
ZINC61402841	Cc1nn(C)c2ncc(NC(=O)N3CCN(C(=O)C4CC4)CC3)cc12
ZINC61558579	CC(C)Oc1nc(Cl)nc(Sc2ncnc3nc[nH]c23)n1
ZINC40288348	Cc1ccsc1C1CC(O)=Nc2c1c(C)nn2-c1ccc2nnc(C)n2n1
ZINC40288348	Cc1ccsc1C1CC(=O)Nc2c1c(C)nn2-c1ccc2nnc(C)n2n1
ZINC57445836	COC(=O)N1CCC(NC(=O)c2ccc([N+](=O)[O-])c(C)c2)CC1
ZINC33271406	Cc1nn(-c2ccc3nnc(C)n3n2)c2c1C(c1ccsc1)CC(O)=N2
ZINC33271406	Cc1nn(-c2ccc3nnc(C)n3n2)c2c1C(c1ccsc1)CC(=O)N2
ZINC65251319	CNC(=O)c1cnn(-c2cc(-c3nc(C(C)(C)C)no3)ccn2)c1C
ZINC65292050	CCC1(N2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)CCN(C(=O)NC)C1
ZINC65372920	CC1CCC2=C(C1)C(C(=O)N1CCCn3nc(C(=O)NC4CC4)cc3C1)N=N2
ZINC65519901	N#CCCn1ncc2c(Nc3ccc4c(c3)OCCCO4)ncnc21
ZINC65698468	CC(NC(=O)N1CCN(C(=O)N(C)C)CC1)c1ccc(N2CCOCC2)cc1
ZINC06863608	O=C1C=CC2C(=C1)Oc1cc(O)ccc1C21OC(=O)c2ccc([N+](=O)[O-])cc21
ZINC06863608	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2cc([N+](=O)[O-])ccc21
ZINC66247787	Cc1cc(NS(=O)(=O)c2cc([N+](=O)[O-])cc(C)c2C)n(C)n1
ZINC66818593	Cc1nc(NC2CCN(c3ccc(C#N)cn3)CC2)c2cnn(C)c2n1
ZINC67359018	O=C(NCc1nnc2n1CCC2)N1CCCC1c1cccc2c1OCCO2
ZINC04942628	[NH2+]=C1Cc2ncnn2C(N2N=C(c3ccco3)CC2(O)C(F)(F)F)=NN1
ZINC04389354	Cc1nn(C)c(C)c1CNS(=O)(=O)c1ccc(N2CCOCC2)[nH+]c1
ZINC06638921	COc1ccc(N2C(=O)/C(=C/NN3CC[NH+](C)CC3)C(=O)N=C2S)cc1
ZINC12033712	CC1CC(C)C[NH+](Cc2nc3c(c(=O)n(C)c(=O)n3C)n2CC(O)CO)C1
ZINC12530040	CC(=O)Nc1ccc(S(=O)(=O)NC2CC(c3nc(C)no3)[NH+](C)C2)cc1
ZINC19873754	Cn1c(=O)c2c(nc3scc(CN4CC[NH2+]CC4)n32)n(C)c1=O
ZINC25332484	Cn1c(=O)c2ccc(C(=O)NCC(c3ccsc3)[NH+](C)C)nc2n(C)c1=O
ZINC25941116	CC(c1nc(N)nc(N(C)C)n1)[NH+]1CCN(c2cc(C#N)ccn2)CC1
ZINC26483572	CNC(=O)NC(=O)C[NH+]1CCN(c2ccc([N+](=O)[O-])nc2)CC1
ZINC17142554	NC1=[NH+]C(c2ccccc2[N+](=O)[O-])P(=O)(Nc2ncccn2)S1
ZINC17142555	NC1=[NH+]C(c2ccccc2[N+](=O)[O-])P(=O)(Nc2ncccn2)S1
ZINC22935595	CC(C)=NNC(=O)c1nnn(-c2nonc2N)c1CN1CC[NH+](C)CC1
ZINC39205992	O=C1CSC(NC(=O)CSC2=NC3[NH+]=c4ccccc4=C3N=N2)=N1
ZINC43610250	CC(C(=O)NC(=O)NCC1CCCO1)[NH+]1CCC(C(=O)N2CCCC2)CC1
ZINC43610252	CC(C(=O)NC(=O)NCC1CCCO1)[NH+]1CCC(C(=O)N2CCCC2)CC1
ZINC47263369	CC(C(=O)NC(=O)NC1CC1)[NH+]1CCCC(C(=O)Nc2nccs2)C1
ZINC48374224	CC(C(=O)NCc1cccs1)[NH+]1CCN(c2ncnc3c2cnn3C)CC1
ZINC51097313	Cc1ccc(C(=O)NC2CC[NH+](C(C)C(=O)NC(=O)NC(C)C)CC2)o1
ZINC51682289	NC(=O)C1CN(C(=O)NCc2cc[nH+]c(N3CCCCC3)c2)CCO1
ZINC51683654	NC(=O)C1CN(C(=O)NCc2ccc(N3CCCC3)[nH+]c2)CCO1
ZINC52125876	C[NH2+]CC(O)CN1C(=O)c2cc([N+](=O)[O-])ccc2S1(=O)=O
ZINC53639442	Cc1noc(C2CC[NH+](C(C)C(=O)NC(=O)NCC(F)(F)F)CC2)n1
ZINC19792730	C=CCC(=O)N1CCc2c(cnc(C)c2-c2noc(-c3c[nH+]c(C)[nH]3)n2)C1
ZINC53688696	CC1CC(C)C[NH+](C(C)(C)CNS(=O)(=O)c2cn(C)c(=O)n(C)c2=O)C1
ZINC53711790	CC1CN(c2ccc(S(N)(=O)=O)cc2[N+](=O)[O-])CC(C)[NH2+]1
ZINC54374958	CC1C[NH2+]CCN1c1ccc(S(N)(=O)=O)cc1[N+](=O)[O-]
ZINC55089293	Cc1nn2cc(CNC(=O)C3CCC[NH+](CC(N)=O)C3)nc2s1
ZINC55199702	Cc1cc(=O)[nH]c(CNC(=O)CC2C(=O)NCC[NH+]2C(C)C)n1
ZINC57420846	Cn1cccc1/C=N/Nc1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cn1
ZINC57935689	CC1(C)CC(NC(=O)C(=O)Nc2ccc(-n3cnnn3)cc2)CC(C)(C)[NH2+]1
ZINC15675490	c1cncc(CN2Cc3[nH+]c[nH]c3CC2c2nc(-c3cnccn3)no2)c1
ZINC39758641	CN1NCc2c(N3CCN(C(=O)C4=NN=C(c5ccccc5)C4)CC3)nc[nH+]c21
ZINC63174646	COc1ccc(S(=O)(=O)NC2CCCC2[NH3+])cc1[N+](=O)[O-]
ZINC63328754	N#CC1C=NNC1NC(=O)C(=O)NCCC1=c2cc(Cl)ccc2=[NH+]C1
ZINC63328756	N#CC1C=NNC1NC(=O)C(=O)NCCC1=c2cc(Cl)ccc2=[NH+]C1
ZINC63182372	CN1C([O-])=NC(=O)C2C1N=C(Br)N2CC1[NH+]=c2ccccc2=[NH+]1
ZINC38787355	COC(=O)C1[NH+]=c2cccc(OC)c2=C1N/C=C1/C(=O)N=C([S-])N=C1[O-]
ZINC63869485	CC1CC(NC(=O)CN2C(=O)NC(CC3=c4ccccc4=[NH+]C3)C2=O)=NO1
ZINC63869488	CC1CC(NC(=O)CN2C(=O)NC(CC3=c4ccccc4=[NH+]C3)C2=O)=NO1
ZINC65368103	CC1CN(c2ccc(NC(=O)N3CCOC(C(N)=O)C3)c[nH+]2)CC(C)O1
ZINC65454447	CCn1c(C2CC[NH2+]CC2)nn(Cc2noc(C(=O)N(C)C)n2)c1=O
ZINC66159533	Cn1c(=O)c2cc(NC(=O)N3CCC([NH+]4CCCC4)C3)cnc2n(C)c1=O
ZINC66499674	CC(C)C1C(=O)NCC[NH+]1CCCn1cnc2c(N)ncnc21
ZINC66499675	CC(C)C1C(=O)NCC[NH+]1CCCn1cnc2c(N)ncnc21
ZINC66795728	Cc1occc1C(=O)NC1CC[NH+](Cn2nc3ccccn3c2=O)CC1
ZINC66795733	Cc1occc1C(=O)NC1CC[NH+](Cn2nnn(-c3cccs3)c2=O)CC1
ZINC66893603	Cc1cc(NC(=O)C[NH+]2CCCCC2C(=O)N2CCOCC2)no1
ZINC66893628	NC(=O)NC(=O)C[NH+]1CCCCC1C(=O)N1CCOCC1
ZINC67136476	Cc1c(C(=O)NCC(C)[NH+](C)C)nnn1-c1ccc2c(c1)OCCO2
ZINC67566524	CS(=O)(=O)N1CCCC(NC(=O)Nc2ccc(N3CCOCC3)[nH+]c2)C1
ZINC08707374	CC1(c2ccc3c(c2)OCCO3)NC(=O)N(CC2COc3ccccc3O2)C1=O
ZINC10339526	Cc1nc2n(n1)C(c1cccc([N+](=O)[O-])c1)C1=C(CC(C)CC1=O)N2
ZINC11768488	Cc1nc2sc(C)c(C)n2c(=O)c1NC(=O)c1ccc([N+](=O)[O-])cc1Cl
ZINC12884477	Cc1cc(C(=O)Nc2nc3cc4c(cc3s2)OCCO4)c2c(C)nn(C)c2n1
ZINC12972311	CC1CCc2nc(NC(=O)C3CCN(c4ccc5nncn5n4)CC3)sc2C1
ZINC12981851	Cc1nc2ccccc2nc1CN1C(=O)NC(C)(c2ccc3c(c2)OCO3)C1=O
ZINC13792969	CS(=O)(=O)N1CCCCC1C(=O)Nc1nc2cc3c(cc2s1)OCCO3
ZINC16893114	CC1CCc2c(sc3ncn(C(C)C(=O)Nc4c(C#N)cnn4C)c(=O)c23)C1
ZINC20533512	Cc1nc2oc3c(N4CCN(CCO)CC4)ncnc3c2c2c1COC(C)(C)C2
ZINC20606102	Cc1cc(C(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)c2cnn(C)c2n1
ZINC24149459	O=C(c1ccc2c(c1)OCCO2)C1CCN(C(=O)c2ccc3[nH]nnc3c2)CC1
ZINC27558695	CC1(C)Oc2ccc(C#N)cc2C(n2cccc([N+](=O)[O-])c2=O)C1O
ZINC33249909	CN1C(=O)c2cc(C(=O)N3CCCCCC3)nn2CC1(C)C(=O)NC1CCCC1
ZINC34809887	O=C(c1ccc2c(c1)OCO2)N1CCc2n[nH]c(C(=O)N3CCCCC3)c2C1
ZINC04855687	COc1ccc(C2OC34CCCCC3C(C#N)(C#N)C2(C#N)C(=N)O4)c(OC)c1
ZINC35869614	O=C([O-])C1Cc2cc([N+](=O)[O-])ccc2N2CCN(c3cccc[nH+]3)CC12
ZINC38529757	CC1CN(c2cc(N3CCN(C(=O)Nc4cccs4)CC3)ncn2)CC(C)O1
ZINC38746214	COc1ccc(C2=CC(C3Nn4c(nnc(C)c4=O)S3)N=N2)cc1
ZINC38767798	O=C1CC(c2ccc([N+](=O)[O-])cc2)C2C(=O)N=C(c3ccccc3)N=C2N1
ZINC39237737	CC1=NN(C(=O)C2C=C(c3ccc4c(c3)OCO4)N=N2)C(O)(C(F)F)C1
ZINC39344958	Cn1nc(C(=O)NC2CCCC2)c2c1CCN(C(=O)C1N=NC3=C1CCCC3)C2
ZINC40071772	CC1CN(S(=O)(=O)N2CCN(C(=O)NC3CCCCC3)CC2)CC(C)O1
ZINC40071773	CC1CN(S(=O)(=O)N2CCN(C(=O)NC3CCCCC3)CC2)CC(C)O1
ZINC41070261	Cc1nc(Nc2ccc(C(=O)N3CC(C)OC(C)C3)cc2)c2nn(C)c(C)c2n1
ZINC44309280	O=C(Nc1ccc2oc(C3CC3)nc2c1)N1CCN(C(=O)C2CCCO2)CC1
ZINC53555082	CNC(=O)c1ccc(N2CCN(c3nccs3)CC2)c([N+](=O)[O-])c1
ZINC54061065	Cc1ccc(NC(=O)C2CCCN(c3nc(C)nc4c3cnn4C)C2)nc1
ZINC54704493	Cc1n[nH]c(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c1Br
ZINC56515475	O=C(Nc1nncs1)N1CCCN(S(=O)(=O)c2ccccc2)CC1
ZINC56647323	Cc1csc(N2CCCN(C(=O)Nc3cnc4c(cnn4C(C)C)c3)CC2)n1
ZINC43234874	Cc1noc(C)c1S(=O)(=O)N1CCN(C(=O)Nc2cc(F)ccc2F)CC1
ZINC61353977	CC(C)n1ncc2cc(NC(=O)N3CCC4(CC3)OCCO4)cnc21
ZINC33271382	Cc1nn(-c2ccc3nnc(C)n3n2)c2c1C(c1ccc(F)cc1F)CC(O)=N2
ZINC33271382	Cc1nn(-c2ccc3nnc(C)n3n2)c2c1C(c1ccc(F)cc1F)CC(=O)N2
ZINC33271400	Cc1nn(-c2ccc3nnc(C)n3n2)c2c1C(c1cccc(Cl)c1)CC(=O)N2
ZINC33271400	Cc1nn(-c2ccc3nnc(C)n3n2)c2c1C(c1cccc(Cl)c1)CC(O)=N2
ZINC64298389	Cc1ccc(C)n1-c1c(C(=O)/N=c2\[nH]nc3ccccn23)cnn1C
ZINC64566406	Cn1nc(-c2nc(C3CC3)no2)c2c1CCN(C(=O)NC1CCCC1)C2
ZINC65268602	COc1nccnc1N1CCC(NC(=O)c2ccc3c(c2)OCO3)C1
ZINC65282352	O=C(NC1CCCC1)N1CCN(c2cnn3c(C4CC4)nnc3c2)CC1
ZINC65310770	Cc1cc(C)cc(Nc2cc(C)n3c(=O)n(C4CCOC4=O)nc3n2)c1
ZINC65922165	CC(C)(C)n1cc(NC(=O)c2nc3ncc(Br)cn3n2)cn1
ZINC66362600	COC(=O)N1CCC(NC(=O)N2CCCC(c3nc4ccccc4o3)C2)CC1
ZINC66363078	COC(=O)N1CCC(NC(=O)N2CCN(C(=O)C3CCCC3)CC2)CC1
ZINC66466606	Cc1nc2c3ccccc3nc(N3CCC(NC(=O)c4ccoc4C)CC3)n2n1
ZINC66907504	Cc1cc(NC(=O)N2CCN(CC(=O)N3CCCc4ccccc43)CC2)no1
ZINC66998427	CC1CN(C(=O)C(=O)Nc2ccc(-c3nnc4n3CCCC4)cc2)CC(C)(C)O1
