ZINC01615674	CC(O)C(NC(=O)c1cnc2ccccc2n1)C(=O)[O-]
ZINC50660349	NC(=O)CCCNS(=O)(=O)c1c(N)nc2sccn12
ZINC50707562	Nc1ncc(C(=O)NCCCS(N)(=O)=O)cc1Cl
ZINC51119055	CNC(=O)CCNC(=O)c1cc(Br)cnc1NN
ZINC51129095	NNc1ccc(Cl)c(C(=O)NCCS(N)(=O)=O)n1
ZINC39354672	CN(C)C1=C(N(C)CCc2nc3ccc(F)cc3[nH]2)NC2NONC2N1
ZINC55168198	NC(=O)CN(Cc1ccc(Br)cc1)C(=O)c1n[nH]c(N)n1
ZINC44410898	NNc1ccc(S(=O)(=O)NCc2cn[nH]c2)c([N+](=O)[O-])c1
ZINC65404190	Nc1cc(=O)[nH]c(CCNc2nccc(N3CCCC(O)C3)n2)n1
ZINC65443377	NC(=O)Cn1cc(NC(=O)NCC(O)c2ccccc2F)cn1
ZINC46963747	CC(NC(=O)NCCCc1n[nH]c(N)c1C#N)c1nncn1C
ZINC65743061	O=C(Cc1c[nH]c2ccccc12)OC1OC(CO)C(O)C(O)C1O
ZINC01878899	CC[NH+](CC)Cc1c(C(=O)NN)nnn1-c1nonc1N
ZINC06928672	CSCCC([NH3+])c1nc(C(=O)NC(Cc2c[nH]c3ccccc23)C(N)=O)co1
ZINC07367688	Nc1nc(/C(=N\O)C(=O)NCC[NH2+]CCO)cs1
ZINC06444861	COc1ccc(OCC(O)Cn2c(NCC[NH3+])nc3c2c(=O)[nH]c(=O)n3C)cc1
ZINC16941948	C/C(=N\Nc1ncc(/C(C)=N/NC(N)=[NH2+])c(C)n1)c1cnc(NN)nc1C
ZINC33603843	NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1coc(C([NH3+])CO)n1
ZINC36744933	CC([NH2+]CCS(N)(=O)=O)c1ccc2[nH]c(=O)[nH]c2c1
ZINC37024690	CS(=O)(=O)CCC([NH3+])C(=O)Nc1cnn(CC(N)=O)c1
ZINC37268087	C[NH+](CCC(=O)Nc1nc2ccc(N)cc2s1)CC(N)=O
ZINC37615395	CC([NH3+])(C(=O)Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1)C1CC1
ZINC37628148	NC(=O)CC([NH3+])C(=O)Nc1cc2c(cc1Cl)NC(=O)C2
ZINC37628636	[NH3+]CC(=O)NCC(=O)Nc1ccc(-c2cc(O)n[nH]2)cc1
ZINC37629335	[NH3+]CC(=O)NCC(=O)Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1
ZINC37629518	Cc1nn(C)c2ncc(NC(=O)C([NH3+])CC(N)=O)cc12
ZINC37629580	[NH3+]CC(=O)NCC(=O)Nc1cc2[nH]c(=O)[nH]c2cc1Br
ZINC37629735	CCNS(=O)(=O)c1ccc(NC(=O)CNC(=O)C[NH3+])cc1
ZINC37635875	NC(=O)CCCC([NH3+])c1ccc2[nH]c(=O)c(=O)[nH]c2c1
ZINC37820439	NS(=O)(=O)NCC1CCCN(C(=O)C2CC(O)C[NH2+]2)C1
ZINC38050446	NS(=O)(=O)c1cccc(S(=O)(=O)NC2CCCCC2[NH3+])c1
ZINC38664639	CC(C)C([NH3+])C(=O)OCC(CO)OCn1cnc2c1NC(N)NC2=O
ZINC41119182	Nc1cc(S(N)(=O)=O)ccc1NCCn1cc[nH+]c1
ZINC42427143	CC1CCC(C(N)=O)C[NH+]1CC(O)Cn1cc(N)cn1
ZINC43218138	CC(O)C([NH3+])c1nc(C(=O)NCCNc2cccc3ccccc23)co1
ZINC43238561	CC([NH3+])C(Sc1nc(N)cc(=O)[nH]1)c1cnn(C)c1
ZINC44465371	COc1cc(OC)c(CC(C)NO)c(O)c1CC([NH3+])CO
ZINC44473563	COc1ccc(NC(O)COc2ccc(C(N)C[NH3+])cc2OC)cc1
ZINC45085704	NS(=O)(=O)CCCNC(=O)C1(C[NH3+])CCOCC1
ZINC45088228	NS(=O)(=O)CCCNC(=O)C([NH3+])Cc1ccc(O)c(O)c1
ZINC45089960	CC([NH3+])c1ccc(S(=O)(=O)NCCCS(N)(=O)=O)cc1
ZINC45118516	Cn1cc[nH+]c1CCNc1cc(N)cc(S(N)(=O)=O)c1
ZINC47550247	CCC(CC)[NH+](CC(=O)NC(N)=O)CC(=O)NC(N)=O
ZINC47613789	NC(=O)NC(=O)C[NH+](CC(=O)NC(N)=O)Cc1ccccc1F
ZINC13810798	Cc1cccc(OCC(O)Cn2c(NCC[NH3+])nc3c2c(=O)[nH]c(=O)n3C)c1
ZINC37917696	Nc1nc(N)nc(CN2CCCC(C3CCC[NH2+]3)C2)n1
ZINC59483926	O=C1NCN(C2OC(CO)C(O)C2O)c2[nH]c(N3CCCCC3)[nH+]c21
ZINC61607863	CC([NH3+])(CCCSc1n[nH]c(=O)n1C1CC1)C(N)=O
ZINC61807388	NC(=O)C[NH+](CC(N)=O)C1CS(=O)(=O)CC1N
ZINC61807392	NC(=O)C[NH+](CC(N)=O)C1CS(=O)(=O)CC1N
ZINC61808590	NC(=O)CN(CC(N)=O)C(=O)C1(C[NH3+])CCCCCC1
ZINC62339082	C[NH+](CCO)Cc1c(C(=O)NN)nnn1-c1nonc1N
ZINC62811660	NC(=O)C[NH+]1CCCN(C(=O)c2n[nH]cc2N)CC1
ZINC62813915	CC1CNC(C(=O)Nc2cccc(S(N)(=O)=O)c2)C[NH2+]1
ZINC62815344	CC1CNC(C(=O)NCCCS(N)(=O)=O)C[NH2+]1
ZINC62815345	CC1CNC(C(=O)NCCCS(N)(=O)=O)C[NH2+]1
ZINC62815346	CC1CNC(C(=O)NCCCS(N)(=O)=O)C[NH2+]1
ZINC63020632	CC(C)(C[NH3+])NS(=O)(=O)c1cccc(S(N)(=O)=O)c1
ZINC63171072	CC([NH3+])CCNS(=O)(=O)c1cccc(S(N)(=O)=O)c1
ZINC63180520	NC(=O)c1ccnc(N2CCCC(C(=O)NCC[NH3+])C2)c1
ZINC63190144	Nc1nc(N)nc(CN2CCCCC2C2CCC[NH2+]2)n1
ZINC67129381	NC(=O)C1CC(O)C[NH+]1CC(=O)NC(=O)NCC(F)(F)F
ZINC00062388	O=[N+]([O-])c1cccc(NC2OC(CO)C(O)C(O)C2O)c1
ZINC03897418	O=[N+]([O-])c1cccc(NC2OC(CO)C(O)C(O)C2O)c1
ZINC01850155	O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO
ZINC01688120	Oc1c(C(O)N2CCOCC2)cc(C(O)N2CCOCC2)c(O)c1O
ZINC05103348	NC(=O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O
ZINC05181058	COC1OC(Nc2ncnc(Cl)c2N)C(CO)C1O
ZINC05759790	COc1nc(NC2OC(CO)C(O)C(O)C2O)cc(=O)n1C
ZINC01720019	Nc1ncnc2c1ncn2C1OC(COS(N)(=O)=O)C(O)C1O
ZINC03351767	NC(=O)NC(=O)CSc1nnc(-c2ccco2)n1N
ZINC04270318	NC(=O)c1ccccc1NS(=O)(=O)c1c[nH]c(=O)[nH]c1=O
ZINC08636779	Nc1ncnc2c1nc(N/N=C/c1ccncc1)n2C1OC(CO)C(O)C1O
ZINC02320720	Nc1nnn(CC(=O)N/N=C/c2ccc(O)cc2O)n1
ZINC09478347	O=C(CCCCC1SCC2NC(=O)NC21)NNC(=O)C(=O)NC1CC1
ZINC09975195	Cc1cccc(/C=N/Nc2nc3c(N)ncnc3n2C2OC(CO)C(O)C2O)n1
ZINC09975235	Nc1ncnc2c1nc(N/N=C/c1ccccn1)n2C1OC(CO)C(O)C1O
ZINC12660111	Nc1ncnc2c1nc(N/N=C/c1ccncc1)n2C1OC(CO)C(O)C1O
ZINC05389749	CCOc1c(C#N)c2c(N)ncnc2n1C1OC(CO)C(O)C1O
ZINC13424772	O=[N+]([O-])c1cccc(NC2OC(CO)C(O)C(O)C2O)c1
ZINC03470684	O=C1NC(=O)C(=CNc2cccc(NC=C3C(=O)NC(=O)NC3=O)c2)C(=O)N1
ZINC16952233	COc1nc(NC2OC(CO)C(O)C(O)C2O)cc(=O)n1C
ZINC19893156	COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc(CO)c1CO
ZINC20922357	CC(C)c1nnc(CN2CCN(C(=O)CSc3nnc(NN)n3N)CC2)o1
ZINC22066577	CC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
ZINC33634387	Nc1nc2c(nc(N/N=C/c3ccccc3)n2C2OC(CO)C(O)C2O)c(=O)[nH]1
ZINC24979493	CN(C)c1nc(N(C)C)nc(-n2c(N)[nH+]c([O-])c2C(N)=O)n1
ZINC34779497	CCn1c(=O)c2c(C)c(C(=O)NN)sc2n(CC(N)=O)c1=O
ZINC34785772	NC(=O)CN1CCN(C(=O)Nc2sc3c(c2C(N)=O)CCC3)CC1
ZINC35798382	CS(=O)(=O)NCCNC(=O)C(=O)NCC(N)=S
ZINC36233457	CC(NS(=O)(=O)c1c[nH]c(=O)[nH]c1=O)c1cccc(N)c1
ZINC37559552	Cn1cc(S(=O)(=O)Nc2ccccc2C(N)=O)c(N)n1
ZINC38009090	Cc1n[nH]c(C)c1[N-]S(=O)(=O)c1cc[nH+]c(NN)c1
ZINC38656218	O=C1CCC(C(=O)OCC2OC(O)C(O)C(O)C2O)N1
ZINC38664777	CCNS(=O)(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
ZINC39939244	C[NH+](C)CCCNC1N=C2C(=O)N=C([NH-])N=C2N1C1OC(CO)C(O)C1O
ZINC41121512	CCn1cc(Nc2ncnc3c2NC(=O)CN3)c(C(N)=O)n1
ZINC44028877	COC1(C)OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O1
ZINC47852627	Cc1[nH]ncc1CCCNc1c(N)n(C)c(=O)[nH]c1=O
ZINC47980226	COCCn1c(N)c(NCCOCCO)c(=O)[nH]c1=O
ZINC47980231	CC(C)Cn1c(N)c(NCCOCCO)c(=O)[nH]c1=O
ZINC49019916	Nc1nc(N/N=C/c2cccnc2)nc2c1ncn2C1OC(CO)C(O)C1O
ZINC49032363	Nc1nc(N/N=C/c2ccccn2)nc2c1ncn2C1OC(CO)C(O)C1O
ZINC08926345	Cn1c(=O)[nH]c(=O)c2c1nc(N/N=C1/C(=O)Nc3ccccc31)n2CC(O)CO
ZINC50417176	CC(Nc1ccc(S(N)(=O)=O)cc1N)c1nncn1C
ZINC50670957	Nc1nc2sccn2c1S(=O)(=O)NCCCS(N)(=O)=O
ZINC18806007	Cc1cc(C)n(-c2nnc(SC(C)C(=O)NC(N)=O)n2N)n1
ZINC54505796	CC(NC(C)c1cccc(S(N)(=O)=O)c1)=C1C(=O)NC(=S)NC1=O
ZINC61807977	NC(=O)CN(CC(N)=O)c1nc2sccn2c1CO
ZINC65748740	CC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
ZINC67266978	NC(=O)C1(CNC(=O)C2CCC3(CC2)NC(=O)NC3=O)CCOCC1
ZINC67269557	NC(=O)Cn1ccc(NC(=O)C2CCC3(CC2)NC(=O)NC3=O)n1
ZINC01574148	O=C(Cn1ccnc1[N+](=O)[O-])NC(CO)(CO)CO
ZINC04982952	CC1(C)OC2COC(c3[nH]nc(C(N)=O)c3C(=O)NN)C2O1
ZINC05052365	CNc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O
ZINC05461123	CNc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
ZINC05812004	COc1nc(=O)cc(N)n1C1OC(CO)C(O)C1O
ZINC05185478	NC(=O)C(C(N)=O)(C1C=CS(=O)(=O)C1)C1C=CS(=O)(=O)C1
ZINC06119307	Nc1nc2c(ncn2C2CC(CO)C2CO)c(=O)[nH]1
ZINC00056068	O=C(CNc1n[nH]c(=O)[nH]c1=O)N/N=C/c1ccncc1
ZINC03121506	Cc1cc(NNS(C)(=O)=O)nc(NNS(C)(=O)=O)n1
ZINC09694459	Cc1cc(O)c(C2(O)C(=O)NC(=O)NC2=O)c(=O)n1CC1CCCO1
ZINC12652056	COC(=O)/C=C/c1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O
ZINC16546004	NNc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
ZINC17021501	CS(=O)CC1OC(n2nnc3c(N)ncnc32)C(O)C1O
ZINC19170552	O=S1(=O)CC(O)C(NNC2CS(=O)(=O)CC2O)C1
ZINC03106316	CNS(=O)(=O)NCC(C)NS(=O)(=O)NC
ZINC17261175	[N-]=[N+]=NC1C(O)C(CO)OC1n1ccc(N)nc1=O
ZINC35935887	OCC1OC(Nc2ccccn2)C(O)C(O)C1O
ZINC35935889	OCC1OC(Nc2ccccn2)C(O)C(O)C1O
ZINC37594496	NC(=O)NC(=O)C[NH+](CC(=O)[O-])C1CCS(=O)(=O)C1
ZINC39012047	NC1=CC(=O)NC(O)N1CCc1c[nH]c2ccc(F)cc12
ZINC39210710	CC1(C)NC(=O)N(CC(=O)OCC(=O)NC(N)=O)C1=O
ZINC40378414	NS(=O)(=O)NCC1CCCN(C(=O)c2c[nH]c(=O)cn2)C1
ZINC40457306	Cc1cc(C)n(-c2nnc(NC(CO)(CO)CO)nn2)n1
ZINC40495815	Nc1[nH][nH+]cc1S(=O)(=O)[N-]c1cccnc1-n1cncn1
ZINC40736751	N#CCN(CC#N)c1ncnc(NNC(=O)c2ccncc2)c1N
ZINC41704725	O=C(CBr)NC1C(O)OC(CO)C(O)C1O
ZINC41738359	O=C(CCl)NC1C(O)OC(CO)C(O)C1O
ZINC42196158	CC(C(N)=O)S(=O)c1nc2ccc(N)cc2[nH]1
ZINC42560659	CNC(=O)C(C)NS(=O)(=O)c1cn(C)nc1N
ZINC44092243	CNC(=O)NC(=O)CCSc1nnc(C)n1N
ZINC44317489	COCCOCCNc1c(N)n(C)c(=O)[nH]c1=O
ZINC44931532	CC(NS(=O)(=O)N(C)CCC[NH3+])c1nnn[n-]1
ZINC44933122	CC1(NC(=O)C(=O)NCC(N)=S)CCS(=O)(=O)C1
ZINC45011917	Cc1noc(CNS(=O)(=O)c2cnc(NN)nc2)n1
ZINC45048994	[NH3+]C(Cc1c[nH]cn1)c1nnc2c3[n-]cnc3ncn12
ZINC49034566	CS(=O)(=O)NCC(=O)NNC(=O)NC1CCS(=O)(=O)C1
ZINC49087544	CS(=O)(=O)NCCC(=O)NNC(=O)C(=O)NC1CC1
ZINC33961048	Cn1cnc2c1c(=O)n(C/C=N/N=C(N)N)c(=O)n2C
ZINC27563754	NC1=Nc2[nH]cnc2C(OCc2ccc[n+]([O-])c2)N1
ZINC55165665	Nc1nc(C(=O)Nc2ccc(-n3cncn3)nc2)n[nH]1
ZINC55169181	Nc1nc(C(=O)NCc2nnc3ccccn23)n[nH]1
ZINC49347895	O=C(CNC(=O)c1n[nH]c(=O)[nH]1)NC1CCS(=O)(=O)C1
ZINC58949662	CC1=C(C(N)=O)C(c2cccnc2)C(C(N)=O)=C(N)O1
ZINC58949664	CC1=C(C(N)=O)C(c2cccnc2)C(C(N)=O)=C(N)O1
ZINC60803068	CC1(C)NC(=O)N(CC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)C1=O
ZINC61805573	NC(=O)CN(CC(N)=O)C(=O)Cn1ccc(N)n1
ZINC63084212	Cn1ncc2c(NN)nc(CN3C(=O)CNC3=O)nc21
ZINC63084228	Cn1ncc2c(NN)nc(Cn3ccc(=O)[nH]c3=O)nc21
ZINC65496733	CC(NC(=O)Nc1cnn(CC(N)=O)c1)c1nncn1C
ZINC13131038	Nc1nonc1/C(=N\O)N1CCN(CCO)CC1
ZINC13131038	Nc1nonc1/C(=N/O)N1CCN(CCO)CC1
ZINC05586838	COc1ccc(Nc2c(O)[nH]c(=O)n2N)cc1
ZINC03372954	NNC(=O)c1ccccc1S(N)(=O)=O
ZINC11919889	Nc1[nH]c(=S)[nH]c(=O)c1NC(=O)c1ccco1
ZINC14982143	NNc1nc(-c2ccccc2)nnc1N
ZINC00156960	NNC(=O)c1cnn(-c2ccccc2)c1N
ZINC04245270	Cc1nc(N)sc1-c1csc(NN)n1
ZINC20353154	NC(=O)c1nc(NCc2ccco2)sc1N
ZINC22130303	N#CC1=C([NH3+])N=C([S-])C(C(N)=O)C1c1cccs1
ZINC22130306	N#CC1=C([NH3+])N=C([S-])C(C(N)=O)C1c1cccs1
ZINC16991595	CC(C)CCNc1nc(N)[nH]c(=O)c1NC=O
ZINC17039613	CCCC(C)c1c(N)[nH]c(N)nc1=O
ZINC13808173	N=C(N)NNS(=O)(=O)c1ccc2ccccc2c1
ZINC35345144	NC(=O)C1CCN(c2cc3c(cc2N)CC(=O)N3)CC1
ZINC35431173	NS(=O)(=O)c1cccc(S(=O)(=O)[N-][NH3+])c1
ZINC36744682	Nc1ccc(NCCS(N)(=O)=O)cc1
ZINC36926792	Nc1cc(S(N)(=O)=O)ccc1NC1CC1
ZINC37195397	NC(=O)NC(=O)CCSc1c(N)cccc1Cl
ZINC37673372	CC(Nc1n[nH]c(=O)[nH]c1=O)c1ccc(N)cc1
ZINC38095276	Cc1ncc(N)cc1C(=O)NCCCC(N)=O
ZINC40169630	Nc1cc(N)cc(-c2n[nH]c(-c3cccnc3)n2)c1
ZINC41027085	Nc1cnc(Sc2nc(N)cc(=O)[nH]2)nc1
ZINC41050635	Nc1nc(CNc2ccc(O)cc2)n[nH]1
ZINC41094272	Nc1cc(N)cc(C(=O)OC2CCCCNC2=O)c1
ZINC42139915	NC(=O)c1cc(N)cnc1OCCCO
ZINC42358969	Cc1n[nH]cc1CNc1c[nH]nc1N
ZINC43396680	Cc1ccc(C(N)=S)c(NC(C)C(N)=O)n1
ZINC44784585	NC(=O)C1(/C(N)=N/O)CCCCCC1
ZINC33373460	N=C(N)NC(=N)SCc1cncs1
ZINC44791313	N/C(=N/O)C1(C(=O)NCc2cn[nH]c2)CCCCCC1
ZINC48580608	Nc1cc(N)nc(SC2CS(=O)(=O)CC2O)n1
ZINC33961036	COc1ccc(/C=N/N=C(N)N)cc1O
ZINC50397371	Nc1cc2c(cc1NC1CCCNC1=O)NC(=O)CC2
ZINC51093993	NNc1cccc(C(=O)NC2CCCNC2=O)n1
ZINC52005872	Cn1c(N)c(NC2CCCCC2O)c(=O)[nH]c1=O
ZINC52273798	CC1CC1Nc1ccc(S(N)(=O)=O)cc1N
ZINC52274477	CC1CC1Nc1cc(N)cc(S(N)(=O)=O)c1
ZINC26575829	N=C(N)NC(=S)Nc1ccccn1
ZINC35792799	CC(NC(C)c1ccc2[nH]c(=O)[nH]c2c1)C(N)=O
ZINC52925965	Nc1cccc(CNc2ccc(S(N)(=O)=O)cc2)c1
ZINC04628756	N=C(N)NC(=N)N1CCCc2ccccc21
ZINC56818505	CC1CCC(CNC(=O)NNC(N)=O)CC1
ZINC41027073	Nc1cc(=O)[nH]c(Sc2ncccc2N)n1
ZINC43345275	CC([NH3+])C(Sc1nc(N)cc([O-])n1)c1ccccn1
ZINC62779664	N/C(=N/O)c1c(F)cccc1NC(=O)c1cc[nH]n1
ZINC62832280	Nc1ccc2[nH]cc(C(=O)NC3CCC(O)CC3)c2c1
ZINC62833836	Cc1n[nH]cc1CNC(=O)c1cc2cccc(N)c2[nH]1
ZINC63152772	Nc1cc(S(N)(=O)=O)ccc1NCc1ccsc1
ZINC06072593	Cc1ccccc1CC1SC([N-]C(=N)N)=NC1=O
ZINC06072593	Cc1ccccc1CC1S/C(=N/C(N)=[NH2+])NC1=O
ZINC06072593	Cc1ccccc1CC1S/C(=N\C(N)=[NH2+])NC1=O
ZINC66134283	Cc1nc(N)nc(-c2ccccc2Cl)c1C(=O)NN
ZINC67172012	CC1(N)C=CC(O)=C(c2cccnc2C(N)=O)C1F
ZINC05022609	[NH3+]CCCCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O
ZINC01733348	[NH3+]CCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O
ZINC05510501	CNC(=S)NNC1(CO)OC(CO)C(O)C1O
ZINC06761072	OCC1CC(O)C(O)C(OC2C(CO)OC(O)C(O)C2O)O1
ZINC06761080	OCC1OC(OC2C(O)CC(O)OC2CO)C(O)C(O)C1O
ZINC09886053	Nc1ncnc2c1nc(NCC[NH3+])n2C1OC(CO)C(O)C1O
ZINC09915783	CC1(CO)OC(C)(OC2(C)C(C)(CO)OC(O)C2(C)O)C(C)(O)C(C)(O)C1(C)O
ZINC12340640	C[NH+]1CCN(c2nc3c(=O)[nH]c(N)nc3n2C2OC(CO)C(O)C2O)CC1
ZINC12504333	OCC1OC(SC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
ZINC12655829	CC(C)[NH+]1CCN(c2nc3c(=O)[nH]c(N)nc3n2C2OC(CO)C(O)C2O)CC1
ZINC12953183	OCC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O
ZINC13519113	OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C(O)C1O
ZINC14920801	CC1CC(O)C(O)C(Nc2ccccc2NC2OC(C)C(O)C(O)C2O)O1
ZINC15205799	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
ZINC15205906	OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
ZINC15230046	Nc1nonc1NC(=O)NNC(=O)Nc1nonc1N
ZINC16189341	CNC(=S)NNC1(CO)OC(CO)C(O)C1O
ZINC16958844	C=CCCC1(O)C(O)C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C1O
ZINC17020160	NNC(=[NH2+])c1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12
ZINC17020830	Nc1ncnc2[nH]c(SC3OC(CO)C(O)C(O)C3O)nc12
ZINC01560459	CSc1nc(N)c2c(C(N)=O)cc(=O)n(C3OC(CO)C(O)C3O)c2n1
ZINC20494044	Nc1ccc2[nH]c(C(O)C(O)c3nc4cc(N)ccc4[nH]3)nc2c1
ZINC20922797	NNc1nnc(SCC(=O)Nc2nnc(SCC(N)=O)s2)n1N
ZINC22059715	CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O
ZINC25723168	OCC1OC(OC2COC(O)(CO)C(O)C2O)C(O)C(O)C1O
ZINC33739915	OCC1OC(O)C(OC2OC(O)C(O)C(O)C2O)C(O)C1O
ZINC35024220	[NH3+]NC1C=CN(C2OC(CO)C(O)C2O)C(=O)N1
ZINC35297447	OCC1OC(OC2C(O)C(O)c3nccn3C2CO)C(O)C(O)C1O
ZINC35644850	O=S(=O)([O-])OC1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2O)C1O
ZINC36281891	NC1NC(=O)c2[nH+]c(N3CCCCC3)n(C3OC(CO)C(O)C3O)c2N1
ZINC36423964	[N-]=[N+]=NC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
ZINC36744535	NS(=O)(=O)CCNC(=O)C(=O)NCC[NH3+]
ZINC03830983	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
ZINC38580920	Nc1ncnc2c1nc(NCC[NH3+])n2C1OC2COP(O)(=S)OC2C1O
ZINC38599973	OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
ZINC39345076	[NH3+]CCCCNC1N=C2C(=O)N=CN=C2N1C1OC(CO)C(O)C1O
ZINC39937111	O=S(O)OC1[NH2+]C(CO)C(O)C(O)C1O
ZINC39937192	OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
ZINC39937440	OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
ZINC17198104	Nc1nc2c(c(=O)[nH]1)n(CCO)c[n+]2C1OC(CO)C(O)C1O
ZINC40734425	NNc1[nH+]cnc(N2CCN(CCO)CC2)c1N
ZINC43763992	OCC(O)COCC(O)COC1OC(CO)C(O)C(O)C1O
ZINC43763994	OCC(O)COCC(O)COC1OC(CO)C(O)C(O)C1O
ZINC43889886	COCC1OC(COCC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
ZINC44028862	OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
ZINC44790312	OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
ZINC15885487	OCC1OC(Nc2cccc(NC3OC(CO)C(O)C3O)c2)C(O)C1O
ZINC38792148	OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
ZINC59369428	Nc1nc2c(nc(NCCO)n2C2OC(CO)C(O)C2O)c(=O)[nH]1
ZINC64219257	OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O
ZINC01885427	O=S(=O)([O-])C(O)c1cccc(I)c1
ZINC02165028	O=S(=O)([O-])c1ccc(O)c(/C=N/c2ccccc2)c1
ZINC02905507	O=C(NC(C(Cl)(Cl)Cl)S(=O)(=O)[O-])c1ccccc1
ZINC11889953	CC(C)C(NC(=O)c1ccc(F)c(F)c1F)C(=O)[O-]
ZINC19275867	O=C([O-])C1CC(O)CN1C(=O)c1c(F)cccc1Cl
ZINC19774656	Cc1ccc(Cc2c[nH+]cc([O-])c2)cc1S(=O)(=O)[O-]
ZINC19788503	O=S(=O)([O-])CCCNc1ccc(Br)cc1
ZINC19835208	O=C([O-])C1CC(O)CN1C(=O)c1cc2c(s1)CCCC2
ZINC35389221	Cc1nc(C)c(C(=O)NC(C(=O)[O-])C(C)(C)C)s1
ZINC36339131	CCCC(C)(NC(=O)c1cccc2cccnc12)C(=O)[O-]
ZINC36980780	CC(NC(=O)c1cccc2cccnc12)(C(=O)[O-])C1CC1
ZINC36983582	Cc1cc(S(=O)(=O)NC(C)(C(=O)[O-])C2CC2)c(C)s1
ZINC37365953	CC(NC(=O)c1cncc(Br)c1)(C(=O)[O-])C1CC1
ZINC37367437	CC(NS(=O)(=O)c1ccc2c(c1)CCC2)(C(=O)[O-])C1CC1
ZINC37406070	O=C([O-])CNS(=O)(=O)c1ccc(C(F)(F)F)cc1
ZINC37409911	Cc1nc(C)c(C(=O)NC2(C(=O)[O-])CCCCC2)s1
ZINC37420043	O=C(CSc1cccs1)NC1(C(=O)[O-])CCCC1
ZINC37433000	CC(C)C(NC(=O)c1cccc2cccnc12)C(=O)[O-]
ZINC37456705	CC(NC(=O)c1csc(-c2ccsc2)n1)(C(=O)[O-])C1CC1
ZINC37456903	CC(NC(=O)c1sccc1-n1cccc1)(C(=O)[O-])C1CC1
ZINC40910691	CC(C)(NS(=O)(=O)c1ccc(Cl)c(Cl)c1)C(=O)[O-]
ZINC41033893	CC1CCCC(NC(=O)c2cccc(C#N)c2)(C(=O)[O-])C1
ZINC41033940	Cc1ncsc1C(=O)NC1(C(=O)[O-])CCCC(C)C1
ZINC41034656	CC1CCCC(NC(=O)c2cccn2C2CC2)(C(=O)[O-])C1
ZINC41034908	CC1CCCC(NS(=O)(=O)c2ccccc2F)(C(=O)[O-])C1
ZINC41037118	CC1CCCCC1(NC(=O)CC(F)(F)F)C(=O)[O-]
ZINC41037719	CC1CCCCC1(NC(=O)CSc1ccncc1)C(=O)[O-]
ZINC41037924	Cc1nc(C)c(C(=O)NC2(C(=O)[O-])CCCCC2C)s1
ZINC41790612	O=C([O-])C1(Nc2ccc(OC(F)F)cc2)CCSC1
ZINC43503468	O=C(NC1(C(=O)[O-])CCSC1)c1ccc2ccccc2n1
ZINC43503599	O=C(COc1ccc(Cl)cc1)NC1(C(=O)[O-])CCSC1
ZINC43503695	O=C(NC1(C(=O)[O-])CCSC1)c1cc(F)cc(F)c1
ZINC43503849	O=C(/C=C/c1ccc(Cl)cc1)NC1(C(=O)[O-])CCSC1
ZINC43510678	Cc1ccc(OCC(=O)NC2(C(=O)[O-])CCSC2)c(C)c1
