ZINC13547300	N#Cc1sc(=S)n(-c2ccc(F)cc2)c1N
ZINC35201468	Cc1cccc(CSc2nnc(CNC(=O)NC3CCCCC3)n2-c2ccc(Cl)cc2Cl)c1
ZINC35226285	O=C(NCc1nnc(SCc2ccc(F)cc2)n1-c1cc(Cl)ccc1Cl)NC1CCCCC1
ZINC35532293	CC1(C)CC(=O)C2=C(C1)Nc1nc(SCc3ccc([N+](=O)[O-])cc3)[nH]c(=O)c1C2c1cccc(Cl)c1
ZINC35577728	Nc1c2c(-c3ccccc3F)nc(N3CCc4ccccc4C3)nc2nn1-c1ccc(Cl)c(Cl)c1
ZINC39197435	CCc1ccccc1-n1nc(C(=O)NC(C)C(=O)Nc2ccccc2C)cc1-c1ccc2c(c1)CCCC2
ZINC39197438	CCc1ccccc1-n1nc(C(=O)NC(C)C(=O)NC2CCCCCC2)cc1-c1ccc2c(c1)CCCC2
ZINC08410330	N#CC1=C(N)Oc2[nH]nc(-c3ccc(Cl)c(Cl)c3)c2C1c1cccc(OC(=O)c2ccccc2)c1
ZINC40649274	Cc1ccc2nc(Nc3ncnc(Nc4ccc(I)cc4)c3[N+](=O)[O-])sc2c1
ZINC40902560	CC1=C(C(=O)Nc2ccccc2)C(c2ccc(F)cc2)n2nc(SCc3ccccc3Cl)nc2N1
ZINC41019712	CCCCSc1nc2n(n1)C(c1c(Cl)cccc1Cl)C(C(=O)Nc1cccc(C)c1)=C(C)N2
ZINC41021105	CCCSc1nc2n(n1)C(c1ccc(Br)cc1)C(C(=O)Nc1cccc(C)c1C)=C(C)N2
ZINC54617926	CCCCSc1nc2n(n1)C(c1ccc(Cl)cc1Cl)C(C(=O)Nc1cccc(C)c1C)=C(C)N2
ZINC54642847	CC1=C(C(=O)Nc2cccc(C)c2)C(c2ccc(N(C)C)cc2)n2nc(SCc3ccccc3)nc2N1
ZINC54642940	COc1ccc(C2C(C(=O)Nc3cccc(C)c3C)=C(C)Nc3nc(SCc4ccccc4)nn32)cc1
ZINC54642965	CCc1ccc(C2C(C(=O)Nc3cccc(C)c3C)=C(C)Nc3nc(SCc4ccccc4)nn32)cc1
ZINC54643805	CC1=C(C(=O)Nc2cccc(C)c2C)C(c2sccc2C)n2nc(SCc3ccccc3)nc2N1
ZINC57315755	CC1CCN(c2ccc(C(=O)Nc3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3)cc2[N+](=O)[O-])CC1
ZINC59488199	CC(Sc1nc2ccc(/N=C/c3cc(Cl)cc(Cl)c3O)cc2s1)C(=O)Nc1nccs1
ZINC59960710	O=C(N/N=C/c1ccc(-c2cc(Cl)cc(Cl)c2)o1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
ZINC08594786	CC1=C(C(=O)Nc2ccc(C)cc2C)C(c2cccs2)n2nc(SCc3cccc(C)c3)nc2N1
ZINC64859825	Cc1cccc(-c2noc(-c3cn(Cc4ccc(NC(=O)Nc5ccccc5C(F)(F)F)cc4)cn3)n2)c1
ZINC64981661	COc1cc(/C=N/Nc2nnc3c(n2)[nH]c2ccccc23)cc(Br)c1OCc1cccc(C)c1
ZINC00018854	CC1(C)CN(C(=O)Nc2cccnc2)c2cc(C#N)ccc21
ZINC03527385	O=C1NC2(CCCCC2)C(=O)N1/N=C/c1ccc(Cl)cc1
ZINC04239883	CCC(C)N1CC2=C(C1=O)C(c1ccccc1)NC(=O)N2C
ZINC02641631	CC(C)(C)C(=O)Nc1nnc(-c2ccc(Cl)s2)o1
ZINC04898073	Cc1nc2ncnn2c(NC2CCCc3ccccc32)c1C
ZINC08061173	Cc1nc2ccc(C(=O)Nc3cccc(C#N)c3)cc2nc1C
ZINC08735986	Cc1nc2ccc(Cl)cn2c(=O)c1NC(=O)CC(C)C
ZINC12180726	Cc1ccc(C(=O)Nc2c(C)nc3ccc(C)cn3c2=O)cc1
ZINC12824427	O=C(Nc1ccccc1N1CCCCCC1)c1cnccn1
ZINC14215748	CC(Nc1ncnc2c1cnn2C)c1ccccc1Cl
ZINC19148225	C1=CCC(Cn2[nH]cc3nc(-c4cccnc4)[nH+]c2-3)CC1
ZINC27387378	CC(C)=CC(=O)Nn1cnc2sc3c(c2c1=O)CCCC3
ZINC28432055	O=C(NC1CCCCCC1)c1cn(-c2ccccc2)nn1
ZINC31731066	Cc1ccc(-n2cc(C(=O)Nc3ccccc3F)nn2)cc1
ZINC36169965	CCC1CCC[NH+](c2nc3sccn3c2C(=O)[O-])C1
ZINC36270055	C/C(=N\Nc1ccc(Cl)nn1)c1ccc(C#N)cc1
ZINC36398425	Cc1nc(C2(NC(=O)C3CCCCC3)CCCC2)no1
ZINC36633344	CCc1cccc2sc(NC(=O)c3cnccn3)nc12
ZINC36810267	O=C([O-])c1c([NH+]2CCC3CCCCC3C2)nc2sccn12
ZINC37286153	Cc1ccc(F)c(NC(=O)c2cc([N+](=O)[O-])ccc2F)c1
ZINC37502129	Cc1cc(NC(C)c2ccc(C#N)cc2)n2ncnc2c1
ZINC04772866	C/C(=N\Nc1nnc(Cl)c2ccccc12)c1cccnc1
ZINC04804894	Cc1cc([N+](=O)[O-])ccc1NC(=O)c1csc(C)c1C
ZINC38506312	Cc1cnn(C)c1C(=O)Nc1nc2c(C)cccc2s1
ZINC39315932	CC1=C2C(N=N1)NC1=C(C(=O)CC(C)(C)C1)C2c1ccncc1
ZINC06534227	c1cncc(C2=NNC(c3ccncc3)=Nc3ccccc32)c1
ZINC40367125	N#CC1(NS(=O)(=O)N2CCCC2)CCCCCCC1
ZINC40422725	CC(C)c1cc(NC(=O)c2cnc(Cl)c(Cl)c2)on1
ZINC40690656	N#CC1(NC(=O)c2ccc(Cl)nn2)CCCCCC1
ZINC42565622	Cc1cc(C)c(NC(=O)c2csc([N+](=O)[O-])c2)c(C)c1
ZINC42568263	Cc1ccc(F)c(NC(=O)c2csc([N+](=O)[O-])c2)c1
ZINC43275145	Cc1cc(CN(C)C(=O)Nc2ccc(Cl)cc2F)no1
ZINC22588820	CC12CCC(/C(=C\Nc3ccccc3[N+](=O)[O-])C1=O)C2(C)C
ZINC45152596	Cc1sc(C(=O)Nc2cc(F)cc(F)c2)cc1[N+](=O)[O-]
ZINC47007639	CCC1CCCCN1C(=O)NC(C)c1cnn(C)c1C
ZINC47498017	Cc1ccc(C(C)N(C)C(=O)Nc2nncs2)cc1
ZINC49340709	CC1CN(C(C(=O)Nc2nccs2)C(C)C)CC(C)O1
ZINC49453932	CC1Cn2cc(C(=O)[O-])c(=O)c3c(C(C)(C)C)ccc(c32)O1
ZINC50864519	CNc1cc(C)nc(-c2cc(Cl)c3c(c2)OCCO3)n1
ZINC52288489	CC1CC1NC(=O)c1ccc(Br)c([N+](=O)[O-])c1
ZINC56894228	CC1CCCCN1C(=O)NCc1ccccc1-n1ccnc1
ZINC12814851	c1nc(Nc2ccc(N3CCCC3)nc2)c2ccsc2n1
ZINC41568382	CN1CCc2[nH]/c(=N/S(=O)(=O)c3ccccc3)sc2C1
ZINC37065720	CC1CCCC(C)N1C1=NC(=O)C(C#N)C2(CCCCC2)N1
ZINC15108089	CC(=O)C1=C(C)N=C2Nc3ccccc3N2C1c1ccco1
ZINC15108089	CC(=O)C1=C(C)Nc2[nH+]c3ccccc3n2C1c1ccco1
ZINC64230139	Cc1cc(CNC(=O)N2CCCC2C2CCCC2)on1
ZINC21171543	Cc1nc2nncn2c(Nc2ccc3c(c2)CCC3)c1C
ZINC35538010	CCN1CCN(C(=O)Nc2ccc(C)cc2)c2cccnc21
ZINC65283600	CC(C)c1nc2c(NC(=O)C3CCCCC3)cccn2n1
ZINC32189162	CCOc1ccccc1/C=C1\S/C(=N/C(C)=O)NC1=O
ZINC06149594	CCC(C)(C)n1nnnc1C(c1cc2cccc(C)c2[nH]c1=O)[NH+](Cc1ccc(OC)cc1)CC1CCCO1
ZINC06196311	CCOc1ccc(C[NH+](Cc2ccco2)C(c2cc3cccc(C)c3[nH]c2=O)c2nnnn2C(C)(C)C)cc1
ZINC06197952	CCc1ccc2[nH]c(=O)c(C(c3nnnn3C3CCCC3)[NH+](Cc3cccs3)CC3CCCO3)cc2c1
ZINC08623470	CCC(CC)c1cc(C2C[NH+]3CCC2CC3CNS(=O)(=O)c2ccccc2C#N)nc(-c2ccncc2)n1
ZINC10475413	CCOc1c(Br)cc(C[NH2+]CCSc2nnnn2-c2ccccc2)cc1Br
ZINC12833119	COc1ccc(CC[NH+](Cc2cc3c(C)ccc(C)c3[nH]c2=O)Cc2nnnn2C2CCCCC2)cc1OC
ZINC13064350	CCC(c1nnnn1CCc1ccccc1)[NH+](Cc1cccs1)Cc1cc2ccc(OC)cc2[nH]c1=O
ZINC13064519	CCC(c1nnnn1Cc1ccc(F)cc1)[NH+](Cc1cc2cc(OC)c(OC)cc2[nH]c1=O)C1CCCCC1
ZINC06409929	Cc1ccc2cc(C(c3nnnn3Cc3ccccc3)[NH+](Cc3ccco3)Cc3cccs3)c(=O)[nH]c2c1
ZINC06409972	COc1ccc(C[NH+](Cc2ccco2)C(c2cc3ccc(C)cc3[nH]c2=O)c2nnnn2C2CCCC2)cc1
ZINC06300587	COc1ccc(C[NH+](Cc2ccco2)C(c2cc3cc(C)cc(C)c3[nH]c2=O)c2nnnn2C(C)(C)C)cc1
ZINC06444123	Cc1cccc2cc(C(c3nnnn3Cc3ccccc3)[NH+](Cc3ccccc3)Cc3ccco3)c(=O)[nH]c12
ZINC06443702	COCCn1nnnc1C(c1cc2cccc(C)c2[nH]c1=O)[NH+](Cc1ccccc1)Cc1ccc(Cl)cc1
ZINC13495946	CCC(c1nnnn1CC1CCCO1)[NH+](CCc1cccc(C)c1)Cc1cc2cc(C)cc(C)c2[nH]c1=O
ZINC13498922	CCOC(=O)Cn1nnnc1C(C(C)C)[NH+](CCc1ccccc1)Cc1cc2cc(C)c(C)cc2[nH]c1=O
ZINC13498923	CCOC(=O)Cn1nnnc1C(C(C)C)[NH+](CCc1ccccc1)Cc1cc2cc(C)c(C)cc2[nH]c1=O
ZINC13499413	CCCC(c1nnnn1CCc1ccccc1)[NH+](Cc1cc2cc3c(cc2[nH]c1=O)OCCO3)C1CCCC1
ZINC13553275	COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(CC(C)[NH2+]CCc3ccccn3)c2=O)c1
ZINC13553276	COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(CC(C)[NH2+]CCc3ccccn3)c2=O)c1
ZINC16461768	CC[NH+](CC)CCCC(C)NC(=O)c1csc(CSc2nnc(-c3ccco3)n2-c2ccccc2)n1
ZINC16461770	CC[NH+](CC)CCCC(C)NC(=O)c1csc(CSc2nnc(-c3ccco3)n2-c2ccccc2)n1
ZINC16566506	CCCN(Cc1cccn1Cc1nc(C(=O)NC(C)CCC[NH+](CC)CC)cs1)C(=O)c1ccccc1C
ZINC22397172	CSc1ccc(S(=O)(=O)N(CC(=O)NCc2ccc(-n3cc[nH+]c3C)cc2)c2cccc(F)c2)cc1
ZINC23454110	COc1cccc(C(C[NH+]2CCN(S(=O)(=O)c3c(C)nn(C)c3Cl)CC2)OCc2ccc(C)cc2)c1
ZINC00701526	CCOC(=O)C1CCCN(C(=O)c2csc(C[NH+](Cc3ccc(F)cc3)Cc3ccc(OC)cc3)n2)C1
ZINC34832152	CC[NH+]1CCN(c2c(CN(CCC(C)C)C(=O)c3cccc([N+](=O)[O-])c3)c(C)nn2-c2ccccc2)CC1
ZINC34834446	Cc1nn(-c2cccc(F)c2)c(N2CC[NH+](C)CC2)c1CN(CCC(C)C)C(=O)c1cccc([N+](=O)[O-])c1
ZINC35041430	COc1ccc(-n2c(C(C)N(CC[NH+](C)C)S(=O)(=O)c3ccc(C)cc3)nc3ccccc3c2=O)cc1
ZINC35041433	COc1ccc(-n2c(C(C)N(CC[NH+](C)C)S(=O)(=O)c3ccc(C)cc3)nc3ccccc3c2=O)cc1
ZINC35705527	Cc1ccsc1C[NH+](Cc1cccc(C(F)(F)F)c1)Cc1nc(C(=O)NCCc2ccccn2)co1
ZINC35758197	CCCC(=O)OCC(O)C[NH+](CCCOC)Cc1c(-c2ccccc2)noc1N1CCc2ccccc2C1
ZINC36068961	COCCNC(=O)c1coc(C[NH+](Cc2cccc(C(F)(F)F)c2)Cc2cccc(C(F)(F)F)c2)n1
ZINC33937182	CCC(c1nnnn1CC1CCCO1)[NH+](CCc1ccccc1C)Cc1cc2cc(C)cc(C)c2[nH]c1=O
ZINC36066250	CC[NH+](CC)CCN1C(=O)C2C(C(=O)Nc3cccc(C)c3)C3C=CC2(O3)C1C(=O)NC1CCCC(C)C1C
ZINC04177733	CCCCN(CCCC)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC[NH+](CC)C3)cc1
ZINC36704373	CC[NH+](CC)CCN(C(=O)C1CCCN1S(=O)(=O)c1cccs1)c1nc2c(OC)cccc2s1
ZINC38845285	CC[NH+](CC)CCN(C(=O)CCSc1ccc(Cl)cc1)c1nc2c(S(C)(=O)=O)cccc2s1
ZINC39303104	COc1cc(C[NH+]2CCC(NC(=O)C(Cc3ccccc3)NC(=O)Nc3cccc(C)c3)C2)cc2c1OCO2
ZINC39599968	CC(C)C(Oc1ccccc1)C(=O)N1CC(C(=O)NCc2ccc(OC(F)(F)F)cc2)C2(CC[NH2+]CC2)C1
ZINC39710911	Cc1cccc2c1=[NH+]C(=O)C(C(c1nnnn1Cc1ccccc1)N(Cc1ccccc1)Cc1cccnc1)C=2
ZINC40984471	COc1cccc(-c2nc(C[NH+]3CCC(C(=O)NCc4ccc(N5CCCC5)cc4)CC3)c(C)o2)c1OC
ZINC41251191	COc1ccc(C(C)NC(=O)C2CC[NH+](Cc3nc(-c4ccc(C(F)(F)F)cc4)no3)CC2)cc1OC
ZINC43525832	COC(=O)c1cccc(NC(=S)NCC2CC3CC[NH+]2CC3c2cc(-c3ccccc3OC)nn2C)c1
ZINC45322343	CCC[NH2+]Cc1ccc(-c2ccc(CN(CCOC)C(=O)CCC(=O)c3ccc(OC)c(F)c3)cc2)nc1
ZINC36029904	COc1ccc(CCN2C(=O)C(CC(C)C)[NH2+]C23CCN(S(=O)(=O)c2ccc(F)cc2)CC3)cc1OC
ZINC52626836	CC[NH+](CC)CCCN(C(=O)C1=NC(c2ccccc2)=CC1)C(C(=O)NC1CCCCC1)c1ccncc1
ZINC63172687	O=C(NC1CCCCC1)C(c1ccc(F)cc1)N(CCN1CCOCC1)C(=O)CC1=c2ccccc2=[NH+]C1
ZINC63254433	COc1ccc(C(=O)N/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)NCCC2=c3ccccc3=[NH+]C2)cc1OC
ZINC63373644	CCCOc1ccc(C2CN3C(=O)CN(CCCOC)C(=O)C3(C)C3[NH+]=c4ccccc4=C23)cc1OCC
ZINC63708610	O=C(CCCCCN1C(=O)C2C=C(Br)C=CC2=NC1=S)NCCC1=c2ccccc2=[NH+]C1
ZINC20020974	CC(Sc1ccccc1Cl)C(=O)Nc1ccc(N)cc1
ZINC20545088	CC(Sc1ccc(F)cc1)C(=O)Nc1ccc(F)c(N)c1
ZINC20584659	CSc1cccc(Nc2ccc(Br)cc2N)c1
ZINC21013266	CC(Sc1ccc(Cl)cc1)C(=O)Nc1cccc(N)c1
ZINC21504716	CC(Sc1ccccc1Cl)C(=O)Nc1cc(N)ccc1F
ZINC35341732	Nc1cc2c(cc1Sc1ccc(F)c(F)c1)CCC(=O)N2
ZINC36737685	Nc1ccc(Cl)c(NC(=O)c2cc(F)ccc2Br)c1
ZINC36752618	NC(=S)c1ccccc1Nc1cc(Br)ccc1F
ZINC36950182	Cc1cc(N)ccc1Nc1ccc(I)cc1
ZINC36962238	CC(Sc1ccc(Br)cc1)C(=O)Nc1cccc(N)c1
ZINC37194883	Cc1ccc(F)cc1NC(=O)CSc1ccc(F)cc1N
ZINC37219815	CC(Nc1cccc(C(N)=O)c1)c1ccc(F)c(Br)c1
ZINC37381115	Nc1ccccc1NC(=O)CSc1ccccc1Br
ZINC37754468	Nc1ccc(Nc2ccc(F)c(F)c2F)c(C(F)(F)F)c1
ZINC37941718	Cc1ccc(NC(C(N)=O)c2ccccc2Br)cc1
ZINC40293915	Nc1cc(C(=O)Nc2cccc(Br)c2)ccc1Br
ZINC40297037	Nc1cc(C(=O)Nc2ccc(Br)cc2F)c(F)cc1F
ZINC40357387	NC(=S)C1(NC(=O)c2ccc(Br)cc2F)CCCCCC1
ZINC40357698	NC(=S)C1(NC(=O)c2cc(F)cc(Br)c2)CCCCCC1
ZINC41069238	Nc1cccc(Cl)c1NCc1cc(Br)ccc1F
ZINC42240300	Nc1cccc(Cl)c1NCc1ccc(Br)cc1
ZINC42586126	CC(Nc1ccc(Br)cc1N)c1ccc(Cl)s1
ZINC42599724	Cc1ccc(C(C)Nc2ncc(Br)cc2N)s1
ZINC43597244	CC(Nc1ccc(N)cc1Br)c1cccc(F)c1
ZINC43640021	CCc1ccc(C(=O)Nc2cccc(F)c2C(N)=S)s1
ZINC44780252	CC(NC(=O)C1(C(N)=S)CCCCC1)c1ccccc1Cl
ZINC48869780	NC(=S)c1ccc(NCc2ccccc2Br)c(F)c1
ZINC49126274	CC(NC(=O)c1ccc(N)cc1Cl)c1ccc(Cl)s1
ZINC49511931	Cc1cc(C(N)=S)ccc1NC(C)c1ccccc1Cl
ZINC49515390	CC(Nc1ccc(N)c(C(F)(F)F)c1)c1cccc(Cl)c1
ZINC49551181	CC(C)C(NC(=O)c1cc(N)c(F)cc1F)c1cccs1
ZINC49564044	CC(Nc1ccc(F)cc1N)c1cccc(Br)c1
ZINC43600936	Nc1ccc(NC23CC4CC(CC(C4)C2)C3)c(Br)c1
ZINC49844197	CC(Nc1ccc(N)cc1Br)c1ccc(Cl)cc1
ZINC51597175	Cc1ccc(C(N)=S)c(NC(C)c2cccc(Br)c2)c1
ZINC52904382	NC(=S)c1c(Cl)cccc1NCc1ccc(Cl)cc1
ZINC52905627	NC(=S)c1c(Cl)cccc1NCc1cccc(Br)c1
ZINC53148594	Nc1cc(Br)ccc1NCc1ccc(F)c(Cl)c1
ZINC54185182	CC(Sc1cccc(Cl)c1)C(=O)Nc1cc(N)ccc1F
ZINC54689387	Cc1ccc(N)cc1NC(=O)C(C)SC1CCCC(C)C1
ZINC54689421	Cc1cc(N)ccc1NC(=O)C(C)SC1CCCC(C)C1
ZINC55306920	CC(Sc1cccc(Br)c1)C(=O)Nc1cccc(N)c1
ZINC61329772	NC(=O)C1(Nc2ccccc2Cl)CCCc2sccc21
ZINC61691099	Nc1cc(F)cc(Nc2cc(Br)ccc2Cl)c1
ZINC61692664	NC(=S)c1ccc(C(=O)Nc2cc(Br)ccc2Cl)cc1
ZINC61849745	Cc1nc(C)c(C(C)Nc2ccc(C(N)=S)c(Cl)c2)s1
ZINC62609494	Nc1[nH]nc(-c2ccc(Br)s2)c1-c1ccc(F)cc1Cl
ZINC62788290	Cc1nc(C)c(C(C)Nc2cc(Cl)ccc2C(N)=S)s1
ZINC62788306	Cc1ccc(C(C)Nc2cc(Cl)ccc2C(N)=S)cc1
ZINC62795607	Cc1nc(C)c(C(C)Nc2ccc(C(N)=S)cc2Cl)s1
ZINC04671470	C=C1C=CC(NC(=S)NC2=CCC(=C)C=C2)=CC1
ZINC11883941	CC1CC1(c1ccc(Cl)cc1)c1csc(N)n1
ZINC11883944	CC1CC1(c1ccc(Cl)cc1)c1csc(N)n1
ZINC11883950	CC1CC1(c1ccc(Cl)cc1)c1csc(N)n1
ZINC14630547	Cc1cc(Oc2ccc(N)cc2C)ccc1Cl
ZINC15424239	Cc1ccc(C)c(NCc2ccc3[nH]ccc3c2)c1
ZINC19985112	CC(C)(C)c1ccccc1Oc1ccc(F)cc1N
ZINC19997172	CC1CCCCC1Oc1ccc(N)c(C(F)(F)F)c1
ZINC21499885	Cc1cc(Cl)ccc1Oc1ccc(F)cc1N
ZINC00208631	CCCC1CCC(C2CCC(C(N)=O)CC2)CC1
ZINC35056523	Cc1cccc(OCc2c(Cl)cccc2Cl)c1N
ZINC35149768	CCc1ccc(CN(C)c2ccc(N)c(C)c2)cc1
ZINC35624583	c1cc2cc(NC3CC4CC3C3CCCC43)ccc2[nH]1
ZINC36197406	CCN(Cc1ccccc1C)c1ccc(C)cc1N
ZINC36887494	CC1CCCCC1Oc1ccc(C(N)=S)cc1F
ZINC36887495	CC1CCCCC1Oc1ccc(C(N)=S)cc1F
ZINC36887496	CC1CCCCC1Oc1ccc(C(N)=S)cc1F
ZINC36964832	Cc1cc(Cl)ccc1OCc1cc(N)ccc1Cl
ZINC37403260	Cc1ccc(OCc2cc(N)ccc2Cl)c(C)c1
ZINC37691070	OC1CCCCC1Nc1cc(Cl)c(Cl)cc1Cl
ZINC37902065	Cc1ccc(Oc2ccc(F)cc2Cl)c(N)c1
ZINC37902090	Nc1c(F)cccc1Oc1ccc(F)cc1Cl
ZINC38113737	OCC1(Nc2cccc(Cl)c2)CCSc2ccccc21
ZINC38113738	OCC1(Nc2cccc(Cl)c2)CCSc2ccccc21
ZINC40228037	NC(=S)c1ccccc1OC1CCCCCC1
ZINC40908555	CC(Oc1ccc(Cl)c2ccccc12)c1cccc(N)c1
ZINC40909066	CC(C)c1ccccc1OC(C)c1ccc(N)cc1
ZINC42610460	CC1CCCCC1N(C)c1ccc(C(N)=S)cc1
ZINC43686621	Cc1cccc(OCc2cc(Br)cs2)c1N
ZINC48727952	Fc1ccc(NCc2c[nH]c3ccccc23)cc1Cl
ZINC49671110	Cc1cccc(NC(CO)c2cc(C)ccc2C)c1
ZINC49963690	Cc1ccc(OCc2ccc(N)cc2Cl)c(C)c1
ZINC49979294	CCc1ccc(N(C)c2ccc(F)cc2N)cc1
ZINC49979617	CCN(c1ccc(C)cc1)c1c(N)cccc1Cl
ZINC50003263	CN(c1ccc(N)c(C(F)(F)F)c1)c1ccccc1F
ZINC50013138	CCN(c1ccc(Cl)cc1N)c1ccccc1F
ZINC50266388	CC(C)(C)c1nc(N)sc1Cc1cc(F)cc(F)c1
ZINC50443516	Cc1ccccc1OCc1ccc(Cl)cc1N
ZINC50837834	Nc1nc2ccccc2cc1CSc1ccc(F)cc1F
ZINC51754144	Fc1cc(NCc2c[nH]c3ccccc23)ccc1Cl
ZINC52859296	CCC(C)(C)Oc1ccc(Cl)cc1C(N)=S
ZINC57611138	Cc1ccc(CNc2ccc([NH+](C)C)cc2)c(C)c1
ZINC57667880	Cc1ccccc1CNc1ccc([NH+](C)C)cc1C
ZINC59108706	Cc1cccc(CNc2ccc([NH+](C)C)cc2)c1C
ZINC59113378	CC1CCCC(NC(=S)NC2CCCC2)C1C
ZINC49979495	Cc1ccc(N(C)c2ccc(N)cc2Cl)c(C)c1
ZINC61121155	CC(C)(C)c1nc(N)sc1Cc1cc(F)c(F)c(F)c1
ZINC62724749	CCN(Cc1ccccc1C)c1cccc(N)c1C
ZINC62988059	CC/C(N)=N/c1c(Cl)cc(Br)cc1Cl
ZINC63022910	CSc1cc(N)cc2c1ccn2Cc1cc(C)ccc1C
ZINC03944977	O=c1[nH]c2ccccc2c(Cl)c1/C=N/Nc1ccccc1
ZINC04529844	C/C(=N\NC(=O)Nc1ccccc1)C12CC3CC(CC(C3)C1)C2
ZINC03101851	CC(C)(C)c1csc(Nc2ccc3cccc(O)c3n2)n1
ZINC05275358	CC1CCC(C(C)C)/C(=N/NC(=O)Nc2ccccc2)C1
ZINC03182841	Cc1cccc(NC(=O)Nc2nc3c(C)cc(C)cc3s2)c1
ZINC08844072	Cc1c(Cl)cccc1Nc1nc(-c2ccccc2)cc(=O)[nH]1
ZINC08903510	Cc1cccc(-c2nnc(Nc3ccc(Cl)cc3)[nH]2)c1
ZINC08903525	Clc1ccc(Nc2nnc(-c3ccc(Cl)cc3)[nH]2)cc1
ZINC11991466	CC(C)c1ccc(Nc2nc3c(c(=O)[nH]2)CCCC3)cc1
ZINC07674778	C/C(=N\Nc1ccc(C)c(Cl)c1)c1nc2ccccc2[nH]1
ZINC05070820	C/C(=N\Nc1nc2ccccc2[nH]1)c1ccc(Cl)cc1Cl
ZINC19170539	N#CC1(NNC2(C#N)CCCCCCC2)CCCCCCC1
ZINC19891760	C/C(=N/NC(=O)Nc1ccccc1)C12CC3CC(CC(C3)C1)C2
ZINC20297251	Cc1cccc(NC(C)C(=O)/N=c2/[nH]c3ccccc3s2)c1
ZINC20321279	CC1CCc2c(sc3ncnc(Nc4ccccc4O)c23)C1
ZINC20411696	Cc1cc(C)cc(-c2n[nH]c(Nc3ccc(Cl)cc3)n2)c1
ZINC21511291	Nc1ccc(Oc2cc(Cl)ccc2Cl)c(Cl)c1
ZINC21657782	Cc1ccc2[nH+]c(C(=O)[O-])cc(Nc3cccc(F)c3)c2c1
ZINC28221333	Cc1ccc(NC(=O)Nc2nc(C(C)(C)C)cs2)c(C)c1
ZINC28226132	CC(C)(C)c1csc(NC(=O)Nc2ccccc2Cl)n1
ZINC32620375	CC(C)[C@@H]1CC[C@@H](C)CC1=NNC(=O)Nc1ccccc1
ZINC32620376	CC(C)[C@@H]1CC[C@H](C)CC1=NNC(=O)Nc1ccccc1
ZINC32620378	CC(C)[C@H]1CC[C@H](C)CC1=NNC(=O)Nc1ccccc1
ZINC34733883	CNc1nc(Nc2ccc(C)cc2)c2c3c(sc2n1)CCC3
ZINC36266590	O=S(=O)([N-]C1CC[NH2+]C2(CCCCC2)C1)C(F)(F)F
ZINC37129990	CC1CCC(C(C)C)C(Nc2ccc3oc(=O)[nH]c3c2)C1
ZINC37291861	CC(Nc1cc2c(cc1Cl)NC(=O)CO2)C1CCCCC1
ZINC37781573	Cc1nc(-c2cccc(NC3CCCCCCC3)c2)n[nH]1
ZINC38718619	CC(C)(C)NC(=O)C(=O)NC1CCCCCCCCCCC1
ZINC41483816	COc1cc(Cl)c(C)cc1-n1nc(C(C)(C)C)cc1N
ZINC28354056	Cc1cc(Nc2cccc(Cl)c2)c2cccc(C(=O)[O-])c2[nH+]1
ZINC45201534	Cc1cc(Nc2ccc(C(C)(C)C)cc2)c2[nH]ncc2n1
ZINC45919798	Cc1cc(C)c2[nH+]c(Nc3cccc(C(=O)[O-])c3)cc(C)c2c1
ZINC49210357	Cc1c[nH]/c(=N/C(=O)NC(c2cccs2)C(C)(C)C)s1
ZINC12376750	O=C1Nc2ccccc2/C1=N/c1ccc(Nc2ccccc2)cc1
ZINC54554428	CC(C)C1CCC(Nc2ccc3c(c2)NC(=O)CO3)CC1
ZINC19791963	Cc1cc(Nc2cccc(C(=O)[O-])c2)c2cc(Cl)ccc2[nH+]1
ZINC19793869	Cc1cccc(Nc2c(C(=O)[O-])c[nH+]c3ccc(Cl)cc23)c1
ZINC19799158	O=C([O-])c1ccccc1Nc1c2ccccc2[nH+]c2ccccc12
ZINC09750602	CC(C)c1ccc2c(c1)/C(=N/Nc1cccc(Cl)c1)C(=O)N2
ZINC57342115	Cc1ccc(-c2cc(=O)[nH]c(Nc3ccc(F)c(C)c3)n2)cc1
ZINC57342147	Cc1ccc(-c2cc(=O)[nH]c(Nc3ccc(C)cc3F)n2)cc1
ZINC57410439	C/C(=N\Nc1ccnc2cc(Cl)ccc12)c1ccc[nH]1
ZINC03909235	CC(C)(C)c1ccc(N/N=C2/C(=O)Nc3ccccc32)cc1
ZINC07931115	Cc1ccc(N/N=C2\C(=O)Nc3ccc(C(C)C)cc32)cc1
ZINC59192596	Cc1ccc2[nH]c(C(C)(C)Cc3nc4ccc(C)cc4[nH]3)nc2c1
ZINC04991756	Cc1ccc(/C=N/Nc2cccc3cccnc23)c(O)c1
ZINC13401309	C/C(=N\O)c1sc(Nc2ccc(Cl)cc2Cl)nc1C
