ZINC04026895	O=CNC1C2CCCC1C1=C(CCCC1)C2
ZINC14232626	CC(=O)Nc1ccc(S(=O)(=O)NC(C)C(=O)NCC2COc3ccccc3O2)cc1
ZINC14246826	Cc1cc(C)c(CNC(=O)C(NS(=O)(=O)c2ccc3c(c2)OCCO3)C(C)C)c(=O)[nH]1
ZINC14655314	CCCCn1c(N)c(N(C)C(=O)C2CC(=O)N(c3cccc(C)c3C)C2)c(=O)[nH]c1=O
ZINC14721705	COCCN(C(=O)c1cnc(Cl)c(Cl)c1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC16192059	CC1Oc2ccccc2N(CCC(=O)OCC(=O)Nc2sc3c(c2C(N)=O)CCC3)C1=O
ZINC16558588	C#CCNS(=O)(=O)c1cccc(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)c1
ZINC16654846	CC(C)n1c(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)nc2ccccc2c1=O
ZINC16663752	CC(C)Cn1c(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)nc2ccc(Cl)cc2c1=O
ZINC16674559	C=CCn1c(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)nc2scc(C3CC3)c2c1=O
ZINC16843189	Nc1nc(SCC(=O)Nc2ccc3c(c2)OCCO3)ncc1S(=O)(=O)c1cccs1
ZINC17641125	Cc1sc2nc(CSC(C)C(=O)NNC(=O)c3ccc4c(c3)OCO4)[nH]c(=O)c2c1C
ZINC18389035	CC(OC(=O)c1csc(S(N)(=O)=O)c1)C(=O)N1CC(=O)Nc2cc(C(F)(F)F)ccc21
ZINC20834623	Oc1ccc(Br)cc1/C=N/Nc1nc(SCc2nnc(C(F)(F)F)o2)n[nH]1
ZINC21623467	CC(Sc1nnc(C2CC2)n1Cc1ccco1)C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC22897873	O=C(NNC(=S)NCc1ccc2c(c1)OCO2)c1ccc(CN2C(=O)CCC2=O)cc1
ZINC23041859	C=CCn1c(Cc2csc(NC(=O)c3cc(C)c(C)c(S(=O)(=O)NC)c3)n2)n[nH]c1=S
ZINC23723096	Cn1c(CC(=O)NNC(=O)c2cccc(S(=O)(=O)NCC(F)(F)F)c2)nc2ccccc21
ZINC24023279	CC(C)CN(C(=O)C1CC(=O)N(c2ccccc2Cl)C1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC24713393	CCOC(=O)c1c(C)oc(NC(=O)CSc2ncnc3ccsc23)c1C(N)=O
ZINC24790984	NC(=O)CSc1nnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2Cl)s1
ZINC27434424	CCn1c(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)nc2sc(C)c(C)c2c1=O
ZINC27791082	O=C(CCNS(=O)(=O)c1ccc(Cl)cc1)NNC1CC(=O)N(c2ccccc2F)C1=O
ZINC34782844	CCN(CC)C(=O)Cn1c(=O)c2c(C)c(C(=O)NN)sc2n(Cc2ccc(Cl)cc2)c1=O
ZINC12921102	CCCCN(C(=O)C1CSC2(C)CCC(=O)N12)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC12869588	CC(C)CN(C(=O)C1CSC2(C)CCC(=O)N12)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC36667788	COc1cc(OC)cc(C(=O)NC(C(=O)NNC(=O)c2cc(C)oc2C)C(C)C)c1
ZINC39590376	CCOC(=O)c1ccc(NC(=O)/C=C2/CSC(NC(=O)C3=CCC(=O)N=C3)N2)cc1
ZINC39755066	CCn1c(SC(C)C(=O)/N=C2/NCCS2)nnc1C(CO)NC(=O)c1cccc(C)c1
ZINC40140494	CCCCn1c(N)c(N(Cc2ccco2)C(=O)COC2CCCCC2)c(=O)[nH]c1=O
ZINC44589287	COc1cc(OC)c(C2c3[nH+]c[nH]c3CC(C(=O)[O-])N2C(=S)Nc2ccc(C)cc2)cc1OC
ZINC46793748	CONS(=O)(=O)c1ccc(C(=O)Nc2ccc(N3CCNC(=O)C3)c(Cl)c2)cc1
ZINC21303317	NC(=O)C(OC(=O)CNS(=O)(=O)c1ccc2c(c1)OCCCO2)c1ccccc1
ZINC22905204	Cc1nc(N2CCOCC2)sc1C(=O)NNC(=O)C(NC(=O)c1cccs1)C(C)C
ZINC59772153	Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)C(=O)Nc3cc(C)on3)cc2)cc1
ZINC60322410	COc1ccc(CCC(=O)OCC(=O)N2c3ccc(S(N)(=O)=O)cc3CC2C)cc1O
ZINC63399683	CCCCn1c(SCC(=O)NC2Nc3cc4c(cc3S2)OCCO4)n[nH]c1=O
ZINC01898465	Cc1c(Cl)cccc1N1C(=O)C2ON(c3ccccc3)C(c3ccc(OS(=O)(=O)c4ccccc4)cc3)C2C1=O
ZINC00698354	Cc1nc(C)c(Cc2ccc(Cl)cc2)c(N2CCN(S(=O)(=O)CC34CCC(CC3=O)C4(C)C)CC2)n1
ZINC00933700	CC1CCCCN1S(=O)(=O)c1ccc(S(=O)(=O)N(CCC2=CCCCC2)Cc2ccccc2F)cc1
ZINC03125404	CCn1c(CNS(=O)(=O)c2ccc(Br)cc2)nnc1SCc1ccc(C(F)(F)F)cc1
ZINC02104443	CCCCCCSc1nnc2c(n1)OC(c1ccc(OC)c(OC)c1OC)N(C(C)=O)c1ccccc1-2
ZINC08780585	COCCOC(=O)C1C(C)=NC2=C(C(=O)CC(c3ccc(OC)cc3)C2)C1c1ccc(Br)cc1
ZINC09036217	Cc1ccc(S(=O)(=O)N2CCCC2C(=O)N(CC2CCCO2)c2nc3c(C(C)C)cccc3s2)cc1
ZINC09147349	C=CCn1/c(=N/C(=O)c2ccc(S(=O)(=O)N3CCCCC3CC)cc2)sc2cc(OC)c(OC)cc21
ZINC10248665	Cc1ccc(Cl)cc1N1CCN(c2nc3c(c(=O)n(C)c(=O)n3C)n2CCSc2ccccc2)CC1
ZINC01355478	CC1(C)Oc2ccc(C(=O)N(CCc3ccccc3)Cc3ccccc3)cc2N(CC(=O)N2CCCC2)C1=O
ZINC15277480	COc1ccc(C2C3=C(CC(c4ccccc4OC)CC3=O)N=C(C)C2C(=O)OCC2CCCO2)cc1OC
ZINC16504260	C=CCN(CC(=O)N1CCc2sccc2C1c1ccc(C(C)(C)C)cc1)C(=O)c1ccc(C)c([N+](=O)[O-])c1
ZINC16534468	CCCN(Cc1cccn1Cc1nc(C(=O)N2CC3(C)CC2CC(C)(C)C3)cs1)C(=O)c1ccccc1F
ZINC00678875	CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1ccccc1Br
ZINC22426491	CSc1ccc(S(=O)(=O)N(CC(=O)NC2CC(C)(C)Oc3ccc(C)cc32)c2cccc(F)c2)cc1
ZINC33812471	CCCCN1C(=O)/C(=C/c2c(C)c(C#N)c(=O)n(C)c2N2CCN(c3ccc(F)cc3)CC2)SC1=S
ZINC34806139	COCCN(CC(=O)N1CCn2cccc2C1c1ccc(C(C)C)cc1)C(=O)c1ccc(C(F)(F)F)cc1
ZINC34830632	CC1CN(C(=O)CCN2CCc3sccc3C2c2cccc(F)c2)CCN1S(=O)(=O)c1ccccc1
ZINC35003499	O=C(Cc1cccs1)N(CCN1CCN(C(=O)Nc2cccc3ccccc23)CC1)Cc1ccc(F)cc1
ZINC35358573	CC1(C)C2CCC1(CS(=O)(=O)N(CC(=O)N1CCc3sccc3C1c1ccccc1)C1CC1)C(=O)C2
ZINC35674860	CCC(NS(=O)(=O)c1ccc(Cl)cc1)C1c2cc(OC)c(OC)cc2CCN1Cc1ccc(C)cc1
ZINC00963239	COc1ccc(-n2c(SCC(=O)N3CCN(C(=O)C4CCCC4)C(C)C3)nnc2-c2ccc(C)cc2)cc1
ZINC35742006	COc1ccccc1C(=O)N(CC(=O)N1CCc2sccc2C1COc1ccc(Cl)cc1)C(C)(C)C
ZINC35829378	CCCN(Cc1cccn1Cc1ccc(C(=O)N2CCN(c3ccccc3OC)CC2)o1)C(=O)c1ccco1
ZINC36116661	COc1cccc(C(=O)N(CC(=O)N2CCc3sccc3C2COc2ccc(C(C)C)cc2)CC(C)C)c1
ZINC36116994	CC(C)c1ccc(OCC2c3ccsc3CCN2C(=O)CN(CC2CCCO2)C(=O)C2CCCC2)cc1
ZINC36120585	O=C(c1cccc(F)c1)N(CC(=O)N1CCc2sccc2C1COc1ccccc1F)CC1CCCO1
ZINC36124116	CCCN(CC(=O)N1CCc2sccc2C1COc1cccc(OC)c1)S(=O)(=O)c1ccc(C)cc1
ZINC36124318	Cc1ccc(S(=O)(=O)N(CC(=O)N2CCc3sccc3C2COc2ccc(F)cc2)CC2CC2)cc1
ZINC36546798	CC(C)=CC(=O)N(c1ccccc1Cl)C(C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1ccccc1C
ZINC36581194	Cc1ccc(S(=O)(=O)CNC(=O)C(C(C)c2ccccc2)N(C(=O)Cc2ccccc2C)C(C)(C)C)cc1
ZINC36592849	Cc1ccc(S(=O)(=O)CNC(=O)C(c2ccccc2C)N(C(=O)c2ccccc2Cl)C(C)(C)C)cc1
ZINC36600274	COc1ccc(C(C(=O)NC(C)(C)C)N(Cc2ccc(C)o2)C(=O)C(c2ccccc2)c2ccccc2)cc1
ZINC13951335	CCOCCn1/c(=N/C(=O)c2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2)sc2cccc(OC)c21
ZINC37309228	O=C(N1CCN(Cc2cc(=O)c(OCc3ccc(C(F)(F)F)cc3)co2)CC1)C12CC3CC(CC(C3)C1)C2
ZINC38594092	CCCCCOc1ccc(C2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2Cc2cccnc2)cc1OCC
ZINC38606643	CC1=C(C#N)C(=O)N(CCCOC(C)C)C(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1cccc([N+](=O)[O-])c1
ZINC38648936	CCCOc1ccc(C2c3c(oc4c(C)cc(C)cc4c3=O)C(=O)N2C2CCS(=O)(=O)C2)cc1OCC
ZINC39483317	CCCc1cccc2c(=O)n3c(nc12)/C(=C/c1cc(-c2ccccc2O)cc(S(=O)(=O)C(C)C)c1)CCC3
ZINC39487996	CC1(c2ccccc2)CN(S(=O)(=O)Oc2ccccc2)C(=O)N1CC1(C2CCCCC2)CCN(F)CC1
ZINC39491027	CCON1CCC(CN2C(=O)N(S(=O)(=O)C(C)C)CC2(C)S(=O)(=O)C(C)C)(C2CCCCC2)CC1
ZINC39770678	CCCCn1c(N2CC(C)CC(C)C2)c(/C=C2/SC(=S)N(CC3CCCO3)C2=O)c(C)c(C#N)c1=O
ZINC39990482	CCCCn1c(N2CC(C)CC(C)C2)c(/C=C2\SC(=S)N(CC3CCCO3)C2=O)c(C)c(C#N)c1=O
ZINC40067058	CCCCn1c(NCc2ccccc2Cl)c(/C=C2\SC(=S)N(C(C)CC)C2=O)c(C)c(C#N)c1=O
ZINC40182360	CCC(C)c1ccc(OCCCn2c(C3CC(=O)N(c4ccc5c(c4)OCCO5)C3)nc3ccccc32)cc1
ZINC40182410	CC(C)c1ccc(OCCCCn2c(C3CC(=O)N(c4ccc5c(c4)OCCO5)C3)nc3ccccc32)cc1
ZINC35307120	COc1ccc(CCN(C)c2cc(Cl)nc(SCC(=O)N3CC4(C)CC3CC(C)(C)C4)n2)cc1OC
ZINC01789749	Cc1c(N2C(=O)/C(=C/c3ccc(OC(=O)c4cccc([N+](=O)[O-])c4)cc3)SC2=S)c(=O)n(-c2ccccc2)n1C
ZINC01819032	COCCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OC(C)=O)c(OC)c3)c(=O)n2C1c1ccccc1Cl
ZINC01822017	C=CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=c2/sc3nc(-c4ccccc4OC(C)=O)nn3c2=O)cc1C
ZINC00646888	Cc1n[nH]c2c1C(c1ccc(OCc3cccc(F)c3)cc1)C(C#N)=C(N)O2
ZINC00948815	NNc1nn2c(=O)c3c(-c4ccccc4)csc3nc2c2ccccc12
ZINC01002816	Cc1sc(NC(=O)c2ccnn2C)c(C(N)=O)c1-c1ccc(Cl)cc1Cl
ZINC00818734	Cc1n[nH]c2c1C(c1cn(Cc3cccc(F)c3)c3ccccc13)C(C#N)=C(N)O2
ZINC04186889	COC(=O)C1C(=O)C2=C(CC1C)Nc1ccccc1NC2c1cccc(O)c1
ZINC04251976	Cc1sc2nc(C(C)Sc3nc(-c4ccccc4)cn3N)[nH]c(=O)c2c1C
ZINC00720027	COC(=O)C1C(=O)C2=C(CC1C)Nc1ccccc1NC2c1cccc(O)c1
ZINC06292352	CC(Sc1nnc(N)s1)c1nc2scc(-c3cccs3)c2c(=O)[nH]1
ZINC07841815	Nc1ccc(C(=O)Nc2ccc(I)cc2)cc1[N+](=O)[O-]
ZINC01021438	O=C(N/N=C/c1ccccc1O)c1ccccc1/N=C/c1ccccc1O
ZINC09049157	Cc1noc2c1C(c1ccc(O)cc1)C1=C(CC(c3ccc(O)cc3)CC1=O)N2
ZINC12536987	COc1ccc(C2C3=C(CCCC3=O)Nc3nc(SC)nc(N)c32)cc1
ZINC12562674	CC(Nc1ccc2c(c1)NC(=O)C(C)O2)C(=O)Nc1ccc2c(c1)CCC2
ZINC05207097	CC(C)Cn1c(N)c(-c2nc3ccccc3[nH]2)c2nc3ccccc3nc21
ZINC13639867	O=S(=O)(c1ccc2c(c1)C1C=CCC1C(c1ccc(O)cc1O)N2)N1CCCC1
ZINC00806033	Nc1nnc(CC(=O)N/N=C/c2c3ccccc3cc3ccccc23)s1
ZINC16935915	CCN1C(=O)/C(=C/c2ccc(O)c(O)c2)S/C1=N\c1ccc(O)cc1
ZINC18196240	Nc1nc2n(n1)C(c1ccc(Cl)cc1)C1=C(CC(c3cccs3)CC1=O)N2
ZINC00643952	Cc1cc2c(cc1-c1c(-c3ccc(O)c(C)c3O)n[nH]c1C)OCCO2
ZINC06870401	CCOc1ccc(/N=C2/NC(=O)/C(=C/c3ccc(O)c(O)c3)S2)cc1
ZINC22284525	CCc1n[nH]c(SCc2nc(N)c3c4c(sc3n2)CCCCC4)n1
ZINC23566958	CC(Oc1ccccc1F)C(=O)NNC(=O)c1cc(Cl)ccc1O
ZINC10257266	CCN(C(=O)CSc1nc(N)cc(=O)[nH]1)c1cccc2ccccc12
ZINC36020660	Cc1nc(N/N=C\c2ccc(O)cc2O)c2c3c(sc2n1)CCCC3
ZINC37040277	Cc1cc(C(=O)Nc2ccc([N+](=O)[O-])cc2Br)ccc1N
ZINC13123752	CC1=C(C(N)=O)C(c2cccs2)N2NC(c3cccc(C)c3)=NC2=N1
ZINC38704684	Cc1ccc(C2c3c(-c4c(C)cc(C)cc4O)n[nH]c3C(=O)N2CCO)cc1
ZINC41628334	CCC(Sc1nc2c(c(=O)[nH]1)CCCC2)C(=O)Nc1ccc(O)cc1
ZINC43676963	CC(C)NS(=O)(=O)c1ccc(NC(=O)NC2CCCCC2C)cc1
ZINC45029370	CC1CCc2sc(C(=O)NNC(=O)Nc3ccc(C#N)cc3)cc2C1
ZINC45799810	CNC(=O)Nc1ccc(NC(=O)C2=Cc3cc(Cl)ccc3OC2)cc1
ZINC48052155	Cc1cc(C)cc(NC(=O)NC(C)c2cccc(NS(C)(=O)=O)c2)c1
ZINC17073583	C/C(=N/NS(=O)(=O)c1ccc2ccccc2c1)c1cc(O)ccc1O
ZINC54045414	CC(CNC(=O)NNC(=O)c1cn(C)c2ccccc12)c1ccccc1
ZINC54348639	CNS(=O)(=O)c1ccc(C(C)NC(=O)Nc2cccc(C)c2C)cc1
ZINC55145552	O=C1Nc2ccc(Br)cc2/C1=N/N=C\c1ccc(O)cc1O
ZINC55647484	Cc1ccc(C(=O)NNS(=O)(=O)c2cc(Cl)ccc2C)c(O)c1
ZINC56157494	Cc1ccc(NC(=O)C(C)Nc2cccc(N3CCNC3=O)c2)c(F)c1
ZINC05504479	Cc1ccc(NC(=O)C(C)Sc2nc(-c3ccccc3O)n[nH]2)cc1
ZINC58123121	Cc1cc(NC(=O)NCC(=O)Nc2ccc(F)c(F)c2)ccc1N(C)C
ZINC21080513	Oc1ccc(Cl)cc1/C=N/Nc1nc(SC2CCCCC2)n[nH]1
ZINC59363098	CC(NC(=O)c1cc(F)cc([N+](=O)[O-])c1N)c1cccc(Br)c1
ZINC47572162	CC(NC(=O)COc1ccc2ccccc2c1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC13127569	COc1ccccc1C1CC(c2ccc(Cl)cc2)Nc2nc(N)nn21
ZINC13131877	COc1ccc(C2CC(c3ccc(Cl)cc3)n3nc(N)nc3N2)cc1
ZINC65180847	CC(C)CNC(=O)NNC(=O)c1c(-n2cccc2)sc2c1CCCC2
ZINC66047834	Cc1ccc(C(=O)NNC(=O)C(=O)c2ccc(C(C)(C)C)cc2)c(O)c1
ZINC04808649	Cc1n[nH]c2c1C(c1ccc(-c3ccccc3Cl)o1)C(C#N)=C(N)O2
ZINC04808649	Cc1[nH]nc2c1C(c1ccc(-c3ccccc3Cl)o1)C(C#N)=C(N)O2
ZINC66704327	Cc1cc(C)cc(C(C)NC(=O)NCc2nc(-c3cccs3)n[nH]2)c1
ZINC67232006	CNS(=O)(=O)c1cccc(C(C)NC(=O)Nc2cc(C)ccc2C)c1
ZINC04690617	C/C(CC(=O)Nc1ccc(Br)cc1C)=N\NC(=O)c1cccc(C)c1O
ZINC02792966	CCC(Sc1nc(N)cc(=O)[nH]1)C(=O)N1c2ccccc2Sc2ccccc21
ZINC08645054	CC(Sc1nnc(-c2ccc(Cl)cc2Cl)n1N)C(=O)NC(C)c1ccc(F)cc1
ZINC02254480	CC(C)C1Cc2c(sc3nc(SCC(=O)Nc4ccc(Cl)cc4)nc(N)c23)CO1
ZINC00867229	COc1cccc(C2NC(=S)NC(C)=C2C(=O)Nc2ccc(C)c(Cl)c2)c1OC
ZINC09319132	CC(C)c1ccc(NC(=O)c2csc(NC(=O)Nc3ccc(Cl)cc3)n2)cc1
ZINC09644530	Cc1ccc(C)c(NC(=O)C(Sc2nnc(-c3cccs3)n2N)c2ccccc2)c1
ZINC09649880	Cc1ccc(NC(=O)Nc2nc(CC(=O)Nc3ccc(Br)cc3)cs2)cc1
ZINC10002710	CC(C)CC(NC(=O)c1ccc(Cl)cc1)C(=O)N/N=C/c1cc(Cl)ccc1O
ZINC13409304	COC(=O)CCC(C)C1CCC2C3CCC4C/C(=N/NC(N)=O)CCC4(C)C3CCC12C
ZINC14459501	COc1cccc(C2Nc3ccc(S(=O)(=O)NC4CCCCC4)cc3C3C=CCC32)c1O
ZINC17087644	O=C(NNC(=O)c1ccc(OC2CCCC2)cc1)Nc1ccccc1C(F)(F)F
ZINC20679261	COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(O)cc2)N3)cc1
ZINC20681820	CN(c1ccccc1)S(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(O)cc1O)N2
ZINC20682683	COc1cc(Cl)c(C)cc1NC(=S)N/N=C1\CC2(CCCCC2)Oc2ccc(O)cc21
ZINC20892342	Cc1ccc(C)c(NC(=O)C(Sc2nnc(-c3ccccc3F)n2N)c2ccccc2)c1
ZINC20990151	CC(Sc1nnc(-c2ccc(C(C)(C)C)cc2)n1N)C(=O)NC1CCCCC1C
ZINC21221480	COc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(OC(C)C)cc2)C3)ccc1O
ZINC21223912	CCOc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccc(O)c(OC)c2)cc1
ZINC21238930	CCOc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccccc2OC)C3)ccc1O
ZINC16046589	Cc1ccc(CNCc2nc3sc(C(=O)Nc4ccc(C)cc4C)c(C)c3c(=O)[nH]2)cc1
ZINC26770577	O=C1NC(c2ccc(-c3ccccc3Cl)o2)C(C(=O)c2ccccc2)C(O)(C(F)(F)F)N1
ZINC05601526	CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)c(O)c4)coc13)C=CC(C)(C)O2
ZINC18093949	CCCOc1c(OC)cccc1C1NC(=S)NC(C)=C1C(=O)Nc1ccc(C)cc1
ZINC35099376	O=C1NC(c2ccc(-c3ccccc3Cl)o2)C(C(=O)C(F)(F)F)C(O)(c2ccccc2)N1
ZINC35577560	Cc1cccc(-n2nc3nc(NCc4cccc(F)c4)nc(-c4cccs4)c3c2N)c1
ZINC36214118	CC1CCc2c(sc3nc(SC(C)C(=O)NC(C)(C#N)C(C)C)nc(N)c23)C1
ZINC04687999	O=C(NC1CCCCCC1)C1CCC(C/N=c2\c(O)c(O)\c2=N/C2CCCCC2)CC1
ZINC36483162	CC(C)(C)NC(=O)C(c1ccc(O)cc1)N(C(=O)c1ccccc1O)c1cccc(Cl)c1
ZINC36543434	CC(C)(C)NC(=O)C(c1cccc(O)c1)N(C(=O)c1ccccc1O)c1ccccc1Cl
ZINC36544940	CC(C)(C)NC(=O)C(c1ccc(O)cc1)N(C(=O)c1ccc(O)cc1)c1ccccc1Cl
ZINC36586886	Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2cccc(O)c2O)C(C)(C)C)c(C)c1
ZINC37357823	CC(C)CNc1nc(-c2ccc(Cl)cc2)c2c(N)n(-c3ccccc3Cl)nc2n1
ZINC38776788	Cc1c(O)ccc2c1OC(=O)C(CCC(=O)NCCc1c[nH]c3ccc(Cl)cc13)C2C
ZINC39992264	C=CCNC(=O)c1c(NC(=O)/C(C#N)=C/c2cc(C)c(O)c(C)c2)sc2c1CCCC2
ZINC40688633	Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1Nc1ncnc(N(C)C)c1N
ZINC45326786	COC(=O)c1ccc(C2NC(=S)NC(C)=C2C(=O)Nc2ccc(Br)cc2)cc1
ZINC02828269	O=C(/C=C/c1ccc(Cl)cc1)NC(=S)Nc1ccc(-c2nc3ccccc3o2)c(O)c1
ZINC09350409	CCCOc1ccc(-c2[nH]nc3c2C(c2ccc(Cl)cc2Cl)C(C#N)=C(N)O3)cc1
ZINC09350409	CCCOc1ccc(-c2n[nH]c3c2C(c2ccc(Cl)cc2Cl)C(C#N)=C(N)O3)cc1
ZINC20367384	Cc1ccc(COc2cccc(C3C(C#N)=C(N)Oc4[nH]nc(-c5ccc(Cl)cc5)c43)c2)cc1
ZINC36610031	Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2c(O)cccc2O)c2ccccc2)c(C)c1
ZINC54541595	Cc1cccc(N2CCN(c3ncnc(NC45CC6CC(CC(C6)C4)C5)c3N)CC2)c1C
ZINC08781210	CCOC(=O)C1=C(N)OC2=C(C(c3ccccc3)=Nc3ccccc3N2)C1c1ccc(Cl)cc1
ZINC59016935	Oc1ccc(Br)cc1/C=N/Nc1nnc(SCc2ccccc2Cl)[nH]1
ZINC59365268	O=C(Cc1ccc(Cl)cc1)NC(=S)Nc1ccc(O)c(-c2nc3ccccc3o2)c1
ZINC59384960	CC1=C(C(=O)N/N=C/c2ccc(N(C)C)cc2)C(c2ccc(Cl)cc2Cl)NC(=S)N1
ZINC59385369	COc1ccccc1C1NC(=S)NC(C)=C1C(=O)N/N=C/c1ccc(Cl)cc1Cl
ZINC59385721	CC1=C(C(=O)N/N=C/c2cccc(Br)c2)C(c2ccccc2Cl)NC(=O)N1
ZINC00687112	COc1cc(Cl)cc(/C=N/NC(=O)C(C)Nc2ccc(Br)cc2)c1O
ZINC60363878	Cc1ccc(-c2n[nH]c(=S)n2CC(=O)Nc2ccc(NCC3CCCC3)cc2)cc1
ZINC04116102	O=C(Cc1ccccn1)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1O
ZINC04198918	O=C(N/N=C/c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1)c1ccncc1
ZINC04340312	Cc1ccc(Nc2nc3c(=O)[nH]cnc3n2C2OC(CO)C(O)C2O)cc1
ZINC04760367	CCc1cc([N+](=O)[O-])c(NCC(O)C(O)C(O)CO)cc1Br
ZINC04763777	Cc1cc(Cl)ccc1OC(C)C(=O)N/N=C/C(O)C(O)C(O)C(C)O
ZINC04769189	Nc1nc(SCc2ccccc2)c2ncn(C3OC(CO)C(O)C3O)c2n1
ZINC05085271	CC(=O)c1c(C)cc2cccc(OC3OC(CO)C(O)C(O)C3O)c2c1O
ZINC06330111	O=C(CSc1nnc(N/N=C/c2ccc(O)cc2O)[nH]1)NC1CC1
ZINC06879899	CC(NC(=O)CSc1nc(N)nc(N)n1)c1ccc2c(c1)OCCO2
ZINC09227621	NC(=O)CSc1nnc(NC(=O)CSc2nnc(N)s2)s1
ZINC11756767	COc1cc2nc(Cl)nc(NC3C(O)OC(CO)C(O)C3O)c2cc1OC
ZINC11940729	CN(C)c1nc(N)nc(COC(=O)CC(NC(N)=O)c2ccccc2)n1
ZINC12290742	Cn1c(=O)n(C)c2cc(S(=O)(=O)Nc3cc(C(N)=O)cc(C(N)=O)c3)ccc21
ZINC12609753	NC(=O)c1c(NC(=O)CN2CC(C(N)=O)Oc3ccccc32)sc2c1CCC2
ZINC13133020	Cc1cc(Cl)ccc1OCC(=O)N/N=C/C(O)C(O)C(O)C(C)O
ZINC14710225	COc1cc(C2Oc3c(OC)cc(C(O)C(O)CO)cc3C2CO)ccc1O
ZINC20527336	Nn1c(N/N=C/c2ccccc2O)nnc1SCC(=O)NCc1ccco1
ZINC20805962	COC(=O)c1ccc(/C=N/Nc2nnc(SCC(N)=O)n2N)cc1
ZINC20918294	CC(=O)NNC(=O)CSc1nnc(N/N=C/c2ccc(C)cc2)n1N
ZINC26785831	CCC1(C)NC(=O)N(NC(=O)CNc2ccc(Cl)c(C(N)=O)c2)C1=O
ZINC28947716	CC(C)C(Sc1nnc(-c2cccs2)n1CCC(N)=O)C(=O)NC(N)=O
ZINC31165501	O=C(OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1)c1ccc(O)cc1
ZINC32136098	CCOC(=O)c1ccc(NC(=S)NC2OCC(O)C(O)C2O)cc1
ZINC32995973	NC(=O)NC(CC(=O)NN1C(=O)NC2(CCCCC2)C1=O)c1ccccc1Cl
ZINC33374338	NC(=O)NC(=O)COC(=O)c1nc(Cl)c(Cl)c(N)c1Cl
ZINC03520924	CCOC(=O)c1c(NC(=O)CSc2n[nH]c(N)n2)sc(C(=O)NC)c1C
ZINC35051316	C/C(=C/Cc1cc2ccc(=O)oc2cc1OC1OC(CO)C(O)C(O)C1O)CO
ZINC25075734	CC(NC(=O)OC(C)(C)C)C(=O)OCC1OC(O)C(O)C(O)C1O
ZINC16045938	CCCn1c(N)c(C(=O)CSc2nc(N)cc(=O)[nH]2)c(=O)n(C)c1=O
ZINC03875160	C/C(=C\CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O)CO
ZINC10716024	CC1CCC2(CC1)NC(=O)N(NC(=O)CSc1n[nH]c(N)n1)C2=O
ZINC39007486	CC1=CC(C2NNC(SCC(=O)Nc3c(C)cccc3C)N2N)N=N1
ZINC39007488	CC1=CC(C2NNC(SCC(=O)Nc3c(C)cccc3C)N2N)N=N1
ZINC39361691	Cc1cccc(N2C(SCC(N)=O)=NNC2Cc2cc(=O)[nH]c(=O)[nH]2)c1
ZINC42895807	O=C(NC1CCC(O)CC1)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1
ZINC44167952	CCCCNC(=O)c1ccccc1OC1OC(CO)C(O)C(O)C1NC(C)=O
ZINC46877790	NC(=O)c1cc(NC(=O)COc2ccc([N+](=O)[O-])cc2F)cc(C(N)=O)c1
