ZINC03458097	Cc1cc(C)cc(CN2C(=O)NC3(CCC(C)CC3)C2=O)c1
ZINC33812563	CCCn1c(N2CC[NH+](CC)CC2)c(/C=C2\SC(=S)N(CC3CCCO3)C2=O)c(C)c(C#N)c1=O
ZINC38573900	COc1cc(C(=O)NC(CCSC)C(=O)N2CCC3(CC2)[NH2+]CCC2=NC=NC23)cc(OC)c1OC
ZINC39545645	CSC1CC(C(=O)N(c2ccccc2O)S(=O)(=O)Oc2ccccc2)[N+]2=C1Nc1ccccc1C2
ZINC39545656	CCOC1CC(C(=O)N(c2ccccc2O)S(=O)(=O)Oc2ccccc2)[N+]2=C1Nc1ccccc1C2
ZINC39545712	CSN(C(=O)C1CC(Cc2ccccc2)C2=[N+]1Cc1ccccc1N2)S(=O)(=O)Oc1ccccc1
ZINC39638554	CCOc1ccccc1CNC(=O)C1CN(C(=O)C2CCCN2C(=O)C(F)(F)F)CC12CC[NH2+]CC2
ZINC39656804	CC(=O)Oc1ccccc1C(=O)N1CC(C(=O)NC(C)c2ccc(Br)cc2)C2(CC[NH2+]CC2)C1
ZINC39666212	Cc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3cc(C)oc3C(F)(F)F)CC23CC[NH2+]CC3)cc1
ZINC39668440	CC(CNC(=O)C1CN(C(=O)C2CCCN2C(=O)C(F)(F)F)CC12CC[NH2+]CC2)Oc1cccnc1
ZINC39668786	Cc1nn(C)c2ncc(C(=O)N3CC(C(=O)NCC(C)Oc4cccnc4)C4(CC[NH2+]CC4)C3)c(Cl)c12
ZINC39672530	Cc1csc(CNC(=O)C2CN(C(=O)c3cccnc3Sc3ccccc3)CC23CC[NH2+]CC3)n1
ZINC39673277	O=C(NCc1ccc(OC(F)F)cc1)C1CN(C(=O)c2cccc(Br)c2)CC12CC[NH2+]CC2
ZINC39673302	O=C(NCc1ccc(OC(F)F)cc1)C1CN(C(=O)c2ccc(Br)cc2)CC12CC[NH2+]CC2
ZINC39675060	CCn1nc(C)c(Br)c1C(=O)N1CC(C(=O)NCCn2nc(C)cc2C)C2(CC[NH2+]CC2)C1
ZINC39676063	CC(=O)N1CCC(C(=O)N2CC(C(=O)NCc3cnn(Cc4ccccc4)c3)C3(CC[NH2+]CC3)C2)CC1
ZINC39677826	CCc1ccc(C(=O)N2CC(C(=O)NCC3CN(Cc4ccccc4)CCO3)C3(CC[NH2+]CC3)C2)cc1
ZINC39677884	Cc1ccc(F)c(C(=O)N2CC(C(=O)NCC3CN(Cc4ccccc4)CCO3)C3(CC[NH2+]CC3)C2)c1F
ZINC39677897	CC(=O)N1CCC(C(=O)N2CC(C(=O)NCC3CN(Cc4ccccc4)CCO3)C3(CC[NH2+]CC3)C2)CC1
ZINC39678256	CCOc1ccc(C(=O)N2CC(C(=O)NCc3ccccc3N3CCCCC3)C3(CC[NH2+]CC3)C2)cc1
ZINC39683979	CNC(=O)C(C)NC(=O)C1CN(C(=O)C2CCN(C(=O)OCc3ccccc3)CC2)CC12CC[NH2+]CC2
ZINC39686185	CC(C)CC(=O)N1CCC(NC(=O)C2CN(C(=O)c3ccccc3C(F)(F)F)CC23CC[NH2+]CC3)CC1
ZINC39686843	CC(Cc1ccccc1F)NC(=O)C1CN(C(=O)C2CCCN2C(=O)C(F)(F)F)CC12CC[NH2+]CC2
ZINC39687235	O=C(NC(Cc1ccccc1)C(=O)N1CCCCC1)C1CN(C(=O)c2ccccc2F)CC12CC[NH2+]CC2
ZINC39687298	O=C(NC(Cc1ccccc1)C(=O)N1CCCCC1)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC39688423	CC(Cc1ccc(F)cc1)NC(=O)C1CN(C(=O)C2CCCN2C(=O)C(F)(F)F)CC12CC[NH2+]CC2
ZINC39688425	CC(Cc1ccc(F)cc1)NC(=O)C1CN(C(=O)C2CCCN2C(=O)C(F)(F)F)CC12CC[NH2+]CC2
ZINC39688760	Cc1onc(-c2ccccc2)c1C(=O)N1CC(C(=O)NC(C)Cc2ccc(F)cc2)C2(CC[NH2+]CC2)C1
ZINC39693520	Cc1cc(-c2onc(C)c2C(=O)N2CC(C(=O)NCCNC(=O)OC(C)(C)C)C3(CC[NH2+]CC3)C2)no1
ZINC39695267	CCC(NC(=O)C1CN(C(=O)c2c(-c3ccccc3Cl)noc2C)CC12CC[NH2+]CC2)c1ccccc1
ZINC39841299	Cc1cccn2c(=O)c3cc(C(=O)N4CCC(Cc5ccccc5)CC4)c(N)[n+](CCc4ccccc4)c3nc12
ZINC02441201	CCOc1ccc(CC[n+]2cnc3c(c2N)C(c2ccccc2)C2=C(CC(C)(C)CC2=O)O3)cc1OCC
ZINC09430374	CCOc1c(Br)cc(-c2cc3[n+](c(N)c2C#N)CCc2cc(OC)c(OC)cc2-3)cc1OC
ZINC13489265	COC(=O)C(CSc1ccccc1)n1c(=O)n2n(c1=O)C(C(=O)NCc1ccc(N)[nH+]c1C)C=CC2
ZINC13489266	COC(=O)C(CSc1ccccc1)n1c(=O)n2n(c1=O)C(C(=O)NCc1ccc(N)[nH+]c1C)C=CC2
ZINC63384395	CC1(C)C(C(=O)NC(CC2=c3ccccc3=[NH+]C2)C(=O)NCc2ccccc2)N2C(=O)CC2S1(=O)=O
ZINC35511098	CCOC(=O)c1c(S(=O)(=O)N2CCC(C(=O)N3CCN(c4cccc[nH+]4)CC3)CC2)c(C)n(C)c1C
ZINC00912139	COc1cc2cc(C(c3nnnn3Cc3ccc(F)cc3)[NH+]3CCC(O)CC3)c(=O)[nH]c2cc1OC
ZINC08855709	CC(NS(=O)(=O)c1ccc2c(c1)OCCCO2)C(=O)N1CC[NH+](C2CCS(=O)(=O)C2)CC1
ZINC08855710	CC(NS(=O)(=O)c1ccc2c(c1)OCCCO2)C(=O)N1CC[NH+](C2CCS(=O)(=O)C2)CC1
ZINC08939674	Cc1csc(CC(=O)N2CC[NH+](CC(=O)N(C3CCCCC3)C3CCS(=O)(=O)C3)CC2)n1
ZINC09794282	CC1(c2ccc3c(c2)OCCO3)NC(=O)N(C[NH+]2CCN(S(=O)(=O)c3cccs3)CC2)C1=O
ZINC13033515	COc1cc2cc(C[NH+](Cc3cccnc3)Cc3nnnn3C3CCCCC3)c(=O)[nH]c2cc1OC
ZINC13064452	CCC(c1nnnn1CC1CCCO1)[NH+](CCCO)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3
ZINC13560664	Cc1cc(-c2ccccc2)cc(C)[n+]1-c1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1
ZINC14733183	Cc1ccc2occ(C[NH+]3CC(=O)N(Cc4cnn(C)c4)CC(OCc4cccnc4)C3)c(=O)c2c1
ZINC14972351	COC(=O)c1nnn(C2CC(C(=O)NCCc3ccc(F)cc3)[NH+](Cc3ccoc3)C2)c1C(=O)OC
ZINC02376125	COCCC[n+]1c(N)c(S(=O)(=O)c2ccc(Br)cc2)cc2c(=O)n3ccccc3nc21
ZINC21581422	O=C(C[NH+]1CCN(C(=O)C2CCCO2)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1
ZINC21870618	CN1C(=O)CN(S(C)(=O)=O)CC1(C)C(=O)NCC(=O)NCCC[NH+]1CCc2ccccc2C1
ZINC22063265	Cc1noc(C)c1S(=O)(=O)N1CCN(C(=O)C[NH+](C)C(C)c2ccc(S(N)(=O)=O)cc2)CC1
ZINC28815338	Cn1cnc(S(=O)(=O)N(Cc2ccccn2)C2Cc3cc(C#N)ccc3N(Cc3c[nH+]cn3C)C2)c1
ZINC34748092	O=C(Cn1c(N2CC[NH+](CC(=O)N3CCCCC3)CC2)nc2sc3c(c2c1=O)CCC3)N1CC1
ZINC35100485	COc1cc2c(cc1OC)CN(C(=O)CN(CC[NH+](C)C)C(=O)c1ccc(C)c([N+](=O)[O-])c1)CC2
ZINC38573926	COc1ccc(C(=O)NC(CCSC)C(=O)N2CCC3(CC2)[NH2+]CCC2=NC=NC23)cc1OC
ZINC38669424	CCOC(=O)C1[NH+]=c2cc(OC)c(OC)cc2=C1NC(=O)CN1CCN(C(=O)c2ccco2)CC1
ZINC38776399	CCOc1cc(C(=O)NCCC(=O)N2CCC3(CC2)[NH2+]CCC2=NC=NC23)cc(OCC)c1OCC
ZINC38776666	CCOc1cc(C(=O)NC(C)C(=O)N2CCC3(CC2)[NH2+]CCC2=NC=NC23)cc(OCC)c1OCC
ZINC39437137	CC(C1C=C(c2ccccc2)N=N1)N(C)C(=O)C1C[N+](C2CC2)=CC(C(=O)NCc2ccccc2)C1=O
ZINC39544110	CCN(C(=O)C1CC(Cc2ccccc2)C2=[N+]1Cc1ccccc1N2)S(=O)(=O)Oc1ccccc1
ZINC39604196	CCOC(=O)CCNC(=O)C1CN(C(=O)c2c(Br)c(C)nn2CC)CC12CC[NH2+]CC2
ZINC39637066	COc1cc(CNC(=O)C2CN(C(=O)c3c(C)noc3C)CC23CC[NH2+]CC3)cc(OC)c1OC
ZINC39662510	Cc1cc(-c2onc(C)c2C(=O)N2CC(C(=O)NC(C#N)c3ccccc3)C3(CC[NH2+]CC3)C2)no1
ZINC39669434	CC(=O)N1CCC(C(=O)N2CC(C(=O)NCC3CCCN(c4ncccn4)C3)C3(CC[NH2+]CC3)C2)CC1
ZINC39671087	Cc1nn(C)c2ncc(C(=O)N3CC(C(=O)NCCc4ccco4)C4(CC[NH2+]CC4)C3)c(Cl)c12
ZINC39672054	O=C(NCc1cn2ccccc2n1)C1CN(C(=O)c2ccc(N3CCOCC3)nc2)CC12CC[NH2+]CC2
ZINC39673154	Cc1cc(-c2onc(C)c2C(=O)N2CC(C(=O)NCc3ccc(C)c(C)c3)C3(CC[NH2+]CC3)C2)no1
ZINC39674189	CC1=C(C(C)NC(=O)C2CN(C(=O)C3CCCN3C(=O)C(F)(F)F)CC23CC[NH2+]CC3)C(C)N=N1
ZINC39675059	Cc1cc(C)n(CCNC(=O)C2CN(C(=O)c3c(C)noc3-c3cc(C)on3)CC23CC[NH2+]CC3)n1
ZINC39680578	Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N1CC(C(=O)NCC(=O)N(C)C)C2(CC[NH2+]CC2)C1
ZINC39682064	COc1cc(C(=O)N2CC(C(=O)NCc3csc(C)n3)C3(CC[NH2+]CC3)C2)cc(OC)c1OC
ZINC39683163	CC(C)COCCCNC(=O)C1CN(C(=O)C2CCCN2C(=O)C(F)(F)F)CC12CC[NH2+]CC2
ZINC39688008	CC(=O)Oc1cccc(C(=O)N2CC(C(=O)NC3CCN(C(C)=O)CC3)C3(CC[NH2+]CC3)C2)c1C
ZINC39691223	Cc1cc(-c2onc(C)c2C(=O)N2CC(C(=O)NCCc3ccccc3C)C3(CC[NH2+]CC3)C2)no1
ZINC39696824	CCn1nc(C)c(Br)c1C(=O)N1CC(C(=O)NCC2CN(C)CCO2)C2(CC[NH2+]CC2)C1
ZINC39841013	C=CC[n+]1c(N)c(C(=O)Nc2sc3c(c2C(=O)OCC)CCCC3)cc2c(=O)n3ccccc3nc21
ZINC39841289	CCOCCC[n+]1c(N)c(C(=O)N2CCC(Cc3ccccc3)CC2)cc2c(=O)n3ccccc3nc21
ZINC40073164	C=C/C=C1\OCO\C1=C/CC(=O)Nc1c(C#N)cc2c(=O)n3cccc(C)c3nc2[n+]1CC1CCCO1
ZINC20205977	COc1cc(/C=C2/C(=[NH2+])N3C(=NC2=O)SN=C3S(C)(=O)=O)ccc1OCc1ccccc1C
ZINC20208043	CS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OCc4ccc([N+](=O)[O-])cc4)cc3)C(=O)N=C2S1
ZINC20332021	CCCc1nn2c(=O)cc(COc3ccc(/C=C4\C(=N)N5N=C(C)SC5=NC4=O)cc3)nc2s1
ZINC52636758	CC1CN(C(=O)c2ccccc2)CCN1S(=O)(=O)C1=c2ccnc(-n3cc(CF)nn3)c2=[NH+]C1
ZINC57049692	C=CCc1cc(/C=C2/C(=N)[N+]3=CCSC3=NC2=O)cc(OC)c1OCCCOc1ccc(C)cc1
ZINC57211602	N=C1/C(=C/c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2)C(=O)N=C2SCC(c3ccccc3)=[N+]12
ZINC63676463	COc1ccc(S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCCC2=c3ccccc3=[NH+]C2)cc1C
ZINC64002380	COC1=CC(=O)N2CCN(C(=O)CCC3=c4ccccc4=[NH+]C3)CCC2C1C(=O)N1CCSCC1
ZINC64061304	COC(=O)C1CCCN1C(=O)C1C(OC)=CC(=O)N2CCN(C(=O)C3C=c4ccccc4=[NH+]3)CCC12
ZINC06161630	CN(C)S(=O)(=O)c1ccc(C(=O)C2=C(O)C(=O)N(CC[NH+]3CCCCC3)C2c2ccccc2F)cc1
ZINC06196296	CCOc1ccc(C[NH+](Cc2ccco2)C(c2cc3cccc(C)c3[nH]c2=O)c2nnnn2C(C)(C)C)cc1
ZINC13033863	Cc1ccc(C[NH+](Cc2cc3cc4c(cc3[nH]c2=O)OCCO4)Cc2nnnn2CCc2ccccc2)cc1
ZINC06194772	Cc1cc2cc(C(c3nnnn3C3CCCC3)[NH+](Cc3ccccc3)Cc3cccnc3)c(=O)[nH]c2cc1C
ZINC13064447	CCC(c1nnnn1C1CCCCC1)[NH+](Cc1ccc(C)cc1)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3
ZINC13064522	CCC(c1nnnn1Cc1ccco1)[NH+](Cc1cccs1)Cc1cc2cc(OC)c(OC)cc2[nH]c1=O
ZINC06300717	COCCn1nnnc1C(c1cc2cc(C)cc(C)c2[nH]c1=O)[NH+](Cc1ccc(OC)cc1)Cc1ccco1
ZINC06300723	COCCn1nnnc1C(c1cc2cc(C)cc(C)c2[nH]c1=O)[NH+](Cc1ccccc1)Cc1ccc(F)cc1
ZINC06301349	COc1ccc(CC[NH+](Cc2cc3c(C)cc(C)cc3[nH]c2=O)Cc2nnnn2CC2CCCO2)cc1OC
ZINC06301350	COc1ccc(CC[NH+](Cc2cc3c(C)cc(C)cc3[nH]c2=O)Cc2nnnn2CC2CCCO2)cc1OC
ZINC06322111	COCCn1nnnc1C(c1cc2c(C)ccc(C)c2[nH]c1=O)[NH+](Cc1ccc(OC)cc1)Cc1ccco1
ZINC06443714	COCCn1nnnc1C(c1cc2cccc(C)c2[nH]c1=O)[NH+](Cc1ccco1)Cc1ccccc1Cl
ZINC09008161	COc1cc(C2/C(=C(\O)c3cc4cccc(OC)c4o3)C(=O)C(=O)N2CCC[NH+](C)C)cc(OC)c1OC
ZINC06193554	Cc1cc(C)c2cc(C(c3nnnn3C3CCCCC3)[NH+](Cc3ccccc3)Cc3cccnc3)c(=O)[nH]c2c1
ZINC13495970	CCC(c1nnnn1C(C)(C)CC)[NH+](CCc1ccc(OC)c(OC)c1)Cc1cc2cc(C)ccc2[nH]c1=O
ZINC13495973	CCC(c1nnnn1C1CCCC1)[NH+](CCc1ccc(OC)c(OC)c1)Cc1cc2cc(C)ccc2[nH]c1=O
ZINC13501189	CCOc1ccc2[nH]c(=O)c(C[NH+](C3CCCC3)C(CC)c3nnnn3Cc3ccc(OC)cc3)cc2c1
ZINC09311864	C=CCOc1ccc(C2/C(=C(\O)c3ccc4c(c3)CC(C)O4)C(=O)C(=O)N2CCC[NH+](C)C)cc1OCC
ZINC13500091	CCCC(c1nnnn1CC1CCCO1)[NH+](CCCN1CCOCC1)Cc1cc2cc(C)cc(C)c2[nH]c1=O
ZINC13500092	CCCC(c1nnnn1CC1CCCO1)[NH+](CCCN1CCOCC1)Cc1cc2cc(C)cc(C)c2[nH]c1=O
ZINC34749326	CCc1c(C)sc2nc(N3CC[NH+](CC(=O)N(CC)CC)CC3)n(CC(=O)NC3CCCCC3)c(=O)c12
ZINC35293672	CC[NH+](CC)CCCC(C)NC(=O)CSc1nc(Cl)cc(N2CCN(C(=O)C(C)(C)C)C(C)C2)n1
ZINC35642287	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)c3ccco3)CC2)N(C)C(=O)NC1c1ccc(OC)c(OC)c1
ZINC35664726	C=CCN1C(=O)NC(c2ccc(F)cc2)C(C(=O)OCC)=C1C[NH+]1CCCN(C(=O)c2ccccc2)CC1
ZINC35711877	CCOC(=O)C1CCCN(C(=O)c2coc(C[NH+](Cc3ccccc3)Cc3cccc(OC)c3OC)n2)C1
ZINC08740248	COc1c2ccoc2[nH+]c2c(OC)c(OC3OC(C)C(OC(C)=O)C(OC(C)=O)C3OC(C)=O)ccc12
ZINC35890996	CCN(Cc1ccco1)C(=O)C(C[NH+](Cc1ccc2c(c1)OCO2)CC1CCCO1)Oc1cccc(F)c1
ZINC36066465	CC(C)c1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(CC[NH+](C)C)C4C(=O)NC2CCCCC2C)cc1
ZINC33937110	CCC(c1nnnn1CC1CCCO1)[NH+](Cc1ccc(F)cc1)Cc1cc2cc3c(cc2[nH]c1=O)OCO3
ZINC33937118	CCC(c1nnnn1CC1CCCO1)[NH+](Cc1ccc2c(c1)OCO2)Cc1cc2cc(C)ccc2[nH]c1=O
ZINC36637286	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N(CC[NH+](C)C)c2nc3ccc(OC)cc3s2)cc1
ZINC33812672	CCCCn1c(N2CC[NH+](CC)CC2)c(/C=C2/SC(=S)N(CC3CCCO3)C2=O)c(C)c(C#N)c1=O
ZINC36718338	COc1ccc(S(=O)(=O)CCCC(=O)N(CCC[NH+](C)C)c2nc3c(OC)ccc(C)c3s2)cc1
ZINC39325457	CCOc1ccc2c(c1)=CC(CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccc3c(c1)OCCO3)C(=O)[NH+]=2
ZINC39404329	CCOC(=O)C1SC(NC(=O)CSC2N=NC(N/N=C/c3ccc(OCC)cc3)=[NH+]2)C(C#N)C1C
ZINC39404338	CCOC(=O)C1C2=C(CCCC2)SC1NC(=O)CSC1N=N/C(=[NH+]/N=C/c2ccc(Cl)cc2)N1
ZINC39636400	COc1ccccc1CCNC(=O)C1CN(C(=O)COc2cccc3c(C)cc(=O)oc23)CC12CC[NH2+]CC2
ZINC36648069	CCOc1cccc2sc(N(CC[NH+](C)C)C(=O)C3CCCCN3S(=O)(=O)c3cccs3)nc12
ZINC39711265	COCCn1nnnc1C(C1C=c2cc(C)c(C)cc2=[NH+]C1=O)N(CCc1ccccc1)Cc1cccs1
ZINC40561057	CC[NH+](CC)CCN1C(=O)c2oc3cc(C)c(Cl)cc3c(=O)c2C1c1cc(OC)c(OC)c(OC)c1
ZINC08495051	CCCCC1=NN2C(=N)/C(=C/c3ccc(OCCOc4ccccc4OC)c(OCC)c3)C(=O)N=C2S1
ZINC27549824	CCc1cc(C)cc(OCCOc2ccc(/C=C3/C(=N)N4N=C(CC(C)C)SC4=NC3=O)cc2OC)c1
ZINC36028114	CCC(C)C1[NH2+]C2(CCN(S(=O)(=O)c3ccc(C)cc3)CC2)N(CCc2ccc(OC)c(OC)c2)C1=O
ZINC01375956	CCC(c1nnnn1Cc1ccc(F)cc1)[NH+](CCc1ccccc1)Cc1cc2cc3c(cc2[nH]c1=O)OCO3
ZINC41586565	CCOC(=O)C1CCC[NH+](Cc2c(O)ccc3c(-c4cc5cccc(OCC)c5oc4=O)cc(=O)oc23)C1
ZINC63236937	CCOC(=O)C1=C(c2ccccc2)CSC1NC(=O)CN1C(=O)NC(CC2=c3ccccc3=[NH+]C2)C1=O
ZINC63236940	CCOC(=O)C1=C(c2ccccc2)CSC1NC(=O)CN1C(=O)NC(CC2=c3ccccc3=[NH+]C2)C1=O
ZINC39946296	O=C(COC(=O)c1cccc(S(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)c1)C1=c2ccccc2=[NH+]C1
ZINC63258860	O=C(COC(=O)CCCC1=c2ccccc2=[NH+]C1)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1Cl
ZINC63761412	COC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccc(C)cc1
ZINC04015338	CCOC(=O)c1c(COc2ccc([N+](=O)[O-])cc2)n(C)c2cc(Br)c(O)c(C[NH+](C)C)c12
ZINC08868938	C[NH+](C)CCCN(C(=O)C1CCCN1S(=O)(=O)c1ccc(F)cc1)c1nc2c(F)cccc2s1
ZINC09504706	CCc1ccc2nc(N(CC[NH+](C)C)C(=O)C3CCN(S(=O)(=O)c4cccs4)CC3)sc2c1
ZINC09505503	CC[NH+](CC)CCN(C(=O)C1CCCN1S(=O)(=O)c1cccs1)c1nc2c(C)cccc2s1
ZINC09914543	CCOC(=O)c1c(NC(=O)CCCS(=O)(=O)c2ccc(Cl)cc2)sc2c1CC[NH+](C(C)C)C2
ZINC10028655	COc1ccc(S(=O)(=O)CCC(=O)N(CCC[NH+](C)C)c2nc3c(C)c(Cl)ccc3s2)cc1
ZINC10067685	C[NH+](C)CCCN(C(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1)c1nc2ccc(Cl)cc2s1
ZINC10512574	COc1ccc(Cl)c2sc(N(CCC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)C(C)C)cc3)nc12
ZINC10751746	C[NH+](C)CCCN(C(=O)C1CCCN(S(=O)(=O)c2cccs2)C1)c1nc2c(F)cccc2s1
ZINC10775010	CC[NH+](CC)CCN(C(=O)C1CCCCN1S(=O)(=O)c1cccs1)c1nc2ccccc2s1
ZINC10812339	CCN(CC)S(=O)(=O)c1ccc(C(=O)N(CC[NH+](C)C)c2nc3c(SC)cccc3s2)cc1
ZINC10812904	COc1ccc(S(=O)(=O)CCCC(=O)N(CC[NH+](C)C)c2nc3c(SC)cccc3s2)cc1
ZINC10816616	CSc1ccc2nc(N(CC[NH+](C)C)C(=O)C3CCCN3S(=O)(=O)c3cccs3)sc2c1
ZINC10816628	CSc1ccc2nc(N(CC[NH+](C)C)C(=O)C3CCCN3S(=O)(=O)c3cccs3)sc2c1
ZINC12579037	CCC(c1nnc(SCc2cc(=O)n3cc(Br)ccc3n2)n1Cc1ccccc1)[NH+](C)C
ZINC06178058	COCCn1nnnc1C(c1cc2cc(C)cc(C)c2[nH]c1=O)[NH+](Cc1ccccc1)Cc1cccnc1
ZINC13064154	CCC(c1nnnn1Cc1ccc(F)cc1)[NH+](Cc1cccnc1)Cc1cc2cc(OC)ccc2[nH]c1=O
ZINC13064407	CCC(c1nnnn1C1CCCCC1)[NH+](Cc1cccnc1)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3
ZINC13064731	CCC(c1nnnn1CCc1ccccc1)[NH+](Cc1cccs1)Cc1cc2cc(C)c(C)cc2[nH]c1=O
ZINC22109158	COc1cc(C[NH2+]CCCSc2nnnn2C)cc(Br)c1OCc1ccc(Cl)cc1
ZINC22109165	COc1cc(C[NH2+]CCCSc2nnnn2C)cc(Br)c1OCc1ccccc1Cl
ZINC22109251	CCOc1cc(C[NH2+]CCCSc2nnnn2C)cc(Br)c1OCc1ccccc1F
ZINC33811952	CCCCC(CC)CN1C(=O)/C(=C\c2c(C)c(C#N)c(=O)n(C)c2N2CC[NH+](CC)CC2)SC1=S
ZINC34683899	COc1ccc(C[NH+]2CCC(N(c3ccccc3)S(=O)(=O)c3ccc(F)cc3)CC2)c(OC)c1OC
ZINC34749405	CCc1c(C)sc2nc(N3CC[NH+](CC(=O)N4CCCC4)CC3)n(CCCc3ccccc3)c(=O)c12
ZINC35095759	CC[NH+](CCN1CCN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1)CC1=CCC2CC1C2(C)C
ZINC36064271	CCOC(=O)C1CCCN(C(=O)c2coc(C[NH+](Cc3ccc(F)cc3)Cc3ccccc3Cl)n2)C1
ZINC36633053	CC[NH+]1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N(C)CC4CCCO4)cc3)c2C(=O)OC)C1
ZINC36637455	CCOc1cccc2sc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCCCC4C)cc3)nc12
ZINC33812513	CCCCC(CC)CN1C(=O)/C(=C\c2c(C)c(C#N)c(=O)n(CC)c2N2CC[NH+](C)CC2)SC1=S
ZINC33812655	CCCCCN1C(=O)/C(=C\c2c(C)c(C#N)c(=O)n(CCCC)c2N2CC[NH+](CC)CC2)SC1=S
ZINC36660355	CCc1cccc2sc(N(CCC[NH+](C)C)C(=O)C3CCCN3S(=O)(=O)c3ccc(F)cc3)nc12
ZINC36690329	CN(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)N(CCC[NH+](C)C)c2nc3ccccc3s2)cc1
ZINC36704384	C[NH+](C)CCCN(C(=O)C1CCCN1S(=O)(=O)c1cccs1)c1nc2c(F)cc(F)cc2s1
ZINC36704422	CC[NH+](CC)CCN(C(=O)C1CCCN1S(=O)(=O)c1cccs1)c1nc2cc(C)c(C)cc2s1
ZINC38827772	CCOc1cccc2sc(N(CCC[NH+](C)C)C(=O)CCCS(=O)(=O)c3ccc(Cl)cc3)nc12
ZINC38847361	CC[NH+](CC)CCN(C(=O)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1)c1nc2ccccc2s1
ZINC39325072	COc1cc2c(cc1OC)=[NH+]C(=O)C(CN(Cc1cccs1)S(=O)(=O)c1ccc(C)c(Cl)c1)C=2
ZINC39325465	COC(=O)c1cccc(S(=O)(=O)N(Cc2ccc(F)cc2)CC2C=c3ccc(OC)cc3=[NH+]C2=O)c1
ZINC36643286	CC1CCN(S(=O)(=O)c2ccc(C(=O)N(CCC[NH+](C)C)c3nc4ccc(F)cc4s3)cc2)CC1
ZINC40316827	COc1cc(C[NH+](Cc2ccco2)CC(O)COc2ccc(Br)cc2)cc(OC)c1OC
ZINC40317095	COc1cc(C[NH+](Cc2ccco2)CC(O)COc2ccccc2Br)cc(OC)c1OC
ZINC40561735	CCc1ccc2oc3c(c(=O)c2c1)C(c1cc(OC)c(OC)c(OC)c1)N(CCC[NH+](CC)CC)C3=O
ZINC40744796	CCOc1cc(C[NH2+]CCCSc2nnnn2C)cc(Br)c1OCc1ccccc1C
ZINC27549898	CCOc1cc(/C=C2/C(=N)N3N=C(CC)SC3=NC2=O)cc(Cl)c1OCCOc1cc(C)ccc1C
ZINC39944074	CC(C)C(NS(=O)(=O)/C=C/c1ccccc1)C(=O)OCC(=O)C1=c2ccccc2=[NH+]C1c1ccccc1
ZINC39946176	CCOc1ccc(N(C)S(=O)(=O)c2ccc(C)c(C(=O)OCC(=O)C3=c4ccccc4=[NH+]C3)c2)cc1
ZINC63314632	COc1ccc(C2C3=C(c4cccc(OC)c4)N=NC3C(=O)N2CCC2=c3cc(OC)ccc3=[NH+]C2)cc1
ZINC64076302	CCOC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O
ZINC64076303	CCOC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O
ZINC04229150	CC(Oc1ccc(OCc2ccccc2)cc1)C(=O)N/N=C/c1cc2ccccc2[nH]c1=O
ZINC04428065	CCCCCN(C(=O)NC(=O)Nc1c(C)cc(C)cc1C)S(=O)(=O)c1ccccc1
ZINC02412648	COc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2NCCc2ccccc2)cc1
ZINC02179314	C=CCOc1c(Br)cc(C2C(C#N)=C(N)OC(C)=C2C(=O)OCC)cc1OC
ZINC08941480	CSc1nc(NC(C)C)c2cnn(CCNC(=O)c3ccc(Cl)cc3Cl)c2n1
ZINC09263058	COC(=O)c1ccccc1-c1ccc(/C=C(\C#N)C(=O)NCCc2c[nH]c3ccccc23)o1
