ZINC13807919	C[NH2+]C[C@H](O)c1cc(O)c(O)cc1F
ZINC08820037	O=C(CCCCCN1C(=O)/C(=C/c2ccc3c(c2)OCO3)SC1=S)NNC(=O)c1ccccc1O
ZINC03332140	CCOC(=O)c1c(-c2ccccc2Cl)csc1NC(=O)COC(=O)CSc1nnc(N)s1
ZINC12849367	CCOC(=O)C1=C(COC(=O)c2c3c(nc4ccccc24)/C(=C/c2ccc(O)cc2)CC3)NC(=O)N[C@@H]1CC
ZINC14360217	Cc1ccc(NS(=O)(=O)c2cccc(C(=O)NNS(=O)(=O)c3cc([N+](=O)[O-])ccc3C)c2)c(C)c1
ZINC14732528	COCCC(=O)Nc1c(C(=O)OC)n(CCc2c[nH]c3ccccc23)c2ncc(N[C@@H]3CCSC3)cc12
ZINC14746534	CN(C)S(=O)(=O)c1cc(NCc2ccccc2-c2ccco2)cc(C(=O)Nc2ccc3cn[nH]c3c2)c1
ZINC14753853	COC[C@@H](C)Nc1cnc2c(c1)c(NC(=O)[C@@H]1CCOC1)c(C(=O)OC)n2CCc1c[nH]c2ccccc12
ZINC10154372	COCCOc1ccc(C(=O)NC(=S)NNC(=O)[C@@H](C)Oc2ccc(C)c(C)c2)cc1Br
ZINC18063621	CCOc1ccccc1NC(=S)/N=C(\NCCc1c[nH]c2ccc(OC)cc12)Nc1nc(C)cc(C)n1
ZINC18223141	COc1ccc2[nH]cc(CCN/C(=N\C(=O)CSc3ccc(Cl)cc3)Nc3nc(C)cc(C)n3)c2c1
ZINC20072895	O=C(/C=C\c1ccco1)Oc1ccc(/C=N/NC(=O)/C(=C/c2ccccc2O)NC(=O)c2ccccc2)cc1
ZINC09075595	CC1=C(C(=O)Nc2ccccc2)[C@H](c2ccco2)C(C#N)=C(SCC(=O)Nc2ccccc2[N+](=O)[O-])N1
ZINC20835973	CC(C)(C)C(=O)NNC(=O)CSc1n[nH]c(N/N=C/c2ccccc2OCc2ccccc2Cl)n1
ZINC20918967	Cn1c(=O)c2[nH]c(Sc3nnc(NN=C(Cc4ccccc4)Cc4ccccc4)n3N)nc2n(C)c1=O
ZINC21083243	N#Cc1cccc(NC(=O)CSc2n[nH]c(N/N=C/c3ccccc3OCc3ccccc3Cl)n2)c1
ZINC22845771	Cn1nc(C2CC2)c2c(C(=O)NNC(=S)Nc3ccn(Cc4ccc(Cl)cc4)n3)cc(C3CC3)nc21
ZINC26503139	CCCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\S[C@H](N3CCC(C(N)=O)CC3)NC2=O)cc1C
ZINC16682659	CCOC(=O)[C@H]1[C@H](c2ccc(N(C)C)cc2)[C@@H](C(=O)OCC)[C@](O)(C(F)(F)F)N[C@]1(O)C(F)(F)F
ZINC16080881	N/C(=N/OC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccc(Cn2cc(C(F)(F)F)ccc2=O)cc1
ZINC35711575	CCCN1C(=O)N[C@@H](c2ccc(NC(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc2)C(C(=O)OCCOC)=C1C
ZINC01880536	Nc1nonc1-n1nnc(C(=O)N/N=C/c2cc(Br)ccc2OC(=O)c2ccccc2)c1-c1ccccc1
ZINC13895158	CCOc1cc(/C=N/NC(=O)/C(=C\c2ccc3c(c2)OCO3)NC(=O)c2ccccc2)cc([N+](=O)[O-])c1O
ZINC36500660	CN(C)c1ccc([C@H](C(=O)NC(C)(C)CC(C)(C)C)N(Cc2ccco2)C(=O)c2c(O)cccc2O)cc1
ZINC36504327	CC(C)(C)CC(C)(C)NC(=O)[C@@H](c1ccccc1O)N(Cc1ccco1)C(=O)CNC(=O)c1ccccc1
ZINC36556346	CO[C@H](C(=O)N(Cc1ccc(C)o1)[C@@H](C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O)c1ccccc1
ZINC36586661	Cc1ccc(S(=O)(=O)CNC(=O)[C@@H](c2ccccc2C)N(C(=O)c2c(O)cccc2O)C(C)(C)C)cc1
ZINC36600916	Cc1ccc(CN(C(=O)CNC(=O)c2ccccc2)[C@H](C(=O)NC(C)(C)CC(C)(C)C)c2ccccc2O)o1
ZINC38573519	CC[C@@H](C)[C@H](NC(=O)[C@@H]1CN(CC)c2cc3c(cc2C1=O)OCO3)C(=O)NCCc1c[nH]c2ccccc12
ZINC39481449	CCCc1ccc(NS(=O)(=O)c2ccccc2O)c(N2CCN[C@@H](S(=O)(=O)c3ccccc3)C2)c1
ZINC39481843	CC(C)Cc1ccc(NS(=O)(=O)c2ccccc2O)c(N2CCN[C@H](S(=O)(=O)c3ccccc3)C2)c1
ZINC39481845	CC(C)Cc1ccc(NS(=O)(=O)c2ccccc2O)c(N2CCN[C@@H](S(=O)(=O)c3ccccc3)C2)c1
ZINC39494262	O=C(N[C@@H](c1ccccc1)[C@H](C(=O)S(=O)(=O)Oc1ccccc1)c1ccccc1O)c1ccccc1O
ZINC39710583	CCc1ccc2c(c1)=C[C@H]([C@H]([C@@H]1N=NNN1C(C)(C)C)[N@@H+](Cc1cccc(OC)c1)Cc1ccco1)C(=O)[NH+]=2
ZINC39914016	CCCCOc1ccc([C@@H]2c3c(-c4cc(Cl)c(C)cc4O)n[nH]c3C(=O)N2CCCO)cc1OCC
ZINC40892432	CCCc1nc(-c2ccc(N3CCC[C@@H](C(=O)NCCc4ccc(S(N)(=O)=O)cc4)C3)c(F)c2)no1
ZINC43554343	CCCCCC(=O)Nc1nc2c(s1)C[C@H]1[C@](C)(CC[C@@H](O)[C@@]1(C)CO)[C@@H]2CC(=O)Nc1nccs1
ZINC44960563	COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(-n2nc(-c3ccccc3)cc2NC(C)=O)cc1
ZINC02644622	CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)OCC(=O)Nc1ccc(-c2nc3ccc(C)cc3s2)cc1
ZINC58966383	COC(=O)c1c(NC(=O)[C@H](C)Sc2nc(-c3ccco3)cc(C(F)(F)F)n2)sc(C(N)=O)c1C
ZINC59312014	CCCCSc1nc2ccc(NC(=O)CSc3n[nH]c(N/N=C/c4cnn(CC)c4)n3)cc2s1
ZINC59331617	CC[NH+](CC)c1ccc(-n2nc3cc(C)c(NC(=S)NC(=O)c4ccc(OC(C)C)cc4)cc3n2)c(C)c1
ZINC59601424	COc1ccc(C(OC[C@H]2O[C@@H](n3ccc(N)nc3=O)C[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1
ZINC59601426	COc1ccc(C(OC[C@@H]2O[C@@H](n3ccc(N)nc3=O)C[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1
ZINC59831057	C=CCn1nc(C)c(/C=N/Nc2nc(SCC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)n[nH]2)c1C
ZINC59880270	Cc1cccc(Cl)c1OCc1ccc(/C=N/Nc2nc(S[C@H](C)C(=O)NNC(=O)C(C)C)n[nH]2)o1
ZINC45986994	CCSc1nn(CC(=O)Nc2ccccc2C(F)(F)F)c(N)c1S(=O)(=O)c1ccc(OC)cc1
ZINC03303373	Cc1ccc(NC(=S)Nc2ccc(OC(F)F)cc2)c(S(=O)(=O)Nc2ccc(Br)cc2)c1
ZINC02851770	CCOC(=O)c1c(NC(=S)NNC(=O)[C@H](C)Oc2ccc(C)cc2[N+](=O)[O-])sc2c1CCCCC2
ZINC06473827	Clc1ccc(-c2ccc(/C=N/Nc3nc(Nc4ccccc4)nc(Nc4ccccc4)n3)o2)cc1Cl
ZINC08833316	O=C(/C=C/c1ccc(-c2cc(Cl)cc(Cl)c2)o1)NC(=S)Nc1cccc(-c2ccc(CO)o2)c1
ZINC08952408	CCOc1cc(/C=N/NC(=O)Cc2nnc(N)s2)cc(Cl)c1OCCOc1cc(C)cc(CC)c1
ZINC10004075	CCn1cc(/C=C(\NC(=O)c2ccccc2Cl)C(=O)NCCc2c[nH]c3ccccc23)c2ccccc21
ZINC12475689	CC(=O)Nc1ccc(N(C(=O)Cc2c[nH]c3ccccc23)[C@@H](C(=O)NC2CCCCC2)c2cccs2)cc1
ZINC09761336	CCCc1ccc2c(N)c(C(=O)c3ccc(C(=O)c4sc5nc(CCC)ccc5c4N)cc3)sc2n1
ZINC14275262	O=C(/C=C/c1ccc(-c2cc(Cl)cc(Cl)c2)o1)NC(=S)Nc1ccc(-c2ccc(CO)o2)cc1
ZINC14654030	CCCOc1ccc(Br)cc1C(=O)NC(=S)NNC(=O)COc1ccc(Cl)c(C)c1
ZINC20116248	CCCCCC[C@H]1CC[C@H](C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](C(=O)OC)C(C)C)CC1
ZINC20837420	COc1ccc2nc(NC(=O)CSc3n[nH]c(N/N=C(\C)[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)n3)sc2c1
ZINC21078346	O=C(CCSc1n[nH]c(N/N=C/c2ccc(Br)cc2)n1)Nc1cc(Cl)ccc1Cl
ZINC21078350	O=C(CCSc1n[nH]c(N/N=C/c2ccc(Br)cc2)n1)Nc1c(Cl)cccc1Cl
ZINC13133952	Cc1ccccc1Nc1nc(N)nc(CNC[C@H](c2ccccc2)c2c(-c3ccccc3)[nH]c3ccccc23)n1
ZINC12562966	C=C(C)c1cccc(C(C)(C)NC(=O)N[C@H]2CCCC[C@H]2NC(=O)NC(C)(C)c2cccc(C(=C)C)c2)c1
ZINC32111869	COc1cc(NC(=S)NC(=O)c2cc(Cl)ccc2OC)ccc1NC(=O)c1cc2ccccc2o1
ZINC32114949	Cc1cc(NC(=S)NC(=O)COc2cc(C)c(Cl)c(C)c2)ccc1NC(=O)c1cc2ccccc2o1
ZINC02520357	Cc1ccccc1C(=O)Oc1ccc(/C=N/NC(=O)C(=O)Nc2ccccc2C(=O)Nc2ccccc2)cc1
ZINC35304043	COCCOC(=O)C1=C(C)N(C)C(=S)N[C@H]1c1cccc(NC(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1
ZINC36480619	CC(C)(C)CC(C)(C)NC(=O)[C@H](c1c(O)cc(O)cc1O)N(C(=O)C1CCCCC1)c1cccc(Cl)c1
ZINC36484874	CC(C)(C)CC(C)(C)NC(=O)[C@H](c1ccccc1O)N(C(=O)c1c(O)cccc1O)c1cccc(Cl)c1
ZINC36485026	CC(C)(C)CC(C)(C)NC(=O)[C@@H](c1cccc(O)c1)N(C(=O)c1cccc(O)c1O)c1cccc(Cl)c1
ZINC36485034	CC(C)(C)CC(C)(C)NC(=O)[C@@H](c1ccc(O)cc1)N(C(=O)c1cccc(O)c1O)c1cccc(Cl)c1
ZINC36485066	Cc1ccccc1[C@@H](C(=O)NC(C)(C)CC(C)(C)C)N(C(=O)c1cccc(O)c1O)c1cccc(Cl)c1
ZINC36499009	CC(C)(C)CC(C)(C)NC(=O)[C@@H](c1c(O)cc(O)cc1O)N(Cc1ccco1)C(=O)c1cccc(Cl)c1
ZINC36500652	CC(C)(C)CC(C)(C)NC(=O)[C@@H](c1ccc(Cl)cc1)N(Cc1ccco1)C(=O)c1c(O)cccc1O
ZINC36500731	CCCCNC(=O)[C@H](C(c1ccccc1)c1ccccc1)N(Cc1ccco1)C(=O)c1cccc(O)c1O
ZINC36514750	CCCCCCN(C(=O)c1cccc(O)c1O)[C@H](C(=O)NC(C)(C)C)C(c1ccccc1)c1ccccc1
ZINC36522831	CCCCCCN(C(=O)CCCC)[C@H](C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1c(O)cc(O)cc1O
ZINC36523164	CN(C(=O)/C(=C\c1ccccc1)c1ccccc1)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36542059	CCCCC/C=C\C(=O)N(c1ccccc1Cl)[C@@H](C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC36542909	CC[C@@H](C(=O)N(c1ccccc1Cl)[C@H](C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O)c1ccccc1
ZINC36542911	CC[C@@H](C(=O)N(c1ccccc1Cl)[C@@H](C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O)c1ccccc1
ZINC36548608	CCCCNC(=O)[C@@H](c1c(O)cc(O)cc1O)N(C(=O)c1cccc([N+](=O)[O-])c1)c1ccccc1Cl
ZINC36586903	CC(C)(C)N(C(=O)c1cccc(O)c1O)[C@H](C(=O)NC1CCCCC1)C(c1ccccc1)c1ccccc1
ZINC36588619	CC(C)(C)N(C(=O)C(O)(c1ccccc1)c1ccccc1)[C@H](C(=O)NC1CCCCC1)c1ccc(O)cc1
ZINC40650524	Cc1ccc2nc(Nc3ncnc(NNC(=O)C(c4ccccc4)c4ccccc4)c3[N+](=O)[O-])sc2c1
ZINC40987006	CCCCSc1nc2n(n1)[C@H](c1ccccc1OCc1ccc(Cl)cc1Cl)C(C(N)=O)=C(C)N2
ZINC41025987	COc1ccc(CNc2nc(Nc3sc4c(c3C(N)=O)CCCC4)c3cnn(-c4ccccc4)c3n2)cc1
ZINC36610194	CCCCC[C@@H](C(=O)NCS(=O)(=O)c1ccc(C)cc1)N(C(=O)c1c(O)cccc1O)c1ccccc1
ZINC36610467	CN(C)c1ccc([C@@H](C(=O)NC(C)(C)CC(C)(C)C)N(C(=O)c2cccc(O)c2O)c2ccccc2)cc1
ZINC22860713	CCCCC(=O)Nc1ccc(NC(=S)NC(=O)/C=C/c2ccc(-c3ccc(C)c(Cl)c3)o2)cc1OC
ZINC58968220	C[C@H]1CCc2c(sc(NC(=O)CCSc3nc(-c4ccccc4)cc(C(F)(F)F)n3)c2C(N)=O)C1
ZINC59005915	CCCCSc1ccccc1NC(=O)CSc1n[nH]c(N/N=C/c2ccc(N(CC)CC)cc2)n1
ZINC59019873	C=CCSc1nc2ccc(NC(=O)CSc3n[nH]c(N/N=C/c4cccc(Cl)c4)n3)cc2s1
ZINC59038929	O=C(CSc1n[nH]c(N/N=C/c2ccccc2OCc2ccccc2Cl)n1)Nc1cccc(F)c1
ZINC59514468	Oc1ccc(/N=N\c2ccccc2Cl)cc1/C=N/Nc1nc(Nc2ccccc2)nc(N2CCCC2)n1
ZINC59795465	Cc1ccccc1NS(=O)(=O)c1ccc(NC(=O)CSc2nc(-c3ccc(Cl)cc3)n[nH]2)cc1
ZINC59891396	CCCC/C(C)=N/Nc1nc(SCC(=O)Nc2ccc(S(=O)(=O)Nc3ccc(C)cc3C)cc2)n[nH]1
ZINC04222305	COCCNC(=O)C[C@@H]1c2nc(NC(=O)C3CCCCC3)sc2C[C@H]2[C@@]1(C)CC[C@@H](O)[C@@]2(C)CO
ZINC04236573	C=CCNC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC(=O)NCc3ccc4c(c3)OCO4)[C@H](O)CC[C@H]2[C@]1(C)CO
ZINC04236781	CSc1cccc(NC(=O)O[C@@H]2CC[C@@]3(C)[C@H](CC(=O)N4CCC[C@H]4CO)[C@H](O)CC[C@H]3[C@]2(C)CO)c1
ZINC05431373	Cc1c2oc3c(C)ccc(C(=O)NCCc4ccco4)c3nc-2c(C(=O)NCCc2ccco2)c(N)c1=O
ZINC00695539	C=CCn1c(CNc2cccc3ccccc23)nnc1S[C@@H](C)C(=O)N/N=C/c1ccc(O)cc1O
ZINC12533338	O=C(NNC(=S)NC[C@@H]1CCCO1)c1ccc(NS(=O)(=O)c2cc(Cl)sc2Cl)cc1
ZINC12572199	Cc1ccc(C)c(NC(=O)CCC(=O)NNC(=S)NC(=O)COc2ccc(Br)cc2)c1
ZINC12614863	COCCNc1sc(C(=O)Nc2sc3c(c2C(=O)OC)CCCC3)c(N)c1C(=O)N1CCCCC1
ZINC13038524	COCCNc1ccc([N+](=O)[O-])cc1C(=O)OCC(=O)Nc1cc2[nH]c(=O)[nH]c2cc1Br
ZINC14158814	CCOc1ccc(NC(=S)/N=C(\NCCc2c[nH]c3ccc(F)cc23)Nc2nc(C)cc(C)n2)cc1
ZINC14745967	COCCC(=O)Nc1c(C(=O)OC)n(CCc2c[nH]c3ccccc23)c2ncc(N[C@@H](C)CCO)cc12
ZINC20167913	CCOC(=O)C1=c2/c(=C/c3ccc(O)cc3)c(N)c(C(=O)OCC)n2C(=O)[C@H](c2ccc(O)cc2)S1
ZINC20527721	CCN(CC)c1ccc(/C=N/Nc2nnc(SCC(=O)Nc3cc(Cl)cc(Cl)c3)n2N)cc1
ZINC20528172	Nn1c(N/N=C/c2ccccc2F)nnc1SCC(=O)Nc1nnc(SCc2ccccc2)s1
ZINC02794832	COc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NNC(=S)Nc4cccc(C)c4)c3N2)cc1
ZINC02794682	COc1ccc([C@@H]2C[C@H](C(F)(F)F)n3ncc(C(=O)NNC(=S)Nc4ccc(C)cc4)c3N2)cc1
ZINC02794756	COc1ccc([C@@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NNC(=S)Nc4ccccc4C)c3N2)cc1
ZINC02794757	COc1ccc([C@@H]2C[C@H](C(F)(F)F)n3ncc(C(=O)NNC(=S)Nc4ccccc4C)c3N2)cc1
ZINC20832938	O=C(CSc1n[nH]c(N/N=C/c2ccco2)n1)Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1
ZINC20836229	CCOc1ccc2nc(NC(=O)CSc3n[nH]c(N/N=C/c4ccc(O)c(OCC)c4)n3)sc2c1
ZINC20911879	Cc1nn(C(C)C)c(C)c1/C=N/Nc1nnc(SCCC(=O)Nc2c(Cl)cccc2Cl)n1N
ZINC20919584	COc1cc(/C=N/Nc2nnc(SCC(=O)Nc3ccc(Cl)cc3F)n2N)cc(OC)c1OC
ZINC21076397	CCCCCCNS(=O)(=O)c1ccc(NC(=O)CSc2n[nH]c(N/N=C/c3ccco3)n2)cc1
ZINC21077381	CC(C)(C)NS(=O)(=O)c1ccc(NC(=O)CSc2n[nH]c(N/N=C/c3ccccc3F)n2)cc1
ZINC22129846	C[C@@H](O)N(c1nc(N2CCCCC2)c2nc(N([C@@H](C)O)[C@@H](C)O)nc(N3CCCCC3)c2n1)[C@@H](C)O
ZINC17222335	CC(=O)/C(=C\NC(=S)Nc1ccc(S(=O)(=O)/N=c2\[nH]ccs2)cc1)C(=O)Nc1ccccc1C
ZINC35051118	O=C([O-])CCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)/[NH+]=c1/ccc2c(C(F)(F)F)cc(O)oc-2c1
ZINC36491565	COCC(=O)N(C1CCCCC1)[C@H](C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1c(O)cc(O)cc1O
ZINC36496882	CC[C@@H](C(=O)N(Cc1ccco1)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O)c1ccccc1
ZINC36506688	CC(C)(C)CC(C)(C)NC(=O)[C@H](c1c(O)cc(O)cc1O)N(Cc1ccco1)C(=O)Cc1ccccc1
ZINC36516712	CCCCCCN(C(=O)C=C(C)C)[C@H](C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1c(O)cc(O)cc1O
ZINC36526207	CCCCC/C=C\C(=O)N(C)[C@@H](C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1c(O)cc(O)cc1O
ZINC36556560	Cc1ccc(CN(C(=O)Cc2ccccc2C)[C@@H](C(=O)NC2CCCCC2)c2c(O)cc(O)cc2O)o1
ZINC36571214	CCCN(C(=O)c1cccc(O)c1O)[C@H](C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1ccc(O)cc1
ZINC36584767	Cc1ccc(S(=O)(=O)CNC(=O)[C@@H](c2c(O)cc(O)cc2O)N(C(=O)c2ccco2)C(C)(C)C)cc1
ZINC36597495	Cc1ccc(CN(C(=O)c2c(O)cccc2O)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)c2ccccc2O)o1
ZINC36598013	COc1ccc(CCC(=O)N(Cc2ccc(C)o2)[C@@H](C(=O)NC(C)(C)C)c2c(O)cc(O)cc2O)cc1
ZINC13010618	CC(C)CN(C(=O)COC(=O)Cc1c[nH]c2ccccc12)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC39326991	COC(=O)C1=C(C)Nc2sc(C(=O)Nc3cc(C)on3)c(N)c2[C@@H]1c1cc(OC)c(OC)c(OC)c1
ZINC39560170	O=C(Oc1ccc(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2OC(=O)c2ccccc2)c(CO)c1)c1ccccc1
ZINC39707787	O=C(C[C@@H]1CS[C@@H](NC(=O)[C@@H]2CC(=O)N(c3ccc(F)cc3)C2)N1)NCCc1c[nH]c2ccccc12
ZINC39707793	O=C(C[C@@H]1CS[C@H](NC(=O)[C@@H]2CC(=O)N(c3cccc(F)c3)C2)N1)NCCc1c[nH]c2ccccc12
ZINC39916022	CC(C)(C)c1ccc(OCCCn2c(S[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)nc3ccccc32)cc1
ZINC40400415	COC(=O)c1cc(NC(=O)[C@H]2CC(=O)Nc3nc(Nc4ccc(C)cc4)[nH]c(=O)c32)cc(C(=O)OC)c1
ZINC40825286	Cc1c(C(=O)NNC(=O)c2ccc([N+](=O)[O-])cc2)oc2c1/C(=N/NC(=S)Nc1ccccc1)CCC2
ZINC33887330	CCOC(=O)[C@H](CCCCNS(=O)(=O)c1ccc(C)cc1)NC(=O)c1coc(-c2ccc(N)cc2)n1
ZINC43553478	COCCNC(=O)C[C@@H]1c2nc(NC(=O)c3ccc(F)cc3)sc2C[C@H]2[C@]1(C)CC[C@@H](O)[C@@]2(C)CO
ZINC59006526	CCOC(=O)c1sc(NC(=O)CSc2n[nH]c(N/N=C/c3c[nH]c4ccccc34)n2)c(C#N)c1C
ZINC59039205	CCN(CC)c1ccc(/C=N/Nc2nc(SCC(=O)Nc3cc(Cl)cc(Cl)c3)n[nH]2)c(O)c1
ZINC59114472	COc1cc(NC(=S)N[C@H]2CC[C@@H](NC(=S)Nc3cc(OC)cc(OC)c3)CC2)cc(OC)c1
ZINC04237017	C=CCOC(=O)Nc1nc2c(s1)C[C@H]1[C@@](C)(CC[C@@H](O)[C@@]1(C)CO)[C@@H]2CC(=O)NCc1cccs1
ZINC04200769	COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CN(C(=O)Nc2ccccc2)CCN1S(=O)(=O)c1ccccc1
ZINC08914497	COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CO/N=C1/C=C[C@]2(C)C(=C1)CC[C@@H]1[C@@H]3CC[C@@](C)(O)[C@@]3(C)CC[C@H]12
ZINC09269581	CCCCCCOc1ccccc1C(=O)NC(=S)Nc1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cc1
ZINC09826282	CCOCCOc1ccccc1C(=O)NC(=S)NNC(=O)COc1ccc(CC)cc1Br
ZINC10040693	COc1cc(/C=N/NC(=O)[C@@H](NC(=O)c2ccc(C)cc2)C(C)C)cc(Br)c1OCC(N)=O
ZINC12573514	Cc1ccc(NC(=O)CCC(=O)NNC(=S)NC(=O)COc2ccc(Br)c(C)c2)c(C)c1
ZINC12909621	CC(C)CN(C(=O)COC(=O)/C=C/c1ccc2c(c1)OCO2)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC13630264	O=C(NC(=S)NNC(=O)[C@@H]1CC(=O)N(Cc2ccco2)C1)c1ccccc1OCCOc1ccccc1
ZINC14651198	Cc1ccc(OCC(=O)NNC(=S)NC(=O)c2cc(Br)ccc2OCCC(C)C)c(C)c1
ZINC15044524	COc1ccccc1/C=C1\SC(=S)N(CCCCCC(=O)Nc2ccc(S(N)(=O)=O)cc2)C1=O
ZINC15223284	Cc1c(Nc2nc(Nc3ccc([N+](=O)[O-])cc3)nc(Nc3nccs3)n2)c(=O)n(-c2ccccc2)n1C
ZINC16347243	CCOC(=O)c1cc(-c2ccccc2)sc1NC(=S)NNC(=O)[C@@H](C)n1cc([N+](=O)[O-])c(OC)n1
ZINC20028739	COc1ccccc1NC(=O)C1=C(C)NC(SCC(=O)Nc2nccs2)=C(C#N)[C@H]1c1ccc(C)o1
ZINC12250080	CCc1cccc(C)c1NC(=O)C1=C(C)NC(SCC(=O)Nc2nccs2)=C(C#N)[C@@H]1c1ccco1
ZINC20832904	O=C(CCSc1n[nH]c(N/N=C/c2ccco2)n1)Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1
ZINC20907405	COCCSc1nnc(NC(=O)CSc2n[nH]c(N/N=C/c3c(O)ccc4ccccc34)n2)s1
ZINC20913618	CCCCSc1nnc(NC(=O)CSc2nnc(N/N=C/c3ccc(C(=O)OC)cc3)n2N)s1
ZINC14158345	COc1cc(NC(=S)/N=C(\NCCCN2CCOCC2)Nc2nc(C)cc(C)n2)c(OC)cc1Cl
ZINC22861055	Nc1nc(CSC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)nc(Nc2ccccc2)n1
ZINC32971929	Cc1c(C(=O)N(C)CC(=O)N(CC(C)C)c2c(N)n(CC(C)C)c(=O)[nH]c2=O)oc2c(Cl)cccc12
ZINC33532552	CCCCN1C(=O)N[C@@H](c2cccc(NC(=O)Nc3ccccc3C)c2)C(C(=O)OCC)=C1c1ccccc1
ZINC33751869	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CC[NH+](CC)CC)[C@H]2c2ccc(OCC(N)=O)cc2)c(C)c1
ZINC34917259	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CC[NH+](CC)CC)[C@H]2c2ccc(OCC(N)=O)cc2)cc1C
ZINC36515152	CCCCCCN(C(=O)CCc1ccc(OC)cc1)[C@H](C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC36520895	CCCCCCN(C(=O)COC)[C@@H](C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1c(O)cc(O)cc1O
ZINC36557942	CCCC[C@@H](CC)C(=O)N(Cc1ccc(C)o1)[C@H](C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36564328	CCCC[C@H](CC)C(=O)N(CCC)[C@@H](C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1c(O)cc(O)cc1O
ZINC36586597	Cc1ccc(S(=O)(=O)CNC(=O)[C@@H](c2cccc(O)c2)N(C(=O)c2c(O)cccc2O)C(C)(C)C)cc1
ZINC36597835	Cc1ccc(CN(C(=O)c2cccc(O)c2O)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)c2ccc(N(C)C)cc2)o1
ZINC36599008	Cc1ccc(CN(C(=O)C(O)(c2ccccc2)c2ccccc2)[C@H](C(=O)NC(C)(C)C)c2ccccc2O)o1
ZINC15323909	CCCCn1c(N)c(N(CC(C)C)C(=O)c2cc(S(=O)(=O)N3CCCCC3)ccc2C)c(=O)[nH]c1=O
ZINC38545560	CCc1ccccc1NC(=O)CS[C@@H]1N=N[C@H]([C@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C)O1
ZINC39125257	CCCn1c(N)c(NC(=O)[C@H](CC)c2ccc(SCC(=O)OC(C)(C)C)cc2)c(=O)n(CCC)c1=O
ZINC39326847	COc1cc(/C=C2\CNCC3=C2OC(N)=C(C#N)[C@H]3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
ZINC39327354	COc1cc(-c2c(C#N)c(N)nc(SCCCn3c(=O)[nH]c4ccccc43)c2C#N)cc(OC)c1OC
ZINC39482332	CO[C@@H]1CN(c2cc(-c3ccccc3O)ccc2NS(=O)(=O)S(=O)(=O)Oc2ccccc2)CCN1
ZINC39707789	COc1ccc(N2C[C@H](C(=O)N[C@@H]3N[C@H](CC(=O)NCCc4c[nH]c5ccccc45)CS3)CC2=O)cc1
