ZINC01637789	CCOP1(=O)CC(C)=C(Cl)C(OC)C1
ZINC01250857	CCOc1ccccc1NC(=O)C1=C(C)NC(=S)NC1c1ccccc1Br
ZINC20693034	COc1cc(C2Nc3ccc(S(=O)(=O)Nc4cc(C)cc(C)c4)cc3C3C=CCC32)ccc1O
ZINC00754731	CC1=C(C(=O)Nc2ccccc2)C(c2ccc(O)cc2)C(C#N)=C(SCc2ccccc2)N1
ZINC03529234	CC(C)(C)c1ccc(-c2nnc(SCC(=O)NC3CCCc4ccccc43)n2N)cc1
ZINC23590654	COc1ccc(Cl)cc1NC(=O)C(C)Sc1nc(N)c2c3c(sc2n1)CCCC3
ZINC32624083	O=C1NC(c2ccc(-c3cccc(F)c3)o2)C(C(=O)c2ccc(F)cc2)C(O)(C(F)(F)F)N1
ZINC34969195	CC(C)C(NC(=O)Nc1ccc(Br)cc1)C(=O)Nc1ccc2ccccc2c1
ZINC35707859	Cc1ccc(NC(=O)Nc2ccc(N3CCC(C)CC3)c(C(=O)NCc3ccccc3)c2)cc1
ZINC36237509	Cc1ccc(OCC(=O)N/N=C\c2cc(O)c(O)c(Br)c2)c(Br)c1
ZINC08613720	Cc1ccc(CSc2ncc(Cl)c(C(=O)Nc3sc4c(c3C(N)=O)CCCC4)n2)cc1
ZINC39430962	O=C1/C(=C\NCCc2c[nH]c3ccccc23)C(c2ccccc2)=NN1C1Nc2ccccc2S1
ZINC39432556	CC(Sc1nnc(N)s1)C(=O)Nc1sc2c(c1C#N)CCC(c1ccccc1)C2
ZINC40113766	CCCN1CCCc2cc(/C=C(\C#N)C(=O)Nc3sc4c(c3C(N)=O)CCCC4)ccc21
ZINC40730055	Nc1c(Nc2ccc(F)c(F)c2)ncnc1N1CCN(C(c2ccccc2)c2ccccc2)CC1
ZINC44940266	O=C(NCCc1c[nH]c2ccccc12)C1CC=CCC1C(=O)N1CCc2c([nH]c3ccccc23)C1
ZINC45326786	COC(=O)c1ccc(C2NC(=S)NC(C)=C2C(=O)Nc2ccc(Br)cc2)cc1
ZINC02235478	Cc1ccccc1C(=O)NC(=S)Nc1ccc2oc(-c3ccc(O)c(Br)c3)nc2c1
ZINC08854869	CCCOc1ccccc1C1C(C#N)=C(N)Oc2[nH]nc(-c3ccc(Br)cc3)c21
ZINC08854870	CCCOc1ccccc1C1C(C#N)=C(N)Oc2[nH]nc(-c3ccc(Br)cc3)c21
ZINC08854897	CCCOc1ccccc1C1C(C#N)=C(N)Oc2[nH]nc(-c3ccc(Cl)cc3Cl)c21
ZINC20692720	COc1cc(C2Nc3ccc(S(=O)(=O)Nc4ccccc4)cc3C3C=CCC32)ccc1O
ZINC59112794	Cc1ccc(NC(=S)NCCN2CCN(C(=S)Nc3ccc(C)c(Cl)c3)CC2)cc1Cl
ZINC60268593	CC(C)(CNC(=O)c1ccc(N2CCCC(C(N)=O)C2)cc1)c1ccc(Cl)c(Cl)c1
ZINC63686513	Cc1cccc(C(=O)NC2NN=C(SCc3cc(=O)c4c(C)cc(C)cc4[nH]3)S2)c1
ZINC06471555	CCCC(=O)N1c2ccccc2C(=C2SC(C(=O)OCC)=C(C(=O)OCC)S2)C(=S)C1(C)C
ZINC06162369	CCCOC(=O)C1C(C)=NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1ccc(F)cc1
ZINC02182197	CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccccc3OC)c(=O)n2C1c1ccc(SC)cc1
ZINC08646012	CCCCn1c(SCc2csc(N(C(C)=O)c3ccccc3)n2)nc2sc(C)c(C)c2c1=O
ZINC01978588	O=C(COc1c(-c2ccc(Br)o2)oc2ccccc2c1=O)OCCc1ccccc1
ZINC00861166	CC1=NC2=C(C(=O)CC(C)(C)C2)C(c2ccccc2OCc2ccccc2)C1C(=O)OCC1CCCO1
ZINC08937050	CC(=O)N(c1cccc(C(F)(F)F)c1)c1nc(COC(=O)c2ccc3ncsc3c2)cs1
ZINC08957889	C#CCn1/c(=N/C(=O)c2ccc(S(=O)(=O)N(CC=C)CC=C)cc2)sc2cccc(Cl)c21
ZINC08958086	C#CCn1/c(=N/C(=O)c2ccc(S(=O)(=O)N(CC)CCCC)cc2)sc2cccc(C)c21
ZINC08988839	CC(Sc1nnc(-c2ccccc2Cl)n1C1CCCC1)C(=O)N(CCC#N)c1ccccc1
ZINC09158199	COCCCn1c(-c2cccc(S(=O)(=O)N3CCC(C)CC3)c2)cs/c1=N\c1ccccc1
ZINC09379791	C=CCN1C(=O)C(Cc2ccc(OC)cc2)S/C1=N/N=C/c1ccc(-c2ccccc2Cl)o1
ZINC09873319	Cc1c(CSc2nnc(COc3ccccc3Cl)n2C2CC2)noc1-c1ccc(F)cc1
ZINC10242481	CCn1c(SCC(=O)N(Cc2ccc(F)cc2)C2CCCCC2)nnc1-c1ccccc1OC
ZINC12093319	Cc1ccn2c(=O)cc(COC(=O)c3ccccc3OCc3ccccc3Br)nc2c1
ZINC02376540	CCOc1ccc(C(=O)CSc2nc3sc4c(c3c(=O)n2-c2ccc(OC)cc2)CCCC4)cc1
ZINC14360697	Cc1ccc(C(=O)OCC(=O)c2ccc3c(c2)-c2ccccc2C3)cc1S(=O)(=O)N1CCCCC1
ZINC17664081	Cc1ccc(-n2c(Cc3ccccc3)nnc2SC(C)c2nnc(-c3cccs3)o2)c(C)c1
ZINC08413025	CCCCCOc1ccc(N2C(=O)CC(Sc3nc4c(cc3C#N)CCCCCC4)C2=O)cc1
ZINC24092874	CCN(C(=O)CSc1nnc(CSc2nc3ccccc3s2)n1CC)C1=CCCCC1
ZINC33115588	COc1cc(CCC(=O)N2Cc3ccccc3-n3cccc3C2c2ccc(C)cc2)cc(OC)c1OC
ZINC02207940	CCCCC1S/C(=N\N=C\c2cc(Br)ccc2OC)N(Cc2ccc(OC)cc2)C1=O
ZINC35031730	CCn1c(C(C)N(Cc2ccco2)C(=O)CC(C)CC(C)(C)C)nc2ccc(Cl)cc2c1=O
ZINC35228832	CC(CC(=O)N(CC(=O)N1c2ccccc2-n2cccc2C1c1ccco1)C1CC1)CC(C)(C)C
ZINC35458338	CC(C)N(CC(=O)N1CCn2cccc2C1c1cccc(Oc2ccccc2)c1)C(=O)C(C)(C)C
ZINC35513731	CCCCCCOc1ccc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2c2nc(C)c(C)s2)cc1
ZINC35865665	CCC(C)c1nc(N2CCN(C(=O)COCc3ccccc3)CC2)c2c3c(sc2n1)CC(C)CC3
ZINC35893302	CC(C)Cc1nc(N2CCN(C(=O)COCc3ccccc3)CC2)c2c3c(sc2n1)CCCCC3
ZINC36372155	COC(=O)CC(C)C1CCC2C3CCC4CC(OC(C)=O)CCC4(C)C3CC(OC(C)=O)C12C
ZINC37604705	CCC(Oc1ccc2c(c1)C(c1ccccc1)N(C(=O)c1ccco1)CC2)C(=O)N(C)c1ccccc1
ZINC37604955	Cc1cccc(C2c3cc(OC(C)C(=O)N(C)Cc4ccco4)ccc3CCN2C(=O)C2CCCC2)c1
ZINC39835968	CCCCCCN1C(=O)/C(=C\c2c(Oc3ccc(F)cc3)nc3c(C)cccn3c2=O)SC1=S
ZINC39839710	CCCOc1cccc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2CCCOC(C)C)c1
ZINC39863226	CCOc1cc(/C=C2\S/C(=N/c3cccc(C)n3)N(C)C2=O)ccc1OCc1ccc(Cl)cc1
ZINC39876466	CCCCOc1ccc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2c2ccc(C)c(C)c2)cc1OC
ZINC39910830	C=CCN1C(=O)c2oc3c(C)cc(C)cc3c(=O)c2C1c1ccc(OCCC(C)C)c(OCC)c1
ZINC39913271	CCCCN1C(=O)c2oc3cc(C)c(Cl)cc3c(=O)c2C1c1ccc(OCC(C)C)c(OC)c1
ZINC39913362	C=CCOc1ccc(C2c3c(oc4cc(C)c(Cl)cc4c3=O)C(=O)N2CCCCC)cc1OC
ZINC39913363	C=CCOc1ccc(C2c3c(oc4cc(C)c(Cl)cc4c3=O)C(=O)N2CCCCC)cc1OC
ZINC40020879	CCCCOc1ccc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2CCCC)cc1OC
ZINC40020937	CCCCN1C(=O)c2oc3ccc(Cl)cc3c(=O)c2C1c1ccc(OCC(C)C)c(OC)c1
ZINC40021501	CCCCN1C(=O)c2oc3ccc(Br)cc3c(=O)c2C1c1ccc(OCC)c(OCC)c1
ZINC40136463	CCOc1cc(/C=C2\Oc3ccc(Cl)cc3C2=O)ccc1OC(=O)COc1cccc(C)c1C
ZINC40136929	CCOc1cc(/C=C2\Oc3cc(C)cc(C)c3C2=O)ccc1OC(=O)COc1c(C)cccc1C
ZINC40513387	C=CCOc1ccc(C2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2Cc2ccc(F)cc2)cc1OC
ZINC01894264	COCCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(C)cc3)c(=O)n2C1c1ccccc1Cl
ZINC08923852	Cc1ccc(C(=O)C(C)OC(=O)c2ccc(N3C(=O)C4CCC(c5ccccc5)CC4C3=O)cc2)cc1
ZINC41666884	CCCOC(=O)CCc1cc2c(C)cc(=O)oc2c2c1OCN(CCc1ccc(Cl)cc1Cl)C2
ZINC63411534	Cc1ccccc1OCCOCCOc1ccc(C2=NC(=O)C3=C4CCCCC4SC3=N2)cc1
ZINC65115600	CCOc1ccccc1-c1nc(CN(c2ccc(C)cc2)S(=O)(=O)c2cccs2)c(C)o1
ZINC04325414	Cn1c(NNC(=O)C23CC4CC(CC(C4)C2)C3)cc(=O)n(C)c1=O
ZINC00495598	CCC1(C)Cc2c(sc3nc(NNC(C)=O)n(C)c(=O)c23)CO1
ZINC04974172	Cc1ccc([N+](=O)[O-])cc1-c1ccc(C2[NH2+]C(C(=O)[O-])CS2)o1
ZINC02210854	Cc1nc2sc3c(c2c2nc(C(=O)NCC(C)O)nn12)CCCC3
ZINC02436809	O=C(NCCCO)c1nc2c3c4c(sc3ncn2n1)CCCC4
ZINC04931410	CC1CCCCC1NC(=O)C1CCCN(S(=O)(=O)c2c[nH]cn2)C1
ZINC05261829	Cn1cc(C(=O)NNS(=O)(=O)c2cccc(C#N)c2)c2ccccc21
ZINC09049192	Cc1nc(N2CCC(C(N)=O)CC2)nc2c1C(=O)CC(c1ccco1)C2
ZINC11967274	CC1Oc2ccc(-c3csc(NC(=O)C4CCCO4)n3)cc2NC1=O
ZINC12899434	Cc1c(CCC(=O)N2CCNC(=O)C2)c(=O)oc2cc(O)ccc12
ZINC13736664	O=C(Nc1cccc2nsnc12)C(=O)N1CCCCC1CCO
ZINC14000998	O=C(Cn1cnc2c([nH]c3ccccc32)c1=O)NCc1cccnc1
ZINC20717270	CCc1nc2n(n1)C(CC(=O)Nc1ccc(Cl)c(Cl)c1)C(=O)N2
ZINC22050831	CC(C)(C)OC(=O)N1CC(O)C(O)C2OC(c3ccccc3)OCC21
ZINC24972881	Cc1csc(=O)n1CCC(=O)Nc1ccc2c(c1)NC(=O)C(C)O2
ZINC35483074	O=C(NNc1ccc2nncn2n1)c1ccccc1Br
ZINC35590285	CN(C)c1ccc(C2NC(=O)NC3=C2C(=O)N(CC2CCCO2)C3)cc1
ZINC35939483	O=C(NCC1CCCCC1)c1n[nH]c2c1CN(C(=O)C1CCCO1)CC2
ZINC00171042	CCCS(=O)(=O)c1cnc(C2COc3ccccc3O2)nc1N
ZINC38697662	Cc1n[nH]c(C)c1S(=O)(=O)Nc1ccc(N2CCCCC2=O)cc1
ZINC39357680	CCOC(=O)C1=C(N)OC2=CC(C)=NC(=O)C2C1c1ccncc1
ZINC39544028	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NCC1CCCO1)C2=O
ZINC40282972	CN1C(=O)NC(Nc2ncc(Br)cn2)(C(F)(F)F)C1=O
ZINC41159582	Cc1ccc2cc(CNS(=O)(=O)c3c(C)noc3C)c(=O)[nH]c2c1C
ZINC41549057	CC(NC(=O)C1(C)Oc2ccc(Cl)cc2NC1=O)c1cnn(C)c1
ZINC43978261	Cn1cccc(C(=O)NCC2CCN(C(=O)NC(C)(C)C)CC2)c1=O
ZINC43987219	Cc1nnsc1C(=O)N1CCC(CNC(=O)NC(C)(C)C)CC1
ZINC44924776	CC([NH2+]Cc1cc(Br)c2c(c1)OCCCO2)c1nnn[n-]1
ZINC47535337	Cc1nc2c(C(N)=O)cnn2c(C)c1CCC(=O)N1CCCC(C)C1
ZINC26112405	CC(C)NC(=O)NC(=O)C(C)Sc1nc2ccsc2c(=O)n1C
ZINC54441185	Cn1cc(CNC(=O)Nc2cccc(C(=O)N3CCCCC3)c2)cn1
ZINC57279927	CCn1cc(NS(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3)cn1
ZINC58163169	CC(=O)Nc1nc(C(=O)/N=c2\[nH]ccn2Cc2ccccc2)cs1
ZINC59160577	C#CCOc1ccc(/C=N/n2c(=O)[nH][nH]c2=O)cc1Br
ZINC61767684	Cc1nn(C)c2ncc(NC(=O)NC3CCN(CC(F)(F)F)C3)cc12
ZINC09914733	O=C1N/C(=N\N=C2\NC(=O)C(CC(=O)c3ccccc3)S2)CS1
ZINC09914733	O=C1N/C(=N/N=C2\NC(=O)C(CC(=O)c3ccccc3)S2)CS1
ZINC54809111	Cn1cc(CNC(=O)NCc2cc(Cl)c3c(c2)OCCCO3)cn1
ZINC14372338	CN(Cc1nc2ccsc2c(=O)[nH]1)C(=O)c1n[nH]c2ccccc12
ZINC66457352	O=C(CCn1cnc2sc3c(c2c1=O)CCCC3)Nc1cc[nH]n1
ZINC66556862	Cc1ccsc1C(=O)NNC(=O)c1csc(-c2cnn(C)c2)n1
ZINC66645021	COC(=O)N1CCCC1C(=O)Nc1ccc2nc(C3CCC3)[nH]c2c1
ZINC66820891	Cc1cc(C)nc(NNC(=O)C2CC(=O)N(C3CCC(C)CC3)C2)n1
ZINC67044235	N#Cc1ccc(N2CCC(NC(=O)NC3CCCc4occc43)CC2)nc1
ZINC67268993	O=C1NC(=O)C2(CCC(C(=O)N(Cc3ccco3)C3CCCC3)CC2)N1
ZINC67282954	CCn1cc(NC(=O)C2CCN(C(=O)c3ccccc3O)CC2)cn1
ZINC67305009	Cc1nnc(N2CCN(C(=O)C3(C)CCCC3)CC2)c(C(N)=O)c1C
ZINC67547547	CC(NC(=O)Nc1cc(F)c(N(C)C)c(F)c1)C(=O)N1CCOCC1
ZINC67550461	CC(=O)N(C)c1ccc(NC(=O)NC(C)C(=O)N2CCCCC2C)cc1
ZINC67572476	CC(NC(=O)Nc1cc(C(F)(F)F)no1)C(=O)N1CCSCC1
ZINC67606808	CC1COCCN1C(=O)NCc1cccc(NC(=O)C2CCCO2)c1
ZINC02862407	CCCCOc1c(I)cc(C(=O)[O-])cc1OCC
ZINC00955635	Cc1ccc(-c2csc3ncn(Cc4ccc(C(=O)[O-])cc4)c(=O)c23)cc1
ZINC08852025	CC(C)(C)c1ccc(S(=O)(=O)N2CCc3cc(C(=O)[O-])ccc32)cc1
ZINC11803674	Cc1cc(OCc2cc(C(=O)[O-])oc2C)c(C)c(C)c1Br
ZINC11864756	N#C/C(=C\c1c(OCCc2ccccc2)ccc2ccccc12)C(=O)[O-]
ZINC11888571	N#C/C(=C/c1cccc(OCc2c(Cl)cccc2Cl)c1)C(=O)[O-]
ZINC11889757	CCOc1ccc(Cl)cc1-c1nc(CC)c(C(=O)[O-])s1
ZINC11961984	N#C/C(=C\c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)C(=O)[O-]
ZINC11993299	O=C([O-])C1Oc2ccccc2OC1c1ccc(Oc2ccc(Cl)cc2)cc1
ZINC13422894	N#Cc1ccc(COc2c(Cl)cc(C(=O)[O-])cc2Cl)cc1
ZINC17179867	[S-]c1nnc(-c2ccccc2)n1/N=C/C=C/c1ccccc1
ZINC06782998	CCCCCCN1C(=O)C([O-])=C(C(=O)c2ccccc2)C1c1ccccc1F
ZINC05686294	CCCc1nnc([S-])n1/N=C/c1ccc(C(C)(C)C)cc1
ZINC21953814	Cc1nc(C2CC2)nc(SCc2ccc(C(C)(C)C)cc2)c1C(=O)[O-]
ZINC17431024	[O-]c1nnc(SCc2ccccc2)c(SCc2ccccc2)n1
ZINC04189189	[S-]c1nnc(COc2ccc(Cl)cc2)n1-c1ccc(Br)cc1
ZINC17073846	COc1ccc(C)cc1-n1c([S-])nnc1CSCc1ccccc1
ZINC06088155	O=C(CSc1nc2ncc(Cl)cc2[n-]1)c1ccc2ccccc2c1
ZINC36326945	O=C([O-])c1cccc(Cn2ccc(/C=C/c3ccc(F)cc3)cc2=O)c1
ZINC06533983	Cc1ccccc1OCc1nnc([S-])n1-c1cccc(Cl)c1
ZINC08579703	CC(=O)c1c(C)cc(C)c(CSc2nc(C)cc(=O)[nH]2)c1C
ZINC08696079	Cc1cc(=O)[nH]c(SCc2csc(-c3ccccc3)n2)n1
ZINC38653961	[O-]c1nnc(SCc2c(F)cccc2Cl)n2nc(-c3cccs3)cc12
ZINC12788328	Cc1ccc(CCC2CCN(C(=O)c3ccc(C(F)(F)F)nc3[O-])CC2)cc1
ZINC40028888	C=CCN1C(=O)C([O-])=C(C(=O)c2ccc(C)c(F)c2)C1c1ccc(CC)cc1
ZINC41631331	COc1ccc(CCSc2nc([O-])cc(CSC(C)C)n2)cc1
ZINC41958663	CCC(C)CC(CC)(Oc1ccc(C#N)cc1Cl)C(=O)[O-]
ZINC43226393	CCc1nn(-c2ccc(C(C)(C)C)cc2)c(CC)c1C(=O)[O-]
ZINC43493131	CCC(C)CC(CC)(Oc1ccc(C=O)cc1Cl)C(=O)[O-]
ZINC43493133	CCC(C)CC(CC)(Oc1ccc(C=O)cc1Cl)C(=O)[O-]
ZINC44222745	C/C(=C\c1cc([N+](=O)[O-])ccc1SC1CCCCC1)C(=O)[O-]
ZINC44226863	O=C([O-])c1c(Cl)nsc1-c1ccc(CSc2ccccn2)cc1
ZINC44822401	Cc1ccc(C2CC(c3cccs3)=NN2/C([O-])=C/SCc2ccco2)cc1
ZINC46485760	N#C/C(=C\c1ccc(OC(F)(F)F)cc1)c1nc([O-])c2ccc(Cl)cc2n1
ZINC48333066	CN(C)c1nc(Cl)c(/C=C/c2cc(C(=O)[O-])c3ccccc3n2)s1
ZINC48985541	N#C/C(C(=O)N1CCCCC1)=C(/[O-])c1cc2ccccc2n1Cc1ccccc1
ZINC48992071	N#C/C(C(=O)N1CCCC1)=C(\[O-])c1ccc(CSc2ccccc2)cc1
ZINC51332116	Cc1ccnc(SC2(C(=O)[O-])CCCCC2C(C)(C)C)n1
ZINC54968466	CCCc1nc(N(CC)c2ccc(F)cc2)sc1C(=O)[O-]
ZINC13564338	CCOc1ccc([N-]/C(=N\C#N)SCc2ccc(C)cc2)cc1
ZINC13564338	CCOc1ccc([N-]/C(=N/C#N)SCc2ccc(C)cc2)cc1
ZINC13563042	CCOc1ccc([N-]/C(=N/C#N)SCc2ccccc2C(F)(F)F)cc1
ZINC13582076	COc1cccc(CS/C(=N\C#N)[N-]c2cccc(C(F)(F)F)c2)c1
ZINC06626126	COc1ccc(/C([O-])=C/C2=NC(=O)/C(=C\c3ccc(C)s3)S2)cc1
ZINC20492369	CCc1ccc(-c2[nH]nc3nc(-c4ccc(C)cc4)cc(C(=O)[O-])c23)cc1
ZINC63653594	CC1=C(C)C(c2ccc(S(=O)(=O)[N-]c3ccc(F)c(Cl)c3)s2)N=N1
ZINC63867022	COc1cc(/C=C(/Cl)c2nc([O-])c3ccccc3n2)ccc1SC
ZINC65031356	Cc1noc(-c2ccc(S(=O)(=O)[N-]c3ccc(F)c(Cl)c3)s2)c1C
ZINC65031363	Cc1noc(-c2ccc(S(=O)(=O)[N-]c3ccc(Cl)cc3F)s2)c1C
ZINC55528812	Cc1cccc(-c2nnc([S-])n2CC(=O)OC2CCCCC2)c1
ZINC55544222	Cc1cc(C)cc(OC(=O)Cn2c([S-])nnc2-c2cccc(C)c2)c1
ZINC00298143	COC(=O)CC1=C(C)C(=O)C=C2C(C)(C)CCCC21C
ZINC01495467	CN(Cc1ccccc1)c1ncc(Br)cn1
ZINC00387402	N#Cc1ccc(SCc2cn3ccccc3n2)cc1
ZINC03618274	N#Cc1ccccc1OCc1nc2ccccc2s1
ZINC03457090	N#Cc1ccc(COc2ccc(Br)cn2)cc1
ZINC20296958	N#Cc1ccc(F)c(COc2cccc3cccnc23)c1
ZINC20774058	C1CCC(CC2CN(C3CCOCC3)CCO2)CC1
ZINC17222900	CCOC1CN(C)/C(=N/c2cccc3ccccc23)S1
ZINC36911874	CC(Cl)c1nc2cc(F)ccc2n1C(C)C1CCCO1
ZINC03877591	Cc1ccc(OC(=O)C23CC4CC(CC(C4)C2)C3)c(C)n1
ZINC39326283	CC1CCc2nc(SCc3ccncc3)c(C#N)cc2C1
ZINC40570706	CC(=O)c1cccc(/N=C/c2cn(C)c3ccccc23)c1
ZINC40887009	ClCc1cccnc1Oc1cccc2cccnc12
ZINC41705925	O=C1CCCc2c1ccn2-c1ccccc1OC(F)(F)F
ZINC41771383	CCn1c(SC(C)C)nc2sc(C)c(C)c2c1=O
ZINC43407403	CC(Oc1nc2c(cc1C#N)CCC2)c1ccccc1
ZINC43426480	Cc1ccc(C(=O)CN2CCOC3CCCCC32)cc1C
ZINC44982428	CC(Cl)c1nc2cc(F)ccc2n1CC1CCCOC1
ZINC46415430	Clc1cc(CSc2nncs2)c2ncccc2c1
ZINC46441365	Cc1ccsc1C(=O)C(C#N)c1nc2ccccc2s1
ZINC49168848	c1ccc(CN2CCC(c3nc4ccccc4o3)C2)cc1
ZINC49305162	CSc1ncccc1C(=O)N(C)c1cccc(C)c1C
ZINC49321454	Cc1ccc(C(C)N(C)c2ncnc3sccc23)s1
ZINC49565058	Cl/C=C/CSc1nnc2sc3ccccc3n12
ZINC49883439	CCC(=O)N1CCCC1C(=O)c1ccc2c(c1)CCCC2
ZINC50107402	Clc1cncc(N2CCC(Cc3ccccc3)CC2)n1
ZINC50165606	Clc1cc(CSc2ncnc3ccccc23)ccn1
ZINC50520409	Cc1sc2nc(COC3CCC3)nc(Cl)c2c1C
ZINC51179608	O=CC1(CN2CCOC3CCCCC32)CCCCC1
ZINC51244769	CCSC1=NC(=O)CC(c2ccc(C)cc2)C1C#N
ZINC52725011	Clc1ncccc1COc1cccc2cccnc12
ZINC53130068	Clc1cc(-c2ccccc2)nc(Cc2cccnc2)n1
ZINC54863848	Cc1cccc(CN(C)c2nc3c(s2)C(=O)CCC3)c1
ZINC57339730	COC(=O)c1c(C)c(Br)cc(C)c1OC
ZINC57651647	Cc1nc(SC(C)C#N)n(C2CCCCC2)c1C
ZINC57802130	Cc1cc2nc(C(F)(F)F)n(CC(C)C#N)c2cc1C
ZINC57850374	N#Cc1cccc(Cn2c(C3CCC3)nc3ccccc32)c1
ZINC44731109	Cc1cc(C(C)n2c(CCl)nc3ccccc32)c(C)o1
ZINC59856262	CC1CCC(N(C)C(=O)Cn2ccc3ccccc32)CC1
ZINC60427601	Cc1c(C#N)c(SC(C)c2cccnc2)nc2c1CCC2
ZINC61957087	CN(c1ccc(C#N)cc1)c1ncccc1C(F)(F)F
ZINC62028802	Cc1nc(Cl)cc(N(C)C(C)c2ccccc2F)n1
ZINC62188751	CC(C)(C)c1ccc(C(=O)N2CCC(c3ccco3)C2)cc1
ZINC62236200	N#CC(C(=O)C1CCCOC1)c1ccc(Cl)c(Cl)c1
ZINC62541249	COCCc1nc2cc(C)cc(Br)c2o1
ZINC62560526	COCCc1nc2cc(Cl)cc(Br)c2o1
ZINC62616892	CCCC(=O)N1CCn2cccc2C1c1ccccc1
ZINC62670884	CCN(CC)C1(C#N)CCCOc2c(Cl)cccc21
ZINC62960507	CCC1(CC)CCN(c2cc(Cl)nc(C)n2)CC1
ZINC65148694	CCC(=O)N1CCc2cn(CC(C)C)c3cccc(c23)C1
ZINC00188200	CCCC12CN(C(C)=O)CC(CCC)(CN(C(C)=O)C1)C2=O
ZINC01432153	Cc1nn(CC(=O)N2CCOCC2)c(C)c1I
ZINC01627153	CCN1C(=O)C(C2SC(=S)N(CC)C2=O)SC1=S
ZINC12076153	Cc1occc1C(=O)N1CCC2(CCCN(CC3CCC3)C2=O)C1
ZINC12440465	O=C(c1ccoc1)N1CCC2(CCCN(Cc3cccc(F)c3F)C2=O)C1
ZINC12440467	O=C(c1ccoc1)N1CCC2(CCCN(Cc3cccc(F)c3F)C2=O)C1
ZINC20412653	CC1CCC2C(CN3CCOCC3)C(=O)OC23C1CCC1(C)OC13
ZINC22766602	O=C(c1cnc2n(c1=O)CCS2)N1CCCC(C(F)(F)F)C1
ZINC24470457	CN(Cc1cnn(C)c1)C(=O)c1cncc(Br)c1
ZINC12627782	O=C(c1ccccc1F)N1CCN(Cc2nccn2C(F)F)CC1
ZINC25165848	O=C(c1cncc(Br)c1)N1CCN(C(=O)C2CC2)CC1
ZINC13152648	CCOC(=O)C(C(C)=O)=C1SC2CS(=O)(=O)CC2S1
ZINC32504438	C=CCN1/C(=N/C(=O)CCl)SC2CS(=O)(=O)CC21
ZINC32667799	O=C(c1cccc(Cl)c1)N(CC1CCCO1)C1CCS(=O)(=O)C1
ZINC36139572	CN(C(=O)c1ccc(N2CCCC2)cc1)C1CCS(=O)(=O)C1
ZINC37829515	CC(C)C(Br)C(=O)N1CCCC1C(=O)N1CCOCC1
ZINC37844022	CN(C)C(=O)C1CCCN1C(=O)c1cc(Br)cn1C1CC1
ZINC37845705	CN(CC(=O)N1CCCC1)C(=O)c1cc(Br)cn1C1CC1
ZINC38903400	CC(C)c1nnc(C2CCN(C(=O)c3c(F)cccc3F)CC2)o1
ZINC39363287	O=C(C1=CC2N=CC=C2C=C1)N1CCCC(N2CCOCC2)C1
ZINC40498905	CC(c1ccccc1F)N(C)C(=O)c1cnc2n(c1=O)CCS2
ZINC46936872	O=C(c1cncc(Br)c1)N(CC1CCOC1)C1CC1
ZINC49334765	C#CCN(C1CCS(=O)(=O)C1)S(=O)(=O)c1cccs1
ZINC49413222	CC(=O)N1CCC(C(=O)N2CCN(Cc3ccsc3)CC2)CC1
ZINC49480111	CSc1nn(CN2CCCC(C(=O)N(C)C)C2)c(=S)s1
ZINC49692710	O=S1CCN(S(=O)(=O)c2ccc3nc(Cl)ccc3c2)CC1
ZINC52239005	N#Cc1ccccc1CN1CCN(C(=O)c2ccsc2)CC1
ZINC55218801	CCc1ccc(S(=O)(=O)N2CCCC2C(=O)N(C)C)s1
ZINC58368411	CC1COCCN1C(=O)CCS(=O)(=O)c1ccc2c(c1)CCC2
ZINC58456320	O=C(Cn1cccnc1=O)N1CCC(Cc2cccc(F)c2)CC1
ZINC58492514	CN(Cc1cc(Cl)cc(Cl)c1)C(=O)Cn1cccnc1=O
ZINC46915332	CS(=O)(=O)N1CCCC(C(=O)N2CCCC2c2ccsc2)C1
ZINC18115486	O=C1C2CC=C(Cl)CC2C(=O)N1CCCN1CCOCC1
ZINC64055031	CC1=C2C(=O)N=C(C(C)Sc3cccc[n+]3[O-])N=C2SC1C
ZINC64101991	N#CC(C(=O)/C=C/c1ccsc1)c1nnc2n1CCCCC2
ZINC64151550	O=C(CN1CCSc2ccccc21)C1=CC(C(=O)N2CCCC2)=NC1
ZINC48260731	Cn1cnnc1C1CCCN(C(=O)c2csc3c2CCCC3)C1
ZINC64290518	CC1CN(C(=O)C2C=CC=NC2=S)CC(c2ccccc2)O1
ZINC64812611	CC1(C)COCCN1C(=O)c1ccc(N2CCCCC2=O)cc1
ZINC65138847	CC1=C(CN2CCOCC2)C2N=C(C(=O)N3CCCCC3)C=C2S1
