ZINC19433863	CC([NH3+])C(=O)Nc1ccccc1C(=O)NC1CC1
ZINC52572042	CC[NH+]1CCN(c2cc(C)c3nc(C4C(=O)N=CC=C4NCC(O)c4cccc(Cl)c4)[nH]c3c2)CC1
ZINC39695760	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)C(C)Oc4ccccc4)CC34CC[NH2+]CC4)[nH]c2c1
ZINC60038391	CCCCn1c(N)c(N(CC)C(=O)C[NH+]2CCCC2Cc2ccccc2Cl)c(=O)[nH]c1=O
ZINC60038394	CCCCn1c(N)c(N(CC)C(=O)C[NH+]2CCCC2Cc2ccccc2Cl)c(=O)[nH]c1=O
ZINC13069694	Cc1cccc(C)c1NC(=O)C[NH+](C)CC(=O)Nc1ccc(S(=O)(=O)/N=C2\CCCCCN2)cc1
ZINC63110603	COc1ccc(C(CNC(=O)CN2CC(C(N)=O)Oc3ccccc32)C2=c3ccccc3=[NH+]C2)cc1
ZINC63159985	O=C(NNC(=O)c1ccccc1OCC1=CN2CC=CC=C2N1)C1=c2ccccc2=[NH+]C1
ZINC63399215	CCCCN1C(=O)N=C([O-])C(N(Cc2ccccc2)C(=O)CCC2=c3ccccc3=[NH+]C2)C1[NH3+]
ZINC63708116	CC1=CC(NC(=O)CSC2[NH+]=c3ccccc3=C3NC(c4cccc([N+](=O)[O-])c4)NN32)N=N1
ZINC63782225	COc1ccc2c(c1)=C(CCNC(=O)C(C)NC(=O)c1ccc3c(c1)SC(n1cccc1)N3)C[NH+]=2
ZINC63791140	Cc1ccccc1N1C(C2=c3ccccc3=[NH+]C2)=NNC1SCC(=O)NC(=O)NC(C)C
ZINC64375518	O=C(NCCC1=c2ccccc2=[NH+]C1)C1=C2NC(NC(=O)c3ccc4c(c3)OCO4)SC2CC1
ZINC64539150	CC(C)N1NNc2cc(S(=O)(=O)N3CCCC(C(=O)NCCC4=c5ccccc5=[NH+]C4)C3)ccc21
ZINC65025201	CCCNC(=O)c1cc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)cnc1N1CC[NH2+]CC1
ZINC01854023	C[NH+](Cc1c(C(=O)N/N=C/c2ccccc2O)nnn1-c1nonc1N)C1CCCCC1
ZINC03950795	NC(=[NH2+])c1ccc(O)c(CN2CCC(NS(=O)(=O)c3ccc(-c4cccnc4)s3)C2=O)c1
ZINC02327008	CC1CC[NH+](Cc2c(C(=O)N/N=C/c3ccc(O)cc3)nnn2-c2nonc2N)CC1
ZINC08876675	O=C1C2C(Cc3ccc(O)c(O)c3)[NH2+]C3(C(=O)Nc4ccccc43)C2C(=O)N1CC1CCCO1
ZINC09109709	COc1cc(N2C(=O)C3C(CCC(N)=O)[NH2+]C4(C(=O)Nc5ccccc54)C3C2=O)c(C)cc1[N+](=O)[O-]
ZINC09304907	NC(=O)C1CCN(C(=O)C[NH+]2CCNC(=O)C2CC(=O)Nc2ccccc2Cl)CC1
ZINC09706346	CC[NH+](CC)CCCC(C)NC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12
ZINC09116320	C[NH+](C)C(CNC(=O)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1
ZINC13640013	Cc1ccc(NC(=O)CC2C(=O)NC3CCCCC3[NH+]2CC(=O)N2CCC(C(N)=O)CC2)cc1C
ZINC08636346	Cc1cc(C)cc(NC2=NC3C(O)C(O)CC(C(=O)NCC[NH+]4CCOCC4)C3S2)c1
ZINC15707696	O=C(CCC1CNC(=O)C2CC(NC(=S)NCc3ccco3)C[NH+]12)NCc1ccc(F)cc1
ZINC15708009	CSc1cccc(NC(=O)NC2CC3C(=O)NCC(CCC(=O)NCc4cccs4)[NH+]3C2)c1
ZINC08995623	CCC(C)N1C(=O)C2C(CC(N)=O)[NH2+]C3(C(=O)Nc4ccc(Br)cc43)C2C1=O
ZINC20465316	COCC1CCC[NH+]1C1C(CNC(=O)Nc2ccc(OC(F)(F)F)cc2)OC(CO)C1O
ZINC21324965	Cc1cccc(C)c1NC(=O)C[NH+](CC(=O)NC(=O)NC(C)C)CC(=O)Nc1c(C)cccc1C
ZINC14156518	Cc1cc(C)nc(N/C(=N/C(=S)Nc2cccc(C)c2Cl)NCCc2c[nH]c[nH+]2)n1
ZINC14156543	Cc1cc(C)nc(N/C(=N/C(=S)Nc2ccc(F)c(Cl)c2)NCCc2c[nH]c[nH+]2)n1
ZINC22582956	Cc1ccc(C(CNC(=O)C(=O)Nc2ccc(C(N)=O)cc2)N2CC[NH+](C)CC2)cc1
ZINC22930769	CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)N1CC[NH+](CC(=O)Nc2ccc(F)cc2)CC1
ZINC24338032	COCCCNC(=O)C[NH+]1CCN(CC(=O)Nc2sc3c(c2C(N)=O)CCCC3)CC1
ZINC25781953	C/C(=N\NC(=O)c1c(C[NH+]2CCCC2)nnn1-c1nonc1N)c1ccccc1O
ZINC25782449	CC1CCCC[NH+]1Cc1c(C(=O)N/N=C\c2cc(Cl)ccc2O)nnn1-c1nonc1N
ZINC26661281	NC(=[NH2+])c1ccc(O)c(CN2CCC(NS(=O)(=O)c3cc4c(Cl)nccc4s3)C2=O)c1
ZINC27594597	C[NH+](C)C(CNC(=O)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1)c1cccc(F)c1
ZINC03633116	CCC[NH+](CCC)Cc1c(C(=O)N/N=C/c2c[nH]c3ccccc23)nnn1-c1nonc1N
ZINC39352577	COC(=O)C1C(NC(C)=O)c2cc(NC(C)C(C)(C)O)c[nH+]c2N1CCc1c[nH]c2ccccc12
ZINC39470427	O=C(CSC1NNC([NH+]2CCCCC2)N1CC1CCCO1)NCCc1c[nH]c2ccccc12
ZINC39560956	O=C(NCC[NH+]1CCCCC1)C1CC(O)C(O)C2N/C(=N\c3ccc(-n4cccn4)cc3)SC12
ZINC39599440	COc1ccc2[nH]cc(CCNC(=O)C3CN(C(=O)C4=C(C)NOC4C)CC34CC[NH2+]CC4)c2c1
ZINC39599499	COc1ccc2[nH]cc(CCNC(=O)C3CN(C(=O)C4C=C(C)N(C)N4)CC34CC[NH2+]CC4)c2c1
ZINC39661847	Cc1cc(C(=O)N2CC(C(=O)NCCc3ccc(O)c(O)c3)C3(CC[NH2+]CC3)C2)n(C(C)(C)C)n1
ZINC39661888	CC(C)C(Oc1ccccc1)C(=O)N1CC(C(=O)NCCc2ccc(O)c(O)c2)C2(CC[NH2+]CC2)C1
ZINC39661890	CC(C)C(Oc1ccccc1)C(=O)N1CC(C(=O)NCCc2ccc(O)c(O)c2)C2(CC[NH2+]CC2)C1
ZINC39695866	CC1=CC(C(=O)N2CC(C(=O)NC(C)c3nc4ccc(C)cc4[nH]3)C3(CC[NH2+]CC3)C2)NN1C
ZINC39944226	CC[NH+](CC)CC(/C(C)=N/N=C(N)N)C(c1ccccc1)c1c([O-])c2ccccc2oc1=O
ZINC40645234	CC1(C)CC(Nc2ncnc(NNC(=O)c3ccco3)c2[N+](=O)[O-])CC(C)(C)[NH2+]1
ZINC41301347	CC[NH+](CC)CCNc1nc(N)c([N+](=O)[O-])c(Nc2onc3c2CC(C)CC3)n1
ZINC41301369	CC1CCc2noc(Nc3nc(NCCCn4cc[nH+]c4)nc(N)c3[N+](=O)[O-])c2C1
ZINC44792834	CCOC(=O)C1=C(CS/C(N)=[NH+]/C(C)COC)NC(=O)NC1c1ccco1
ZINC45302491	CCn1c(-c2nonc2N)nc2c(-c3cc4ccccc4s3)ncc(C(=O)N3CCC([NH3+])C3)c21
ZINC46556898	C[NH+](CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)CC(=O)c1c(N)n(C2CC2)c(=O)[nH]c1=O
ZINC57414210	COC(=O)C1=C(CN2CCC(C(N)=O)([NH+]3CCCCC3)CC2)NC(=O)NC1c1ccccc1
ZINC57416075	CCOC(=O)C1=C(CN2CCC(C(N)=O)([NH+]3CCCCC3)CC2)NC(=O)NC1c1cccs1
ZINC59806946	CCOC(=O)c1c(NC(=O)CNc2ccccc2[NH+]2CCC(O)CC2)sc(C(=O)NC)c1C
ZINC63108646	COC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)CC(NC(N)=O)c1ccccc1
ZINC63161121	NC(=O)C1C2=C(CCCC2)SC1NC(=O)CN1C(=O)NC(CC2=c3ccccc3=[NH+]C2)C1=O
ZINC63362909	[NH3+]C(CC1=c2ccccc2=[NH+]C1)C(=O)N1CCC(C(=O)NC(C(=O)[O-])c2ccccc2)CC1
ZINC12428478	Nc1nonc1-n1nnc(C(=O)N/N=C/c2cc(Cl)ccc2O)c1C[NH+]1CCCCCC1
ZINC39996793	CC(SC1NN=C(C2=c3ccccc3=[NH+]C2)N1C1CC1)C(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC51101241	CC(C)S(=O)(=O)NCC1CCC[NH+](CC(=O)Nc2ccccc2C(N)=O)C1
ZINC14141227	COCC(C)[NH2+]CC(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC19233118	CC(C(=O)Nc1c(N)cc(Cl)cc1Cl)[NH+]1CCNC(=O)C1
ZINC23430253	C[NH+](Cc1cccc(-c2nc([O-])cc(CC[NH3+])n2)c1)Cc1cc[nH]n1
ZINC17176549	CS/C(N)=[NH+]/NC(=O)CCC(=O)Nc1ccccc1C(F)(F)F
ZINC32802710	Cc1ccc(OCCNC(=O)NC2CC[NH+](CC(N)=O)CC2)c(C)c1
ZINC32802717	NC(=O)C[NH+]1CCC(NC(=O)NCc2ccccc2OC(F)(F)F)CC1
ZINC37622273	CCCC(C)([NH3+])C(=O)Nc1ccccc1S(=O)(=O)NCC
ZINC19891788	COC(=O)C(NC(=O)C([NH3+])C(C)C)C(C)c1ccc(O)cc1
ZINC19891794	COC(=O)C(NC(=O)C([NH3+])C(C)C)C(C)c1ccc(O)cc1
ZINC19891791	COC(=O)C(NC(=O)C([NH3+])C(C)C)C(C)c1ccc(O)cc1
ZINC19891798	COC(=O)C(NC(=O)C([NH3+])C(C)C)C(C)c1ccc(O)cc1
ZINC40756257	Nc1c(NCC[NH+]2CCCCC2)ncnc1NCc1ccco1
ZINC41642238	Cc1c(NC(=O)C(=O)NCC(C2CCCCC2)[NH+](C)C)cccc1C(N)=O
ZINC42740743	CC(C)CN(CC[NH+](C)C)c1ccc(S(N)(=O)=O)cc1N
ZINC42845839	CC[NH+](CC)CCNC(=O)NNC(=O)c1cc(Br)c[nH]1
ZINC43112211	O=C(NCC1([NH+]2CCCCC2)CCCCC1)NNC(=O)C(=O)NC1CC1
ZINC45692037	CC[NH+](CC)C(C)CNC(=O)Nc1ccc(F)c(C(N)=O)c1
ZINC46279720	CC[NH+](CC)C(C)CNC(=O)NNC(=O)Nc1ccccc1C
ZINC47648389	CC(C)C(NC(N)=O)C(=O)NCC(c1ccco1)[NH+]1CCCCC1
ZINC49024220	CC[NH+](CC(=O)NC)CC(=O)Nc1ccccc1C(N)=S
ZINC49726854	CCNC(=O)C[NH+](C)CC(=O)Nc1ccccc1C(N)=S
ZINC50183832	Cc1[nH]ncc1CCCNS(=O)(=O)c1ccc(C[NH3+])s1
ZINC51120544	CC(CNC(=O)c1cc(Br)cnc1NN)[NH+]1CCCCC1
ZINC52066941	C[NH2+]C(C)c1cc(Br)ccc1OC(C)C(=O)NC(N)=O
ZINC55108363	NC(=O)C[NH+]1CCCC(C(=O)NCCCc2ccccc2O)C1
ZINC55108364	NC(=O)C[NH+]1CCCC(C(=O)NCCCc2ccccc2O)C1
ZINC55405265	CC1CCC[NH+](CC(C)NC(=O)CC(NC(N)=O)c2cccs2)C1
ZINC56135420	CC(NC(N)=O)C(=O)NCc1ccccc1C[NH+](C)C1CCCCC1
ZINC58107348	CNC(=O)C[NH+]1CCC(NC(=O)c2ccccc2NC(=O)NC(C)C)CC1
ZINC61632418	C[NH+](C)C(CNC(=O)NC(C(N)=O)c1ccccc1)c1ccsc1
ZINC62072388	CC(CNS(=O)(=O)c1ccccc1NN)C[NH+]1CCCC1
ZINC63749510	Cc1ccccc1C(CC(=O)NCC(C)[NH+]1CCCC(C)C1)NC(N)=O
ZINC63832343	NC1NN=C(CCC[NH2+]CC2C=NN=C2c2ccc(F)cc2)S1
ZINC63832348	NC1NN=C(CCC[NH2+]CC2C=NN=C2c2ccc(F)cc2)S1
ZINC65409737	Cc1cc(=O)[nH]c(NCCN2CNC(c3ccccc3)C2c2[nH]cc[nH+]2)n1
ZINC65790381	NC(=O)C1CC[NH+](CCCCNC(=O)Nc2cccnc2Cl)CC1
ZINC66177321	CCC(C)[NH+](C)CCNC(=O)Nc1ccc(F)c(C(N)=O)c1
ZINC66203309	CCC(C)[NH+](C)CCNC(=O)NNC(=O)c1cc(Br)c[nH]1
ZINC66836800	C[NH+](CC(=O)Nc1cc(F)cc(F)c1)CC(=O)Nc1ccccc1C(N)=O
ZINC66988211	CC[NH+](C)CCNC(=O)NNC(=O)c1cc(-c2ccccc2)[nH]n1
ZINC67128911	CC(NC(=O)C[NH+]1CC(O)CC1C(N)=O)c1ccc2ccccc2c1
ZINC67129027	NC(=O)C1CC(O)C[NH+]1CC(=O)NC(Cc1ccccc1)c1ccccc1
ZINC67270966	Cc1ccccc1C(CC(=O)NCC(C)[NH+]1CCC(C)CC1)NC(N)=O
ZINC67390248	CNC(=O)C[NH+]1CCC(NC(=O)NNC(=O)CCC2CCCCC2)CC1
ZINC67438854	Cc1c(NC(=O)C(=O)NC(C)C[NH+]2CC(C)CC(C)C2)cccc1C(N)=O
ZINC67540463	CNC(=O)Cc1ccccc1NC(=O)NCC(O)C[NH+]1CCC(C)CC1
ZINC67540466	CNC(=O)Cc1ccccc1NC(=O)NCC(O)C[NH+]1CCC(C)CC1
ZINC67548425	CC1CC[NH+](CC(O)CNC(=O)Nc2cc(C(F)(F)F)c[nH]c2=O)CC1
ZINC67575171	NC(=O)C1CCC[NH+](CCCNC(=O)Nc2cccc(-n3cccc3)c2)C1
ZINC67615482	NC(=O)CCNC(=O)NCC1CCC[NH+]1CC1CCCCC1
ZINC08385331	CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C3(O)CCC4CC(O)CCC4(C)C3CC(O)C12C
ZINC08918337	CC(C)C(NC(=O)OC(C)(C)C)C(=O)N1CCC(C(=O)NC(CC(N)=O)C(=O)[O-])CC1
ZINC15206163	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC20135861	CSc1cccc(NC(=O)CC2SC(NC(c3cccs3)c3c([O-])[nH]c(=O)[nH]c3=O)=NC2=O)c1
ZINC20559451	Cc1ccc(C(NC2=NC(=O)C(CC(=O)Nc3ccc(F)cc3)S2)c2c([O-])[nH]c(=O)[nH]c2=O)cc1
ZINC20559457	Cc1ccc(C(NC2=NC(=O)C(CC(=O)Nc3ccc(F)cc3)S2)c2c([O-])[nH]c(=O)[nH]c2=O)cc1
ZINC20559463	COc1ccc(NC(=O)CC2SC(NC(c3ccc(C)cc3)c3c([O-])[nH]c(=O)[nH]c3=O)=NC2=O)cc1
ZINC20559516	Cc1ccc(NC(=O)CC2SC(NC(c3ccc(F)cc3)c3c([O-])[nH]c(=O)[nH]c3=O)=NC2=O)cc1
ZINC20559681	COc1ccc(C(NC2=NC(=O)C(CC(=O)Nc3ccccc3F)S2)c2c([O-])[nH]c(=O)[nH]c2=O)cc1
ZINC20923271	O=C(CSc1n[nH]c(N/N=C/c2cc([N+](=O)[O-])ccc2[O-])n1)NNC(=O)c1ccc(F)cc1
ZINC22064774	CC(=O)NC1C(O)CC(Oc2ccc([N+](=O)[O-])cc2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC31156646	C/C=C1\C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)[O-]
ZINC31162135	C/C1=C\CC/C(CO)=C/C(O)C(C(C[NH+]2CCCC2C(=O)[O-])C(=O)[O-])C(OC(=O)C(C)CO)C1
ZINC31163360	C/C(=C/CC(COC1OC(CO)C(O)C(O)C1O)C(C)C(=O)[O-])CC1CC(C)C(=O)O1
ZINC34108591	COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OC1OC(C(=O)[O-])C(O)C(O)C1O)C(=O)OC2
ZINC35047222	N=C1C(C(N)=O)SC(=S)N1c1ccc(S(=O)(=O)NC([O-])C(Cl)(Cl)Cl)cc1
ZINC27546298	Cc1nnc(=S)n(N/C(CSc2nnc(C)c(=O)n2N)=N\c2ccc(F)c(Cl)c2)c1[O-]
ZINC35271747	C=CC1(C)CC(OC(=O)C(=C)C(O)CO)C(C(=C)C(=O)[O-])C(O)C1C(=C)CO
ZINC35458011	O=C1OC(c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)C(C(=O)[O-])/C1=C/c1ccc(O)cc1
ZINC35644570	Cc1c(CO)cccc1Nc1ccccc1C(=O)OC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC38604951	NC(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3cn[nH]n3)CSC12)c1ccc(O)cc1
ZINC39021912	O=C([O-])C1CCC(CNC(=O)C(Cc2c[nH]c3ccccc23)N2C(=O)c3ccccc3NC2O)CC1
ZINC39558477	NS(=O)(=O)[N-]c1cccc(NC(=O)c2ccc(S(=O)(=O)NC3CCS(=O)(=O)C3)cc2)c1
ZINC39558478	NS(=O)(=O)[N-]c1cccc(NC(=O)c2ccc(S(=O)(=O)NC3CCS(=O)(=O)C3)cc2)c1
ZINC39692834	O=C(CSC1NNC(c2cccs2)N1C1CC1)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC39715642	O=C([O-])CN1C(SCC(=O)NCCc2c[nH]c3ccccc23)NNC1c1cccs1
ZINC12549531	N#Cc1c(CCCCCNC(=O)Cn2c([S-])nnc2-c2cccs2)n[nH]c1N
ZINC12549531	N#Cc1c(N)n[nH]c1CCCCCNC(=O)Cn1c([S-])nnc1-c1cccs1
ZINC43763798	CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)([O-])[O-])C(O)C2O)[NH+](C)C1
ZINC43764295	CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C3(O)CCC4CC(O)CCC4(C)C3CC(O)C12C
ZINC44020821	CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21
ZINC44021567	Cc1cc(=O)oc2cc(OC3(C(=O)[O-])CC(O)C(O)C(C(O)C(O)CO)O3)ccc12
ZINC44681126	CC(=O)OCC1=CC(O)C2C(C(=O)[O-])=COC(OC3OC(CO)C(O)C(O)C3O)C12
ZINC44963605	CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21
ZINC49181154	C=C1C(O)CC2C(C(=O)[O-])=COC(OC3OC(CO)C(O)C(O)C3OC(=O)/C=C\c3ccc(O)cc3)C12
ZINC04221785	NC(=O)C(Cc1cccs1)NC(=O)C1=CC(NC(=O)CC2(CC(=O)[O-])CCCC2)C(O)C(O)C1
ZINC58940320	CC(NC(N)=O)C(=O)Nc1ccc(F)c([N-]S(=O)(=O)c2cccs2)c1
ZINC20509387	O=P([O-])([O-])C([NH2+]CC[NH2+]C(c1ccccc1)P(=O)([O-])O)c1ccccc1
ZINC21080004	[O-]/C(CSc1n[nH]c(N/N=C/c2cc(Br)ccc2O)n1)=N\c1ncn[nH]1
ZINC20912572	Nn1c(N/N=C/c2cccc3ccccc23)nnc1SC/C([O-])=N/c1ncn[nH]1
ZINC55157451	CS(=O)(=O)[N-]c1ccc(O)c(C(=O)NNC(=O)c2cc(-c3ccccc3)n[nH]2)c1
ZINC60126867	CCOc1ccccc1C(=O)NCC(=O)NCC(=O)Nc1cccc2c(=O)[nH]nc([O-])c12
ZINC62227230	CC(=O)NCCc1c[nH]c2ccc(OC3OC(C(=O)[O-])C(O)C(O)C3O)cc12
ZINC63143403	NC1/C(=C(\[O-])CSc2nc(CC3CCCC3)n[nH]2)C(=O)NC(=O)N1C1CC1
ZINC39937843	CN1C(=O)NC([O-])=C(C(=O)CSc2nc(-c3cccs3)c(-c3cccs3)[nH]2)C1N
ZINC39937844	CN1C(=O)NC([O-])=C(C(=O)CSc2nc(-c3cccs3)c(-c3cccs3)[nH]2)C1N
ZINC38168313	O=C([O-])C1=NN=C(c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2O)C1c1ccc2c(c1)OCCO2
ZINC65735183	NC(=O)OCC(OC1OC(C(=O)[O-])C(O)C(O)C1O)c1ccccc1Cl
ZINC65739419	CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(OP(=O)([O-])[O-])C2O)[NH+](C)C1
ZINC65739885	O=C([O-])C1OC(Oc2ccc(C(c3ccc(O)cc3)c3ccccn3)cc2)C(O)C(O)C1O
ZINC65742645	CC(C)(Oc1ccc(C(O)c2ccc(Cl)cc2)cc1)C(=O)OC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC08914110	Cc1cc(O)nc(NC(=[NH2+])Nc2cccc(C)c2C)n1
ZINC19995105	Nc1cc(Cl)cc(Cl)c1NC(=O)CC[NH+]1CCNC(=O)C1
ZINC29335430	CC1CC(=O)Nc2ccccc2N1C(=O)CSC(N)=[NH2+]
ZINC31964551	Cc1ccc(NC(=O)Cc2cccs2)cc1NC(=O)C[NH3+]
ZINC32764816	CC(C)C([NH2+]CC(=O)NC(N)=O)c1ccc(F)cc1
ZINC35138398	CC([NH2+]CC(=O)Nc1ccccc1Br)C(N)=O
ZINC36323433	Nc1ccc(F)cc1NC(=O)C[NH+]1CCCCC1CCO
ZINC37000396	CNC(=O)C(CC(C)C)NC(=O)C1([NH3+])CCCCC1
ZINC37040382	CNS(=O)(=O)c1ccc(NC(=O)C2([NH3+])CCCCC2)cc1
ZINC37388783	O=C(C[NH2+]C1CC1)Nc1cc2[nH]c(=O)[nH]c2cc1Br
ZINC37556006	NNc1[nH+]c2ccccn2c1S(=O)(=O)Nc1ccccc1
ZINC37616430	[NH3+]C1(C(=O)Nc2ccc(C(=O)NC3CC3)cc2)CCCC1
ZINC37621642	CCCC(C)([NH3+])C(=O)Nc1ccc(O)cc1[N+](=O)[O-]
ZINC37626953	CC(C)(C)C1CCCCC1NC(=O)CNC(=O)C[NH3+]
ZINC37628682	CC1CCC(C(C)C)C(NC(=O)CNC(=O)C[NH3+])C1
ZINC37862737	CC([NH2+]CC(C)(C)c1ccccc1)C(=O)NC(N)=O
ZINC37969685	NC(=O)C1([NH2+]C2CCCCC2)COc2cc(O)ccc21
ZINC39929775	NC(N)=[NH+]/N=C\c1c(Cl)ccc([N+](=O)[O-])c1Cl
ZINC40724880	CC(C)(C)NNc1[nH+]cnc(N2CCCCC2)c1N
ZINC40733041	CC1CCN(c2nc[nH+]c(NNC(C)(C)C)c2N)CC1
ZINC40859397	NC(=O)c1ccsc1NC(=O)C1CC2CCCCC2[NH2+]1
ZINC41069063	N#Cc1cccc(NC(=O)NCC2([NH3+])CCCCC2)c1
ZINC42166994	NC(=O)c1cc(NC(=O)CC2CCC[NH2+]2)ccc1F
ZINC42588017	CC([NH2+]CC(=O)NC(N)=O)c1ccc(Cl)s1
ZINC43180208	Cc1ccccc1NC(=O)NNC(=O)NC1CC[NH+](C)CC1
ZINC43409792	NC(=O)c1cc2c(nc1NC1C3C[NH2+]CC31)CCCC2
ZINC44879596	CC(C)C(C(=O)NCC1CC[NH+](C)CC1)/C(N)=N/O
ZINC44879657	CC(C)C(C(=O)NCC1CCC[NH+](C)C1)/C(N)=N/O
ZINC44879709	CC(C)C(C(=O)NCC1CCCC[NH+]1C)/C(N)=N/O
ZINC48840191	Cc1cc(C)c(C(=O)[O-])c(NC2CCCCC2[NH3+])[nH+]1
ZINC48859865	Nc1cc(Cl)c(NC(=O)C[NH+]2CCCC2CO)c(Cl)c1
ZINC48894752	CC(C)(C)C([NH2+]CC(=O)NC(N)=O)c1ccccc1
ZINC50321244	CC(C)c1[nH]nc(C(=O)NCC(C)[NH+]2CCCCC2)c1N
ZINC50458883	CCC(C)NC(=O)c1ccccc1NC(=O)C1CC1[NH3+]
ZINC50943722	NC(=O)c1ccc(Cl)c(NC(=O)CCC2CCCC[NH2+]2)c1
ZINC51125808	CC(C[NH+]1CCCCC1)NC(=O)c1ccccc1NN
ZINC51998053	CC([NH2+]C1CCCCC1O)c1cccc(S(N)(=O)=O)c1
ZINC53007267	CC[NH+]1CCCC1CNC(=O)c1cc(C)ccc1NN
ZINC53007377	Cc1ccc(NN)c(C(=O)NCC2CCC[NH+](C)C2)c1
ZINC53007795	Cc1ccc(NN)c(C(=O)NCC2CC[NH+](C)CC2)c1
ZINC53008156	Cc1ccc(NN)c(C(=O)NCC(C)(C)[NH+](C)C)c1
ZINC54109686	N/C(=N/O)C1(C(=O)NCC[NH+]2CCCC2)CCCCCC1
ZINC54112060	CC(C)[NH+](C)CCNc1cc2c(cc1N)CCC(=O)N2
ZINC61269959	CC[NH2+]C(C)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC61638976	NNc1ccc(Cl)c(C[NH+]2CCCCC2CCO)n1
ZINC62776880	CCC[NH2+]C(c1cn[nH]c1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC62776882	CCC[NH2+]C(c1ccc2[nH]c(=O)[nH]c2c1)c1cc[nH]n1
ZINC62892793	CCCC1(C(=O)Nc2ccc(Cl)c(C(N)=O)c2)CC[NH2+]C1
ZINC63210528	[NH3+]C1CCCCCC1NC(=O)c1ccc2cn[nH]c2c1
ZINC63212665	N#Cc1cccc(NC(=O)NC2CCCCCC2[NH3+])c1
ZINC01852934	OC(c1c[nH]c2ccccc12)C1CC[NH2+]CC1
ZINC08699471	[NH3+]C1CCCc2cc(Br)ccc2C1O
ZINC06850793	NC(=[NH2+])N1CCC2CCCCC2C1
ZINC19440456	CC([NH3+])C(=O)NC1CCCCCCC1
ZINC19487852	CC([NH3+])C(=O)Nc1cc(Cl)cc(Cl)c1
ZINC19795476	[NH3+]C1CCc2cc(Br)ccc2C1O
ZINC20216724	CC([NH3+])C(O)c1c(Cl)cccc1Cl
ZINC22221868	NC(=O)C1CCC2CCCCC2[NH2+]1
ZINC34993845	[NH3+]CC(=O)NC1C2CC3CC(C2)CC1C3
ZINC35236659	[NH3+]CC1CCC(c2ccccc2)CC1O
ZINC36233799	[NH3+]C1CC1NC(=O)C1CCCCC1
ZINC37027225	CCC1CCCCC1NC(=O)C[NH3+]
ZINC38003524	CC(N[NH3+])c1ccc(Br)s1
ZINC38048845	[NH3+]C1CCCCC1NC(=O)c1ccccc1F
ZINC38124510	CC1CCC(C(C)C)C([NH3+])(CO)C1
ZINC39096576	Oc1ccc2c(c1O)CCC21CC[NH2+]C1
ZINC39112149	[NH3+]C1(CO)CCC(c2ccccc2)C1
ZINC41206347	Cc1cc(C)c(CC(O)C[NH3+])c(C)c1
ZINC42868021	CC1CCCCC1CNC(=O)C[NH3+]
ZINC43501729	Cc1nc(N)sc1SC1CCC[NH2+]C1
ZINC43516599	CC(SC1CCCCC1)C(N)=[NH2+]
ZINC44279557	Cc1cc(O)cc(C)c1CCC[NH3+]
ZINC44280755	[NH3+]CCCc1ccc(F)c(F)c1O
ZINC44282863	[NH3+]CCCc1cc2c([nH]1)CCCC2
ZINC44463640	[NH3+]C(CO)CC1CCCCCCC1
ZINC44463653	[NH3+]C(CO)Cc1c(Cl)cccc1Cl
ZINC44467062	CC1=CC(C)C(CC([NH3+])CO)CC1
ZINC44467068	CC1=CC(C)C(CC([NH3+])CO)CC1
ZINC44467091	CC1=C(CC([NH3+])CO)C(C)(C)CC=C1
