ZINC02004002	CC(C)([NH3+])Cc1ccc(Br)cc1
ZINC44177674	CC(C)(C)C(O)CN1CCOC2CCCCC21
ZINC44181244	Cc1cc(C)n(CC(O)c2ccc(C)c(C)c2)n1
ZINC44181706	CC(C)(C)C(O)Cn1cnc2ccccc21
ZINC44494475	CC(Nc1cc(F)ccc1F)c1cnn(C)c1
ZINC44572603	N#Cc1cccnc1NCC1CC=CCC1
ZINC44822489	CCC(C#N)C(=O)NC1CCCC(C)C1
ZINC48399124	Cc1ccc(CNc2ccc(C#N)cn2)cc1F
ZINC48792473	C/C(=C\C(=O)Nc1nc(C)c(C)s1)C1CC1
ZINC50338976	Cc1nn(C)c(C)c1NC(C)c1ccsc1
ZINC50541379	CCn1cc(CC2(O)CCCCC2C)cn1
ZINC50711317	CCC1CCCN1C(=O)c1ccc(NC)cc1
ZINC50863846	CCNc1ccnc(C2CCCC(C)C2)n1
ZINC50863850	CCNc1ccnc(C2CCCC(C)C2)n1
ZINC50871659	CCCNc1nc2c(cc1C#N)CSCC2
ZINC50972019	COc1ccc(C(O)C2CCCCO2)cc1C
ZINC51579400	Cc1ccc(C#N)c(NCC2CCCOC2)c1
ZINC52250030	COC(=O)C(C)C1(O)CCc2ccccc2C1
ZINC53158845	Fc1ccc(CNc2cnccn2)cc1Cl
ZINC53923813	CCC1COC(C)CN1CC1CCCCC1O
ZINC54788454	N#Cc1cc(NCc2cncs2)ccc1F
ZINC36986579	CCCC1C=C(C(=O)N2CCCC2)C(=N)S1
ZINC40452002	CCC(=O)NC1(C#N)CCC(CC)CC1
ZINC47411551	CC/C=C(/C)C(=O)Nc1ncc(C)s1
ZINC62749864	C[NH+](C)C1CC(C(C)(C)C)CCC1C(=O)[O-]
ZINC62936347	CC1(C(=O)[O-])CC[NH+](CC2CCCCC2)C1
ZINC63037344	CC(C)C(c1nncc2ccccc12)C(C)O
ZINC63060517	CCc1cccc2c1=[NH+]C(C)C=2CC(=O)[O-]
ZINC66586623	CCc1ccc(C2NCC(=O)N2C(C)C)s1
ZINC21817817	CC1CC([NH2+]C(C)CCc2ccco2)CC(C)(C)C1
ZINC34666748	CCC[NH2+]C(C)c1ccc(N2CCC(C)CC2)cc1
ZINC35257120	CCC1CCCCC1[NH2+]Cc1cc(C)ccc1OC
ZINC35468967	CCC(C)c1ccc(C([NH2+]C)c2cc(C)oc2C)cc1
ZINC35573376	CCC[NH2+]C(c1ccoc1)c1ccc2c(c1)CCCC2
ZINC35585185	CCC[NH2+]C(c1cc(Cl)ccc1Cl)C1CCCO1
ZINC35750826	CCC[NH2+]C1CC(C)Oc2c1cc(CC)cc2C(C)(C)C
ZINC37254058	CCOc1ccccc1C(C)[NH2+]C1CCCC(C)C1
ZINC37294701	CCC1CCCCC1[NH2+]C1CCN(CC=C(C)C)CC1
ZINC37373283	CCC[NH2+]Cc1ccc(-c2cccc3cnccc23)s1
ZINC37710398	C=C(Cl)COc1c(C(C)[NH2+]C)ccc2ccccc12
ZINC37924085	CCc1ncc(C[NH2+]C2CCCCC2C(C)(C)C)s1
ZINC38043731	CCC(C)(C)C1CCC([NH2+]CC2CCCOC2)CC1
ZINC37302695	CC([NH2+]C(c1cccs1)C(C)C)c1cccc(C#N)c1
ZINC38043634	CC(C)c1ccc(C(C)[NH2+]CC2CCCOC2)cc1
ZINC40995770	CCC[NH2+]C(C)c1sc(-c2sccc2C)nc1C
ZINC41187041	CCCC1CCC([NH2+]C)(c2nc(C(C)C)cs2)CC1
ZINC41190401	CC[NH2+]C(c1nc(CC)c(C)s1)c1ccc(C)cc1C
ZINC42768729	C[NH2+]C(C)c1c(F)cccc1N(C)C(C)C(C)(C)C
ZINC43536126	C[NH2+]C(CC(C)c1ccccc1)c1nc2c(s1)CCC2
ZINC43616886	CCC[NH2+]C(c1ccccc1Cl)c1ncccc1C
ZINC44048159	CC[NH2+]C1CCCC1Oc1ccccc1-c1ccccc1
ZINC44050731	CCC[NH2+]C1CCCCC1Oc1cccc(C)c1C
ZINC44052559	CCC[NH2+]C1CCC(C)CC1Oc1ccccc1F
ZINC44053050	C[NH2+]C(c1ccc(C)cc1)C(C)Oc1ccccc1F
ZINC45085567	c1cc(N2CCCC2C2CCCC2)ccc1C[NH2+]C1CC1
ZINC45629181	COc1cc(C)ccc1C(C)[NH2+]CC1CC=CCC1
ZINC49529539	CCC([NH2+]C(C)c1ccc2c(c1)CCO2)c1cccs1
ZINC49988169	Cc1cccc(N(C)c2ccc(C[NH2+]C3CC3)cc2F)c1
ZINC50003591	C[NH2+]C(CN(C)c1ccccc1F)c1ccc(C)cc1C
ZINC50268486	CC(C)c1ccc(C(C)[NH2+]CC2CCC=CO2)cc1
ZINC50497730	CC1CCCC(OC2(C[NH2+]C(C)(C)C)CCCC2)C1
ZINC50705708	CCC1CCC([NH2+]C)C(Cc2cc(C)ccc2OC)C1
ZINC50962624	CCC[NH2+]C(c1csc2ccccc12)C1CCCCO1
ZINC51254066	C[NH2+]CC1(CN(C)c2ccc(C)cc2C)CCCC1
ZINC51690608	CCC[NH2+]C1CC(C)(C)Cc2nc(C(C)CC)sc21
ZINC51690610	CCC[NH2+]C1CC(C)(C)Cc2nc(C(C)CC)sc21
ZINC52174187	CC[NH2+]C1CCC(C(C)(C)C)CC1CC1CCOCC1
ZINC53010483	CCC[NH2+]CC1CCN(c2ccc(Cl)c(Cl)c2)C1
ZINC53012325	CCc1ccccc1N1CCC(C[NH2+]C(C)(C)C)C1
ZINC53327536	CCC[NH2+]C(c1ccc(C)c(C)c1)c1ncccc1C
ZINC53739617	CC(C)[NH2+]CC1(c2ccc(C(C)(C)C)cc2)CCOCC1
ZINC54083166	CCC([NH2+]C(C)c1ccccc1Cl)c1ccco1
ZINC54106999	CC[NH2+]C(CC)c1ccc(-c2ccc(C)c(F)c2)o1
ZINC55330540	CCC(C)c1ccc(C([NH2+]C)c2ccc(C)nc2C)cc1
ZINC37646240	CC(NCC1CC[NH+](C)C1)c1ccc(C(C)(C)C)cc1
ZINC61695368	C[NH2+]C(C)c1ccc(N(C)C(C)C(C)C)c(Cl)c1
ZINC61799590	CC(C)C[NH2+]Cc1nc2c(s1)CC(C(C)(C)C)CC2
ZINC62333765	CCC[NH2+]C(c1ccc2c(c1)COC2)c1sccc1C
ZINC63028323	CC[NH2+]C(C)C(c1ncc(Cl)cc1Cl)C(C)C
ZINC02666729	C=CCNC(=O)C12CCC(C1)C(C)(C)C2=O
ZINC00078834	CC(C)(C)C1(C)OC(O)(C(F)(F)F)CC1=O
ZINC05533803	Cc1nc(NC(=O)CCCl)sc1C
ZINC19415123	O=c1[nH]c2ccccc2n1CCCS
ZINC20351601	Cc1ccsc1CNc1ccn(C)n1
ZINC20590635	CCc1n[nH]c(=S)n1-c1cc(F)cc(F)c1
ZINC35737588	Cc1ccc(C(C)Nc2cnn(C)c2)s1
ZINC36162061	OC(CCl)c1ccc2c(c1)OCCCO2
ZINC36327233	CCC1COCCN1c1ccc(CO)cc1
ZINC37676290	Fc1cc(F)cc(NCc2cnoc2)c1
ZINC37939765	N#CC1(NCc2cccs2)CCOCC1
ZINC37969339	N#CC(NC1CCCCC1)C1CCOC1
ZINC38079164	Oc1ccc(SCc2cnccn2)cc1
ZINC39123811	CCC(=O)NC1=NC(C)C(Cl)S1
ZINC39506111	CCOC1CCC2(CC(O)CN2Cl)C1
ZINC39506303	CCOC1CN(Cl)C2(CCC(O)C2)C1
ZINC40230272	Fc1cccc(NCc2csnn2)c1F
ZINC41045428	Fc1ccc(NCC2CCCOC2)nc1
ZINC42432325	O=Cc1ccc(N2CCCCC2CO)cc1
ZINC44221191	OC1CCCCC1OCC1CCCCO1
ZINC44238174	CC1CCC(O)C(OCC2CCOC2)C1
ZINC44396049	OCCCc1cc(F)cc2c1OCOC2
ZINC44592205	CC(C)[NH+]1CCc2sccc2C1C(=O)[O-]
ZINC48631186	FC(F)(F)CNc1cc(Cl)ncn1
ZINC48815541	Cc1nc(C)c(C(C)NC(=O)C(C)C)s1
ZINC49283329	CC1NC(=S)N(CC2CC=CCC2)C1=O
ZINC49590991	CC(c1ccc(C#CCO)cc1)N1CCCC1=O
ZINC49814193	CCc1ccc(C2OCC(CO)O2)cc1
ZINC50541341	CCn1cc(CC2(O)CCCC(C)C2)cn1
ZINC50972614	ClC(Cc1ncc[nH]1)C1CCCCO1
ZINC51294765	CC1CN(CC(C)(C)CO)CC(C)(C)O1
ZINC51927251	Cc1ncn(-c2ccc(F)cc2C(C)O)c1C
ZINC52313019	CC1CCCCC1Cn1ccc(=O)[nH]c1=S
ZINC53883374	CC1COCCN1CC1CCCCCC1O
ZINC53883404	CC1CCC(O)C(CN2CC(C)OCC2C)C1
ZINC54459037	Cc1cccc(NCc2ncccn2)c1C
ZINC54792963	CC1CCCC(c2nccc(CO)n2)C1
ZINC54910416	CC1CCCN(c2ncc(C(C)O)s2)C1
ZINC57514847	CC(C)(CO)c1ccc2c(c1)OCCCO2
ZINC58826191	CC(O)c1ccc(N2CCOCC2)c(Cl)c1
ZINC61146940	S=c1[nH]c2ccccc2n1CC1CCOC1
ZINC58086396	CC1C(=O)N(C)c2ccc(C(O)C(C)C)cc21
ZINC62360535	ClC(Cc1ncc[nH]1)c1cscn1
ZINC62709638	COC(c1cccs1)c1c(C)n[nH]c1C
ZINC62721965	CC1COCCN1c1c(F)cc(CO)cc1F
ZINC62807832	CCc1nc2ccccc2n1C(C)C(C)O
ZINC62954751	CC(CC(=O)[O-])[NH+]1CCC2(CCCC2)CC1
ZINC63146649	N#Cc1ccnc(NCc2ccsc2)c1
ZINC63920050	O=C([O-])C1=C(c2ccc(Cl)s2)C=[NH+]C1
ZINC05231341	CS/C([S-])=[NH+]\N=C1/CC(=O)CC(C)(C)C1
ZINC01668311	CC[n+]1ccccc1
ZINC00200837	C=CC[N+]1(CC#CC(C)(C)O)CCOCC1
ZINC01757177	CNC1=N[N+]2=C(C)CCCC2(C)S1
ZINC03878521	Cc1ncc(C[n+]2ccccc2)c(N)n1
ZINC01561902	CC[N+](C)(CC)C/C=C(\C)Cl
ZINC04697458	CC[N+]1(C)CC(C)C(=O)CC1C
ZINC02296237	C=CC#CC[N+](CC)(CC)CC#CCO
ZINC05064880	CC(=O)OCC1(C[N+](C)(C)C)CC1
ZINC01727902	C1CC[N+]2=C(C1)OCCC2
ZINC05306055	CC1=CCC[N+](C)(C)C1
ZINC05376221	CC1CCCC2CCCC[N+]12C
ZINC05377634	C[N+]12CCCC3CCCC(CCC1)C32
ZINC01625675	C[N+](C)(C)CC1CCCCC1O
ZINC01607281	C[N+]1(C2CCCCC2)COC(CC#N)C1
ZINC06184003	C[N+](C)(C)C1CS(=O)(=O)CC1O
ZINC06199983	CC1CC2(C)C3=C(CCC3)CC[N+]2(C)C1
ZINC06404018	CCOC(CCl)[N+](C)(C)C
ZINC06424791	C=CC(CO)[N+](C)(CC)CC
ZINC06795146	CC(C)[N+]1(C)C(C)CC(O)N1C=O
ZINC01609663	CC[N+]1(C)CC2CCC(CC2)C1
ZINC04086827	C[N+]1(C23CCCC2CC3C#N)CCCC1
ZINC01711517	C[N+]1(C)C2CCCC1CCC2
ZINC04915134	CC1(C[N+](C)(C)C)CC2C=CC1C2
ZINC01321706	C1=CCC2C[N+]3(CCCCC3)CC2=C1
ZINC13763792	C=CC[N+]1(CC=C)CC(C)C(O)CC1C
ZINC15320324	C[N+]12CCC(CC1)C1CC(O)CCC12
ZINC15781144	Cc1nc2c(c[n+]1C)CSC(N)=N2
ZINC02244215	O=CN1CCC[NH2+]CC1
ZINC16608565	CC1CCC(C[N+](C)(C)C)C(C)C1
ZINC19441986	O=C1CCC(=O)N1C1CCC[NH2+]C1
ZINC19686006	CN(C)C(=O)C1C[NH2+]CCO1
ZINC19702497	O=S1(=O)CCC(N2CC[NH2+]CC2)C1
ZINC20397340	CC(C)(C)C1CCC(=[N+]2CCOCC2)CC1
ZINC17003611	C[N+]1(C)C2CCC1CC(O)C2
ZINC22860405	O=S1(=O)CC(N2CC2)C([NH+]2CC2)C1
ZINC16546085	c1cnc2[n+](c1)CCS2
ZINC34179403	CCCCC=[N+]1CCOCC1
ZINC37632002	N#C[N+]1=CCC2C=CC1C2
ZINC01718557	CC1OCC(C[N+](C)(C)C)O1
ZINC39073798	CC/N=C1\CCC=[N+]1C
ZINC39078784	CCOC1CC=[N+](C)CC1
ZINC39080313	c1nncn1C1CC[NH2+]CC1
ZINC39082169	CC[N+](CC)=C1CC2CCC1C2
ZINC39082704	C[N+](C)=C1C=CC2CC=CCC2C1
ZINC39082779	CCCC[N+]1=CCC(S)C=C1
ZINC43215011	CCOn1cc[n+](OCC)c1
ZINC42326073	O=S1CCN(C2CCC[NH2+]C2)CC1
ZINC36850897	C[NH2+]C1CC(=O)N(C2CC2)C1=O
ZINC13118929	OC1Cn2ccc[n+]2C1
ZINC39215827	Cc1c(CO)[nH+]cn1C
ZINC06904861	C=CCNC(=O)C[NH+]1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1
ZINC12496273	CCOC(=O)C1(CC)[NH2+]C(c2ccccc2F)C2C(=O)N(CC)C(=O)C21
ZINC20996663	CCC(C)NC(=O)C[NH+]1CCCN(Cc2ccc(C)cc2)S1(=O)=O
ZINC27065953	COc1cc(CN/C=C2/C=c3ccccc3=[NH+]C2=O)cc(OC)c1OC
ZINC27781944	CC(C)Cc1noc(C[NH+]2CCC(C(=O)NCC(F)(F)F)CC2)n1
ZINC26299123	CC1CCC(NC(=O)C[NH+](C)C(C)c2ccc(-n3cncn3)cc2)CC1
ZINC29914759	CCN(CC)C(=O)N1CC[NH+](CC(=O)Nc2c(C)cccc2C(C)C)CC1
ZINC32895540	CSc1ccccc1NC(=O)C[NH+](C)S(=O)(=O)N1CCCCCC1
ZINC35471808	C=CCN1C(=O)NC(c2ccccc2)C2=C1CN(CC[NH+](C)C)C2=O
ZINC35843083	O=C(Cc1ccccc1)Nc1ccc(N2CC[NH+](Cc3ccoc3)CC2)nc1
ZINC14751373	CC(C)CCN1C(=O)N(CC(C)C)C(=O)C12CC[NH+](C(C)CO)CC2
ZINC39360279	COc1ccc(C2=NN=CC2C[NH2+]C(C)Cc2cnccn2)cc1F
ZINC39404875	CCOC(=O)N1CCC([NH+]2CCN(CC(C)(C)C)C(CCO)C2)CC1
ZINC40154795	CC(Sc1nncs1)C(=O)NCc1ccc(N2CCCCC2)[nH+]c1
ZINC41472212	C[NH+](C)CCCNc1ncnc2c1cnn2-c1ccc(Br)cc1
ZINC45872528	Cc1ccc(-n2nc(C(=O)NCCCn3cc[nH+]c3)c3c2CCC3)cc1
ZINC46059805	CCN(CC)C(=O)N1CC[NH+](C(C(=O)NC(C)(C)C)C(C)C)CC1
ZINC48063605	CCCN1CCC([NH+]2CCC(Cn3cc(CC(C)O)nn3)CC2)CC1
ZINC50901210	CCCC(C)NC(=O)C1CCC[NH+](CN2C(=O)CC3(CCCC3)C2=O)C1
ZINC54041211	CCCS(=O)(=O)N1CCC([NH2+]Cc2nc3ccccc3n2CC)CC1
ZINC57280286	CC[NH+](CC)CCNS(=O)(=O)c1ccc2c(c1)C(C)(C)C(=O)N2C
ZINC57498221	O=C(NCC(c1cccs1)[NH+]1CCCC1)c1cnn(-c2ccccc2)n1
ZINC55290104	CC1CN(S(=O)(=O)NCC(c2ccccc2Cl)[NH+](C)C)CC(C)O1
ZINC54835294	CC1CC(C)C[NH+](Cc2csc(NC(=O)CCc3cnn(C)c3)n2)C1
ZINC58843176	CC(Sc1nncn1C)C(=O)NCC(C(C)C)[NH+]1CCCCCC1
ZINC42505008	CC(CNC(=O)C1CCN(C(=O)OC(C)(C)C)CC1)[NH+]1CCCC1
ZINC62350412	CC1CC[NH+](C(C)CNC(=O)C2CCCN2C(=O)OC(C)(C)C)CC1
ZINC58392528	COc1c(C[NH2+]C(c2ccc3c(c2)OCCO3)C2CC2)c(C)nn1C
ZINC62738732	COCC[NH2+]Cc1c(-n2cc(Br)cn2)nc2ccccn12
ZINC63733204	Cc1cc2nc(C)c(CCC(=O)NCC(C)[NH+]3CCCC3)c(C)n2n1
ZINC64050483	CC(=O)Nc1ccc(CC(=O)OC(C)C(=O)C2=c3ccccc3=[NH+]C2)cc1
ZINC58412686	Cc1ccc(C(C)[NH2+]Cc2c(C(C)C)nn(C)c2N2CCOCC2)o1
ZINC58391472	COc1c(C[NH2+]C(c2ccc3c(c2)OCCO3)C(C)C)c(C)nn1C
ZINC58328963	COc1c(C[NH2+]C(C)c2ccc(N3CCOCC3)cc2)c(C)nn1C
ZINC65001890	Cc1ccnc(N2CCC(C(=O)NCCC(C)[NH+]3CCCC3)CC2)n1
ZINC65434569	O=C(NCC(c1ccco1)[NH+]1CCCC1)C1C=NN=C1c1ccccc1
ZINC65944804	C[NH+](C)CCNC(=O)C1CCN(c2nccc(C(F)(F)F)n2)CC1
ZINC66192637	O=C(NCc1ccc(OCC2CC2)nc1)N1CCC([NH+]2CCCC2)C1
ZINC66193809	CC(CCC1CCCO1)NC(=O)N(C)C1CC[NH+](C2CCOCC2)CC1
ZINC66449254	CCCC(=O)NCC1CCC[NH+](Cn2nc(N(C)C)sc2=S)C1
ZINC66811044	COCC[NH+]1CCC(CNc2nc(-c3ccncc3)nc3c2CCC3)C1
ZINC66993801	c1cc(C[NH2+]CCCc2nnc3n2CCCCC3)c2c(c1)OCCO2
ZINC67014785	CCN(Cc1ccc(C[NH+](C)C)cc1)C(=O)Nc1ccc(=O)n(CC)c1
ZINC67165115	CN(CCCC(=O)NC1CC[NH+]2CCCCC12)C(=O)OC(C)(C)C
ZINC67182326	CCOC(=O)/C(C#N)=C/NC(C)c1ccc(N2CC[NH+](C)CC2)cc1
ZINC67218620	O=[N+]([O-])c1cc(C[NH2+]CC2(N3CCOCC3)CCSC2)ccc1Cl
ZINC67267237	Cc1ccc(C(CNC(=O)CN(C)c2ccc(C#N)cn2)[NH+](C)C)cc1
ZINC67267936	Cc1ccc(C(CNC(=O)C2CCCN(c3cnccn3)C2)[NH+](C)C)cc1
ZINC67275956	CC[NH+](CC)C(CNC(=O)c1cn2c(C)cccc2n1)c1ccco1
ZINC67533744	CCOc1cc(NC(=O)C(=O)N2CCC(CC[NH+](C)C)CC2)ccc1C
ZINC01275442	CC1(C)NC(=S)C(C)(C)N1C(=O)NS(=O)(=O)c1ccccc1Cl
ZINC06442455	COC1C(O)c2coc3c2C(C)(c2ccc4c(c2C3=O)CCC4=O)C1O
ZINC12375197	O=C1SCCC1NS(=O)(=O)c1ccc2sc(=O)[nH]c2c1
ZINC13940253	CCOc1cc(/C=C2\NC(=O)NC2=O)c(Br)cc1OC
ZINC14244376	O=C(Cn1[nH]c(=O)c2ccccc2c1=O)NC1CCSc2c(F)cccc21
ZINC22013357	CC(C)(C)C(=O)NC1=NC2N=CC(I)C2C(=O)N1
ZINC23158928	Cc1nc(CNC(=O)/C=C/c2nc3ccccc3s2)cc(=O)[nH]1
ZINC29018148	O=C1CN(NC(=O)c2cc(Br)c(Br)s2)C(=O)N1
ZINC36635281	O=C(CC1SC(=O)N(c2ccccc2)C1=O)NC1CSCC1O
ZINC36869415	CN(C1CCS(=O)(=O)C1)S(=O)(=O)c1ccc(Cl)cc1N
ZINC36869488	CN(C1CCS(=O)(=O)C1)S(=O)(=O)c1c(Cl)cc(N)cc1Cl
ZINC37036935	Cc1cc(=O)n2nc(CSc3sc(N)nc3C)sc2n1
ZINC39450331	O=C1CC(O)Nc2c1n(F)c(=O)c1cc(I)cnc21
ZINC40314934	Nc1cc(S(=O)(=O)N2CCS(=O)(=O)CC2)c(Cl)cc1F
ZINC40328495	CCN(C1CCS(=O)(=O)C1)S(=O)(=O)c1ccc(N)cc1C
ZINC40347902	CCn1cc(S(=O)(=O)N2CCc3sccc3C2C)c(N)n1
ZINC40349066	CCn1cc(S(=O)(=O)N2CCCC(C(F)(F)F)C2)c(N)n1
ZINC40598557	Cc1nc(-c2ccc3c(c2)N(CC(O)CO)C(=O)C(C)O3)c(C)s1
ZINC41644954	Cc1c(CNC(=O)C2(C)Sc3ccccc3NC2=O)cnn1C
ZINC41644977	CCn1ncc(CNC(=O)C2(C)Sc3ccccc3NC2=O)c1C
ZINC41645282	CC1(C(=O)NCC(=O)N2CCCC2)Sc2ccccc2NC1=O
ZINC41956213	CSc1ccc(NC(=O)C(=O)NC2CCCc3c2cnn3C)cc1
ZINC42269555	CN(C1CCS(=O)(=O)C1)S(=O)(=O)c1cc(N)c(F)cc1Cl
ZINC43741097	C=C1CCCC2(C)CC3OC(=O)C(CNC4CONC4=O)C3CC12
ZINC44243517	Cc1n[nH]c(C)c1NS(=O)(=O)c1cncc(Br)c1
ZINC44356391	C[NH+]1CCC23C(=O)CC4C(=CCOC5CC(=O)N(c6c(O)cccc62)C3C54)C1
ZINC44699690	COC1CC(=O)C=C2CCC3C(C(=O)CC4(C)C3CCC4(O)C(=O)CO)C21C
ZINC44699692	COC1CC(=O)C=C2CCC3C(C(=O)CC4(C)C3CCC4(O)C(=O)CO)C21C
ZINC45808572	O=C1NC(=O)C2(CCN(C(=O)c3ccc(SC(F)F)cc3)CC2)N1
ZINC48088413	Cc1cc(C)n(-c2ccc(C(=O)N3CCCC(C(N)=O)C3)cc2)n1
ZINC48577049	CC1(C(=O)NCC(=O)NC2CCS(=O)(=O)C2)CC1(Cl)Cl
ZINC48589154	O=C(Nc1ccc(Cl)c(Cl)c1)C(=O)NC1CCS(=O)(=O)C1
ZINC49044217	NS(=O)(=O)C1CCCN(S(=O)(=O)CC2CCCCC2)C1
ZINC49286534	C=C(Br)CNC(=O)NC1CCN(S(C)(=O)=O)CC1
ZINC50083475	O=C(Nc1cccc(C(=O)N2CCSCC2)c1)N1CCCC(O)C1
ZINC53095865	O=S1(=O)CCC(S(=O)(=O)NC2(CO)CCCCC2)CC1
ZINC06796656	CN/C=C1/C(=O)NC(=O)N(c2ccc(Br)c(C)c2)C1=O
ZINC20477700	O=C1NCCCCC1NC1CC(=O)N(c2ccc(Br)cc2)C1=O
ZINC55590215	O=C(NNS(=O)(=O)c1ccc(F)c(F)c1F)C1CCCO1
ZINC56977698	CSc1nc(C2CC2)cc(C(=O)NC2CCCCNC2=O)c1C#N
ZINC38102087	NS(=O)(=O)N1CCN(C(=O)c2ccc(Br)cc2)CC1
ZINC59292041	COc1cc(Br)c(/C=C2\NC(=O)NC2=O)cc1OC
ZINC61691827	Cn1c[nH+]c(S(=O)(=O)[N-]c2cc(C#CCO)ccc2Cl)c1
ZINC62300907	CC(=O)Nc1cc(NC(C)=O)cc(C(=O)N2CCCC3CC(C)CCC32)c1
ZINC63767872	CCCC(=O)N1CCC(C(=O)N2CC(C(N)=O)CCC2C)CC1
ZINC64287288	CCNC(=O)C1CCCN(C(=O)C(=O)Nc2ccc3c(c2)CCC3)C1
ZINC66376868	Cc1cc(C)n(-c2ccc(C(=O)N3CC(C(N)=O)CCC3C)cc2F)n1
ZINC66638207	O=C(NCc1n[nH]c(=S)n1C1CC1)C1CCOc2ccccc21
ZINC67161556	CC(=O)NCc1ccc(C(=O)NC2CCCc3c2cnn3C)s1
ZINC67353304	CS(=O)(=O)c1c(F)cc(NC(=O)N2CCC(CO)CC2)cc1F
ZINC15442092	C1CC(C2CCOCC2)CC[NH2+]1
ZINC11631971	C1CCc2sc(C3CCC[NH2+]3)nc2C1
ZINC19473720	CC1CC(C)C[NH+](C2CCNCC2)C1
ZINC19723319	CCC[NH+]1CC2CNCC(C2)C1
ZINC14629098	C1CCN(C2CC3CCC(C2)[NH2+]3)CC1
ZINC20516858	CC1CCCC(OC2CC[NH2+]CC2)C1
ZINC31996417	CC(C)(C)C1CCC(N2CC[NH2+]CC2)CC1
ZINC35598813	CCC1CCC2OCCC[NH2+]C2C1
ZINC35651952	C1CC(NC2C[NH+]3CCC2CC3)CCS1
ZINC36827158	C1CCC2C(C1)CCC[NH+]2C1CCNCC1
ZINC36965100	CC(C)(C)C1CCC2OCC[NH2+]C2C1
ZINC36986422	CC1CCC2OC(C)C[NH2+]C2C1
ZINC37483271	CC1CCCC(N2CC[NH2+]CC2)C1C
ZINC37490838	CC1CCCC[NH+]1C1CCCCC1O
ZINC38086626	CCC1CCC(N2CC[NH2+]CC2)CC1
ZINC38086758	CC(c1ccc(Cl)s1)N1CC[NH2+]CC1
ZINC39568866	CCC1=c2cc(O)ccc2=[NH+]C1C
ZINC40671747	C[NH+]1CCCC(NC2CCSC2)C1
ZINC42444424	OC1CCCC1[NH+]1CCCSCC1
ZINC43679213	OCC#Cc1ccc(C[NH+]2CCCCC2)s1
ZINC44112966	CC1CCC(O)C([NH+]2CCCC2C)C1
ZINC44115054	CC1CC[NH+](C(C)C(C)O)CC1
ZINC44257473	Brc1ccc(C2CC[NH2+]2)o1
ZINC45135300	CNC1CC[NH+](C2CC2(C)C)C1
ZINC49474365	CC1CCCCC1[NH+]1CCC(CO)C1
ZINC39779848	CCN1CC(C)(C)[NH2+]C(C)(C)C1
ZINC41202862	CC1C[NH2+]C(C)(C)CN1C(C)(C)C
ZINC52177107	C1CSC(C2CCOCC2)[NH2+]1
ZINC53882448	OC1CCCC1C[NH+]1CCSCC1
ZINC54135423	CC1CCC([NH+](C)C2CCCCNC2)CC1
ZINC54828359	CC1(C)CC1[NH2+]C1CCCC1C#N
ZINC20586405	FC(F)(F)C/[NH+]=C1/NCCS1
ZINC49660590	CC1CCCC([NH+]2CCCNCC2)C1C
ZINC49661575	CC1C[NH2+]CCN(C2CCCCC2)C1
ZINC49663031	CC1CCN(C(C)C)CCC[NH2+]1
ZINC49664876	CC(C)CN1CCC[NH2+]CCC1
ZINC49664950	CCCN1CCC[NH2+]C(C)CC1
ZINC49664960	CCCN1CCC(C)[NH2+]C(C)CC1
ZINC49694197	C[NH2+]C1CCN(C(C)C)C(C)C1
ZINC44480107	C1CC(NC2C[NH+]3CCC2CC3)C1
ZINC15202411	C[NH+](C)C1C(O)C2CCC1(C)C2(C)C
ZINC62567847	CC1(C)C[NH2+]CCN1CC(F)(F)F
ZINC62567925	CC1CN(C2CCCCC2)C(C)C[NH2+]1
ZINC62570254	CC1(C)C[NH2+]CCCN1CC(F)(F)F
ZINC62611309	CC(C)[NH2+]C1CCOc2c1ccc(F)c2F
ZINC62718366	C[NH+]1CCCC2(O)CCCCC12
ZINC62911003	CC1(CN2CCSCC2)CC[NH2+]C1
ZINC62987996	CC1CCCN1C(=[NH2+])C(C)(C)C
ZINC63067283	CC1(C)CCCN1C1CC[NH2+]CC1
ZINC63073563	CC1CCC(O)C(C[NH+]2CCCC2(C)C)C1
ZINC03852126	Clc1ccc(C2OCC3(CO2)CC2C=CC3C2)cc1
ZINC01418648	Cc1ccc(-c2ccccc2)n1-c1cccc2cccnc12
ZINC00564569	Brc1nc(-c2ccccc2)n2ccccc12
ZINC03204583	Brc1ccc(C2=CN3CCN=C3S2)cc1
ZINC01686294	CC1CCCCC1OC(=O)C(Cl)(Cl)Cl
ZINC04821166	Cc1ccc(/C=C(/C#N)c2ccc(Br)cc2)o1
ZINC05335657	CCOC1CCC2C=C(C)C=C(C(C)(C)C)C2O1
ZINC05811269	CC1C(c2ccccc2)=CCON1c1ccccc1
ZINC01644410	C=CC1(c2ccc3ccccc3c2)OCC(CC)O1
ZINC01644411	C=CC1(c2ccc3ccccc3c2)OCC(CC)O1
ZINC07983509	Cc1ccc(Sc2ncnc3sccc23)c(C)c1
ZINC15781989	N#CC(c1ccccc1)c1ncc(Cl)cc1Cl
ZINC16989779	CC(C)/C(=N\c1ccc(Cl)c(Cl)c1)N(C)C
ZINC08787475	CC(C)n1c(-c2ccccc2F)nc2ccccc21
ZINC22122184	CCc1c(C=O)c(C)n(-c2ccc(C)cc2C)c1C
