ZINC00519932	O=C1NN(c2ccccc2)C(=O)C2C1C1C=CC2C12CC2
ZINC34860794	Cc1ccsc1/C=N\NC(=O)C1COc2ccccc2O1
ZINC59742596	Cc1ccc2oc(=O)n(CC(=O)NC3CCCCC3C)c2c1
ZINC60544871	Cc1ccc(S(=O)(=O)/N=c2/[nH]c3c(s2)CN(C)CC3)s1
ZINC61049693	CCc1nnsc1C(=O)N/N=C1/CC2CCC1(C)C2(C)C
ZINC61639267	CNc1ccc(Cl)c(Cn2ncc3ccccc3c2=O)n1
ZINC13137078	Oc1cccc(/C=N/c2c(-c3ccco3)nc3ccccn23)c1
ZINC20734547	OC1=Nc2n[nH]cc2C(c2cccc(Oc3ccccc3)c2)C1
ZINC20734547	O=C1CC(c2cccc(Oc3ccccc3)c2)c2c[nH]nc2N1
ZINC63975042	CC1=C(CNc2ncnc3c2C2CCC(C)CC2S3)CN=N1
ZINC64286608	Cc1ccc(-c2ccc(C#N)s2)cc1NC(=O)C1=NN=CC1
ZINC65283634	Cc1ccsc1C(=O)Nc1cccn2nc(C(C)C)nc12
ZINC53846150	O=c1[nH]c(Cc2ccc(-n3cccn3)cc2)nc2ccccc12
ZINC66058004	CC1CCCCC1NC(=O)C(C)n1c(=O)oc2ccccc21
ZINC66704945	CC1(CNC(=O)N2CCN(C(=O)C3CCC3)CC2)CCCC1
ZINC03527389	O=C1NC2(CCCCC2)C(=O)N1/N=C/c1c(F)cccc1Cl
ZINC04085050	Cc1coc2c(C)c3oc(=O)c(CC(=O)NC(C)C)c(C)c3cc12
ZINC02469555	COc1ccc(Cl)cc1C1CC(=O)Nc2cc3c(cc21)OCO3
ZINC01040806	CSC1=NC=C(C#N)C2=NC(C)(c3ccc(Cl)c(Cl)c3)NN12
ZINC04540061	Cc1ccc2c(c1)C(=O)OC(C(=O)Nc1nc3c(s1)CCCC3)C2
ZINC04672137	Cc1c2c(nc3c(C(=O)NC4CCCC(C)C4C)cnn13)CCCC2
ZINC04902937	O=C(Nc1cccc2c1C(=O)c1ccccc1C2=O)c1cccnc1
ZINC01582046	CCCN1C(C)=C(C#N)C2(C(=O)Nc3ccccc32)C(C#N)=C1C
ZINC03092279	O=C1c2ccc3c4c(ccc(c24)C(=O)N1/N=C/c1ccc(O)cc1)CC3
ZINC05792600	Cc1nnsc1C(=O)N/N=C/c1ccc(Cl)cc1Cl
ZINC06724791	CN(C(=O)Nc1cn(C)c(=O)c2ccccc12)c1ccccc1F
ZINC06932174	Cc1c(/C=N/NC(=O)c2cc3c(s2)CCCC3)cc(C#N)n1C
ZINC07667010	Cc1oc(-n2cccc2)c(C#N)c1C(=O)Nc1cccc(Cl)c1
ZINC08084059	O=C(NC1CCCc2ccccc21)c1ccc(Cl)cc1[N+](=O)[O-]
ZINC02744055	Cc1ccc2occ(/C=N/NC(=O)c3csc(C)c3)c(=O)c2c1
ZINC10962488	Cc1cc(C(=O)Nc2ccc(F)cc2C)c2cnn(C(C)C)c2n1
ZINC04250482	Cc1c(C)n2c(SCc3ccc(Cl)cc3)nnc2[nH]c1=O
ZINC13940913	CC(=O)NC(=O)c1cc2ccccc2o/c1=N\c1ccccc1C
ZINC14470640	N#Cc1cccc2c1NC(c1ccc(Cl)c([N+](=O)[O-])c1)C1CC=CC21
ZINC15722987	CC1CCCC(NC(=O)c2cnn3c4c(cnc23)CCCC4)C1C
ZINC15722989	CC1CCCC(NC(=O)c2cnn3c4c(cnc23)CCCC4)C1C
ZINC15723198	CC1CCc2c(cnc3c(C(=O)NC4CCCCC4C)cnn23)C1
ZINC21803806	Cc1ccc(S(=O)(=O)N2CC(C)C(=O)Nc3ccccc32)cc1
ZINC27838649	O=C(Nc1nccs1)c1cc2cc(Cl)cc(Cl)c2oc1=O
ZINC28444073	C=CCNc1nc2c3c4c(sc3nc(C)n2n1)CC(C)CC4
ZINC29002863	CC1(C)CC(=O)C(=CNc2ccc3c(c2)OC2(CCCC2)O3)C(=O)C1
ZINC04638323	COc1cccc(C2C3CCCC=C3C(C#N)C(=N)C2(C#N)C#N)c1
ZINC00371689	Cc1nn(C)c(C(=O)N/N=C/c2cccc3ccccc23)c1Cl
ZINC38702530	COc1ccc(C2NC(=O)c3oc4ccc(Cl)cc4c(=O)c32)cc1
ZINC38703066	COc1ccc(C2NC(=O)c3oc4cc(C)c(C)cc4c(=O)c32)cc1
ZINC38703171	COc1ccc(C2NC(=O)c3oc4c(C)c(C)ccc4c(=O)c32)cc1
ZINC42306156	CC(C)c1cs/c(=N\S(=O)(=O)c2ccc(Cl)nc2)[nH]1
ZINC43129809	O=C(Nc1nncs1)N1Cc2ccccc2C(c2ccccc2)C1
ZINC45439155	O=C(NC1CCCC(C(F)(F)F)C1)N1CCC2(CC1)OCCO2
ZINC47405393	N#Cc1c(Cl)nsc1N1CCCC(c2nc3ccccc3[nH]2)C1
ZINC48694022	O=C(Nc1nncs1)N1CCCC1c1ccc(Br)cc1
ZINC48797539	O=C(Nc1nnc2ccccn12)c1ccc(Br)cc1Cl
ZINC49546814	O=S(=O)(/N=c1\[nH]c2c(s1)CCC2)c1ccnc(Cl)c1
ZINC26506447	FC(F)(F)c1nnc2n1N/C(=N\c1ccc(Cl)cc1)CS2
ZINC57346732	CC1CCCN(C(=O)NCc2cn3cc(Br)ccc3n2)C1
ZINC25251324	Cc1cc(NC(=O)N2Cc3ccccc3C(c3ccccc3)C2)no1
ZINC58210886	O=C(Nc1ccc(F)cc1F)N1CCN(C(=O)C2CCCCC2)CC1
ZINC43602311	O=C(Nc1nnc(C2CCCCC2)s1)N1CCc2sccc2C1
ZINC40268836	O=c1ccc(-c2ccc(F)cc2)nn1C1CCc2ccccc2N=C1O
ZINC40268836	O=C1Nc2ccccc2CCC1n1nc(-c2ccc(F)cc2)ccc1=O
ZINC62515850	CCC(C)NC(=O)N1CC(=O)N2CCc3ccc(Cl)cc3C2C1
ZINC36354838	N#Cc1ccc(C2CC(O)=Nc3c2ncn3-c2cccc(Cl)c2)cc1
ZINC36354838	N#Cc1ccc(C2CC(=O)Nc3c2ncn3-c2cccc(Cl)c2)cc1
ZINC44903326	O=c1ccc(-c2ccccc2F)nn1C1CCc2ccccc2N=C1O
ZINC44903326	O=C1Nc2ccccc2CCC1n1nc(-c2ccccc2F)ccc1=O
ZINC65406801	Cn1nc(C(C)(C)C)c2c1NC(=O)CC2c1nc2c(s1)CCCC2
ZINC65429084	COc1ccc(C2CC(=O)NCc3nc4ccc(C)cn4c32)cc1C
ZINC65494485	CN(C)c1ccc(C2CC(=O)Nc3n[nH]c(-c4ccccc4)c32)cc1
ZINC04867339	CCc1nnc(NC2OC(=O)c3ccccc32)s1
ZINC05880921	CC(N1C(=O)CC(=O)NC1=O)C12CC3CC(CC(C3)C1)C2
ZINC03464252	CCC1(c2ccc(Cl)cc2)NC(=O)N(CC#N)C1=O
ZINC09689836	FC(F)(F)c1nnc2ccc(NC3CCCC3)nn12
ZINC19799243	Cc1nc2ccc(Cl)cn2c1CNc1ccon1
ZINC25672112	CON(C)C(=O)c1[nH]c2c(c1C)C(=O)CC(C)(C)C2
ZINC35433189	CC1CCC[NH+](c2nc3ccccn3c2C(=O)[O-])C1
ZINC35433190	CC1CCC[NH+](c2nc3ccccn3c2C(=O)[O-])C1
ZINC35651974	c1cc(-n2cnnn2)ccc1NC1CCSCC1
ZINC36150529	COc1ccccc1-c1nnc2n1NC(C)CS2
ZINC04749232	Cc1cc(C(=O)Nc2ccccc2[N+](=O)[O-])cs1
ZINC02803725	CC1CCc2onc(C(=O)NCc3ccco3)c2C1
ZINC38007282	O=C1c2cccc3cccc(c23)C(=O)N1Cc1cn[nH]c1
ZINC38507983	Cc1cc(C(=O)Nc2sccc2C#N)nn1C(C)C
ZINC38818393	O=C1N=NC=C(N/N=C\c2ccc(F)cc2)C1Cl
ZINC39606920	CC(C#N)OC(=O)c1ccc2c(c1)NC(=O)C(C)S2
ZINC40247158	O=[N+]([O-])c1ccc(C(O)c2c(F)cc(F)cc2F)o1
ZINC41017252	O=C1c2cccc3cccc(c23)C(=O)N1Cc1cc[nH]n1
ZINC42337014	Cc1cc([N+](=O)[O-])ccc1NC1CCS(=O)CC1
ZINC43420718	Cc1cc(CN(C)C(=O)Nc2ccc(F)cc2C)no1
ZINC43721074	CCC1CN(C(=O)NC(C)c2ccc(C)o2)CCO1
ZINC43767042	O=S(=O)(NC1CCCCCCC1)N1CCOCC1
ZINC44022805	CCn1c(=O)cc(N2CCCC3CCCCC32)[nH]c1=O
ZINC44365516	CC1(C)CC1NC(=O)c1cc([N+](=O)[O-])ccc1Cl
ZINC44913913	Cn1ncc2c1CCCC2Nc1ncnc2sccc12
ZINC46438892	CN(C(=O)NC1CCCCC1)C1CCS(=O)(=O)C1
ZINC47014318	O=C(NCC1CCCC1)N1CCC2(CC1)OCCO2
ZINC47053167	Cc1cc(C2CCCN2C(=O)NCC2CCC2)no1
ZINC47240735	O=C(Nc1ccc(F)c(Cl)c1)C1CC1[N+](=O)[O-]
ZINC48544327	CC(C)c1csc(NC(=O)CN2CCOCC2)n1
ZINC48687896	Cc1ccc(-n2nnc(C(=O)NC(C)(C)C)c2C)cc1
ZINC48735933	COC(=O)C1CCN(C(=O)c2ccc(C)c(C)c2O)C1
ZINC48735935	COC(=O)C1CCN(C(=O)c2ccc(C)c(C)c2O)C1
ZINC48795225	CC(C)c1cc(C(=O)N2CCOC3CCCCC32)n[nH]1
ZINC48915317	CCC1COC(C)CN1c1ccc2c(c1)NC(=O)C2=O
ZINC49444473	C#CCN(C(=O)Nc1nnc(C)s1)C1CCCCC1
ZINC51733134	CC1CC[NH+](c2nc3sccn3c2C(=O)[O-])C(C)C1
ZINC52211648	c1ccc(-n2ncc3c(NC4CCC4)ncnc32)cc1
ZINC53711179	Cc1ccoc1-c1nnc2n1CCNC2c1ccccc1
ZINC54697786	CC(C)c1nc(C2CNc3ccccc3O2)n(C)n1
ZINC00080815	c1coc(C2CC(c3cccs3)Nc3ncnn32)c1
ZINC59435023	c1ccc(C2CC(c3ccco3)n3nncc3N2)cc1
ZINC61578646	Cc1cc(NC2CCCSC2)ccc1-n1cnnn1
ZINC13121813	CCOC(=O)c1cnc(-c2ccccc2O)nc1Cl
ZINC62961236	Cc1nc2cc(NC3CCS(=O)(=O)C3)ccc2o1
ZINC63014176	Cc1ccc(C(=O)[O-])c(N2CCOc3ccccc3C2)[nH+]1
ZINC63647496	Cc1ccc(C2=NOC(C3C=C(C(C)C)N=N3)N2)cc1
ZINC06471336	CC1CN(S(=O)(=O)c2ccccc2)C(C)C/C1=N\O
ZINC65228049	Cc1ccc(C)c(C(=O)Nc2cccn3cnnc23)c1
ZINC29252855	CC(NC(=O)C1CCCC1)c1nnc2n1CCCCC2
ZINC04242717	CC(OC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(F)c([N+](=O)[O-])c1
ZINC03445654	Cc1c(NC(=O)COC(=O)c2cc(F)c(F)cc2Cl)cccc1[N+](=O)[O-]
ZINC04886258	CC1CCc2sc(C(=O)OCC(=O)Nc3cc([N+](=O)[O-])ccc3F)cc2C1
ZINC05897239	O=C(COC(=O)c1ccc(F)cc1Cl)Nc1ccc([N+](=O)[O-])cc1Cl
ZINC05637528	CN(CC(=O)Nc1ccccc1C(F)(F)F)c1ccc([N+](=O)[O-])cc1C#N
ZINC07191680	CC1CCc2sc(C(=O)OCC(=O)Nc3ccc(F)cc3[N+](=O)[O-])cc2C1
ZINC09570588	CCOc1ccc2ccccc2c1C(=O)NCc1nnnn1-c1ccc(C)cc1
ZINC08569149	CCOC(=O)C(C)Sc1nc2c(cnn2-c2ccc(Cl)cc2)c(=O)[nH]1
ZINC21165263	CCCc1cc(=O)n2nc(N(C)CC(=O)Nc3ccc(F)cc3)sc2n1
ZINC21573856	Cc1ccc(-n2nnnc2SC(C)C(=O)NC(C)(C#N)C(C)C)cc1C
ZINC13008242	CN(CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccc([N+](=O)[O-])cn1
ZINC23118223	CC(NC(=O)/C(=C/c1ccco1)n1nnnc1-c1ccccc1)c1ccccc1
ZINC24206875	O=C(COC(=O)c1cc2c(F)cccc2s1)Nc1ccc(F)c([N+](=O)[O-])c1
ZINC28241457	Cc1ccccc1Cn1ccc(NC(=O)c2ccc(Cc3c(C)noc3C)o2)n1
ZINC30738184	CCC(C)NC(=O)C(Sc1nnc2n(C)c(=O)c3ccccc3n12)C(C)C
ZINC33011293	N#Cc1ccc(-c2ccccc2)nc1SCC(=O)Nc1ccccc1[N+](=O)[O-]
ZINC36318927	O=C(NCC(c1ccco1)N1CCc2ccccc2C1)c1ccccc1[N+](=O)[O-]
ZINC36484176	CC(C)(C)NC(=O)C(c1ccc([N+](=O)[O-])cc1)N(C=O)c1cccc(Cl)c1
ZINC41637371	CC[NH+](CC)C(c1ccc(C)o1)c1sc2nc(-c3ccco3)nn2c1[O-]
ZINC08932013	CCOC(=O)c1sc2nc(C)c(NC(=O)CC3CCCCC3)c(=O)n2c1C
ZINC45605225	Cc1nc2c(cnn2C(C)C)cc1C(=O)OC(C)C(=O)NC1CCCCC1C
ZINC46539276	CCOc1ccc(-n2ncc(C(=O)Nc3ccccc3C(C)C)c2C)nn1
ZINC46893293	N#Cc1cc(NC(=O)c2ccc([N+](=O)[O-])cc2)ccc1OCC(F)(F)F
ZINC46902458	CN(Cc1ccc(N(C)C)cc1)C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1
ZINC47865411	CN(Cc1ccc(F)cc1F)C(=O)Nc1cc([N+](=O)[O-])ccc1OC(F)F
ZINC55591057	Cc1nnc(-c2ccccc2NS(=O)(=O)c2ccc(OC(C)C)c(C)c2)o1
ZINC56091619	CC(=O)c1ccc(S(=O)(=O)Oc2ccc(N(C)C(=O)NC(C)C)cc2)cc1
ZINC57590533	Cc1ccc(-c2noc(CN(Cc3nc4ccccc4c(=O)[nH]3)C(C)C)n2)cc1
ZINC57646914	CCC1(c2ccccc2)NC(=O)N(CCCN2C(=O)c3ccccc3C2=O)C1=O
ZINC31620248	CC1(c2ccco2)NC(=O)N(CC(=O)c2ccc(Oc3ccccc3)cc2)C1=O
ZINC60362908	CC(C)N1CC(Nc2ccc(C(=O)c3ccccc3)cc2[N+](=O)[O-])CC1=O
ZINC21631160	O=C(COC(=O)c1cc(Cl)sc1Cl)Nc1cccc([N+](=O)[O-])c1
ZINC60933960	O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)Nc1ccnn1Cc1ccsc1
ZINC64141799	CC(C)(C)OC(=O)NC(C)(C)c1noc(CN2CCCc3ccc(F)cc32)n1
ZINC64375541	COc1ccc(-c2cc(CNC(=O)C3C=C(c4ccc(F)cc4)N=N3)no2)cc1
ZINC46031544	Cc1cccn2c(=O)cc(CSc3nnc(NC(=O)CC(C)C)s3)nc12
ZINC64840141	CN(CCc1noc(-c2ccc(Cl)cc2)n1)C(=O)NCC1CCCO1
ZINC50498976	CC(C)(CNC(=O)Cn1ccc([N+](=O)[O-])n1)c1ccc(Cl)c(Cl)c1
ZINC65184944	CCc1ccccc1NC(=O)Cn1c(=O)n(CC(C)C)c(=O)c2nscc21
ZINC66250996	Cc1noc(C)c1S(=O)(=O)Nc1cc(C(C)(C)C)nn1Cc1ccccc1
ZINC66311374	Cc1ccc(-n2cnnn2)cc1NC(=O)/C=C/c1cccc(OC(C)C)c1
ZINC66394732	N#CC(NC(=O)COc1ccc([N+](=O)[O-])cc1)c1cccc(Cl)c1Cl
ZINC66454954	O=c1ccccn1Cc1ccc(CNc2nc3ccc([N+](=O)[O-])cc3s2)cc1
ZINC66466270	CCCC(=O)NCC1CCCN(c2nc3ccc([N+](=O)[O-])cc3s2)C1
ZINC66684798	Cc1nc([N+](=O)[O-])cn1CC(=O)NCC1(c2ccccc2)CCCCCC1
ZINC66847403	Cc1ccc([N+](=O)[O-])cc1NC(=O)CCN1CCOC(c2ccccc2F)C1
ZINC66918279	CCOC(=O)NC1CCCN(C(=O)C(C(C)C)N2CC(C)OC(C)C2)C1
ZINC67081036	CC(C)c1noc(CCCNC(=O)N2CCOC(c3ccccc3F)C2)n1
ZINC67531974	CCCOC1CCCN(C(=O)NC(C)c2cccc(N3CCOC3=O)c2)C1
ZINC67638831	O=C(Oc1ccc(OC2CCCCNC2=O)cc1)c1ccc(-n2cccn2)cc1
ZINC04131439	C=CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1cc2cccc(C)c2[nH]c1=O
ZINC04263348	CCOC(=O)C1=C(C)Nc2[nH]c(=O)[nH]c(=O)c2C1c1ccccc1Cl
ZINC04263348	CCOC(=O)C1=C(C)Nc2nc(=O)[nH]c([O-])c2C1c1ccccc1Cl
ZINC00803052	CCOC(=O)C1=C(C)NC(=O)NC1c1cc(Cl)c(O)c(OCC)c1
ZINC02366369	Cc1cc(Cl)ccc1NC(=O)CSc1nnc(-c2ccco2)n1N
ZINC04571273	O=[N+]([O-])c1cc(NC2CC(O)C(O)CO2)cc(Sc2ccccc2)c1
ZINC01092803	CCN(CC)c1ccc(C2C(C#N)=C(N)Oc3[nH]nc(COC)c32)cc1
ZINC02167360	COc1ccc(Cl)cc1NC(=O)NNC(=O)c1ccc(N(C)C)cc1
ZINC04864471	CCOC(=O)C1=C(C)NC(=O)NC1c1cc2ccc(C)c(C)c2[nH]c1=O
ZINC05000193	CCOc1ccc(NC(=O)C2CC(O)CN2C(=O)Nc2ccccc2F)cc1
ZINC03521483	CC(Sc1nc2ccccc2c(=O)n1-c1ccccc1F)C(=O)NC(N)=O
ZINC06099415	CC(C)C(Sc1nnc2c(Cl)cc(Cl)cn12)C(=O)NC(N)=O
ZINC07358073	NC(=O)C1CCCCN1C(=O)COC(=O)c1ccc2ccccc2c1O
ZINC08489174	CC(Sc1nnc(-c2ccco2)n1N)C(=O)NC1CCCC(C)C1C
ZINC10152613	C/C(=N\NC(=O)C1CC(=O)N(c2ccc(C)c(C)c2)C1)c1ccc(O)cc1O
ZINC10179996	CNC(=O)c1ccccc1NCC(=O)N1c2ccccc2NC(=O)CC1C
ZINC11615727	Cc1ccc(C)c(S(=O)(=O)Nc2ccc3oc(C)c(C(=O)NO)c3c2)c1
ZINC14163574	Cc1nn2c(=O)cc(CSc3nnc(N)s3)[nH]c2c1-c1ccccc1
ZINC19714637	Cc1cc(C)c2cc(C(=O)Nc3ccc(C(O)Cn4cncn4)cc3)[nH]c2c1
ZINC20709737	CCNC(=O)c1cccc2c1NC(c1cc([N+](=O)[O-])ccc1O)C1CC=CC21
ZINC21093268	Cc1ccc(C)c(NC(=O)CSc2nnc(-c3ccoc3C)n2N)c1
ZINC24909589	CC(=O)Nc1nc(CSc2nnc(-c3ccc(C)cc3)n2N)cs1
ZINC31987125	NC(=O)c1cc(NC(=O)/C=C/c2ccc(Cl)c([N+](=O)[O-])c2)ccc1F
ZINC35315136	CCc1c(C)nc(N)n2c(SCC(=O)Nc3ccc(F)cc3)nnc12
ZINC00706106	CCCC1=C(C(=O)OCC)C2(C(=O)Nc3ccccc32)C(C#N)=C(N)O1
ZINC39361821	CCSC1=NNC(Cc2cc(=O)[nH]c(=O)[nH]2)N1c1cc(C)ccc1C
ZINC21357391	CN1/C(=C/Cc2ccc(NS(=O)(=O)c3c[nH]cn3)cc2)Nc2ccccc21
ZINC45970664	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NNc1ccc(F)cc1)C2=O
ZINC46071208	CC(C)C(=O)Nc1cccc(NS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)c1
ZINC49362163	O=C(CSc1nnc(NC(=O)NC2CC2)s1)NC1CCCCC1
ZINC50441680	N/C(=N/O)c1ccc(Oc2ccccc2Br)c([N+](=O)[O-])c1
ZINC55156448	CC(Nc1cccc2c1OCCO2)C(=O)NC(=O)NCc1cccs1
ZINC56320012	CC(COc1ccccc1F)NC(=O)c1cc(F)cc([N+](=O)[O-])c1N
ZINC56322379	O=C(CNC(=O)NC1CCCCC1)NCc1cnn(-c2ccccc2)c1
ZINC56519449	Cc1c(NC(=O)NC(C)Cc2ccc(O)cc2)c(=O)n(-c2ccccc2)n1C
ZINC43347004	Cc1c(NC(=O)NCC(O)c2ccc(F)c(F)c2)cccc1[N+](=O)[O-]
ZINC58864692	Cc1ccccc1NC(=O)NNC(=O)C1CC(=O)N(c2cccc(C)c2C)C1
ZINC21145724	Cc1occc1-c1nnc(SC(C)C(=O)Nc2cccc(Cl)c2)n1N
ZINC43005595	Cc1cccc(C(=O)N(C)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)c1C
ZINC62263152	CSc1nc(C(=O)NC(C)c2ccc3[nH]c(=O)[nH]c3c2)c2ccccn12
ZINC64228707	Cc1ccc(OCC(C)NC(=O)NNC(=O)c2ccc(C#N)cc2)cc1
ZINC64612650	O=S(=O)(NC1CCCCC1)C1=CN=C(C2NNC(c3ccccc3)O2)C1
ZINC65136609	CC(C)CCNC(=O)NNC(=O)c1cc(Cl)c2c(c1)OCCCO2
ZINC65181364	Cc1nn(-c2ccc(F)cc2)c(Cl)c1C(=O)NNC(=O)NCC(C)C
ZINC65238015	CC(CCc1ccccc1)NC(=O)C1=NNN2c3ccc(F)cc3NC(=O)C12
ZINC65409882	Nc1nnc(CCCNc2ncc3c(n2)CCN3c2ccccc2)s1
ZINC66162760	CC(C)OC(=O)c1ccc(Cl)c(NC(=O)NC2CCCNC2=O)c1
ZINC66240938	CN(C)c1ccc(NC(=O)c2ccc(-n3ncc(C#N)c3N)cc2)cc1Cl
ZINC66241110	COc1ccc(Cl)c(NC(=O)c2ccc(-n3ncc(C#N)c3N)cc2)c1
ZINC66376628	CC(NC(=O)C1CC(c2cc(F)ccc2F)=NO1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC67081624	CC1CCCCN1C(=O)CCNC(=O)NNC(=O)CC1CCCCC1
ZINC00075906	N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccccc1
ZINC01017487	Cc1nnc(SC2c3ccccc3-c3ccccc32)n(N)c1=O
ZINC04786941	CC(C#N)Sc1nnc(-c2ccccc2Br)n1N
ZINC01343093	Cc1cc(C)cc(NC(=O)N2CCCC2C(=O)NC(C)C)c1
ZINC05055552	CNC(=O)c1c(NC(=O)c2ccco2)sc2c1CCC(C)C2
ZINC05123090	CC1CCCCC1NC(=O)NC1CC(=O)N(c2ccccc2)C1
ZINC05123508	Cc1ccc(N2CC(NC(=O)Nc3ccccc3F)CC2=O)cc1
ZINC02356632	Cc1ccc2oc3c(c(=O)c2c1)C(c1ccc(O)cc1)NC3=O
ZINC00262338	N#CC1C(=N)C(C#N)(C#N)C(c2ccc(O)cc2)C2CCCC=C12
ZINC28466380	CCN1C(=O)NC(c2ccc(F)cc2)C2C(=O)CC(C)(C)CC21O
ZINC31849215	Cn1c(Cl)cnc1CSc1nc(N)c2ccsc2n1
ZINC13115488	CN1C(=S)SC(N(O)C(=O)NC2CCCCC2)C1(C)C
ZINC34954794	CC(C)C1C2CN(C(C)C)CC=C2C(C#N)=C(N)C1(C#N)C#N
ZINC36128956	CCC1COC(C)CN1S(=O)(=O)c1c(C)ccc(N)c1C
ZINC36153921	CC(C)Cc1nnc2sc(-c3ccc(N)cc3Cl)nn12
ZINC36769131	CCC1CN(S(=O)(=O)c2cc(N)c(C)c(Cl)c2)CCO1
ZINC37195366	Nc1cccc(Cl)c1SCn1nnc2ccccc2c1=O
ZINC37281472	Cc1ncsc1C(C)Nc1ccc2c(c1)NC(=O)C(C)O2
ZINC08193445	CC1CCCCC1NS(=O)(=O)c1ccc2c(c1)CCC(=O)N2
ZINC38898682	CC1=C2C(N=N1)OC(N)=C(C#N)C2c1ccc(Cl)cc1Cl
ZINC39024840	CC1=C2C(N=N1)OC(N)=C(C#N)C2c1c(F)cccc1Cl
ZINC40330359	Nc1cc(Cl)ccc1S(=O)(=O)N1CCOC2CCCCC21
ZINC41474604	Cc1cc(C)c2c(n1)sc1c(NC(C)(C)CO)ncnc12
ZINC41548120	Cc1ccc2c(c1)NC(=O)C(C)(C(=O)Nc1cc(F)ccc1C)O2
ZINC41600219	CC1CNc2cc(S(=O)(=O)NC3CCCCC3)ccc2O1
ZINC41600283	CC1CNc2cc(S(=O)(=O)NC3CCCCC3C)ccc2O1
ZINC43172350	Cc1cc(Cl)ccc1NC(=O)NC(C)c1cnn(C)c1C
ZINC44450116	O=C(NCc1ccc(Cl)cc1)Nc1onc2c1CSC2
ZINC44458530	Cc1cc(C)c(NC(=O)C2CCCN(C(=O)NC3CC3)C2)c(C)c1
ZINC45665887	Cc1cc(N)c(S(=O)(=O)N2CC(C)OC(C)(C)C2)cc1C
ZINC48564517	O=C(Nc1ccc2oc(=O)[nH]c2c1)c1sccc1Br
ZINC53993835	Cc1ccc(S(=O)(=O)c2c(C)nn(-c3ccccc3)c2N)cc1
ZINC04947220	Oc1ccc(Br)cc1/C=N/Nc1nccnc1Cl
ZINC03671191	CC1(C)CC2(C)OC(=O)C(Cc3ccc(O)cc3)N2C(=S)N1
ZINC56782962	CC1CCCC(NC(=O)N2CCC(C(=O)NC3CC3)CC2)C1C
ZINC05548654	CC(C)c1n[nH]c(=S)n1/N=C/c1c(O)ccc2ccccc12
ZINC33193778	O=C1COc2cc(NC(=O)c3cccc(F)c3)c(Cl)cc2N1
ZINC58160154	O=C1NCCN(C(=O)NCc2ccccc2F)C1c1ccccc1
ZINC43667858	Cc1nn(Cc2cc(Cl)c3c(c2)OCCO3)c(N)c1Cl
ZINC62496451	Cc1ccc(C)c(CC2Oc3cc(N)ccc3N(CC#N)C2=O)c1
ZINC62825932	Cc1cc(C)c(N)c(-c2nc(Cc3csc(C)n3)no2)c1
ZINC00052177	N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1ccccc1F
ZINC00494340	Cc1n[nH]c2c1C1(CCC(C(C)(C)C)CC1)C(C#N)=C(N)O2
ZINC64427231	CC1=C2C(N=N1)SC(N)=C(C#N)C2c1occc1C(C)(C)C
ZINC12643544	OC1c2ccccc2CC1Sc1nnc2[nH]c3ccccc3n12
ZINC66342743	O=C(NCC1CCN(c2ccc(F)cc2)C1)N1CCCC(O)C1
ZINC67145532	CC1Oc2ccccc2OC1C(=O)Nc1cc(Cl)ccc1O
ZINC67486911	Cc1ccccc1NC(=O)NC(C)C(=O)N1CCCCC1C
ZINC67486959	Cc1ccc(NC(=O)NC(C)C(=O)N2CCCCC2C)c(C)c1
ZINC67537377	Cc1cc(F)ccc1NC(=O)NC(C)C(=O)N1CCCCC1C
ZINC01193522	COc1cc2c(cc1OC)C(c1cccc(Cl)c1)[NH+](Cc1cc([N+](=O)[O-])ccc1[O-])CC2
ZINC02396212	CC(C)(C)C1CCc2c(sc(NC(=O)CSc3nnc(-c4ccco4)o3)c2C#N)C1
ZINC06060024	COc1ccc(NS(=O)(=O)c2ccc(/N=C/c3ccc(Cl)cc3Cl)cc2)nn1
ZINC02876856	CC(C)(C)C1CCc2c(sc(NC(=O)CSc3nnnn3-c3ccccc3)c2C#N)C1
ZINC08711528	Cc1ccc(C2=NN(c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)C(O)(C(F)(F)F)C2)cc1
ZINC09459581	Cc1c(-c2ccccc2)oc2c(C(=O)OC(C)C(=O)Nc3ccccc3C#N)cccc2c1=O
ZINC09700027	CC1CCCC(NC(=O)COC(=O)c2ccc3c(c2)C(=O)N(c2ccc(F)cc2)C3=O)C1C
ZINC09722940	Cc1ccc(N(CC(=O)NC2CCCCCCC2)S(=O)(=O)c2c(C)nn(C)c2C)cc1
ZINC09953019	N#Cc1oc2ccccc2c1NC(=O)CSc1nnc(-c2ccccc2)n1-c1ccccc1
