ZINC02574883	NS(=O)(=O)c1cc(F)c(Br)cc1F
ZINC63819024	CN(C)c1ccc(C(CNC(=O)Cc2ccc3c(c2)OCCO3)C2=c3ccccc3=[NH+]C2)cc1
ZINC40074979	O=C1CC(C(=O)OC(C(=O)Nc2cccc(C(F)(F)F)c2)c2ccccc2)=c2ccccc2=[NH+]1
ZINC64182081	Cc1ccc(S(=O)(=O)NC(CC(C)C)C(=O)N2CC=C(C3=c4ccccc4=[NH+]C3)CC2)cc1
ZINC02544482	CCOc1cc(/C=N/NC(=O)CNC(=O)c2ccc(F)cc2)ccc1OCc1ccc(Cl)cc1
ZINC06093023	CCCC(CNC(=O)COC(=O)c1cccc(NS(C)(=O)=O)c1)c1ccc(Cl)cc1Cl
ZINC02996695	CCOC(=O)c1sc(NC(=S)NC(=O)/C=C/c2ccc(Cl)cc2)c(C(=O)OCC)c1C
ZINC08894911	CCCCc1ccc(-n2nc3cc(Cl)c(NC(=S)NC(=O)COc4ccccc4C)cc3n2)cc1
ZINC10001955	C=CCOc1c(Br)cc(/C=N/NC(=O)C(NC(=O)c2ccc(F)cc2)C(C)C)cc1OC
ZINC10040562	C=CCOc1c(Br)cc(/C=N/NC(=O)C(NC(=O)c2cccc(Cl)c2)C(C)C)cc1OC
ZINC12311370	CC(C)c1ccccc1NC(=O)COC(=O)c1cccnc1SCC(=O)Nc1ccccc1C(C)C
ZINC00884296	COC(=O)c1ccccc1NC(=S)N(Cc1ccc(OC)cc1)Cc1cc2cc(C)c(C)cc2[nH]c1=O
ZINC12629833	CCOCCn1/c(=N/C(=O)CCCSc2ccc(Cl)cc2)sc2cc(S(N)(=O)=O)ccc21
ZINC15372877	CC(OCCCNC(=O)c1ccccc1NC(=O)c1ccc([N+](=O)[O-])cc1Cl)c1ccccc1
ZINC16609479	CCC(C(=O)Nc1cccc(C2NC(=S)N(C)C(C)=C2C(=O)OCCOC)c1)c1ccccc1
ZINC16675426	CC(=O)NC(C)c1ccc(C(=O)CSc2nnc(Nc3ccc(OC(F)(F)F)cc3)s2)cc1
ZINC17271359	CCCCc1ccc(S(=O)(=O)c2cnc(SCC(=O)NCc3ccc(F)cc3)nc2[O-])cc1
ZINC17732291	NC(=O)CCN(C(=O)COC(=O)c1ccccc1OCc1ccc(Cl)cc1)c1ccc(F)cc1
ZINC20828979	O=C(CCSc1nnc(CNc2ccccc2)n1-c1ccccc1)Nc1ccc(OC(F)(F)F)cc1
ZINC14159881	CCc1ccccc1NC(=S)/N=C(/Nc1nc(C)cc(C)n1)N1CCN(C/C=C/c2ccccc2)CC1
ZINC22528371	CC(C)CCNC(=O)COC(=O)c1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1
ZINC24506326	CCN(CC(=O)NCc1cccs1)C(=O)CSc1nnc(Nc2cccc(Cl)c2C)s1
ZINC30960879	COc1cc(/C=N\NC(=O)C(NC(=O)c2cccc(Cl)c2)C(C)C)ccc1OCc1cccc(C)c1
ZINC32971686	CCOC(=O)c1ccc(N/C(=N\C(=O)c2cccc(Cl)c2)[N-]Cc2c(C)nn(CC)c2C)cc1
ZINC33058681	CC(C)CCNC(=O)c1ccc(Cn2c(SCC(=O)Nc3ccccc3)nc3ccccc3c2=O)cc1
ZINC33403931	CCCCCC(=O)Nc1ccc(N2CCN(c3ccccc3OC)CC2)c(C(=O)NC2CCCCC2)c1
ZINC34978849	CCCCNC(=O)N1CCN(C(=O)C(Cc2ccccc2)NC(=O)CC(C)CC(C)(C)C)CC1C
ZINC35106127	CCCCC(CC)C(=O)NC(C(=O)N1CCN(C(=O)Nc2cccc(Cl)c2)C(C)C1)C(C)CC
ZINC35143602	COCCN(CC(=O)Nc1cc(C(C)(C)C)nn1-c1ccccc1C)C(=O)NCc1ccccc1
ZINC35202900	CCC(C(=O)Nc1ccc(C2NC(=S)N(CC)C(C)=C2C(=O)OCCOC)cc1)c1ccccc1
ZINC35264723	CCCNC(=O)c1cc(NC(=O)C(CC)c2ccccc2)ccc1N1CCN(c2ccccc2OC)CC1
ZINC35265478	CCCN1C(=O)NC(c2ccc(NC(=O)c3ccccc3OC)cc2)C(C(=O)OCC(C)C)=C1C
ZINC35710819	CCCCN1C(=O)NC(c2cccc(NC(=O)CC(C)C)c2)C(C(=O)OCC)=C1c1ccccc1
ZINC35710836	CCCCN1C(=O)NC(c2cccc(NC(=O)C(C)Cl)c2)C(C(=O)OCC)=C1c1ccccc1
ZINC36061239	CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2F)N2C(/C=C(\[O-])NCC[NH+](C)C)=CSC2=N1
ZINC36504573	CC(c1ccccc1)C(C(=O)NC(C)(C)CC(C)(C)C)N(Cc1ccco1)C(=O)C1CCC(=O)N1
ZINC36600930	CCCCNC(=O)C(C(C)c1ccccc1)N(Cc1ccc(C)o1)C(=O)CNC(=O)c1ccccc1
ZINC13136897	CSCCC(NS(=O)(=O)c1ccc(Cl)cc1)C(=O)OCC(=O)NC12CC3CC(CC(C3)C1)C2
ZINC08733560	CON/C=C(C(=O)Nc1ccc(C(F)(F)F)cc1)/C(=N\c1ccc(C(F)(F)F)cc1)OC(C)=O
ZINC39191744	COc1cc(OC)cc(C(=O)NC(C(=O)OCC(=O)Nc2cc(Cl)ccc2Cl)C(C)C)c1
ZINC39194781	CC(C)C(NC(=O)c1c(F)cccc1F)C(=O)OCC(=O)Nc1ccc(OC(F)F)c(Cl)c1
ZINC39748499	C=CCn1c(CC(=O)Nc2ccc(C)c(C)c2)nnc1SC(C)C(=O)Nc1cccc(SC)c1
ZINC39748922	C=CCn1c(CCNC(=O)c2ccc(Cl)c(Cl)c2)nnc1SC(C)C(=O)NC1CCCCC1
ZINC39756025	C=CCn1c(CCC(=O)Nc2ccccc2Cl)nnc1SCC(=O)Nc1ccc(Cl)cc1
ZINC39759088	CSc1cccc(NC(=O)C(C)Sc2nnc(CC(=O)Nc3cccc(Cl)c3)n2CC(C)C)c1
ZINC39765373	C=CCn1c(CC(=O)Nc2ccc(C)c(Cl)c2)nnc1SCC(=O)NCc1ccccc1Cl
ZINC39992176	CCCOc1ccc(/C=C(\C#N)C(=O)Nc2sc3c(c2C(=O)NCC)CCCC3)cc1OCC
ZINC39992316	CCCCOc1ccc(/C=C(\C#N)C(=O)Nc2sc3c(c2C(=O)NCCC)CCCC3)cc1OC
ZINC44325744	C[NH+](C)CCn1cc(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c2ccccc21
ZINC27776384	CC(C)CNc1nnc(SCC(=O)N(C)C(C)c2cccc(NC(=O)c3ccccc3)c2)s1
ZINC27928647	CCC(C)Cc1c(C)sc2[nH]c(SCC(=O)NCC3CN(CC(C)C)CCO3)nc(=O)c12
ZINC59177590	C=CCn1c(CCNC(=O)c2cccc(C)c2)nnc1SCC(=O)Nc1ccc(Cl)cc1C
ZINC21084920	COc1cccc(CSc2nnc(N/N=C/c3ccccc3OCc3ccc(Cl)cc3)[nH]2)c1
ZINC61997037	CCCSc1ncc(Cl)c(C(=O)NC(CCSC)C(=O)Nc2ccc(OCC)cc2)n1
ZINC04548130	Clc1ccccc1C[NH+]1CCN(/N=C\c2cccc(Br)c2)CC1
ZINC05100090	C=CC[NH+](Cc1cccc(C#N)c1)Cc1cccn1Cc1ccccc1F
ZINC05115208	C[NH+](C)CCN(C(=O)c1cccc(Cl)c1)c1nc2ccc(F)cc2s1
ZINC05202340	O=c1c(N2CC[NH+](C/C=C/c3ccccc3)CC2)csc2ccccc12
ZINC06786854	CCc1cc2oc(=O)cc(C[NH+]3CCCC3c3cccn3C)c2cc1Cl
ZINC11838471	O=C(CCC1CC[NH+](Cc2cccc3c2oc2ccccc23)CC1)N1CCCC1
ZINC13530613	Fc1ccccc1OC(CC[NH+]1CCc2ccccc2C1)c1ccccc1
ZINC14947968	O=C(CC1CCCC1)N1CCC(C2CC[NH+](Cc3cccc(F)c3F)CC2)C1
ZINC16671411	COc1cc2c(cc1OC)CN(c1cc(C)c3cc(SC)ccc3[nH+]1)CC2
ZINC21167071	Cc1cc(C)cc(N(Cc2cc(C)ccc2C)C2=[NH+]C3CS(=O)(=O)CC3S2)c1
ZINC21167434	Cc1ccc(C)c(CN(C2=[NH+]C3CS(=O)(=O)CC3S2)c2ccc(C)c(C)c2)c1
ZINC21720510	CCCc1cc(C2CCC[NH+]2Cc2ccc(F)c(Br)c2)no1
ZINC28572621	CN(C(=O)c1ccccc1Cn1ccc2c[nH+]ccc21)c1ccc(Cl)cc1
ZINC34682923	Cc1ccc(N(C(=O)CC(C)C)C2CC[NH+](Cc3cccs3)CC2)cc1
ZINC34756998	C=C(C)C[NH+]1CCN(c2nc(SC)nc3sc4c(c23)CCC4)CC1
ZINC35790555	COc1ccccc1C1c2cccn2CCC[NH+]1Cc1cc(F)ccc1F
ZINC35830914	CCCC(=O)N(c1ccc(C)cc1)C1CC[NH+](Cc2c(F)cccc2F)CC1
ZINC36345458	Cc1cccc(C2=NN(C(=O)C[NH+]3CCC(C)CC3)C(c3ccccc3F)C2)c1
ZINC36347259	COc1cccc(C[NH+]2CCCn3cccc3C2c2ccc(C)cc2)c1OC
ZINC38902901	CC(C)c1ccc(/C=N/N2C(=S)[NH+]=NC2c2ccc(Cl)cc2)cc1
ZINC38932019	Cc1cccc2c1=[NH+]C(=O)C(CN(C(=O)c1ccccc1)c1ccccc1)C=2
ZINC38971356	Cc1ccc(N(CC2C=c3cccc(C)c3=[NH+]C2=O)C(=O)C(C)C)c(C)c1
ZINC39006795	Cc1ccc(N(CC2C=c3ccc(C)cc3=[NH+]C2=O)C(=O)C(C)(C)C)cc1
ZINC39313283	FC(F)(F)c1cccc(CO/N=C2\CCCC3=c4ccccc4=[NH+]C32)c1
ZINC39372035	C[NH+](Cc1cccc2cnccc12)CC1C=NN=C1c1cccc2ccccc12
ZINC39460819	Cc1ccc(C[NH+]2CCCC(C3=NN=CC3c3cccc(C(F)(F)F)c3)C2)o1
ZINC39467276	Fc1ccc(C2C=NN=C2C2CCC[NH+](CC3CC=CCC3)C2)cc1F
ZINC43619802	CSc1cccc(C2CC3CN(Cc4cccc(Cl)c4)C(=O)C34CCC[NH+]24)c1
ZINC46583786	CC(c1ccc(Cl)cc1)[NH+](C)Cc1nc(-c2ccc(Cl)cc2)no1
ZINC49137273	C[NH+](CC(=O)c1ccc(Br)s1)Cc1ccccc1Br
ZINC40827461	CCc1ccc(N2C(=O)CC([NH+](C3CCCCC3)C3CCCCC3)C2=O)cc1
ZINC55255421	COCCN(Cc1cccc(F)c1)CC1CCC[NH+](C2Cc3ccccc3C2)C1
ZINC58357445	C[NH+](Cc1nc(-c2cc(Br)cs2)no1)C1CCCc2ccccc21
ZINC59831896	CC(c1ccc(F)cc1)[NH+](C)Cc1nc(-c2cc(Br)cs2)no1
ZINC14944311	O=C1C2C(C(=O)N1c1ccccc1)C(C(c1ccccc1)c1ccccc1)[NH+]1CCCC21
ZINC13571757	O=C(CN1CCS/C1=[NH+]\Cc1ccccc1)c1ccc(Cl)c(Cl)c1
ZINC13571757	O=C(CN1CCS/C1=[NH+]/Cc1ccccc1)c1ccc(Cl)c(Cl)c1
ZINC13150689	COCC/[NH+]=C1/Sc2nc3cc(C)c(C)cc3cc2CN1Cc1cccs1
ZINC63494190	CCc1ccc(N(CC)C(=O)C2C=C3C(=O)[NH+]=c4ccc(C)cc4=C3S2)cc1
ZINC63515258	CC1=NC(=O)C(c2ccccc2)C(C)N1CCC1=c2cc(C)ccc2=[NH+]C1C
ZINC63531365	COc1ccc2c(c1)=[NH+]C(C(=O)N1CCCCC1)C=2Sc1ccc(Cl)cc1
ZINC63617422	CC(C)N(CC1COc2ccccc2C1)C(=O)C1C=c2cc(Cl)ccc2=[NH+]1
ZINC63697628	CSc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)Cc2cccs2)cc1
ZINC63834957	CCC(C)N(CC#Cc1ccccc1)CC1C=c2ccc(F)cc2=[NH+]C1=O
ZINC63836218	CN(CC1CC=CS1)C(=O)CCC1=c2cc(F)ccc2=[NH+]C1c1ccc(F)cc1
ZINC63836232	CN(Cc1ccsc1)C(=O)CCC1=c2ccccc2=[NH+]C1c1ccc(F)cc1
ZINC64023876	Cc1ccccc1C1C2[NH+]=c3ccccc3=C2CCN1C(=O)CSc1ccccn1
ZINC64023879	Cc1ccccc1C1C2[NH+]=c3ccccc3=C2CCN1C(=O)CSc1ccccn1
ZINC64023934	Fc1ccc(C2C=NN=C2C2CCCN(CC3C=c4ccccc4=[NH+]3)C2)cc1
ZINC64157796	CSc1ncc(CN2CCC3=c4ccccc4=[NH+]C3C2c2ccccc2F)cn1
ZINC64721129	O=C(CC1=c2ccccc2=[NH+]C1)N(CCc1cccs1)Cc1cccs1
ZINC04376116	CCC(C)NC(=O)C1CSC2(CCN(C(=O)c3ccc(C(C)(C)C)cc3)CC2)[NH2+]1
ZINC09305766	C=C(C)Cn1c2c(c(=O)[nH]c1=S)C(C(F)(F)F)(C(F)(F)F)[NH+]=C(c1ccccc1)N2
ZINC11878211	Cc1ccccc1NC(=O)Nc1ccnn1C1CC[NH+](C2CSCCSC2)CC1
ZINC12001548	CC(NC(=O)c1ccc(C[NH+]2CC=C(c3ccc(F)cc3)CC2)[nH]c1=O)c1cccs1
ZINC15726908	COc1ccc(Cl)cc1NC(=O)c1cnn(-c2cccc(C)c2)c1C1CC[NH2+]CC1
ZINC22681259	CC1CC[NH+](C(CNC(=O)CC2Sc3ccccc3NC2=O)c2cccs2)CC1
ZINC22853584	Cc1ccc2[nH]c(CN3CC[NH+](C4CCN(C(C)C)CC4)C(CCO)C3)c(C)c2c1
ZINC33071768	O=C(NCc1ccccc1Br)C1CCCN(c2[nH]c3ccccc3[nH+]2)C1
ZINC22784493	CC(C(=O)NC(=O)NC12CC3CC(CC(C3)C1)C2)N1CC[NH+](Cc2cccs2)CC1
ZINC38563570	O=C(NCCCO)C1=CC2=c3ccccc3=[NH+]C2C(c2cccc(Br)c2)=N1
ZINC39307018	Cc1csc(NC(=O)C[NH+]2CCC(O)(c3ccc(Br)cc3)CC2)c1C#N
ZINC39399246	CN1C=C(C[NH2+]CC2=CC=CC3N=CC=C23)C(c2ccc(Oc3ccccc3)cc2)N1
ZINC39596820	CC(NC(=O)C1CN(C(=O)C2(C)CCCCC2)CC12CC[NH2+]CC2)c1ccccc1
ZINC39600141	CCCC(C)C(=O)N1CC(C(=O)NCc2cc(F)cc(C(F)(F)F)c2)C2(CC[NH2+]CC2)C1
ZINC39607055	Cc1ccc(CNC(=O)C2CN(C(=O)c3c(Cl)ccc(C)c3F)CC23CC[NH2+]CC3)c(C)c1
ZINC39607193	CCCCC(C)C(=O)N1CC(C(=O)NCc2ccc(C)cc2C)C2(CC[NH2+]CC2)C1
ZINC39607284	Cc1ccc(CC(=O)N2CC(C(=O)NCc3ccc(C)cc3C)C3(CC[NH2+]CC3)C2)cc1
ZINC39609780	O=C(NCc1ccc(Cl)c(Cl)c1)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC39635804	CC1CCCCC1NC(=O)C1CN(C(=O)c2cc(Cl)cc(Cl)c2)CC12CC[NH2+]CC2
ZINC39635903	CC1CCCCC1NC(=O)C1CN(C(=O)c2cccc(Cl)c2Cl)CC12CC[NH2+]CC2
ZINC39635906	CC1CCCCC1NC(=O)C1CN(C(=O)c2cccc(Cl)c2Cl)CC12CC[NH2+]CC2
ZINC39635921	Cc1ccc(Cl)c(C(=O)N2CC(C(=O)NC3CCCCC3C)C3(CC[NH2+]CC3)C2)c1F
ZINC39636504	Cc1ccc(C)c(CNC(=O)C2CN(C(=O)CCC3CCCC3)CC23CC[NH2+]CC3)c1
ZINC39637539	Cc1cccc(CC(=O)N2CC(C(=O)NC3CCCC(C)C3C)C3(CC[NH2+]CC3)C2)c1
ZINC39652952	CCC(C)CC(=O)N1CC(C(=O)NCCc2ccc(Br)cc2)C2(CC[NH2+]CC2)C1
ZINC39654554	CCc1ccc(CCNC(=O)C2CN(C(=O)C3CC=CCC3)CC23CC[NH2+]CC3)cc1
ZINC39659756	COc1ccccc1C(=O)N1CC(C(=O)NC2CCCCCCC2)C2(CC[NH2+]CC2)C1
ZINC39659838	Cc1ccc(C(=O)N2CC(C(=O)NC3CCCCCCC3)C3(CC[NH2+]CC3)C2)c(F)c1F
ZINC39666952	CCCC(C)C(=O)N1CC(C(=O)NCCc2ccc(C)cc2C)C2(CC[NH2+]CC2)C1
ZINC39667497	Cc1cccc(CNC(=O)C2CN(C(=O)CCC3CCCC3)CC23CC[NH2+]CC3)c1C
ZINC39673033	Cc1ccc(CNC(=O)C2CN(C(=O)CCC3CCCC3)CC23CC[NH2+]CC3)cc1C
ZINC39676876	CCCC(C)C(=O)N1CC(C(=O)NCCc2cc(C)ccc2C)C2(CC[NH2+]CC2)C1
ZINC39677069	CCC(C)CC(=O)N1CC(C(=O)NCCc2cc(C)ccc2C)C2(CC[NH2+]CC2)C1
ZINC39684321	CC(NC(=O)C1CN(C(=O)c2c(Cl)cccc2Cl)CC12CC[NH2+]CC2)C(C)(C)C
ZINC39684347	CC(NC(=O)C1CN(C(=O)c2cccc3c2-c2ccccc2C3=O)CC12CC[NH2+]CC2)C(C)(C)C
ZINC39694948	CCCC(C)C(=O)N1CC(C(=O)NCc2cccc(Cl)c2C)C2(CC[NH2+]CC2)C1
ZINC39767364	CC(C)CNC(=O)c1ccccc1NC(=O)C1CC[NH+](Cc2ccccc2F)CC1
ZINC43548258	C=CCNc1[nH+]c2c(s1)CC1(C)CCC(C(C)C(=O)N3CCOCC3)C(O)C1C2C
ZINC44551589	CC1(C)CC2CC(C)(CN2c2cncc(/C(N)=[NH+]/N=C/c3ccc(Cl)cc3)n2)C1
ZINC35951365	CC1(C)CC2CC(C)(CN2c2cncc(/C(N)=[NH+]/N=C/c3cccc(Cl)c3)n2)C1
ZINC45512573	CC(C(=O)Nc1ccc(Br)cc1)[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC47715019	Cc1cc(C)cc(C(=O)NCC(=O)NC2CC[NH+](Cc3ccc(F)c(F)c3)CC2)c1
ZINC60330086	CC(C(=O)Nc1cccc(Cl)c1)[NH+]1CCC(C(=O)Nc2cccc(C#N)c2)CC1
ZINC13124495	O=C(NCc1cccc(Cl)c1)c1cnn2c1NC(c1ccco1)CC2C(F)(F)F
ZINC63295500	COc1cccc(F)c1C1NC(C)C(C(=O)NCCC2=c3ccccc3=[NH+]C2)S1
ZINC63491306	CC1=NN(C2Nc3ccccc3S2)C(=O)/C1=C(\C)NCCC1=c2ccccc2=[NH+]C1
ZINC63530272	NC(=O)C1CCN(C(=O)C2[NH+]=c3ccccc3=C2Sc2ccc(Cl)cc2)CC1
ZINC63538106	O=C(NCC1C=c2ccccc2=[NH+]1)C1=CNN2C(C(F)(F)F)=CC(c3cccs3)=NC12
ZINC63655781	Cc1ccc2c(c1)=C(CCNC(=O)C1CCN(C3Nc4cccnc4S3)CC1)C[NH+]=2
ZINC63941258	Cc1ccc2c(c1)=C(CCN1CC(C(=O)NC3Nc4c(C)cccc4S3)CC1=O)C[NH+]=2
ZINC02095013	CCOc1cccc(C(Nc2cccc(C)[nH+]2)c2ccc3ccc(C)nc3c2O)c1
ZINC04164725	Cc1ccc2ccc(C(Nc3cccc(C)[nH+]3)c3ccc(N(C)C)cc3)c(O)c2n1
ZINC06808795	COc1ccc(C2=NC(c3ccsc3)[NH2+]C(c3cc(Cl)ccc3O)C2)cc1
ZINC07750561	CC([NH2+]C(c1ccccc1)c1cccs1)C(=O)N1CC(=O)Nc2ccccc21
ZINC08923463	CCOc1ccc(Br)cc1C1N=C(O)c2c(sc3c2CC[NH+](C(C)C)C3)N1
ZINC08923464	CCOc1ccc(Br)cc1C1N=C(O)c2c(sc3c2CC[NH+](C(C)C)C3)N1
ZINC06808794	COc1ccc(C2=NC(c3ccsc3)[NH2+]C(c3cc(Cl)ccc3O)C2)cc1
ZINC11873885	O=C(CC1C(=O)NCC[NH+]1C1CCCC1)NC(c1ccccc1)c1ccccc1
ZINC11873886	O=C(CC1C(=O)NCC[NH+]1C1CCCC1)NC(c1ccccc1)c1ccccc1
ZINC12034275	C[NH+](Cc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)[nH]1)C1CCCCC1
ZINC12281380	CCCCn1cnc2sc3c(c2c1=O)CCC([NH2+]CC1(O)CCCCC1)C3
ZINC14999561	O=C(Cc1cccc(F)c1)Nc1ccc(N2CCC([NH2+]Cc3ccsc3)CC2)cc1
ZINC18240776	Cc1ccc2[nH]cc(CC[NH2+]C3CC(=O)N(c4ccc(C(C)C)cc4)C3=O)c2c1
ZINC20889740	O=C(NCC1CC[NH+](Cc2ccc(F)cc2)CC1)Nc1cccc2c1CCCC2
ZINC20927161	Cc1ccc(C)c(NC(=O)NCc2c(-n3cccc3)sc3c2CC[NH+](C)C3)c1
ZINC22931449	CC([NH2+]CC1(N2CCOCC2)CCCCC1)C(=O)Nc1ccc(Cl)cc1F
ZINC33039568	CC([NH2+]C(C)c1ccc(-n2ccnc2)cc1)C(=O)Nc1cc(Cl)cc(Cl)c1
ZINC35556569	CC[NH2+]C(c1ccc(I)cc1)c1ccc2[nH]c(=O)oc2c1
ZINC35556617	CC[NH2+]C(c1ccc2[nH]c(=O)oc2c1)c1ccccc1I
ZINC18007131	COc1cc(C[NH2+]C23CC4CC(CC(O)(C4)C2)C3)cc(Br)c1OC
ZINC36039358	O=C(C[NH2+]Cc1ccccc1)/N=c1\[nH]c(-c2ccccc2)cn1-c1ccc(F)cc1
ZINC36299743	CC(C)[NH2+]CCCNS(=O)(=O)c1c(Cl)cc(Br)cc1Cl
ZINC36850433	COc1ccc(C([NH3+])c2cc(Br)sc2Br)c(OC)c1OC
ZINC37320674	CNC(=O)C(CC(C)C)[NH2+]Cc1cc(Br)cc(Br)c1OC
ZINC01045414	S=C(Nc1ccc(Cl)cc1Cl)NC(Cn1cc[nH+]c1)c1ccccc1
ZINC02846165	COc1cc(C[NH2+]CCO)cc(Cl)c1OCc1ccc(Cl)cc1Cl
ZINC39636064	CCCCC(C)C(=O)N1CC(C(=O)NC2CCCCC2C)C2(CC[NH2+]CC2)C1
ZINC39637438	CCCCC(C)C(=O)N1CC(C(=O)NC2CCCC(C)C2C)C2(CC[NH2+]CC2)C1
ZINC39659813	CCC(CC)C(=O)N1CC(C(=O)NC2CCCCCCC2)C2(CC[NH2+]CC2)C1
ZINC39686978	CC(Cc1ccccc1F)NC(=O)C1CN(C(=O)C2(C)CCCCC2)CC12CC[NH2+]CC2
ZINC39695998	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3ccc(Cl)cc3)CC23CC[NH2+]CC3)cc1
ZINC43548290	C=CCN(C)C(=O)C(C)C1CCC2(C)Cc3sc(NC)[nH+]c3C(C)C2C1O
ZINC43973076	Cc1cc(C[NH+]2CCC(CNC(=O)Nc3cccc(C(F)(F)F)c3)CC2)c(C)o1
ZINC43991674	CSc1ccccc1C[NH+]1CCC(CNC(=O)Nc2cc(C)cc(C)c2)CC1
ZINC44168572	CCN(CC)c1ccc(C2CSCC(C(=O)NCc3ccc(C)cc3)[NH2+]2)cc1
ZINC45820204	CC[NH+](CC)C(CNC(=O)c1cc(Br)c[nH]1)c1ccccc1Cl
ZINC51098379	CCc1cccc(NC(=O)C(C)[NH+]2CCC(NC(=O)c3ccc(C)s3)CC2)c1
ZINC52747282	Cc1ccccc1C(=O)NC1CC[NH+](C(C)C(=O)Nc2cccc(C)c2C)CC1
ZINC57292020	C=CC[n+]1c(-c2ccc(Cl)cc2)csc1Nc1ccc(NNc2ccccc2)cc1
ZINC16636643	Cc1cccc(NC(=O)C[NH+](C)C(C)C(=O)Nc2ccc(F)c(F)c2F)c1C
ZINC60217421	C[NH+](C)C(CNC(=O)NCCc1ccccc1Br)c1cccs1
ZINC63083827	O=c1[nH]ncc(NCC(C2=c3ccccc3=[NH+]C2)c2ccccc2Cl)c1Cl
ZINC64538607	Cc1cccc(CNC(=O)C2[NH+]=c3ccc(F)cc3=C2NC(=O)c2ccccc2)c1
ZINC45464220	Cc1ccccc1C[NH+]1CCC(NC(=O)NC2CCC(C(F)(F)F)CC2)CC1
ZINC66886321	O=C(C[NH+]1CCC(NC(=O)CC2CCCCC2)CC1)Nc1cc(F)cc(F)c1
ZINC66902544	CC1CCC(NC(=O)C(C)[NH+]2CCC(NC(=O)CC3CCCCC3)CC2)CC1
ZINC67247375	OCC1CCN(c2ccc(C[NH2+]Cc3csc(-c4ccsc4)n3)cc2)CC1
ZINC67400514	CC(C(=O)Nc1ccccc1F)[NH+]1CCC(C(O)c2ccc(Cl)cc2)CC1
ZINC67400707	O=C(C[NH+]1CCC(C(O)c2ccc(Cl)cc2)CC1)NCC#Cc1ccccc1
ZINC67488774	CCCC[NH+]1Cc2cccc(NC(=O)C(=O)NC34CC5CC(CC(C5)C3)C4)c2C1
ZINC02073835	CCOc1ccc(C(Nc2cc(C)cc[nH+]2)c2ccc3cccnc3c2O)cc1C
ZINC04697698	CC(C)(C)c1ccc(C(=O)NC([NH2+]CC2CCCO2)C(Cl)(Cl)Cl)cc1
ZINC04748820	Cc1cc(=O)n2c(n1)NC(Nc1cccc(C)c1C)=[NH+]C2c1ccc(C(C)C)cc1
ZINC07390664	Cc1ccc(NC(=O)C[NH+](C)C(C(=O)Nc2ccc(C)cc2)c2ccccc2)cc1
ZINC07676929	Cc1ccc(NC(=O)C[NH+](C)CC(=O)NC(c2ccccc2)c2cccs2)cc1
ZINC07676932	Cc1ccc(NC(=O)C[NH+](C)CC(=O)NC(c2ccccc2)c2cccs2)cc1
ZINC07974497	COC(=O)c1c(NC(=O)C[NH2+]C(c2ccccc2)c2ccccc2)sc(C)c1C
ZINC07984684	C[NH+](Cc1ccccc1NCC(=O)Nc1ccc(F)c(Cl)c1)C1CCCCC1
ZINC09227427	CCc1cccc(NC(=O)c2cnn(-c3c(C)cccc3C)c2C2CC[NH2+]CC2)c1
ZINC10086229	CC(C)c1ccc(NC(=O)C(=O)NCC(c2cccc3ccccc23)[NH+](C)C)cc1
ZINC10086238	CC(C)c1ccc(NC(=O)C(=O)NCC(c2cccc3ccccc23)[NH+](C)C)cc1
ZINC12702678	COc1ccccc1/C=C/C[NH+]1CCNC(=O)C1CC(=O)NC1CCCCCC1
ZINC13062087	Cc1ccc(Nc2nc(C[NH+](C)CC(=O)Nc3ccccc3Cl)cs2)cc1
ZINC15015866	Cc1ccc2ccc(C(Nc3cccc(C)[nH+]3)c3c(F)cccc3Cl)c(O)c2n1
ZINC15016969	Oc1c(C(Nc2cccc[nH+]2)c2ccc3c(c2)OCO3)cc(Cl)c2cccnc12
ZINC20213972	CCOC(=O)C1=C(C[NH+](C)C2CCCCC2)NC(=O)NC1c1ccc(Cl)cc1
ZINC20407394	Cc1ccc(CN(C(=S)NC2CCCCCC2)C2CC(C)(C)[NH2+]C(C)(C)C2)o1
ZINC20873421	CC(C)(C)NC(=O)COc1ccc(Cl)cc1C[NH2+]C12CC3CC(CC(C3)C1)C2
ZINC21262968	Cc1ccc(CN(Cc2ccco2)C(=S)NC2CC(C)(C)[NH2+]C(C)(C)C2)cc1
ZINC21263146	Cc1ccc(CN(CC2CCCO2)C(=S)NC2CC(C)(C)[NH2+]C(C)(C)C2)cc1
ZINC21263155	Cc1ccccc1CN(CC1CCCO1)C(=S)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC23456577	CC(C)c1ccc(-c2noc(CCC(=O)NC3CC(C)(C)[NH2+]C(C)(C)C3)n2)cc1
ZINC24911776	CC(C)(C)c1[nH]c2ccccc2c1C[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1
