ZINC06503852	Cc1ccc(C(=O)NC(=S)NNC(N)=S)cc1I
ZINC67061762	Cc1cccc(C(=O)NNC(=O)NCCCOCc2ccco2)c1
ZINC67103911	CC(C)CCC(=O)NNC(=O)N1CCC(NC(=O)C2CCC2)CC1
ZINC67143500	CC(=O)Nc1cc(NC(=O)CNC(=O)OC(C)(C)C)ccc1F
ZINC67190658	C[C@@H](CC(=O)N1CCN(CC(N)=O)CC1)NC(=O)C1CCCCC1
ZINC67339855	CC(C)(C)OC(=O)NCCNC(=O)C(=O)Nc1ccc(Cl)cc1
ZINC01048893	C[C@@H]1CN(C(=[NH2+])NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@@H](C)O1
ZINC08790005	O=C1[C@@H]2[C@@H](Cc3ccccc3)[NH2+][C@]3(C(=O)Nc4ccccc43)[C@@H]2C(=O)N1CCc1ccccc1
ZINC08864272	O=C(NC[C@@H](c1ccsc1)[NH+]1CCCC1)C(=O)Nc1ccc(OC(F)(F)F)cc1
ZINC10188451	CN(C)c1ccc([C@H](CNC(=O)C(=O)NC2CCCC2)[N@@H+]2CCc3ccccc3C2)cc1
ZINC12755794	CC(C)[NH+]1CCC(NC(=O)c2cccc(NS(=O)(=O)c3ccc(Br)cc3)c2)CC1
ZINC14183862	COc1ccc([C@@H](CNC(=O)c2ccc3c(c2)NC(=O)CCS3)[NH+]2CCCCC2)cc1
ZINC14996255	O=C(NC[C@@H]1CCCO1)c1cc2cc(C3(O)CC[NH+](Cc4cc(F)ccc4F)CC3)ccc2o1
ZINC15730956	C[C@@H]1CC(=O)Nc2cc(S(=O)(=O)NCC[N@@H+]3CCc4ccccc4C3)ccc2S1
ZINC19234501	Cc1cccc(C2(O)CC[NH+](C[C@@H](O)c3ccc4c(c3)C[C@H](C)N4S(C)(=O)=O)CC2)c1
ZINC20503879	S=C(NC[C@H]1C[C@@H]2CC[N@H+]1C[C@@H]2CN1CCSCC1)Nc1ccc(-n2cccn2)cc1
ZINC13730929	O=c1oc2c(C[NH2+]CCCN3CCOCC3)c(O)ccc2cc1-c1cc(F)cc(F)c1
ZINC23858013	CN1CCc2cc([C@H](CNC(=O)C(=O)Nc3cccc(Cl)c3)[NH+]3CCCCC3)ccc21
ZINC24874869	NC(=O)[C@@H](c1ccccc1)[NH+]1CCN(S(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)CC1
ZINC31079353	C[NH+](C)Cc1ccc(-c2ccccc2CNC(=O)c2ccc(NS(C)(=O)=O)cc2)cc1
ZINC35210022	CN(C)c1ccc(NC(=O)c2ccc(Cl)cc2Cl)cc1C(=O)NCCC[NH+](C)C
ZINC36158866	O=c1[nH]c(C[N@@H+](Cc2ccco2)C[C@@H](O)Cc2ccccc2)nc2sc3c(c12)CCC3
ZINC38870003	O=C(NC[C@H]1CCCO1)c1ccccc1NC(=O)[C@@H]1CCC[N@H+](Cc2ccc(Cl)cc2)C1
ZINC12151289	Cc1c[nH]c(CN(C)C(=O)CC[C@@]2(Cc3ccc(-c4ccccc4)cc3)CCC(=O)N2)[nH+]1
ZINC39596101	Cc1ccc(C(=O)N2C[C@@H](C(=O)NC[C@@H](C)Oc3ccc(F)cc3)C3(CC[NH2+]CC3)C2)c(F)c1F
ZINC39596471	CC[C@@H](C)CC(=O)N1C[C@H](C(=O)NC[C@@H](C)Oc2ccc(F)cc2)C2(CC[NH2+]CC2)C1
ZINC39596811	C[C@H](Oc1ccccc1)C(=O)N1C[C@@H](C(=O)N[C@@H](C)c2ccccc2)C2(CC[NH2+]CC2)C1
ZINC39601102	CC(C)CCNC(=O)[C@H]1CN(C(=O)c2ccc(OC(F)(F)F)cc2)CC12CC[NH2+]CC2
ZINC39610481	CCOc1ccc(C(=O)N2C[C@H](C(=O)NCc3ccc(F)c(Cl)c3)C3(CC[NH2+]CC3)C2)cc1
ZINC39634245	Cc1ccc(CNC(=O)[C@@H]2CN(C(=O)c3cccc4c3-c3ccccc3C4=O)CC23CC[NH2+]CC3)cc1
ZINC39634246	Cc1ccc(CNC(=O)[C@H]2CN(C(=O)c3cccc4c3-c3ccccc3C4=O)CC23CC[NH2+]CC3)cc1
ZINC39637934	CC[C@H](COC)NC(=O)[C@H]1CN(C(=O)c2cc(Cl)cc(Cl)c2)CC12CC[NH2+]CC2
ZINC39657432	C[C@@H](Oc1ccccc1)C(=O)N1C[C@H](C(=O)NCCc2cccs2)C2(CC[NH2+]CC2)C1
ZINC39662232	N#C[C@@H](NC(=O)[C@H]1CN(C(=O)c2c(Cl)cccc2Cl)CC12CC[NH2+]CC2)c1ccccc1
ZINC39662364	N#C[C@@H](NC(=O)[C@H]1CN(C(=O)Cc2ccc(Cl)cc2)CC12CC[NH2+]CC2)c1ccccc1
ZINC39665991	CCc1ccc(C(=O)N2C[C@@H](C(=O)NC[C@H](C)Oc3ccc(C)cc3)C3(CC[NH2+]CC3)C2)cc1
ZINC39666255	CC[C@H](C)CC(=O)N1C[C@@H](C(=O)NC[C@@H](C)Oc2ccc(C)cc2)C2(CC[NH2+]CC2)C1
ZINC39668929	O=C(NC[C@@H]1OCCc2ccccc21)[C@@H]1CN(C(=O)CCC2CCCC2)CC12CC[NH2+]CC2
ZINC39668930	O=C(NC[C@H]1OCCc2ccccc21)[C@H]1CN(C(=O)CCC2CCCC2)CC12CC[NH2+]CC2
ZINC39668934	CCc1ccc(C(=O)N2C[C@H](C(=O)NC[C@@H]3OCCc4ccccc43)C3(CC[NH2+]CC3)C2)cc1
ZINC39668995	O=C(NC[C@@H]1OCCc2ccccc21)[C@H]1CN(C(=O)c2cccc(Cl)c2)CC12CC[NH2+]CC2
ZINC39672161	CN1CCCc2cc(CNC(=O)[C@H]3CN(C(=O)c4ccc(F)cc4F)CC34CC[NH2+]CC4)ccc21
ZINC39672182	CC[C@@H](C)C(=O)N1C[C@@H](C(=O)NCc2ccc3c(c2)CCCN3C)C2(CC[NH2+]CC2)C1
ZINC39676611	COc1cccc([C@@H](C)NC(=O)[C@@H]2CN(C(=O)c3ccc(C)cc3)CC23CC[NH2+]CC3)c1
ZINC39678255	CCc1ccc(C(=O)N2C[C@@H](C(=O)NCc3ccccc3N3CCCCC3)C3(CC[NH2+]CC3)C2)cc1
ZINC39681206	Cc1ccc(C(=O)N2C[C@@H](C(=O)NCCOc3ccccc3Cl)C3(CC[NH2+]CC3)C2)cc1
ZINC39681252	O=C(NCCOc1ccccc1Cl)[C@H]1CN(C(=O)c2ccc(F)cc2F)CC12CC[NH2+]CC2
ZINC39684565	COc1ccc(Br)c(C(=O)N2C[C@H](C(=O)N[C@@H](C)C(C)(C)C)C3(CC[NH2+]CC3)C2)c1
ZINC39684631	Cc1cc(C(=O)N2C[C@H](C(=O)N[C@@H](C)C(C)(C)C)C3(CC[NH2+]CC3)C2)c(C(F)(F)F)o1
ZINC39690319	O=C(NCc1ccc(-n2cccc2)cc1)[C@H]1CN(C(=O)[C@H]2CC=CCC2)CC12CC[NH2+]CC2
ZINC39696222	CCc1ccc([C@@H](C)NC(=O)[C@@H]2CN(C(=O)c3cc(C)oc3C(F)(F)F)CC23CC[NH2+]CC3)cc1
ZINC46838931	CC(C)NS(=O)(=O)c1ccc(C(=O)NCc2ccc(C[N@H+]3CCCC[C@@H]3C)cc2)cc1
ZINC14236048	C[C@@H](SCc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)C(=O)NC1CC[NH+](C2CC2)CC1
ZINC60095059	C[C@H]1C[C@H](C)C[NH+](C(C)(C)CNC(=O)/C=C/c2ccc(S(=O)(=O)NC3CC3)cc2)C1
ZINC60355157	Cc1ccc([C@@H](CNC(=O)C[C@H]2Sc3ccc(Cl)cc3NC2=O)[NH+]2CCCC2)o1
ZINC25356960	N=C1c2ccccc2CN1c1ccc(S(=O)(=O)c2ccc(N3Cc4ccccc4C3=[NH2+])cc2)cc1
ZINC02591719	CC[NH+](CC)CCNC(=O)Cc1n[nH]c(=O)c2ccccc12
ZINC12359103	CCOC1(OCC)CCN(C(=O)OC(C)(C)C)[C@H](C[NH3+])C1
ZINC23127498	CC(C)CNC(=O)C(=O)NCC1CC[NH+](Cc2ccco2)CC1
ZINC29575655	CCOCCC/[NH+]=C(\N)SCc1cc(=O)n2c(C)cccc2n1
ZINC36154530	C=CCOC(=O)c1sc2nc(C[NH2+]CC)[nH]c(=O)c2c1C
ZINC36204406	COCC[N@@H+](Cc1nc2sc(C)c(C)c2c(=O)[nH]1)CC(C)(C)O
ZINC36265100	CCCN(CCC)S(=O)(=O)N[C@@H]1C[NH2+]C[C@@H]1OC
ZINC36291467	COCCc1nc(-c2ccc([N+](=O)[O-])cc2)c(CC[NH3+])s1
ZINC36907403	COc1nc(N(C)C)sc1C[NH2+]CC(=O)NC1CC1
ZINC37241444	Cn1cc[nH+]c1[C@H](NCCNS(C)(=O)=O)c1cccs1
ZINC37802118	CCC[C@](C)([NH3+])C(=O)N(CCOC)[C@H]1CCS(=O)(=O)C1
ZINC38014262	CC[C@H](C)NC(=O)CC[NH2+]Cc1csc([N+](=O)[O-])c1
ZINC40904363	COc1ccc(C[NH2+]C(C)C)c(OC[C@@H]2CNC(=O)O2)c1
ZINC40904548	COc1ccc(C[NH2+]C2CC2)c(OC[C@@H]2CNC(=O)O2)c1
ZINC41625460	CCCNC(=O)C[N@@H+]1CCC[C@H](CNS(C)(=O)=O)C1
ZINC41719775	CC[NH+]1CCN(CCCNC(=O)C(=O)Nc2ccccc2)CC1
ZINC42643247	CCCN(CC1CC1)C(=O)[C@@H](C)[NH+]1CCN(CC(N)=O)CC1
ZINC42874217	C=CCNC(=O)COc1cc2c(cc1C[NH2+]C)OCO2
ZINC42874475	CCCNC(=O)COc1cc2c(cc1C[NH2+]CC)OCO2
ZINC42874632	CC[NH2+]Cc1cc2c(cc1OCCOCCO)OCO2
ZINC44694491	COCCOCC[NH2+][C@@H]1C(=O)Nc2ccc(OC)cc21
ZINC44730173	Cc1cc([C@@H](C)[NH2+]C[C@@H](O)COc2cnsn2)c(C)o1
ZINC44909796	C[NH+](C)[C@@H](CNC(=O)NCCN1CCOCC1)c1cccs1
ZINC44992956	C[C@H](CNC[C@@H](O)COc1cnsn1)[NH+]1CCCCC1
ZINC49492033	COC[C@@H](C)NC(=O)NC(=O)C[N@H+](C)CC1CCCC1
ZINC50015747	O=[N+]([O-])c1ccccc1C[NH2+]C[C@@H](O)COCC1CC1
ZINC50118360	COC[C@H](O)C[N@H+](C)CC(=O)Nc1sccc1C#N
ZINC50252520	CCCN([C@@](C)(CC)C[NH3+])S(=O)(=O)c1c(C)nn(C)c1C
ZINC54131929	CNc1ccc(S(=O)(=O)NCC[N@H+](C)C(C)C)cn1
ZINC55358785	CNS(=O)(=O)CCNC(=O)CC[NH+]1CCCCCCC1
ZINC56511314	COCCCNC(=O)C[NH+]1CCC(C(=O)NC2CC2)CC1
ZINC57043487	CCC(CC)(CNC(=O)CNS(C)(=O)=O)[NH+](C)C
ZINC57627824	COCCCNC(=O)C[N@@H+](C)[C@@H](C)C(=O)NC(C)(C)C
ZINC62357134	CCNS(=O)(=O)NC[C@H](c1ccco1)[NH+]1CCC(C)CC1
ZINC62602057	CCOC(=O)[C@H](CCSc1nc(C)n[nH]1)[NH2+]C(C)C
ZINC62857711	CC[C@@]1(C(=O)N(C)CC(=O)NCCCOC)CCC[NH2+]C1
ZINC62896338	CC[C@@]1(C(=O)N(C)CC(=O)NCCCOC)CC[NH2+]C1
ZINC63758496	CC1CC[NH+](CCCCNC(=O)[C@H](C)NS(C)(=O)=O)CC1
ZINC57553214	O=C(CCNS(=O)(=O)c1ccccc1)N[C@H]1CC[N@@H+](C2CC2)C1
ZINC58299844	c1cc2n(n1)C[C@@H](C[NH2+]Cc1ccc(OCC3CC3)nc1)CN2
ZINC64635081	Cc1csc(CC(=O)NNC(=O)C[N@@H+](C)CCC(F)(F)F)n1
ZINC66177876	CC[C@@H](C)[N@H+](C)CCNC(=O)NC1CCN(C(=O)C(C)C)CC1
ZINC66494959	CC(C)CCNC(=O)C1CC[NH+](CC(=O)NCC#N)CC1
ZINC66819727	C[C@H](NC(=O)C1CCOCC1)C(=O)NCCC[NH+]1CCCCCC1
ZINC66829103	CC(C)C[C@@H](C[NH+](C)C)NC(=O)[C@H](C)NC(=O)C1CCOCC1
ZINC66838579	CC(C)[C@@H](CNC(=O)[C@H](C)NC(=O)C1CCOCC1)[NH+]1CCCC1
ZINC66875967	CCS(=O)(=O)NCC[NH2+]Cc1cn(-c2ccccc2)nc1C
ZINC66927570	CC[NH+](CC)[C@H](C)CNC(=O)[C@@H](C)NC(=O)C1CCOCC1
ZINC66970922	O=C(NCC[NH2+]Cc1ccccc1N1CCOCC1)c1ccco1
ZINC67573396	C[C@@H](CNC(=O)CNC(=O)OC(C)(C)C)[NH+]1CCCC1
ZINC03305103	O=S(=O)(c1ccc(NC(=S)NNc2ncc(C(F)(F)F)cc2Cl)cc1)N1CCOCC1
ZINC05344836	COc1nsnc1NS(=O)(=O)c1ccc(NC(=S)NC(=O)/C=C/c2cccs2)cc1
ZINC08710901	O=C(CNc1ccccc1C(=O)NC[C@H]1CCCO1)Nc1ccc(S(=O)(=O)N2CCCC2)cc1
ZINC08861022	C[C@@]1(CCc2ccccc2)NC(=O)N(NC(=O)c2ccc(S(=O)(=O)Nc3ccccc3)cc2)C1=O
ZINC03624846	CCCCCCN1C(=O)C(=O)C2=C(c3ccc(OC)c(OC)c3)O[C@@]3(O)c4ccccc4C(O)(O)[C@]213
ZINC08968886	COc1ccc([C@H](CNC(=O)C(=O)NNC(=O)c2cccs2)S(=O)(=O)c2cccs2)cc1
ZINC09081884	Cc1ccc(S(=O)(=O)[C@H](CNC(=O)C(=O)NNC(=O)c2cccs2)c2ccco2)cc1C
ZINC09419527	Cc1ccc(S(=O)(=O)NC[C@H]2CC[C@H](C(=O)NCC(=O)N[C@@H]3CCS(=O)(=O)C3)CC2)cc1
ZINC09579688	CC[C@@]1(c2ccccc2)NC(=O)N(CC(=O)Nc2ccccc2C(=O)NCc2ccco2)C1=O
ZINC09705621	O=C(NCCCN1CCCC1=O)C(=O)Nc1c(C(=O)Nc2ccccc2F)oc2ccccc12
ZINC09705879	Cc1ccccc1NC(=O)c1oc2ccccc2c1NC(=O)C(=O)NCCCN1CCCC1=O
ZINC09834736	CCCN(C(=O)[C@@H]1CC(=O)N(Cc2ccc(C)cc2)C1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC10425374	O=C(CSCc1nc2sc3c(c2c(=O)[nH]1)CCC3)NCCCN1C(=O)NC2(CCCC2)C1=O
ZINC10462839	CCNS(=O)(=O)c1ccc(NC(=O)c2ccc(NC(=O)[C@@H]3CC(=O)N(c4ccccc4)C3)cc2)cc1
ZINC10462888	O=C(Nc1ccccc1C(=O)NC[C@@H]1CCCO1)c1ccc(NC(=O)[C@H]2CC(=O)N(c3ccccc3)C2)cc1
ZINC13264382	C/C(=N\NC(=O)C[NH2+][C@@H](C)c1ccccc1)c1ccc(S(=O)(=O)N2CCCC[C@@H]2C(=O)[O-])cc1
ZINC13436052	O=C([O-])C[C@H](NC(=O)CN1CC[C@@H](CCc2ccc3c([nH+]2)NCCC3)C1=O)c1cccnc1
ZINC13623425	COc1ccccc1/C=C/C(=O)NC(=S)NNC(=O)[C@@H]1CC(=O)N(Cc2ccccc2)C1
ZINC14157849	C[C@@H](NC(=O)CSc1nnc(-c2cccs2)n1C1CC1)c1ccc(S(N)(=O)=O)cc1
ZINC14578854	CC(C)CCN(C(=O)C[C@@H]1OC(=O)c2ccccc21)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC14839212	O=C(/C=C/c1cccc([N+](=O)[O-])c1)NC(=S)Nc1cccc(C(=O)NC[C@@H]2CCCO2)c1
ZINC15896058	Cc1ccccc1C(=O)N[C@H](CC(C)C)C(=O)NNC(=O)c1cccc(S(=O)(=O)N(C)C)c1
ZINC17640254	Cc1sc2nc(CS[C@@H](C)C(=O)NNC(=O)[C@@H](C)Oc3ccccc3F)[nH]c(=O)c2c1C
ZINC18346977	CCOC(=O)c1c(C)oc(NC(=O)Cn2cc(C(F)(F)F)cc(Cl)c2=O)c1C(N)=O
ZINC19866771	CCOc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc(I)c1O
ZINC20156025	COc1ccc([C@H](c2c([O-])[nH]c(=O)[nH]c2=O)[N@H+](Cc2ccccc2)C(C)C)c(OC)c1OC
ZINC20331484	CCN1CC[NH+](CCNC(=O)CCCCn2c(=S)[nH]c3c([nH]c4ccc(OC)cc43)c2=O)CC1
ZINC20978687	C[C@H](OC(=O)CCc1nc2ccccc2c(=O)n1C1CC1)C(=O)Nc1sccc1C(N)=O
ZINC21682358	CC(=O)Nc1ccc(C(=O)NCCNS(=O)(=O)c2ccc3c(c2)C[C@H](C)N3C(=O)C(F)(F)F)cc1
ZINC22233507	Cc1cc(C)nc(NNC(=O)CCNS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)n1
ZINC24091580	Cc1ccc(CNC(=O)c2ccccc2NC(=O)COC(=O)C[C@H]2Oc3ccccc3NC2=O)cc1
ZINC32045057	NC(=O)Cc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc(OC(F)(F)F)c3)CC2)cc1
ZINC32895904	O=C(C[C@@H]1SC(N2CCCCC2)=NC1=O)Nc1cccc(C(=O)NCC(=O)NC2CC2)c1
ZINC35544468	CC[C@H](C)N(C(=O)COC(=O)C[C@H](NC(N)=O)c1ccc(Cl)cc1)[C@H]1CCS(=O)(=O)C1
ZINC36371999	CC(=O)OC[C@@H](O)[C@@H]1CC[C@@]2(O)[C@H]3CC[C@@]4(O)C[C@@H](OC(C)=O)CC[C@]4(COC(C)=O)[C@@H]3CC[C@]12C
ZINC36589720	C[C@@H](NC(=O)[C@H]1CC[C@H](CNS(=O)(=O)c2ccccc2)CC1)C(=O)N[C@H]1CCS(=O)(=O)C1
ZINC03345659	COCCN(C(=O)CN1CCCc2ccccc21)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC12140283	O=C(NCCc1c[nH]c2ccccc12)C(=O)NC[C@H]1OCCCN1S(=O)(=O)c1cccs1
ZINC38509403	O=C(Cn1cnc(-c2ccc(F)cc2)cc1=O)NCCNC(=O)c1ccc(NC(=O)C2CC2)cc1
ZINC21602886	CC(C)C[C@H](C(=O)O[C@@H](C)C(=O)Nc1sccc1C(N)=O)N1C(=O)[C@H]2CC=CC[C@H]2C1=O
ZINC39534312	CC(C)S(=O)(=O)NC[C@H](c1ccc(S(=O)(=O)Oc2ccccc2)cc1)N1CC[NH2+][C@H]([O-])C1
ZINC39682861	O=C([O-])CCCCNC(=O)[C@H]1CN(C(=O)c2ccc(-c3ccccc3)o2)CC12CC[NH2+]CC2
ZINC43171696	Cc1cc[nH+]c(NC[C@@H]2CC(=O)N(c3ccc(C[C@H](NC(=O)c4c(C)cc(C)cc4C)C(=O)[O-])cc3)C2)c1
ZINC27200175	COc1ccc(S(=O)(=O)N[C@H](C(=O)NNC(=O)[C@@H](C)Oc2ccc(F)cc2)C(C)C)cc1
ZINC58880853	Cc1ccc(C)c(NC(=O)C(=O)N/N=C/c2ccc(OCC(=O)NC[C@H]3CCCO3)cc2)c1
ZINC58881252	O=C(COc1ccc(/C=N/NC(=O)C(=O)Nc2cccc(Br)c2)cc1)NC[C@H]1CCCO1
ZINC59294004	CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccco3)c2=O)=C(C(=O)NCc2ccccc2)[C@@H]1c1ccco1
ZINC18119203	CCNC(=S)N(CCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC(=O)N(c2ccccc2)C1=O
ZINC18119203	CCNC(=S)N(CCc1ccc(S(N)(=O)=O)cc1)[C@@H]1CC(=O)N(c2ccccc2)C1=O
ZINC64773398	CCOc1cc([C@H]2CC(=O)NC3=NC(SCc4ccc(F)cc4)=NC(=O)[C@@H]32)ccc1OCC(N)=O
ZINC12196287	O=C(CC[C@@]1(Cc2ccc(Cl)cc2)CCC(=O)N1)NCCc1nc(-c2ccncc2)n[nH]1
ZINC02667006	CC(C)CC(=O)N[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(Cl)(Cl)Cl
ZINC01184592	CCOC(=O)c1ccc(NC(=S)N[C@H](NC(C)=O)C(Cl)(Cl)Cl)cc1
ZINC06786787	O=C(Cc1ccccc1)NCC(=O)NNC(=O)c1ccc(COc2ccccc2)cc1
ZINC10690872	Cc1cc(NC(=O)CSCC(=O)NC[C@@H](c2ccccc2)c2c[nH]c3ccccc23)no1
ZINC12572014	O=C(COc1ccccc1)NNC(=S)NC(=O)COc1ccc(Br)cc1
ZINC13618503	COCCNC(=O)c1cccc(NC(=S)NC(=O)c2cc(Br)ccc2OC)c1
ZINC13621150	CCOc1ccc(/C=C/C(=O)NC(=S)NNC(=O)c2ccc(OC)c(Br)c2)cc1
ZINC14000004	CCOC(=O)/C=C/C(=O)NC(=S)Nc1ccccc1C(=O)N[C@H](C)c1ccccc1
ZINC14000587	COc1ccc(/C=C/C(=O)NC(=S)Nc2ccccc2C(=O)NC[C@H]2CCCO2)cc1
ZINC14002080	C=CCNS(=O)(=O)c1ccc(NC(=S)NC(=O)Cc2ccc(Cl)cc2)cc1
ZINC14020684	CCOc1ccccc1C(=O)NC(=S)NNC(=O)COc1ccc(Cl)cc1C
ZINC14662090	COCCOc1ccc(C(=O)NC(=S)NNC(=O)c2cccc(C)c2)cc1Br
ZINC14697644	Nc1c(N(CCC2=CCCCC2)C(=O)CCc2ccccc2)c(=O)[nH]c(=O)n1Cc1ccccc1
ZINC14770719	C=CCNC(=O)c1ccccc1NC(=S)NC(=O)c1ccc(OCC)c(Br)c1
ZINC14802350	CSCC[C@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)NNC(=O)c1ccc(C)cc1C
ZINC14836490	CC[C@H](C)NC(=O)c1cccc(NC(=S)NC(=O)c2ccccc2OC(C)C)c1
ZINC15384810	C[C@@H](Oc1ccc(F)cc1)C(=O)NNC(=O)CCNC(=O)c1ccc(C(C)(C)C)cc1
ZINC15466879	CC(C)(C)c1ccc(C(=O)NCCC(=O)NNC(=O)CSc2ccccc2F)cc1
ZINC03374464	Cc1cccc(C(=O)N[C@@H](C(=O)NNC(=O)COc2cc(C)ccc2C(C)C)C(C)C)c1
ZINC16745073	CS(=O)(=O)NCCc1ccc(C(=O)COC(=O)c2ccc(Cl)c(N)c2)s1
ZINC18054597	C[C@@H](Oc1ccccc1F)C(=O)NNC(=O)CCCNC(=O)c1ccc(Cl)cc1
ZINC19042458	CCOC(=O)c1c(NC(=O)COc2ccc(Cl)cc2C(N)=O)sc(C)c1CC
ZINC20115063	CC(C)COc1ccc(C(=O)NC(=S)Nc2ccc(C(=O)NCc3ccco3)cc2)cc1
ZINC20228499	COC(=O)[C@@](O)(c1ccc(NC(=S)NC(=O)c2ccccc2)c(OC)c1)C(F)(F)F
ZINC20228501	COC(=O)[C@](O)(c1ccc(NC(=S)NC(=O)c2ccccc2)c(OC)c1)C(F)(F)F
ZINC20609204	CCOC(=O)[C@@](O)(c1ccc(NC(=S)NC(=O)c2ccccc2)cc1)C(F)(F)F
ZINC24342817	CCCN(C(=O)CCSc1ccccc1F)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC28908428	C[C@H](Sc1nnc(C2CC2)n1CCC(N)=O)C(=O)N[C@H](C)c1ccc(Cl)cc1Cl
ZINC28908433	C[C@H](Sc1nnc(C2CC2)n1CCC(N)=O)C(=O)N[C@@H](C)c1ccc(Cl)cc1Cl
ZINC35096648	Cc1ccccc1NC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN1CCOCC1
ZINC35210343	CCOCCCNC(=O)c1cc(NC(=O)Nc2ccc(Br)cc2)ccc1N(C)C
ZINC02532728	O=C(COc1ccc(OC(F)(F)F)cc1)NNC(=S)Nc1cccc(C(F)(F)F)c1
ZINC35292344	COc1ccc(NC(=S)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1
ZINC35592578	CC(C)CNC(=O)[C@@]1(OCc2ccccc2)C[C@H](OCc2ccc(C#N)cc2)[C@H](O)[C@H](O)C1
ZINC35749648	CCNC(=S)N1CCC([C@H](NC(=O)c2cccs2)C(=O)N[C@@H](C)C(C)C)CC1
ZINC09206979	CC[C@H](C)NS(=O)(=O)c1ccc(NC(=S)NC(=O)CCC2CCCCC2)cc1
ZINC36503683	CC(C)(C)CC(C)(C)NC(=O)[C@H](c1cccc(O)c1)N(Cc1ccco1)C(=O)CO
ZINC36575365	CCCN(C(=O)CNC(=O)c1ccccc1)[C@@H](C(=O)NC(C)(C)C)c1ccccc1O
ZINC37423587	Cc1ccc(CO[C@H]2C[C@](OCc3ccccc3C#N)(C(=O)NCC3CC3)C[C@@H](O)[C@H]2O)cc1
ZINC40721476	CCOc1cc(C[NH2+][C@H](Cc2c[nH]c3ccccc23)C(=O)[O-])ccc1OCc1ccccc1Cl
ZINC40751983	COCCN(CCOC)c1ncnc(Nc2ccc(I)cc2)c1N
ZINC43547968	COCCNC(=O)CC[C@@]12CC[C@](C)(O)C[C@H]1C(C)(C)C[C@@H]2NC(=O)Cc1cccs1
ZINC28519562	CCOC(=O)c1c(NC(=O)[C@@H](C)Sc2nc(C)c(CC(N)=O)s2)sc2c1CCC2
ZINC01117863	O=C(NNC(=S)NC[C@H]1CCCO1)c1ccc(COc2ccc3c(c2)CCC3)o1
ZINC57349405	COc1ccc([C@@H](CNC(=O)[C@H](NC(=O)c2ccco2)C(C)C)c2c[nH]c3ccccc23)cc1
ZINC57390581	CCn1c(SCC(=O)NNC(=S)N[C@@H]2CCCC[C@H]2C)nnc1-c1cccs1
ZINC58156716	CCN(CC)S(=O)(=O)c1ccc(C)c(C(=O)NC[C@@H](Cc2ccc(F)cc2)C(N)=O)c1
ZINC26105166	Cc1ccc(S(=O)(=O)NCCNC(=O)[C@@H](NC(=O)c2ccc(Cl)cc2)C(C)C)cc1
ZINC58714744	CC(C)C[C@@H](NC(=O)NNC(=O)c1ccc(COc2ccccc2)o1)c1ccccc1
ZINC60341692	CNc1ccc(S(=O)(=O)NC)cc1NS(=O)(=O)c1ccc(CCC(C)C)cc1
ZINC08990593	C[C@H](NC(=O)[C@H]1CC[C@H](CNS(=O)(=O)c2ccccc2)CC1)C(=O)N[C@H](C)c1ccccc1
ZINC09206562	CC[C@@H](C)NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(-c3ccccc3)cc2)cc1
ZINC02283240	COC(=O)[C@@](O)(c1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2Cl)c(OC)c1)C(F)(F)F
ZINC10042515	COc1ccccc1/C=C/C(=O)NC(=S)NNC(=O)COc1ccc(Br)cc1C
ZINC10460330	Cc1ccc(OCC(=O)NNC(=S)NC(=O)CCc2ccccc2Cl)c(Br)c1
ZINC10690942	Cc1cc(NC(=O)[C@@H](C)SCC(=O)NC[C@H](c2ccccc2)c2c[nH]c3ccccc23)no1
ZINC10794820	NS(=O)(=O)c1ccc(C(=O)OCC(=O)NCCC(c2ccccc2)c2ccccc2)cc1
ZINC11612297	O=C(CCCCCN1C(=O)/C(=C\C=C/c2ccccc2)SC1=S)NNC(=O)c1ccccc1O
ZINC12502744	Cc1ccc(OCC(=O)NNC(=S)NC(=O)C(c2ccccc2)c2ccccc2)c(Br)c1
ZINC12572093	O=C(COc1ccc(Cl)cc1Cl)NNC(=S)NC(=O)COc1ccc(Br)cc1
ZINC12572169	Cc1ccc(OCC(=O)NNC(=S)NC(=O)COc2ccc(Br)cc2)cc1
