ZINC04719096	CC(=O)c1cc2c(N)c(/C(N)=N/C#N)sc2nc1C
ZINC44471666	N[C@H](C[NH3+])c1cccc(Oc2cccc(C(F)(F)F)c2)c1
ZINC44474838	Cc1cc(OCC2CC2)c([C@@H](N)C[NH3+])c(C)c1Cl
ZINC44475274	CCCOc1c(Cl)cc([C@@H](N)C[NH3+])cc1C(C)C
ZINC44475923	CCCOc1c(Cl)cc([C@H](N)C[NH3+])cc1Cl
ZINC44475968	CCCOc1c(F)cc([C@H](N)C[NH3+])cc1F
ZINC44475999	CCCOc1ccc([C@@H](N)C[NH3+])c(C)c1C
ZINC45422594	CCC(CC)C[N@H+](CC)C[C@@H](N)C(N)=O
ZINC45478601	CC(C)CCOCCC[C@](C)([NH3+])C(N)=O
ZINC45554218	CC(C)(C)SCCC[C@](C)([NH3+])C(N)=O
ZINC39100433	CC[NH2+][C@H](CO)Cc1cc(O)cc(O)c1
ZINC47463155	CC(C)/[NH+]=C(\N)SCc1cccc(C(N)=O)c1
ZINC52726942	CC(C)[N@H+](CC(N)=O)Cc1cccnc1N
ZINC52760550	CC[C@@H](C(N)=[NH2+])N1CCC[C@@H]1CCCO
ZINC53870630	[NH3+][C@@H]1CCCCC[C@H]1CN(CCO)CCO
ZINC42404556	CC[C@H](CC[NH3+])N1CCCC[C@@H]1C(N)=O
ZINC43540448	CC[C@@H](C[NH3+])N(CC(N)=O)C1CCCC1
ZINC45380403	C[N@@H+]1CCCN(CCC[C@@](C)(N)C(N)=O)CC1
ZINC50090256	C[C@@H](CN(C)C1(C[NH3+])CCCC1)C(N)=O
ZINC61677458	CC[C@@H](C(N)=O)[N@@H+](CC)C[C@@H](C)C(N)=S
ZINC61829652	C[C@@H](CC(N)=O)C[C@H]([NH3+])c1cc(F)ccc1F
ZINC61829735	C[C@H](CC(N)=O)C[C@H]([NH3+])c1ccc(F)cc1F
ZINC62076025	C[C@@H](CNC(=S)NN)C[NH+]1CCCC1
ZINC62837321	C[C@]([NH3+])(CCSCC1CCCC1)C(N)=O
ZINC05468099	CC[C@H]([NH3+])CSP(=O)(O)O
ZINC06201021	C[C@H](OC(C)(C)C)[C@H]([NH3+])C(N)=O
ZINC16808135	Cc1cc(NCCC[NH3+])cc(=O)[nH]1
ZINC19300018	N[C@@]12CN3C[N@@H+](C1)C[C@](N)(C3)C2
ZINC36263278	CC(C)(C)NC(=O)N[C@@H]1C[C@H]1[NH3+]
ZINC37180678	NC(=O)NC(=O)C[NH2+]CC1CCC1
ZINC37908338	C[C@@H](NCC[NH3+])c1cc[nH]n1
ZINC39136116	C[N@H+]1Cc2ccc(N)c(N)c2C1
ZINC20305819	CC(C)[C@@H](C)[NH2+]CC(=O)NC(N)=O
ZINC41050625	Nc1nc(C[NH2+]CC2CC2)n[nH]1
ZINC41050653	CC[C@H](C)[NH2+]Cc1n[nH]c(N)n1
ZINC41207250	[NH3+]NC[C@@H](O)c1ccc2c(c1)OCO2
ZINC42358510	Nc1c[nH+]ccc1NCc1cn[nH]c1
ZINC42428313	CC(C)N(CC(N)=O)c1cc[nH+]cc1N
ZINC42441987	CCN(C[C@H](C)C[NH3+])C(N)=O
ZINC43515626	CCc1c(C)nn(/C(C)=C(/N)[NH3+])c1C
ZINC43516576	C[C@H](SCCO)C(N)=[NH2+]
ZINC44464301	Cc1cc(C)c(C[C@@H]([NH3+])CO)[nH]1
ZINC44477269	Cc1ncsc1C[C@@H](N)C[NH3+]
ZINC45221138	CC[C@H]1CCC[N@@H+]1C[C@](C)(N)C(N)=O
ZINC45229454	CC(C)[N@@H+](C)C[C@](C)(N)C(N)=O
ZINC45507085	CCOC[C@](C)([NH3+])C(N)=O
ZINC45554349	CC(C)(C)SC[C@H]([NH3+])C(N)=O
ZINC39100401	[NH3+][C@H]1CCCc2cc(O)c(O)cc2C1=O
ZINC49832648	C[C@H](Sc1nccc(=O)[nH]1)C(N)=[NH2+]
ZINC50396077	C[C@H](C[NH2+][C@@H]1CCCNC1=O)C(N)=O
ZINC50396293	C[C@@H]([NH2+][C@H]1CCCNC1=O)C(N)=O
ZINC50465704	[NH3+][C@H]1C[C@@H]1C(=O)N[C@@H]1CCCNC1=O
ZINC04613728	NC(=[NH2+])n1[nH]c2c(c1=O)CCCC2
ZINC51820768	C[C@H](O)CN(C)CC(N)=[NH2+]
ZINC52838323	Cc1[nH+]c(C(C)C)c(N)n1N
ZINC52838957	CCc1[nH+]c(C2CC2)n(N)c1N
ZINC54076072	C[NH2+][C@H](C)C(=O)NC(C)(C)C(N)=O
ZINC54345656	C[C@@H](C[NH3+])C(=O)NC1(CO)CCCC1
ZINC55124164	C[C@H]1[C@@H]([NH3+])CCC[C@H]1C(N)=O
ZINC37712536	[NH3+]CCN[C@H]1C(=O)Nc2cc(F)ccc21
ZINC41042529	C[C@@H](CC[NH3+])N1CCC[C@@H]1C(N)=O
ZINC48686959	Nc1ccc(SCCC[NH3+])cn1
ZINC58848813	CC(C)[NH2+]C[C@H](C)C(=O)NN
ZINC35149279	CNC(=O)[C@H](C)[NH2+][C@@H](C)C(N)=O
ZINC22952608	CC[N@@H+](C)C[C@@](C)(N)C(N)=O
ZINC52019963	CO[C@H]1CCC[C@@H]1NC(N)=[NH2+]
ZINC61679272	C[C@H](C(N)=O)[N@H+]1CCCC[C@@H]1C(N)=O
ZINC61710601	C[C@@H](C(N)=[NH2+])N1CC[C@H](O)C1
ZINC61710602	C[C@H](C(N)=[NH2+])N1CC[C@H](O)C1
ZINC62152603	Nc1ccc2nc(C[NH3+])cn2c1
ZINC62716708	Nc1ccc(N2C[C@@H]([NH3+])CC2=O)cc1
ZINC63170753	CC(C)NC(=O)NCC[C@H](C)[NH3+]
ZINC34927005	NC1=[NH+]C(=S)N[C@H](C2CC2)N1
ZINC66153304	C[NH+]1CCN(c2ccc(N)cc2N)CC1
ZINC04635714	COc1ccc(O)c(/C=N/NC(=O)[C@H](C)Nc2ccccc2OC)c1
ZINC04746400	CCCOc1ccc(-c2cc(C(=O)N/N=C/c3c(C)[nH]c4ccccc34)[nH]n2)cc1
ZINC02384441	Cc1cccc(NC(=O)CSc2nnc(-c3cccc(OC(C)C)c3)n2N)c1
ZINC03406286	COc1ccc(-c2nnc(SCC(=O)Nc3ccccc3C(C)C)n2N)cc1
ZINC08472349	CCCCN(C(=O)c1cccc(C)c1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC08479597	CC[C@@H](C)[C@H](NC(=O)c1cc2c(cn1)[nH]c1ccccc12)C(=O)NCc1ccco1
ZINC15532145	Cc1c(C(=O)NNC(=S)N[C@H]2CCC[C@H](C)[C@H]2C)cccc1[N+](=O)[O-]
ZINC09012532	COc1cc(/C(C)=N/NC(=O)c2cc(-c3ccc(CC(C)C)cc3)n[nH]2)ccc1O
ZINC20528247	Cc1ccc(C(=O)CSc2nnc(N/N=C/c3ccccc3Cl)n2N)cc1
ZINC20805674	COc1ccc(CSc2nnc(N/N=C/c3cccc4ccccc34)n2N)cc1
ZINC24440078	CSCC[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1cccc2cn[nH]c12
ZINC25524259	COC(=O)c1ccc(NCC(=O)NCC(=O)Nc2cccc(C)c2C)c(C)c1
ZINC33125849	COCCCNC(=O)NCCC1CCN(C(=O)NC2CCCCC2)CC1
ZINC36269421	COc1cc(C[C@H](C)N[C@@H]2CCCc3c2[nH]c2ccc([N+](=O)[O-])cc32)ccc1O
ZINC40011577	COc1cccc(NC(=O)NCCCNc2nc3c(C)c(C)ccc3cc2C#N)c1
ZINC32889172	CC(C)[C@H](NC(=O)Nc1ccccc1)C(=O)N[C@@H](C)c1ccc2c(c1)OCO2
ZINC40096416	CC(C)(C)c1ccc(NC(=O)NCCCN2C(=O)NC3(CCCC3)C2=O)cc1
ZINC40684720	CC(C)CN(CC(C)C)c1ncnc(Nc2ccc3c(c2)OCO3)c1N
ZINC40700766	COC(=O)c1ccc(Oc2ncnc(Nc3ccc(F)c(Cl)c3)c2N)cc1
ZINC44122527	COCC(=O)Nc1ccc(NC(=O)N[C@@H](c2ccc(OC)cc2)C(C)C)cc1
ZINC44175766	CNC(=O)c1cccc(NC(=O)N[C@H](C)c2ccc(OC(C)C)c(OC)c2)c1C
ZINC45829183	O=C(COc1ccccc1Cl)Nc1ccc(NC(=O)NCc2ccco2)cc1
ZINC46711427	CCOc1cc(NC(=O)N[C@@H](C)c2ccc(NC(=O)CC)cc2)ccc1OC
ZINC50059390	Cc1cc(Oc2ccc(C#N)cc2)ccc1NC(=O)NCC(=O)NCC(C)C
ZINC50087414	CCOc1cccc2cc([C@H](C)NC(=O)Nc3ccc(F)c(C(=O)NC)c3)oc12
ZINC56175349	Cc1ccc(NC(=O)NC(=O)[C@@H](C)Nc2cccc(OCC#N)c2)c(C)c1
ZINC56200287	COCCOc1cccc(N[C@H](C)C(=O)NC(=O)NC2CCCCC2)c1
ZINC56662969	COC(=O)Nc1ccc(NC(=O)N[C@@H](C)COc2ccc(F)cc2F)cc1
ZINC28807896	COc1cc(OC)c(N[C@@H](C)C(=O)NC(=O)NC(C)(C)C)cc1Cl
ZINC58385511	CC(C)OCc1c(C(=O)N[C@H](C)c2ccc3[nH]c(=O)[nH]c3c2)oc2ccccc12
ZINC44082972	COc1ccc(OC)c([C@H](C)NC(=O)Nc2cccc(NC(=O)C(C)C)c2)c1
ZINC06341479	Nn1c(SCC(=O)N/N=C/c2ccccc2Cl)nnc1-c1ccccc1
ZINC59040380	O=C(CSc1n[nH]c(NN=C2CCCC2)n1)Nc1c(Cl)cccc1Cl
ZINC59433872	O=C(N/N=C/c1cccc(O)c1)C(=O)Nc1ccc(Oc2ccccc2)cc1
ZINC59805242	COc1cccc(-c2nnc(SCCC(=O)Nc3ccc(C)cc3C)n2N)c1
ZINC59892377	C/C(CC(C)C)=N\Nc1nc(SCC(=O)NC2CCCCC2)n[nH]1
ZINC48338923	CC(C)(C)NC(=O)CNC(=O)Nc1ccc(OC(F)F)cc1OC(F)F
ZINC57479355	COc1cc(C)ccc1Oc1ccc(F)cc1NC(=O)NCC(=O)NC(C)C
ZINC64413493	COc1ccc(CNC(=O)CNC(=O)N[C@H](C)c2oc3ccccc3c2C)cc1
ZINC35476647	CCC[NH2+]Cc1cc([O-])n2nc(NCc3ccc(C(C)C)cc3)nc2n1
ZINC65133938	Cc1cc(C(=O)NNC(=O)NCCC(C)C)cc(C)c1OCc1cccnc1
ZINC66700631	O=C(NCc1nc(-c2cccs2)n[nH]1)NCc1ccccc1OC1CCCC1
ZINC66839619	CCOC(=O)N[C@@H](C(=O)NNC(=O)Cc1ccccc1F)C(C)C
ZINC66903724	C[C@@H](Nc1ccc(Oc2cccc(C#N)c2)cc1)C(=O)NC(=O)NC1CC1
ZINC67041336	C[C@H](NC(=O)NNC(=O)CCC1CCCCC1)c1ccc2c(c1)OCO2
ZINC67042348	CCOc1cccc2cc([C@@H](C)NC(=O)NNC(=O)c3sccc3C)oc12
ZINC67263982	COC(=O)Nc1ccc(NC(=O)NCCCc2cccc(OC)c2)cc1
ZINC67322694	COC(=O)Nc1cc(NC(=O)N[C@@H](C)c2cccc(OC(F)F)c2)ccc1F
ZINC67324280	COC(=O)Nc1cc(NC(=O)N[C@H](C)c2ccc(OC(F)F)cc2)ccc1F
ZINC67638216	C[C@H](NC(=O)NCCCNc1ccccc1)c1nc(-c2ccc(F)cc2)no1
ZINC03324748	CCCCN(C(=O)C[N@@H+]1CCc2ccccc2C1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC02644223	NS(=O)(=O)c1ccc(CCNc2nc(C[NH+]3CCOCC3)nc3sc4c(c23)CCCC4)cc1
ZINC08299081	CC(=O)NCCNC(=O)[C@H]1C[N@H+]2CC[C@@H]1C[C@@H]2Cn1cc(C2(O)CCCCC2)nn1
ZINC08533829	COc1cccc(C[N@@H+](C)[C@H](C)C(=O)Nc2sc3c(c2C(N)=O)CCC3)c1OC
ZINC08983140	COc1ccc(C[N@@H+](C)[C@@H](C)C(=O)Nc2sccc2C(N)=O)c(OC)c1OC
ZINC09467509	CCCCn1c(C[N@@H+]2Cc3ccccc3C[C@H]2C(N)=O)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1
ZINC10081124	COc1ccc([C@@H](CNC(=O)C(=O)Nc2ccc(NC(C)=O)cc2)[NH+](C)C)cc1OC
ZINC10129777	CC(=O)Nc1ccc(NC(=O)C(=O)NC[C@H](c2ccc(N(C)C)cc2)[N@@H+]2CCc3ccccc3C2)cc1
ZINC11468765	COCC[N@H+](CC(=O)Nc1cccc(C)c1C)CC(=O)N1C[C@H](C(N)=O)Oc2ccccc21
ZINC12146451	COC[C@@H](O)C[NH2+]Cc1cc2c(-c3cccc(F)c3)nn(-c3ccccc3)c2[nH]c1=O
ZINC12328401	COc1ccc([C@H](CNS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)[NH+]2CCCC2)cc1
ZINC12820069	CCCCn1c(N)c(N(CC)C(=O)C[N@@H+]2CCC[C@H]2c2nc3ccccc3s2)c(=O)[nH]c1=O
ZINC15103621	C[C@H](C(=O)Nc1sc2c(c1C(N)=O)CCC2)[N@@H+](C)CCOc1ccccc1Cl
ZINC16444982	CCCCN(C(=O)C[N@@H+]1CCCC[C@H]1CC)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC19530449	CCCCN(C(=O)C[N@@H+](C)Cc1ccc(Cl)s1)c1c(N)n(CCC)c(=O)[nH]c1=O
ZINC20504561	C[C@H](C(=O)NCCN1CCOCC1)[C@@H]1CC[C@@]2(C)Cc3sc(NC(=O)C[NH+](C)C)nc3[C@@H](C)[C@@H]2[C@H]1O
ZINC20685813	COc1cc(C[N@@H+](C)CC(=O)NCc2ccc(S(N)(=O)=O)cc2)ccc1OC(F)F
ZINC23667566	CCN(C(=O)C[N@H+](C)[C@@H](C)c1ccc(F)c(F)c1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC26805552	Cc1cccc(C(=O)N/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)NCCN2CC[NH2+]CC2)c1
ZINC29054913	C=CCN(CC(=O)c1c(N)n(CCOC)c(=O)[nH]c1=O)Cc1ccc(Cl)s1
ZINC32730085	COc1cc(C(=O)NC[C@@H](c2cccc(F)c2)[NH+](C)C)cc(Cl)c1OCC(N)=O
ZINC36219496	CC(C)[C@@H](Sc1nc2ccccc2c(=O)n1CC[NH+](C(C)C)C(C)C)C(=O)NC(N)=O
ZINC13569428	CSCC[C@@H](NC(=O)Cc1ccc(F)cc1)C(=O)N1CCC2(CC1)NCCc1[nH+]c[nH]c12
ZINC02652529	CCCCn1c(N)c(N(CC(C)C)C(=O)C[N@@H+](C)Cc2cccc(OC)c2)c(=O)[nH]c1=O
ZINC39567368	CC(C)[C@@H](Sc1nnc([C@H](C)[NH+](C)C)n1-c1ccc(Cl)cc1)C(=O)NC(N)=O
ZINC39631226	COc1cc(OC)cc(C(=O)N2C[C@@H](C(=O)N[C@@H](C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)c1
ZINC39631472	C[C@H](CCCC(C)(C)O)NC(=O)[C@H]1CN(C(=O)c2cccnc2Cl)CC12CC[NH2+]CC2
ZINC39631781	COc1ccc(Br)c(C(=O)N2C[C@H](C(=O)N[C@@H](C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)c1
ZINC39676332	CC(C)[C@H](Oc1ccccc1)C(=O)N1C[C@@H](C(=O)NCc2nc3ccccc3c(=O)[nH]2)C2(CC[NH2+]CC2)C1
ZINC39676382	COc1cc(OC)cc(C(=O)N2C[C@H](C(=O)NCCc3c[nH]c4ccc(Cl)cc34)C3(CC[NH2+]CC3)C2)c1
ZINC39693413	CC(C)(C)OC(=O)NCCNC(=O)[C@H]1CN(C(=O)c2cc(F)cc(F)c2)CC12CC[NH2+]CC2
ZINC39693434	CC[C@@H](C)C(=O)N1C[C@@H](C(=O)NCCNC(=O)OC(C)(C)C)C2(CC[NH2+]CC2)C1
ZINC39693435	CC[C@H](C)C(=O)N1C[C@@H](C(=O)NCCNC(=O)OC(C)(C)C)C2(CC[NH2+]CC2)C1
ZINC39693475	CC(C)(C)OC(=O)NCCNC(=O)[C@H]1CN(C(=O)c2cccc(Cl)c2F)CC12CC[NH2+]CC2
ZINC39693584	CC(C)(C)OC(=O)NCCNC(=O)[C@@H]1CN(C(=O)C2CCOCC2)CC12CC[NH2+]CC2
ZINC39741146	CCC[C@@H]1[N-][C@H](C(C)(C)O)[C@H](C(=O)[O-])[N@H+]1Cc1ccc(-c2ccccc2C2[NH+]=NN=[NH+]2)cc1
ZINC22922353	COC[C@H]1CCCN1C(=O)CC[C@@H]1CNC(=O)[C@@H]2C[C@H](NCc3ccc(CO)o3)C[N@H+]21
ZINC40893122	C[C@H]([NH3+])C(=O)NCc1cccc(-n2nc(C(F)(F)F)cc2-c2nnc(-c3ccncc3)o2)c1
ZINC43209031	O=C([O-])[C@H](C[NH2+]Cc1ccccn1)[C@H]([NH2+]Cc1ccccn1)c1ccc(Br)cc1
ZINC43737047	CC(=O)[C@]1(O)CC[C@H]2[C@H]3CCC4=C/C(=N\OCC(=O)NCCc5c[nH]c[nH+]5)CC[C@@]4(C)[C@@H]3CC[C@]21C
ZINC50441519	CC[NH2+][C@@H](COc1c(Br)cc([N+](=O)[O-])cc1Br)C(N)=O
ZINC57773719	C[C@@H](NC(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCN(C(=O)CCn2ccc3cc[nH+]cc32)CC1
ZINC57774725	CC(C)NC(=O)[C@@H]1[C@@H]2C(=O)NN=C(c3ccccc3NC(=O)C[N@@H+](C)CCN(C)C)[C@@]21C
ZINC33626475	CCc1ccc(-[n+]2c(SCC(=O)NCc3ccco3)nc3[nH]nc(C)c3c2N)cc1
ZINC59373857	CC(C)CN(C(=O)C[N@@H+](C)[C@H](C)c1ccccc1F)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC60362728	O=C(CCCNC(=O)NC1CCCCC1)N[C@H]1CS(=O)(=O)C[C@H]1[NH+]1CCCCC1
ZINC62595581	C[NH2+][C@H](CCOc1c(Br)cc([N+](=O)[O-])cc1Br)C(N)=O
ZINC63209712	NC(=O)c1ccc(NC(=O)CSc2nnc(C3=c4ccccc4=[NH+]C3)n2C2CC2)cc1
ZINC63625886	COc1ccc2c(c1)=C[C@@H](C(=O)NNC(=O)COCC(=O)N[C@]13C[C@H]4C[C@H](C[C@H](C4)C1)C3)[NH+]=2
ZINC64409699	O=C(CS[C@H]1NN[C@@H](N2CCN(C(=O)CC3=c4ccccc4=[NH+]C3)CC2)S1)NCc1ccco1
ZINC02046876	C[C@H]([NH3+])C(N)=O
ZINC12358965	[NH3+]COC[C@H]([NH3+])C(=O)[O-]
ZINC11886618	C[C@H]([NH3+])c1nc(-c2cccc(N)c2)cs1
ZINC11886578	C[C@H]([NH3+])c1nc(-c2ccc(N)cc2)cs1
ZINC19685772	Cc1n[nH]c(C)c1S(=O)(=O)C[C@@H](O)C[NH3+]
ZINC05749071	NC(=[NH2+])SCc1cc(=O)[nH]c(=O)[nH]1
ZINC20056910	NC(=O)C[NH2+][C@@H]1CCCCNC1=O
ZINC20294535	NC(=O)[C@H]1CCCN1CC[NH3+]
ZINC20361889	C[C@@H]([NH2+]CC(N)=O)C(N)=O
ZINC26747738	NC(=[NH2+])NCCc1ncc[nH]1
ZINC35677117	N[C@@H](C[NH3+])c1ccc(C(F)(F)F)cc1
ZINC36988056	Nc1cnn(C[C@H](O)C[N@@H+]2CCNC(=O)C2)c1
ZINC37039580	NC(=O)NC(=O)CN1CCN(CC[NH3+])CC1
ZINC39064058	NNC(=O)[C@H]1[NH2+]C[C@H]2C[C@H]21
ZINC33852249	NC1=NC(=O)[C@H](C[NH3+])S1
ZINC39136571	NN/C(N)=[NH+]/C[C@@H]1CCOC1
ZINC40695181	NC(=O)C1(N)CC[NH2+]CC1
ZINC41050683	CSCC[C@@H]([NH3+])c1n[nH]c(N)n1
ZINC42040289	[NH3+][C@@H](CCO)c1n[nH]c(=O)[nH]1
ZINC42040416	[NH3+][C@@H](CO)c1n[nH]c(=O)[nH]1
ZINC42431699	CC(C)([NH2+][C@@H]1CCCC[C@H]1[NH3+])C(=O)[O-]
ZINC42562748	CNC(=O)[C@H](C)[NH2+]C[C@@H](C)C(N)=O
ZINC42562922	CNC(=O)NC(=O)[C@H](C)[NH2+][C@@H](C)C(=O)NC
ZINC42562926	CNC(=O)NC(=O)[C@@H](C)[NH2+][C@@H](C)C(=O)NC
ZINC43127138	CN(CC(N)=O)[C@@H](C[NH3+])c1cnn(C)c1
ZINC44219698	Nc1cc[nH+]cc1[C@H]([NH3+])CC(=O)[O-]
ZINC44249151	CSC(SC)=C(CN)C[NH3+]
ZINC44250910	NC(=O)C[C@@H]([NH3+])c1cc(F)cc(F)c1
ZINC44252228	Cc1c(F)cc([C@@H]([NH3+])CC(N)=O)c(F)c1F
ZINC44253722	Cc1nn(C(C)(C)C)c(C)c1[C@H]([NH3+])CC(N)=O
ZINC44253994	CSc1nc([C@@H]([NH3+])CC(N)=O)ccc1C#N
ZINC44255231	NC(=O)C[C@H]([NH3+])c1cc(Br)c[nH]1
ZINC44400269	CC[C@H]([NH3+])Cc1c(N)n(C)c(=O)n(C)c1=O
ZINC44469933	N[C@@H](C[NH3+])c1c(F)c(F)cc(F)c1F
ZINC44470254	N[C@@H](C[NH3+])c1ccc2nsnc2c1
ZINC44470315	Cc1cccc([C@H](N)C[NH3+])c1C
ZINC44471274	N[C@H](C[NH3+])c1cc(F)cc(Br)c1
ZINC44472032	CSc1ccccc1[C@H](N)C[NH3+]
ZINC44476896	Cc1cc(C)n(-c2ccc([C@@H](N)C[NH3+])cc2)n1
ZINC50104024	Nc1nc(N)nc(C[N@H+](CCO)C2CC2)n1
ZINC50392217	C[C@@H](CC#N)NC(=O)[C@@H]([NH3+])CC(N)=O
ZINC50397622	[NH3+]CCCS(=O)(=O)N[C@@H]1CCCNC1=O
ZINC51037332	NC(=O)[C@@H]([NH3+])CSc1ncnc2nc[nH]c12
ZINC52791060	COCC[C@H]([NH3+])C(N)=O
ZINC55088843	[NH3+][C@@H]1CCCC[C@@H]1C(=O)N(CCO)CCO
ZINC61269694	C[C@H](NC(=O)C[N@@H+]1CCCNCC1)C(N)=O
ZINC61842984	CNC(=O)NC(=O)[C@@H](C)n1cnc(C[NH3+])n1
ZINC61843036	C[C@H](Cn1cnc(C[NH3+])n1)C(N)=O
ZINC61844160	[NH3+]CCCc1n[nH]c(-c2ncn[nH]2)n1
ZINC62100211	NC(=O)C[C@@H]([NH3+])C(=O)N1CCNC(=O)CC1
ZINC01560549	CC(=O)NC(N)=[NH2+]
ZINC04291243	N#C[C@@H]([NH3+])C(N)=O
ZINC04715282	NC(=[NH2+])c1nc(N)cc(=O)[nH]1
ZINC04957036	C/C(CN1C(=O)CCC1=O)=N\NC(N)=[NH2+]
ZINC04984227	C[NH+]=C(NN)NN
ZINC01607136	C[C@H]([NH3+])C(=O)N[C@@H](C)C(=O)NN
ZINC01387894	NC(=O)NC(=[NH2+])Cn1cncn1
ZINC04013353	COCCN1C[C@@H](C(N)=[NH2+])C(=O)NC1=O
ZINC16887597	NC(=[NH2+])N[C@@H]1NC(=O)NC1=O
ZINC19865112	[NH3+]C[C@H](O)CSc1ncn[nH]1
ZINC19971620	C[C@H]([NH3+])c1ccc2c(c1)NC(=O)CC(=O)N2
ZINC20361282	COC(=O)C[NH2+][C@H](C)C(=O)NC(N)=O
ZINC20361884	CNC(=O)NC(=O)[C@H](C)[NH2+]CC(N)=O
ZINC20396531	Nn1cnnc1SCCC[NH3+]
ZINC35024721	[NH3+]CC(=O)N[C@@H](Cc1c[nH+]c[nH]1)C(=O)[O-]
ZINC35050507	CC(C)C[C@H]([NH3+])[C@H](O)C(N)=O
ZINC35138448	CC(=O)NCC[NH2+][C@H](C)C(N)=O
ZINC36304943	NC1(C[NH3+])CCOCC1
ZINC36747278	C[C@H]([NH2+]CCC(N)=O)C(=O)NC(N)=O
ZINC36853677	C[C@@H]([NH2+][C@H]1CC(=O)NC1=O)C(N)=O
ZINC37268620	C[C@H](C[N@H+](C)CC(N)=O)C(N)=S
ZINC01272588	NC(=O)CSc1nnc(CC[NH3+])o1
ZINC03871196	[NH3+]C[C@@H](O)c1cc(O)c(O)cc1F
ZINC39078805	Cn1c(N)c[n+](C)c1NN
ZINC22113380	N=C(N)NC(=[NH2+])[S@@](=O)O
ZINC41050622	CCC[C@H]([NH3+])c1n[nH]c(N)n1
ZINC41058626	CCCc1nc([C@H]([NH3+])[C@@H](C)O)n[nH]1
ZINC42429485	[NH3+]CC[NH2+][C@]1(C(=O)[O-])CCSC1
ZINC44251120	NC(=O)C[C@H]([NH3+])c1cc([N+](=O)[O-])ccc1F
ZINC44252850	NC(=O)C[C@@H]([NH3+])[C@H](O)CO
ZINC44255245	N#CCCn1cccc1[C@H]([NH3+])CC(N)=O
ZINC44397354	Nc1ncc(CC[NH3+])c(N)n1
ZINC44461243	C[C@H]([NH3+])Cc1cnc(N)nc1N
ZINC44472532	N[C@@H](C[NH3+])c1cccc(-c2ccsc2)n1
ZINC44472940	N[C@@H](C[NH3+])c1ccc(OC2CCCC2)nc1
ZINC44550047	N/C(=[NH+]\NC1=NCCN1)c1cnccn1
ZINC44801558	CC[C@@H](C[NH3+])C(=O)N[C@H](C)C(N)=O
ZINC45320936	N#C[C@H](N)C[NH+]1CCC(CC(N)=O)CC1
ZINC45432090	C[C@@]([NH3+])(Cn1ccnc1)C(N)=O
ZINC45435673	NC(=O)[C@H]([NH3+])Cn1cncn1
ZINC45793311	C[C@]1(O)C[C@@](C)(O)NC(N)=[NH+]1
ZINC48630626	Cc1nc([C@@H]([NH3+])CCO)n[nH]1
ZINC51355677	NC(=O)CNCCC[NH3+]
ZINC52785670	COCC[C@H]([NH3+])c1n[nH]c(N)n1
ZINC54379969	NC(=[NH2+])c1nccnc1N(CCO)C1CC1
ZINC45108066	C[C@@H](C[NH3+])C(=O)NC(C)(C)C(N)=O
ZINC61808389	NC(=O)CN(CC(N)=O)[C@@H]1CCC[C@H]1[NH3+]
ZINC61990955	C[N@@H+]1CC[C@@](N)(C(N)=O)C1
ZINC62368455	N#C[C@@H](N)CC[N@H+]1CCC[C@@H](C(N)=O)C1
ZINC62813050	CNC(=O)[C@H](C)NC(=O)[C@@H]1C[NH2+]CCN1
ZINC04299756	C/C=C(\C)C(=O)Nc1ccccc1C[C@@H]1c2ccccc2CC[N@H+]1C
ZINC03138707	Cc1ccc(CSC2=NC[N@H+](C(C)(C)CC(C)(C)C)CN2)cc1
ZINC00072149	COc1ccc([C@@H](c2c(C)[nH]c3ccccc23)[NH+]2CCCC2)cc1
ZINC00134450	O[C@@H](Cn1c2ccccc2c2ccccc21)C[NH+]1CCCCCC1
ZINC00038304	Oc1c([C@@H](c2ccc(F)cc2)[NH+]2CCCCC2)ccc2cccnc12
ZINC07524561	Clc1ccc(Cl)c(-c2ccc(C[NH2+]Cc3ccco3)o2)c1
ZINC08314498	CC(C)c1ccc([C@H](C)[NH2+]CC(=O)N2CCc3ccccc32)cc1
ZINC22154230	O=S1(=O)CC[C@@H]([NH2+]Cc2ccc(SC(F)(F)F)cc2)C1
ZINC22781521	C[C@H]([NH2+]Cc1cc(Cl)c2c(c1)OCO2)c1ccccc1Cl
ZINC28295472	C[C@H]1C[C@@H](C)C[N@@H+](C[C@@H](O)CCO[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)C1
ZINC32004758	C[NH+](C)CCOc1ccc(-c2cc(Cl)cc(Cl)c2O)cc1
