ZINC00227558	CC1=C(C(=O)OC(C)C)C(c2ccccc2F)CC(=O)N1
ZINC35222145	CC1CC(C)CN(c2n[nH]c(=S)n2C(C)C)C1
ZINC35739686	CC(c1ccco1)n1c(=S)[nH]c2sccc2c1=O
ZINC36150450	CC1CSc2nnc(Cc3ccc(F)cc3)n2N1
ZINC36321302	CC1CC(C(=O)N(C)C2CCOCC2)c2ccccc2N1
ZINC37491084	OC1CCCCC1Sc1nnc2n1CCCCC2
ZINC04144521	O=C(NC12CC3CC(CC(C3)C1)C2)C1=COCCO1
ZINC13111659	O=C1NN(c2ccccc2)C(=O)/C1=C\c1ccccc1
ZINC39323599	Cc1cc(/N=C/C2C(Cl)N=C3C=CC=CC32)[nH]n1
ZINC40245069	Cc1ccc(C(O)c2ccc3c(c2)OCCCO3)o1
ZINC40273660	Cc1occc1C(Cl)c1ccc2[nH]c(=O)oc2c1
ZINC40619997	O=C1c2ccccc2C(=O)N1c1cccc(CO)c1
ZINC42376580	Cc1n[nH]c(Sc2ncccc2Br)n1
ZINC44745837	O=C1CCCc2cc(OC3CCCCNC3=O)ccc21
ZINC15053290	Cc1ccccc1N1C(=N)S/C(=C\c2ccco2)C1=O
ZINC48629879	O=C1COc2ccc(C(Cl)C3CCOC3)cc2N1
ZINC04909074	CCc1ccc(C2C3=C(C)N=NC3C(=O)N2C)cc1
ZINC04909074	CCc1ccc(C2c3c(C)n[nH]c3C(=O)N2C)cc1
ZINC50960379	O=C1Cc2cc(C(=O)C3CCCCO3)c(Cl)cc2N1
ZINC51071279	CNc1cccc(C(=O)N2CCc3sccc3C2C)n1
ZINC51362542	Cc1ccsc1C(O)c1ccc2c(c1)oc(=O)n2C
ZINC51362543	Cc1ccsc1C(O)c1ccc2c(c1)oc(=O)n2C
ZINC51362570	Cn1c(=O)oc2cc(C(O)c3ccccc3F)ccc21
ZINC51748701	CC1CCN(S(=O)(=O)c2ccc(O)cc2)C(C)C1
ZINC54557960	Cc1[nH+]ccn1C1(C(=O)[O-])CCC(C(C)C)CC1
ZINC54827991	CC1(NC2CCCCCC2C#N)CCS(=O)(=O)C1
ZINC55066385	Cc1csc(CNC(=O)N2CC(C)CC(C)C2)n1
ZINC55203543	Cc1cccnc1C(O)c1ccc2c(c1)OCCO2
ZINC58089874	CN1C(=O)C(C)(C)c2cc(C(O)c3ccco3)ccc21
ZINC42039512	Cc1nnc(C2C=CC(=N)S2)n1C1CCCCC1
ZINC20223507	C/C(=N\N=C1/NC(=O)CS1)c1ccc(Cl)s1
ZINC22160548	CC1CCCCN1c1nc2sccn2c1CO
ZINC62754098	O=C([O-])C1CCCCCC1[NH+]1CCOC2CCCC21
ZINC62754102	CC1CCC(C(=O)[O-])C([NH+]2CCOC3CCCC32)C1
ZINC62809566	Cc1c(C)c(C)c(S(=O)(=O)N2CC(O)C2)c(C)c1C
ZINC63056691	Cc1cc(C(O)c2ccc3c(c2)oc(=O)n3C)ccc1F
ZINC64020254	O=C1N=NC=C(NC2CCCCCC2)C1Br
ZINC64365387	Cn1ccc2ccc(C(=O)NC3=CC4=CC=NC4C=C3)cc21
ZINC65006303	C=C(C)n1c(=O)n(C2CCCCC2O)c2ccccc21
ZINC65248708	CC(C)(C)CC(=O)N1CCC2(C1)C(=O)Nc1ccccc12
ZINC04104578	CCCCC1=NN(C(=O)c2ccccc2)C(O)(C(F)(F)F)C1
ZINC00373935	CC(/C=N/NC(=O)c1csc(C(C)C)c1)=C\c1ccco1
ZINC04916799	CCC(C)OC(=O)C1=C(C)NC(=O)CC1c1ccccc1C
ZINC04957144	CCc1ccc(-c2csc(N/N=C/c3ccco3)n2)cc1
ZINC05337074	CCC(NC(=S)c1ccccc1)n1nnc2ccccc21
ZINC01582469	CCOc1cc2c(cc1C(CC)c1ccc(O)cc1)OCO2
ZINC00516790	Cc1cccc(/C=N/NC(=O)COc2c(C)cccc2C)c1
ZINC03453499	Cc1sc2ncnc(NCCOc3ccccc3F)c2c1C
ZINC00093909	Cc1cc(C)cc(OC(C)C(=O)N/N=C/c2cccs2)c1
ZINC06206125	Cc1cnc(NC(=O)COc2cc(C(C)C)ccc2C)s1
ZINC08714836	CCc1cc(S(=O)(=O)NC2CCCCC2C)ccc1OC
ZINC16807556	CCCOC1(NC(=O)c2cccc(C)c2)C(C)=CC(=O)C=C1C
ZINC16880620	CCCCn1c(O)nc(C)c(Cc2cc(C)ccc2C)c1=O
ZINC20027951	CC/C(=N\O)c1ccc(OCc2ccc(C#N)cc2F)cc1
ZINC21705096	CC(C)CCC1(C)NC(=O)N(Cc2ccc(Cl)s2)C1=O
ZINC21945543	O=C1C=C(Nc2ccccc2F)C(=O)N1CCc1ccccc1
ZINC24535346	c1ccc2c(NC3CC3)nc(SCC3CCCO3)nc2c1
ZINC25148231	CCC(C)C(=O)NCc1ccc(-c2nc3ccccc3s2)o1
ZINC26136583	FC(F)Oc1ccc(CNc2cnc3ccccc3n2)cc1
ZINC27234263	COc1ccc(/C(COc2ccc(Cl)cc2C)=N\O)cc1
ZINC32609810	CC(NC(=O)CCC1CCCCC1)c1ccc2c(c1)OCO2
ZINC33287214	CCC[NH+]1CCc2nc(SCc3ccccc3)nc([O-])c2C1
ZINC35368164	CC(NCc1cc([N+](=O)[O-])ccc1Cl)c1ccc(F)cc1
ZINC05315747	COc1ccc(C)cc1CSc1nc(-c2cccs2)n[nH]1
ZINC36941484	COC(=O)c1cc(Cl)ccc1NC(C)c1cc(C)oc1C
ZINC37231150	COc1nc2sccn2c1CNc1cccc(C(C)C)c1
ZINC37261243	CCn1cc(NC(c2ccco2)c2ccc(Cl)s2)cn1
ZINC00504168	N#CC(Cc1ccccc1OC(F)F)c1nc2ccccc2[nH]1
ZINC00528728	CCc1ccccc1NS(=O)(=O)c1cc(C)ccc1OC
ZINC40308918	Cc1cc2nc(CO)n(CCOc3ccccc3C)c2cc1C
ZINC41486408	CC(C)c1ccccc1OCCn1c(=O)[nH]c2ccccc21
ZINC41517186	COc1ccc(F)cc1COc1ccc(/C(C)=N/O)cc1C
ZINC42110877	Cc1noc(C)c1CNc1ccccc1N(C)c1ccccc1
ZINC42329181	c1cc(NC(c2cccs2)C2CC2)cc(-c2nnco2)c1
ZINC45171738	CCOc1ccc(Cl)cc1NC(C)c1c(C)nn(C)c1C
ZINC48976952	CCC(NC(=O)C1CC(c2ccc(Cl)s2)=NO1)C(C)C
ZINC49121226	CCC1CCCCC1Nc1ccccc1S(=O)(=O)N(C)C
ZINC49923397	Cc1cc(C)c(C(=O)CCNc2ccc3c(c2)OCO3)c(C)c1
ZINC50832460	CCNc1nc(COC2CCCC(C)C2)nc2sccc12
ZINC60333046	O=C(CCc1ccc(Cl)cc1Cl)NOC1CCCCO1
ZINC60709361	Cc1cccc(Nc2nnc(SCc3ccncc3)s2)c1
ZINC62219563	CCC(C)NC(=O)N1CCC(C(OC)c2ccccc2)CC1
ZINC65279909	COc1ccc(-c2cnc(CSc3ccc(O)cc3)o2)cc1
ZINC50448715	COc1c(C)cnc(CNC(=O)C2C(C=C(C)C)C2(C)C)c1C
ZINC65802790	CCCC(C)C(=O)N1CCC(C(=O)NC2CCCCC2)CC1
ZINC66128416	CCCCOc1cccc(C2Nc3ccccc3C(=O)N2C)c1
ZINC66129690	CCCCN1C(=O)c2ccccc2NC1c1cccc(OC)c1
ZINC07115562	CC(NC(=O)CN(C)c1ccccc1)c1cc2ccccc2o1
ZINC66862541	COc1ccc(C)cc1NCc1coc(-c2cccs2)n1
ZINC66969318	CC(C)c1ccc(C(O)Cn2nc(C(C)(C)C)ccc2=O)cc1
ZINC03234295	CCCCCCc1cc2c3c(c(=O)oc2cc1OCC(=O)[O-])CCCC3
ZINC11798707	CCCc1ccc(OCCOc2ccc3ccccc3c2/C=C\C(=O)[O-])cc1
ZINC11829427	CCc1ccc(OCCOc2ccc3ccccc3c2CCC(=O)[O-])cc1
ZINC11830779	CCC(C)(C)c1ccc(Oc2ccc(/C=C(/C(=O)[O-])c3cccs3)cc2)cc1
ZINC11832716	CC(C)(C)c1ccc(OCCOc2ccc(/C=C/C(=O)[O-])cc2)c(C(C)(C)C)c1
ZINC11860380	Cc1cc(OCCOc2ccc3ccccc3c2CCC(=O)[O-])ccc1C(C)C
ZINC11862385	CCCCCOc1ccc(CC(C(=O)[O-])c2cccs2)cc1Br
ZINC11886426	Cc1cc(C)cc(OCCOc2ccc(Cl)cc2/C=C\C(=O)[O-])c1
ZINC11888670	Cc1ccc(OCCOc2ccc(CC(C(=O)[O-])c3cccs3)cc2)cc1
ZINC11893846	Cc1ccc(C(C)(C)C)c(OCCOc2ccccc2CCC(=O)[O-])c1
ZINC11945870	O=C([O-])/C(=C\c1ccc(Oc2cc(Cl)ccc2Cl)cc1)c1cccs1
ZINC11947354	CCCCCOc1ccc2ccccc2c1CC(C(=O)[O-])c1cccs1
ZINC11961485	Cc1ccccc1Oc1ccc(CC(C(=O)[O-])c2cccs2)cc1
ZINC13049632	Cc1ccccc1CSc1nc2cc(C(=O)[O-])ccc2c(=O)n1CC(C)C
ZINC13311365	Cc1cc(C(=O)[O-])cc(S(=O)(=O)N(Cc2ccc(C(C)C)cc2)C2CC2)c1C
ZINC13449342	O=C([O-])c1ccc2c(c1)CCN2C(=O)C(Sc1ccccc1)c1ccccc1
ZINC17162416	CCCCN(CCC(=O)[O-])c1ccc(/C=C\c2ccnc3ccccc23)cc1
ZINC06149638	CCCCCCN1C(=O)C([O-])=C(C(=O)c2ccc(C)cc2)C1c1ccccc1Cl
ZINC23273043	O=C([O-])CCC/C(=C\c1cc(Cl)c2c(c1)OCO2)c1nc2ccccc2s1
ZINC25498764	CCc1ccc(CSc2nc(C)c(Cc3cc(C)ccc3OC)c([O-])n2)cc1
ZINC17220078	CC(C)=CCC/C(C)=C\CC/C(C)=C/Cc1c([O-])oc2ccccc2c1=O
ZINC12436667	CCCCCCSc1nc([O-])c(Cc2ccccc2)c(=O)n1-c1ccccc1C
ZINC01841496	COc1ccccc1/C=C1/SC([N-]c2cccc(C(F)(F)F)c2)=NC1=O
ZINC34840446	CCc1ccccc1Oc1ccc([N-]S(=O)(=O)c2ccccc2C)cn1
ZINC38490575	CC1N(CCCCCC(=O)[O-])c2ccc3ccccc3c2C1(C)C
ZINC38555591	CC(C)CCCC(C)C1CCC2C3CCC(=O)C(C)(CCC(=O)[O-])C3CCC12C
ZINC38627168	CCCCCCn1c([O-])c(C(=O)Cc2cccc3ccccc23)c(C)c(C#N)c1=O
ZINC38899242	Cc1nc(SC(C)c2ccccc2)[nH]c(=O)c1CC(=O)N1CCc2ccccc21
ZINC39557379	CCC(C)c1ccc(/N=C/c2ccc(OC(C)C(=O)[O-])cc2)cc1
ZINC37629413	CC(C)CCCC(C)C1CCC2C(C(=O)[O-])C(C3(C)CCCCC3=O)CCC12C
ZINC39866976	Cc1ccc(S(=O)(=O)[N-]c2oc(-c3ccccc3)c(-c3ccccc3)c2C#N)cc1
ZINC39996997	CCCCSc1nnc(/N=C([O-])/C(C#N)=C/c2ccc(Cl)cc2Cl)s1
ZINC40075770	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(C)o2)C1c1ccc(C(C)(C)C)cc1
ZINC40080193	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(OC)cc2C)C1c1ccc(CC)cc1
ZINC40084501	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(OC(C)C)cc2C)C1c1ccccc1
ZINC40085532	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(OC)c(C)c2)C1/C=C/c1ccccc1
ZINC40097712	CCCCN1C(=O)C([O-])=C(C(=O)c2cc3ccccc3o2)C1/C=C/c1ccccc1
ZINC40522422	CCCCCn1c([O-])c(C(=O)C2C(C=C(Cl)Cl)C2(C)C)c(C)c(C#N)c1=O
ZINC41631157	CC(C)SCc1cc([O-])nc(SCCCOc2ccccc2)n1
ZINC43209205	CC1=NOC(C(=O)[O-])(C(OCc2ccc(C)cc2)c2ccc(Cl)c(Cl)c2)C1
ZINC43740385	CC(C)CCCC(C)C1CCC2C3CCC(=O)C(C)(CCC(=O)[O-])C3CCC12C
ZINC43766852	CC(C)CCCC(C)C1CCC2C(C(=O)[O-])C(C3(C)CCC=CC3=O)CCC12C
ZINC57435394	COc1cccc(/C=C2\SC(/C=C(\[O-])c3ccc(C(C)(C)C)cc3)=NC2=O)c1
ZINC16441439	CCOc1c(Cl)cc(/C=C(\Cl)c2nc([O-])c3ccccc3n2)cc1OC
ZINC57761146	COc1ccc(C(C)C)cc1CC(C(=O)[O-])c1cc(C)ccc1C
ZINC57761538	CCc1ccc(OC)c(CC(C(=O)[O-])c2c(C)cc(C)cc2C)c1
ZINC58381534	Cc1cccc([N-]C2=NC(=O)/C(=C/c3ccccc3OCc3cccnc3)S2)c1
ZINC59366053	CCOC(=O)C1=C([O-])/C(=C/c2ccccc2OC)S/C1=N\c1ccc(CC)cc1
ZINC13750240	CCOc1ccc(/C=C2\SC([N-]c3ccc(C)cc3C)=NC2=O)cc1OC
ZINC13750240	CCOc1ccc(/C=C2\S/C(=N\c3ccc(C)cc3C)NC2=O)cc1OC
ZINC13750240	CCOc1ccc(/C=C2\S/C(=N/c3ccc(C)cc3C)NC2=O)cc1OC
ZINC66145474	CCC(Oc1ccc(C)cc1)C(=O)Oc1ccc(Br)cc1C(=O)[O-]
ZINC19803397	CCC(C)C(C(=O)NC(C(=O)[O-])C(C)C)c1ccccc1
ZINC33442997	CC(C)CC(NC(=O)/C=C/C=C/c1ccccc1)C(=O)[O-]
ZINC33443227	CCc1ccc(/C=C/C(=O)NC(C(=O)[O-])C(C)CC)cc1
ZINC33443230	CCc1ccc(/C=C/C(=O)NC(C(=O)[O-])C(C)CC)cc1
ZINC33450226	CCC(C)C(NC(=O)/C=C/C(C)=C/c1ccccc1)C(=O)[O-]
ZINC35095184	CCCCC(NC(=O)c1ccc(C(C)C)cc1)C(=O)[O-]
ZINC35408846	CCCc1sc(C(=O)NC(CC)C(=O)[O-])cc1CC
ZINC35409810	CCC(NC(=O)C(c1ccccc1)C(C)CC)C(=O)[O-]
ZINC35721714	O=C(CC1(C(=O)[O-])CCCCCC1)NCC(F)(F)F
ZINC36087324	CCCCCCNC(=O)C1C2C=CC(CC2)C1C(=O)[O-]
ZINC36831314	CCCC(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)[O-]
ZINC36831316	CCCC(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)[O-]
ZINC36835764	CCCC(NC(=O)c1c(C)c(C)c(C)c(C)c1C)C(=O)[O-]
ZINC36835862	CCCC(NC(=O)/C=C/c1ccc(C(C)C)cc1)C(=O)[O-]
ZINC36966498	CCCc1cc(C(=O)NC(C(=O)[O-])C(C)CC)sc1C
ZINC36981117	CC(CC(=O)[O-])NC(=O)CCSc1ccc(F)c(F)c1
ZINC37406948	CCCc1cc(C(=O)NC(CC(C)C)C(=O)[O-])sc1C
ZINC37457701	CC(CC(=O)[O-])NC(=O)CSCc1ccc(Cl)s1
ZINC37500798	Cc1cc(C(C)NC(=O)CC2(C(=O)[O-])CCCC2)c(C)s1
ZINC37565145	CCC(CC)(CC(=O)NCC1Cc2ccccc21)C(=O)[O-]
ZINC37565146	CCC(CC)(CC(=O)NCC1Cc2ccccc21)C(=O)[O-]
ZINC37795736	Cc1cc(C(C)NC(=O)CCCCC(=O)[O-])c(C)s1
ZINC05062034	CCC(CO)/N=C/C1=C([O-])CC(c2ccccc2)CC1=O
ZINC37415287	CC(SCC(=O)NC(c1cccs1)C(C)C)C(=O)[O-]
ZINC40215522	CC1CCC(NC(=O)CC2(CC(=O)[O-])CCCC2)CC1
ZINC40225140	O=C([O-])CC1(CC(O)c2ccc3c(c2)CCO3)CCCC1
ZINC40626443	O=C([O-])CCCCC(=O)NCc1cc2c(s1)CCC2
ZINC41037630	CCCCC(CC)C(=O)NC1(C(=O)[O-])CCCCC1C
ZINC41986207	CC(SCCO)(C(=O)[O-])c1ccccc1OC(F)F
ZINC43865297	Cc1cc2c(=O)n(/C=C(\[O-])NCCC(C)C)ccc2s1
ZINC44676681	O=C(CC1(C(=O)[O-])CCCC1)NC1CC1c1ccccc1
ZINC44676682	O=C(CC1(C(=O)[O-])CCCC1)NC1CC1c1ccccc1
ZINC44676683	O=C(CC1(C(=O)[O-])CCCC1)NC1CC1c1ccccc1
ZINC48389864	Cc1nc([S-])sc1CC(=O)NCCCOC(C)C
ZINC48439812	CCC(CC)(CC(=O)NCc1ccc(C)s1)C(=O)[O-]
ZINC49154066	CC(Cc1ccsc1)NC(=O)CC1(CC(=O)[O-])CCCC1
ZINC49593729	O=C([O-])/C=C/c1ccc(F)c(C(=O)NCC(F)(F)F)c1
ZINC49914033	CCc1cccc(C)c1NCCc1nc(CC(=O)[O-])cs1
ZINC50195419	CC(C)(CCC(=O)[O-])NC(=O)c1csc2c1CCCC2
ZINC50198213	CCC(NC(=O)C1CC=CCC1C(=O)[O-])c1ccccc1
ZINC51626866	CCC(NC(=O)CC(C)(C(=O)[O-])C(C)C)c1ccccc1
ZINC54333157	Cc1ccc(SCCC(=O)NCC(C)C(=O)[O-])cc1
ZINC57624406	CC(C)(CO)CS(=O)(=O)[N-]c1ccc(F)c(Cl)c1
ZINC59917742	CCC(NC(=O)CC(C)(C)CC(=O)[O-])c1ccccc1
ZINC61826255	CC(C)(CC(=O)[O-])CC(=O)NCCc1ccccc1F
ZINC61835595	CCC(NC(=O)CC(C)CC(=O)[O-])c1ccc(Cl)cc1
ZINC62458764	Cc1cc(C)c(CCCC(=O)NC(C(=O)[O-])C(C)C)c(C)c1
ZINC62458770	Cc1cc(C)c(CCCC(=O)NC(C(=O)[O-])C(C)C)c(C)c1
ZINC63099814	O=C([O-])CC1(CC(=O)NCCC(F)(F)F)CCCC1
ZINC63151762	O=C([O-])/C=C/c1cccc(C(=O)NCc2ccsc2)c1
ZINC04324930	Cc1ccsc1CNC(=O)CC(C)(C)CC(=O)[O-]
ZINC12368496	O=C([O-])/C=C/C(=O)NCc1ccc(Cl)c(Cl)c1
ZINC13034331	CC(C)NC(=O)CSCc1ccc(C(=O)[O-])cc1
ZINC13168509	CCc1sc(C(=O)NC2(C(=O)[O-])CCCCC2)cc1C
ZINC19407892	CCC(C)C(NC(=O)C(C)(C)c1ccccc1)C(=O)[O-]
ZINC19407894	CCC(C)C(NC(=O)C(C)(C)c1ccccc1)C(=O)[O-]
ZINC19803828	CCc1ccc(C(=O)NC(C(=O)[O-])C(C)CC)cc1
ZINC35095313	CCCCC(NC(=O)c1cc(C)cc(C)c1)C(=O)[O-]
ZINC35095456	CCCCC(NC(=O)c1ccc(Cl)s1)C(=O)[O-]
ZINC35389198	Cc1cccc(/C=C/C(=O)NC(C(=O)[O-])C(C)(C)C)c1
ZINC36087319	CCCCCNC(=O)C1C2C=CC(CC2)C1C(=O)[O-]
ZINC36831681	CCCC(NC(=O)c1ccc(C(C)C)cc1)C(=O)[O-]
ZINC36837510	CCCC(NC(=O)/C=C/c1ccc(C)cc1C)C(=O)[O-]
ZINC36966492	CCc1sc(C(=O)NC(C(=O)[O-])C(C)CC)cc1C
ZINC36973461	Cc1cccc(C2(C(=O)NCCCC(=O)[O-])CCC2)c1
ZINC37405607	CC(SCC(=O)NC1CCCC(C)C1C)C(=O)[O-]
ZINC37410016	CC1CCc2sc(C(=O)NCCCC(=O)[O-])cc2C1
ZINC37412452	CC(CC(=O)[O-])NC(=O)CSc1ccc(F)cc1
ZINC37412653	Cc1ccc(SCC(=O)NC(C)CC(=O)[O-])cc1
ZINC37412673	CSCc1ccc(C(=O)NC(C)CC(=O)[O-])cc1
ZINC37417697	Cc1cc(CNC(=O)CSC(C)C(=O)[O-])ccc1F
ZINC37434265	O=C([O-])CCCNC(=O)c1csc(Br)c1
ZINC37689551	Cc1nc(SC2CCCC2O)sc1CC(=O)[O-]
ZINC37792007	O=C(CC1(C(=O)[O-])CCCC1)NC(C1CC1)C1CC1
ZINC37794575	CC(C)CC(NC(=O)C1CC1C(=O)[O-])c1ccccc1
ZINC37795730	Cc1cc(C(C)NC(=O)CCCC(=O)[O-])c(C)s1
ZINC37903953	O=C([O-])C1CC1C(=O)NCCSc1ccccc1
ZINC04009131	CC(C)C(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)[O-]
ZINC13642054	CC(C)Cc1ccc(C(C)C(=O)NC(C)C(=O)[O-])cc1
ZINC33448873	CC(NC(=O)C(C)Sc1ccc(C(C)C)cc1)C(=O)[O-]
ZINC33448875	CC(NC(=O)C(C)Sc1ccc(C(C)C)cc1)C(=O)[O-]
ZINC41356138	CCc1ccc(C(CC(=O)[O-])NC(=O)C(C)C)cc1
ZINC45142438	CC1(C)CC1NC(=O)c1ccc(/C=C/C(=O)[O-])cc1F
ZINC48204810	CCC(C)C(NC(=O)Cc1ccc(C)c(C)c1)C(=O)[O-]
ZINC48204815	CCC(C)C(NC(=O)Cc1ccc(C)c(C)c1)C(=O)[O-]
ZINC49180729	COCC(C)CNC(=O)Cc1sc([S-])nc1C
ZINC49891215	Cc1cc(C)c(NCc2nc(C)c(C(=O)[O-])s2)c(C)c1
ZINC49891255	Cc1cccc(C)c1NCc1nc(C)c(CC(=O)[O-])s1
ZINC50194994	CC(C)(CCC(=O)[O-])NC(=O)CC1CC2CCC1C2
ZINC50291976	Cc1ccc(C(C)NC(=O)C2(C(=O)[O-])CCC2)s1
ZINC52301818	CC1CC1NC(=O)c1ccc(/C=C/C(=O)[O-])cc1F
ZINC53141516	Cc1ccc(C)c(CC(=O)NC(CC(C)C)C(=O)[O-])c1
ZINC54310268	Cc1ccc(SCC(=O)NCC(C)C(=O)[O-])cc1
ZINC05527650	CSC(=S)N/N=C\C=N/N=C(/[S-])SC
ZINC57550510	CCC(C)NC(=O)CC(C(=O)[O-])c1ccccc1C
ZINC58253830	Cc1cc(C)cc(NC(=O)CSC(C)C(=O)[O-])c1
ZINC61827505	CC(C)(CC(=O)[O-])CC(=O)NC1CCCc2sccc21
ZINC61837164	Cc1ccc(C(C)NC(=O)CC(C)CC(=O)[O-])s1
ZINC62334200	O=C([O-])CC1(CC(O)c2ccc3c(c2)COC3)CCCC1
ZINC63147113	O=C([O-])c1cnc(NCc2ccsc2)c(Cl)c1
ZINC01073347	CCC(C)OC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)c(Br)c1
ZINC04454773	C=CCOc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)cc1OCC
ZINC07278815	CC(C)c1ccc(CCNC(=O)CN2C(=O)NC3(CCc4ccccc43)C2=O)cc1
ZINC12001622	O=C(CCc1nnc(Cc2c[nH]c3ccccc23)o1)NC12CC3CC(CC(C3)C1)C2
ZINC12881562	CCOC(=O)Nc1nc(CC(=O)Nc2ccc(Br)cc2C)cs1
ZINC15236800	CC1(c2ccc3ccccc3c2)NC(=O)N(CC(O)COc2ccc(F)cc2)C1=O
ZINC20467709	CCCN(c1ccccc1OC)S(=O)(=O)c1cc(Br)cnc1N
ZINC20744925	O=C(COc1ccc2c(c1)OC1(CCCCC1)CC2=O)NCC(O)c1ccccc1
ZINC23311838	Cc1n[nH]c(C)c1C[NH+](C)Cc1ccc(-c2nc([O-])cc(C(F)(F)F)n2)cc1
ZINC24269924	C=CCn1c(SC(C)C(=O)C(C#N)=C2Nc3ccccc3N2)nc2ccccc21
ZINC24352159	CC(C)(C)C1CCc2sc(C(=O)NNC(=O)CCN3CCSC3=O)cc2C1
ZINC24709621	Cc1nc(C)c(CCC(=O)NC(c2ccccc2)c2cc3ccccc3o2)c(=O)[nH]1
ZINC32972680	Cc1ccccc1C(=O)/N=C(/NCc1c(C)nn(C)c1C)Nc1cccc(C)c1C
ZINC33057171	CC(CNC(=O)c1ccc(NC(=O)c2ccco2)s1)N1CCc2ccccc21
ZINC06250871	O=S(=O)(/N=C(\NC(=S)/N=c1\[nH]ccs1)c1ccccc1)c1ccccc1
ZINC36257160	COC(=O)C1=C(Nc2ccc(F)cc2)S/C(=C/c2ccc(O)cc2OC)C1=O
ZINC36591405	Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)C1CCC(=O)N1)C(C)(C)C
ZINC39164063	CC1CC(NC(=O)CSc2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)=NO1
ZINC39231905	CC1=C(C#N)C(NC(=O)CSc2nc3ccccc3[nH]2)N=C1Cc1ccccc1
ZINC39843458	CC(/C=N\N=C1/NC(=O)C(CC(=O)Nc2ccc(F)cc2)S1)=C/c1ccccc1
ZINC33933651	COCC(C)n1c(-c2cc(-c3ccc(Cl)cc3Cl)no2)cc(C(N)=O)c1C
ZINC45841087	CNC(=O)C1CN(CC(=O)NC(c2ccc(C)cc2)C2CC2)c2ccccc2O1
ZINC46630424	CC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)NCCc1cccc(F)c1)C2=O
ZINC46763391	CC(C)C(CNS(=O)(=O)c1cc2c(cc1Cl)NC(=O)CO2)c1ccccc1
ZINC48874403	CC(NC(=O)C(=O)Nc1cccc(Cn2cccn2)c1)c1cccc2ccccc12
ZINC51318467	CCOC(=O)C1=C(CN2CCc3ccccc3C2)NC(=O)NC1c1ccc(C)cc1
ZINC55020200	CNS(=O)(=O)c1cc(NC(=O)CN(C)c2cccc3ccccc23)ccc1C
ZINC04944153	C=CCOc1ccc(C2CC(=O)Nc3[nH]nc(-c4ccc(Cl)cc4)c32)cc1OC
ZINC05866916	CCOc1ccc(C2NC(=O)NC(C)=C2C(=O)c2ccc(Cl)cc2)cc1OC
ZINC58263811	CCC(C)NC(=O)C1CC(C)N(CC(=O)NC2(C#N)CCCCC2)c2ccccc21
ZINC25469606	CC1(c2ccc(F)cc2)NC(=O)N(CC(=O)NC(c2ccccc2)C2CC2)C1=O
ZINC58715913	CCCNC(=O)CN1CCN(C(=O)NC(C)c2cccc(Br)c2)CC1
ZINC59249125	S=C(N/N=C/c1cc(Br)c(N2CCOCC2)o1)Nc1ccccc1
ZINC47407243	CC(C)NC(=O)c1ccc(Cl)c(NC(=O)Cc2csc(-c3ccco3)n2)c1
ZINC14160295	Cc1cc(C)nc(/N=C(\NC(=S)Nc2ccccc2C)N2CCCC(C)C2)n1
ZINC60318656	CCOc1c(Cl)cccc1NC(=O)CCc1nc2sc(C)c(C)c2c(=O)[nH]1
ZINC60338188	Cc1nn(C)c2[nH]c(=O)c(CCC(=O)NCC(C)(C)c3ccccc3F)c(C)c12
ZINC61457183	CC(C)c1noc(CCCNC(=O)c2cc3ccc(Br)cc3[nH]2)n1
ZINC62581967	O=C(NCCc1cc(F)cc2c1OCOC2)Nc1ccc(Cc2ccncc2)cc1
ZINC21148625	Cc1ccc(O)c(-c2n[nH]c3c2C(c2ccc(C(C)C)cc2)N(CCCO)C3=O)c1
ZINC64794229	CCn1c(SCc2cccc(OC)c2)nnc1-c1sc2ncccc2c1N
ZINC65621207	Cc1cc(C)cc(C(=O)NCC(=O)NC(C)c2ccc(N3CCOCC3)cc2)c1
ZINC66161000	O=C(NCCCc1nc2c(s1)CCCC2)Nc1ccc(-c2csnn2)cc1
ZINC66237653	CCc1cccc(OCC(O)CN2C(=O)NC3(CCc4ccccc4C3)C2=O)c1
ZINC66334778	CC(NC(=O)N(Cc1ccccc1)CC1CCC1)c1ccc2c(c1)NC(=O)CO2
ZINC66766502	CCCC(=O)Nc1cccc(NC(=O)C2CC(=O)N(C3CCC(C)CC3)C2)c1C
ZINC67238908	CCC(C)n1c(SCC(=O)Nc2c(C)cccc2C)nc2cc(C)[nH]c2c1=O
ZINC67285973	CCOC(=O)C1=C(CN2CCCCCC2)NC(=O)NC1c1ccc(F)c(F)c1
