ZINC01406388	O=[N+]([O-])c1ccc(Sc2ccc(Br)cc2)c(Br)c1
ZINC13418143	Cc1c(C(=O)[O-])sc2ncn(CC(=O)N(C)Cc3ccc(Cl)cc3)c(=O)c12
ZINC13574268	CCC(=S)/C=C1\Sc2cc(OC)c3ccsc3c2N1CCCS(=O)(=O)[O-]
ZINC16923189	Cc1cccc(N2C(=O)SC(CC(=O)N(C)c3ccccc3C(=O)[O-])C2=O)c1
ZINC16923350	Cc1ccc(N2C(=O)SC(CC(=O)N(C)c3ccccc3C(=O)[O-])C2=O)cc1
ZINC17145590	COc1cc(/C=C2\C(=O)N(c3ccc(C)cc3)C(=S)N=C2[O-])cc(OC)c1OC
ZINC21010328	Cc1nn(C2CCS(=O)(=O)C2)c(C)c1S(=O)(=O)[N-]c1ccccc1C(F)(F)F
ZINC21215248	Cc1nn(-c2cccc(C(F)(F)F)c2)c(C)c1C(=O)/C([O-])=N/c1nncs1
ZINC05488476	COc1ccc(C2CC(c3c([O-])cc(C)oc3=O)=NCCS2)c(OC)c1OC
ZINC23027632	CN(C(=O)c1ccc(S(=O)(=O)[N-]c2ccccc2F)cc1)C1CCS(=O)(=O)C1
ZINC31772947	O=S1(=O)CCC(S(=O)(=O)c2cccc(S(=O)(=O)[N-]c3ccc(Cl)cc3)c2)C1
ZINC08339741	CCn1ncc(-n2c([S-])nnc2CCn2nc(C)c(Br)c2C)c1C
ZINC08339760	CCn1ncc(-n2c([S-])nnc2Cn2nc(C(F)(F)F)cc2C2CC2)c1C
ZINC35024999	O=C(C1=C([O-])C(=O)N(CC2CCCO2)C1c1ccc(F)cc1)c1ccc2c(c1)OCCO2
ZINC08320292	Cc1ccc(C2C(C(=O)c3ccc(Cl)cc3)=C([O-])C(=O)N2Cc2ccco2)o1
ZINC36182493	COc1ccc(S(C)(=O)=O)cc1S(=O)(=O)[N-]c1ccc(F)c(F)c1F
ZINC06813628	O=C(C1=C([O-])C(=O)N(CCN2CCOCC2)C1c1ccc(F)cc1)c1cccs1
ZINC13131063	Cc1ccc(C2C(C(=O)c3ccc(Cl)cc3)=C([O-])C(=O)N2CC2CCCO2)o1
ZINC38616046	Cc1ccc(/C=C2\SC(=S)N(CCC(=O)c3c(C)c(C#N)c(=O)n(C)c3[O-])C2=O)cc1
ZINC38644952	CCN1CCS/C1=C\C=c1/s/c(=C2\SC(=S)N(CC(=O)[O-])C2=O)n(CC)c1=O
ZINC39701184	COc1cc(/C=C/C(=O)C2=C(C)C(C(=O)[O-])N=C2C)cc(Cl)c1OC(F)F
ZINC41269346	CC1CN(S(=O)(=O)c2cccc([N-]S(=O)(=O)c3ccccc3)c2)CCO1
ZINC48499581	N#CCSC/C([O-])=N/S(=O)(=O)c1cc(Br)ccc1Br
ZINC49606598	COCCN(CC(=O)[O-])C(=O)c1cc(Cl)c(I)cc1OC
ZINC46708918	O=C1C2CCCCC2C(=O)N1CC/C([O-])=N/S(=O)(=O)c1ccc(Cl)cc1
ZINC62160305	COc1ccc(N2CCN(C=O)CC2)cc1[N-]S(=O)(=O)c1ccc(C)s1
ZINC64025811	CC1N=C(CN2CCN(Cn3nc(-c4cccs4)nc3[S-])CC2)CS1
ZINC64920384	CC(=O)c1ccc([N-]S(=O)(=O)c2ccc(-c3nnc(C4CCC4)o3)s2)cc1
ZINC65129008	CCn1nc(-c2csc(S(=O)(=O)[N-]c3ccc(F)cc3F)c2)ccc1=O
ZINC65186209	CCc1nnc(C2=C(C)C(S(=O)(=O)[N-]c3ccc(F)c(Cl)c3)C(C)=N2)o1
ZINC65186346	CSc1ccccc1[N-]S(=O)(=O)C1C(C)=NC(c2nnc(C3CC3)o2)=C1C
ZINC65186429	CC1=NC(c2nnc(C3CCC3)o2)=C(C)C1S(=O)(=O)[N-]c1ccc(F)c(F)c1
ZINC65193891	CSc1ccc([N-]S(=O)(=O)C2C(C)=NC(C)=C2c2nnc(C3CC3)o2)cc1
ZINC65193964	CC1=NC(C)=C(c2nnc(C3CCC3)o2)C1S(=O)(=O)[N-]c1ccc(C)cc1C
ZINC65194470	CC1=NC(C)=C(c2nc(C3CC3)no2)C1S(=O)(=O)[N-]c1cccc(Cl)c1C
ZINC65194604	CCn1c(C)c(-c2nc(C3CC3)no2)c(S(=O)(=O)[N-]c2cccc(F)c2)c1C
ZINC66583276	CN(C)C(=O)c1ccc([N-]S(=O)(=O)/C=C/c2ccccc2Cl)cc1Cl
ZINC66585742	COC(=O)c1sccc1S(=O)(=O)[N-]c1ccc(-n2cccn2)c(Cl)c1
ZINC66587333	O=S(=O)([N-]c1cccc(S(=O)(=O)C(F)F)c1)c1cccc(Cl)c1F
ZINC66587380	O=S(=O)([N-]c1cccc(S(=O)(=O)C(F)F)c1)c1ccc(F)cc1Cl
ZINC09973240	CCOc1cc(/C=C2\SC(=S)N(CC)C2=O)cc(Cl)c1OCc1ccc(C(=O)[O-])cc1
ZINC13060103	Cc1cc(/C=C/C(=O)c2ccc(S(=O)(=O)N3CCC(C(=O)[O-])CC3)cc2)cc(C)c1OC(F)F
ZINC13186951	Cc1ccccc1-n1cc(/C=C2\SC(=S)N(CCCCC(=O)[O-])C2=O)c(-c2ccccc2)n1
ZINC13264723	Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CCCCC(=O)[O-])C2=O)cc1C
ZINC13299643	CCc1cccc(CC)c1N(C(C)=O)c1nc(/C=C(\CC(=O)[O-])c2nc3ccccc3s2)cs1
ZINC13363774	C=CCn1c(SCC(=O)N2CCC(C(=O)[O-])CC2)nnc1-c1cc2c(s1)CCC(CC)C2
ZINC13396873	CCCCCn1c(SCC(=O)N2CCC(C(=O)[O-])CC2)nc2sc3c(c2c1=O)CCCC3
ZINC13397846	CCCCCn1c(SCC(=O)N2CCCC(C(=O)[O-])C2)nc2ccc(Br)cc2c1=O
ZINC13408684	C=CCn1c(SCC(=O)N2CCCC(C(=O)[O-])C2)nnc1-c1cc2c(s1)CCC(CC)C2
ZINC13414672	COc1ccc(-c2nnc(SCc3c(C(=O)[O-])sc4cccc(F)c34)n2CC2CCCO2)cc1
ZINC13416693	CCn1c(CSc2nc3ccccc3s2)nnc1SCc1c(C(=O)[O-])oc2ccccc12
ZINC15010213	CCCN1C(=O)/C(=C/c2cc(Br)ccc2OCC(=O)[O-])S/C1=N\c1ccc(OC)cc1
ZINC09186761	C=CCOc1cccc(C2C(C(=O)c3ccc(OC)cc3)=C([O-])C(=O)N2c2nc3ccc(C)cc3s2)c1
ZINC09271310	CCCOc1cccc(C2C(C(=O)c3ccc(C)cc3)=C([O-])C(=O)N2c2nc3ccc(OC)cc3s2)c1
ZINC20175676	CCOc1cc(/C=C2\SC(=S)N=C2[O-])cc(Br)c1OCCOc1ccc(C)c(C)c1
ZINC20264431	COc1ccc(C(=O)C2=C([O-])C(=O)N(CCN3CCOCC3)C2c2ccc(C(C)C)cc2)cc1Cl
ZINC20264434	COc1ccc(C(=O)C2=C([O-])C(=O)N(CCN3CCOCC3)C2c2ccc(C(C)C)cc2)cc1Cl
ZINC09374193	CCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2Cc2ccccc2)cc1OC
ZINC09374850	Cc1ccc(C2C(C(=O)c3ccc(OCc4ccccc4C)cc3)=C([O-])C(=O)N2Cc2ccco2)o1
ZINC20994774	CCOC(=O)c1cc(-c2ccc(S(=O)(=O)[N-]c3ccc(Cl)c(C(F)(F)F)c3)s2)on1
ZINC33248888	CCOC(=O)CS/C=C(\[O-])N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1
ZINC33379688	Cc1ccc2nc(N3C(=O)C([O-])=C(C(=O)c4ccncc4)C3c3cccc(OCCC(C)C)c3)sc2c1
ZINC03529775	CCN(CC)S(=O)(=O)c1cccc(-c2nnc([S-])n2-c2c(C(C)C)cccc2C(C)C)c1
ZINC33499894	CCCCOc1cccc(C(=O)C2=C([O-])C(=O)N(c3nccs3)C2c2ccc(Cl)c(Cl)c2)c1
ZINC09293034	CCCCOc1cccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2c2nccs2)c1
ZINC33538820	Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(C)s3)C2c2cccc(OCCC(C)C)c2)cc1
ZINC16805433	CCOC(=O)c1sc(N2C(=O)C([O-])=C(C(=O)c3ccc(C)c(F)c3)C2c2ccc(CC)cc2)nc1C
ZINC33724559	CCCOc1cccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(OC)cc4s3)C2c2ccc(C)cc2)c1
ZINC34917678	CCCCOc1ccc(C2C(C(=O)c3ccco3)=C([O-])C(=O)N2c2nc3ccc(F)cc3s2)cc1
ZINC34923297	CCC1=C(C(=O)OC)C(c2ccc(C)cc2C)N2C(/C=C(\[O-])N(C)Cc3ccco3)=CSC2=N1
ZINC35421657	C=CCOc1cccc(C2C(C(=O)/C=C/c3ccccc3)=C([O-])C(=O)N2c2nc3ccc(C)cc3s2)c1
ZINC35621320	CCCc1nn(-c2ccc(C)cc2C)c([O-])c1C1=C(N(CC)CC)C(=O)N(c2ccc(F)cc2)C1=O
ZINC35698238	CCN(CC)C(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N(CC)CC)N2C1c1ccc(Cl)cc1
ZINC36309583	CCN(CC)C(=O)c1cc(S(=O)(=O)[N-]c2cc(Cl)c(OC)cc2OC)c(Cl)cc1Cl
ZINC05919143	CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2Cc2ccco2)cc1
ZINC05919179	CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2Cc2ccco2)cc1
ZINC38619009	CCCCOc1c(Cl)cc(C(=O)c2c(C)c(C#N)c(=O)n(CC3CCCO3)c2[O-])cc1Cl
ZINC13266341	C=CCn1c(SCC(=O)N(C2CCCCC2)C2CCCCC2)nc2cc(C(=O)[O-])ccc2c1=O
ZINC39848846	CCCOc1cccc(C2C(C(=O)c3ccc4cc(OC)ccc4c3)=C([O-])C(=O)N2c2nccs2)c1
ZINC39987224	Cc1ccc(-c2nn(C3C=CC=CC3)cc2C2CC(c3ccccc3)=NN2C(=O)CCCC(=O)[O-])cc1
ZINC40004153	CCOc1ccc(C2C(C(=O)c3c(C)nc4c(C)cccn34)=C([O-])C(=O)N2CCc2ccccc2)cc1
ZINC40027209	C=CCN1C(=O)C([O-])=C(C(=O)c2ccc(OCC)c(C)c2)C1c1cc(Br)ccc1OC
ZINC40027858	C=CCN1C(=O)C([O-])=C(C(=O)c2ccc(OCC(C)C)c(C)c2)C1c1c(Cl)cccc1Cl
ZINC40030637	C=CCN1C(=O)C([O-])=C(C(=O)c2ccc(OCc3ccccc3Cl)cc2)C1c1c(F)cccc1Cl
ZINC40112224	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(S(=O)(=O)N3CCCCCC3)cc2)C1c1ccc(F)cc1
ZINC40450509	CCOc1ccc(OCC)c([N-]S(=O)(=O)c2cc3c(cc2Br)CCN3C(=O)C2CC2)c1
ZINC40938505	Cc1ccc(COc2ccc(Br)cc2/C=C2/SC(=S)N(CCCC(=O)[O-])C2=O)cc1
ZINC59198268	C=CCc1cc(/C=C2/C(=O)N(c3ccc(Br)cc3)C(=O)N=C2[O-])cc(OCC)c1OCC
ZINC59198620	C=CCOc1c(CC=C)cc(/C=C2/C(=O)N(c3ccc(Br)cc3)C(=S)N=C2[O-])cc1OC
ZINC02232436	C=CCc1ccccc1OCCn1cc(/C=C2/C(=O)N=C([O-])N(c3ccc(F)cc3)C2=O)c2ccccc21
ZINC02232436	C=CCc1ccccc1OCCn1cc(/C=C2\C(=O)N(c3ccc(F)cc3)C(=O)N=C2[O-])c2ccccc21
ZINC03796206	CC(C)(Oc1ccc(Br)cc1)C1OCC(C/C=C\CCC(=O)[O-])C(c2cccnc2)O1
ZINC02303575	Cc1ccc(C)c(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CCCCCC(=O)[O-])C2=O)c1
ZINC13343127	COc1cc(/C=C2\SC(=S)N(CCCCCC(=O)[O-])C2=O)ccc1OCc1ccc(F)cc1
ZINC13344197	COc1cc(C(=O)/C=C/c2c(C)nn(Cc3c(Cl)cccc3Cl)c2C)ccc1OCC(=O)[O-]
ZINC13350593	COc1cc(C(=O)/C=C/c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)ccc1OCC(=O)[O-]
ZINC13362732	Cc1ccccc1-c1nn(-c2ccccc2)cc1/C=C1\SC(=S)N(CCCCCC(=O)[O-])C1=O
ZINC19923101	COc1ccc(C(=O)C2=C([O-])C(=O)N(CCCN3CCOCC3)C2c2ccc(C(C)(C)C)cc2)cc1
ZINC09374711	C=CCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCc2ccccc2)cc1
ZINC20390022	CCc1ccc(C2C(C(=O)c3ccc(OCC(C)C)cc3)=C([O-])C(=O)N2CCCN2CCOCC2)cc1
ZINC09350788	CC(C)COc1ccc(C(=O)C2=C([O-])C(=O)N(CCN3CCOCC3)C2c2ccc(Cl)cc2)cc1
ZINC33386549	CCCCCOc1ccc(C2C(C(=O)c3cc4ccccc4o3)=C([O-])C(=O)N2c2nccs2)cc1
ZINC14077399	CCCCOc1ccc(C2C(C(=O)c3ccc(Cl)cc3)=C([O-])C(=O)N2CCCOC)cc1OC
ZINC33510146	CCCCCOc1ccc(C2C(C(=O)c3ccc(F)cc3)=C([O-])C(=O)N2Cc2ccccc2)cc1OC
ZINC09464920	CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCc2ccccc2)cc1
ZINC34918046	CCOc1cc(C2C(C(=O)c3ccc(C)o3)=C([O-])C(=O)N2Cc2ccccc2)ccc1OCCC(C)C
ZINC34923218	CCC1=C(C(=O)OC)C(c2cccc(OC)c2)N2C(/C=C(\[O-])NCCc3cccs3)=CSC2=N1
ZINC34932049	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nccs3)C2c2cccc(OCCC(C)C)c2)cc1
ZINC34932050	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nccs3)C2c2cccc(OCCC(C)C)c2)cc1
ZINC34990696	CCCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2c2ccccn2)cc1
ZINC35276932	CCCCOc1ccc(C2C(C(=O)c3ccc(Cl)cc3)=C([O-])C(=O)N2CCOC)cc1OCC
ZINC35420957	CCCOc1ccc(C2C(C(=O)/C=C/c3ccccc3)=C([O-])C(=O)N2c2nc(C)c(C(C)=O)s2)cc1
ZINC35421167	Cc1nnc(N2C(=O)C([O-])=C(C(=O)/C=C/c3ccccc3)C2c2cccc(OCCC(C)C)c2)s1
ZINC35697406	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCC3CCCO3)N2C1c1ccc(Cl)cc1
ZINC35701135	CCC1=C(C(=O)OC)C(c2ccc(C(F)(F)F)cc2)N2C(/C=C(\[O-])NCC3CCCO3)=CSC2=N1
ZINC35705122	CCOC(=O)C1=C(c2ccccc2)N=C2SC=C(/C=C(\[O-])NC3CC3)N2C1c1cccc(OC)c1
ZINC36053273	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccccn3)N2C1c1cc(C)ccc1C
ZINC36063424	CCC1=C(C(=O)OC)C(c2cccc(OC)c2)N2C(/C=C(\[O-])N(C)Cc3ccccc3)=CSC2=N1
ZINC36063455	CC1=C(C(=O)OCc2ccccc2)C(c2cccs2)N2C(/C=C(\[O-])NCC3CCCO3)=CSC2=N1
ZINC36064947	COc1ccccc1C1C(C(=O)OC(C)C)=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccccc3)N21
ZINC36242481	CC(C)(Oc1ccc(Br)cc1)C1OCC(C/C=C\CCC(=O)[O-])C(c2cccnc2)O1
ZINC09456577	CCCCOc1cccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C([O-])C(=O)N2Cc2ccccc2)c1
ZINC16733813	CCCCCOc1ccc(C2C(C(=O)c3ccc(OCC)cc3)=C([O-])C(=O)N2Cc2ccco2)cc1
ZINC38256272	CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2Cc2ccco2)cc1
ZINC39546077	CCOc1ccc(Oc2ccc(C(F)(F)F)cc2[N-]S(=O)(=O)c2ccc(OC)c(OC)c2)cc1
ZINC39999797	CCCCOc1ccc(C2C(C(=O)c3ccc(C)cc3)=C([O-])C(=O)N2c2nnc(SCC)s2)cc1
ZINC40004187	CCCOc1cccc(C2C(C(=O)c3c(C)nc4c(C)cccn34)=C([O-])C(=O)N2CCc2ccccc2)c1
ZINC40027169	C=CCN1C(=O)C([O-])=C(C(=O)c2ccc(OCC)c(C)c2)C1c1ccc(OCCCC)c(OCC)c1
ZINC40031015	C=CCN1C(=O)C([O-])=C(C(=O)c2ccc(OCc3ccc(F)cc3)cc2)C1c1ccc(O)c(OC)c1
ZINC40031028	C=CCOc1ccc(C2C(C(=O)c3ccc(OCc4ccc(F)cc4)cc3)=C([O-])C(=O)N2CC=C)cc1
ZINC40031045	C=CCOc1cccc(C2C(C(=O)c3ccc(OCc4ccc(F)cc4)cc3)=C([O-])C(=O)N2CC=C)c1
ZINC40055289	O=C(C1=C([O-])C(=O)N(CCCO)C1c1ccc(Cl)cc1)c1ccc(OCc2ccc(F)cc2)cc1
ZINC40055337	CC(C)c1ccc(C2C(C(=O)c3ccc(OCc4ccc(F)cc4)cc3)=C([O-])C(=O)N2CCCO)cc1
ZINC40077794	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(OCC)cc2)C1c1cc(Br)c(O)c(OC)c1
ZINC40078164	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCO)C2c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1
ZINC40085883	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(OCC)c(C)c2)C1c1ccc(OCCC(C)C)c(OC)c1
ZINC40096788	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc3c(c2)OCCO3)C1c1ccc(OCc2ccccc2)cc1
ZINC40097600	CCCCN1C(=O)C([O-])=C(C(=O)c2cc3ccccc3o2)C1c1ccc(OCCC(C)C)c(OCC)c1
ZINC08856052	O=C([O-])c1ccc(NC(=O)C2CC(=O)N(CCc3ccccc3)/C(=N/CCc3ccccc3)S2)cc1
ZINC08856053	O=C([O-])c1ccc(NC(=O)C2CC(=O)N(CCc3ccccc3)/C(=N/CCc3ccccc3)S2)cc1
ZINC09144995	COC(=O)CCCCC/C(=N/Nc1nc2ccccc2c2ccccc12)C1=C([O-])CC(C)(C)CC1=O
ZINC09144995	COC(=O)CCCC/C=C(\NNc1nc2ccccc2c2ccccc12)C1=C([O-])CC(C)(C)CC1=O
ZINC08952073	CCOc1cc(/C=C2\S/C(=N\c3ccc(C)cc3)N(Cc3ccccc3)C2=O)ccc1OCC(=O)[O-]
ZINC13067028	CCc1ccc(-c2nn(Cc3ccccc3)cc2/C=C2\SC(=S)N(CCCC(=O)[O-])C2=O)cc1
ZINC13218675	CCn1c(CSc2nc3sc4c(c3c(=O)n2CCCOC)CCC4)nc2cc(C(=O)[O-])ccc21
ZINC13255405	COCCCn1c(SCc2c(C(=O)[O-])sc3cccc(F)c23)nnc1-c1ccc(Cl)cc1
ZINC13269363	COc1cc(/C=C/C(=O)[O-])cc(S(=O)(=O)NC(c2ccc3c(c2)CCC3)c2cccs2)c1OC
ZINC20029200	CC(C)Oc1ccc(C(=O)C2=C([O-])C(=O)N(CCN3CCOCC3)C2c2ccc(C(C)C)cc2)cc1
ZINC12615834	Cc1cc(C(=O)C2=C([O-])C(=O)N(CCN3CCOCC3)C2c2ccc(F)cc2)ccc1OCC(C)C
ZINC15536634	CN(C)C(CNC(=O)c1ccc(S(=O)(=O)[N-]c2cccc(C(F)(F)F)c2)cc1)c1cccs1
ZINC16854081	COc1ccc(CSc2nc(C)c(CCSCc3ccccc3Cl)c(=O)[nH]2)cc1[N+](=O)[O-]
ZINC32588939	O=S(=O)([N-]c1ccc(S(=O)(=O)NCC(F)(F)F)cc1)c1ccc(OC(F)F)c(Cl)c1
ZINC33436957	CCCCOc1cccc(C(=O)C2=C([O-])C(=O)N(Cc3ccco3)C2c2ccc(Cl)c(Cl)c2)c1
ZINC33664949	CCCCCOc1ccc(C2C(C(=O)c3cc(C)ccc3C)=C([O-])C(=O)N2c2nnc(C)s2)cc1
ZINC34917687	CCCCCOc1ccc(C2C(C(=O)c3ccco3)=C([O-])C(=O)N2c2nc3ccc(F)cc3s2)cc1
ZINC34917689	CCCCCOc1ccc(C2C(C(=O)c3ccco3)=C([O-])C(=O)N2c2nc3ccc(F)cc3s2)cc1
ZINC34922757	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])Nc3cc(C)cc(C)c3)N2C1c1ccccc1
ZINC34923453	COC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCCOc3ccccc3)N2C1c1ccccc1Cl
ZINC35420963	C=CCOc1ccc(C2C(C(=O)/C=C/c3ccccc3)=C([O-])C(=O)N2c2nc(C)c(C(C)=O)s2)cc1
ZINC35692775	CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC(C(=O)OCC)C3)N2C1c1ccccc1
ZINC35692779	CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC(C(=O)OCC)C3)N2C1c1ccccc1
ZINC35692852	CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC(C(=O)OCC)C3)N2C1c1cccc(C)c1
ZINC35696870	CCN(C)/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OCc3ccccc3)C(c3ccc(OC)cc3)N12
ZINC35696884	CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2)N2C(/C=C(\[O-])NCc3ccco3)=CSC2=N1
ZINC35703674	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])Nc3ccc(F)cc3)N2C1c1ccc(C)cc1C
ZINC35704579	CC1=C(C(=O)OCc2ccccc2)C(c2cccs2)N2C(/C=C(\[O-])NCc3ccco3)=CSC2=N1
ZINC35704580	CC1=C(C(=O)OCc2ccccc2)C(c2cccs2)N2C(/C=C(\[O-])NCc3ccco3)=CSC2=N1
ZINC36052878	CCOC(=O)C1CCCN(/C([O-])=C/C2=CSC3=NC(CC)=C(C(=O)OC)C(c4ccc(C)cc4)N23)C1
ZINC36053072	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccc(F)cc3)N2C1c1ccc(F)cc1
ZINC36058671	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N(C)Cc3ccccc3)N2C1c1ccccc1F
ZINC08779317	C=CCOC(=O)c1sc(N2C(=O)C([O-])=C(C(=O)c3cccs3)C2c2ccccc2OC)nc1C
ZINC38619014	CCCCCOc1c(Cl)cc(C(=O)c2c(C)c(C#N)c(=O)n(CC3CCCO3)c2[O-])cc1Cl
ZINC13272162	CC(Sc1nnc(-c2cccs2)n1C(C(=O)[O-])C(C)C)C(=O)Nc1ccccc1C(F)(F)F
ZINC39692573	CCN(CC)c1ccc(-c2nnc(SCC3=CC(=O)N=C4SC(C(=O)[O-])C(C)=C34)n2CC)cc1
ZINC39999795	CCCOc1ccc(C2C(C(=O)c3ccc(C)cc3)=C([O-])C(=O)N2c2nnc(SCC)s2)cc1
ZINC40000288	CCCOc1ccc(C2C(C(=O)c3ccc(F)cc3)=C([O-])C(=O)N2c2nnc(SCC)s2)cc1
ZINC40000292	C=CCOc1ccc(C2C(C(=O)c3ccc(F)cc3)=C([O-])C(=O)N2c2nnc(SCC)s2)cc1
ZINC40000306	C=CCOc1cccc(C2C(C(=O)c3ccc(F)cc3)=C([O-])C(=O)N2c2nnc(SCC)s2)c1
ZINC40000307	C=CCOc1cccc(C2C(C(=O)c3ccc(F)cc3)=C([O-])C(=O)N2c2nnc(SCC)s2)c1
ZINC40003126	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SC)s3)C2c2cccc(OC)c2)cc1
ZINC40003132	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SC)s3)C2c2ccc(OC)cc2)cc1
ZINC40026106	C=CCN1C(=O)C([O-])=C(C(=O)c2ccc(Br)cc2)C1c1ccc(OCC(C)C)c(OC)c1
ZINC40027534	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CC=C)C2c2cc(Br)ccc2OC)cc1C
ZINC40028272	C=CCN1C(=O)C([O-])=C(C(=O)c2cc3ccccc3o2)C1c1ccc(OCc2ccccc2)c(OC)c1
ZINC40052724	Cc1cc(C(=O)C2=C([O-])C(=O)N(CCCO)C2c2c(Cl)cccc2Cl)ccc1OCC(C)C
ZINC02791698	CCOCCCn1c([S-])nnc1-c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(C(C)C)cc1)N2
ZINC59105449	CCOC(=O)C1=C([O-])/C(=C/c2cc(Cl)c(OCC)c(OC)c2)S/C1=N\c1ccc(OC)cc1
ZINC59105458	CCOC(=O)C1=C([O-])/C(=C/c2cc(Cl)c(OCC#N)c(OCC)c2)S/C1=N\c1ccc(C)cc1
ZINC59105459	CCOC(=O)C1=C([O-])/C(=C/c2cc(Cl)c(OC)cc2OC)S/C1=N\c1ccc(OCC)cc1
ZINC59437085	CCOC(=O)C1=C([O-])/C(=C/c2cc(Cl)c(OCC#N)c(OC)c2)S/C1=N\c1ccc(CC)cc1
ZINC12252480	Cc1ccc(S(=O)(=O)c2[n-]c(-c3ccccc3)nc2SCC(=O)NCCC2=CCCCC2)cc1
ZINC01296339	COc1ccc2cc(C3CC(c4ccc(C)cc4)=NN3C(=O)CCCC(=O)[O-])c(Cl)nc2c1
ZINC09310591	COc1cc(/C=C2/SC(=S)N(CC(=O)[O-])C2=O)cc(Br)c1OCc1cccc(F)c1
ZINC13091521	CCN(CC)S(=O)(=O)c1ccc(Sc2c(F)c(F)c(F)c(F)c2F)c(C(=O)[O-])c1
ZINC13192820	O=C([O-])CCn1c(SCc2cc(=O)oc3cc4c(cc23)CCC4)nnc1-c1cccs1
ZINC13218402	C=CCn1c(SCc2nc3cc(C(=O)[O-])ccc3n2CC)nc2sc3c(c2c1=O)CCC3
ZINC13218891	CCCn1c(SCc2nc3cc(C(=O)[O-])ccc3n2CC)nc2cc(Cl)ccc2c1=O
ZINC13256600	C=CCn1c(SCC(=O)N2CCCC(C(=O)[O-])C2)nc2scc(-c3cccs3)c2c1=O
ZINC13264578	O=C([O-])CC/C(=C\c1cn(Cc2ccccc2)nc1-c1cccs1)c1nc2ccccc2s1
ZINC13264662	O=C(/C=C/c1cccc(C(F)(F)F)c1)c1ccc(S(=O)(=O)N2CCC(C(=O)[O-])CC2)cc1
ZINC13365327	Cc1cc(/C=C(\C(=O)[O-])c2ccc(S(=O)(=O)N3CCCCC3)s2)cc(C)c1OC(F)F
ZINC13412609	COc1ccc(/C=C2\N=C(SCc3occc3C(=O)[O-])N(c3cc(C)cc(C)c3)C2=O)cc1
ZINC13463059	CCC(C)c1ccc(S(=O)(=O)Oc2c(Br)cc(/C=C/C(=O)[O-])cc2OC)cc1
ZINC16911946	COc1cc(/C=C2/SC(=S)N(c3cccc(Br)c3)C2=O)ccc1OCCC(=O)[O-]
ZINC16912505	CCC(Oc1ccc(/C=C2/SC(=S)N(c3ccc(Br)cc3)C2=O)cc1OC)C(=O)[O-]
