ZINC01208863	CN1C(=O)N(C)C2C1N(CO)C(=O)N2CO
ZINC36308199	CC(=O)N1CCN(C(C)C(=O)NC(=O)NC2CCCCC2)CC1
ZINC37286136	NC(=O)C1CCCN1C(=O)c1cc([N+](=O)[O-])ccc1F
ZINC37286140	NC(=O)C1CCCN1C(=O)c1ccc(F)c([N+](=O)[O-])c1
ZINC37692662	CN1C(=O)c2ccc(NC3CS(=O)(=O)CC3O)cc2C1=O
ZINC37692665	CN1C(=O)c2ccc(NC3CS(=O)(=O)CC3O)cc2C1=O
ZINC37732260	O=S(=O)(NCc1ccc2c(c1)OCO2)c1cn[nH]c1
ZINC37991742	CC1CCC(C(N)=O)CN1S(=O)(=O)c1ncn(C)c1Cl
ZINC00808891	CC(=O)N1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3ccoc3)C2C1
ZINC39292152	COC(=O)C1NC(O)C2CCC1N2C(=O)OC(C)(C)C
ZINC40216120	Cc1cc(C(=O)N2CCc3cc(S(N)(=O)=O)ccc32)on1
ZINC40732725	CC1CCN(c2ncnc(N(CC#N)CC#N)c2N)CC1
ZINC42029457	Nc1cc(-c2nnnn2CC2COCCO2)ccc1F
ZINC22589700	CN1C(=O)C(=CNCC2(C)CC(O)CC(C)(C)C2)C(=O)N(C)C1=O
ZINC44369224	Cc1cc(C)nc(NNC(=O)C2CCN(C)C(=O)C2)n1
ZINC44668152	O=S(=O)(NNc1ncccn1)c1ccc2c(c1)CCO2
ZINC45666135	CCn1cc(S(=O)(=O)N2CC(C)OC(C)(C)C2)c(N)n1
ZINC45741494	O=C1NCCCCC1NS(=O)(=O)c1ccc2c(c1)OCCO2
ZINC47321197	Cc1cccc(NC(=O)N2CCN(C(=O)C(=O)NC3CC3)CC2)c1
ZINC48088140	Cc1ccc(C(=O)N2CCCC(C(N)=O)C2)cc1[N+](=O)[O-]
ZINC49449485	CCS(=O)(=O)N1CCCC(C(=O)Nc2cc[nH]n2)C1
ZINC50702796	CC1COCCN1C(=O)c1cc(N)c(F)cc1[N+](=O)[O-]
ZINC50829545	Nc1ccc(CN2CCCS2(=O)=O)cc1[N+](=O)[O-]
ZINC51157019	O=C1NCCCC1NS(=O)(=O)c1ccc2c(c1)OCCCO2
ZINC51164153	CC1CCCCN1S(=O)(=O)N1CCOC(C(N)=O)C1
ZINC53067139	O=C(NC1(CO)CCCC1)c1ccc(-n2cnnn2)cc1
ZINC54414063	Nc1ccc(-c2nnnn2CC2COCCO2)cc1F
ZINC54416120	NC(=O)C1CCCN1C(=O)c1ccc([N+](=O)[O-])c(F)c1
ZINC58670050	Nc1nc(Cl)cc(N2CCN(C(=O)C3CCCO3)CC2)n1
ZINC59293726	COC(=O)C1=C(N)N2C(=O)CCSC2=C(C#N)C1c1ccco1
ZINC47977315	CC(=O)Nc1cccc(NC(=O)C2CCCN(C(=O)N(C)C)C2)c1
ZINC60211971	CS(=O)(=O)N1CCc2cc(C(=O)NC3CCCNC3=O)ccc21
ZINC62427999	CCS(=O)(=O)c1nnn(-c2nc(C)c(C)s2)c1N
ZINC20086326	COc1ccc(OC)c(C2C3=C(COC3=O)Nc3[nH]nc(C)c32)c1
ZINC63078784	CCC1COC(C)CN1Cc1nc(N)c2cnn(C)c2n1
ZINC63646673	CC1=NN2C(=O)C=C(CSc3ncn[nH]3)NC2S1
ZINC63768237	CC1CCC(C(N)=O)CN1C(=O)C1CCCN(S(C)(=O)=O)C1
ZINC64098403	O=C(NC1CCCNC1=O)C1CCN(C(=O)c2ccco2)CC1
ZINC64517029	CC1=CC(C2CCCN2S(=O)(=O)c2c[nH]cn2)NO1
ZINC65902476	O=C1CCN(C(=O)c2cccc(NC(=O)C3CCCO3)c2)CCN1
ZINC66241233	CC1(C)COCCN1C(=O)c1ccc(-n2ncc(C#N)c2N)cc1
ZINC66361248	COC(=O)N1CCC(NC(=O)N2CCCC(O)C2)CC1
ZINC66370846	Cn1cc(-c2ncc(C(=O)N3CCCC(C(N)=O)C3)s2)cn1
ZINC66386897	NC(=O)C1CCN(c2ncc(C(=O)N3CCOCC3)cc2Cl)C1
ZINC66637214	Cc1cc(C(=O)N2CCS(=O)CC2)c(N)c([N+](=O)[O-])c1
ZINC66734231	Cc1cc(C(=O)N2CCC(NC(=O)c3ccoc3C)CC2)[nH]n1
ZINC05883037	COC1OC(CS(=O)(=O)[O-])C(O)C(O)C1O
ZINC06292565	O=S(=O)([O-])OC1C(O)C(O)OC(CO)C1O
ZINC04104919	COC1C(CS(=O)(=O)[O-])OC(O)C(O)C1O
ZINC13028682	O=C1Cc2cc(S(=O)(=O)N3CC(O)CC3C(=O)[O-])ccc2N1
ZINC13317361	CNC(=O)c1ccc(S(=O)(=O)N2CC(O)CC2C(=O)[O-])cc1
ZINC19518733	O=C(NC(Cc1cnc[nH]1)C(=O)[O-])c1ccc(=O)[nH]c1
ZINC20214217	O=C(NC(Cc1cnc[nH]1)C(=O)[O-])c1ccc([N+](=O)[O-])[nH]1
ZINC22159456	Cn1cc(S(N)(=O)=O)cc1C(=O)N1CSCC1C(=O)[O-]
ZINC03069539	O=C([O-])C(CO)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
ZINC17175208	COc1nc([O-])c2nnn(C3OC(CO)C(O)C(O)C3O)c2n1
ZINC35383856	Cn1cc(/C=C/C(=O)NCC(=O)NCC(=O)[O-])cn1
ZINC35797943	CS(=O)(=O)NCCNS(=O)(=O)CC(=O)[O-]
ZINC36869032	Cc1cc(C)n(CC(=O)NCC(=O)NCC(=O)[O-])n1
ZINC36965918	CC(O)C(NC(=O)c1ccc(=O)n(C)n1)C(=O)[O-]
ZINC36972110	CC(O)C(NC(=O)C1=NN(C)C(=O)CC1)C(=O)[O-]
ZINC37431757	CC(O)C(NC(=O)c1ccc(S(=O)(=O)N(C)C)o1)C(=O)[O-]
ZINC37449282	CC(=O)Nc1nc(C(=O)N2CC(O)CC2C(=O)[O-])cs1
ZINC37449284	CC(=O)Nc1nc(C(=O)N2CC(O)CC2C(=O)[O-])cs1
ZINC37449497	NC(=O)Nc1ccc(C(=O)N2CC(O)CC2C(=O)[O-])cc1
ZINC37462201	CC(O)C(NS(=O)(=O)c1cnn(C)c1)C(=O)[O-]
ZINC40532704	CC(=O)Nc1ccc(NC(=O)NC(C(=O)[O-])C(C)O)cc1
ZINC40532706	CC(=O)Nc1ccc(NC(=O)NC(C(=O)[O-])C(C)O)cc1
ZINC40559163	CS(=O)(=O)CCC(NC(=O)N1CCC(CO)CC1)C(=O)[O-]
ZINC40560481	O=C([O-])C1CC(O)CN1C(=O)NCCCN1CCOCC1
ZINC40573522	COC1CCN(C(=O)NCC(=O)NCC(=O)[O-])CC1
ZINC40578514	COC1CC(C(=O)[O-])N(C(=O)NC(C)C(N)=O)C1
ZINC40579047	CC(=O)NCCNC(=O)N1CC(O)CC1C(=O)[O-]
ZINC40588957	O=C([O-])C1CC(O)CN1C(=O)N1CCN(CCO)CC1
ZINC40595107	CCOC(=O)CNC(=O)N1CC(O)CC1C(=O)[O-]
ZINC40697503	CS(=O)(=O)Nc1ccc(C(=O)NC(CCO)C(=O)[O-])cc1
ZINC40710793	O=C(NCC1COCCO1)NC(CCO)C(=O)[O-]
ZINC41074062	O=C([O-])COCC(=O)NC(=O)NCC1COCCO1
ZINC41683176	CCOC(=O)CCNC(=O)N1CC(O)CC1C(=O)[O-]
ZINC42574309	CC(NC(=O)NC(=O)/C=C/C(=O)[O-])C(=O)N(C)C
ZINC42692388	CN(CC(=O)NC1CC1)C(=O)N1CC(O)CC1C(=O)[O-]
ZINC33931140	O=C1N=C([O-])C2C1C(c1cc3ccccc3o1)[NH2+]C2(CO)C(=O)[O-]
ZINC43704962	CC(C(=O)NC(N)=O)N1CCOC(C(=O)[O-])C1
ZINC43706722	O=C([O-])C1CN(C(=O)N(CCO)CCO)CCO1
ZINC44887379	CC(NC(=O)CN1C(=O)CNC1=O)c1nnn[n-]1
ZINC48002900	Cc1nnc(/N=C(\[O-])C(=O)NCCCC(N)=O)s1
ZINC48843397	O=C([O-])CCCNC(=O)NCC(=O)N1CCNCC1
ZINC48987890	CC(O)C(NC(=O)N(C)Cc1cnn(C)c1)C(=O)[O-]
ZINC49104829	CC(NC(=O)N1CC(O)CC1C(=O)[O-])C(=O)N(C)C
ZINC49364022	COC(=O)C(C)NC(=O)N1CC(O)CC1C(=O)[O-]
ZINC49364719	COC(=O)C(C)NC(=O)N1CC(O)CC1C(=O)[O-]
ZINC52786803	COCCC(NC(=O)NC1CCS(=O)(=O)C1)C(=O)[O-]
ZINC54502134	Cn1cc(S(N)(=O)=O)cc1C(=O)NC(C(=O)[O-])C1CC1
ZINC20214036	CC(O)C(NC(=O)c1cc([N+](=O)[O-])c[nH]1)C(=O)[O-]
ZINC61809584	NC(=O)CN(CC(N)=O)C(=O)c1ccc(C(=O)[O-])cn1
ZINC65740544	Cc1c(OC2OC(C(=O)[O-])C(O)C(O)C2O)c(=O)ccn1C
ZINC19386968	CC(O)C(NC(=O)c1ccc([N+](=O)[O-])o1)C(=O)[O-]
ZINC20258390	CC(C(=O)NC(Cc1cnc[nH]1)C(=O)[O-])n1cncn1
ZINC20258438	O=C(NC(Cc1cnc[nH]1)C(=O)[O-])c1c[nH]c(=O)[nH]1
ZINC35330496	NC(=O)c1ccc(N2CC(O)CC2C(=O)[O-])c([N+](=O)[O-])c1
ZINC35383806	CC(=O)N1CCCC(C(=O)NCC(=O)NCC(=O)[O-])C1
ZINC36856798	CCn1cc([N+](=O)[O-])cc1C(=O)NC(C(=O)[O-])C(C)O
ZINC36906856	O=C([O-])C(CO)NS(=O)(=O)c1ccc2c(c1)OCCO2
ZINC37163981	O=C([O-])C(Cc1cnc[nH]1)NS(=O)(=O)c1cc[nH]c1
ZINC37418545	Cn1cc(S(=O)(=O)NC(CO)C(=O)[O-])cc1C(N)=O
ZINC37431618	CC(O)C(NC(=O)C1CCN(C(=O)N(C)C)CC1)C(=O)[O-]
ZINC37431736	CC(O)C(NC(=O)c1ccc(NS(C)(=O)=O)cc1)C(=O)[O-]
ZINC37431986	Cc1nn(C)c(=O)c(C(=O)NC(C(=O)[O-])C(C)O)c1C
ZINC37431987	Cc1nn(C)c(=O)c(C(=O)NC(C(=O)[O-])C(C)O)c1C
ZINC37431988	Cc1nn(C)c(=O)c(C(=O)NC(C(=O)[O-])C(C)O)c1C
ZINC37449821	O=C(NCCC(=O)N1CC(O)CC1C(=O)[O-])c1ccoc1
ZINC37450801	Cn1ncc(C(=O)NC(CO)C(=O)[O-])c1-n1cccc1
ZINC37451208	CN(CC(=O)NC(CO)C(=O)[O-])S(=O)(=O)c1cccs1
ZINC37451651	NC(=O)N1CCCC(C(=O)NC(CO)C(=O)[O-])C1
ZINC37655631	NC(=O)C1CCCN(S(=O)(=O)N2CCCCC2C(=O)[O-])C1
ZINC38815302	O=C(Cc1nnc([O-])[nH]c1=O)N/N=C/C1=NC(=O)NC(=O)C1
ZINC40544345	CC(NC(=O)Nc1cccc(S(N)(=O)=O)c1)C(=O)[O-]
ZINC40547058	O=C([O-])CNC(=O)CNC(=O)Nc1ncccn1
ZINC40571258	CNC(=O)CNC(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1
ZINC40598251	COC1CC(C(=O)[O-])N(C(=O)NCCCC(N)=O)C1
ZINC40697288	O=C(NC(CCO)C(=O)[O-])c1ccc(-n2cnnn2)cc1
ZINC40697290	O=C(NC(CCO)C(=O)[O-])c1cnc2sccn2c1=O
ZINC40697353	O=C(CSCC(=O)N1CCOCC1)NC(CCO)C(=O)[O-]
ZINC40697696	CN(C)C(=O)N1CCCC(C(=O)NC(CCO)C(=O)[O-])C1
ZINC40698031	O=C(Cn1nc2ccccn2c1=O)NC(CCO)C(=O)[O-]
ZINC41044701	CS(=O)(=O)NCCNC(=O)COCC(=O)[O-]
ZINC42439513	CC(O)C(NC(=O)N1CC(C(N)=O)CCC1C)C(=O)[O-]
ZINC42439519	CC(O)C(NC(=O)N1CC(C(N)=O)CCC1C)C(=O)[O-]
ZINC42439578	CC1CCC(C(N)=O)CN1C(=O)NC(CO)C(=O)[O-]
ZINC42439580	CC1CCC(C(N)=O)CN1C(=O)NC(CO)C(=O)[O-]
ZINC42439923	NC(=O)CC1CCN(C(=O)NC(CCO)C(=O)[O-])CC1
ZINC42439963	COCCNC(=O)CN(C)C(=O)N1CC(O)CC1C(=O)[O-]
ZINC42550109	N#CCCN(C(=O)NCC(=O)NCC(=O)[O-])C1CC1
ZINC43508798	O=C(Cc1cc(=O)[nH]c(=O)[nH]1)NC1(C(=O)[O-])CCSC1
ZINC44567814	CS(=O)(=O)CCCNC(=O)NC(CO)C(=O)[O-]
ZINC45090555	NS(=O)(=O)CCCNC(=O)N1CCCCC1C(=O)[O-]
ZINC45090557	NS(=O)(=O)CCCNC(=O)N1CCCCC1C(=O)[O-]
ZINC45090595	NS(=O)(=O)CCCNC(=O)NC1(C(=O)[O-])CCCCC1
ZINC45110150	CC(C)(NC(=O)NC(=O)COCC(=O)[O-])C(N)=O
ZINC50351032	CC(O)C(NS(=O)(=O)C1CCS(=O)(=O)CC1)C(=O)[O-]
ZINC50397484	O=C([O-])Cn1cc(S(=O)(=O)NC2CCCNC2=O)cn1
ZINC50420834	CC(NC(=O)NC(=O)COCC(=O)[O-])c1nncn1C
ZINC50603849	O=C(NCC1CCS(=O)(=O)C1)NC(CCO)C(=O)[O-]
ZINC52787058	COCCC(NC(=O)N1CCCC1C(N)=O)C(=O)[O-]
ZINC61147825	CS(=O)(=O)CCC(NC(=O)NCC1CCOC1)C(=O)[O-]
ZINC62935801	CC1(C(=O)[O-])CCN(C(=O)N(CC(N)=O)CC(N)=O)C1
ZINC03874268	CN(CC(O)C(O)C(O)C(O)CO)C(=S)[S-]
ZINC04521543	NC(=[NH2+])NCCSC(CC(=O)[O-])C(=O)[O-]
ZINC19395003	NC(=O)CC(NC(=O)c1ccc([N+](=O)[O-])o1)C(=O)[O-]
ZINC19507147	CC(O)C(NC(=O)c1ccc2[nH]cnc2c1)C(=O)[O-]
ZINC20215094	Cn1cc([N+](=O)[O-])cc1C(=O)NC(CC(N)=O)C(=O)[O-]
ZINC20502456	Nc1cc[n+](CC(P(=O)([O-])O)P(=O)([O-])O)cc1
ZINC26189188	Nc1cc2ncn(CCOCP(=O)([O-])O)c2c(=O)[nH]1
ZINC35383550	O=C([O-])CNC(=O)CNC(=O)CN1C(=O)CNC1=O
ZINC36972285	CC(O)C(NC(=O)c1cc([N+](=O)[O-])c[nH]c1=O)C(=O)[O-]
ZINC36972680	CSCCC(NC(N)=O)C(=O)NC(C(=O)[O-])C(C)C
ZINC36976641	NC(=O)CC(NC(=O)C1CC(=O)N(CC2CC2)C1)C(=O)[O-]
ZINC36976645	NC(=O)CC(NC(=O)C1CC(=O)N(CC2CC2)C1)C(=O)[O-]
ZINC36978997	CC(C)CC(NC(N)=O)C(=O)N1CSCC1C(=O)[O-]
ZINC37419240	NC(=O)CSCCC(=O)NC1(C(=O)[O-])CCCCC1
ZINC37437619	CC(C)C(NC(N)=O)C(=O)N1CCCCC1C(=O)[O-]
ZINC37448016	CN(CC(=O)[O-])C(=O)c1ccc(NC(N)=O)cc1
ZINC37450388	Cc1nc(/C=C/C(=O)NC(CC(N)=O)C(=O)[O-])cs1
ZINC37454712	CCC(C)C(NC(N)=O)C(=O)N1CSCC1C(=O)[O-]
ZINC37732028	CC(=O)NCCNS(=O)(=O)c1[nH]ncc1C(=O)[O-]
ZINC40470886	Cc1cc(C(=O)NC(C(=O)[O-])C(C)O)ccc1N
ZINC40482531	O=C([O-])CNC(=O)CNC(=O)C1Cc2ccccc2CN1
ZINC40548655	CC(O)C(NC(=O)NC1CCC(O)CC1)C(=O)[O-]
ZINC40558997	Cc1csc(NC(=O)NC(C(=O)[O-])C(C)O)n1
ZINC40577474	NC(=O)CC(NC(=O)Nc1cn[nH]c1)C(=O)[O-]
ZINC40577969	CCn1cc(NC(=O)NC(C(=O)[O-])C(C)O)cn1
ZINC40578977	CC(CC(=O)[O-])NC(=O)NCCS(N)(=O)=O
ZINC40579161	CC(=O)NCCNC(=O)Nc1cnn(CC(=O)[O-])c1
ZINC40751040	CCCC(C)(NC(=O)N(CCO)CCO)C(=O)[O-]
ZINC40910746	CC(C)(NS(=O)(=O)c1c[nH]c(=O)[nH]c1=O)C(=O)[O-]
ZINC41035871	CC1CCCC(NC(=O)NCC(N)=O)(C(=O)[O-])C1
ZINC42397317	CNC(=O)C1CCCN1C(=O)NC(C(=O)[O-])C(C)O
ZINC42397397	CNC(=O)C1CCCN1C(=O)NC(CO)C(=O)[O-]
ZINC44345468	CC(NC(=O)CCSCC(N)=O)c1nnn[n-]1
ZINC44345472	CC(NC(=O)CCSCC(N)=O)c1nnn[n-]1
ZINC44608202	CC(=O)NC1C(O)OC(CO)C(O)C1OC(C)C(=O)[O-]
ZINC44728600	COCCOCCNC(=O)NC(CCO)C(=O)[O-]
ZINC44881981	CC1(NC(=O)NC(CO)C(=O)[O-])CCS(=O)(=O)C1
ZINC44887663	CC(NC(N)=O)C(=O)NC(C)c1nnn[n-]1
ZINC44936798	NC(=O)CC(NC(=O)NCC1CCCOC1)C(=O)[O-]
ZINC45112480	CC1CCC(NC(=O)NC(C)(C)C(N)=O)(C(=O)[O-])CC1
ZINC48987969	CN(Cc1cnn(C)c1)C(=O)NC(CC(N)=O)C(=O)[O-]
ZINC49229962	CCCNC(=O)C(C)NC(=O)N1CC(O)CC1C(=O)[O-]
ZINC49230304	CCCNC(=O)C(C)NC(=O)N1CC(O)CC1C(=O)[O-]
ZINC49539568	Cc1ncc(CNC(=O)NC(CO)C(=O)[O-])s1
ZINC49539976	Cc1nc(CNC(=O)NC(C(=O)[O-])C(C)O)cs1
ZINC52011495	CC(O)C(NC(=O)NC1CCCCC1O)C(=O)[O-]
ZINC39894830	[O-]/C(C[NH+](CCCO)CCCO)=N\c1ncn[n-]1
ZINC55168831	CCC1CCC(NC(=O)c2n[nH]c(N)n2)(C(=O)[O-])CC1
ZINC55272797	CC(O)C(NC(=O)Cc1csc(N)n1)C(=O)[O-]
ZINC61808227	NC(=O)CN(CC(N)=O)C(=O)C1C2C=CC(C2)C1C(=O)[O-]
ZINC04038785	CC(C)(C)C(=O)ON1CCCC1C(=O)NC(CC(=O)[O-])C(=O)[O-]
ZINC04064392	CC(C)C(NC(=O)Nc1cccc(C(=O)[O-])c1)C(=O)[O-]
ZINC04107219	O=C([O-])CSc1nnc(NC(=O)CC(=O)[O-])s1
ZINC02548384	CSCCC(Nc1ncnc2cc(C(=O)[O-])ccc12)C(=O)[O-]
ZINC04324891	CC(C)C(NC(=O)c1nccnc1C(=O)[O-])C(=O)[O-]
ZINC03764908	CC(=O)NC(CS/N=N/c1cccc(C(=O)[O-])c1)C(=O)[O-]
ZINC05374615	O=C([O-])CCC(C(=O)[O-])N1C(=O)/C(=C/c2ccc[nH]2)SC1=S
ZINC03287680	O=C([O-])CC(SCC(=O)Nc1ccc2c(c1)OCO2)C(=O)[O-]
ZINC05778213	O=C([O-])CCC(CCC(=O)[O-])=NNC(=O)c1ccncc1
ZINC01619518	O=C([O-])CNc1cc(-c2ccccc2)nc(NCC(=O)[O-])n1
ZINC12368481	O=C([O-])/C=C\C(=O)Nc1cccc(NC(=O)/C=C/C(=O)[O-])c1
ZINC12397504	CC(C)CC(NC(=O)c1c(C(=O)[O-])cnn1C)C(=O)[O-]
ZINC13264865	CSCCC(NS(=O)(=O)c1ccc(C(=O)[O-])cc1)C(=O)[O-]
ZINC13367121	CC(C)CC(NS(=O)(=O)c1ccc(F)c(C(=O)[O-])c1)C(=O)[O-]
ZINC09484814	O=C([O-])CC(NC(=O)c1ccc2noc(-c3ccccc3)c2c1)C(=O)[O-]
ZINC16902369	O=C([O-])CCCC(=O)Nc1nc(CC(=O)[O-])cs1
ZINC19473854	CSCCC(NC(=O)c1cc([O-])[nH]c(=O)c1)C(=O)[O-]
ZINC19798153	C/C([O-])=N/S(=O)(=O)c1ccc(NC(=O)CCC(=O)[O-])cc1
ZINC20616438	Cn1ncc(C(=O)[O-])c1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC20616439	Cn1ncc(C(=O)[O-])c1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC21511809	CSCCC(NC(=O)c1cc(F)c(F)c([O-])c1F)C(=O)[O-]
ZINC28238802	O=C([O-])CN(CCN(CC(=O)[O-])c1ccccc1O)c1ccccc1O
ZINC31308822	O=C([O-])/C=C\C(=O)Nc1cccc(NC(=O)/C=C\C(=O)[O-])c1
ZINC36825314	NC(=O)c1ccsc1[N-]S(=O)(=O)c1c[nH]c(C(=O)[O-])c1
ZINC36836146	CCCC(NC(=O)Cc1csc([N-]S(C)(=O)=O)n1)C(=O)[O-]
ZINC36900698	O=C([O-])c1cc(S(=O)(=O)[N-]c2nnc(C3CC3)o2)c[nH]1
ZINC37054780	O=C([O-])CC(NS(=O)(=O)CC(=O)[O-])c1cccs1
ZINC37432775	CC(C)C(NC(=O)Cc1csc([N-]S(C)(=O)=O)n1)C(=O)[O-]
ZINC37732115	NC(=O)c1ccsc1[N-]S(=O)(=O)c1[nH]ncc1C(=O)[O-]
ZINC39248267	CN1NCC(C(=O)[O-])C1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC13448188	Cc1nc(SCC(=O)NC(N)=O)nc([O-])c1CCC(=O)[O-]
ZINC41018332	O=C([O-])CSc1nnc([N-]S(=O)(=O)c2cn[nH]c2)s1
ZINC44883976	O=C([O-])/C=C/c1ccc(F)c(C(=O)NCc2nnn[n-]2)c1
ZINC44929720	CC(NS(=O)(=O)c1cccc(C(=O)[O-])c1)c1nnn[n-]1
ZINC44935425	CCCC(C)(NC(=O)NC(C)c1nnn[n-]1)C(=O)[O-]
ZINC36133239	CNC(=O)c1ccccc1[N-]S(=O)(=O)CCC(=O)[O-]
ZINC48311229	O=C([O-])c1cccc(S(=O)(=O)NC2(C(=O)[O-])CCCCC2)c1
ZINC49753134	Cc1ccn2cc(C(=O)NC(CC(=O)[O-])C(=O)[O-])nc2c1
ZINC35531111	COc1ccc([N-]C2=NC(=O)C(CC(=O)NCC(=O)[O-])S2)cc1
ZINC54501321	CS(=O)(=O)[N-]c1ccc(C(=O)NC(C(=O)[O-])C2CC2)cc1
ZINC36972229	CSc1nc([O-])nc(C)c1C(=O)NC(C(=O)[O-])C(C)O
ZINC37448609	CCC(C)C(NC(=O)c1c(C)nc([O-])nc1SC)C(=O)[O-]
ZINC19330716	O=C([O-])c1cccc([N-]C2=NC(=O)C(CO)(CO)S2)c1
ZINC19330716	O=C([O-])c1cccc(/N=C2\NC(=O)C(CO)(CO)S2)c1
ZINC58017654	O=C([O-])/C=C/C(=O)c1ccc(S(=O)(=O)NCC(=O)[O-])cc1
ZINC58279455	Cc1sc2ncnc(NC(CC(=O)[O-])C(=O)[O-])c2c1C
ZINC58279668	Cc1nc(NC(CC(=O)[O-])C(=O)[O-])c2c(C)c(C)sc2n1
ZINC42137839	COC(=O)CS(=O)(=O)[N-]c1ccc(N)cc1C(=O)[O-]
ZINC61214563	CCN(C(=O)NC(C)c1nnn[n-]1)C(C)CC(=O)[O-]
ZINC62393392	CCC(C(=O)[O-])n1cc(O)c(=O)cc1CN(C)CC(=O)[O-]
ZINC62460122	O=C([O-])CC(NC(=O)CCCc1ccc(F)c(F)c1)C(=O)[O-]
ZINC03883776	O=C([O-])C1CSC(C(=O)[O-])[NH2+]1
ZINC03981368	[NH3+]C1(C(=O)[O-])C(F)CC2C(C(=O)[O-])C21
ZINC01532796	O=C1CC(O)(C(=O)[O-])CC(O)C1O
ZINC01847712	NNc1cccc(S(=O)(=O)[O-])c1
ZINC01688385	Cc1cc(N)c(S(=O)(=O)[O-])c(N)c1
ZINC06158188	O=C1CC(C(=O)[O-])NC(=S)N1
ZINC06189921	Cc1ccc(O)c(C(O)S(=O)(=O)[O-])c1
ZINC12506106	O=C([O-])C12CCC(C(=O)[O-])(CC1)[NH2+]2
ZINC19328014	COC(=O)C1(N)N=C2CO[N-]C2=N1
ZINC19513436	NC(=O)c1ccc(NCC(=O)[O-])nc1
ZINC05454352	Nn1c([S-])nnc1CO
ZINC20217898	NC(=O)Cn1cc(C(=O)[O-])cn1
ZINC20258631	O=C([O-])CCCNC(=O)c1c[nH]c(=O)cn1
ZINC22219241	CN(CC(=O)[O-])c1ncccc1C(N)=O
ZINC27833009	O=C([O-])/C=C/C(=O)Nc1nc[nH]n1
ZINC01607319	Cc1c([O-])c(CO)c(CO)c[n+]1[O-]
ZINC32602445	[NH3+]C1(C(=O)[O-])CCc2n[nH]c([O-])c2C1
ZINC34027545	[NH3+]C1(C(=O)[O-])CCCC12CC2C(=O)[O-]
ZINC35692748	CC(NC(=O)NCC(=O)[O-])c1cccnc1
ZINC37457884	CC(CC(=O)[O-])NC(=O)c1c[nH]c(=O)cn1
ZINC00895164	O=C([O-])C1(O)CC(O)C(O)C(O)C1
ZINC01663856	O=S(=O)([O-])c1cc(O)ccc1O
ZINC13216026	COC(=O)c1ncn(CC(O)CO)c1[O-]
ZINC38693491	O=C(NC(CO)C(=O)[O-])C1C=CC=N1
ZINC39065987	O=C([O-])C1OC(O)CC1O
ZINC39073539	O=C([O-])N(CO)CO
ZINC01547761	[NH3+]C1(C(=O)[O-])CC(=O)C2C(C(=O)[O-])C21
ZINC39098698	O=S(=O)([O-])CCc1cc(O)sc1O
ZINC39133339	[NH3+]C(c1c[nH]cn1)P(=O)([O-])[O-]
ZINC13543863	O=C([O-])C1CC(O)C(O)C(O)C1
ZINC40524155	O=C([O-])C(CO)NC(=O)N1CCOCC1
ZINC40524909	COCCNC(=O)NC(CO)C(=O)[O-]
ZINC40528924	CC(O)C(NC(=O)NC1CC1)C(=O)[O-]
ZINC40700058	O=C([O-])C(CCO)NC(=O)N1CCCC1
ZINC40700083	O=C(NC1CC1)NC(CCO)C(=O)[O-]
ZINC40725799	CC1CCN(C(=O)NC(CO)C(=O)[O-])C1
ZINC40910355	Cc1n[nH]c(C)c1C(=O)NC(C)(C)C(=O)[O-]
ZINC40929054	CC(O)C(NC(=O)C1CCOC1)C(=O)[O-]
ZINC41040888	Cc1nn(CC(N)=O)c(C)c1CC(=O)[O-]
ZINC41044838	NC(=O)NC(=O)COCC(=O)[O-]
ZINC43704130	NC(=O)CN1CCOC(C(=O)[O-])C1
ZINC45139181	CC(C)(NC(=O)NC1CC1(C)C)C(=O)[O-]
ZINC50222429	O=C1CNC(/N=C(\[O-])c2ccc[nH]c2=O)=N1
ZINC50223823	NC(=O)Cn1nnc(C(=O)[O-])c1C1CC1
ZINC52296148	CC(O)C(NC(=O)NC1CC1C)C(=O)[O-]
ZINC33359126	O=C1N=C([O-])C2=CNN(C3CCOC3)C2N1
ZINC56214086	O=C1CNC(/N=C(\[O-])c2ccc(=O)[nH]c2)=N1
ZINC44511247	O=C([O-])CNC(=O)NCCC1CCCO1
ZINC50392735	O=C([O-])CNC(=O)NC1CCCNC1=O
ZINC61858440	Cc1ccnc(NCC(=O)NCC(=O)[O-])n1
ZINC00166749	NNC(=[NH2+])c1cnccn1
ZINC04566614	C[N+](C)(C)CC(O)C(O)C(O)C(O)CO
ZINC04787853	[NH3+]CC1OC(O)C(O)C(O)C1O
ZINC05186688	CC(=O)C(C#N)C(=[NH2+])NN
ZINC05502227	OCC1[NH2+]C(CO)C(O)C1O
ZINC05521649	Cc1c(O)c(O)cc[n+]1C1OC(CO)C(O)C1O
ZINC01762688	CN(CC(O)C[NH+]1CCOCC1)S(=O)(=O)O
ZINC06157440	[NH3+]C1C(O)C(O)OC(CO)C1O
