ZINC04018031	NC(=S)N/N=C/C(O)C(O)C(O)CO
ZINC40734473	Nc1c(NNC(=O)c2ccc(Cl)cc2Cl)ncnc1N1CCN(CCO)CC1
ZINC40781541	COc1ccccc1Nc1ncnc(NNC(=O)c2ccc(Cl)cc2Cl)c1N
ZINC40794681	Cc1ccc(S(=O)(=O)NNc2ncnc(Nc3ccc(F)c(Cl)c3)c2N)cc1
ZINC33874513	CCCCN1C(=O)C2C(c3cc(Cl)cc(Cl)c3Cl)[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C2C1=O
ZINC45481406	CC(Sc1nnc(-c2ccc(C(C)(C)C)cc2)n1N)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC59378980	CN(CNc1ccc([N+](=O)[O-])cc1Br)C1OC(CO)C(O)C(O)C1O
ZINC59378981	CN(CNc1ccc([N+](=O)[O-])cc1Br)C1OC(CO)C(O)C(O)C1O
ZINC59385001	CCOc1ccc(/C=N/NC(=O)C2=C(C)NC(=S)NC2c2ccc(O)cc2O)cc1
ZINC59385002	CCOc1ccc(/C=N/NC(=O)C2=C(C)NC(=S)NC2c2ccc(O)cc2O)cc1
ZINC59385759	COc1ccc(/C=N/NC(=O)C2=C(C)NC(=O)NC2c2ccc(O)cc2O)c(OC)c1
ZINC59385760	COc1ccc(/C=N/NC(=O)C2=C(C)NC(=O)NC2c2ccc(O)cc2O)c(OC)c1
ZINC59385769	COC(=O)c1ccc(/C=N/NC(=O)C2=C(C)NC(=O)NC2c2ccc(O)cc2O)cc1
ZINC59461812	N#CC(C(N)=O)C(c1ccc(Cl)cc1)c1c(-c2ccccc2)nn(C(N)=S)c1O
ZINC59461813	N#CC(C(N)=O)C(c1ccc(Cl)cc1)c1c(-c2ccccc2)nn(C(N)=S)c1O
ZINC59461814	N#CC(C(N)=O)C(c1ccc(Cl)cc1)c1c(-c2ccccc2)nn(C(N)=S)c1O
ZINC59461815	N#CC(C(N)=O)C(c1ccc(Cl)cc1)c1c(-c2ccccc2)nn(C(N)=S)c1O
ZINC20292313	Nn1c(N/N=C/c2ccc(O)cc2O)nnc1SCc1ccc(Cl)c(Cl)c1
ZINC27564284	Nc1nc(OCCc2ccc(Cl)cc2)nc2c1ncn2C1OC(CO)C(O)C1O
ZINC28764836	Nc1nc(OCCc2ccc(Cl)cc2)nc2c1ncn2C1OC(CO)C(O)C1O
ZINC02098446	Cc1sc(NC(=O)C(F)(F)C(F)(F)C(=O)Nc2sc(C)c(C)c2C(N)=O)c(C(N)=O)c1C
ZINC06462010	CCC(C)(C)NC(=O)C(c1ccc(F)cc1)N(Cc1ccc(OC)cc1)C(=O)c1snc(C(N)=O)c1N
ZINC09090712	Cc1cc(Cl)ccc1OCC(=O)N/N=C/c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
ZINC12473494	Cc1ccc(C)c(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NC2CCCCC2)c2ccc(F)cc2)c1
ZINC12477034	Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2cccc(C)c2)cc1
ZINC12477044	Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2ccc(C)cc2)cc1
ZINC12477049	Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2ccc(C)cc2)cc1
ZINC12477059	Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2cc(C)ccc2C)cc1
ZINC12479579	Cc1ccc(C(C(=O)NCCC(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2ccc(C(C)C)cc2)cc1
ZINC12479585	Cc1ccc(C(C(=O)NCCC(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2ccc(C(C)C)cc2)cc1
ZINC12702438	Cc1ccc(C)c(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NC2CCCC2)c2ccc(Cl)cc2)c1
ZINC12711074	NC(=O)c1nsc(C(=O)N(c2cccc(F)c2)C(C(=O)NC2CCCC2)c2cccs2)c1N
ZINC12897218	C=C(C)COc1ccc2c(C)c(CC(=O)N(C)CC(O)C(O)C(O)C(O)CO)c(=O)oc2c1
ZINC16399030	S=C(NNC(=S)Nc1cccc(Cl)c1)NNC(=S)Nc1cccc(Cl)c1
ZINC04177621	CC(=O)NC(NC(=S)Nc1sc2c(c1C(N)=O)CCCC2)C(Cl)(Cl)Cl
ZINC04177600	CC(C)C(=O)NC(NC(=S)Nc1sc2c(c1C(N)=O)CCCC2)C(Cl)(Cl)Cl
ZINC04177583	CC(C)(C)C(=O)NC(NC(=S)Nc1sc2c(c1C(N)=O)CCCC2)C(Cl)(Cl)Cl
ZINC19332328	NC(=O)c1nsc(C(=O)N(C2CCCC2)C(C(=O)NC2CCCC2)c2ccc(Cl)cc2)c1N
ZINC20527287	Nn1c(N/N=C/c2ccccc2O)nnc1SCC(=O)Nc1ccccc1Br
ZINC20907816	CC(C)(C)C(=O)NNC(=O)CSc1n[nH]c(N/N=C/c2c(O)ccc3ccccc23)n1
ZINC20916689	Nn1c(N/N=C/c2c(O)ccc3ccccc23)nnc1SCCC(=O)Nc1c(Cl)cccc1Cl
ZINC20923291	C=CCc1cccc(/C=N/Nc2nc(SCC(=O)NNC(=O)c3ccc(Cl)cc3)n[nH]2)c1O
ZINC22060633	C[NH2+]CCC(Oc1ccc(OC2OC(C(=O)[O-])C(O)C(O)C2O)c2ccccc12)c1cccs1
ZINC25589446	CCc1nc(SCC(=O)c2c(N)n(CC(C)C)c(=O)[nH]c2=O)nc(N)c1-c1ccc(Cl)cc1
ZINC25783512	C/C(=N\NC(=O)c1c(-c2ccccc2)nnn1-c1nonc1N)c1ccc(OCC(N)=O)cc1
ZINC31156607	CC(C)=CC1OC(=O)/C(=C\COC2OC(COC(=O)/C=C/c3ccc(O)cc3)C(O)C(O)C2O)C1O
ZINC17210754	CC(/C=C/NNC1=NC(c2ccccc2)C(c2ccccc2)=NN1)Sc1ccccc1N
ZINC17210760	CC(/C=C/NNC1=NC(c2ccccc2)C(c2ccccc2)=NN1)Sc1ccccc1N
ZINC33703760	Cc1ccc(C)c(C2[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C3C(=O)N(C(C)(C)C)C(=O)C23)c1
ZINC36584091	CC(C)(C)CC(C)(C)NC(=O)C(c1c(O)cc(O)cc1O)N(C(=O)c1ccccc1O)C(C)(C)C
ZINC08900090	CCn1c(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)nc2cc(S(N)(=O)=O)ccc21
ZINC33832448	O=C(OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12)c1ccccc1
ZINC16957645	CC(/C=C/NNC1=NC(c2ccccc2)C(c2ccccc2)=NN1)Sc1ccccc1N
ZINC38999521	Cc1ccc(C2=CC(C3NNC(SCC(=O)Nc4ccccc4C(C)C)N3N)N=N2)cc1
ZINC39000363	COc1ccc(C2=CC(C3NNC(SCC(=O)Nc4ccccc4F)N3N)N=N2)cc1
ZINC39000366	COc1ccc(C2=CC(C3NNC(SCC(=O)Nc4ccccc4F)N3N)N=N2)cc1
ZINC39006936	COc1ccc(C)cc1NC(=O)CSC1NNC(C2C=C(c3ccc(F)cc3)N=N2)N1N
ZINC39015884	COc1ccc(C2=CC(C3NNC(SCC(=O)Nc4ccc(C)c(Cl)c4)N3N)N=N2)cc1
ZINC39015887	COc1ccc(C2=CC(C3NNC(SCC(=O)Nc4ccc(C)c(Cl)c4)N3N)N=N2)cc1
ZINC39015889	COc1ccc(C2=CC(C3NNC(SCC(=O)Nc4ccc(C)c(Cl)c4)N3N)N=N2)cc1
ZINC39709752	O=C(CC1CSC(NC(=O)NCc2cccs2)N1)NCCc1c[nH]c2ccccc12
ZINC28341376	Nc1ccc(/C=C/C(=O)NC(NC(=S)Nc2ccccn2)C(Cl)(Cl)Cl)cc1
ZINC40777889	Nc1c(NNC(=O)C(c2ccccc2)c2ccccc2)ncnc1NN(c1ccccc1)c1ccccc1
ZINC40795545	Nc1c(NNC(=O)COc2ccc(Cl)cc2Cl)ncnc1Nc1ccc(OC(F)(F)F)cc1
ZINC36645754	C/C=C/C(=O)OCC1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O
ZINC58994056	O=C(CSc1n[nH]c(N/N=C/c2ccc(O)cc2O)n1)Nc1cccc(Br)c1
ZINC58994329	O=C(CSc1n[nH]c(N/N=C/c2ccc(O)cc2O)n1)Nc1cc(Cl)cc(Cl)c1
ZINC59309572	CCCCSc1nnc(NC(=O)CSc2n[nH]c(N/N=C(/C)c3ccc(N)cc3)n2)s1
ZINC20292295	Nn1c(N/N=C/c2ccc(O)cc2O)nnc1SCC(=O)c1ccc(Br)cc1
ZINC08635653	Fc1ccc(N2CC[NH+](CC3C[NH+]4CCC3CC4CNC(=S)NCC[NH+]3CCOCC3)CC2)cc1
ZINC08635671	CSc1cccc(NC(=O)NCC2CC3CC[NH+]2CC3C[NH+]2CCN(c3cccc[nH+]3)CC2)c1
ZINC08635675	CN(C)c1ccc(NC(=S)NCC2CC3CC[NH+]2CC3C[NH+]2CCN(c3cccc[nH+]3)CC2)cc1
ZINC08636005	COC(=O)C1Cc2c([nH]c3ccccc23)C2CC([NH2+]CCNC(C)=O)CC(c3ccc(Cl)c(F)c3)[NH+]12
ZINC08636006	COC(=O)C1Cc2c([nH]c3ccccc23)C2CC([NH2+]CCNC(C)=O)CC(c3ccc(Cl)c(F)c3)[NH+]12
ZINC03104269	O=C(Nc1ccc[nH+]c1NCCNc1[nH+]cc(C(F)(F)F)cc1Cl)c1ccc(Cl)cc1Cl
ZINC11967933	O=C(NCC[NH+]1CCOCC1)c1ccc(N2CCC([NH2+]CC3CCC[NH+]4CCCCC34)CC2)cc1
ZINC12467272	COCCNC(=O)C(c1ccc(F)cc1)N(C(=O)c1snc(C(N)=O)c1N)c1cc(C)ccc1C
ZINC12467506	COCCNC(=O)C(c1ccc(C)o1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc(OC)cc1
ZINC12473465	Cc1cccc(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NC2CCCCC2)c2ccc(F)cc2)c1C
ZINC12704046	Cc1ccc(C(C(=O)NC2CCCC2)N(C(=O)c2snc(C(N)=O)c2N)c2ccc(F)c(Cl)c2)o1
ZINC12715083	Cc1ccc(C(C(=O)NCC2CCCO2)N(Cc2ccc(F)cc2)C(=O)c2snc(C(N)=O)c2N)o1
ZINC06195581	Cc1ccc(C)c(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NCCC(C)C)c2ccncc2)c1
ZINC13782012	S=C(NCCCNc1cccc[nH+]1)NCCCN(Cc1ccc(Br)cc1)c1cccc[nH+]1
ZINC13976638	NC(=S)NNC(=S)NC(=O)COc1ccc2cc(Br)ccc2c1Br
ZINC08636249	S=C(NCC[NH+]1CCOCC1)NCC1CC2CC[NH+]1CC2C[NH+]1CCN(c2ccccc2)CC1
ZINC08681037	O=C(C[NH+]1CCN(c2[nH+]cc(C(F)(F)F)cc2Cl)CC1)NCCNc1[nH+]cc(C(F)(F)F)cc1Cl
ZINC20504090	COC(=O)C1Cc2c([nH]c3ccccc23)C2CC([NH2+]CCc3c[nH]cn3)CC(c3ccccc3F)N12
ZINC20504096	COC(=O)C1Cc2c([nH]c3ccccc23)C2CC(NCCc3c[nH+]c[nH]3)CC(c3ccc(F)cc3)[NH+]12
ZINC20504097	COC(=O)C1Cc2c([nH]c3ccccc23)C2CC(NCCc3c[nH+]c[nH]3)CC(c3ccc(F)cc3)[NH+]12
ZINC20915099	CCC(C)Sc1nnc(NC(=O)CSc2nnc(N/N=C/c3cccc(O)c3)n2N)s1
ZINC20916154	N#Cc1c(NC(=O)CSc2nnc(N/N=C/c3c(O)ccc4ccccc34)n2N)sc2c1CCC2
ZINC22942328	S=C(NCCCN1CC[NH+](CCCNC(=S)NC2CCCCC2)CC1)NC1CCCCC1
ZINC12714894	Cc1ccc(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NCC2CCCO2)c2ccc(C)o2)c(C)c1
ZINC39534415	CC(C)S(=O)(=O)c1ccc(C(CNc2ccccc2O)[NH+]2CC[NH2+]C(Cc3ccccc3)C2)cc1
ZINC39926561	Cc1ccc(C2NNC(SCC(=O)N/N=C/C3=c4ccccc4=[NH+]C3)[NH+]2C2CCCCC2)cc1
ZINC45366550	C[NH+]1CCC=C(c2nsnc2OCCCC[NH2+]CCCNc2c3c([nH+]c4ccccc24)CCCC3)C1
ZINC45368836	C[NH+]1CCC=C(c2nsnc2OCCCC[NH2+]CCCCNc2c3c([nH+]c4ccccc24)CCCC3)C1
ZINC45368841	C[NH+]1CCC=C(c2nsnc2OCCCC[NH2+]CCCCCNc2c3c([nH+]c4ccccc24)CCCC3)C1
ZINC01119454	CCOc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccc(Cl)cc4Cl)c32)ccc1OCC(N)=O
ZINC52566084	[NH3+]C(COc1cncc(-c2ccc3c(c2)/C(=C/C2=NC=CC2)C(=O)N3)c1)CC1=c2ccccc2=[NH+]C1
ZINC52566249	[NH3+]C(COc1cncc(-c2ccc3c(c2)C(c2cccs2)C(=O)N3)c1)CC1=c2ccccc2=[NH+]C1
ZINC52566261	Cc1cc(C2C(=O)Nc3ccc(-c4cncc(OCC([NH3+])CC5=c6ccccc6=[NH+]C5)c4)cc32)oc1C
ZINC52569911	Cc1n[nH]c2ccc(-c3cc(OCC([NH3+])CC4=c5cccc(F)c5=[NH+]C4)cnc3-c3ccoc3)cc12
ZINC52569915	Cc1occc1-c1nc(N)c(OCC([NH3+])CC2=c3ccccc3=[NH+]C2)cc1-c1cnc2[nH]nc(C)c2c1
ZINC52569925	Cc1n[nH]c2ccc(-c3cc(OCC([NH3+])CC4=c5cc(F)ccc5=[NH+]C4)cnc3-c3ccoc3)cc12
ZINC52634391	CC(C)(CC1CC1)C1C(=O)Nc2ccc(-c3cncc(OCC([NH3+])CC4=c5ccccc5=[NH+]C4)c3)cc21
ZINC36382580	COc1cc2c(NC3CC[NH+](C)CC3)nc(N3CCC[NH+](C)CC3)[nH+]c2cc1OCCC[NH+](C)C
ZINC63502480	CC(=O)Nc1ccccc1C1[NH+]=c2ccc(C(=O)NCCC[NH+]3CC(C)CC(C)C3)cc2=[NH+]C1=O
ZINC63502483	CC(=O)Nc1ccccc1C1[NH+]=c2ccc(C(=O)NCCC[NH+]3CC(C)CC(C)C3)cc2=[NH+]C1=O
ZINC63513988	COc1ccc(N2N[NH2+]NC2C(NCCC2=c3ccccc3=[NH+]C2C)c2ccc(Cl)cc2Cl)cc1
ZINC63562398	Cc1ccc2c(c1)=[NH+]C(SCC(=O)Nc1cccc(NC(=O)CSC3[NH+]=c4ccc(C)cc4=[NH+]3)n1)[NH+]=2
ZINC63708091	Cc1ccc(CNC(=O)CSC2[NH+]=c3ccccc3=C3[NH+]=C(CCC4=c5ccccc5=[NH+]C4)NN32)cc1
ZINC63708093	Cc1ccc(CNC(=O)CSC2[NH+]=c3ccccc3=C3[NH+]=C(CCC4=c5ccccc5=[NH+]C4)NN32)cc1
ZINC63708097	CCOc1ccc(NC(=O)CSC2[NH+]=c3ccccc3=C3[NH+]=C(CCC4=c5ccccc5=[NH+]C4)NN32)cc1
ZINC64053568	C[NH+](C)Cc1cc(C2Nc3ccccc3S2)ccc1OCC(=O)NCCC1[NH+]=c2ccc(Cl)cc2=[NH+]1
ZINC64053569	C[NH+](C)Cc1cc(C2Nc3ccccc3S2)ccc1OCC(=O)NCCC1[NH+]=c2ccc(Cl)cc2=[NH+]1
ZINC64053572	C[NH+](C)Cc1cc(C2Nc3ccccc3S2)ccc1OCC(=O)NCCC1[NH+]=c2ccc(Cl)cc2=[NH+]1
ZINC64053573	C[NH+](C)Cc1cc(C2Nc3ccccc3S2)ccc1OCC(=O)NCCC1[NH+]=c2ccc(Cl)cc2=[NH+]1
ZINC04557128	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC04557130	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC04497825	O=C([O-])c1ccc(NC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
ZINC04497827	O=C([O-])c1ccc(NC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
ZINC06074464	CC(C)(C)NC(=O)C(c1ccc(Cl)cc1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc(F)cc1
ZINC06074690	COc1ccc(CN(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NC(C)(C)C)c2cccs2)cc1
ZINC06462165	CCC(C)(C)NC(=O)C(c1ccc(F)cc1)N(Cc1ccc(OC)cc1)C(=O)c1snc(C(N)=O)c1N
ZINC12477040	Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2cccc(C)c2)cc1
ZINC12479492	Cc1ccc(C(C(=O)NCCC(C)C)N(Cc2ccco2)C(=O)c2snc(C(N)=O)c2N)cc1
ZINC12480057	Cc1ccc(C(C(=O)NCCC(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2ccc(F)c(Cl)c2)o1
ZINC12702110	Cc1ccc(C(C(=O)NC2CCCC2)N(C(=O)c2snc(C(N)=O)c2N)c2cccc(C)c2)cc1
ZINC12702179	Cc1ccc(C(C(=O)NC2CCCC2)N(C(=O)c2snc(C(N)=O)c2N)c2ccc(Cl)cc2)cc1
ZINC13027227	NC(=O)NC(CC(=O)OCC(=O)NC(=O)NC12CC3CC(CC(C3)C1)C2)c1ccc(Cl)cc1
ZINC13424908	O=C([O-])c1ccc(NC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
ZINC13424910	O=C([O-])c1ccc(NC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
ZINC13526511	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC15206156	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC15206163	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC16584108	COc1cc(N)c(Cl)cc1C(=O)OCC(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC19332332	NC(=O)c1nsc(C(=O)N(C2CCCC2)C(C(=O)NC2CCCC2)c2ccc(Cl)cc2)c1N
ZINC20559621	Cc1ccc(NC(=O)CC2SC(NC(c3ccc(O)cc3)c3c([O-])[nH]c(=O)[nH]c3=O)=NC2=O)c(C)c1
ZINC20559627	Cc1ccc(NC(=O)CC2SC(NC(c3ccc(O)cc3)c3c([O-])[nH]c(=O)[nH]c3=O)=NC2=O)c(C)c1
ZINC21315620	Nn1c(N/N=C/c2ccc(O)cc2)nnc1SCC(=O)Nc1cccc(Cl)c1Cl
ZINC22064017	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC02559036	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC25557524	O=C(Cc1ccc([N+](=O)[O-])cc1)c1c([O-])cc(OC2OC(CO)C(O)C(O)C2O)cc1O
ZINC05398924	NNC(=S)N/N=C(/c1nc2ccc(Cl)cc2nc1[O-])C(O)c1ccc([N+](=O)[O-])cc1
ZINC27103617	C[NH2+]CCC(Oc1ccc(OC2OC(C(=O)[O-])C(O)C(O)C2O)c2ccccc12)c1cccs1
ZINC35024877	CC(=O)NC1C(O)CC(O)(C(=O)[O-])OC1C(O)C(O)COc1ccc2c(C)cc(=O)oc2c1
ZINC35024882	CC(=O)NC1C(O)CC(O)(C(=O)[O-])OC1C(O)C(O)COc1ccc2c(C)cc(=O)oc2c1
ZINC35455150	CC(C)=CC1OC(=O)/C(=C\COC2OC(COC(=O)/C=C/c3ccc(O)cc3)C(O)C(O)C2O)C1O
ZINC35465974	CC1=CC(=O)CC(C)(COC2OC(CO)C(O)C(O)C2O)C1(O)/C=C/C(C)=C/C(=O)[O-]
ZINC35465976	CC1=CC(=O)CC(C)(COC2OC(CO)C(O)C(O)C2O)C1(O)/C=C/C(C)=C/C(=O)[O-]
ZINC35465978	CC1=CC(=O)CC(C)(COC2OC(CO)C(O)C(O)C2O)C1(O)/C=C/C(C)=C/C(=O)[O-]
ZINC35465980	CC1=CC(=O)CC(C)(COC2OC(CO)C(O)C(O)C2O)C1(O)/C=C/C(C)=C/C(=O)[O-]
ZINC36536330	Cc1ccc(S(=O)(=O)CNC(=O)C(c2c(O)cc(O)cc2O)N(C)C(=O)CO)cc1
ZINC33832447	O=C(OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12)c1ccccc1
ZINC08680742	O=C(N/N=C/c1ccc(O)c(O)c1O)/C(=C/c1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1
ZINC38990179	NN1C(SCC(=O)Nc2ccc(Cl)cc2C(F)(F)F)NNC1C1C=C(c2ccc(F)cc2)N=N1
ZINC38999524	Cc1ccc(C2=CC(C3NNC(SCC(=O)Nc4ccccc4C(C)C)N3N)N=N2)cc1
ZINC40795495	Nc1c(NNC(=O)COc2ccc(Cl)cc2Cl)ncnc1Nc1cccc2ncccc12
ZINC33874710	NC(=O)NCCCC1(C(=O)[O-])[NH2+]C(c2cccc(OC(F)(F)F)c2)C2C(=O)N=C([O-])C21
ZINC43763987	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC44889073	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC44889078	CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)[O-])OC1C(O)C(O)CO
ZINC48553557	NC(=O)C(=O)N/N=C(/CC1(O)C(=O)Nc2ccc([N+](=O)[O-])cc21)C(=O)c1ccc(Br)cc1
ZINC49601365	CC(C)(O)C1CC=C(C(=O)OCC2OC(Oc3cc(C(=O)[O-])cc(O)c3O)C(O)C(O)C2O)CC1
ZINC49601754	C=C1C(O)CC2C(C(=O)[O-])=COC(OC3OC(COC(=O)c4ccc(O)cc4)C(O)C(O)C3O)C12
ZINC03841658	COCCNC(=O)CC1c2nc(Nc3cccc(O)c3)sc2CC2C(C)(CO)C(O)CCC12C
ZINC06074866	CC(C)(C)NC(=O)C(c1ccc(Cl)cc1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc(Cl)cc1
ZINC06077452	CCC(C)(C)NC(=O)C(c1ccc(N(C)C)cc1)N(Cc1cccs1)C(=O)c1snc(C(N)=O)c1N
ZINC06501187	CCCC(C(=O)NCCC(C)C)N(C(=O)c1snc(C(N)=O)c1N)c1cccc(C)c1
ZINC06501502	CCCC(C(=O)NCCC(C)C)N(C(=O)c1snc(C(N)=O)c1N)c1cccc(C)c1
ZINC06546828	CCOC(=O)CNC(=O)C(c1ccc(C)o1)N(C(=O)c1snc(C(N)=O)c1N)c1ccccc1F
ZINC06547154	CCOC(=O)CNC(=O)C(c1ccc(C)o1)N(C(=O)c1snc(C(N)=O)c1N)c1ccccc1F
ZINC06821007	CCC(C(=O)NC1CCCC1)N(C(=O)c1snc(C(N)=O)c1N)c1cc(C)ccc1C
ZINC06821022	CCC(C(=O)NC1CCCC1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc(Cl)cc1
ZINC08254699	CSc1cccc(NC2=NC3C(O)C(O)CC(C(=O)NCCNC(C)=O)C3S2)c1
ZINC08636937	C=CCNC(=S)NNC(=O)c1oc2nc(-c3ccccc3)cc(-c3ccco3)c2c1N
ZINC09302617	COC(=O)C1=C(C)Nc2sc(C(N)=O)c(N)c2C1c1cc(OC)c(OC)c(OC)c1
ZINC12473658	Cc1ccc(C)c(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NC2CCCC2)c2ccc(F)cc2)c1
ZINC12477092	Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2snc(C(N)=O)c2N)c2ccc(F)cc2)cc1
ZINC12477266	Cc1ccc(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NC(C)(C)C)c2ccc(Cl)cc2)cc1
ZINC12479434	Cc1ccc(C(C(=O)NCCC(C)C)N(Cc2ccc(F)cc2)C(=O)c2snc(C(N)=O)c2N)cc1
ZINC12706167	Cc1ccc(C(C(=O)NCC2CCCO2)N(C(=O)c2snc(C(N)=O)c2N)c2cccc(C)c2C)cc1
ZINC12710967	NC(=O)c1nsc(C(=O)N(Cc2ccco2)C(C(=O)NC2CCCC2)c2cccs2)c1N
ZINC12711303	COc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NCC1CCCO1)c1cccs1
ZINC06443994	Cc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NC1CCCC1)c1ccc(N(C)C)cc1
ZINC13132142	Nc1c(C(=O)NCc2cccs2)sc(Nc2ccc(F)cc2)c1C(=O)Nc1ccccc1Cl
ZINC09163087	COc1ccccc1-c1nnc(SCc2nc(N)nc(Nc3ccccc3C)n2)n1N
ZINC06089832	CCOc1ccc(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NC(C)(C)C)c2ccncc2)cc1
ZINC16371143	NC(=O)c1c(NC(=O)CSc2nnc(COc3ccc(F)cc3)n2N)sc2c1CCC2
ZINC04824861	Nc1ncnc2c1ncn2C(/C=N/Nc1ccccc1)OC(/C=N\Nc1ccccc1)CO
ZINC17429411	Nc1ncnc2c1ncn2C(/C=N/Nc1ccccc1)OC(/C=N/Nc1ccccc1)CO
ZINC18138320	NS(=O)(=O)c1ccc(NNC(=S)NCCSc2ccc(Cl)cc2)c([N+](=O)[O-])c1
ZINC20915271	CCOc1ccccc1NC(=O)CCSc1nnc(N/N=C/c2cccc(O)c2)n1N
ZINC31156327	O=C(OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12)c1ccccc1
ZINC31375135	Nc1ccccc1C(=O)OCCCCCCOc1cc(O)c2c(c1N)C(=O)c1ccccc1C2=O
ZINC17210703	Nc1ccccc1SC(/C=C/NNC1=NC(c2ccccc2)C(c2ccccc2)=NN1)c1ccccc1
ZINC17210712	Nc1ccccc1SC(/C=C/NNC1=NC(c2ccccc2)C(c2ccccc2)=NN1)c1ccccc1
ZINC33703737	CC(=O)c1ccc(N2C(=O)C3C(c4cc(C)ccc4C)[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C3C2=O)cc1
ZINC36483194	CCCCNC(=O)C(c1c(O)cc(O)cc1O)N(C(=O)c1ccccc1O)c1cccc(Cl)c1
ZINC36504532	O=C1CCC(C(=O)N(Cc2ccco2)C(C(=O)NC2CCCCC2)c2c(O)cc(O)cc2O)N1
ZINC36543474	CCCCNC(=O)C(c1c(O)cc(O)cc1O)N(C(=O)c1ccccc1O)c1ccccc1Cl
ZINC38994923	COc1ccc(C2=CC(C3NNC(SCC(=O)Nc4ccc(Br)cc4)N3N)N=N2)cc1
ZINC39000371	COc1ccc(C2=CC(C3NNC(SCC(=O)Nc4ccccc4F)N3N)N=N2)cc1
