ZINC03839681	CC(=O)NC1C=C(C(=O)NC(C)C(N)=O)CC(O)C1O
ZINC05487867	NC(=[NH2+])c1ccc(/N=N/c2ccc(N)cc2N)cc1
ZINC37040997	CCC([NH3+])C(=O)Nc1ccc(NC(=O)NC)cc1
ZINC37040998	CCC([NH3+])C(=O)Nc1ccc(NC(=O)NC)cc1
ZINC37046689	CCC([NH3+])C(=O)Nc1cc(C(N)=O)cc(F)c1C
ZINC37152276	NC(=O)C1CCC([NH2+]Cc2ccc(O)c(O)c2)CC1
ZINC37333619	Nc1cc(S(N)(=O)=O)ccc1NC1C[NH+]2CCC1CC2
ZINC37481825	CC1CCC(NC(=O)C([NH3+])CC(N)=O)CC1
ZINC37607249	CC([NH3+])CC(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC37607251	CC([NH3+])CC(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC37607626	CC([NH3+])CC(=O)Nc1cc(C(N)=O)c(F)cc1F
ZINC37614268	CC([NH3+])(C(=O)Nc1ccc(S(N)(=O)=O)cc1)C1CC1
ZINC37614756	CC([NH3+])(C(=O)NC1CCC(C(N)=O)CC1)C1CC1
ZINC37616373	CC(NC(=O)C1([NH3+])CCCC1)c1ccc(S(N)(=O)=O)cc1
ZINC37623118	CC1CCCC(NC(=O)C([NH3+])CC(N)=O)C1C
ZINC37623119	CC1CCCC(NC(=O)C([NH3+])CC(N)=O)C1C
ZINC39098387	NC(=[NH2+])N1CCC(c2ccc(O)c(O)c2)C1
ZINC40458232	CC(C)(C)C([NH3+])C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC40463666	Cc1ccc(S(N)(=O)=O)cc1NC(=O)C([NH3+])C(C)(C)C
ZINC40463971	Cc1c(F)cc(C(N)=O)cc1NC(=O)C([NH3+])C(C)(C)C
ZINC40760788	CC1(C)CC(Nc2ncnc(NN)c2N)CC(C)(C)[NH2+]1
ZINC40807949	Cc1ccc(NC(=O)C(C)([NH3+])C2CC2)cc1S(N)(=O)=O
ZINC40807951	Cc1ccc(NC(=O)C2([NH3+])CCCC2)cc1S(N)(=O)=O
ZINC40824826	Cc1c(C(=O)NC(C)C)oc2c1/C(=N/NC(N)=[NH2+])CCC2
ZINC40853233	N#Cc1c(NC(=O)C([NH3+])CC(N)=O)sc2c1CCC2
ZINC42544928	C[NH+]1CCC(Nc2ccc(S(N)(=O)=O)cc2N)C1
ZINC43367708	Cc1ccc(C(Sc2nc(N)cc(N)n2)C(C)[NH3+])o1
ZINC44679699	NC(=O)c1cc(N)ccc1NC1CC[NH+](C2CC2)C1
ZINC44762754	CC(NC(=O)C1(C[NH3+])CCCCC1)C(N)=O
ZINC46423330	CC1CC(C)C[NH+](CCNC(=O)NNC(N)=O)C1
ZINC47009001	NC(=O)NNC(=O)NCC1([NH+]2CCSCC2)CCCC1
ZINC49776963	CC1=NC(Sc2nc(N)cc(N)n2)C(N)=[NH+]1
ZINC52289166	CC1CC1NC(=O)C([NH3+])Cc1ccc(O)c(O)c1
ZINC53126492	CC1CCCC(CO)([NH2+]CC(=O)NC(N)=O)C1
ZINC53126495	CC1CCCC(CO)([NH2+]CC(=O)NC(N)=O)C1
ZINC01699208	CCOC(=O)Nc1cc(N(C)C)c(N)c(N)[nH+]1
ZINC54340005	Cc1c(F)cc(C(N)=O)cc1NC(=O)C(C)C[NH3+]
ZINC62855631	CC1(C(=O)Nc2cccc(NC(N)=O)c2)CCC[NH2+]C1
ZINC62855633	CCC1(C(=O)Nc2ccc(NC(N)=O)cc2)CCC[NH2+]C1
ZINC62893293	CCC1(C(=O)Nc2cccc(NC(N)=O)c2)CC[NH2+]C1
ZINC62893294	CCC1(C(=O)Nc2cccc(NC(N)=O)c2)CC[NH2+]C1
ZINC62893303	CCC1(C(=O)Nc2ccc(NC(N)=O)cc2)CC[NH2+]C1
ZINC63170577	CC([NH3+])CCNC(=O)c1ccc(O)cc1O
ZINC63173810	[NH3+]C1CCCC1NC(=O)c1ccc(O)cc1O
ZINC63177617	NS(=O)(=O)c1ccc(NC2CCCC2[NH3+])c([N+](=O)[O-])c1
ZINC63177663	NS(=O)(=O)c1ccc(NC2CCCC2[NH3+])cc1
ZINC63177870	NC(=O)c1ccc(NC2CCCC2[NH3+])c([N+](=O)[O-])c1
ZINC63177905	NC(=O)c1cc([N+](=O)[O-])ccc1NC1CCCC1[NH3+]
ZINC63177907	NC(=O)c1cc([N+](=O)[O-])ccc1NC1CCCC1[NH3+]
ZINC64874655	COc1cc(C)cc2c(N)c(C(=O)NN)c[nH+]c12
ZINC05589102	Nc1ccc(C(=O)NNC(=O)CCl)cc1
ZINC00047820	O=C1c2ccccc2C2(O)NC(=S)NC12O
ZINC17376928	C/C(=N/NC(=O)NN)c1ccc(Cl)cc1
ZINC19757511	CC1CN(CC(N)=O)c2cc(N)ccc2O1
ZINC20296992	NC(=O)c1ccc(Oc2ccc(C(N)=S)cn2)cc1
ZINC20396355	Nc1ccc(CSc2nnc(C3CC3)n2N)cc1
ZINC36746218	CC(=O)NCCNC(=O)c1ccc(F)c(N)c1
ZINC36780150	CCNC(=O)CNC(=O)c1cc(N)ccc1F
ZINC36863050	CC(O)CNC(=O)c1cc(N)cn1C1CC1
ZINC37046800	Cc1cc(C(=O)[O-])ccc1NC(=O)C([NH3+])C(C)C
ZINC37569491	CC(NC(=O)c1ccc(F)cc1C#CCCO)C(N)=O
ZINC37626715	Cc1c(NC(=O)C2CCC([NH3+])CC2)cccc1C(=O)[O-]
ZINC37641672	Cc1c(N)cc(C(=O)N(CC(N)=O)C(C)C)cc1F
ZINC40290841	Cc1nnc(NC2CCC(O)CC2)c(C(N)=S)c1C
ZINC40330476	CC1CCC(C(N)=O)CN1C(=O)c1cc(N)ccc1F
ZINC42142887	CC(CSc1nc2ccc(N)cc2o1)C(N)=O
ZINC42194003	CC(CS(=O)(=O)c1c(F)cc(N)cc1F)C(N)=O
ZINC42438930	CC1CCC(C(N)=O)CN1c1ccc(C(N)=S)cn1
ZINC42559945	CNC(=O)C(C)NC(=O)c1cc(F)ccc1N
ZINC43543738	CCC(C#N)OC(=O)c1ccc(N)cc1N
ZINC44774287	NC(=O)C1CCCN1C(=O)C1(C(N)=S)CCCCC1
ZINC44828381	CC(C)C(C(=O)N1CCCC(C(N)=O)C1)C(N)=S
ZINC44990724	CNC(=O)CCNc1ccc(N)cc1C#N
ZINC45109995	Cc1ccc(C(=O)NC(C)(C)C(N)=O)cc1O
ZINC45271470	CC1(C)CN(CC(N)(C(N)=O)c2ccccc2)CCO1
ZINC45271473	CC1(C)CN(CC(N)(C(N)=O)c2ccccc2)CCO1
ZINC45730383	C=CCNC(=O)Nc1ccc(C(N)=O)cc1C
ZINC49356000	NC(=O)NCC(=O)NC1CCSc2ccc(F)cc21
ZINC49519270	Cc1cc(C)c(CNC(=O)C(C)NC(N)=O)c(C)c1
ZINC49843185	CC(O)CNS(=O)(=O)c1ccc(N)cc1F
ZINC51093771	CCCNC(=O)c1cc(Cl)nc(NN)c1
ZINC51112594	Cc1cccc(C)c1NC(=O)c1ccc(NN)nc1
ZINC51638157	CC1CC1C(=O)Nc1ccc(F)c(/C(N)=N/O)c1
ZINC51988918	CN(C)c1ccc(C(=O)NC2CCCCC2O)cc1N
ZINC52904110	N/C(=N/O)c1c(Cl)cccc1N1CCC(O)CC1
ZINC53007482	Cc1ccc(NN)c(C(=O)NCc2cnc(C)s2)c1
ZINC53070924	NS(=O)(=O)c1ccc(NC2(CO)CCCC2)cc1
ZINC54215995	Cc1cccc(NC(=O)c2cccc(F)c2NN)n1
ZINC54342935	Cc1ccc(NC(=O)C(C)C[NH3+])c(C(=O)[O-])c1
ZINC48640150	NC(=O)CO/N=C(\N)c1cc(Br)cs1
ZINC57517888	COc1ccc(C(C)([NH2+]N)C(=O)[O-])cc1F
ZINC48750700	NC(=O)CCSc1nc2ccc(N)cc2o1
ZINC59186746	Cc1ccccc1C(=O)NC(C(=O)NN)C(F)(F)F
ZINC61371027	CC(C(=O)NC1CCCc2sccc21)/C(N)=N/O
ZINC61819216	CC1(C)CCN(c2cc(N)cc(S(N)(=O)=O)c2)CC1
ZINC63004684	CNc1c(F)cc(C(=O)NCC(N)=O)cc1F
ZINC63007066	CCNC(=O)C(C)NC(=O)c1cc(F)c(N)c(F)c1
ZINC63007510	Cc1cccc(NC(=O)c2cc(F)c(NN)c(F)c2)n1
ZINC63014109	NC(=O)c1cc(N)ccc1N1CCOc2ccccc2C1
ZINC38595199	N=C1NC(=S)NC(C2=CC3N=CC=C3C=C2)N1
ZINC31964215	CC(=O)Nc1ccc(Cl)c(NC(=O)C[NH3+])c1
ZINC31964744	Cc1cc(NC(=O)C[NH3+])ccc1NC(=O)C1CC1
ZINC37014085	NC(=O)c1ccc(Cl)c(NC(=O)C2CCC[NH2+]C2)c1
ZINC37016230	CC(C)C(=O)Nc1ccc(NC(=O)C2CC(O)C[NH2+]2)cc1
ZINC37041389	NS(=O)(=O)Cc1ccc(NC(=O)C2CCC[NH2+]2)cc1
ZINC37045914	CNC(=O)c1cccc(NC(=O)C([NH3+])C(C)C)c1C
ZINC37046327	CCNC(=O)c1ccc(C)c(NC(=O)C2CC(O)C[NH2+]2)c1
ZINC37046645	Cc1c(F)cc(C(N)=O)cc1NC(=O)C1CC[NH2+]CC1
ZINC37542702	Cc1ccc(NC(=O)N(CC(N)=O)C2CC[NH2+]CC2)cc1
ZINC37551384	Cc1cc(NC(=O)C2CCC(=O)N2)ccc1C#CC[NH3+]
ZINC37552742	CC(C)(C)NC(=O)Nc1ncc(C#CC[NH3+])s1
ZINC37614962	CNC(=O)c1ccc(NC(=O)C(C)([NH3+])C2CC2)cc1
ZINC37616598	[NH3+]C1(C(=O)Nc2ccc3c(c2)NC(=O)CS3)CCCC1
ZINC37621092	CCCC(C)([NH3+])C(=O)N1CCCC(C(N)=O)C1
ZINC37800837	NC(=O)C1Cc2ccccc2CN1C(=O)C1([NH3+])CCCC1
ZINC37946134	CC(C)C[NH2+]C1(C(N)=O)COc2cc(O)ccc21
ZINC38049113	COc1cccc(C(=O)NC2CCCCC2[NH3+])c1O
ZINC37820714	CC1(C)CC2CC(C)(CN2C(=O)C([NH3+])CC(N)=O)C1
ZINC39231634	CC1(C)CC2(CC(C)(C)[NH2+]1)OC(=O)N(N)C2(C)O
ZINC40633710	COC1C[NH2+]C(C(=O)Nc2cc(C(N)=O)cc(F)c2C)C1
ZINC40750552	NC(=O)c1cc([N+](=O)[O-])ccc1N1C2CCC1CC([NH3+])C2
ZINC40857252	CC(C)CC([NH3+])C(=O)N1CC(C(N)=O)Oc2ccccc21
ZINC40857255	CC(C)CC([NH3+])C(=O)N1CC(C(N)=O)Oc2ccccc21
ZINC40857335	CCCC(C)([NH3+])C(=O)N1CC(C(N)=O)Oc2ccccc21
ZINC40857337	CCCC(C)([NH3+])C(=O)N1CC(C(N)=O)Oc2ccccc21
ZINC41711104	CC([NH3+])c1ccc(NC(=O)Nc2ccc(C#N)cc2)cc1
ZINC42880070	NC(=O)C1CCC([NH2+]Cc2cc3c(cc2O)OCO3)CC1
ZINC43326876	COc1ccc(S(N)(=O)=O)cc1NC1CCC[NH2+]C1
ZINC44784411	N/C(=N/O)C1(C(=O)NC2C[NH+]3CCC2CC3)CCCCC1
ZINC44785494	C[NH+]1CCC(CNC(=O)C2(/C(N)=N/O)CCCCC2)C1
ZINC50460546	CC(C)C(=O)Nc1ccc(NC(=O)C2CC2[NH3+])cc1
ZINC50461614	CC(C)(C)NC(=O)c1ccc(NC(=O)C2CC2[NH3+])cc1
ZINC51096585	NNc1ncc(C(=O)NC2C[NH+]3CCC2CC3)cc1Cl
ZINC51116253	NNc1ccc(Cl)c(C(=O)NC2CC[NH+](C3CC3)C2)n1
ZINC52091868	COc1cc(OC)c(NC(N)=[NH2+])cc1Cl
ZINC52838556	Cc1[nH+]c(-c2cc(Cl)c3c(c2)OCCCO3)c(N)n1N
ZINC55084930	CCC(C)[NH+]1CCN(c2cc(C(N)=O)c(N)cc2F)CC1
ZINC55135132	NC(=O)C1CCCCN1C(=O)CC1CCCCC1[NH3+]
ZINC49085027	CC([NH2+]C1CCN(C)C1)c1ccc(NC(N)=O)cc1
ZINC62113973	Cc1ccc(S(N)(=O)=O)cc1NC(=O)C1CC[NH2+]C1
ZINC62463883	Cc1ccc(NC(=O)C(C(C)C)N2CC[NH2+]CC2)cc1N
ZINC62463888	Cc1ccc(NC(=O)C(C(C)C)N2CC[NH2+]CC2)cc1N
ZINC62855289	CCC1(C(=O)Nc2ccc(C(N)=O)cc2C)CCC[NH2+]C1
ZINC62891977	CC1(C(=O)Nc2cc(C(N)=O)ccc2Cl)CC[NH2+]C1
ZINC62891978	CCC1(C(=O)Nc2cc(C(N)=O)ccc2Cl)CC[NH2+]C1
ZINC62893289	CCC1(C(=O)Nc2ccc(NC(=O)NC)cc2)CC[NH2+]C1
ZINC62893732	CCC1(C(=O)Nc2cc(C(N)=O)cc(F)c2C)CC[NH2+]C1
ZINC63170809	CC([NH3+])CCNC(=O)Nc1ccc(C#N)cc1
ZINC63174537	COc1ccccc1NC(=O)NC1CCCC1[NH3+]
ZINC63177831	CNS(=O)(=O)c1ccccc1NC1CCCC1[NH3+]
ZINC05393682	CN(C)c1ccc(/C=N/Nc2nc(N)cc(N)n2)cc1
ZINC05662629	CNC(=O)Nc1ccc(/C(C)=N\NC(N)=S)cc1
ZINC06754795	CC(O)CNC(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC16942197	CNC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1
ZINC26510132	Cc1ccc(/C=C/c2nnc(NN)n(N)c2=O)cc1
ZINC35764311	NNc1ccc(S(=O)(=O)Nc2cn[nH]c2)cc1
ZINC35794011	CC(Nc1ccc(S(=O)(=O)N(C)C)cc1N)C(N)=O
ZINC36307701	NC(=O)NC(=O)COc1cccc(F)c1C(N)=S
ZINC06930940	CC1OCCN(C(=N)NC(=N)N)C1c1ccccc1
ZINC37295084	NC(=O)COc1ccc(NC2CCN(C(N)=O)CC2)cc1
ZINC33813411	CC(C)(/C=N/NC(=O)c1cc(O)c(O)c(O)c1)CO
ZINC37934033	COCC(C)Nc1cc(N)cc(S(N)(=O)=O)c1
ZINC40375457	CCC(CC)(NC(=O)NC(C)C)/C(N)=N/O
ZINC40469966	CCCC([NH3+])C(=O)Nc1ccc(O)c(C(=O)[O-])c1
ZINC40469987	[NH3+]C1CCC(C(=O)Nc2ccc(O)c(C(=O)[O-])c2)CC1
ZINC40472753	CCCC([NH3+])C(=O)Nc1ccc(C(=O)[O-])c(O)c1
ZINC40479131	CC(=O)Nc1ccc(NC(=O)CC(C)[NH3+])c(C(=O)[O-])c1
ZINC42420517	Cc1ccc(C(=O)[O-])cc1NC(=O)NCC[NH3+]
ZINC42692162	CC(C)CN(CC(N)=O)C(=O)Nc1ccc(N)cc1
ZINC42903989	CC(C)(C)OC(=O)NNC(=O)Nc1ccc(C(N)=O)cc1
ZINC43712545	NC(=O)c1ccc(NC(=O)NCC(O)C(F)(F)F)cc1
ZINC44785663	CC(C)(C(=O)Nc1ccc(CCO)cc1)/C(N)=N/O
ZINC44863826	CC(C)C(C(=O)N1CCC(C(N)=O)CC1)/C(N)=N/O
ZINC46488865	NC(=O)NC(=O)CNc1ccc(C(=O)NC2CC2)cc1
ZINC48380239	CC(C)NC(=O)C(C)Sc1nc(N)cc(N)c1C#N
ZINC48430556	CCc1sc(C(=O)NC(C(N)=O)C(N)=O)cc1C
ZINC48658399	CNC(=O)NC(=O)CNc1cccc(C)c1C(N)=O
ZINC48674410	CCC(=O)Nc1ccc(NC(C)C(=O)NC(N)=O)cc1
ZINC48837370	[NH3+]C1CCCN(C(=O)Nc2ccc(O)c(C(=O)[O-])c2)C1
ZINC48847519	[NH3+]C1CCN(C(=O)Nc2ccc(O)cc2C(=O)[O-])CC1
ZINC48938293	CCNC(=O)C1(NC(=O)C(C)NC(N)=O)CCCCC1
ZINC49096167	CNC(=O)C(C)Nc1ccc(S(=O)(=O)NC)cc1N
ZINC49128449	CCCCNC(=O)NNC(=O)C1CCCN(C(N)=O)C1
ZINC49166555	NC(=O)c1cccc(C(=O)NNC(=O)NCC2CC2)c1
ZINC50436584	CCCNC(=O)Nc1cc(/C(N)=N/O)ccc1C
ZINC51096001	NNc1ccc(Cl)c(C(=O)NC2CCC(O)CC2)n1
ZINC51355319	[NH3+]CCCNC(=O)Nc1ccc(C(=O)[O-])cc1
ZINC51355337	[NH3+]CCCNC(=O)Nc1ccc(F)cc1C(=O)[O-]
ZINC52010917	NNc1ccccc1S(=O)(=O)NC1CCCCC1O
ZINC52012483	N/C(=N/O)c1cccc(C(=O)NC2CCCCC2O)c1
ZINC52012502	N/C(=N/O)C1(C(=O)NC2CCCCC2O)CCCC1
ZINC54136422	N/C(CCCNC(=O)Nc1ccccc1F)=N/O
ZINC54154514	Cc1cccc(C(=O)NCC/C(N)=N/O)c1O
ZINC44388193	CC(CN1CCOCC1)Nc1ccc(N)c(C(N)=O)c1
ZINC58949504	CCOC(=O)C1=C(N)OC(C)=C(C(N)=O)C1c1ccc[nH]1
ZINC59914696	CC/C(C)=N/NC(=O)CSc1nc(N)cc(N)n1
ZINC63008018	CNC(=O)CNC(=O)c1cc(F)c(NN)c(F)c1
ZINC63059466	CCNC(=O)C(C)NC(=O)c1ccc(NN)c(C)c1
ZINC63116100	CCCN(CC(=O)NC(N)=O)c1ccc(N)cc1
ZINC66963495	CNC(=O)NC(=O)C(C)Nc1ccc(C)c(C(N)=O)c1
ZINC00097115	CC1(C(N)=O)CCC(C(=O)[O-])C1(C)C
ZINC01682365	CC1[NH2+]CCC(CC(=O)[O-])C1CC(=O)[O-]
ZINC15970103	Cc1ccc(NC(=O)NC(C)C(=O)[O-])cc1C
ZINC03953930	O=c1[nH]c2nc(S)nc([S-])c2[nH]1
ZINC19266853	Cc1ccc(O)c(C(=O)NC(C(=O)[O-])C(C)C)c1
ZINC19389805	CC(O)C(NC(=O)c1cccc2ccccc12)C(=O)[O-]
ZINC19408079	Cc1cc(C(=O)[O-])cc(S(N)(=O)=O)c1
ZINC19432787	O=C(NC1(C(=O)[O-])CCCCC1)c1ccccc1O
ZINC19475181	C/C=C/CNC(=O)NC1(C(=O)[O-])CCCCCC1
ZINC21954564	CC(O)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)[O-]
ZINC26438815	CC1(C)C2(C(=O)[O-])CCC1(C)C1(C2)NC(=O)NC1=O
ZINC31978943	CC(O)CNC(=O)C1CC=CCC1C(=O)[O-]
ZINC35796044	CCCc1nnc([S-])n1C(C)C(N)=O
ZINC36743319	CCS(=O)(=O)[N-]c1ccc(N)cc1C#N
ZINC37451280	Cc1c(C)c(C)c(C(=O)NC(CO)C(=O)[O-])c(C)c1C
ZINC37587705	O=C([O-])c1ccc(NC(=O)c2ccsc2)c(O)c1
ZINC06998414	NC1=NS(=O)(=O)[N-]C1c1ccc(Br)cc1
ZINC31160198	CC(C)(O)C1=CCC23COC(C2)C(O)(C(=O)[O-])CCC13
ZINC38152999	CC1(C(=O)[O-])CCC(C(N)=O)C1(C)C
ZINC39096141	O=C([O-])CSc1ccc(O)c(O)c1
ZINC39135930	Cc1ccc(CC(=O)NC(O)C(=O)[O-])cc1
ZINC39465341	O=P1([O-])NN2CCc3cc(F)c(O)cc3C2CO1
ZINC40469466	O=C([O-])CCNC(=O)c1ccc2c(c1)CCN2
ZINC40521459	C=CCNC(=O)NC1CCC(C(=O)[O-])CC1
ZINC40522063	C#Cc1cccc(NC(=O)NC(C)(C(=O)[O-])C2CC2)c1
ZINC40544981	CC(NC(=O)Nc1ccc(F)cc1Cl)C(=O)[O-]
ZINC40547791	CC1CCC(NC(=O)NC(C)(C(=O)[O-])C2CC2)CC1
ZINC40548280	CC(C)C(C)NC(=O)NC1(C(=O)[O-])CCCC1
ZINC40557138	CC1CCCC(NC(=O)NC(C(=O)[O-])C(C)(C)C)C1C
ZINC40559581	Cc1ccc(NC(=O)NC(C(=O)[O-])C(C)C)c(Cl)c1
ZINC41035797	CCC(C)(C)NC(=O)NC1(C(=O)[O-])CCCC(C)C1
ZINC41035975	CC1CCCC(NC(=O)NC(C)C(C)C)(C(=O)[O-])C1
ZINC41661910	O=C([O-])C(O)c1ccc(-c2ccc(O)cc2F)cc1
ZINC41736978	CC(=O)Nc1ccc(NC2(C(=O)[O-])CCCCC2C)cc1
ZINC42476724	Cc1ccc(C(C)NC(=O)NC(C)C(=O)[O-])s1
ZINC45648462	CC(NC(=O)NCC1CC=CCC1)C(=O)[O-]
ZINC49219214	CCNC(=O)C(C)Nc1nnc([S-])s1
ZINC49503081	CC(NC(=O)NC(C)(C)C(=O)[O-])c1ccc(F)cc1
ZINC49561237	Cc1ccc(C(C)NC(=O)NC(C)C(=O)[O-])cc1
ZINC50226966	Cc1ccc(CNC(=O)NC2(C(=O)[O-])CCCC2)s1
ZINC51633437	CC(NC(=O)NC1CCc2ccccc2C1)C(=O)[O-]
ZINC52213253	CC(C)(C)C(NC(=O)NC1CCC1)C(=O)[O-]
ZINC52267037	CC(C)(C(=O)[O-])C(C)(O)c1ccc(O)cc1
ZINC52884962	Cc1ccn(-c2ccc(N)c(C(=O)[O-])c2)n1
ZINC54337067	CC(CNC(=O)NC1CC1(C)C)C(=O)[O-]
ZINC61121338	CCC(NC(=O)Nc1cc(F)cc(F)c1F)C(=O)[O-]
ZINC62833294	CCC(=O)N(C)c1ccc(C(=O)[O-])cc1N
ZINC62917107	CCC1(C(=O)[O-])CCN(C(=O)c2ccc(N)cc2)C1
ZINC62918448	CCCC1(C(=O)[O-])CCN(C(=O)c2ccc(N)c(C)c2)C1
ZINC13520096	CNC(=S)N/N=c1\[n-]ncc2ccccc12
ZINC13520096	CNC(=S)NNc1nncc2ccccc12
ZINC05725402	C/C(=N\NC(=S)NN)c1ccc2c(c1)CCO2
ZINC01757484	Cc1cc(O)c(O)c(S(=O)(=O)c2ccc(N)cc2)c1
ZINC08076444	CC(C)C(NC(N)=O)C(=O)Nc1ccc(F)cc1F
ZINC08077344	CC(C)C(NC(N)=O)C(=O)Nc1ccc(F)c(F)c1
ZINC08077705	Cc1ccc(NC(=O)C(NC(N)=O)C(C)C)cc1F
ZINC25263196	CSc1ccc(NC(=O)C(C)NC(N)=O)cc1
ZINC35599663	Cc1c(N)cc(S(=O)(=O)NCC(C)O)cc1Cl
ZINC35783701	CC1CN(c2ccc(C(N)=O)cc2N)C(C)CO1
ZINC37569501	CC(NC(=O)c1ccc(C#CCCO)cc1F)C(N)=O
ZINC03340022	CC(C)C(NC(N)=O)C(=O)Nc1ccc2c(c1)CCC2
ZINC40304338	Cc1sc(C(=O)NCC(=O)NC(C)C)cc1N
ZINC40330564	CC1CCC(C(N)=O)CN1C(=O)c1cc(N)c(F)cc1F
ZINC40369582	Cc1ccc(C(=O)Nc2cccc(F)c2/C(N)=N/O)s1
ZINC40369861	CC(NC(=O)c1cc2c(s1)CCC2)/C(N)=N/O
ZINC40370059	CC(NC(=O)c1ccc2ccccc2c1)/C(N)=N/O
ZINC40371085	Cc1ccc(C(=O)NC(C)(C)/C(N)=N/O)s1
ZINC40479304	CC(C)C([NH3+])C(=O)Nc1cc(C(=O)[O-])ccc1Cl
ZINC40711102	Cc1cc(/C(N)=N/O)ccc1Oc1ccc(CO)cc1
ZINC42188036	CC1(NC(=O)CNC(=O)c2ccc(N)cc2)CCCC1
ZINC44565788	CC(NC(N)=O)C(=O)NCC12CC3CC(CC(C3)C1)C2
ZINC44784675	N/C(=N/O)C1(C(=O)NCC(F)(F)F)CCCCC1
ZINC44784790	Cc1ccc(F)c(NC(=O)C(C)(C)/C(N)=N/O)c1
ZINC44863085	CCC(C(=O)Nc1ccc(F)c(F)c1F)/C(N)=N/O
ZINC44863139	CC(C(=O)Nc1ccc(Br)cc1F)/C(N)=N/O
ZINC44868940	CC(C(=O)Nc1cc(Br)ccc1F)/C(N)=N/O
ZINC44875213	CC(C(=O)NC(C)c1ccc(Cl)s1)/C(N)=N/O
ZINC47836704	NC(=O)NCCC(=O)Nc1ccc(F)cc1F
ZINC50016627	CNC(=O)CNC(=O)c1cc(F)c(F)cc1N
ZINC50033060	CN(Cc1cscn1)c1cc(C(N)=O)c(N)cc1F
ZINC50389154	CC(C/C(N)=N/O)NC(=O)c1ccc(F)cc1F
ZINC51089116	CCc1cccc(C)c1NC(=O)c1ccc(NN)nc1
ZINC51112807	CC(NC(=O)c1cccc(NN)n1)c1ccccc1F
ZINC51122583	NNc1cccc(C(=O)Nc2c(F)cccc2F)n1
ZINC51354941	N#Cc1ccc(CNC(=O)c2ccc(NN)cc2)cc1
ZINC51607844	Cc1cc(C)nc(Sc2ccc(N)cc2C(N)=O)n1
ZINC51638204	N/C(=N/O)c1cc(NC(=O)CC(F)(F)F)ccc1F
ZINC51638213	N/C(=N/O)c1cc(NC(=O)C2CC3CCC2C3)ccc1F
ZINC51994722	Nc1cccc(Cl)c1S(=O)(=O)NC1CCCCC1O
ZINC54154500	N/C(CCNC(=O)c1cc(F)ccc1F)=N/O
ZINC54214428	N/C(=N/O)C1(NC(=O)c2cccc(F)c2F)CCCC1
ZINC55176284	Cc1nc(N)sc1C(=O)NC1(CO)CCCC1
ZINC49188589	Cc1ccc(C(C)NC(=O)C/C(N)=N/O)s1
ZINC54338101	CC(C[NH3+])C(=O)Nc1cc(C(=O)[O-])c(F)cc1F
ZINC61714077	NNc1ccc(C(=O)N2CCC(O)C2)cc1C(F)(F)F
ZINC61887290	N/C(=N/O)C1CCCC1NC(=O)c1ccc(F)cc1F
ZINC61887636	N/C(=N/O)C1CCCC1NC(=O)c1ccc(F)c(F)c1
ZINC61887649	N/C(=N/O)C1CCCC1NC(=O)c1ccc2c(c1)CCC2
ZINC61887650	N/C(=N/O)C1CCCC1NC(=O)c1ccc2c(c1)CCC2
ZINC62775226	Nc1cc(Br)ccc1NC(=O)c1cc[nH]n1
ZINC62826866	[NH3+]CC(=O)Nc1c(Br)cccc1C(=O)[O-]
ZINC04660912	CC1C2=C(CC(C)(C)CC2=O)Nc2sc(C(N)=O)c(N)c21
ZINC04660914	CC1C2=C(CC(C)(C)CC2=O)Nc2sc(C(N)=O)c(N)c21
ZINC12416482	CC1=C(C(=O)NN)C(c2ccc(F)cc2)NC(=O)N1
ZINC12416484	CC1=C(C(=O)NN)C(c2ccc(F)cc2)NC(=O)N1
ZINC00235520	Cc1ccc(C(=O)Nc2cc(N)ccc2N)cc1
ZINC36746672	NC(=O)CCNC(=O)c1ccc(F)c(N)c1
ZINC00001310	Nc1ccc(C(=O)Nc2ccccc2N)cc1
ZINC00155807	Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2
ZINC34974525	CC(C)C(C)Nc1ccc(S(N)(=O)=O)cc1N
ZINC40294631	Cc1ccc(NC(=O)c2ccc(N)cc2N)cc1F
ZINC40296849	CSc1ccc(NC(=O)c2ccc(N)cc2N)cc1
ZINC40297407	Nc1ccc(C(=O)Nc2ccc3c(c2)CCC3)c(N)c1
ZINC40302042	Nc1ccc(C(=O)Nc2ccc(Br)cn2)c(N)c1
ZINC40307296	Cc1ccc(C(C)NC(=O)c2cc(N)cc(N)c2)c(C)c1
ZINC40346487	Cc1c(N)cc(C(=O)NC2CCC(C(N)=O)CC2)cc1F
ZINC40375630	N/C(=N/O)C1(NC(=O)Nc2ccccc2F)CCCC1
ZINC40375657	CCNC(=O)NC1(/C(N)=N/O)CCCC1
ZINC40375859	CCC(C)(NC(=O)Nc1ccc(F)cc1F)/C(N)=N/O
ZINC40724068	COc1cc(OC)c(Nc2ncnc(N)c2N)cc1Cl
