ZINC02741019	CCOc1cc(C[NH2+]CCO)cc(I)c1OCc1ccccc1
ZINC16427892	O=S(=O)([O-])c1ccc(N/N=C/c2cc(C34CC5CC(CC(C5)C3)C4)ccc2O)cc1
ZINC58846594	Cc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2C(=O)[O-])N3)cc1C
ZINC58846738	Cc1cc(C)cc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2C(=O)[O-])N3)c1
ZINC59129044	Cc1ccc(S(=O)(=O)[N-]c2nc3ccc(C)cc3nc2Nc2ccccc2O)cc1
ZINC20144445	Cc1cc(C)c(OCC(=O)Nc2cc(C)c(O)c(C(=O)[O-])c2)c(Br)c1
ZINC59941922	O=C(CSc1nc([O-])c(Cc2ccccc2)c(=O)[nH]1)Nc1ccccc1C(F)(F)F
ZINC09371057	Cc1cc(C)nc(N/C(=N\C(=S)Nc2ccccc2)Nc2ccc(C)c(Cl)c2)n1
ZINC09371057	Cc1cc(C)nc([N-]C(=N/c2ccc(C)c(Cl)c2)/[NH+]=C(\[S-])Nc2ccccc2)n1
ZINC08872368	CCOc1ccccc1/C=N/Nc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1
ZINC08671521	Cc1ccc(NC(=O)CSc2nc([O-])c/c(=N/S(=O)(=O)c3ccc(C)cc3)[nH]2)cc1
ZINC18119464	COc1cccc([N-]C(=N/c2nc(C)cc(C)n2)/[NH+]=C(\[S-])Nc2ccc(C)cc2C)c1
ZINC18119464	COc1cccc(N/C(=N/c2nc(C)cc(C)n2)NC(=S)Nc2ccc(C)cc2C)c1
ZINC18119464	COc1cccc(/N=C(\NC(=S)Nc2ccc(C)cc2C)Nc2nc(C)cc(C)n2)c1
ZINC16937324	CCC(Oc1cccc(/C=C2\S/C(=N\c3ccc(C)cc3O)NC2=O)c1)C(=O)[O-]
ZINC65323156	CCc1ccccc1NCc1cc([O-])n2nc(NCc3ccc(C(C)C)cc3)nc2n1
ZINC02472210	CCc1ccc(C2CC(c3ccc(CC)cc3)n3nc(N)nc3N2)cc1
ZINC02472371	Cc1ccc(C2CC(c3ccc(C(C)C)cc3)n3nc(N)nc3N2)cc1
ZINC00658061	COc1ccc(/C=N/NC(N)=S)cc1OCc1c(Cl)cccc1Cl
ZINC01157284	CCN(CC)c1ccc(Nc2nc(-c3ccc(O)c(O)c3)cs2)cc1
ZINC00432217	Nc1ccccc1C(=O)N/N=C/c1ccc(-c2ccc(Cl)cc2)o1
ZINC04878613	O=C(N/N=C/c1c[nH]c2ccccc12)NC12CC3CC(CC(C3)C1)C2
ZINC04953312	CC1=C(C(=O)Nc2cc(Cl)ccc2C)C(c2ccc(Cl)cc2)NC(=O)N1
ZINC04953313	CC1=C(C(=O)Nc2cc(Cl)ccc2C)C(c2ccc(Cl)cc2)NC(=O)N1
ZINC05060844	Cc1c(C(=O)NNC(=O)NC23CC4CC(CC(C4)C2)C3)oc2ccccc12
ZINC00261619	Cc1ccccc1NCC(=O)N/N=C/c1c(O)ccc2ccccc12
ZINC11342924	Cc1ccc(SCc2nc(N)nc(Nc3ccccc3C)n2)cc1
ZINC03552018	Nc1nc(SCC(=O)NCCc2ccccc2)nc2sc3c(c12)CCCC3
ZINC14819293	CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O
ZINC17079080	Cc1ccc(NC(=O)NNC(=O)C2c3ccccc3Oc3ccccc32)c(C)c1
ZINC20885242	Cc1ccc(/C=N/NC(=O)c2nc(Cl)c(Cl)c(N)c2Cl)cc1
ZINC23230850	Cc1cccc(/C=N/NC(=O)c2nc(Cl)c(Cl)c(N)c2Cl)c1
ZINC23741194	Cc1cc(C)c2c(c1)/C(=N\NC(=S)NC1CCCCC1)C(O)=N2
ZINC26522362	Nc1ccc([N+](=O)[O-])cc1NCCC(c1ccccc1)c1ccccc1
ZINC33428823	COc1ccc(-c2cs/c(=N\N=C/c3ccc(O)cc3O)[nH]2)cc1
ZINC34970181	CCC(C)C(NC(=O)Nc1cccc(F)c1)C(=O)Nc1ccc2c(c1)CCC2
ZINC36624781	Cc1ccc(O)c(NC2=NC(=O)/C(=C\c3c[nH]c4ccccc34)S2)c1
ZINC01321920	Cc1cccc(NC(=O)c2sc3nc4c(c(-c5ccco5)c3c2N)CCC4)c1
ZINC13829546	Oc1ccc(Cl)cc1Nc1nc(NCC2CCCO2)c2ccccc2n1
ZINC16976337	Cc1c(-c2nc(N)nc(Nc3ccccc3F)n2)oc2ccccc12
ZINC06813547	O=C(N/N=C/c1ccc(O)cc1)c1cc(C23CC4CC(CC(C4)C2)C3)[nH]n1
ZINC06813547	O=C(N/N=C/c1ccc(O)cc1)c1cc(C23CC4CC(CC(C4)C2)C3)n[nH]1
ZINC04697845	C/C(=C/C(=O)Nc1cccc2c1CCCC2)NNC(=O)Cc1ccc(Cl)cc1
ZINC04697845	C/C(=C\C(=O)Nc1cccc2c1CCCC2)NNC(=O)Cc1ccc(Cl)cc1
ZINC40701253	Cc1ccnc(Nc2ncnc(Oc3ccc(C(C)C)cc3)c2N)c1
ZINC40729283	Nc1c(Nc2ccccc2Cl)ncnc1N1CCC(Cc2ccccc2)CC1
ZINC40731119	CC1CCCN(c2ncnc(Nc3ccc(Cl)cc3Cl)c2N)C1
ZINC40733562	CCC1CCCCN1c1ncnc(Nc2ccc(Cl)cc2)c1N
ZINC40752099	Cc1cccc(Nc2ncnc(Oc3cccc4cccnc34)c2N)c1C
ZINC40782283	Nc1c(Nc2ccc(Br)cc2)ncnc1Oc1ccccc1
ZINC40782644	COc1ccc(Nc2ncnc(Oc3ccc(Br)cc3)c2N)cc1
ZINC40800366	CCc1ccc(Oc2ncnc(Nc3ccc(F)c(F)c3)c2N)cc1
ZINC46568761	C/C(=N\Nc1ccc(S(N)(=O)=O)cc1)c1ccc(Cl)c(Cl)c1Cl
ZINC47311802	CCCCc1[nH]nc2c1C(c1ccc(C(C)C)cc1)C(C#N)=C(N)O2
ZINC48058021	CC(C)C(=O)Nc1ccc(NC(=O)N2CCc3c([nH]c4ccccc34)C2C)cc1
ZINC48373899	CC(=O)Nc1cccc(C(C)NC(=O)Nc2ccccc2SC2CCCC2)c1
ZINC00251879	Cc1cccc(NCC(=O)N/N=C/c2c(O)ccc3ccccc23)c1
ZINC07949848	COc1ccc(O)c(/C(C)=N/NC(=O)c2cc3ccccc3cc2O)c1
ZINC58192170	Cc1cc(C)c(/C=C(/C#N)c2nc(N)nc(Nc3ccccc3)n2)cc1C
ZINC58201695	N#C/C(=C/c1cccc(Cl)c1Cl)c1nc(N)nc(Nc2ccccc2)n1
ZINC58355980	O=C(CNC(=O)NC1CC1)Nc1ccc(SC(F)(F)F)cc1
ZINC41788601	NS(=O)(=O)Cc1ccc(NC(=O)c2ccc(SC(F)(F)F)cc2)cc1
ZINC08558447	CC(C)C(=O)Nc1ccc(C(=O)N/N=C/c2cc(Cl)cc(Cl)c2O)cc1
ZINC59507981	Cc1cccc(NCCCC(=O)N/N=C/c2cc(Cl)ccc2O)c1
ZINC13646930	C/C(=N\NC(=O)c1cc(-c2cccc3ccccc23)n[nH]1)c1ccccc1O
ZINC13646930	C/C(=N/NC(=O)c1cc(-c2cccc3ccccc23)n[nH]1)c1ccccc1O
ZINC66140148	CC(C)COc1ccccc1-c1cc(COc2ccccc2N)n[nH]1
ZINC67612397	CC(CCc1ccc(O)cc1)NC(=O)N1CCC(Nc2ccccc2)C1
ZINC67612401	CC(CCc1ccc(O)cc1)NC(=O)N1CCC(Nc2ccccc2)C1
ZINC02472404	CCOc1ccc(C2CC(c3ccc(C(C)C)cc3)n3nc(N)nc3N2)cc1
ZINC00657725	COc1cc(/C=N/NC(N)=S)cc(Cl)c1OCc1ccccc1Cl
ZINC04372897	NC(=S)N/N=C/c1ccc(OC(=O)c2cccc(Br)c2)cc1
ZINC00648060	CCC(Oc1ccc(C)c(C)c1)C(=O)Nc1sc2c(c1C(N)=O)CCC(C)C2
ZINC01180064	CCC(C)c1ccc(O)c(NC(=S)NC(=O)c2cc3ccccc3cc2OC)c1
ZINC02283545	CSc1nc(NC(N)=O)c2c3c(sc2n1)CC(C(C)(C)C)CC3
ZINC02283544	CSc1nc(NC(N)=O)c2c3c(sc2n1)CC(C(C)(C)C)CC3
ZINC04975116	NC(=S)N/N=C1/c2cc(Cl)ccc2-c2c1cc(Cl)cc2[N+](=O)[O-]
ZINC02364622	Nc1ncc(-c2ccccc2)c(-c2ccc(OCc3ccc(Cl)cc3)cc2O)n1
ZINC05517833	C=C(C)C(=O)Nc1ccc(/C(C)=N/NC(=O)c2cc(Cl)ccc2O)cc1
ZINC05881718	Cc1c(Cl)cccc1-c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)o1
ZINC01044856	Nc1ccc(S(=O)(=O)Nc2ccccc2Oc2ccc(Cl)cc2Cl)cc1
ZINC08211168	COc1ccccc1NC(C)C(=O)NC(=O)NC12CC3CC(CC(C3)C1)C2
ZINC03329253	C=C1NC(=O)NC(c2ccccc2Cl)C1C(=O)Nc1ccccc1C(F)(F)F
ZINC10960989	CC(OC(=O)c1cc(Cl)cc(Cl)c1N)C(=O)Nc1ccc(F)c(F)c1F
ZINC17380289	NC(=S)N/N=C1\c2cc(Cl)ccc2-c2c1cc(Cl)cc2[N+](=O)[O-]
ZINC05236854	COc1cccc(/C=N/NC(N)=S)c1OCc1ccc(Cl)cc1Cl
ZINC17015914	O=C(N/N=C/c1ccccc1O)c1cc(-c2cc(Cl)cc(Cl)c2)n[nH]1
ZINC16975757	Cc1c(-c2nc(N)nc(Nc3cc(Cl)cc(Cl)c3)n2)oc2ccccc12
ZINC22978490	CCc1nc(SCC(=O)NCC(F)(F)F)nc(N)c1-c1ccc(Cl)cc1
ZINC31812370	Oc1ccc(/C=N/Nc2nnc(Cc3ccccc3)c3ccccc23)c(O)c1
ZINC32593006	Oc1cc(/C=N\Nc2cccc3cccnc23)cc(Br)c1O
ZINC06664852	CN(C)c1cc(NCCc2ccccc2)c2c(c1N)C(=O)c1ccccc1C2=O
ZINC35312866	Cc1ccc(NC(=S)NCCNc2nc3c(C)cc(C)cc3cc2C#N)c(C)c1
ZINC35312922	Cc1ccc(NC(=S)NCCNc2nc3cc(C)c(C)cc3cc2C#N)c(C)c1
ZINC13108861	COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)CCc1ccc(O)cc1
ZINC40687711	CCc1ccc(Nc2ncnc(Oc3ccc4ccccc4c3)c2N)cc1
ZINC40687720	Cc1cc(Cl)ccc1Nc1ncnc(Oc2ccc3ccccc3c2)c1N
ZINC40703437	Cc1cc(Cl)ccc1Nc1ncnc(N2CCN(c3ccccc3F)CC2)c1N
ZINC40727425	Cc1nc(Nc2ncnc(Oc3ccc(C(C)C)cc3)c2N)sc1C
ZINC40729304	Nc1c(Nc2ccc(Cl)cc2)ncnc1N1CCC(Cc2ccccc2)CC1
ZINC40758152	Cc1cccnc1Nc1ncnc(Oc2cc(C)c(Cl)c(C)c2)c1N
ZINC40782229	Nc1c(Nc2ccc(Cl)cc2)ncnc1Oc1ccc(Br)cc1
ZINC40783170	Cc1cccc2sc(Nc3ncnc(Sc4ccccc4)c3N)nc12
ZINC40783227	Nc1c(Nc2ccc(OC(F)(F)F)cc2)ncnc1Sc1ccccc1
ZINC40783544	Cc1cccc2sc(Nc3ncnc(OC4CCCCC4)c3N)nc12
ZINC40799966	Nc1c(Nc2ccc(C(F)(F)F)cc2)ncnc1OC1CCCCC1
ZINC44021149	Cc1ccc(Nc2cc(=O)n(C34CC5CC(CC(C5)C3)C4)c(=O)[nH]2)cc1O
ZINC01834718	O=C(N/N=C/c1c(O)ccc2ccccc12)c1cc(-c2cccc3ccccc23)n[nH]1
ZINC01152450	CC1=C(C(=O)Nc2ccc(C)cc2C)C(c2ccccc2Br)NC(=O)N1
ZINC54541591	Cc1cccc(Nc2ncnc(N3CCN(c4cccc(C)c4C)CC3)c2N)c1C
ZINC54541593	Cc1ccc(Nc2ncnc(N3CCN(c4cccc(C)c4C)CC3)c2N)c(C)c1
ZINC00843346	Cc1ccc(C)n1-c1ccc(C(=O)N/N=C/c2cc(Cl)ccc2O)c(O)c1
ZINC05206988	O=C(CNc1cccc(Cl)c1)N/N=C/c1c(O)ccc2ccccc12
ZINC24955373	CC(Sc1ccccc1Cl)c1nc(N)nc(Nc2ccccc2)n1
ZINC20285826	CC(C/N=C1/N=C([N-]c2ccc(F)cc2)S1)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC20285829	CC(C/N=C1/N=C([N-]c2ccc(F)cc2)S1)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC01054850	C=CCc1cccc(/C=N/NC(=O)CNc2cccc3ccccc23)c1O
ZINC13131736	CCc1ccc(C2CC(c3ccc(Cl)cc3)n3nc(N)nc3N2)cc1
ZINC63329343	CNC(=O)C1CCC(NC(=O)NC(c2ccc(C(C)(C)C)cc2)C(C)C)CC1
ZINC00717055	Cc1ccc(NC(=O)CC2(C)Nc3ccccc3C(=O)N2c2ccccc2C)c(C)c1
ZINC01368138	CC1CCc2c(sc3nc(SCC(=O)Nc4ccccc4F)[nH]c(=O)c23)C1
ZINC01368137	CC1CCc2c(sc3nc(SCC(=O)Nc4ccccc4F)[nH]c(=O)c23)C1
ZINC01368157	CC1CCc2c(sc3nc(SCC(=O)Nc4ccc(F)cc4)[nH]c(=O)c23)C1
ZINC00720034	COC(=O)C1C(=O)C2=C(CC1C)Nc1ccccc1NC2c1ccc(Cl)s1
ZINC04739392	O=C(N/N=C/c1c[nH]c2ccccc12)c1cc2cc(Br)ccc2o1
ZINC00643833	Cc1ccc(COc2ccccc2C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)cc1
ZINC05514941	COc1cccc(CN2C(=S)NC3(CCCCC3)C3CCCCC32O)c1OC
ZINC05237690	Cc1ccc(NC(=O)CSc2nc3sc4c(c3c(=O)[nH]2)CCC(C)C4)cc1
ZINC06655030	CCNC(=O)c1c(NC(=O)c2oc3ccc(C)cc3c2C)sc2c1CCCC2
ZINC01368034	Cc1ccc(Cl)cc1NC(=O)CSc1nc2sc3c(c2c(=O)[nH]1)CCCC3
ZINC08770015	Cc1ccc(C2=NN(c3nc(-c4cccc(O)c4)cs3)C(O)(C(F)(F)F)C2)cc1
ZINC12391939	COc1ccc(CN2C(=S)NC3(CCCCC3)C3CCCCC32O)cc1OC
ZINC12391940	COc1ccc(CN2C(=S)NC3(CCCCC3)C3CCCCC32O)cc1OC
ZINC12652145	CCCNC(=O)N1c2ccccc2NC2=C(C(=O)CCC2)C1c1ccc(Cl)cc1
ZINC12657599	CCOC(=O)N/N=C(/C)C1=CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
ZINC12907366	Cc1nn2c(nc(NC(C)c3ccccc3O)c3ccccc32)c1Cl
ZINC02384367	Cc1ccc(C)n1-c1ccsc1-c1cc2ncc(-c3ccc(Cl)cc3)c(N)n2n1
ZINC13988841	O=C(Cc1ccccc1)NNC(=O)N1c2ccccc2Sc2ccccc21
ZINC18956696	CC(Sc1nc2ccc(Cl)cc2[nH]1)C(=O)Nc1ncc(Cl)cc1Cl
ZINC04631656	CCc1ccc(C2C(C#N)=C(N)C(C#N)(C#N)C3=CCN(Cc4ccccc4)CC32)cc1
ZINC13680914	CC1CC(C)C[NH+](Cc2c([O-])ccc3c2O/C(=C\c2c[nH]c4ccccc24)C3=O)C1
ZINC20785381	Oc1cccc(C2c3[nH]c4ccccc4c3CCN2Cc2cccc3nccnc23)c1
ZINC23411418	CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1ccc(OCc2ccccc2)cc1
ZINC04944103	CC1=C(C(=O)Nc2ccc(C)cn2)C(c2ccc(C)cc2)C2=C(CC(C)CC2=O)N1
ZINC32103909	O=C(Nc1ccccc1O)C1c2ccccc2C(=O)N(C2CCCC2)C12CCCCC2
ZINC32604447	CC(C)=NNC1Nc2sc3c(c2C(=O)N1c1ccccc1)CCCCC3
ZINC33803645	N#CC1=C(N)C(C#N)(C#N)C(c2ccc(OC(F)(F)F)cc2)C2CCCC=C12
ZINC33810285	C=CCSc1nc2c(c(=O)[nH]1)C(c1cccc(F)c1)C1=C(CC(C)(C)CC1=O)N2
ZINC33810288	C=CCSc1nc2c(c(=O)[nH]1)C(c1ccc(F)cc1)C1=C(CC(C)(C)CC1=O)N2
ZINC34934640	Cc1ccccc1NC(=O)NC(C(=O)N1CC2(C)CC1CC(C)(C)C2)C(C)C
ZINC35418812	CC(C)CSc1nc2c(c(=O)[nH]1)C(c1ccccc1)C1C(=O)CC(C)(C)CC1N2
ZINC24831394	CC(=O)c1c(C)[nH]c(C(=O)Nc2nc(C34CC5CC(CC(C5)C3)C4)cs2)c1C
ZINC38652408	Cc1ccccc1C(=O)Oc1ccc2c(c1)OC(N)=C(C#N)C2c1ccc(F)cc1
ZINC38677688	N#CC1=C(N)Oc2cc(OC(=O)c3ccccc3)ccc2C1c1cccc(F)c1
ZINC39325020	CCc1ccc(C2C3CN(Cc4ccccc4)CC=C3C(C#N)=C(N)C2(C#N)C#N)cc1
ZINC39984026	CC1=C(c2nc(-c3ccccc3)no2)C(c2ccc(Cl)cc2)NC(=S)N1
ZINC40038363	CCNC(=O)c1c(NC(=O)c2oc3cc(C)cc(C)c3c2C)sc2c1CCCC2
ZINC39911769	CCCN1C(=O)c2[nH]nc(-c3cc(C)cc(C)c3O)c2C1c1ccc(F)cc1
ZINC39914256	CCCN1C(=O)c2[nH]nc(-c3cc(Cl)c(C)cc3O)c2C1c1ccccc1F
ZINC39914495	C=CCN1C(=O)c2[nH]nc(-c3cc(Cl)c(C)cc3O)c2C1c1ccc(F)cc1
ZINC40728237	Cc1ccc(Sc2ncnc(N3CCN(c4cccc(Cl)c4)CC3)c2N)cc1
ZINC40780667	Cc1cc(Oc2ncnc(N3CCc4ccccc4C3)c2N)cc(C)c1Cl
ZINC12348183	CC(C)c1ccc(C2C3=C(CCCC3=O)Nc3nn(-c4ccccc4)c(O)c32)cc1
ZINC12348183	CC(C)c1ccc(C2C3=C(CCCC3=O)Nc3[nH]n(-c4ccccc4)c(=O)c32)cc1
ZINC17090825	Cc1ccc(C2N=C(Nc3nc4ccccc4s3)NC3=C2C(=O)CC(C)(C)C3)cc1
ZINC06226432	O=C(CC12CC3CC(CC(C3)C1)C2)N/N=C1/C(=O)Nc2ccc(Br)cc21
ZINC59099055	CC(=O)Nc1ccc(/C=N/N=c2/[nH]c(-c3ccc(Br)cc3)cs2)cc1
ZINC62473715	CC(NC(=O)N1CCC(NC(=O)C2CCCCC2)CC1)C1CC2CCC1C2
ZINC05490739	Cc1ccc(-c2n[nH]c3c2C(c2ccc(C(F)(F)F)cc2)C(C#N)=C(N)O3)cc1
ZINC49003244	Cc1ccc(NC(=O)C[NH+]2CCc3nc4c(F)ccc(F)c4c([O-])c3C2)c(Cl)c1
ZINC00672994	Cc1cc(OC(C)C(=O)N/N=C/c2c(O)ccc3ccccc23)ccc1Cl
ZINC02217766	CC(C)(C)C1CCc2nc3sc4c(O)cc(=O)[nH]c4c3c(-c3cccs3)c2C1
ZINC05065852	CCC(C)(C)C1CCc2sc3ncnc(N/N=C(/C)c4cccc(O)c4)c3c2C1
ZINC01084729	CC(C)c1ccc(OCC(=O)N/N=C/c2c(Cl)[nH]c3ccccc23)cc1
ZINC05632599	CC(C)(C)c1ccc(C2CC2C(=O)N/N=C\c2cc(C(C)(C)C)ccc2O)cc1
ZINC05697588	Cc1cc(OCC(=O)N/N=C/c2cc3ccccc3[nH]2)c(C(C)C)cc1Cl
ZINC05724438	COc1ccc2cc(C(C)C(=O)N/N=C/c3c(C)[nH]c4ccccc34)ccc2c1
ZINC05775457	O=C(Nc1nc(Cl)c(-c2ccccc2)c(Cl)n1)NC12CC3CC(CC(C3)C1)C2
ZINC06459288	CC(C)(C)c1cc(/C=N/n2c(-c3ccccc3)n[nH]c2=S)cc(C(C)(C)C)c1O
ZINC03202926	Cc1c(C)c(OC(=O)c2ccccc2O)c(CC(=O)c2ccccc2)c(C)c1O
ZINC12431404	CC(C)c1ccc(NC2CCCN(C(=O)CCc3[nH]nc4c3CCCC4)C2)cc1
ZINC12431405	CC(C)c1ccc(NC2CCCN(C(=O)CCc3[nH]nc4c3CCCC4)C2)cc1
ZINC12653481	CC1=CC(C)C2(COC(=O)NC(C)C)COC(c3ccccc3O)C1C2C
ZINC05929293	COC(=O)c1ccccc1Nc1ccc2ccc(Cc3ccccc3)c(O)c2n1
ZINC16937244	CCCOc1ccccc1/C=C1\S/C(=N\c2ccc(C)cc2O)NC1=O
ZINC16937247	CCCOc1ccc(/C=C2\S/C(=N\c3ccc(C)cc3O)NC2=O)cc1
ZINC16958049	CC(/C(=N/Nc1ccccc1)c1ccc(O)cc1)C1C(=O)Oc2ccccc21
ZINC20704032	O=[N+]([O-])c1cc(C2Nc3ccc(Nc4ccccc4)cc3C3C=CCC32)ccc1Cl
ZINC21631879	CC(C)c1ccc(NC(=O)CN2C(=O)C=C(c3ccccc3)Nc3ccccc32)cc1
ZINC22796878	CC1CC(=O)Nc2ccccc2N1C(=O)CNc1ccccc1Cc1ccccc1
ZINC28632468	CC(C)(C)c1ccc(C2CC2C(=O)N/N=C\c2cc(C(C)(C)C)ccc2O)cc1
ZINC00759184	CC1=C(C(=O)OCC2CCCCC2)C(c2ccc(Cl)c(Cl)c2)NC(=O)N1
ZINC16930178	Cc1ccc(C)c(/N=N/c2c(-c3ccccc3)nn(C(N)=S)c2-c2ccccc2)c1
ZINC25499320	COc1ccc(C)cc1Cc1c(/C=C/c2c(O)ccc3ccccc23)nc(C)[nH]c1=O
ZINC38649273	Cc1ccc(C2C(C#N)=C(N)Oc3cc(OC(=O)c4cccc(Cl)c4)ccc32)cc1
ZINC38676766	CCc1ccc(C2C(C#N)=C(N)Oc3cc(OC(=O)c4cccc(C)c4)ccc32)cc1
ZINC39550859	CCCc1ccc(OC2C(c3ccc(O)c(C)c3O)=NN=C2C(F)(F)F)cc1
ZINC39550860	CCCc1ccc(OC2C(c3ccc(O)c(C)c3O)=NN=C2C(F)(F)F)cc1
ZINC39557517	CCOc1cc(/C=N/Nc2c3ccccc3nc3ccccc23)ccc1O
ZINC39855737	CCC(C)NC(=O)c1oc2c(c1C)/C(=N/Nc1ccccc1)CC(C)(C)C2
ZINC39855802	C=CCNC(=O)c1oc2c(c1C)/C(=N/Nc1ccccc1)CC(C)(C)C2
ZINC39911863	CCCCN1C(=O)c2[nH]nc(-c3cc(C)cc(C)c3O)c2C1c1ccc(Cl)cc1
ZINC39912082	C=CCN1C(=O)c2[nH]nc(-c3cc(C)cc(C)c3O)c2C1c1ccc(C(C)(C)C)cc1
ZINC39914302	CCCCN1C(=O)c2[nH]nc(-c3cc(Cl)c(C)cc3O)c2C1c1ccc(C)cc1
ZINC40568370	Cc1ccccc1OC(=O)c1sc2nc(-c3ccco3)c3c(c2c1N)CCCC3
ZINC04553672	CCC(C)(C)C1CCc2c(sc3c2C(O)=NC(c2ccc(C(=O)OC)cc2)N3)C1
ZINC04805982	Oc1ccc2ccccc2c1/C=N/Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1
ZINC03887447	Oc1ccccc1/C(=N/Nc1ccccc1)c1cnn(-c2ccccc2)c1
ZINC33659710	Cc1cc(/C=N/NC(=O)c2cc3ccccc3cc2O)c(C)n1-c1ccccc1Cl
ZINC59021389	C/C(=N/Nc1nc(SCc2c(C)cc(C)cc2C)n[nH]1)c1ccc(C)cc1
ZINC59105700	CCN(CC)c1ccc(/C=C2/S/C(=N\c3ccc(F)cc3)NC2=O)c(O)c1
ZINC59166770	COc1ccc(CCC(=O)N/N=C/c2ccc3c(c2)Cc2ccccc2-3)c(O)c1
ZINC59310311	CC(C)Sc1nnc(N/N=C/c2ccc3ccc4cccc5ccc2c3c45)[nH]1
ZINC14470577	CC[NH+](CC)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)c([N+](=O)[O-])c1)N2
ZINC14472579	CC[NH+](CC)c1ccc2c(c1)C1C=CCC1C(c1cc([N+](=O)[O-])ccc1Cl)N2
ZINC59713876	CCOc1ccc2[nH]/c(=N\C(=S)NC(=O)/C=C/c3ccccc3)sc2c1
ZINC62040227	CCOc1ccc(-c2c(C)sc3nc(C)nc(Nc4ccccc4O)c23)cc1
ZINC13688882	CCOc1cc(/C=C2\SC([N-]c3cccc(Cl)c3Cl)=NC2=O)ccc1O
ZINC13688882	CCOc1cc(/C=C2\S/C(=N\c3cccc(Cl)c3Cl)NC2=O)ccc1O
ZINC13688882	CCOc1cc(/C=C2\S/C(=N/c3cccc(Cl)c3Cl)NC2=O)ccc1O
ZINC13661053	CCOc1cc(/C=C2\S/C(=N/c3ccc(Cl)cc3Cl)NC2=O)ccc1O
ZINC13661053	CCOc1cc(/C=C2\S/C(=N\c3ccc(Cl)cc3Cl)NC2=O)ccc1O
ZINC66978405	CC(C)C1CCCCC1NC(=O)N1CCC(NC(=O)CC2CCCC2)CC1
ZINC08870448	CN1C(=O)c2cccc3c(S(=O)(=O)Nc4cc(SCC(=O)[O-])c(O)c5ccccc45)ccc1c23
ZINC09046541	CC12CC/C(=N/OCC(=O)NC(C(=O)[O-])c3ccccc3)C=C1CCC1C2CCC2(C)C(O)CCC12
ZINC10000114	CC(C)C(NC(=O)c1ccc(Cl)c(Cl)c1)C(=O)N/N=C/c1ccc(OCC(=O)[O-])cc1
ZINC13051250	CCC(C)c1ccc(NC(=O)CSc2nc3cc(C(=O)[O-])ccc3c(=O)n2CC(C)O)cc1
ZINC13051420	CC(O)Cn1c(SC(C)C(=O)Nc2cc(Cl)cc(Cl)c2)nc2cc(C(=O)[O-])ccc2c1=O
ZINC13220570	CCn1c(CSc2nnc(COc3ccc(C(C)C)cc3)n2N)nc2cc(C(=O)[O-])ccc21
ZINC13264917	Cc1cc(Cl)ccc1OCCCC(=O)NNS(=O)(=O)c1cc(C(=O)[O-])c(Cl)cc1Cl
ZINC02279627	O=C([O-])CCCCCNC(=O)/C(=C\c1ccc2c(c1)OCO2)NC(=O)c1ccc(Br)cc1
ZINC13915268	CCOc1cc(C2NC(=S)NC(C)=C2C(C)=O)cc(Cl)c1OCc1ccc(C(=O)[O-])cc1
ZINC02744435	Cc1cc(I)ccc1NC(C)C(=O)N/N=C/c1cc(Cl)cc([N+](=O)[O-])c1[O-]
ZINC08687502	O=C(COc1ccccc1)NC(N/C(S)=N/c1ccccc1C(=O)[O-])C(Cl)(Cl)Cl
ZINC20074935	O=C(N/N=C/c1cc([O-])ccc1[N+](=O)[O-])/C(=C/c1ccc2c(c1)OCO2)NC(=O)c1ccccc1
ZINC22066373	CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)OC2OC(C(=O)[O-])C(O)C(O)C2O)C(C)(C)CCC1
ZINC22066385	CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)OC2OC(C(=O)[O-])C(O)C(O)C2O)C(C)(C)CCC1
ZINC31164090	CC(C)C1CCC(CO)=CC1/C=C(\CO)C(=O)OCC1(O)CCC(C(C)C)C2C=C(C(=O)[O-])COC(=O)C21
ZINC12859433	CC12C=C/C(=N\OCC(=O)NCc3ccc(C(=O)[O-])cc3)C=C1CCC1C2CCC2(C)C1CCC2(C)O
ZINC35361437	CC12CC/C(=N/OCC(=O)NC(C(=O)[O-])c3ccccc3)C=C1CCC1C2CCC2(C)C(O)CCC12
ZINC35644633	CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCC(O)C2)ccc1C(=O)[O-]
