ZINC06244154	N#CCCSc1nncc2ccccc12
ZINC35706839	Cc1ccc(C(=O)N(CC(=O)N2c3ccccc3-n3cccc3C2c2ccco2)C(C)C)cc1
ZINC16202812	CN(C(=O)c1ccc(N2CCCCC2)c(S(=O)(=O)N2CCCCC2)c1)c1ccccc1
ZINC36691414	CCc1ccc2nc(N(Cc3ccccn3)C(=O)C3Oc4ccccc4OC3C)sc2c1
ZINC17672489	Cc1c(C)c(C)c(C(=O)OCC(=O)N(C2CCCC2)C2CCS(=O)(=O)C2)c(C)c1C
ZINC39524043	O=S(=O)(Oc1ccccc1)C1CCCC2(CCCC(S(=O)(=O)c3ccccc3)C2)N1F
ZINC39839239	C=CCOc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2CC2CCCO2)cc1
ZINC39839242	C=CCOc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2CC2CCCO2)cc1
ZINC39908978	C=CCOc1ccc(C2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2C)cc1OC
ZINC40157702	Cc1ccc(C2C(Oc3ccccc3)C(=O)N2C2CCN(C(=O)c3ccco3)CC2)cc1C
ZINC47133117	Cc1ccc2c(C)c(C(=O)N(Cc3ccc(C4CC4C)o3)C3CCS(=O)(=O)C3)oc2c1C
ZINC49444232	COc1ccc2sc(OC3CCN(S(=O)(=O)c4ccc(C)cc4C)CC3)nc2c1
ZINC57954204	CCc1cc2c(=O)n(CC(=O)N3N=C(c4cccs4)CC3c3cccs3)cnc2s1
ZINC58648321	O=C(c1ccccc1OCc1ccc(Cl)cc1)N1CCCC(c2nnc3n2CCCCC3)C1
ZINC60017414	Cc1ccc(S(=O)(=O)N2CCC(C(=O)N(C3CC3)C(C)c3ccco3)CC2)cc1C
ZINC60217900	c1cc(-c2nnc(Sc3nc(C4CC4)nc4sc5c(c34)CCCC5)n2C2CC2)ccn1
ZINC64050764	O=C1N=C(CSc2nnc(-c3ccccc3Cl)n2C2CCCC2)N=C2C=CSC12
ZINC03543077	COCCn1c(SCc2cc(=O)n3ccsc3n2)nc2sc3c(c2c1=O)CCCC3
ZINC09219315	O=C(COc1ncnc2scc(-c3ccccc3)c12)N1CCCC1c1ccc2c(c1)OCCO2
ZINC09489396	O=C(COc1ccc(C2=NN(C(=O)c3cccs3)C(c3ccco3)C2)cc1)N1CCCC1
ZINC09468925	Cc1ccc(-n2c(SCC(=O)N3CCCC4CCCCC43)nnc2N2CCOCC2)cc1
ZINC09547088	CC12CCC(=O)N1C(C(=O)OCC(=O)/N=c1\sccn1Cc1ccccc1Cl)CS2
ZINC09549075	CN(CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1)S(=O)(=O)c1cccs1
ZINC09762362	Cc1nc2c(cnn2C(C)C)c(C)c1CCC(=O)N1CCC(C(=O)N2CCCCCC2)CC1
ZINC10801469	O=C(OCC(=O)N1N=C(c2cccs2)CC1c1ccco1)c1ccc(Br)o1
ZINC10870438	O=C1c2ccccc2C(=O)N1CC(=O)N(CC1CCCO1)c1nc2c(Cl)cccc2s1
ZINC11839377	Cc1cnc(SCc2cccnc2)nc1C1CCCN(C(=O)c2cc(=O)c3ccccc3o2)C1
ZINC11966447	Cc1nonc1CN(C)C(=O)C1CC12CCN(C(=O)Cc1ccc(-c3ccccc3)cc1)CC2
ZINC12529206	CC1(C)CS/C(=N\Cc2ccccc2)N1C(=O)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1
ZINC12733153	COc1ccccc1N1CCN(C(=O)Cn2cnc3sc(C)c(-c4ccccc4)c3c2=O)CC1
ZINC13857037	Cc1cc(C)cc(N2CC(C(=O)Oc3ccc(N4C(=O)C5C6CCC(C6)C5C4=O)cc3)CC2=O)c1
ZINC17531943	O=C(OCC(=O)N1c2ccccc2SCC1c1ccccc1)c1ccc(-n2cncn2)cc1
ZINC13504371	Cc1cccc(N2CCN(C(c3ccc(F)cc3)c3nnnn3CC3CCCO3)CC2)c1C
ZINC13504402	Fc1ccccc1N1CCN(C(c2ccc(Cl)cc2)c2nnnn2CC2CCCO2)CC1
ZINC13504403	Fc1ccccc1N1CCN(C(c2ccc(Cl)cc2)c2nnnn2CC2CCCO2)CC1
ZINC14975711	CCOC(=O)N1CCN(C2CCc3c(sc4ncn(Cc5ccccc5F)c(=O)c34)C2)CC1
ZINC15218701	CCOC(=O)C1CCN(CN2C(=O)C3(OCC(C)(c4ccccc4)CO3)c3ccccc32)CC1
ZINC14535351	CC(C)CN1C(=O)N(C2Cc3ccccc3C2)C(=O)C12CCN(Cc1nc3ccccc3n1C)CC2
ZINC20366990	COC(=O)C1C(=O)C(C(=O)OC)C(c2ccccc2F)C(C#N)(C#N)C1c1ccc(C)cc1
ZINC22060641	CC1CCc2ccccc2N1C(=O)COC(=O)C1CCCCN1S(=O)(=O)c1ccccc1
ZINC23702347	O=C(/C=C/c1ccc(N2CCCCCC2)cc1)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1
ZINC23989385	Cc1sc2nc(CN3CCOCC3)nc(Sc3nnc(-c4ccccc4F)o3)c2c1C
ZINC24104999	C=CCn1c(SCc2cc(Cl)c3c(c2)OCCO3)nnc1C1COc2ccccc2O1
ZINC24821845	CC(c1nc(-c2ccccc2)no1)N1CCN(C(=O)Cc2csc(-c3ccsc3)n2)CC1
ZINC26688437	CCCCN1C(=O)/C(=C\c2c(N3CC(C)OC(C)C3)nc3c(C)cccn3c2=O)SC1=S
ZINC28286698	CCOC(=O)Cn1c(=O)c2c3c(sc2n(Cc2ccccc2Cl)c1=O)CC(C)(C)OC3
ZINC28690340	Cn1c(=O)c2c(SCC(=O)C34CC5CC(CC(C5)C3)C4)nc(C(C)(C)C)nc2n(C)c1=O
ZINC00732945	CC1CN(c2cc(Cl)nc(SCC(=O)N3CCCCC3)n2)CCN1C(=O)C(C)(C)C
ZINC35512200	CCCOc1cccc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2c2nnc(CC)s2)c1
ZINC35863232	CC(=O)N1CCc2ccc(OCc3nc(C(=O)N4CCCC4)co3)cc2C1c1ccc(C)cc1
ZINC35912743	CCCCc1nc(N2CCN(C(=O)c3cccs3)CC2)c2c(C)nn(-c3ccccc3)c2n1
ZINC36002939	CCC(C)c1nc(N2CCCN(C(=O)c3ccc(C)cc3)CC2)c2cnn(-c3ccccc3)c2n1
ZINC37604675	Cc1cccc(C2c3cc(OC(C)C(=O)N4CCOCC4)ccc3CCN2C(=O)c2ccco2)c1
ZINC03439829	O=C1CCCCCN1Cc1nnc(SCc2nc3ccccc3s2)n1-c1ccccn1
ZINC18021557	Cc1ccc2cccc(OC(=O)c3ccc(Cl)c(S(=O)(=O)N4CC(C)OC(C)C4)c3)c2n1
ZINC38489037	O=C(Cn1nc(-c2ccco2)c2sc(N3CCCC3)nc2c1=O)c1ccc(Cl)c(Cl)c1
ZINC36679870	Cc1c(Cl)ccc2sc(N(Cc3cccnc3)C(=O)Cn3c(=O)oc4ccccc43)nc12
ZINC36692316	COc1ccc(Cl)c2sc(N(Cc3ccccn3)C(=O)C3Oc4ccccc4OC3C)nc12
ZINC22662105	O=C(CSc1nnc2c(Cl)cc(Cl)cn12)N(C1CCCCC1)C1CCS(=O)(=O)C1
ZINC39839953	CCOc1ccc(C2c3c(oc4cc(C)c(C)cc4c3=O)C(=O)N2CC2CCCO2)cc1OC
ZINC39942693	COC(=O)C1CCC2C3CCC4CC(OC(C)=O)CCC4(C)C3C(=O)C(OC(C)=O)C12C
ZINC40015253	CCCCOc1cccc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2c2cc(C)on2)c1
ZINC44443757	O=S(=O)(c1cccc2cccnc12)N1CCN(c2nc3ccccc3n2Cc2ccccc2)CC1
ZINC18751290	O=C(OCC(=O)N(C1CCCCC1)C1CCS(=O)(=O)C1)c1cc2cc(Cl)ccc2o1
ZINC14204381	COc1ccccc1N1CCN(C(=O)c2cc(-c3ccc(C)s3)nc3c2cnn3C(C)C)CC1
ZINC17130541	Cc1cc(-n2c(C)cc(C(=O)Cn3cnc4sc(-c5ccccc5)c(C)c4c3=O)c2C)no1
ZINC59281955	Cc1cc(OC(=O)c2cc(C3CC3)nc3c2c(C)nn3C2CCS(=O)(=O)C2)cc(C)c1Cl
ZINC01185011	COc1cc(/C=N/n2cnnc2)cc(Br)c1OCc1ccc(F)cc1
ZINC03303951	N#CCCN(C(=O)COc1ncnc2sc3c(c12)CCCC3)c1ccccc1
ZINC06113459	CCOC(=O)C1CCCN(C(=O)CSc2ncnc3sc(C)c(C)c23)C1
ZINC06670711	CCCN(CC(=O)N1CC(=O)N(c2cccc(Cl)c2C)C1)C(=O)C(C)(C)C
ZINC07617146	O=C(C(Sc1nnc(-c2ccncc2)n1C1CC1)c1ccccc1)N1CCCC1
ZINC07745339	Cc1cc(C(=O)OCC(=O)N2N=C(c3cccs3)CC2c2cccs2)c(C)o1
ZINC07987442	Cc1cc(C(=O)CSc2ncnc3c2cnn3-c2ccccc2)c(C)n1C1CC1
ZINC03312399	O=C(CN(Cc1ccco1)S(=O)(=O)c1ccccc1F)N1CCCCCC1
ZINC08787865	N#Cc1ccc(C(=O)CSc2nnc(-c3ccncc3)n2-c2ccccc2)cc1
ZINC11485806	Fc1cccc(CSc2nnc(N3CCOCC3)n2Cc2ccco2)c1F
ZINC11877353	CCN(C(=O)C(C)OC(=O)c1cc2c(s1)CCCCCC2)C1CCS(=O)(=O)C1
ZINC11877355	CCN(C(=O)C(C)OC(=O)c1cc2c(s1)CCCCCC2)C1CCS(=O)(=O)C1
ZINC12145201	COc1cccc(CC(=O)N2CCCC(Cn3nc(-c4cccs4)ccc3=O)C2)c1
ZINC12471726	CCOC(=O)C1(Cc2ccccc2F)CCCN(C(=O)c2snnc2C)C1
ZINC15575712	C/C=C/c1ccc(OCC(=O)N2CCCC2c2ccc3c(c2)OCCO3)c(OC)c1
ZINC19660873	O=C(c1cc(-c2ccccc2Cl)no1)N(Cc1ccccn1)CC1CCCO1
ZINC21494302	C=CCn1c(SCC(=O)N2CCOCC2)nc2cc(-c3ccccc3)sc2c1=O
ZINC23008081	CN(CCOc1ccccc1F)C(=O)C1Cc2ccccc2CN1C(=O)c1ccco1
ZINC23262622	CC(c1ccccc1)N(C)C(=O)CSc1ncnc2c1cnn2-c1ccccc1
ZINC24474535	Cc1sc2nc(SC(C)C(=O)N(CCC#N)c3ccccc3)n(C)c(=O)c2c1C
ZINC25173380	COc1ccc(C(=O)N2CCCC2Cc2ccccc2)cc1S(=O)(=O)N1CCCC1
ZINC25587257	CCOc1c(Cl)cc(/C=C/C(=O)N2CCN(C(=O)C3CC3)CC2)cc1OC
ZINC28386696	CC1CCCN(C(=O)CSc2nnc(-c3cccs3)n2CC2CCCO2)C1
ZINC29796829	CCOc1ccc(C(=O)N2CCCC2c2ccc3c(c2)OCCO3)cc1OCC
ZINC32747113	CCc1cc2oc(=O)cc(COC(=O)CC3CCS(=O)(=O)C3)c2cc1Cl
ZINC34860268	CC(C)(C)OC(=O)CN1C(=O)S/C(=C/c2cccn2-c2ccccc2F)C1=O
ZINC35471349	CCCN(CC(=O)N1CCn2cccc2C1c1cccc(F)c1)C(=O)c1ccco1
ZINC35592713	CCN(CC(=O)N1CCn2cccc2C1c1ccc(Cl)c(Cl)c1)C(=O)COC
ZINC36808797	O=C(CSc1nnc(-c2cccs2)n1CC1CCCO1)N1CCCCCC1
ZINC39485621	COc1ccc(C2=NN=CC2CN2CCN(C)C(c3ccccc3)C2)c(OC)c1
ZINC29373603	Cc1cc(C=O)cc(C)c1OCC(=O)N(C1CCCC1)C1CCS(=O)(=O)C1
ZINC39561664	Cc1cc(C(=O)COc2ncnc3sc4c(c23)CCCC4)c(C)n1CC1CCCO1
ZINC39745495	CN1CCN(C(=O)CSc2nnc(-c3ccccc3)n2Cc2ccccc2)CC1
ZINC40093275	CCCCc1nc(C)c(C(=O)N2CCN(S(=O)(=O)c3ccc(C)s3)CC2)s1
ZINC40183065	CCN(C(=O)Cn1c(C2CC(=O)N(C3CC3)C2)nc2ccccc21)c1ccccc1
ZINC45386384	O=C1C(c2ccc(Oc3ccccc3)cc2)N(CCc2ccccn2)C(=O)C2CCCN12
ZINC45731766	CC(OC(=O)c1ccc(N2CCOCC2)nc1)C(=O)C12CC3CC(CC(C3)C1)C2
ZINC46743200	CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)c1sc(C(C)C)nc1C
ZINC47132503	CC1CC1c1ccc(CN(Cc2ccco2)C(=O)C2COc3ccccc3O2)o1
ZINC47132652	COc1ccccc1C(=O)N(Cc1ccc(C2CC2C)o1)C1CCS(=O)(=O)C1
ZINC48188122	COc1ccccc1-n1c(-c2ccccc2)cnc1SC(C)c1nnc(C)o1
ZINC49481674	CC(C)Sc1ccc(CC(=O)N2CC(c3nc(-c4ccncc4)no3)C2)cc1
ZINC50898552	Cc1ccc(-n2c(-c3ccncc3)nn(CN(CC#N)C3CC3)c2=S)cc1C
ZINC53171928	CC(C(=O)N(CCC#N)c1ccccc1)N1CCN(c2cccc(Cl)n2)CC1
ZINC10388947	O=C(OCc1ccccn1)c1ccc(Cl)c(S(=O)(=O)N2CCCCC2)c1
ZINC57426652	CC(C)CCn1c(=O)c2sccc2n(CC(=O)N(C)C2CCCCC2)c1=O
ZINC07477119	C=CCn1c(SCC(=O)N(C)C(C)(C)C#N)nc2sc(C)c(C)c2c1=O
ZINC62153763	Cc1cc(C)n(CCN2CCN(C(=O)CSc3nc4ccccc4s3)CC2)n1
ZINC64931785	CCCCc1nc(CN2CCN(C(=O)c3cc(Cl)cc(Cl)c3)CC2)no1
ZINC66424673	CCCc1nc(C)c(C(=O)N2CCC(C)(N(C)C(=O)OC(C)(C)C)CC2)s1
ZINC04014328	Cc1ccc(C(=O)CSC2=NC3=C(C(=O)CC(C)(C)C3)C(c3ccco3)C2C#N)cc1
ZINC08633321	C=CCn1c(SCC(=O)N2CCCC(C)C2)nc2sc3c(c2c1=O)CCC(C)C3
ZINC00710810	O=C(CN(c1ccc(Br)cc1)S(=O)(=O)c1ccccc1)N1CCCCCC1
ZINC09179277	O=C(CSc1nc2cc(Cl)ccc2c(=O)n1CC1CCCO1)c1ccc2c(c1)CCC2
ZINC09194975	C=CCn1c(SCC(=O)N2CCCC(C)C2)nc2sc3c(c2c1=O)CCCCC3
ZINC09371496	O=C(COc1ccccc1N1C(=O)C2C3C=CC(C3)C2C1=O)c1ccc(Br)cc1
ZINC09465335	COc1cc2c(cc1OC)C(c1cccs1)N(C(=O)/C=C/c1ccc3ccccc3n1)CC2
ZINC09501384	CCOc1ccc(C2CCCN2C(=O)C2CCN(C(=O)/C=C/c3ccccc3)CC2)cc1
ZINC09528064	CCN(CC)S(=O)(=O)c1ccc2c(c1)N(Cc1c(C)cc(C)cc1C)C(=O)CS2
ZINC09598596	CCOc1ccc(-n2c(=O)c3sccc3n(Cc3c(F)cccc3Cl)c2=O)cc1
ZINC09646637	COc1cc(C(C)=O)ccc1OCC(=O)N1c2ccccc2SCC1c1ccccc1
ZINC10619908	C#CCn1/c(=N\C(=O)CS(=O)(=O)Cc2ccccc2)sc2cc(SC)ccc21
ZINC12934730	Cc1ccc(S(=O)(=O)N2CCC(C(=O)N(C)Cc3ccc4ccccc4c3)CC2)cc1
ZINC12934871	CCCOc1c(Cl)cc(C(=O)N2CCCC(c3nc4ccccc4s3)C2)cc1OC
ZINC13427077	CC1=NC2=C(C(=O)CC(c3cccs3)C2)C(c2cccs2)C1C(=O)OCC1CCCO1
ZINC02226038	C=CCn1c(SCC(=O)N2CCCCC2)nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2
ZINC14996125	Cc1cnc(SCc2cccnc2)nc1C1CCCN(C(=O)/C(F)=C/c2ccccc2)C1
ZINC15881792	CC(=O)c1ccc(C(=O)N(Cc2cccnc2)c2nc3ccc(Br)cc3s2)cc1
ZINC16487698	CCCN(CC(=O)N1CCc2sccc2C1c1ccc(Cl)cc1)C(=O)c1ccco1
ZINC16513382	Cc1ccc(Cc2nsc(N3CCCN(C(=O)CSc4ccccc4)CC3)n2)cc1
ZINC16528507	CCCN(CC(=O)N1CCc2sccc2C1c1ccc(Cl)cc1Cl)C(=O)N(C)C
ZINC17200904	O=C(Cn1cc(S(=O)(=O)Cc2cccc(Cl)c2)c2ccccc21)N1CCCCCC1
ZINC18009711	CN(Cc1ccc(F)cc1)C(=O)C1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CC1
ZINC18903009	N#C/C(=C\c1cn(Cc2ccccc2)nc1-c1cccnc1)c1nc(-c2ccccc2)cs1
ZINC17981452	CCN1CCc2c(sc3nc(SC/C=C/Cl)n(-c4cccc(OC)c4)c(=O)c23)C1
ZINC14746238	C=CCn1nc(C(=O)N2CCCC2)c2c1CCC(N(C)Cc1cccc3ccccc13)C2
ZINC20111489	CC(=O)C1=CCC2C3CC=C4CC(OC(=O)CCN5CCOCC5)CCC4(C)C3CCC12C
ZINC31393111	O=C(CCc1ncc(-c2c(F)cccc2F)o1)N1CCCC1c1nc2ccccc2s1
ZINC32640789	COc1ccccc1N1C(SCc2ccc(Cl)c(Cl)c2)=NC2CS(=O)(=O)CC21
ZINC33282625	Cn1nc(COCc2ccccc2F)c2c1CCN(C(=O)c1ccc(C(C)(C)C)cc1)C2
ZINC33825193	O=C(c1ccccc1)N(CC(=O)N1c2ccccc2-n2cccc2C1c1ccc(F)cc1)C1CC1
ZINC35229885	O=C(c1cccc(F)c1)N(CC(=O)N1c2ccccc2-n2cccc2C1c1ccccc1)C1CC1
ZINC35393957	Cc1nc(C)c(Cc2cccc(F)c2)c(N2CCCN(C(=O)C3CC3c3ccccc3)CC2)n1
ZINC35594843	CC(C)N(CC(=O)N1CCn2cccc2C1c1ccc(Cl)cc1)C(=O)CC(C)(C)C
ZINC35916422	Cc1cc(C2CC(C(=O)N(C)Cc3ccco3)CN(C(=O)Cc3ccccc3)C2)ccc1F
ZINC35944812	O=C(c1cccc(F)c1)N(Cc1ccccc1F)CC1CC(c2ccc(Cl)o2)=NO1
ZINC36795967	CN1/C(=C\C(=O)CSc2nnc(C3CC3)n2-c2ccccc2)C(C)(C)c2ccccc21
ZINC08611973	Cc1ccc2occ(CC(=O)N(Cc3ccc(C(C)C)cc3)C3CCS(=O)(=O)C3)c2c1
ZINC09403236	CC1(C)CC2CC(C)(CN2C(=O)COC(=O)/C=C/c2ccc(I)o2)C1
ZINC39518217	CC(c1nc2ccccc2s1)N(C)C(=O)Cn1c(SC(F)F)nc2ccccc21
ZINC39869602	CCOc1ccc(-n2c(SCC)nc3sc4c(c3c2=O)CCN(C(C)C)C4)cc1
ZINC40389111	O=C(c1ccccc1F)N(Cc1ccccc1F)CC1CC(c2ccc(Cl)o2)=NO1
ZINC41105005	CC(C)OCCCN1C(=O)c2c(oc3ccccc3c2=O)C1c1cccc(Br)c1
ZINC45336325	O=C(COc1ccc(Br)cc1F)N1N=C(c2ccco2)CC1c1cccs1
ZINC45619999	COc1cc(/C=C/C(=O)N2CCc3sccc3C2c2cccs2)cc(OC)c1OC
ZINC16192536	COc1cc(/C=C2\C(=O)N(c3cccc(Br)c3)N=C2C)ccc1OCC(C)C
ZINC17183304	CCN(C(=O)CSc1nc(C)cc(C(F)(F)F)c1C#N)c1nc2ccccc2s1
ZINC58004985	CCc1c(C)sc2nc(SCc3ccnc(Cl)c3)n(CC3CCCO3)c(=O)c12
ZINC58475847	Cc1cc(C)c2sc(N(Cc3ccccc3)C(=O)CCc3c(C)nn(C)c3C)nc2c1
ZINC59334266	COc1cc(/C=C(/C#N)C(=O)N(C)C)cc(Cl)c1OCc1ccc(Cl)c(Cl)c1
ZINC04239625	Cc1nc2c(c(N3CCCC3)n1)CN(C(=O)/C=C/c1ccccc1)CC2
ZINC06111410	CN(C(=O)Cn1cnc2sc3c(c2c1=O)CCC3)C1CCCCC1
ZINC06799039	Cc1nn(C(C)C(=O)N2CCCC2)c(=O)c2c1sc1ccccc12
ZINC07925776	O=C1OC(c2ccc(N3CCCC3=O)cc2)=N/C1=C\c1cccs1
ZINC06285443	O=C(CC12CC3CC(CC(C3)C1)C2)N1CCN(c2ncccn2)CC1
ZINC12886753	Cc1nn(C)c2nc(C(C)C)cc(C(=O)N(C)C3CCC(C)CC3)c12
ZINC06780430	Cc1cc(C)c2c(-n3cccc3)c(C(=O)N3CCOCC3)sc2n1
ZINC14033612	CC(C)c1cc(=O)n2c(n1)SCC2CC(=O)N1CCCCC1C
ZINC19079598	O=S(=O)(c1cccc2nsnc12)N1CCc2sccc2C1
ZINC20151503	Cc1ccc2cc(C#N)c(N3CCCN(C(=O)C4CCC4)CC3)nc2c1
ZINC21163736	CC1CCCN(C(=O)C2CCN(c3nc4cccnc4s3)CC2)C1
ZINC23684854	O=C1CCC(C(=O)N2CCCC3CCCCC32)=NN1c1ccccc1
ZINC12793515	CN(C(=O)c1cccnc1N1CCCC1)c1nc2ccccc2s1
ZINC31850223	CCc1cc2c(N3CCN(C(=O)C(C)(C)C)CC3)nc(C)nc2s1
ZINC32883689	CC1CC(=O)c2c(OCc3cc(=O)n4ccccc4n3)ccc(F)c21
ZINC32986061	Cc1c(C(=O)N2CCN(C(=O)C(C)C)CC2)oc2c(Cl)cccc12
ZINC04583524	O=C(c1ccco1)N1CCN(c2nc3c(F)cc(F)cc3s2)CC1
ZINC37911644	CC1CCCN1C(=O)c1cc([N+](=O)[O-])ccc1I
ZINC39442560	Cc1c(CC(=O)N2CCCCO2)c2c(n1C(C)C)CC(C)(C)CC2=O
ZINC39454779	CCC1N=NC2=C1CN(C(=O)C1N=C(c3ccccc3)CS1)CC2
ZINC39515367	O=C(c1cncs1)N1CCC(C2=NN=CC2c2ccccc2)CC1
ZINC39864369	CCN1C(=O)/C(=C/c2ccncc2)S/C1=N\c1ccncc1Cl
ZINC40149695	Cc1cnc2c(S(=O)(=O)N3CCOC4CCCCC43)cccc2c1
ZINC40817302	O=C(c1c(F)cccc1Cl)N1CCCC(c2nnc3ccccn23)C1
ZINC41066300	CC1(C)CN(S(=O)(=O)c2cc(Br)cnc2Cl)CCO1
ZINC44889224	Cc1ccccc1/C=C/C(=O)N1CCCC(c2nnc3ccccn23)C1
ZINC44894275	O=C(CCn1cnc2sccc2c1=O)N1CCC2CCCCC2C1
ZINC45947577	Cc1nc(N2CCc3ccccc3C2)nc(N2CCC(=O)CC2)c1C
ZINC48221851	CN1CCN(c2ccc(N3CCC(N4CCCCC4)CC3)cc2)C1=O
ZINC48809657	O=C(C1CC1[N+](=O)[O-])N1CCCC1c1ccc(Br)cc1
ZINC04190276	COc1ccc(C(C)=O)cc1N1C(=O)C2C(C1=O)C1C=CC2C12CC2
ZINC51732264	CC1CCN(C(=O)c2ccc(Br)c([N+](=O)[O-])c2)C(C)C1
ZINC52584626	COc1cccc2c1N(CC(=O)N1CCOC3CCCCC31)CCC2
ZINC55007088	Cc1nc(-c2ncccn2)sc1C(=O)N1CCCC2CCCCC21
ZINC55422830	CC(C)Oc1ncc(C(=O)N2CCOC3CCCCC32)cc1Cl
ZINC55802296	CC(c1ccccc1)n1c(=C(C#N)C#N)s/c(=C/c2ccco2)c1=O
ZINC39932354	CC1CCC2=C3C(=O)N=C(/C(C#N)=C/c4cccc(C#N)c4)N=C3SC2C1
ZINC15913843	Cc1ccc2c(CN3C(=O)C4CC=CCC4C3=O)cc(=O)oc2c1C
ZINC64845018	Cc1sc(C)c(S(=O)(=O)N2CCCCCC2)c1-c1ccno1
ZINC65165286	O=C(c1csc(-c2ccc(N3CCCC3)nc2)n1)N1CCCCC1
ZINC65462926	N#Cc1cccnc1N1CCOC(c2nc(-c3ccccc3)cs2)C1
ZINC65813847	CC(C)n1ncc2cc(C(=O)N3CC4CC5CC(C4)CC3C5)cnc21
ZINC66267522	CC1CC(CC(=O)N2CCN(C(=O)c3ccco3)CC2)CC(C)(C)C1
ZINC66569071	O=C(C1CCN(S(=O)(=O)C2CCCCC2)CC1)N1CCCCC1
ZINC66769571	O=C(/C=C/c1cscn1)N1CCCC1c1cccc2c1OCCO2
ZINC66786950	Cc1ccc(F)c2c1N(C(=O)c1ccc(-n3cccn3)nc1)CCC2
ZINC66813939	Cc1nnc(N2CCOC(c3ccc(F)c(Cl)c3)C2)c(C#N)c1C
ZINC67346613	CN(CC1COc2ccccc2O1)c1ncc(Br)cn1
ZINC67386279	CC1CCCC(C)N1C(=O)COc1ccc2c(c1)OC(C)(C)CC2=O
ZINC67518298	CC1CCC2C(CCCN2C(=O)C2CCCN(c3ncccn3)C2)C1
ZINC03496162	CC(Sc1nnc2ccccn12)C(=O)Nc1cc(Cl)cc(Cl)c1
ZINC02770786	COC(=O)c1cnn2c1NC(c1ccc(Cl)s1)CC2C(F)(F)F
ZINC10443314	Cc1nc2c(cnn2C(C)C)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2
ZINC14075311	c1nc(NCC2(c3ccc4c(c3)OCCO4)CCCC2)c2sccc2n1
ZINC18212639	COc1cc(C(=O)NC(C)c2ccc3c(c2)CCCC3)cc2c1OCCO2
ZINC19450201	CC(C)NC(=O)c1ccc2c(c1)N(Cc1ccccc1F)C(=O)C(C)(C)O2
ZINC26107964	CC(Sc1nc2ccsc2c(=O)n1C)C(=O)c1c[nH]c2ccccc12
ZINC27834660	CCC1CCC2=NN(C(=O)c3ccc(OC)cc3)C(O)(C(F)(F)F)C2C1
ZINC29907703	O=C(Cc1cccs1)Nc1ccc(F)c(-c2nnc3n2CCCCC3)c1
ZINC35870122	CCNC(=O)C1Cc2ccccc2N2CCN(c3ccccc3OC)CC12
ZINC03349088	CC1CCCN(C(=O)C(C)Nc2cc(Cl)ccc2N2CCOCC2)C1
ZINC38692248	CSc1ncccc1C(=O)Nc1ccc2c(c1)N(C(=O)C(C)C)CCC2
ZINC38702516	C=CCOc1ccc(C2NC(=O)c3oc4ccc(Cl)cc4c(=O)c32)cc1
ZINC39733155	CC(SC1=NC(=O)C2=C3CCCCC3SC2=N1)C(=O)NC(C)(C)C
ZINC09295604	O=C(CSc1nc(-c2ccc(Cl)cc2Cl)n[nH]1)N1CCCCC1
ZINC42116811	Cc1nc(C2CC2)nc2sc(C(=O)N(C)Cc3ccccc3O)c(C)c12
ZINC42630991	CC1Cc2ccccc2N1S(=O)(=O)c1cccc(C(=O)NC(C)(C)C)c1
ZINC43989794	O=C(NCC1CCN(C(=O)c2cc3ccccc3o2)CC1)C1CCCCC1
ZINC46057964	CN(c1ccc2sc(C(=O)NC3CCCCC3)cc2c1)S(C)(=O)=O
ZINC47034301	CN(C(=O)NC1CCCc2c1cnn2Cc1ccccc1)C1CCCCC1
ZINC50045577	N#CCOc1ccc(NC(=O)c2cc(Br)cnc2Cl)cc1
ZINC06777195	CC1CCCC2(C1)OCC(C(=O)NC(C)c1ccccc1)N2C(=O)C1CC1
ZINC51590667	CCNc1nnc(Sc2ncnc3c(Br)cccc23)s1
ZINC54729022	Cc1ccc(C(C)NC(=O)N2CCN(Cc3ccc(C#N)cc3)CC2)s1
ZINC55174894	CCc1c(C(=O)N2CCn3cccc3C2c2ccccc2)[nH]c(C)c1C(C)=O
ZINC56587321	C#Cc1cccc(NC(=O)N2CCN(C(=O)CCC3CCCCC3)CC2)c1
ZINC56623906	CC(CNC(=O)N1CCCC1c1cccc2ccccc12)N1CCOCC1
ZINC56626131	CC(CN1CCOCC1)NC(=O)N1CCCC1c1cccc2ccccc12
ZINC56680812	O=C(Nc1ccc(Cn2ccccc2=O)cc1)N1CCCC1C1CCCC1
ZINC18148217	Cc1cccc(NC(=O)CN2CCN(C(=O)C3CC4CCC3C4)CC2)c1C
