ZINC04717953	CC1(C(=O)[O-])CCC(C(=O)N2CCCC2)C1(C)C
ZINC63214985	[NH3+]C1CCCCCC1n1cccc1
ZINC01602306	CC(C)[NH2+]C1CCCCC1O
ZINC01630075	[NH3+]C12CC3CC(C1)CC(Cl)(C3)C2
ZINC00099709	C[NH2+]C1(C)C(C(C)C)CCC1(C)O
ZINC11822711	Cc1ccc(C([NH3+])c2cccn2C)cc1
ZINC04111131	C#CC1(O)CC(C)[NH2+]C2CCCCC21
ZINC12370867	[NH3+]Cc1ccc(C(F)(F)F)o1
ZINC16082951	[NH3+]C(c1ccccc1)c1ccc(F)cc1
ZINC19259977	CC(C)(C)C1CCCCC1([NH3+])C#N
ZINC19514842	CC(C)N(C)C(=O)C1([NH3+])CCCCC1
ZINC26516682	CC1CCCC(N2CCC([NH3+])CC2)C1
ZINC32009925	CCc1ccc2[nH]c3c(c2c1)C[NH2+]CC3
ZINC32023849	CC1CC(C)C[NH+](C(C)(C)C(N)=O)C1
ZINC32599394	CN1CC(C#N)=C([NH3+])C1c1ccccc1
ZINC33487046	Cc1ccccc1C(C)(C)C[NH3+]
ZINC34972115	Cc1ccc(C([NH3+])C2CC2C)cc1C
ZINC37379432	CC(C)C(C)([NH3+])c1ccc(F)cc1
ZINC07996704	CC(C)C1C2CCC(C2)C1[NH3+]
ZINC39090610	[NH3+]C1CCCCC1OC1CCCCC1
ZINC39136090	C#CC(C)C1([NH3+])C=C(C)CCC1
ZINC40920262	CC1CC(C)CN(C(=O)C(C)(C)[NH3+])C1
ZINC40924029	CCC1CCN(C(=O)C(C)(C)[NH3+])CC1
ZINC41059463	CC(C)([NH3+])c1nc2c(s1)CCCC2
ZINC41205252	Cc1ccccc1C(O)C1CCC[NH2+]1
ZINC41205783	Cc1cccc(C([NH3+])C(C)(C)C)c1C
ZINC41206690	[NH3+]Cc1cc(N2CCCC2)ccc1F
ZINC42186941	CC1([NH2+]C2CCCCC2O)CCCC1
ZINC43467692	CCn1cc(C2([NH3+])CCCCC2)cn1
ZINC43609874	Cc1ccc(C([NH3+])c2occc2C)o1
ZINC43652450	CC1CCC([NH3+])C(CC2CCCC2)C1
ZINC44399290	[NH3+]CCc1c(Cl)ccc(F)c1F
ZINC45045180	CC1([NH2+]C2COCC2O)CCCCC1
ZINC45810124	[NH3+]C12CCC(CC1Br)C2
ZINC50328098	[NH3+]C(C1=CCCCCC1)C1CCOC1
ZINC50328262	[NH3+]C(C1=CCCCCC1)C1CCCO1
ZINC50456437	CN(C(=O)C1CC1[NH3+])C1CCCCC1
ZINC52173925	[NH3+]C1CCCCC1CC1CCOCC1
ZINC53752832	[NH3+]C1(CC2CCCO2)CCCCCC1
ZINC54036197	CC1CCC(OC2CCCC2[NH3+])CC1
ZINC54082056	CC([NH3+])(c1nccs1)C1CCCC1
ZINC54334938	Cc1cccc2oc(C(C)C[NH3+])nc12
ZINC54561745	[NH3+]CC1CC1c1ccc2ccccc2c1
ZINC54588072	Cc1ccccc1C1(C)CC1C[NH3+]
ZINC54601568	CC(C)(C)N1C2CCCC1CC([NH3+])C2
ZINC57935419	Cc1cccc2c1CC([NH3+])CC2
ZINC57936240	[NH3+]CC1C=Cc2cccc(Cl)c21
ZINC58517656	CC(C)(C)c1nc(C[NH3+])co1
ZINC52126215	[NH3+]C1CC12CCCCCCC2
ZINC62215608	CC1([NH3+])CCOc2ccc(F)cc21
ZINC62522167	Cc1cc(Cl)cc2nc(C[NH3+])oc12
ZINC62568664	Cc1cc(C)c2nc(C[NH3+])c(C)cc2c1
ZINC02534196	CCn1ncc(Cl)c1C[NH3+]
ZINC11570161	Cc1ccc2nc(C)c(CC[NH3+])n2c1
ZINC11628470	CC([NH3+])Cc1cn2ccsc2n1
ZINC19126437	OC1CCCC1[NH2+]C1CC1
ZINC19126441	OC1CCCC1[NH2+]C1CC1
ZINC19126444	OC1CCCC1[NH2+]C1CC1
ZINC19126447	OC1CCCC1[NH2+]C1CC1
ZINC19505856	CC(C)NC(=O)C1CCC(C)[NH2+]C1
ZINC19505857	CC(C)NC(=O)C1CCC(C)[NH2+]C1
ZINC19968384	CC(C)C([NH3+])c1ccc(F)c(F)c1
ZINC20264038	CC1CCC2(CC1)OCC(C[NH3+])O2
ZINC20264040	CC1CCC2(CC1)OCC(C[NH3+])O2
ZINC20285846	Cc1c(C([NH3+])CF)oc2ccccc12
ZINC20592708	CC(C)C([NH3+])c1cc2ccccc2o1
ZINC31935573	Cc1ccc2ncc(C(C)C[NH3+])n2c1
ZINC31935574	Cc1ccc2ncc(C(C)C[NH3+])n2c1
ZINC32914991	c1c[nH]c(C2CCCC[NH2+]2)n1
ZINC34108623	CC([NH3+])CC(F)(F)F
ZINC35381523	Cn1cc(C([NH3+])c2ccsc2)cn1
ZINC35657613	Cc1ccc(C(C)C)c2c1C([NH3+])CO2
ZINC36928831	Cc1ccc(C)c2c1SCCC2[NH3+]
ZINC38052838	Cc1ccc(C(C)C)c2c1OCC2[NH3+]
ZINC39065080	CC(C)[NH+]1CCCC1C(N)=O
ZINC39576142	[NH3+]C1=CC(CC2CC3CCC2C3)N=N1
ZINC41205185	[NH3+]CC1CC1c1ccc2c(c1)OCO2
ZINC41205186	[NH3+]CC1CC1c1ccc2c(c1)OCO2
ZINC41205187	[NH3+]CC1CC1c1ccc2c(c1)OCO2
ZINC43513770	CC1CCC[NH+](C(C)C(N)=S)C1
ZINC43609819	Cc1ccc(C([NH3+])C2CCCCC2)o1
ZINC43609823	Cc1ccc(C([NH3+])C2CCCCC2)o1
ZINC43635651	Cc1ccc(C)c2c1SC(C)C2[NH3+]
ZINC49610373	COCc1ccc(C#CC[NH3+])cc1F
ZINC50325489	Cc1ccoc1C([NH3+])C1=CCCCC1
ZINC50325509	[NH3+]C(C1=CCCCC1)c1ccsc1
ZINC50326907	Cc1ccc(C([NH3+])C2=CCCC2)s1
ZINC50326990	Cc1ccc(C([NH3+])C2=CCCC2)cc1
ZINC50327009	Cc1ccccc1C([NH3+])C1=CCCC1
ZINC50327108	[NH3+]C(C1=CCCC1)c1ccc(F)cc1
ZINC51665161	CC#CCC([NH3+])c1ccc(C)c(F)c1
ZINC51665163	CC#CCC([NH3+])c1ccc(C)c(F)c1
ZINC51732012	CC1CC[NH+](CC(N)=S)C(C)C1
ZINC51732013	CC1CC[NH+](CC(N)=S)C(C)C1
ZINC57219010	[NH3+]C1CC(C(F)(F)F)C1
ZINC57219141	OC(C1CC[NH2+]CC1)C(F)(F)F
ZINC58037948	OC(C1CCC[NH2+]1)C(F)(F)F
ZINC58037962	OC(C1CCC[NH2+]1)C(F)(F)F
ZINC62198810	Cc1cc(C)n(C2CC2)c(=O)c1C[NH3+]
ZINC63029184	CC([NH3+])C(C)c1ccc(F)cn1
ZINC63067260	CC(C(N)=S)[NH+]1CCCC1(C)C
ZINC39698383	CC(C)(C)C1C=C(N)[NH+]=N1
ZINC19963250	CCOc1cccc(C[NH2+]C2CCCC(C)C2C)c1O
ZINC20039605	CC([NH2+]CC(=O)NCC1CC1)C12CC3CC(CC(C3)C1)C2
ZINC35581751	CCC[NH2+]C(c1ccc2c(c1)CCC(=O)N2)C(C)CCC
ZINC35598576	CCCCc1oc2ccccc2c1C[NH2+]C(C)(C)CO
ZINC36961226	COc1ccc(C)cc1C(C)[NH2+]C(C)c1ccc(O)cc1
ZINC37609958	CC(C)[NH2+]CC(=O)NC1CCCCC1C(C)(C)C
ZINC37633927	CC(C)[NH2+]CCCC(=O)NC1CCCCC1C(C)(C)C
ZINC37634506	CC1CCC(C(C)C)C(NC(=O)CCC[NH2+]C(C)C)C1
ZINC37740111	c1csc(-c2n[nH]cc2C[NH2+]CCC2CCCCC2)c1
ZINC37762789	COCc1ccccc1C[NH2+]C(C)c1cc(C)ccc1O
ZINC37762790	COCc1ccccc1C[NH2+]C(C)c1cc(C)ccc1O
ZINC37852633	CC(OCC(O)C[NH2+]C1CCCCCC1)c1ccccc1
ZINC37908025	CC([NH2+]C(c1ccc(F)cc1)C(C)(C)C)c1cc[nH]n1
ZINC38121521	CN(C)CC[NH2+]C1(CO)CCCCCCCCCCC1
ZINC38122313	CN(C)c1ccc(C(C)(CO)[NH2+]C2CCCCCC2)cc1
ZINC20010750	CC(C)CCCC(C)[NH2+]C1COc2cc(O)ccc21
ZINC40415435	O=C(C[NH2+]C1CCCC1)NCC12CC3CC(CC(C3)C1)C2
ZINC40951575	CCCC(C)([NH3+])C(=O)OC1CC(C)CC(C)(C)C1
ZINC42166433	CC(C)(C)CC(NC(=O)CC1CCC[NH2+]1)c1ccccc1
ZINC42222952	CCCC(C)NC(=O)C[NH2+]C1CCCC(C)C1C
ZINC42269373	CCC(C)(C)NC(=O)C[NH2+]C(C)c1ccc(Cl)s1
ZINC42299199	CCC(C)(C)NC(=O)C[NH2+]C12CC3CC(CC(C3)C1)C2
ZINC42556245	CCCCCN(c1ccc(N)c2c[nH+]ccc12)C(C)C
ZINC42862251	CCCC(C)NC(=O)C(C)[NH2+]CC1CCCCC1C
ZINC42862254	CCCC(C)NC(=O)C(C)[NH2+]CC1CCCCC1C
ZINC43366200	CCC([NH3+])C(Oc1ccccc1C(C)C)c1ccc(C)o1
ZINC43367045	Cc1ccc(C(Oc2cc(C(C)C)ccc2C)C(C)[NH3+])o1
ZINC44652144	CCC[NH2+]Cc1nc(-c2ccc(C(C)(C)C)cc2)c[nH]1
ZINC45093932	Cc1ccc(O)c2c1C(C)CC2[NH2+]CCOCCC(C)C
ZINC49119770	CCC1CCCCC1[NH2+]CC(O)COc1ccccc1C
ZINC49119899	CCC1CCCCC1[NH2+]C(C)C(=O)NC(C)(C)CC
ZINC49158263	COc1ccc(O)c(C(C)[NH2+]C(C)c2ccc(C)s2)c1
ZINC49288318	CCCC(C)NC(=O)C[NH2+]C1CCCCC1CC
ZINC49893148	COc1ccc(C(C)C)cc1C(O)C[NH2+]C1CCCCC1
ZINC52337967	CCC(C)(C)NC(=O)C(C)[NH2+]C(C)C1CCCCC1
ZINC52625451	Cc1oc(C[NH3+])cc1COC1CC(C)CCC1C(C)C
ZINC52943491	COc1ccc(C)cc1C([NH3+])c1ccc(OC(C)C)cc1
ZINC53331263	CCCc1ccc(Oc2nc3c(cc2C[NH3+])CCC3)cc1
ZINC54995897	CCCN(CCC)c1nc(C(C)(C)C)c(C[NH3+])s1
ZINC54997064	CCC(C)CN(C)c1nc(C(C)(C)C)c(C[NH3+])s1
ZINC54998613	CC(N(C)c1nc(C(C)(C)C)c(C[NH3+])s1)C(C)(C)C
ZINC57801517	CCC(CC)c1nc2cc(C)c(C)cc2n1CC(C)(C)[NH3+]
ZINC52625363	CC1CCC(C(C)C)C(OCc2occc2C[NH3+])C1
ZINC61272863	CC[NH2+]C(C)CC(=O)NCC1CCC(CC)CC1
ZINC61909985	CC(CC[NH2+]C1COc2cc(O)ccc21)c1ccccc1
ZINC62776298	C[NH2+]C(c1cc[nH]n1)c1ccc(C(C)C)cc1C(C)C
ZINC62776613	CCCCc1ccc(C([NH2+]CC)c2cc[nH]n2)cc1
ZINC62776906	CCC[NH2+]C(c1cc[nH]n1)c1c(C)cc(C)cc1C
ZINC62776984	CCC[NH2+]C(c1cn[nH]c1)c1ccc(Cl)c(Cl)c1
ZINC66992182	CC(C)Cc1ccc(C([NH2+]Cc2cc[nH]n2)C2CC2)cc1
ZINC20202144	CCC(CC)C(C[NH2+]C(C)c1cccc(O)c1)N(C)C
ZINC20316373	CCCNC(=O)C(C)[NH2+]C(C)C12CC3CC(CC(C3)C1)C2
ZINC20366121	CCC(CC)NC(=O)C(C)[NH2+]C1CCCC(C)C1C
ZINC26780521	Cc1cccc(OCC(O)C[NH2+]C(C)c2ccccc2)c1C
ZINC32132051	CCOc1ccc(OC(C[NH3+])c2ccc(C)c(C)c2)cc1
ZINC32183830	CC[NH2+]CC(O)c1ccc(Oc2c(C)ccc(C)c2C)cc1
ZINC32204044	COc1ccc(C(CC[NH3+])Oc2ccc(Cl)cc2C)cc1
ZINC37160452	CCOc1ccc(OC2CC(CC)CCC2C[NH3+])cc1
ZINC37162079	CNC(=O)C(CC(C)C)[NH2+]C1CC(c2cccc(C)c2)C1
ZINC37280228	CCCNC(=O)C(C)[NH2+]C(C)c1sc2ccccc2c1C
ZINC37429109	CCC[NH2+]CC(O)COc1cc(C(C)C)c(Cl)cc1C
ZINC37618459	CC(C)[NH2+]CCC(=O)NC1CCCCC1C(C)(C)C
ZINC37847574	CC1CCCCC1OCC(O)C[NH2+]C1CCCC(C)C1C
ZINC37847576	CC1CCCCC1OCC(O)C[NH2+]C1CCCC(C)C1C
ZINC37847627	CC1CCCC([NH2+]CC(O)COc2ccccc2F)C1C
ZINC37852708	CCCC(C)[NH2+]CC(O)COc1ccc(Cl)c(C)c1
ZINC37863282	CC1CCCC([NH2+]CC(O)COc2ccccc2Cl)C1
ZINC38013530	CCC(C)NC(=O)CC[NH2+]C1CCCCC1C(C)(C)C
ZINC38116837	CCN(CC)CC[NH2+]C1(CO)CC(C)CCC1C(C)C
ZINC37072708	COc1cc(C(C)[NH2+]C(c2cccs2)C(C)C)ccc1O
ZINC37072709	COc1cc(C(C)[NH2+]C(c2cccs2)C(C)C)ccc1O
ZINC40731555	Cc1ccccc1COc1ccccc1C[NH2+]C(C)(C)CO
ZINC40735128	CCOc1ccccc1C(C)[NH2+]CCc1ccc(O)cc1
ZINC40774252	CC(C)CC(CO)[NH2+]C(C)c1ccc(OC(C)C)cc1
ZINC41164040	CCOc1ccc(-c2csc(C([NH3+])(CC)CC)n2)cc1
ZINC42135766	CC(C)CCCC(C)[NH2+]C1C(=O)Nc2cccc(Cl)c21
ZINC42186501	Cc1cc(OCC(O)C[NH2+]C2(C)CCCC2)ccc1Cl
ZINC42256216	CC([NH2+]CC(O)COc1ccccc1)c1ccccc1Cl
ZINC42857217	CCOc1cccc(C[NH2+]CC2CCCCC2C)c1O
ZINC43249363	CCOc1ccc(OC(c2sccc2C)C([NH3+])CC)cc1
ZINC43365804	CCc1ccc(OC(c2ccc(C)o2)C([NH3+])CC)cc1
ZINC44124534	Cc1ccccc1OCC(O)C[NH2+]C(C)Cc1ccccc1
ZINC44793643	CCCC(C[NH3+])(CCC)C(=O)N1CCCc2ccccc21
ZINC45045271	CC1([NH2+]CC(O)COC2CCCCC2)CCCCC1
ZINC48334881	CCC1CCC([NH2+]CC(O)c2cc(C)ccc2OC)CC1
ZINC49183297	Cc1ccc(OCC(O)C[NH2+]C(C)c2ccc(C)s2)cc1
ZINC49895434	COc1ccc(C(O)C[NH2+]CCC(C)C)cc1C(C)(C)C
ZINC51397247	CCCN(CC(F)(F)F)c1nc(C[NH3+])cc2ccccc12
ZINC52337143	CC1CCCC(OCC(O)C[NH2+]C(C)C2CCCCC2)C1
ZINC52337152	CC1CCCC(OCC(O)C[NH2+]C(C)C2CCCCC2)C1
ZINC52338892	CCC([NH2+]CC(O)COC1CCCC1)C1CCCCC1
ZINC54996308	CCN(CC(C)C)c1nc(-c2ccccc2)c(C[NH3+])s1
ZINC54997698	CCCC(C)N(C)c1nc(C(C)(C)C)c(C[NH3+])s1
ZINC54999738	CCc1nc(N(CC)CC(CC)CC)sc1C[NH3+]
ZINC57765844	CC(C)C1CN(CCCC[NH3+])c2cc(C(C)(C)C)ccc2O1
ZINC61441357	Cc1ccc2nc(SC(C)C[NH2+]CC(C)C)[nH]c2c1
ZINC61441358	Cc1ccc2nc(SC(C)C[NH2+]CC(C)C)[nH]c2c1
ZINC61443252	CCCCc1ccc(C([NH3+])c2cccnc2OC)cc1
ZINC62893577	CCCC1(C(=O)NC(C)(C)CC(C)(C)C)CC[NH2+]C1
ZINC63490410	Cc1ccc2c(c1)=C(CCNC(=S)NC(C)(C)C)C(C)[NH+]=2
ZINC02470532	COc1cc(C(Nc2cccc(C)[nH+]2)c2ccc3ccc(C)nc3c2O)ccc1O
ZINC03668557	CC1(C)CC(NC(=O)C(=O)N/N=C/c2ccc(Br)cc2)CC(C)(C)[NH2+]1
ZINC05205417	Cc1ccc(NC(=O)C(C)NC(=O)C2Cc3ccccc3C[NH2+]2)c(C)c1
ZINC05556296	Oc1ccc[nH+]c1NC(c1ccc(F)cc1)c1ccc2cccnc2c1O
ZINC06603600	CCC1(C)Cc2c(sc3c2C([NH3+])N=C(SCC(=O)N2CCCCC2)N3)CO1
ZINC06882151	CC(C)C(C)NC(=O)COC(=O)c1[nH+]c(Cl)c(Cl)c(N)c1Cl
ZINC08126977	C[NH+](CC(=O)Nc1sc2c(c1C(N)=O)CCC2)C1CCCc2ccccc21
ZINC12858054	Cc1ccc(C(NC(=O)C[NH+](CC(N)=O)C(C)C)c2cccs2)cc1
ZINC12996191	Cc1cc(S(N)(=O)=O)cc(NC(=O)C[NH+]2CCc3sccc3C2C)c1C
ZINC12116817	Cc1ccccc1C1(O)CC[NH+](Cc2c[nH]nc2-c2ccc(O)cc2)CC1
ZINC13745044	CC1CCc2c(sc(NC(=O)C[NH+]3CC(C)CC(C)C3)c2C(N)=O)C1
ZINC13745046	CC1CCc2c(sc(NC(=O)C[NH+]3CC(C)CC(C)C3)c2C(N)=O)C1
ZINC15023901	Cc1ccc(C[NH+](C)C(C)C(=O)Nc2sc3c(c2C(N)=O)CCC3)c(C)c1
ZINC04390852	C/C(N)=C(/C#N)C(NC(=O)C1CCCCC1)(C(F)(F)F)C(F)(F)F
ZINC20997549	O=C(NCC1CCC[NH+](Cc2cc(=O)c3ccccc3[nH]2)C1)c1cc2ccccc2[nH]1
ZINC29037880	CC(C)c1cccc(C2=CCN(C(=O)C3[NH2+]CC4(CC4)CC3C(=O)NO)CC2)c1
ZINC31868502	Cc1cc2c(NCC(=O)NC3CC(C)(C)[NH2+]C(C)(C)C3)ncnc2s1
ZINC34680553	O=C(Nc1ccc(N2CCC[NH2+]CC2)nc1)Nc1ccccc1C(F)(F)F
ZINC35904214	CC1CCc2c(sc(NC(=O)C[NH+]3CC(C)CC(C)C3)c2C(N)=O)C1
ZINC36266721	[NH3+]C1(CNS(=O)(=O)c2ccc(Br)s2)CCCCC1
ZINC37045570	COc1ccc(C(C)NC(=O)C2([NH3+])CCCCC2)cc1Br
ZINC37163267	CC([NH2+]Cc1csc(Br)c1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC38661772	Cc1cccc(CSC2N=NC(C([NH3+])Cc3c[nH]c4ccccc34)O2)c1
ZINC39671560	O=C(NCc1cc2ccccc2[nH]1)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC44713578	O=C(NCc1cc2ccccc2[nH]1)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC46339771	CC1CCCC[NH+]1C(C)CNC(=O)NNC(=O)c1ccccc1Cl
ZINC46987047	CC(C)(CNC(=O)NNC(=O)c1ccccc1)[NH+]1CCc2ccccc2C1
ZINC48179858	CNC(=O)c1ccc(NC(=O)NCCC[NH+]2CC(C)CC(C)C2)c(C)c1
ZINC54571725	CC(=O)Nc1cccc2c1CC[NH+](Cc1cc(C(C)(C)C)cc(O)c1O)C2
ZINC55098949	O=C(Nc1ccccc1/C=C/c1ccc2cccc(O)c2n1)C1CC[NH2+]C1
ZINC56802987	O=C(NCCC[NH2+]C1CCCCC1)NCC1(c2ccc(F)cc2)CCOCC1
ZINC15830192	COc1cccc(C2CC(c3ccccc3O)=NC3(CC[NH+](C(C)C)CC3)N2)c1O
ZINC55887773	Cc1ccc(C(C)NC(=O)CNc2ccccc2[NH+]2CCC(O)CC2)cc1C
ZINC55888272	Cc1ccc(NC(=O)CNc2ccccc2[NH+]2CCC(O)CC2)c(Br)c1
ZINC61242182	CC(/[NH+]=C/c1cc(Cl)cc(Cl)c1O)c1cccc(S(N)(=O)=O)c1
ZINC61594908	CCCn1c(SC(c2ccc(Br)cc2)C(C)[NH3+])n[nH]c1=O
ZINC63187815	CC1CCc2c(sc(NC(=O)CCC3=c4ccccc4=[NH+]C3)c2C(N)=O)C1
ZINC63478613	CN1CCc2nc3sc(C(=O)NCCC4=c5ccccc5=[NH+]C4)c(N)c3cc2C1
ZINC63686377	Cc1cc(C)c2[nH]c(CSC3NNC(c4ccco4)[NH+]3C)cc(=O)c2c1
ZINC63750917	O=C(CC1=c2ccccc2=[NH+]C1)NC1NNC(Cc2ccccc2)S1
ZINC19144750	CCN1C(c2ccc(Cl)cc2)C(C[NH2+]CC(C)(C)CO)CC1(C)CO
ZINC13639010	Oc1[nH]c2ccc(Br)cc2c1/N=[NH+]/C([S-])=[NH+]/CC1CCCO1
ZINC13639010	O=C1Nc2ccc(Br)cc2/C1=N/NC(=S)NCC1CCCO1
ZINC65356912	O=C(CC1=c2ccccc2=[NH+]C1)NNC(=O)Nc1cccc2ccccc12
ZINC65526781	COc1ccc(C2NN(c3ccccc3)C=C2C2NCCc3[nH]c[nH+]c32)cc1
ZINC65968416	CC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)[NH+]1CC2CC3CC(C2)CC1C3
ZINC66342492	CC1(C)CC(NC(=O)NCC2CCN(c3ccc(F)cc3)C2)CC(C)(C)[NH2+]1
ZINC66981793	CC(=O)Nc1cc(NC(=O)NC(C)C[NH+]2CC(C)CC(C)C2)c(F)cc1F
ZINC67401490	CC(C(=O)NC1CC1)[NH+]1CCc2c(cccc2NC(=O)Nc2ccc(F)cc2)C1
ZINC67612282	Cc1ccc(C(NC(=O)NCC(O)C[NH+]2CCC(C)CC2)C2CC2)cc1
ZINC67613792	O=C(NCC1CCC[NH+]1CC1CCCCC1)NC1CCCc2[nH]c(=O)ccc21
ZINC20826542	C[NH+](C)CC(C)(C)C[NH2+]C1c2ccccc2-c2ccccc21
ZINC37043092	CC(C)CC([NH2+]C1CC(C)[NH+](C)CC1C)c1ccccc1
ZINC37092480	CC([NH2+]C1CCC(C(F)(F)F)CC1)C1CCC[NH+](C)C1
ZINC37273185	CC([NH2+]C1CCN(c2cccc[nH+]2)CC1)C1CCCCC1
ZINC37374225	C1=C(CC[NH2+]C2CCN(c3cc[nH+]cc3)CC2)CCCC1
ZINC37408175	Brc1cc(C[NH2+]CC2CC[NH+](C3CC3)C2)cs1
ZINC37414265	FC(F)(F)COC1CCCC([NH2+]C2C[NH+]3CCC2CC3)C1
ZINC37916410	CC1CC1c1ccc(C[NH+]2CCCC(C3CCC[NH2+]3)C2)o1
ZINC38019169	CC([NH2+]CC1CC2CCC(C1)[NH+]2C)c1ccc(Cl)s1
ZINC39352833	Cc1ccc(C2[NH+]=NC=C2C[NH2+]C(C)c2ccccc2)cc1C
ZINC40668685	CC1CCCC(CNC(C)C2CCC[NH+](C)C2)([NH+](C)C)C1
ZINC42691161	CC(C)[NH2+]CC[NH+](C)Cc1ccc(Br)cc1F
ZINC42857984	CC1CCCCC1C[NH2+]C1CCN(c2cc[nH+]cc2)CC1
ZINC43806024	CC[NH2+]C1CCC(C(C)(C)C)CC1N1CC[NH+](CC)CC1
ZINC43806028	CC[NH2+]C1CCC(C(C)(C)C)CC1N1CC[NH+](CC)CC1
ZINC43886828	CC[NH2+]C1CCC(c2ccccc2)CC1[NH+](C)CC(C)C
ZINC43898103	CCC(C)(C)C1CCC([NH2+]C)C([NH+](C)C2CCOCC2)C1
ZINC43965446	C[NH2+]C(c1ccccc1)C(C)N1CC[NH+](C(C)(C)C)CC1
ZINC43974938	CC[NH2+]C1c2ccccc2CCC1[NH+](CC1CC1)C(C)C
ZINC43997746	CC[NH2+]C1CCC(C(C)(C)C)CC1n1cc[nH+]c1C(C)C
ZINC45048140	CC[NH2+]C1CCC(C)CC1n1cc[nH+]c1-c1cccs1
ZINC49663063	CCC1CC[NH+](C23CC4CC(CC(C4)C2)C3)CCC(C)[NH2+]1
ZINC49663065	CCC1CC[NH+](C23CC4CC(CC(C4)C2)C3)CC(C)C[NH2+]1
ZINC49714212	CCC[NH2+]C1CC[NH+](C(c2cccs2)C(C)C)C(C)C1
ZINC50583716	Cc1cc(N2CC[NH+](C3CC3)CC2)ccc1C[NH2+]C(C)C
ZINC50911208	CCC[NH2+]C1CCC(CC)CC1[NH+]1Cc2ccccc2C1
ZINC51248869	C1CCC2C(C1)CCC[NH+]2CC1(C[NH2+]C2CC2)CCOC1
ZINC51284232	CCC[NH2+]CC1(C[NH+]2CCCSCC2)CCCCC1
ZINC52376971	CC[NH2+]Cc1oc2ccccc2c1C[NH+]1CCC(C)CC1
ZINC52419529	CC(C)[NH+](C)Cc1c(C[NH2+]C2CC2)sc2cccc(F)c12
ZINC52482383	CC(C)[NH2+]CC1CCC(C[NH+]2CCC3CCCCC3C2)O1
ZINC53099311	CC1CCCC2(CSC(NC3C[NH+]4CCC3CC4)=[NH+]2)C1
ZINC53100846	CC1CCCC2(CSC(NC3CC[NH+]4CCCC34)=[NH+]2)C1
ZINC53100848	CC1CCCC2(CSC(NC3CC[NH+]4CCCC34)=[NH+]2)C1
ZINC53100992	CC1CCCC2(CSC(NCC3CCC[NH+](C)C3)=[NH+]2)C1
ZINC53493990	CC(C[NH2+]C1CCCCC1)N1CC[NH+](C2CCCC2)CC1
ZINC53878008	CCC1CCC([NH2+]C)C(CN2CC[NH+](C(C)(C)C)CC2)C1
ZINC54130246	CC1CCCC2(CSC(NCC[NH+](C)C(C)C)=[NH+]2)C1
ZINC54555779	CC[NH2+]C1CCC(C(C)C)CC1N(C)C1CCC[NH+](C)C1
ZINC54561333	CC(C)C1CCC(O)C(C[NH+]2CCC(C[NH+](C)C)CC2)C1
ZINC54629531	CCC[NH2+]C1CC2CCC(C1)[NH+]2C(C)c1ccc(C)cc1
ZINC61643441	C[NH2+]C1CCC(C(C)(C)C)CC1N1CCCC1C[NH+](C)C
ZINC61823121	Cc1oc(C[NH+]2CCC(C)(C)CC2)cc1C[NH2+]C(C)(C)C
ZINC62941070	C[NH2+]C(C)c1ccc(N2CCC[NH+]3CCCC3C2)c(Cl)c1
ZINC62957740	CCC[NH2+]Cc1cc(N2CCC3(CCCC3)CC2)cc[nH+]1
ZINC62981914	CC[NH2+]Cc1ccccc1N1CCC([NH+]2CCCCC2)C1
ZINC62981915	CC[NH2+]Cc1ccccc1N1CCC([NH+]2CCCCC2)C1
ZINC63013456	c1ccc2c(c1)C[NH+](CC1CC3CCCCC3[NH2+]1)CCO2
ZINC63066747	CC[NH2+]C(C[NH+]1CCCC1(C)C)c1cc2ccccc2o1
ZINC63744094	CCC(C)(C)C1CCC2(CC1)[NH2+]CCC1=c3ccccc3=[NH+]C12
ZINC19435274	Fc1ccc(N2CC[NH+](CC3CCCC[NH2+]3)CC2)cc1
ZINC20200307	CC1CCCC(C)C1[NH2+]CC(C)(C)N1CC[NH+](C)CC1
ZINC20547296	Cc1ccccc1C(C)[NH2+]CC1([NH+](C)C)CCCCC1
ZINC36147454	Cc1cc2c(cc1Cl)C([NH+](C)C)CC1(CC[NH2+]C1)O2
ZINC36147783	C[NH+](C)C1CC2(CC[NH2+]C2)Oc2ccc3ccccc3c21
ZINC37106339	Clc1ccc(C[NH2+]C2CCCC2n2cc[nH+]c2)s1
ZINC37273181	C1=CC2CC1CC2C[NH2+]C1CCN(c2cccc[nH+]2)CC1
ZINC37374203	Cc1ccc(C[NH2+]C2CCN(c3cc[nH+]cc3)CC2)cc1
ZINC37916538	CC1CC([NH+]2CCCC(C3CCC[NH2+]3)C2)CC(C)(C)C1
ZINC37408427	C1C[NH+](C2CC2)CC1C[NH2+]C1C2CC3CC(C2)CC1C3
ZINC40694111	C1CC[NH+](C2CCN(CCC3CCCC[NH2+]3)CC2)CC1
ZINC43804882	CC[NH2+]C(c1ccccc1)C(C)[NH+]1CC(C)CC(C)C1
ZINC43805774	CC[NH+]1CCN(C2CC(C(C)(C)C)CCC2[NH2+]C)CC1
